|6.6.6
Archiving\03_Data\eq/QFM_m0.5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3220       0.678021                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3219       0.678092                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3218       0.678164                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3218       0.678235                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3217       0.678307                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3216       0.678379                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3215       0.678451                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3215       0.678523                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3214       0.678595                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3213       0.678666                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3213       0.678738                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3212       0.678810                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3211       0.678882                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3210       0.678954                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3210       0.679026                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3209       0.679098                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3208       0.679170                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3208       0.679242                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3207       0.679314                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3206       0.679386                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3205       0.679458                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3205       0.679530                 NaN            NaN            NaN            NaN            NaN
