|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1592.95        2500.00       0.397455E-002   99.8186       0.177411       0.145997E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.46        2500.00                 NaN   99.2848       0.662715       0.524737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.98        2500.00                 NaN   99.2927       0.640309       0.670166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.2988       0.634232       0.669731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.01        2500.00                 NaN   99.3044       0.630123       0.654637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.3117       0.623170       0.651007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.03        2500.00                 NaN   99.3170       0.618542       0.644171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   99.3229       0.614182       0.628990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.06        2500.00                 NaN   99.3302       0.607984       0.618496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.58        2500.00                 NaN   99.3358       0.603054       0.611729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.09        2500.00                 NaN   99.3369       0.601785       0.612698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00                 NaN   98.6752        1.21939       0.105423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.12        2500.00                 NaN   99.9999       0.104289E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00                 NaN   99.6928       0.259581       0.475851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.14        2500.00                 NaN   99.0724       0.843419       0.842294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.66        2500.00                 NaN   99.3697       0.573368       0.569070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.17        2500.00                 NaN   99.3748       0.570461       0.547526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.69        2500.00                 NaN   99.3784       0.568333       0.532846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.20        2500.00                 NaN   99.3844       0.562587       0.529803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.71        2500.00                 NaN   99.3863       0.561147       0.525675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.23        2500.00                 NaN   99.3979       0.550974       0.511450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00                 NaN   99.3997       0.549036       0.512173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.26        2500.00                 NaN   99.4039       0.546327       0.497319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.77        2500.00                 NaN   99.4095       0.540788       0.497426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.28        2500.00                 NaN   99.3617       0.545701       0.926040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00                 NaN   99.8677       0.929358E-001  0.393811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        2500.00                 NaN   99.0249       0.964030       0.111173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.83        2500.00                 NaN   99.4291       0.525516       0.453758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.34        2500.00                 NaN   99.4282       0.524559       0.472278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.85        2500.00                 NaN   99.4363       0.519930       0.438124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.37        2500.00                 NaN   99.4444       0.521992       0.336003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        2500.00                 NaN   99.4431       0.504327       0.525384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        2500.00                 NaN   99.4497       0.507843       0.424336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00                 NaN   99.4522       0.506017       0.417996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.42        2500.00                 NaN   99.4578       0.501011       0.412310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.94        2500.00                 NaN   99.4595       0.501168       0.393667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.45        2500.00                 NaN   99.4650       0.522378       0.126199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.96        2500.00                 NaN   99.4688       0.465817       0.653559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.48        2500.00                 NaN   99.4737       0.488343       0.379897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        2500.00                 NaN   99.4776       0.483766       0.386605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.51        2500.00                 NaN   98.8507        1.08182       0.675022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.02        2500.00                 NaN   99.9314       0.360727E-001  0.325290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.53        2500.00                 NaN   99.6485       0.351491       0.670855E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.05        2500.00                 NaN   99.4918       0.490617       0.175510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.56        2500.00                 NaN   99.4950       0.468623       0.363709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        2500.00                 NaN   99.4978       0.471032       0.312111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.59        2500.00                 NaN   99.4989       0.469066       0.320556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00                 NaN   99.5068       0.460023       0.331477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00                 NaN   99.4997       0.469651       0.306369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        2500.00                 NaN   99.5149       0.459200       0.258541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.65        2500.00                 NaN   99.5141       0.455773       0.301205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        2500.00                 NaN   99.5159       0.455821       0.282972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.67        2500.00                 NaN   99.5200       0.452181       0.278149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00                 NaN   99.5221       0.451649       0.262684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00                 NaN   99.5253       0.448528       0.262197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.22        2500.00                 NaN   99.5290       0.444861       0.261691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.73        2500.00                 NaN   99.5314       0.442438       0.261298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        2500.00                 NaN   99.4538       0.254571       0.134507E-001            NaN  0.278150                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.76        2500.00                 NaN   99.4101       0.713288E-002  0.344467E-002            NaN  0.579314                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.27        2500.00                 NaN   99.4096                 NaN  0.608705E-003            NaN  0.589817                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.78        2500.00                 NaN   99.4111       0.418767E-002  0.207109E-005            NaN  0.584722                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        2500.00                 NaN   99.4318       0.990709E-002  0.461617E-004            NaN  0.558209                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.81        2500.00                 NaN   99.3917       0.179644E-001            NaN            NaN  0.590374                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.33        2500.00                 NaN   99.4136                 NaN            NaN            NaN  0.586390                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.84        2500.00                 NaN   99.4154                 NaN            NaN            NaN  0.584598                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.35        2500.00                 NaN   99.4148                 NaN            NaN            NaN  0.585214                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.87        2500.00                 NaN   99.4144                 NaN            NaN            NaN  0.585601                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.38        2500.00                 NaN   99.4123                 NaN            NaN            NaN  0.587651                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00                 NaN   99.4146       0.632956E-002            NaN            NaN  0.579090                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        2500.00                 NaN   99.4130                 NaN            NaN            NaN  0.587033                 NaN            NaN            NaN            NaN            NaN            NaN
