|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1305.42        2500.00        99.2447                 NaN  0.101995                 NaN  0.400848                 NaN            NaN            NaN  0.252421                 NaN            NaN            NaN
  1303.84        2500.00        99.2470                 NaN  0.107002                 NaN  0.392857                 NaN            NaN            NaN  0.253104                 NaN            NaN            NaN
  1302.25        2500.00        99.2568                 NaN  0.983027E-001            NaN  0.396927                 NaN            NaN            NaN  0.247980                 NaN            NaN            NaN
  1300.67        2500.00        90.5445                 NaN  0.455543                 NaN   2.04765                 NaN            NaN            NaN   1.35520        5.59714                 NaN            NaN
  1299.09        2500.00        89.2214                 NaN  0.463351                 NaN   2.37393                 NaN            NaN            NaN   1.52407        6.41727                 NaN            NaN
  1297.51        2500.00        89.7762                 NaN  0.397830                 NaN   2.33582                 NaN            NaN            NaN   1.45421        6.03590                 NaN            NaN
  1295.92        2500.00        87.5498                 NaN  0.449524                 NaN   2.77416                 NaN            NaN            NaN   1.77078        7.33942       0.116307                 NaN
  1294.34        2500.00        83.7740                 NaN  0.568904                 NaN   3.47218                 NaN            NaN            NaN   2.30179        9.57119       0.311952                 NaN
  1292.76        2500.00        85.1716                 NaN  0.556040                 NaN   3.16874                 NaN            NaN            NaN   2.10961        8.71106       0.282973                 NaN
  1291.18        2500.00        86.5395                 NaN  0.506412                 NaN   2.90849                 NaN            NaN            NaN   1.92140        7.87065       0.253513                 NaN
  1289.59        2500.00        76.6117                 NaN   1.28418                 NaN   4.00030       0.227235                 NaN            NaN   3.43650        13.9691       0.471056                 NaN
  1288.01        2500.00        92.8390                 NaN  0.284165                 NaN   1.75794                 NaN            NaN            NaN  0.984324        4.00214       0.132471                 NaN
  1286.43        2500.00        97.5439                 NaN            NaN            NaN   1.06557                 NaN            NaN            NaN  0.341981        1.04413       0.443597E-002            NaN
  1284.85        2500.00        88.1243                 NaN  0.489525                 NaN   2.51359                 NaN            NaN            NaN   1.74407        6.89922       0.229276                 NaN
  1283.26        2500.00        91.1296                 NaN            NaN            NaN   2.35642                 NaN            NaN            NaN   1.25248        5.12400       0.137483                 NaN
  1281.68        2500.00        94.8420                 NaN            NaN            NaN   1.61762                 NaN            NaN            NaN  0.720453        2.73918       0.807738E-001            NaN
  1280.10        2500.00        91.3699                 NaN            NaN            NaN   2.33513                 NaN            NaN            NaN   1.22565        4.92419       0.145085                 NaN
  1278.52        2500.00        93.6981                 NaN  0.227733E-001            NaN   1.81339                 NaN            NaN            NaN  0.897593        3.46984       0.982787E-001            NaN
  1276.93        2500.00        92.9089                 NaN  0.849498E-001            NaN   1.87768                 NaN            NaN            NaN   1.03248        3.98361       0.112402                 NaN
  1275.35        2500.00        93.9513                 NaN            NaN            NaN   1.13318       0.480686                 NaN            NaN  0.881472        3.45545       0.978753E-001            NaN
  1273.77        2500.00        92.6503                 NaN  0.514011E-001            NaN   2.11276                 NaN            NaN            NaN   1.05648        4.02227       0.106785                 NaN
  1272.19        2500.00        94.3483                 NaN            NaN            NaN   1.63170                 NaN            NaN            NaN  0.825527        3.11541       0.790665E-001            NaN
  1270.60        2500.00        94.3703                 NaN            NaN            NaN   1.63060                 NaN            NaN            NaN  0.822031        3.09863       0.784789E-001            NaN
  1269.02        2500.00        91.8802                 NaN            NaN            NaN   1.19152       0.651821                 NaN            NaN   1.33837        4.82335       0.114738                 NaN
  1267.44        2500.00        96.5303                 NaN            NaN            NaN   1.52180                 NaN            NaN            NaN  0.341659        1.55726       0.489301E-001            NaN
  1265.86        2500.00        93.8217                 NaN            NaN            NaN  0.418867        1.23136                 NaN            NaN  0.907073        3.52935       0.916702E-001            NaN
  1264.27        2500.00        94.0239                 NaN            NaN            NaN   1.63553                 NaN            NaN            NaN  0.822009        3.43278       0.857716E-001            NaN
  1262.69        2500.00        99.5302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.948568E-001  0.332163       0.427723E-001            NaN
  1261.11        2500.00        94.5420                 NaN            NaN            NaN   1.79105       0.973871E-001            NaN            NaN  0.817069        2.70699       0.454687E-001            NaN
  1259.53        2500.00        95.5219                 NaN            NaN            NaN   1.23942                 NaN            NaN            NaN  0.651930        2.52330       0.634957E-001            NaN
  1257.94        2500.00        96.9163                 NaN            NaN            NaN  0.882027                 NaN            NaN            NaN  0.414180        1.75707       0.303969E-001            NaN
  1256.36        2500.00        93.0065                 NaN  0.106065                 NaN   1.51286       0.269483                 NaN            NaN   1.02008        3.97362       0.111368                 NaN
  1254.78        2500.00        99.6556                 NaN            NaN            NaN  0.106940                 NaN            NaN            NaN  0.177862E-001  0.219641                 NaN            NaN
  1253.20        2500.00        96.5915                 NaN            NaN            NaN  0.986070                 NaN            NaN            NaN  0.513545        1.86818       0.407420E-001            NaN
  1251.61        2500.00        91.1331                 NaN            NaN            NaN   1.12245        1.36123                 NaN            NaN   1.29877        4.96532       0.119121                 NaN
  1250.03        2500.00        99.8390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794534E-002  0.149689       0.335278E-002            NaN
  1248.45        2500.00        99.1253                 NaN            NaN            NaN  0.498216E-001  0.223567                 NaN            NaN  0.127595       0.464178       0.956288E-002            NaN
  1246.87        2500.00        97.0561                 NaN            NaN            NaN  0.168643       0.617620                 NaN            NaN  0.404125        1.71479       0.386961E-001            NaN
  1245.28        2500.00        97.7327                 NaN            NaN            NaN  0.185719                 NaN            NaN            NaN  0.274641        1.74477       0.622086E-001            NaN
  1243.70        2500.00        96.7297                 NaN            NaN            NaN   1.30671                 NaN            NaN            NaN  0.486541        1.46298       0.140744E-001            NaN
  1242.12        2500.00        97.5586                 NaN            NaN            NaN  0.335361       0.261559                 NaN            NaN  0.337343        1.47127       0.358568E-001            NaN
  1240.54        2500.00        96.5687                 NaN            NaN            NaN  0.270749E-001  0.790250                 NaN            NaN  0.478195        2.09515       0.406394E-001            NaN
  1238.95        2500.00        95.0800                 NaN            NaN            NaN  0.249473       0.904090                 NaN            NaN  0.587782        3.09009       0.885457E-001            NaN
  1237.37        2500.00        99.9238                 NaN            NaN            NaN  0.336988E-001            NaN            NaN            NaN  0.338306E-001            NaN  0.866658E-002            NaN
  1235.79        2500.00        94.7497                 NaN            NaN            NaN  0.706537                 NaN            NaN            NaN  0.506829        2.23307       0.157297E-001   1.78815     
  1234.21        2500.00        97.0189                 NaN            NaN            NaN  0.887027                 NaN            NaN            NaN  0.397389        1.66659       0.301260E-001            NaN
  1232.62        2500.00        96.0415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.204584        1.64174       0.168547E-001   2.09531     
  1231.04        2500.00        93.0475                 NaN            NaN            NaN   1.86632                 NaN            NaN            NaN  0.945735        4.06426       0.761407E-001            NaN
  1229.46        2500.00                 NaN            NaN            NaN            NaN   8.88259        2.71055                 NaN            NaN   8.38027        46.5651       0.617962        32.8436     
  1227.88        2500.00                 NaN            NaN            NaN            NaN   11.6241                 NaN            NaN            NaN   8.38576        46.5248       0.612111        32.8532     
  1226.29        2500.00                 NaN            NaN            NaN            NaN   11.6238                 NaN            NaN            NaN   8.38715        46.5227       0.612034        32.8544     
  1224.71        2500.00                 NaN            NaN            NaN            NaN   8.75779        2.83773                 NaN            NaN   8.38865        46.5521       0.616873        32.8468     
  1223.13        2500.00                 NaN            NaN            NaN            NaN   8.76965        2.82715                 NaN            NaN   8.39167        46.5471       0.616417        32.8481     
  1221.55        2500.00                 NaN            NaN            NaN            NaN   8.78237        2.81573                 NaN            NaN   8.39470        46.5420       0.615956        32.8493     
  1219.96        2500.00                 NaN            NaN            NaN            NaN   8.79601        2.80343                 NaN            NaN   8.39774        46.5368       0.615490        32.8505     
  1218.38        2500.00                 NaN            NaN            NaN            NaN   8.81055        2.79024                 NaN            NaN   8.40080        46.5317       0.615017        32.8517     
  1216.80        2500.00                 NaN            NaN            NaN            NaN   8.82605        2.77612                 NaN            NaN   8.40387        46.5265       0.614539        32.8529     
  1215.22        2500.00                 NaN            NaN            NaN            NaN   8.84254        2.76104                 NaN            NaN   8.40696        46.5212       0.614054        32.8542     
  1213.63        2500.00                 NaN            NaN            NaN            NaN   8.86003        2.74498                 NaN            NaN   8.41006        46.5159       0.613563        32.8554     
  1212.05        2500.00                 NaN            NaN            NaN            NaN   8.87858        2.72790                 NaN            NaN   8.41318        46.5106       0.613065        32.8567     
  1210.47        2500.00                 NaN            NaN            NaN            NaN   8.89822        2.70976                 NaN            NaN   8.41633        46.5052       0.612561        32.8579     
  1208.89        2500.00                 NaN            NaN            NaN            NaN   8.91899        2.69050                 NaN            NaN   8.41949        46.4998       0.612049        32.8592     
  1207.31        2500.00                 NaN            NaN            NaN            NaN   8.94090        2.67014                 NaN            NaN   8.42268        46.4943       0.611530        32.8604     
  1205.72        2500.00                 NaN            NaN            NaN            NaN   6.62674        5.01527                 NaN            NaN   8.44226        46.4419       0.605033        32.8688     
  1204.14        2500.00                 NaN            NaN            NaN            NaN   6.87109        4.77524                 NaN            NaN   8.44565        46.4324       0.604803        32.8708     
  1202.56        2500.00                 NaN            NaN            NaN            NaN   11.6506                 NaN            NaN            NaN   8.44827        46.4250       0.603582        32.8726     
  1200.98        2500.00                 NaN            NaN            NaN            NaN   11.6482                 NaN            NaN            NaN   8.45392        46.4220       0.603196        32.8727     
  1199.39        2500.00                 NaN            NaN            NaN            NaN   11.6582                 NaN            NaN            NaN   8.46525        46.3973       0.602273        32.8770     
  1197.81        2500.00                 NaN            NaN            NaN            NaN   11.6602                 NaN            NaN            NaN   8.46940        46.3904       0.601620        32.8784     
  1196.23        2500.00                 NaN            NaN            NaN            NaN   9.51063        2.12860                 NaN            NaN   8.45725        46.4233       0.605904        32.8744     
  1194.65        2500.00                 NaN            NaN            NaN            NaN   11.6516                 NaN            NaN            NaN   8.47313        46.3974       0.601273        32.8766     
  1193.06        2500.00                 NaN            NaN            NaN            NaN   11.6535                 NaN            NaN            NaN   8.47729        46.3907       0.600622        32.8778     
  1191.48        2500.00                 NaN            NaN            NaN            NaN   11.6549                 NaN            NaN            NaN   8.48143        46.3845       0.600128        32.8791     
  1189.90        2500.00                 NaN            NaN            NaN            NaN   11.6567                 NaN            NaN            NaN   8.48625        46.3774       0.599412        32.8802     
  1188.32        2500.00                 NaN            NaN            NaN            NaN   11.6589                 NaN            NaN            NaN   8.49015        46.3707       0.598687        32.8816     
  1186.73        2500.00                 NaN            NaN            NaN            NaN   11.6670                 NaN            NaN            NaN   8.49605        46.3561       0.596601        32.8843     
  1185.15        2500.00                 NaN            NaN            NaN            NaN   6.07743        5.60036                 NaN            NaN   8.50118        46.3389       0.594081        32.8880     
  1183.57        2500.00                 NaN            NaN            NaN            NaN   10.8416       0.827468                 NaN            NaN   8.50139        46.3470       0.595814        32.8867     
  1181.99        2500.00                 NaN            NaN            NaN            NaN   10.7384       0.932607                 NaN            NaN   8.50523        46.3406       0.595177        32.8880     
  1180.40        2500.00                 NaN            NaN            NaN            NaN   10.6339        1.03904                 NaN            NaN   8.50907        46.3342       0.594534        32.8893     
  1178.82        2500.00                 NaN            NaN            NaN            NaN   10.4939        1.18098                 NaN            NaN   8.51291        46.3277       0.593889        32.8906     
  1177.24        2500.00                 NaN            NaN            NaN            NaN   11.6749                 NaN            NaN            NaN   8.52148        46.3192       0.593473        32.8909     
  1175.66        2500.00                 NaN            NaN            NaN            NaN   11.6860                 NaN            NaN            NaN   8.52915        46.2997       0.590695        32.8944     
  1174.07        2500.00                 NaN            NaN            NaN            NaN   8.54411        3.13905                 NaN            NaN   8.52662        46.3041       0.591283        32.8949     
  1172.49        2500.00                 NaN            NaN            NaN            NaN   3.51724       0.397066E-005   6.76856        1.25744        8.36736        46.5940       0.623223        32.8722     
  1170.91        2500.00                 NaN            NaN            NaN            NaN   9.83059        1.83377                 NaN            NaN   8.50859        46.3388       0.595273        32.8930     
  1169.33        2500.00                 NaN            NaN            NaN            NaN   11.6977                 NaN            NaN            NaN   8.54943        46.2657       0.586978        32.9002     
  1167.74        2500.00                 NaN            NaN            NaN            NaN   9.95041        1.72029                 NaN            NaN   8.51819        46.3216       0.593447        32.8961     
  1166.16        2500.00                 NaN            NaN            NaN            NaN   11.6984                 NaN            NaN            NaN   8.51007        46.2750       0.602418        32.9141     
  1164.58        2500.00                 NaN            NaN            NaN            NaN   11.7093                 NaN            NaN            NaN   8.56083        46.2403       0.583765        32.9058     
  1163.00        2500.00                 NaN            NaN            NaN            NaN   11.6998                 NaN            NaN            NaN   8.56101        46.2495       0.585722        32.9039     
  1161.41        2500.00                 NaN            NaN            NaN            NaN   10.6019        1.07823                 NaN            NaN   8.53913        46.2891       0.590418        32.9012     
  1159.83        2500.00                 NaN            NaN            NaN            NaN   10.6438        1.03898                 NaN            NaN   8.54380        46.2812       0.589608        32.9026     
  1158.25        2500.00                 NaN            NaN            NaN            NaN   10.5573        1.14952                 NaN            NaN   8.57174        46.2296       0.583627        32.9083     
  1156.67        2500.00                 NaN            NaN            NaN            NaN   11.7205                 NaN            NaN            NaN   8.58249        46.2046       0.580111        32.9123     
  1155.08        2500.00                 NaN            NaN            NaN            NaN   11.7270                 NaN            NaN            NaN   8.58967        46.1900       0.578434        32.9149     
  1153.50        2500.00                 NaN            NaN            NaN            NaN   11.7248                 NaN            NaN            NaN   8.59190        46.1899       0.578674        32.9148     
  1151.92        2500.00                 NaN            NaN            NaN            NaN   11.7272                 NaN            NaN            NaN   8.59670        46.1821       0.577795        32.9163     
  1150.34        2500.00                 NaN            NaN            NaN            NaN   11.7347                 NaN            NaN            NaN   8.60168        46.1683       0.576048        32.9193     
  1148.75        2500.00                 NaN            NaN            NaN            NaN   11.0794       0.642636                 NaN            NaN   8.59800        46.1846       0.578744        32.9166     
  1147.17        2500.00                 NaN            NaN            NaN            NaN   11.2506       0.474229                 NaN            NaN   8.60272        46.1766       0.577869        32.9180     
  1145.59        2500.00                 NaN            NaN            NaN            NaN   11.7237                 NaN            NaN            NaN   8.60478        46.1744       0.578100        32.9190     
  1144.01        2500.00                 NaN            NaN            NaN            NaN   5.69389        3.91258        2.04023                 NaN   8.49888        46.3483       0.597702        32.9084     
  1142.42        2500.00                 NaN            NaN            NaN            NaN   5.66417        3.93066        2.05236                 NaN   8.50045        46.3450       0.597490        32.9099     
  1140.84        2500.00                 NaN            NaN            NaN            NaN   5.63461        3.92954        2.08489                 NaN   8.50284        46.3399       0.596965        32.9112     
  1139.26        2500.00                 NaN            NaN            NaN            NaN   5.60497        3.93290        2.11253                 NaN   8.50494        46.3356       0.596539        32.9126     
  1137.68        2500.00                 NaN            NaN            NaN            NaN   5.57531        3.93382        2.14271                 NaN   8.50709        46.3311       0.596086        32.9139     
  1136.09        2500.00                 NaN            NaN            NaN            NaN   5.54557        3.89502        2.21680                 NaN   8.51206        46.3191       0.594989        32.9165     
  1134.51        2500.00                 NaN            NaN            NaN            NaN   5.51584        3.93595        2.20295                 NaN   8.51134        46.3222       0.595182        32.9166     
  1132.93        2500.00                 NaN            NaN            NaN            NaN   5.48605        3.93721        2.23293                 NaN   8.51345        46.3177       0.594733        32.9179     
  1131.35        2500.00                 NaN            NaN            NaN            NaN   11.7555                 NaN            NaN            NaN   8.64764        46.0944       0.568759        32.9337     
  1129.76        2500.00                 NaN            NaN            NaN            NaN   5.42667        3.91336        2.31980                 NaN   8.51871        46.3072       0.593615        32.9207     
  1128.18        2500.00                 NaN            NaN            NaN            NaN   11.0683       0.691608       0.411630E-005            NaN   8.65201        46.0839       0.567258        32.9369     
  1126.60        2500.00                 NaN            NaN            NaN            NaN   10.9916       0.770194       0.428247E-005            NaN   8.65522        46.0781       0.566656        32.9383     
  1125.02        2500.00                 NaN            NaN            NaN            NaN   10.9156       0.847990       0.446568E-005            NaN   8.65842        46.0722       0.566056        32.9397     
  1123.43        2500.00                 NaN            NaN            NaN            NaN   10.7355        1.03019       0.208848E-005            NaN   8.66212        46.0655       0.565414        32.9412     
  1121.85        2500.00                 NaN            NaN            NaN            NaN   10.8144       0.953431       0.252590E-005            NaN   8.66526        46.0596       0.564740        32.9425     
  1120.27        2500.00                 NaN            NaN            NaN            NaN   10.5703        1.19808       0.204582E-005            NaN   8.66677        46.0568       0.564505        32.9436     
  1118.69        2500.00                 NaN            NaN            NaN            NaN   10.6665        1.10501       0.249859E-005            NaN   8.67142        46.0482       0.563577        32.9453     
  1117.10        2500.00                 NaN            NaN            NaN            NaN   10.2917        1.47309       0.227025E-005            NaN   8.67225        46.0551       0.564174        32.9437     
  1115.52        2500.00                 NaN            NaN            NaN            NaN   10.5247        1.25053       0.247442E-005            NaN   8.67758        46.0367       0.562403        32.9481     
  1113.94        2500.00                 NaN            NaN            NaN            NaN   10.4457        1.33058       0.241006E-005            NaN   8.68069        46.0320       0.561854        32.9492     
  1112.36        2500.00                 NaN            NaN            NaN            NaN   10.3888        1.39011       0.244811E-005            NaN   8.68368        46.0253       0.561235        32.9509     
  1110.77        2500.00                 NaN            NaN            NaN            NaN   10.3232        1.45760       0.243396E-005            NaN   8.68671        46.0195       0.560653        32.9523     
  1109.19        2500.00                 NaN            NaN            NaN            NaN   11.7969                 NaN            NaN            NaN   8.70279        45.9886       0.556534        32.9551     
  1107.61        2500.00                 NaN            NaN            NaN            NaN   10.8689       0.943767                 NaN            NaN   8.71632        45.9588       0.552491        32.9596     
  1106.03        2500.00                 NaN            NaN            NaN            NaN   8.68718        3.11221                 NaN            NaN   8.70686        45.9798       0.555766        32.9581     
  1104.44        2500.00                 NaN            NaN            NaN            NaN   9.65961        2.15856                 NaN            NaN   8.72336        45.9448       0.550915        32.9628     
  1102.86        2500.00                 NaN            NaN            NaN            NaN   10.2003        1.62056                 NaN            NaN   8.72721        45.9376       0.550088        32.9643     
  1101.28        2500.00                 NaN            NaN            NaN            NaN   10.1141        1.68122       0.143803E-004            NaN   8.70784        45.9793       0.556302        32.9613     
  1099.70        2500.00                 NaN            NaN            NaN            NaN   9.90828        1.88561       0.230863E-005            NaN   8.70749        45.9797       0.556622        32.9623     
  1098.11        2500.00                 NaN            NaN            NaN            NaN   9.85532        1.94044       0.228660E-005            NaN   8.71040        45.9740       0.556053        32.9637     
  1096.53        2500.00                 NaN            NaN            NaN            NaN   9.80396        1.99368       0.226376E-005            NaN   8.71329        45.9684       0.555487        32.9652     
  1094.95        2500.00                 NaN            NaN            NaN            NaN   9.75414        2.04537       0.224024E-005            NaN   8.71617        45.9628       0.554923        32.9666     
  1093.37        2500.00                 NaN            NaN            NaN            NaN   9.60879        2.19744       0.218522E-005            NaN   8.72547        45.9445       0.552854        32.9710     
  1091.78        2500.00                 NaN            NaN            NaN            NaN   11.8307       0.446907E-004            NaN            NaN   8.74809        45.9038       0.544743        32.9726     
  1090.20        2500.00                 NaN            NaN            NaN            NaN   11.8360       0.444684E-004            NaN            NaN   8.75356        45.8921       0.543632        32.9746     
  1088.62        2500.00                 NaN            NaN            NaN            NaN   11.8415       0.445473E-004            NaN            NaN   8.75921        45.8802       0.542503        32.9766     
  1087.04        2500.00                 NaN            NaN            NaN            NaN   11.8470       0.453476E-004            NaN            NaN   8.76503        45.8680       0.541355        32.9786     
  1085.45        2500.00                 NaN            NaN            NaN            NaN   11.8553                 NaN            NaN            NaN   8.77312        45.8507       0.539825        32.9810     
  1083.87        2500.00                 NaN            NaN            NaN            NaN   11.8602                 NaN            NaN            NaN   8.77811        45.8403       0.538494        32.9830     
  1082.29        2500.00                 NaN            NaN            NaN            NaN   11.8095       0.574118E-001            NaN            NaN   8.78421        45.8267       0.536676        32.9854     
  1080.71        2500.00                 NaN            NaN            NaN            NaN   11.7045       0.164722                 NaN            NaN   8.78729        45.8205       0.536000        32.9870     
  1079.12        2500.00                 NaN            NaN            NaN            NaN   11.5892       0.281449                 NaN            NaN   8.78989        45.8156       0.535524        32.9884     
  1077.54        2500.00                 NaN            NaN            NaN            NaN   11.8808                 NaN            NaN            NaN   8.78588        45.8081       0.534961        32.9902     
  1075.96        2500.00                 NaN            NaN            NaN            NaN   9.10262        2.71095                 NaN            NaN   8.74364        45.9117       0.549307        32.9818     
  1074.38        2500.00                 NaN            NaN            NaN            NaN   6.31998        5.52386                 NaN            NaN   8.73143        45.8959       0.546904        32.9819     
  1072.79        2500.00                 NaN            NaN            NaN            NaN   10.7043        1.11483       0.119857E-005            NaN   8.75039        45.9009       0.547471        32.9821     
  1071.21        2500.00                 NaN            NaN            NaN            NaN   9.05087        2.79096                 NaN            NaN   8.74841        45.8706       0.547559        32.9916     
  1069.63        2500.00                 NaN            NaN            NaN            NaN   9.14025        2.68883                 NaN            NaN   8.76035        45.8742       0.546231        32.9901     
  1068.05        2500.00                 NaN            NaN            NaN            NaN   9.11138        2.71952                 NaN            NaN   8.76301        45.8688       0.545708        32.9916     
  1066.46        2500.00                 NaN            NaN            NaN            NaN   9.08361        2.74912                 NaN            NaN   8.76566        45.8633       0.545188        32.9931     
  1064.88        2500.00                 NaN            NaN            NaN            NaN   9.77772        2.05767       0.115609E-005            NaN   8.79902        45.8439       0.535742        32.9859     
  1063.30        2500.00                 NaN            NaN            NaN            NaN   9.07924        2.76028                 NaN            NaN   8.77605        45.8444       0.542837        32.9972     
  1061.72        2500.00                 NaN            NaN            NaN            NaN   9.24241        2.60840                 NaN            NaN   8.78194        45.8267       0.541023        32.9995     
  1060.13        2500.00                 NaN            NaN            NaN            NaN   9.13035        2.74529                 NaN            NaN   8.78370        45.7893       0.539829        33.0115     
  1058.55        2500.00                 NaN            NaN            NaN            NaN   9.12652        2.72601                 NaN            NaN   8.78602        45.8177       0.540840        33.0029     
  1056.97        2500.00                 NaN            NaN            NaN            NaN   11.2151       0.660492                 NaN            NaN   8.82857        45.7732       0.525495        32.9972     
  1055.39        2500.00                 NaN            NaN            NaN            NaN   9.81779        2.08790                 NaN            NaN   8.81816        45.7258       0.532765        33.0176     
  1053.80        2500.00                 NaN            NaN            NaN            NaN   9.75223        2.09740                 NaN            NaN   8.82074        45.8041       0.530742        32.9947     
  1052.22        2500.00                 NaN            NaN            NaN            NaN   8.86875        2.98023                 NaN            NaN   8.78908        45.8148       0.540603        33.0066     
  1050.64        2500.00                 NaN            NaN            NaN            NaN   8.84786        3.00292                 NaN            NaN   8.79163        45.8094       0.540102        33.0081     
  1049.06        2500.00                 NaN            NaN            NaN            NaN   9.90543        2.01027                 NaN            NaN   8.84257        45.6916       0.526030        33.0241     
  1047.47        2500.00                 NaN            NaN            NaN            NaN   11.1848       0.777307                 NaN            NaN   8.88432        45.6143       0.511367        33.0279     
  1045.89        2500.00                 NaN            NaN            NaN            NaN   8.78974        3.06645                 NaN            NaN   8.79928        45.7933       0.538610        33.0126     
  1044.31        2500.00                 NaN            NaN            NaN            NaN   9.77799        2.09980                 NaN            NaN   8.84660        45.7426       0.524481        33.0085     
  1042.73        2500.00                 NaN            NaN            NaN            NaN   8.70321        3.15311                 NaN            NaN   8.80222        45.7937       0.536351        33.0114     
  1041.14        2500.00                 NaN            NaN            NaN            NaN   8.67255        3.18372                 NaN            NaN   8.80334        45.7858       0.538632        33.0160     
  1039.56        2500.00                 NaN            NaN            NaN            NaN   9.00863        2.86433                 NaN            NaN   8.81963        45.7540       0.534249        33.0192     
  1037.98        2500.00                 NaN            NaN            NaN            NaN   9.02415        2.85317                 NaN            NaN   8.82585        45.7424       0.532966        33.0214     
  1036.40        2500.00                 NaN            NaN            NaN            NaN   9.08419        2.80024                 NaN            NaN   8.83254        45.7281       0.530892        33.0240     
  1034.81        2500.00                 NaN            NaN            NaN            NaN   9.01842        2.86577                 NaN            NaN   8.82547        45.7349       0.530891        33.0245     
  1033.23        2500.00                 NaN            NaN            NaN            NaN   9.08957        2.80330                 NaN            NaN   8.83315        45.7179       0.528495        33.0276     
  1031.65        2500.00                 NaN            NaN            NaN            NaN   9.60490        2.31518                 NaN            NaN   8.86558        45.6607       0.520810        33.0328     
  1030.07        2500.00                 NaN            NaN            NaN            NaN   8.85064        3.10662                 NaN            NaN   8.88637        45.6031       0.513001        33.0403     
  1028.48        2500.00                 NaN            NaN            NaN            NaN   8.85478        3.10448                 NaN            NaN   8.88887        45.5975       0.512499        33.0419     
  1026.90        2500.00                 NaN            NaN            NaN            NaN   8.79901        3.16237                 NaN            NaN   8.89121        45.5919       0.512007        33.0435     
  1025.32        2500.00                 NaN            NaN            NaN            NaN   8.86321        3.09955                 NaN            NaN   8.89357        45.5870       0.511608        33.0451     
  1023.74        2500.00                 NaN            NaN            NaN            NaN   8.90281        3.06151                 NaN            NaN   8.89610        45.5818       0.511137        33.0466     
  1022.15        2500.00                 NaN            NaN            NaN            NaN   8.85868        3.10786                 NaN            NaN   8.89845        45.5761       0.510650        33.0482     
  1020.57        2500.00                 NaN            NaN            NaN            NaN   8.80873        3.15987                 NaN            NaN   8.90079        45.5705       0.510160        33.0499     
  1018.99        2500.00                 NaN            NaN            NaN            NaN   8.65929        3.31225                 NaN            NaN   8.90322        45.5640       0.509534        33.0517     
  1017.41        2500.00                 NaN            NaN            NaN            NaN   8.66298        3.31048                 NaN            NaN   8.90566        45.5585       0.509057        33.0533     
  1015.82        2500.00                 NaN            NaN            NaN            NaN   8.83396        3.14056                 NaN            NaN   8.90851        45.5537       0.508632        33.0547     
  1014.24        2500.00                 NaN            NaN            NaN            NaN   8.82630        3.15027                 NaN            NaN   8.91107        45.5480       0.508115        33.0563     
  1012.66        2500.00                 NaN            NaN            NaN            NaN   8.81824        3.16039                 NaN            NaN   8.91362        45.5422       0.507597        33.0579     
  1011.08        2500.00                 NaN            NaN            NaN            NaN   8.80995        3.17075                 NaN            NaN   8.91619        45.5365       0.507076        33.0595     
  1009.49        2500.00                 NaN            NaN            NaN            NaN   8.80147        3.18131                 NaN            NaN   8.91876        45.5308       0.506555        33.0611     
  1007.91        2500.00                 NaN            NaN            NaN            NaN   8.79286        3.19200                 NaN            NaN   8.92133        45.5250       0.506032        33.0628     
  1006.33        2500.00                 NaN            NaN            NaN            NaN   8.78110        3.20586                 NaN            NaN   8.92389        45.5193       0.505512        33.0644     
  1004.75        2500.00                 NaN            NaN            NaN            NaN   8.76669        3.22239                 NaN            NaN   8.92643        45.5135       0.504991        33.0660     
  1003.16        2500.00                 NaN            NaN            NaN            NaN   8.75241        3.23880                 NaN            NaN   8.92897        45.5077       0.504473        33.0677     
  1001.58        2500.00                 NaN            NaN            NaN            NaN   8.73739        3.25571                 NaN            NaN   8.93138        45.5023       0.504012        33.0693     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   8.54536        3.45318                 NaN            NaN   8.93439        45.4926       0.503022        33.0715     
