|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/EETA/EETA_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             Opx(TH)        O(HP)          Sp(TH)         San(TH)        ilm            q             
  1181.32        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1180.26        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1179.20        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1178.14        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1177.08        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570761        39.3375     
  1176.02        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1174.96        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1173.90        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570762        39.3375     
  1172.84        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570761        39.3375     
  1171.78        500.000                 NaN   11.8669                 NaN   7.43400                 NaN            NaN            NaN   40.7908       0.570761        39.3375     
  1170.72        500.000                 NaN   11.8669                 NaN   7.43401                 NaN            NaN            NaN   40.7908       0.570761        39.3375     
  1169.66        500.000                 NaN   11.8669                 NaN   7.43401                 NaN            NaN            NaN   40.7908       0.570760        39.3375     
  1168.60        500.000                 NaN   11.8724                 NaN   7.44029                 NaN            NaN            NaN   40.7809       0.568168        39.3382     
  1167.54        500.000                 NaN   11.8724                 NaN   7.44029                 NaN            NaN            NaN   40.7809       0.568168        39.3382     
  1166.48        500.000                 NaN   11.8724                 NaN   7.44029                 NaN            NaN            NaN   40.7809       0.568167        39.3382     
  1165.41        500.000                 NaN   11.8724                 NaN   7.44029                 NaN            NaN            NaN   40.7809       0.568167        39.3382     
  1164.35        500.000                 NaN   11.8724                 NaN   7.44030                 NaN            NaN            NaN   40.7809       0.568167        39.3382     
  1163.29        500.000                 NaN   11.8750                 NaN   7.44321                 NaN            NaN            NaN   40.7757       0.567455        39.3385     
  1162.23        500.000                 NaN   11.8760                 NaN   7.44432                 NaN            NaN            NaN   40.7739       0.567040        39.3387     
  1161.17        500.000                 NaN   11.8790                 NaN   7.44779                 NaN            NaN            NaN   40.7685       0.565715        39.3390     
  1160.11        500.000                 NaN   11.8900                 NaN   7.46016                 NaN            NaN            NaN   40.7482       0.561134        39.3405     
  1159.05        500.000                 NaN   11.8912                 NaN   7.46136                 NaN            NaN            NaN   40.7462       0.560651        39.3406     
  1157.99        500.000                 NaN   11.8863                 NaN   7.45595                 NaN            NaN            NaN   40.7553       0.562342        39.3400     
  1156.93        500.000                 NaN   11.8870                 NaN   7.45682                 NaN            NaN            NaN   40.7540       0.562021        39.3401     
  1155.87        500.000                 NaN   11.8877                 NaN   7.45767                 NaN            NaN            NaN   40.7527       0.561707        39.3402     
  1154.81        500.000                 NaN   11.8969                 NaN   7.46737                 NaN            NaN            NaN   40.7359       0.558264        39.3415     
  1153.75        500.000                 NaN   11.8981                 NaN   7.46884                 NaN            NaN            NaN   40.7337       0.557713        39.3417     
  1152.69        500.000                 NaN   11.8914       0.471103E-004   7.46208                 NaN            NaN            NaN   40.7456       0.560177        39.3407     
  1151.63        500.000                 NaN  0.986467E-001   11.8015        7.47197                 NaN            NaN            NaN   40.7296       0.556511        39.3418     
  1150.57        500.000                 NaN   11.9056                 NaN   7.47677                 NaN            NaN            NaN   40.7207       0.554450        39.3425     
  1149.51        500.000                 NaN   11.9027                 NaN   7.47464                 NaN            NaN            NaN   40.7252       0.555307        39.3422     
  1148.45        500.000                 NaN   11.9069                 NaN   7.47883                 NaN            NaN            NaN   40.7180       0.553653        39.3427     
  1147.39        500.000                 NaN   11.9104                 NaN   7.48218                 NaN            NaN            NaN   40.7119       0.552345        39.3432     
  1146.33        500.000                 NaN   11.9125                 NaN   7.48424                 NaN            NaN            NaN   40.7082       0.551502        39.3435     
  1145.27        500.000                 NaN   11.9310       0.444318E-005   7.50711                 NaN            NaN            NaN   40.6740       0.542264        39.3457     
  1144.21        500.000                 NaN  0.277102E-001   11.9049        7.50846                 NaN            NaN            NaN   40.6713       0.541721        39.3459     
  1143.15        500.000                 NaN   11.9183                 NaN   7.49025                 NaN            NaN            NaN   40.6982       0.549052        39.3442     
  1142.09        500.000                 NaN   11.9317                 NaN   7.50676                 NaN            NaN            NaN   40.6733       0.542394        39.3459     
  1141.03        500.000                 NaN   11.9339                 NaN   7.50940                 NaN            NaN            NaN   40.6692       0.541320        39.3462     
  1139.97        500.000                 NaN   11.9357                 NaN   7.51145                 NaN            NaN            NaN   40.6660       0.540482        39.3464     
  1138.91        500.000                 NaN   11.9371                 NaN   7.51309                 NaN            NaN            NaN   40.6635       0.539812        39.3466     
  1137.85        500.000                 NaN   11.9382                 NaN   7.51445                 NaN            NaN            NaN   40.6614       0.539253        39.3467     
  1136.79        500.000                 NaN   11.9351                 NaN   7.51350                 NaN            NaN            NaN   40.6649       0.540355        39.3462     
  1135.72        500.000                 NaN   11.9380                 NaN   7.51550                 NaN            NaN            NaN   40.6607       0.539180        39.3466     
  1134.66        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1133.60        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1132.54        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1131.48        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1130.42        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1129.36        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1128.30        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1127.24        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1126.18        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1125.12        500.000                 NaN   11.9424                 NaN   7.51981                 NaN            NaN            NaN   40.6536       0.537066        39.3472     
  1124.06        500.000                 NaN   11.9442                 NaN   7.52170                 NaN            NaN            NaN   40.6504       0.536277        39.3474     
  1123.00        500.000                 NaN   11.9442                 NaN   7.52170                 NaN            NaN            NaN   40.6504       0.536277        39.3474     
  1121.94        500.000                 NaN   11.9442                 NaN   7.52170                 NaN            NaN            NaN   40.6504       0.536277        39.3474     
  1120.88        500.000                 NaN   11.9442                 NaN   7.52170                 NaN            NaN            NaN   40.6504       0.536277        39.3474     
  1119.82        500.000                 NaN   11.9442                 NaN   7.52170                 NaN            NaN            NaN   40.6504       0.536277        39.3474     
  1118.76        500.000                 NaN   11.1689       0.776569        7.52310                 NaN            NaN            NaN   40.6480       0.535722        39.3477     
  1117.70        500.000                 NaN   11.1689       0.776569        7.52310                 NaN            NaN            NaN   40.6480       0.535722        39.3477     
  1116.64        500.000                 NaN   11.1689       0.776569        7.52310                 NaN            NaN            NaN   40.6480       0.535722        39.3477     
  1115.58        500.000                 NaN   11.1689       0.776569        7.52310                 NaN            NaN            NaN   40.6480       0.535722        39.3477     
  1114.52        500.000                 NaN   11.2959                 NaN   7.48072                 NaN  0.440988                 NaN   40.7496       0.566428        39.4664     
  1113.46        500.000                 NaN   11.2959                 NaN   7.48072                 NaN  0.440988                 NaN   40.7496       0.566428        39.4664     
  1112.40        500.000                 NaN   11.2959       0.125386E-005   7.48072                 NaN  0.440988                 NaN   40.7496       0.566428        39.4664     
  1111.34        500.000                 NaN   11.2959                 NaN   7.48072                 NaN  0.440988                 NaN   40.7496       0.566428        39.4664     
  1110.28        500.000                 NaN   11.0833                 NaN   7.46705                 NaN  0.585431                 NaN   40.7825       0.576402        39.5053     
  1109.22        500.000                 NaN   11.0833       0.284652E-005   7.46705                 NaN  0.585432                 NaN   40.7825       0.576403        39.5053     
  1108.16        500.000                 NaN   7.27256        2.99568        7.39389                 NaN   1.12078                 NaN   40.9453       0.624699        39.6471     
  1107.10        500.000                 NaN   9.37652                 NaN   7.33096                 NaN   1.72105                 NaN   41.0917       0.670160        39.8096     
  1106.04        500.000                 NaN   9.35314                 NaN   7.32911                 NaN   1.73644                 NaN   41.0961       0.671512        39.8137     
  1104.97        500.000                 NaN   9.33015                 NaN   7.32756                 NaN   1.75187                 NaN   41.0997       0.672710        39.8180     
  1103.91        500.000                 NaN   6.70563        2.60009        7.32593                 NaN   1.76829                 NaN   41.1036       0.673973        39.8225     
  1102.85        500.000                 NaN   6.61596        2.66256        7.32414                 NaN   1.78661                 NaN   41.1078       0.675368        39.8276     
  1101.79        500.000                 NaN   8.37132                 NaN   7.26753                 NaN   2.40168                 NaN   41.2420       0.719995        39.9975     
  1100.73        500.000                 NaN   8.78276       0.699869        7.33332                 NaN   1.64309                 NaN   41.0870       0.667215        39.7868     
  1099.67        500.000                 NaN   8.28525                 NaN   7.26204                 NaN   2.45978                 NaN   41.2549       0.724346        40.0137     
  1098.61        500.000                 NaN   8.23989                 NaN   7.25902                 NaN   2.49024                 NaN   41.2621       0.726702        40.0221     
  1097.55        500.000                 NaN   7.81603                 NaN   7.21188                 NaN   2.74805                 NaN   41.3794       0.758316        40.0864     
  1096.49        500.000                 NaN   7.57425                 NaN   7.18415                 NaN   2.89398                 NaN   41.4484       0.776780        40.1224     
  1095.43        500.000                 NaN   7.75613                 NaN   7.20646                 NaN   2.78620                 NaN   41.3926       0.762185        40.0964     
  1094.37        500.000                 NaN   7.55009                 NaN   7.18162                 NaN   2.90889                 NaN   41.4546       0.778507        40.1262     
  1093.31        500.000                 NaN   7.57527                 NaN   7.18506                 NaN   2.89445                 NaN   41.4460       0.776321        40.1229     
  1092.25        500.000                 NaN   7.59549                 NaN   7.18805                 NaN   2.88316                 NaN   41.4384       0.774457        40.1204     
  1091.19        500.000                 NaN   7.80628                 NaN   7.21719                 NaN   2.76266                 NaN   41.3651       0.755981        40.0928     
  1090.13        500.000                 NaN   7.54633                 NaN   7.18198                 NaN   2.91223                 NaN   41.4536       0.778419        40.1274     
  1089.07        500.000                 NaN   7.56157                 NaN   7.18448                 NaN   2.90404                 NaN   41.4473       0.776899        40.1257     
  1088.01        500.000                 NaN   7.71159                 NaN   7.20758                 NaN   2.82143                 NaN   41.3889       0.762630        40.1078     
  1086.95        500.000                 NaN   7.53853                 NaN   7.18161                 NaN   2.91763                 NaN   41.4545       0.778770        40.1290     
  1085.89        500.000                 NaN   7.70216                 NaN   7.20889                 NaN   2.83027                 NaN   41.3854       0.762235        40.1111     
  1084.83        500.000                 NaN   7.66376                 NaN   7.20730                 NaN   2.85682                 NaN   41.3894       0.763900        40.1188     
  1083.77        500.000                 NaN   7.64925                 NaN   7.20637                 NaN   2.86653                 NaN   41.3917       0.764672        40.1215     
  1082.71        500.000                 NaN   7.63573                 NaN   7.20556                 NaN   2.87564                 NaN   41.3936       0.765366        40.1241     
  1081.65        500.000                 NaN   7.62278                 NaN   7.20481                 NaN   2.88440                 NaN   41.3954       0.766019        40.1266     
  1080.59        500.000                 NaN   7.56659                 NaN   7.20319                 NaN   2.92404                 NaN   41.3996       0.768169        40.1384     
  1079.53        500.000                 NaN   7.55271                 NaN   7.20226                 NaN   2.93324                 NaN   41.4019       0.768936        40.1410     
  1078.47        500.000                 NaN   7.37603                 NaN   7.17580                 NaN   3.03071                 NaN   41.4698       0.785494        40.1622     
  1077.41        500.000                 NaN   7.37442                 NaN   7.17571                 NaN   3.03181                 NaN   41.4700       0.785573        40.1625     
  1076.35        500.000                 NaN   7.37288                 NaN   7.17563                 NaN   3.03286                 NaN   41.4702       0.785648        40.1628     
  1075.28        500.000                 NaN   7.37133                 NaN   7.17555                 NaN   3.03393                 NaN   41.4704       0.785718        40.1631     
  1074.22        500.000                 NaN   7.36986                 NaN   7.17549                 NaN   3.03493                 NaN   41.4706       0.785791        40.1634     
  1073.16        500.000                 NaN   7.28735                 NaN   7.17401                 NaN   3.09408                 NaN   41.4746       0.788608        40.1814     
  1072.10        500.000                 NaN   7.28582                 NaN   7.17394                 NaN   3.09511                 NaN   41.4748       0.788684        40.1817     
  1071.04        500.000                 NaN   7.28439                 NaN   7.17386                 NaN   3.09609                 NaN   41.4749       0.788753        40.1820     
  1069.98        500.000                 NaN   7.28301                 NaN   7.17380                 NaN   3.09703                 NaN   41.4751       0.788818        40.1822     
  1068.92        500.000                 NaN   7.28167                 NaN   7.17373                 NaN   3.09795                 NaN   41.4752       0.788881        40.1825     
  1067.86        500.000                 NaN   7.28037                 NaN   7.17367                 NaN   3.09885                 NaN   41.4754       0.788941        40.1828     
  1066.80        500.000                 NaN   7.20414                 NaN   7.17262                 NaN   3.15380                 NaN   41.4783       0.791466        40.1997     
  1065.74        500.000                 NaN   7.20283                 NaN   7.17255                 NaN   3.15470                 NaN   41.4784       0.791529        40.2000     
  1064.68        500.000                 NaN   7.20156                 NaN   7.17249                 NaN   3.15557                 NaN   41.4786       0.791589        40.2002     
  1063.62        500.000                 NaN   7.20033                 NaN   7.17244                 NaN   3.15642                 NaN   41.4787       0.791646        40.2005     
  1062.56        500.000                 NaN   7.17728                 NaN   7.17108                 NaN   3.17178                 NaN   41.4821       0.792887        40.2049     
  1061.50        500.000                 NaN   7.17728                 NaN   7.17108                 NaN   3.17178                 NaN   41.4821       0.792887        40.2049     
  1060.44        500.000                 NaN   7.17728                 NaN   7.17108                 NaN   3.17178                 NaN   41.4821       0.792887        40.2049     
  1059.38        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1058.32        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1057.26        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1056.20        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1055.14        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1054.08        500.000                 NaN   7.10702                 NaN   7.17052                 NaN   3.22288                 NaN   41.4836       0.795091        40.2209     
  1053.02        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1051.96        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1050.90        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1049.84        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1048.78        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1047.72        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1046.66        500.000                 NaN   7.04200                 NaN   7.17034                 NaN   3.27057                 NaN   41.4841       0.797035        40.2360     
  1045.60        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1044.53        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1043.47        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1042.41        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1041.35        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1040.29        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1039.23        500.000                 NaN   6.98168                 NaN   7.17054                 NaN   3.31519                 NaN   41.4835       0.798738        40.2504     
  1038.17        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1037.11        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1036.05        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1034.99        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1033.93        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1032.87        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1031.81        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1030.75        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1029.69        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1028.63        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1027.57        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1026.51        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1025.45        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1024.39        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1023.33        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1022.27        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1021.21        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1020.15        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1019.09        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1018.03        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1016.97        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800221        40.2641     
  1015.91        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1014.84        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1013.78        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1012.72        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1011.66        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1010.60        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1009.54        500.000                 NaN   6.92563                 NaN   7.17110                 NaN   3.35706                 NaN   41.4819       0.800220        40.2641     
  1008.48        500.000                 NaN   6.92562                 NaN   7.17110                 NaN   3.35707                 NaN   41.4819       0.800220        40.2641     
  1007.42        500.000                 NaN   6.92562                 NaN   7.17110                 NaN   3.35707                 NaN   41.4819       0.800220        40.2641     
  1006.36        500.000                 NaN   6.92562                 NaN   7.17110                 NaN   3.35707                 NaN   41.4819       0.800220        40.2641     
  1005.30        500.000                 NaN   6.92562                 NaN   7.17110                 NaN   3.35707                 NaN   41.4819       0.800220        40.2641     
  1004.24        500.000                 NaN   6.92562                 NaN   7.17110                 NaN   3.35707                 NaN   41.4819       0.800220        40.2641     
  1003.18        500.000                 NaN   6.92561                 NaN   7.17110                 NaN   3.35708                 NaN   41.4819       0.800220        40.2641     
  1002.12        500.000                 NaN   6.92560                 NaN   7.17110                 NaN   3.35709                 NaN   41.4819       0.800220        40.2641     
  1001.06        500.000                 NaN   6.88373                 NaN   7.18122                 NaN   3.40159                 NaN   41.4532       0.797296        40.2829     
