|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1512.72        2500.00        99.2765                 NaN            NaN  0.723495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.1581                 NaN            NaN  0.185371       0.656483                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.8638                 NaN            NaN  0.696360       0.439801                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.8729                 NaN            NaN  0.435590       0.691487                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.8851                 NaN            NaN  0.430686       0.684224                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.5901                 NaN            NaN  0.545047       0.864871                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        99.2172                 NaN            NaN  0.302249       0.480583                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.9198                 NaN            NaN  0.662958       0.417213                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.9350                 NaN  0.202136E-004  0.410465       0.654481                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.8110                 NaN            NaN  0.730745       0.458212                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        99.3419                 NaN            NaN  0.251062       0.407042                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.7120                 NaN            NaN  0.791183       0.496839                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9776                 NaN            NaN  0.393485       0.628893                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.9860                 NaN            NaN  0.624474       0.389539                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.9971                 NaN            NaN  0.617795       0.385062                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        99.0018                 NaN            NaN  0.380860       0.617328                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        99.0216                 NaN  0.211101E-003  0.603536       0.374646                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        99.0276                 NaN            NaN  0.373195       0.599195                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        99.0354                 NaN  0.132808E-004  0.369058       0.595492                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        99.0415                 NaN  0.128698E-003  0.592429       0.365943                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        99.0520                 NaN            NaN  0.360914       0.587123                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        99.0655                 NaN            NaN  0.356425       0.578065                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        99.0716                 NaN            NaN  0.574711       0.353737                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        99.0793                 NaN            NaN  0.350024       0.570711                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        99.0862                 NaN            NaN  0.346816       0.566996                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        99.0964                 NaN  0.263973E-005  0.561804       0.341834                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        99.1046                 NaN            NaN  0.340308       0.555130                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        99.5985                 NaN  0.536411E-001  0.743094E-001  0.273516                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.6476                 NaN            NaN  0.511075       0.841306                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        99.1274                 NaN            NaN  0.544618       0.327978                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.1342                 NaN            NaN  0.325717       0.540065                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.1417                 NaN            NaN  0.322071       0.536213                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.1480                 NaN            NaN  0.318620       0.533365                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.1552                 NaN  0.111383E-005  0.316396       0.528441                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.1614                 NaN            NaN  0.312851       0.525724                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.1665                 NaN            NaN  0.310134       0.523327                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.8349                 NaN            NaN  0.864597       0.644409       0.656073                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.5141                 NaN  0.189319       0.714868       0.730244       0.851514                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.5624                 NaN  0.210412       0.706736       0.679664       0.840745                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.6195                 NaN  0.208057       0.692566       0.658308       0.821525                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.6816                 NaN  0.205039       0.637229       0.675052       0.801031                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.7360                 NaN  0.202827       0.617165       0.661030       0.782983                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.7881                 NaN  0.200694       0.597990       0.647606       0.765647                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.8373                 NaN  0.198358       0.580829       0.634011       0.749485                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.8891                 NaN  0.196147       0.620737       0.562046       0.731937                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.9358                 NaN  0.194156       0.607952       0.545529       0.716607                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.9801                 NaN  0.192129       0.530036       0.595822       0.701939                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        98.0251                 NaN  0.189892       0.513510       0.584618       0.686836                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        98.0623                 NaN  0.188962       0.575404       0.499044       0.674337                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        98.1135                 NaN  0.185336       0.560310       0.484255       0.656613                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        98.1467                 NaN  0.184527       0.552518       0.470500       0.645730                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        98.1839                 NaN  0.186261       0.543002       0.452816       0.634059                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.2222                 NaN  0.177588       0.531205       0.449319       0.619673                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.2574                 NaN  0.178698       0.522552       0.432989       0.608406                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.2829                 NaN  0.180597       0.414795       0.516904       0.604842                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.3175                 NaN  0.173915       0.416626       0.506427       0.585543                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.3577                 NaN  0.174468       0.495541       0.397604       0.574658                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.3891                 NaN  0.172978       0.386529       0.487399       0.563946                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.4189                 NaN  0.171617       0.376100       0.479606       0.553788                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.4491                 NaN  0.169921       0.366248       0.471124       0.543572                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.4774                 NaN  0.168567       0.357027       0.462935       0.534046                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.5007                 NaN  0.167632       0.458823       0.346577       0.526317                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.5336                 NaN  0.165269       0.338218       0.448368       0.514574                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.5489                 NaN  0.165986       0.332814       0.441849       0.510491                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.5930                 NaN  0.161754       0.434135       0.317441       0.493711                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.6093                 NaN  0.161221       0.428002       0.312830       0.488640                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.6318                 NaN  0.160339       0.422330       0.304530       0.481041                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.6534                 NaN  0.158864       0.416050       0.297755       0.473927                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.6778                 NaN  0.158370       0.409515       0.288693       0.465638                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.7016                 NaN  0.155621       0.282936       0.403181       0.456647                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.7220                 NaN  0.154975       0.275135       0.397925       0.449954                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.7422                 NaN  0.153773       0.268298       0.392851       0.442913                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.7631                 NaN  0.152537       0.386574       0.262147       0.435631                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.7826                 NaN  0.151321       0.381397       0.255719       0.429002                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.8023                 NaN  0.150045       0.249460       0.376336       0.421861                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.8209                 NaN  0.148571       0.371270       0.243862       0.415365                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.8383                 NaN  0.147687       0.366286       0.238364       0.409411                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.8570                 NaN  0.146256       0.361055       0.232908       0.402791                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.8745                 NaN  0.144717       0.228029       0.356147       0.396570                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.8923                 NaN  0.143264       0.222480       0.351750       0.390174                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.9084                 NaN  0.142292       0.347344       0.217325       0.384665                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.9245                 NaN  0.141079       0.212352       0.343312       0.378786                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.9413                 NaN  0.140299       0.207157       0.338015       0.373197                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.9563                 NaN  0.138426       0.334341       0.203273       0.367611                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.9724                 NaN  0.136373       0.200376       0.329307       0.361579                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.9854                 NaN  0.136081       0.194501       0.326859       0.357195                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        99.0005                 NaN  0.134116       0.322395       0.191439       0.351534                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        99.0149                 NaN  0.132799       0.317707       0.188174       0.346443                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        99.0257                 NaN  0.132621       0.184021       0.314419       0.343279                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        99.0464                 NaN  0.129247       0.308760       0.180841       0.334733                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        99.0557                 NaN  0.128747       0.306330       0.177480       0.331753                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        99.0685                 NaN  0.127438       0.302563       0.174281       0.327221                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        99.0821                 NaN  0.126592       0.299528       0.169540       0.322280                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        99.0923                 NaN  0.123974       0.169772       0.295784       0.318183                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        99.1056                 NaN  0.122769       0.166337       0.291881       0.313411                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        99.1171                 NaN  0.121347       0.288472       0.163831       0.309246                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        99.1287                 NaN  0.120069       0.161514       0.284678       0.305033                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        99.1394                 NaN  0.118295       0.159353       0.281963       0.300992                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        99.1512                 NaN  0.116590       0.278303       0.157469       0.296453                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.1621                 NaN  0.115539       0.275402       0.154324       0.292664                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.1724                 NaN  0.113110       0.271091       0.154861       0.288511                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.1817                 NaN  0.112160       0.151282       0.269634       0.285248                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.1936                 NaN  0.110043       0.150866       0.264858       0.280650                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.2030                 NaN  0.108428       0.149908       0.261622       0.277014                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.2126                 NaN  0.106867       0.258484       0.148581       0.273446                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.2225                 NaN  0.105255       0.147337       0.255196       0.269759                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.2310                 NaN  0.103565       0.146220       0.252764       0.266464                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.2399                 NaN  0.101964       0.248173       0.146632       0.263337                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.2495                 NaN  0.995345E-001  0.146007       0.245763       0.259168                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.2584                 NaN  0.978385E-001  0.145138       0.242849       0.255775                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.2665                 NaN  0.965070E-001  0.144082       0.240005       0.252889                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.2752                 NaN  0.941650E-001  0.236096       0.145246       0.249304                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.2824                 NaN  0.926692E-001  0.233629       0.144638       0.246620                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.2914                 NaN  0.905851E-001  0.230343       0.144687       0.243010                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.2987                 NaN  0.886609E-001  0.145523       0.226940       0.240192                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.3065                 NaN  0.868259E-001  0.224295       0.145295       0.237095                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.3136                 NaN  0.849352E-001  0.220800       0.146341       0.234315                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.3180                 NaN  0.819264E-001  0.151259       0.216213       0.232588                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.3315                 NaN  0.820058E-001  0.143755       0.215518       0.227214                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.3244                 NaN  0.776150E-001  0.196763       0.168991       0.232228                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.3498                 NaN  0.767044E-001  0.219482       0.136676       0.217379                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.3469                 NaN  0.741985E-001  0.154539       0.203414       0.220987                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.3556                 NaN  0.728147E-001  0.201409       0.152667       0.217522                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.3613                 NaN  0.706436E-001  0.155069       0.197750       0.215251                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.3676                 NaN  0.687606E-001  0.156254       0.194636       0.212771                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.3733                 NaN  0.668230E-001  0.190466       0.158833       0.210578                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.3791                 NaN  0.639853E-001  0.187165       0.161897       0.207870                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.3849                 NaN  0.623099E-001  0.163278       0.183791       0.205688                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.3908                 NaN  0.602834E-001  0.165448       0.180126       0.203342                 NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.3960                 NaN  0.581586E-001  0.168856       0.175709       0.201250                 NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.4016                 NaN  0.560652E-001  0.170887       0.172557       0.198910                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.4067                 NaN  0.537960E-001  0.174496       0.168095       0.196873                 NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.4117                 NaN  0.516529E-001  0.179188       0.162388       0.195022                 NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.4159                 NaN  0.501737E-001  0.180796       0.159715       0.193392                 NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.4219                 NaN  0.465445E-001  0.157254       0.184239       0.190105                 NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.4258                 NaN  0.452726E-001  0.151047       0.188826       0.189010                 NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.4305                 NaN  0.428779E-001  0.145501       0.194005       0.187120                 NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.4345                 NaN  0.408609E-001  0.198387       0.140851       0.185430                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        86.5531                 NaN  0.804459        2.02577                 NaN   1.64627        8.97043                 NaN            NaN            NaN            NaN
  1292.76        2500.00        85.6183                 NaN  0.842160        2.16918                 NaN   1.75134        9.61903                 NaN            NaN            NaN            NaN
  1291.18        2500.00        85.1169                 NaN  0.865686        2.23963                 NaN   1.80750        9.97030                 NaN            NaN            NaN            NaN
  1289.59        2500.00        85.4410                 NaN  0.839755        2.20410                 NaN   1.77178        9.74340                 NaN            NaN            NaN            NaN
  1288.01        2500.00        86.6434                 NaN  0.791771        2.00335                 NaN   1.63134        8.93019                 NaN            NaN            NaN            NaN
  1286.43        2500.00        87.9696                 NaN  0.723513        1.80846                 NaN   1.47918        8.01922                 NaN            NaN            NaN            NaN
  1284.85        2500.00        89.2875                 NaN  0.654605        1.61842                 NaN   1.32781        7.11169                 NaN            NaN            NaN            NaN
  1283.26        2500.00        80.1907                 NaN   1.07730        2.69304                 NaN   2.40085        13.2770       0.361083                 NaN            NaN            NaN
