|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              hed           
  1052.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2599        4.71686       0.214185E-005            NaN   8.63828        43.3317       0.937795        32.1154                 NaN
  1051.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2611        4.71922                 NaN            NaN   8.64144        43.3257       0.936443        32.1161                 NaN
  1049.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2625        4.72125                 NaN            NaN   8.64448        43.3200       0.935108        32.1167                 NaN
  1048.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2641        4.72302                 NaN            NaN   8.64718        43.3146       0.933742        32.1174                 NaN
  1046.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2647        4.72573                 NaN            NaN   8.65054        43.3086       0.932475        32.1180                 NaN
  1045.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2661        4.72786                 NaN            NaN   8.65335        43.3030       0.931102        32.1186                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2662        4.73118                 NaN            NaN   8.65643        43.2971       0.929773        32.1193                 NaN
  1042.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2662        4.73466                 NaN            NaN   8.65950        43.2913       0.928448        32.1199                 NaN
  1041.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2668        4.73753       0.206255E-005            NaN   8.66258        43.2854       0.927121        32.1206                 NaN
  1039.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2658        4.74193       0.205308E-005            NaN   8.66564        43.2796       0.925792        32.1212                 NaN
  1038.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2660        4.74521       0.204332E-005            NaN   8.66871        43.2737       0.924460        32.1219                 NaN
  1036.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2652        4.74954       0.130641E-005            NaN   8.67176        43.2678       0.923130        32.1225                 NaN
  1035.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2638        4.75438       0.202416E-005            NaN   8.67485        43.2619       0.921786        32.1232                 NaN
  1034.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2638        4.75790       0.201460E-005            NaN   8.67789        43.2561       0.920459        32.1239                 NaN
  1032.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2624        4.76285       0.200496E-005            NaN   8.68098        43.2501       0.919121        32.1245                 NaN
  1031.28        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1029.86        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1028.44        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1027.01        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1025.59        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1024.17        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1022.75        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1021.33        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1019.91        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1018.48        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1017.06        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1015.64        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1014.22        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1012.80        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1011.37        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1009.95        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1008.53        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1007.11        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1005.69        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1004.27        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1002.84        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1001.42        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51702                 NaN            NaN            NaN            NaN   7.49824        46.6076        1.56528        33.2410        5.57077     
