|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              hed           
  1328.44        2500.00                 NaN   99.3268                 NaN            NaN            NaN            NaN  0.166750       0.284639                 NaN  0.374693E-002  0.218044                 NaN            NaN            NaN            NaN
  1327.02        2500.00                 NaN   99.3323                 NaN            NaN            NaN            NaN  0.161988       0.286383                 NaN  0.340330E-002  0.215900                 NaN            NaN            NaN            NaN
  1325.60        2500.00                 NaN   99.3374                 NaN            NaN            NaN            NaN  0.156529       0.289054                 NaN  0.304712E-002  0.214001                 NaN            NaN            NaN            NaN
  1324.18        2500.00                 NaN   99.3431                 NaN            NaN            NaN            NaN  0.151113       0.291118                 NaN  0.273748E-002  0.211979                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   99.3482                 NaN            NaN            NaN            NaN  0.144925       0.294487                 NaN  0.240428E-002  0.209993                 NaN            NaN            NaN            NaN
  1321.33        2500.00                 NaN   99.3531                 NaN            NaN            NaN            NaN  0.297765       0.138858                 NaN  0.207257E-002  0.208229                 NaN            NaN            NaN            NaN
  1319.91        2500.00                 NaN   99.3580                 NaN            NaN            NaN            NaN  0.132180       0.301617                 NaN  0.175238E-002  0.206462                 NaN            NaN            NaN            NaN
  1318.49        2500.00                 NaN   99.3623                 NaN            NaN            NaN            NaN  0.123958       0.307579                 NaN  0.139005E-002  0.204775                 NaN            NaN            NaN            NaN
  1317.07        2500.00                 NaN   99.3667                 NaN            NaN            NaN            NaN  0.313397       0.115677                 NaN  0.106998E-002  0.203180                 NaN            NaN            NaN            NaN
  1315.65        2500.00                 NaN   99.3708                 NaN            NaN            NaN            NaN  0.319853       0.106868                 NaN  0.768942E-003  0.201665                 NaN            NaN            NaN            NaN
  1314.22        2500.00                 NaN   99.3750                 NaN            NaN            NaN            NaN  0.329081       0.953911E-001            NaN  0.428591E-003  0.200129                 NaN            NaN            NaN            NaN
  1312.80        2500.00                 NaN   99.3787                 NaN            NaN            NaN            NaN  0.832055E-001  0.339261                 NaN  0.103946E-003  0.198713                 NaN            NaN            NaN            NaN
  1311.38        2500.00                 NaN   99.3813                 NaN            NaN            NaN            NaN  0.732766E-001  0.346397                 NaN  0.477679E-003  0.198499                 NaN            NaN            NaN            NaN
  1309.96        2500.00                 NaN   99.3862                 NaN            NaN            NaN            NaN  0.515194E-001  0.365759                 NaN            NaN  0.196491                 NaN            NaN            NaN            NaN
  1308.54        2500.00                 NaN   90.2464                 NaN            NaN            NaN            NaN   1.53206       0.765597                 NaN  0.897172E-001   1.35955        6.00662                 NaN            NaN            NaN
  1307.12        2500.00                 NaN   70.5226                 NaN            NaN            NaN            NaN   6.11320                 NaN            NaN  0.220804        3.88401        18.7040       0.555356                 NaN            NaN
  1305.69        2500.00                 NaN   63.7003                 NaN            NaN            NaN            NaN   7.33476                 NaN            NaN  0.249115        4.72940        23.1180       0.868370                 NaN            NaN
  1304.27        2500.00                 NaN   70.6482                 NaN            NaN            NaN            NaN   5.91703                 NaN            NaN  0.200995        3.81031        18.7207       0.702760                 NaN            NaN
  1302.85        2500.00                 NaN   75.3201                 NaN            NaN            NaN            NaN   4.97681                 NaN            NaN  0.165735        3.19937        15.7502       0.587738                 NaN            NaN
  1301.43        2500.00                 NaN   78.5002                 NaN            NaN            NaN            NaN   4.34063                 NaN            NaN  0.140816        2.78422        13.7261       0.508068                 NaN            NaN
  1300.01        2500.00                 NaN   80.7334                 NaN            NaN            NaN            NaN   3.88882                 NaN            NaN  0.123378        2.48939        12.3125       0.452517                 NaN            NaN
  1298.58        2500.00                 NaN   77.8589                 NaN            NaN            NaN            NaN   4.01068       0.149706                 NaN  0.185529        2.91245        14.3347       0.548021                 NaN            NaN
  1297.16        2500.00                 NaN   87.3664                 NaN            NaN            NaN            NaN  0.296343        2.60244                 NaN  0.785970E-002   1.54623        7.91794       0.262747                 NaN            NaN
  1295.74        2500.00                 NaN   85.4568                 NaN            NaN            NaN            NaN   2.97454                 NaN            NaN  0.807472E-001   1.87110        9.29155       0.325284                 NaN            NaN
  1294.32        2500.00                 NaN   84.4021                 NaN            NaN            NaN            NaN   2.09580        1.03568                 NaN  0.855781E-001   2.00207        10.0303       0.348504                 NaN            NaN
  1292.90        2500.00                 NaN   83.8055                 NaN            NaN            NaN            NaN   3.16029                 NaN            NaN  0.100011        2.02703        10.5359       0.371251                 NaN            NaN
  1291.48        2500.00                 NaN   82.3091                 NaN            NaN            NaN            NaN   3.47341                 NaN            NaN  0.986959E-001   2.21539        11.5135       0.389942                 NaN            NaN
  1290.05        2500.00                 NaN   74.4327                 NaN            NaN            NaN            NaN   3.01467        1.16747       0.127562E-005  0.232126        3.17833        17.4117       0.563036                 NaN            NaN
  1288.63        2500.00                 NaN   28.2255                 NaN            NaN            NaN            NaN   13.0434                 NaN            NaN  0.433078        8.48103        48.1827        1.63434                 NaN            NaN
  1287.21        2500.00                 NaN   8.38468                 NaN            NaN            NaN            NaN   1.96792        5.30495        11.7775                 NaN   10.7299        59.8987        1.93639                 NaN            NaN
  1285.79        2500.00                 NaN   69.1734        30.1110                 NaN            NaN            NaN  0.349763       0.365834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1284.37        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1282.94        2500.00                 NaN   76.2107        5.98283        16.4329                 NaN            NaN  0.695261                 NaN            NaN            NaN  0.639719                 NaN  0.385167E-001            NaN            NaN
  1281.52        2500.00                 NaN   99.7149                 NaN            NaN            NaN            NaN  0.285133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.10        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1278.68        2500.00                 NaN   99.4511       0.501049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.478552E-001            NaN            NaN
  1277.26        2500.00                 NaN  100.0000       0.324992E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1275.83        2500.00                 NaN   99.4621       0.481356E-005            NaN            NaN            NaN  0.182493       0.679033E-001            NaN            NaN  0.283284                 NaN  0.418675E-002            NaN            NaN
  1274.41        2500.00                 NaN   99.8173                 NaN            NaN            NaN            NaN  0.182713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1272.99        2500.00                 NaN   99.4674                 NaN            NaN            NaN            NaN  0.299335       0.233240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.57        2500.00                 NaN   99.3707                 NaN            NaN            NaN            NaN  0.543190       0.860620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.15        2500.00                 NaN   99.6656                 NaN            NaN            NaN            NaN  0.170929E-001  0.317261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.73        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1267.30        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1265.88        2500.00                 NaN   99.3665                 NaN            NaN            NaN            NaN  0.519052       0.610006E-001            NaN            NaN            NaN  0.534933E-001            NaN            NaN            NaN
  1264.46        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.04        2500.00                 NaN   99.8887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.111306                 NaN            NaN            NaN            NaN
  1261.62        2500.00                 NaN   98.1911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80893                 NaN            NaN            NaN
  1260.19        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.77        2500.00                 NaN   93.2546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.74538                 NaN            NaN            NaN
  1257.35        2500.00                 NaN   99.2710                 NaN            NaN            NaN            NaN  0.792249E-001  0.402450                 NaN            NaN  0.246905                 NaN  0.458449E-003            NaN            NaN
  1255.93        2500.00                 NaN   99.3507                 NaN            NaN            NaN            NaN  0.625615                 NaN            NaN            NaN  0.237332E-001            NaN            NaN            NaN            NaN
  1254.51        2500.00                 NaN   80.1739                 NaN            NaN            NaN  0.103480                 NaN            NaN            NaN            NaN   1.29381        11.4130       0.308358        6.70743                 NaN
  1253.09        2500.00                 NaN   95.0531        3.14626                 NaN            NaN  0.295116       0.109247                 NaN            NaN            NaN   1.05516       0.327961       0.131452E-001            NaN            NaN
  1251.66        2500.00                 NaN   96.2640                 NaN            NaN            NaN            NaN   3.09288       0.334631                 NaN            NaN  0.143771                 NaN  0.164681                 NaN            NaN
  1250.24        2500.00                 NaN   99.6459                 NaN            NaN            NaN            NaN  0.343146       0.109880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1248.82        2500.00                 NaN   99.7506                 NaN            NaN            NaN            NaN  0.177625                 NaN            NaN            NaN  0.717914E-001            NaN            NaN            NaN            NaN
  1247.40        2500.00                 NaN   99.7819                 NaN            NaN            NaN            NaN  0.278480E-002  0.159002                 NaN            NaN  0.563229E-001            NaN            NaN            NaN            NaN
  1245.98        2500.00                 NaN   99.8670                 NaN            NaN            NaN            NaN  0.541542E-001            NaN            NaN            NaN  0.787991E-001            NaN            NaN            NaN            NaN
  1244.55        2500.00                 NaN   97.3323                 NaN            NaN            NaN            NaN  0.712191                 NaN            NaN            NaN  0.554133        1.40137                 NaN            NaN            NaN
  1243.13        2500.00                 NaN   99.4577                 NaN            NaN            NaN            NaN  0.542275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.71        2500.00                 NaN   95.8590                 NaN            NaN            NaN            NaN  0.472868                 NaN            NaN            NaN  0.371043        3.29712                 NaN            NaN            NaN
  1240.29        2500.00                 NaN   99.1844                 NaN            NaN            NaN            NaN  0.447917                 NaN            NaN            NaN  0.335891       0.318161E-001            NaN            NaN            NaN
  1238.87        2500.00                 NaN   99.5205                 NaN            NaN            NaN            NaN  0.420285                 NaN            NaN            NaN  0.591917E-001            NaN            NaN            NaN            NaN
  1237.45        2500.00                 NaN   99.0078                 NaN            NaN            NaN            NaN  0.292253                 NaN            NaN            NaN            NaN  0.699994                 NaN            NaN            NaN
  1236.02        2500.00                 NaN   98.4803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.391641E-001   1.29851                 NaN  0.182012                 NaN
  1234.60        2500.00                 NaN   98.0815                 NaN            NaN            NaN            NaN  0.619106                 NaN            NaN            NaN  0.340842       0.958561                 NaN            NaN            NaN
  1233.18        2500.00                 NaN   99.3660                 NaN            NaN            NaN            NaN  0.399834                 NaN            NaN            NaN  0.916592E-001            NaN            NaN  0.142467                 NaN
  1231.76        2500.00                 NaN   68.0305                 NaN            NaN            NaN            NaN   1.29497        2.18338                 NaN            NaN   2.49952        15.1715       0.127569        10.6925                 NaN
  1230.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33694        3.55404       0.282214E-002            NaN   8.02524        46.7996       0.624095        33.6573                 NaN
  1228.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0102       0.926272                 NaN            NaN   8.02085        46.7631       0.611488        33.6681                 NaN
  1227.49        2500.00                 NaN            NaN            NaN            NaN            NaN   1.13668        8.88485                 NaN            NaN            NaN   7.99579        47.2122       0.680803        34.0897                 NaN
  1226.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70592        6.08527                 NaN            NaN            NaN   7.72420        47.9986       0.787175        34.6989                 NaN
  1224.65        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43345                 NaN            NaN            NaN            NaN   7.32616        49.4331       0.892619        34.7549        4.15979     
  1223.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43336                 NaN            NaN            NaN            NaN   7.32613        49.4324       0.892599        34.7558        4.15972     
  1221.81        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43327                 NaN            NaN            NaN            NaN   7.32610        49.4318       0.892578        34.7567        4.15964     
  1220.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.47441        5.41155       0.198349E-005            NaN   8.09587        46.7614       0.607920        33.6489                 NaN
  1218.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67296        6.13213                 NaN            NaN            NaN   7.73032        47.9899       0.786497        34.6882                 NaN
  1217.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67655        6.12643                 NaN            NaN            NaN   7.73017        47.9896       0.786502        34.6907                 NaN
  1216.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.57493        5.31474                 NaN            NaN   8.10479        46.7464       0.606737        33.6524                 NaN
  1214.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44367        5.45049                 NaN            NaN   8.09592        46.7493       0.605783        33.6548                 NaN
  1213.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.67854        6.23035       0.125879E-005            NaN   8.12063        46.7107       0.601586        33.6582                 NaN
  1211.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.66811        5.22493                 NaN            NaN   8.11423        46.7316       0.605454        33.6557                 NaN
  1210.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.69914        5.19511                 NaN            NaN   8.11735        46.7266       0.605020        33.6568                 NaN
  1209.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.72957        5.16593                 NaN            NaN   8.12049        46.7215       0.604581        33.6579                 NaN
  1207.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74549        6.02682                 NaN            NaN            NaN   7.72550        47.9843       0.787119        34.7307                 NaN
  1206.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.78659        5.11129                 NaN            NaN   8.12659        46.7117       0.603674        33.6602                 NaN
  1204.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.81787        5.08113                 NaN            NaN   8.12993        46.7066       0.603232        33.6613                 NaN
  1203.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.84734        5.05298                 NaN            NaN   8.13305        46.7014       0.602781        33.6624                 NaN
  1201.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.88105        5.02049                 NaN            NaN   8.13653        46.6960       0.602348        33.6635                 NaN
  1200.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.90154        5.00205                 NaN            NaN   8.13898        46.6908       0.601814        33.6649                 NaN
  1199.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.93740        4.96713                 NaN            NaN   8.14231        46.6858       0.601433        33.6659                 NaN
  1197.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96613        4.93980                 NaN            NaN   8.14550        46.6805       0.600972        33.6671                 NaN
  1196.21        2500.00                 NaN            NaN            NaN            NaN            NaN   2.73256        6.03902                 NaN            NaN            NaN   7.72572        47.9834       0.788025        34.7313                 NaN
  1194.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.01610        4.89301                 NaN            NaN   8.15166        46.6698       0.599934        33.6695                 NaN
  1193.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.05033        4.85996                 NaN            NaN   8.15512        46.6645       0.599520        33.6706                 NaN
  1191.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.07573        4.83624                 NaN            NaN   8.15819        46.6591       0.598958        33.6718                 NaN
  1190.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.10299        4.80998                 NaN            NaN   8.16122        46.6545       0.598527        33.6728                 NaN
  1189.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43118                 NaN            NaN            NaN            NaN   7.32544        49.4164       0.892120        34.7770        4.15785     
  1187.68        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43109                 NaN            NaN            NaN            NaN   7.32542        49.4158       0.892100        34.7779        4.15777     
  1186.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18549        4.73238                 NaN            NaN   8.17087        46.6377       0.597000        33.6766                 NaN
  1184.84        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43091                 NaN            NaN            NaN            NaN   7.32536        49.4144       0.892060        34.7796        4.15761     
  1183.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83171        7.97032                 NaN            NaN   8.11158        46.8295       0.612018        33.6449                 NaN
  1181.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.27177        4.65086                 NaN            NaN   8.18118        46.6205       0.595476        33.6803                 NaN
  1180.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.28790        4.63625                 NaN            NaN   8.18350        46.6160       0.594965        33.6814                 NaN
  1179.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.31932        4.60602                 NaN            NaN   8.18713        46.6106       0.594438        33.6825                 NaN
  1177.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.33978        4.58761                 NaN            NaN   8.18988        46.6050       0.593923        33.6838                 NaN
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36535        4.56368                 NaN            NaN   8.19310        46.5994       0.593398        33.6851                 NaN
  1174.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.39077        4.53992                 NaN            NaN   8.19628        46.5939       0.592866        33.6863                 NaN
  1173.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.00723        2.82847       0.270403E-005            NaN   8.13502        46.7557       0.609185        33.6644                 NaN
  1172.04        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43005       0.374634E-003            NaN            NaN            NaN   7.32514        49.4084       0.891876        34.7875        4.15665     
  1170.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.68735        3.28613                 NaN            NaN   8.20528        46.5179       0.595014        33.7084                 NaN
  1169.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.49040        4.44709                 NaN            NaN   8.20910        46.5715       0.590709        33.6913                 NaN
  1167.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.51463        4.42461                 NaN            NaN   8.21231        46.5658       0.590160        33.6925                 NaN
  1166.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.53806        4.40295                 NaN            NaN   8.21552        46.5601       0.589606        33.6938                 NaN
  1164.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.56231        4.38047                 NaN            NaN   8.21873        46.5544       0.589051        33.6950                 NaN
  1163.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.58563        4.35868       0.266529E-003            NaN   8.22194        46.5487       0.588490        33.6963                 NaN
  1162.09        2500.00                 NaN            NaN            NaN            NaN            NaN   2.82825        5.86284       0.375035E-001            NaN            NaN   7.72690        47.9554       0.787355        34.8018                 NaN
  1160.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63165        4.31658                 NaN            NaN   8.22835        46.5372       0.587359        33.6988                 NaN
  1159.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.65387        4.29619                 NaN            NaN   8.23158        46.5315       0.586785        33.7001                 NaN
  1157.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.67684        4.27508                 NaN            NaN   8.23478        46.5257       0.586212        33.7014                 NaN
  1156.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.69912        4.25468                 NaN            NaN   8.23799        46.5199       0.585633        33.7027                 NaN
  1154.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.72133        4.23438                 NaN            NaN   8.24121        46.5141       0.585050        33.7039                 NaN
  1153.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.30736        8.31526        1.32003                 NaN   8.19553        46.5565       0.597739        33.7076                 NaN
  1152.14        2500.00                 NaN            NaN            NaN            NaN            NaN   2.84798        5.83459       0.354751E-001            NaN            NaN   7.72670        47.9498       0.787501        34.8180                 NaN
  1150.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78560        4.17593                 NaN            NaN   8.25084        46.4965       0.583281        33.7078                 NaN
  1149.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.84983        5.82238       0.459125E-001            NaN            NaN   7.72733        47.9462       0.787257        34.8211                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.86840        5.83651                 NaN            NaN            NaN   7.72470        47.9523       0.788320        34.8298                 NaN
  1146.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87103        5.83257       0.985382E-005            NaN            NaN   7.72470        47.9513       0.788326        34.8321                 NaN
  1145.03        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87217        5.83187                 NaN            NaN            NaN   7.72464        47.9489       0.788403        34.8341                 NaN
  1143.60        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87607        5.82497                 NaN            NaN            NaN   7.72531        47.9488       0.788309        34.8365                 NaN
  1142.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87821        5.82130                 NaN            NaN            NaN   7.72490        47.9487       0.788455        34.8385                 NaN
  1140.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.52519        8.31973       0.185361E-001            NaN   8.21997        46.6386       0.593562        33.6844                 NaN
  1139.34        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42802                 NaN            NaN            NaN            NaN   7.32450        49.3932       0.891434        34.8077        4.15513     
  1137.92        2500.00                 NaN            NaN            NaN            NaN            NaN   2.88609        5.81036                 NaN            NaN            NaN   7.72514        47.9449       0.788210        34.8453                 NaN
  1136.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.98199        3.99986       0.222937E-003            NaN   8.28293        46.4368       0.577149        33.7211                 NaN
  1135.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.00014        3.98386       0.221978E-003            NaN   8.28614        46.4307       0.576517        33.7224                 NaN
  1133.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89435        5.79795                 NaN            NaN            NaN   7.72482        47.9422       0.788326        34.8523                 NaN
  1132.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80329        3.23902                 NaN            NaN   8.26656        46.3688       0.575434        33.7469                 NaN
  1130.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.79851        3.24714                 NaN            NaN   8.26929        46.3620       0.574460        33.7486                 NaN
  1129.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80953        3.24180                 NaN            NaN   8.27111        46.3526       0.573858        33.7511                 NaN
  1127.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.81580        3.23811                 NaN            NaN   8.27347        46.3471       0.573102        33.7525                 NaN
  1126.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76156        3.28681                 NaN            NaN   8.27626        46.3520       0.572637        33.7507                 NaN
  1125.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.11906        3.88079                 NaN            NaN   8.30901        46.3871       0.571999        33.7321                 NaN
  1123.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.13277        3.86931                 NaN            NaN   8.31189        46.3814       0.571288        33.7334                 NaN
  1122.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.73377        3.31548                 NaN            NaN   8.27038        46.3516       0.574528        33.7543                 NaN
  1120.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.16411        3.84241                 NaN            NaN   8.31849        46.3688       0.570033        33.7361                 NaN
  1119.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18613        3.82238                 NaN            NaN   8.32202        46.3627       0.569383        33.7374                 NaN
  1118.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18517        3.82598                 NaN            NaN   8.32474        46.3565       0.568696        33.7389                 NaN
  1116.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21275        3.80106                 NaN            NaN   8.32869        46.3492       0.567985        33.7403                 NaN
  1115.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21366        3.80242                 NaN            NaN   8.33095        46.3438       0.567362        33.7418                 NaN
  1113.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22670        3.79144                 NaN            NaN   8.33416        46.3379       0.566703        33.7431                 NaN
  1112.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24036        3.78012                 NaN            NaN   8.33727        46.3318       0.566030        33.7444                 NaN
  1110.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25066        3.77211                 NaN            NaN   8.34034        46.3257       0.565312        33.7459                 NaN
  1109.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80171        3.28085                 NaN            NaN   8.29395        46.2877       0.566703        33.7691                 NaN
  1108.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27497        3.75298                 NaN            NaN   8.34762        46.3118       0.563862        33.7488                 NaN
  1106.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.77829        3.30647                 NaN            NaN   8.29639        46.2793       0.566278        33.7733                 NaN
  1105.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.97191        3.12941                 NaN            NaN   8.30668        46.2520       0.562357        33.7777                 NaN
  1103.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.96814        3.13608                 NaN            NaN   8.30874        46.2464       0.561681        33.7790                 NaN
  1102.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.95320        3.15223                 NaN            NaN   8.30944        46.2442       0.561356        33.7795                 NaN
  1100.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.84458        3.25791                 NaN            NaN   8.30821        46.2483       0.561948        33.7791                 NaN
  1099.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80706        3.30646                 NaN            NaN   8.31886        46.2245       0.559208        33.7839                 NaN
  1098.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.85530        3.25319                 NaN            NaN   8.31919        46.2300       0.558456        33.7839                 NaN
  1096.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.74791        3.35375                 NaN            NaN   8.31636        46.2404       0.559900        33.7817                 NaN
  1095.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.78871        3.32006                 NaN            NaN   8.31626        46.2298       0.559760        33.7854                 NaN
  1093.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75453        3.35907                 NaN            NaN   8.32936        46.2133       0.556464        33.7873                 NaN
  1092.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75458        3.36070                 NaN            NaN   8.32509        46.2149       0.557150        33.7876                 NaN
  1091.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02111        3.11079                 NaN            NaN   8.33132        46.1901       0.553745        33.7930                 NaN
  1089.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.84773        3.27654                 NaN            NaN   8.32955        46.1987       0.555595        33.7919                 NaN
  1088.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75853        3.36839                 NaN            NaN   8.33047        46.1933       0.555497        33.7938                 NaN
  1086.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.92003        3.22576                 NaN            NaN   8.33733        46.1643       0.552417        33.8001                 NaN
