|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1232.08        500.000       0.104237        97.2248                 NaN            NaN  0.384816       0.247872       0.382518        1.65576                 NaN            NaN
  1230.69        500.000       0.701935E-001   97.8824                 NaN            NaN  0.325230       0.256669       0.279339        1.18620                 NaN            NaN
  1229.30        500.000       0.690498E-001   98.6122                 NaN            NaN  0.128784       0.161354       0.183693       0.844926                 NaN            NaN
  1227.91        500.000       0.187195        96.4352                 NaN            NaN  0.888309E-001  0.559578       0.495215        2.23399                 NaN            NaN
  1226.52        500.000                 NaN   99.7131                 NaN            NaN  0.897664E-001  0.573517E-001  0.561918E-002  0.134158                 NaN            NaN
  1225.13        500.000       0.682573E-001   98.1470                 NaN            NaN  0.236291       0.225158       0.246396        1.07688                 NaN            NaN
  1223.74        500.000       0.582810E-001   98.4794                 NaN            NaN  0.181840       0.185771       0.198633       0.896034                 NaN            NaN
  1222.35        500.000       0.680708E-001   98.2992                 NaN            NaN  0.218403       0.171660       0.223624        1.01901                 NaN            NaN
  1220.96        500.000       0.173881        95.4901                 NaN  0.454915E-001  0.578275       0.402859       0.602497        2.70690                 NaN            NaN
  1219.57        500.000                 NaN   99.9315                 NaN            NaN  0.224220E-001            NaN  0.460604E-001            NaN            NaN            NaN
  1218.18        500.000       0.708233E-002   99.8120                 NaN            NaN  0.558308E-001            NaN  0.206874E-001  0.104367                 NaN            NaN
  1216.79        500.000       0.116530E-001   99.8483                 NaN            NaN  0.285368E-001            NaN  0.122081E-001  0.993248E-001            NaN            NaN
  1215.40        500.000       0.106426        97.2489                 NaN            NaN  0.426797       0.203179       0.320092        1.69458                 NaN            NaN
  1214.01        500.000       0.347458        87.3549                 NaN  0.104227        1.19406                 NaN   1.14804        5.51736        4.33398                 NaN
  1212.62        500.000       0.329201E-005   99.9998                 NaN  0.107338E-005  0.328693E-005  0.125035E-004  0.138192E-004  0.653882E-004  0.643404E-004            NaN
  1211.23        500.000       0.501632        78.1105                 NaN            NaN   1.68154       0.250861        1.82043        8.78955        8.84548                 NaN
  1209.84        500.000       0.461380        76.8181                 NaN  0.381954        1.66255                 NaN   1.96170        9.22799        9.48629                 NaN
  1208.45        500.000       0.330452        79.8195                 NaN  0.505095        1.44891                 NaN   1.73625        7.97647        8.18338                 NaN
  1207.07        500.000       0.359517        83.4590                 NaN  0.208007        1.21187                 NaN   1.38310        6.56992        6.80855                 NaN
  1205.68        500.000       0.304230        84.0608                 NaN  0.284845        1.13737                 NaN   1.34597        6.33416        6.53266                 NaN
  1204.29        500.000       0.573984        64.3887                 NaN  0.834734        2.43707                 NaN   3.01931        14.1116        14.6347                 NaN
  1202.90        500.000                 NaN  100.0000                 NaN  0.225814E-004  0.344271E-005            NaN  0.794673E-005            NaN            NaN            NaN
  1201.51        500.000                 NaN   99.9998                 NaN            NaN  0.759355E-005            NaN  0.168787E-004  0.990881E-004  0.100793E-003            NaN
  1200.12        500.000                 NaN   99.9997                 NaN            NaN  0.258093E-004            NaN  0.204424E-004  0.112546E-003  0.110101E-003  0.290393E-005
  1198.73        500.000       0.330907        80.2558                 NaN  0.403926        1.72408                 NaN   1.66158        7.77297        7.85072                 NaN
  1197.34        500.000       0.275002        82.1864                 NaN  0.439936        1.02076                 NaN   1.49422        7.16474        7.41897                 NaN
  1195.95        500.000       0.106554        94.3814                 NaN  0.204377E-001  0.646559                 NaN  0.454856        2.12137        2.26882                 NaN
  1194.56        500.000       0.401093        74.7368                 NaN  0.535634        1.82939                 NaN   2.09297        10.1544        10.2498                 NaN
  1193.17        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.78        500.000                 NaN  100.0000                 NaN  0.680701E-006            NaN            NaN            NaN            NaN            NaN            NaN
  1190.39        500.000       0.440725E-005   99.9997                 NaN  0.186979E-004  0.148258E-004            NaN  0.289533E-004  0.123880E-003  0.124782E-003            NaN
  1189.00        500.000                 NaN   99.9997                 NaN            NaN  0.118939E-004            NaN  0.193252E-004  0.127975E-003  0.127093E-003  0.108647E-005
  1187.61        500.000       0.641626E-004   99.9946                 NaN  0.136146E-003  0.334725E-003            NaN  0.427840E-003  0.220197E-002  0.220622E-002            NaN
  1186.22        500.000       0.649654        53.3267                 NaN  0.964364        2.31643                 NaN   3.59658        19.6792        19.4671                 NaN
  1184.83        500.000       0.417141E-002   98.7406                 NaN            NaN  0.879406                 NaN  0.117709       0.258121                 NaN            NaN
  1183.44        500.000        1.67298                 NaN            NaN  0.913174        5.13958                 NaN   7.06003        43.6169        41.5973                 NaN
  1182.05        500.000        1.66782                 NaN            NaN  0.926231        5.13072                 NaN   7.06226        43.6155        41.5975                 NaN
  1180.66        500.000        1.66259                 NaN            NaN  0.938664        5.12299                 NaN   7.06437        43.6142        41.5972                 NaN
  1179.27        500.000        1.59935                 NaN            NaN   1.05747        5.07872                 NaN   7.08131        43.6164        41.5668                 NaN
  1177.88        500.000        1.59928                 NaN            NaN   1.05744        5.07857                 NaN   7.08127        43.6157        41.5678                 NaN
  1176.49        500.000        1.59921                 NaN            NaN   1.05741        5.07843                 NaN   7.08123        43.6150        41.5687                 NaN
  1175.10        500.000        1.63567                 NaN            NaN   1.00045        5.08802                 NaN   7.07283        43.6082        41.5948                 NaN
  1173.71        500.000        1.59906                 NaN            NaN   1.05735        5.07814                 NaN   7.08115        43.6137        41.5706                 NaN
  1172.32        500.000        1.59899                 NaN            NaN   1.05733        5.07799                 NaN   7.08111        43.6130        41.5716                 NaN
  1170.93        500.000        1.59892                 NaN            NaN   1.05730        5.07785                 NaN   7.08107        43.6123        41.5726                 NaN
  1169.54        500.000        1.59885                 NaN            NaN   1.05727        5.07771                 NaN   7.08103        43.6116        41.5735                 NaN
  1168.15        500.000        1.59877                 NaN            NaN   1.05724        5.07756                 NaN   7.08099        43.6110        41.5745                 NaN
  1166.76        500.000        1.59870                 NaN            NaN   1.05721        5.07742                 NaN   7.08096        43.6103        41.5754                 NaN
  1165.37        500.000        1.59738                 NaN            NaN   1.05913        5.07694                 NaN   7.08120        43.6098        41.5755                 NaN
  1163.98        500.000        1.59731                 NaN            NaN   1.05911        5.07679                 NaN   7.08117        43.6091        41.5765                 NaN
  1162.59        500.000        1.59724                 NaN            NaN   1.05907        5.07665                 NaN   7.08112        43.6085        41.5774                 NaN
  1161.21        500.000        1.59717                 NaN            NaN   1.05904        5.07651                 NaN   7.08109        43.6078        41.5784                 NaN
  1159.82        500.000        1.59709                 NaN            NaN   1.05901        5.07636                 NaN   7.08105        43.6071        41.5794                 NaN
  1158.43        500.000        1.57902                 NaN            NaN   1.13920        4.99768                 NaN   7.10025        43.5883        41.5956                 NaN
  1157.04        500.000        1.60749                 NaN            NaN   1.17914        4.85344                 NaN   7.08553        43.6360        41.6384                 NaN
  1155.65        500.000        1.60741                 NaN            NaN   1.17911        4.85330                 NaN   7.08549        43.6353        41.6393                 NaN
  1154.26        500.000        1.57758                 NaN            NaN   1.22524        4.84611                 NaN   7.09184        43.6395        41.6197                 NaN
  1152.87        500.000        1.55782                 NaN            NaN   1.18688        4.97135                 NaN   7.10919        43.5807        41.5941                 NaN
  1151.48        500.000        1.55254                 NaN            NaN   1.19863        4.96501                 NaN   7.11143        43.5787        41.5937                 NaN
  1150.09        500.000        1.57732                 NaN            NaN   1.22509        4.84592                 NaN   7.09177        43.6373        41.6226                 NaN
  1148.70        500.000        1.57726                 NaN            NaN   1.23918        4.82613                 NaN   7.09538        43.6306        41.6314                 NaN
  1147.31        500.000        1.55128                 NaN            NaN   1.29037        4.81055                 NaN   7.10182        43.6239        41.6221                 NaN
  1145.92        500.000        1.55120                 NaN            NaN   1.29033        4.81045                 NaN   7.10178        43.6232        41.6231                 NaN
  1144.53        500.000        1.55114                 NaN            NaN   1.29030        4.81028                 NaN   7.10174        43.6225        41.6240                 NaN
  1143.14        500.000        1.55107                 NaN            NaN   1.29027        4.81015                 NaN   7.10170        43.6218        41.6250                 NaN
  1141.75        500.000        1.53331                 NaN            NaN   1.32849        4.78703                 NaN   7.11416        43.6161        41.6209                 NaN
  1140.36        500.000        1.53324                 NaN            NaN   1.32846        4.78690                 NaN   7.11412        43.6154        41.6218                 NaN
  1138.97        500.000                 NaN            NaN            NaN   2.91172        4.66693                 NaN   7.23714        43.7548        40.9278       0.501611     
  1137.58        500.000                 NaN            NaN            NaN   2.91167        4.66674                 NaN   7.23710        43.7542        40.9287       0.501603     
  1136.19        500.000                 NaN            NaN            NaN   2.86436        4.77371                 NaN   7.25404        43.6968        40.9160       0.495063     
  1134.80        500.000                 NaN            NaN            NaN   2.92312        4.65205                 NaN   7.24153        43.7446        40.9375       0.501182     
  1133.41        500.000                 NaN            NaN            NaN   2.92304        4.65192                 NaN   7.24149        43.7439        40.9385       0.501170     
  1132.02        500.000                 NaN            NaN            NaN   2.92295        4.65180                 NaN   7.24146        43.7432        40.9394       0.501158     
  1130.63        500.000                 NaN            NaN            NaN   2.92287        4.65166                 NaN   7.24142        43.7425        40.9404       0.501146     
  1129.24        500.000                 NaN            NaN            NaN   2.92279        4.65154                 NaN   7.24138        43.7419        40.9413       0.501135     
  1127.85        500.000                 NaN            NaN            NaN   2.92271        4.65141                 NaN   7.24134        43.7412        40.9422       0.501123     
  1126.46        500.000                 NaN            NaN            NaN   2.89341        4.72738                 NaN   7.25827        43.6857        40.9390       0.496274     
  1125.07        500.000                 NaN            NaN            NaN   2.90945        4.68464                 NaN   7.26479        43.6910        40.9493       0.500827     
  1123.68        500.000                 NaN            NaN            NaN   2.91309        4.67176                 NaN   7.25967        43.7033        40.9498       0.502389     
  1122.29        500.000                 NaN            NaN            NaN   2.91515        4.66801                 NaN   7.25774        43.7054        40.9510       0.502698     
  1120.90        500.000                 NaN            NaN            NaN   2.94987        4.62032                 NaN   7.25974        43.6984        40.9701       0.501620     
  1119.51        500.000                 NaN            NaN            NaN   2.95415        4.61139                 NaN   7.25958        43.6998        40.9730       0.502112     
  1118.12        500.000                 NaN            NaN            NaN   2.95407        4.61127                 NaN   7.25954        43.6991        40.9739       0.502101     
  1116.73        500.000                 NaN            NaN            NaN   2.95398        4.61114                 NaN   7.25950        43.6984        40.9748       0.502089     
  1115.35        500.000                 NaN            NaN            NaN   2.94092        4.62893                 NaN   7.26215        43.6965        40.9692       0.502340     
  1113.96        500.000                 NaN            NaN            NaN   2.96067        4.60144                 NaN   7.26159        43.6929        40.9808       0.502519     
  1112.57        500.000                 NaN            NaN            NaN   2.95374        4.61076                 NaN   7.25939        43.6964        40.9776       0.502054     
  1111.18        500.000                 NaN            NaN            NaN   2.95366        4.61063                 NaN   7.25935        43.6957        40.9786       0.502042     
  1109.79        500.000                 NaN            NaN            NaN   2.95358        4.61051                 NaN   7.25931        43.6951        40.9795       0.502030     
  1108.40        500.000                 NaN            NaN            NaN   3.14225        1.49439        2.68929        7.19657        43.9360        41.0197       0.521800     
  1107.01        500.000                 NaN            NaN            NaN   2.95342        4.61025                 NaN   7.25923        43.6937        40.9814       0.502007     
  1105.62        500.000                 NaN            NaN            NaN   2.95333        4.61013                 NaN   7.25920        43.6931        40.9823       0.501996     
  1104.23        500.000                 NaN            NaN            NaN   2.95325        4.61000                 NaN   7.25916        43.6924        40.9832       0.501984     
  1102.84        500.000                 NaN            NaN            NaN   2.95317        4.60988                 NaN   7.25912        43.6917        40.9842       0.501972     
  1101.45        500.000                 NaN            NaN            NaN   3.00114        4.54819                 NaN   7.27586        43.6541        41.0179       0.502788     
  1100.06        500.000                 NaN            NaN            NaN   3.00106        4.54807                 NaN   7.27583        43.6534        41.0188       0.502777     
  1098.67        500.000                 NaN            NaN            NaN   3.00098        4.54794                 NaN   7.27579        43.6528        41.0198       0.502765     
  1097.28        500.000                 NaN            NaN            NaN   2.99249        4.54818                 NaN   7.26362        43.6774        41.0133       0.504989     
  1095.89        500.000                 NaN            NaN            NaN   2.96912        4.61052                 NaN   7.27332        43.6427        41.0054       0.498991     
  1094.50        500.000                 NaN            NaN            NaN   3.00073        4.54758                 NaN   7.27567        43.6507        41.0226       0.502730     
  1093.11        500.000                 NaN            NaN            NaN   3.00065        4.54745                 NaN   7.27564        43.6501        41.0235       0.502719     
  1091.72        500.000                 NaN            NaN            NaN   3.00056        4.54733                 NaN   7.27560        43.6494        41.0244       0.502707     
  1090.33        500.000                 NaN            NaN            NaN   3.00048        4.54721                 NaN   7.27556        43.6487        41.0253       0.502695     
  1088.94        500.000                 NaN            NaN            NaN   3.00040        4.54709                 NaN   7.27552        43.6480        41.0263       0.502684     
  1087.55        500.000                 NaN            NaN            NaN   3.00032        4.54696                 NaN   7.27548        43.6474        41.0272       0.502672     
  1086.16        500.000                 NaN            NaN            NaN   3.00023        4.54684                 NaN   7.27545        43.6467        41.0281       0.502661     
  1084.77        500.000                 NaN            NaN            NaN   3.00015        4.54672                 NaN   7.27541        43.6460        41.0290       0.502649     
  1083.38        500.000                 NaN            NaN            NaN   3.00007        4.54660                 NaN   7.27537        43.6454        41.0300       0.502638     
  1081.99        500.000                 NaN            NaN            NaN   2.99999        4.54647                 NaN   7.27533        43.6447        41.0309       0.502626     
  1080.60        500.000                 NaN            NaN            NaN   2.99990        4.54635                 NaN   7.27530        43.6440        41.0318       0.502614     
  1079.21        500.000                 NaN            NaN            NaN   3.00299        4.56079                 NaN   7.28272        43.6146        41.0390       0.499933     
  1077.82        500.000                 NaN            NaN            NaN   2.99974        4.54611                 NaN   7.27522        43.6427        41.0337       0.502591     
  1076.43        500.000                 NaN            NaN            NaN   3.01601        4.51908                 NaN   7.28135        43.6329        41.0460       0.504625     
  1075.04        500.000                 NaN            NaN            NaN   3.01593        4.51896                 NaN   7.28132        43.6322        41.0470       0.504613     
  1073.65        500.000                 NaN            NaN            NaN   3.01585        4.51883                 NaN   7.28128        43.6316        41.0479       0.504601     
  1072.26        500.000                 NaN            NaN            NaN   3.04701        4.47642                 NaN   7.29179        43.6103        41.0696       0.504895     
  1070.87        500.000                 NaN            NaN            NaN   3.04693        4.47630                 NaN   7.29176        43.6096        41.0705       0.504884     
  1069.48        500.000                 NaN            NaN            NaN   3.04683        4.47634                 NaN   7.29175        43.6088        41.0715       0.504851     
  1068.10        500.000                 NaN            NaN            NaN   3.04676        4.47607                 NaN   7.29168        43.6083        41.0724       0.504860     
  1066.71        500.000                 NaN            NaN            NaN   3.04668        4.47594                 NaN   7.29164        43.6076        41.0733       0.504849     
  1065.32        500.000                 NaN            NaN            NaN   3.04659        4.47582                 NaN   7.29161        43.6069        41.0742       0.504837     
  1063.93        500.000                 NaN            NaN            NaN   3.04651        4.47571                 NaN   7.29157        43.6063        41.0751       0.504826     
  1062.54        500.000                 NaN            NaN            NaN   3.04643        4.47559                 NaN   7.29153        43.6056        41.0760       0.504814     
  1061.15        500.000                 NaN            NaN            NaN   3.04634        4.47547                 NaN   7.29150        43.6049        41.0770       0.504803     
  1059.76        500.000                 NaN            NaN            NaN   3.04626        4.47535                 NaN   7.29146        43.6042        41.0779       0.504791     
  1058.37        500.000                 NaN            NaN            NaN   3.03965        4.50926                 NaN   7.29530        43.5758        41.0792       0.500778     
  1056.98        500.000                 NaN            NaN            NaN   3.04609        4.47511                 NaN   7.29138        43.6029        41.0797       0.504768     
  1055.59        500.000                 NaN            NaN            NaN   3.04601        4.47500                 NaN   7.29135        43.6022        41.0807       0.504756     
  1054.20        500.000                 NaN            NaN            NaN   3.04672        4.49927                 NaN   7.29857        43.5675        41.0870       0.500927     
  1052.81        500.000                 NaN            NaN            NaN   3.04868        4.49800                 NaN   7.29916        43.5635        41.0898       0.500900     
  1051.42        500.000                 NaN            NaN            NaN   3.06201        4.46688                 NaN   7.29351        43.5825        41.0932       0.501882     
  1050.03        500.000                 NaN            NaN            NaN   3.05355        4.48713                 NaN   7.29994        43.5631        41.0951       0.501165     
  1048.64        500.000                 NaN            NaN            NaN   3.05549        4.48588                 NaN   7.30113        43.5587        41.0977       0.501126     
  1047.25        500.000                 NaN            NaN            NaN   3.07760        4.43327                 NaN   7.29515        43.5849        41.1047       0.504433     
  1045.86        500.000                 NaN            NaN            NaN   3.07759        4.43296                 NaN   7.29508        43.5843        41.1056       0.504434     
  1044.47        500.000                 NaN            NaN            NaN   3.07751        4.43285                 NaN   7.29505        43.5837        41.1065       0.504422     
  1043.08        500.000                 NaN            NaN            NaN   3.07742        4.43273                 NaN   7.29501        43.5830        41.1074       0.504411     
  1041.69        500.000                 NaN            NaN            NaN   3.07733        4.43266                 NaN   7.29498        43.5823        41.1083       0.504396     
  1040.30        500.000                 NaN            NaN            NaN   3.07724        4.43255                 NaN   7.29495        43.5816        41.1093       0.504384     
  1038.91        500.000                 NaN            NaN            NaN   3.07711        4.43266                 NaN   7.29500        43.5807        41.1102       0.504353     
  1037.52        500.000                 NaN            NaN            NaN   3.07709        4.43226                 NaN   7.29486        43.5803        41.1111       0.504365     
  1036.13        500.000                 NaN            NaN            NaN   3.07700        4.43215                 NaN   7.29483        43.5797        41.1120       0.504354     
  1034.74        500.000                 NaN            NaN            NaN   3.09207        4.41569                 NaN   7.30209        43.5608        41.1250       0.504389     
  1033.35        500.000                 NaN            NaN            NaN   3.09198        4.41557                 NaN   7.30205        43.5601        41.1259       0.504377     
  1031.96        500.000                 NaN            NaN            NaN   3.09190        4.41546                 NaN   7.30202        43.5595        41.1268       0.504366     
  1030.57        500.000                 NaN            NaN            NaN   3.09180        4.41541                 NaN   7.30200        43.5587        41.1277       0.504350     
  1029.18        500.000                 NaN            NaN            NaN   3.09173        4.41523                 NaN   7.30194        43.5581        41.1286       0.504343     
  1027.79        500.000                 NaN            NaN            NaN   3.09165        4.41511                 NaN   7.30191        43.5575        41.1295       0.504332     
  1026.40        500.000                 NaN            NaN            NaN   3.09156        4.41500                 NaN   7.30187        43.5568        41.1305       0.504320     
  1025.01        500.000                 NaN            NaN            NaN   3.09150        4.41487                 NaN   7.30185        43.5561        41.1314       0.504309     
  1023.62        500.000                 NaN            NaN            NaN   3.10584        4.40047                 NaN   7.30845        43.5373        41.1435       0.504362     
  1022.24        500.000                 NaN            NaN            NaN   3.10582        4.40018                 NaN   7.30836        43.5368        41.1445       0.504362     
  1020.85        500.000                 NaN            NaN            NaN   3.09416        4.44077                 NaN   7.32211        43.4928        41.1488       0.501327     
  1019.46        500.000                 NaN            NaN            NaN   3.09587        4.43891                 NaN   7.32320        43.4894        41.1513       0.501304     
  1018.07        500.000                 NaN            NaN            NaN   3.10544        4.40040                 NaN   7.30850        43.5341        41.1473       0.504284     
  1016.68        500.000                 NaN            NaN            NaN   3.10545        4.39989                 NaN   7.30830        43.5339        41.1481       0.504304     
  1015.29        500.000                 NaN            NaN            NaN   3.10537        4.39978                 NaN   7.30829        43.5332        41.1491       0.504290     
  1013.90        500.000                 NaN            NaN            NaN   3.10511        4.40159                 NaN   7.30967        43.5287        41.1508       0.504093     
  1012.51        500.000                 NaN            NaN            NaN   3.09869        4.43512                 NaN   7.32673        43.4792        41.1588       0.501479     
  1011.12        500.000                 NaN            NaN            NaN   3.10622        4.42742                 NaN   7.32987        43.4687        41.1665       0.501296     
  1009.73        500.000                 NaN            NaN            NaN   3.10747        4.42635                 NaN   7.33132        43.4646        41.1690       0.501247     
  1008.34        500.000                 NaN            NaN            NaN   3.12267        4.38634                 NaN   7.32283        43.4925        41.1719       0.503754     
  1006.95        500.000                 NaN            NaN            NaN   3.12454        4.38066                 NaN   7.32141        43.4964        41.1729       0.504110     
  1005.56        500.000                 NaN            NaN            NaN   3.11274        4.42017                 NaN   7.33574        43.4536        41.1763       0.501458     
  1004.17        500.000                 NaN            NaN            NaN   3.12920        4.37904                 NaN   7.32736        43.4780        41.1823       0.504145     
  1002.78        500.000                 NaN            NaN            NaN   3.12912        4.37893                 NaN   7.32733        43.4773        41.1832       0.504133     
  1001.39        500.000                 NaN            NaN            NaN   3.12903        4.37882                 NaN   7.32729        43.4767        41.1841       0.504122     
  1000.00        500.000                 NaN            NaN            NaN   3.12895        4.37871                 NaN   7.32726        43.4760        41.1850       0.504111     
