|6.6.6
Archiving\03_Data\Deq/QFM_m3.5/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.141180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.141184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.141188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.141192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.141197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.141201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9859       0.141205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9859       0.141210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9859       0.141214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9859       0.141219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9859       0.141223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9859       0.141228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9859       0.141232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.6699       0.136721E-001  0.316437                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.8257       0.124518E-001   1.16180                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.0010       0.112320E-001   1.98776                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.1753       0.100110E-001   2.81469                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.4150       0.880214E-002   3.57621                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.6538       0.759211E-002   4.33857                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.8918       0.638089E-002   5.10177                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.1290       0.516848E-002   5.86581                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        93.3654       0.395490E-002   6.63069                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.6009       0.274015E-002   7.39639                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.8356       0.152422E-002   8.16292                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        91.0694       0.307132E-003   8.93028                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        90.4054                 NaN   9.59459                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        89.7555                 NaN   10.2445                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.1130                 NaN   10.8870                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.4678                 NaN   11.5263       0.594959E-002            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        87.8236                 NaN   12.1581       0.182506E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.1789                 NaN   12.7906       0.305644E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.5335                 NaN   13.4236       0.428910E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        85.8875                 NaN   14.0573       0.552304E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        85.2806                 NaN   14.6527       0.667347E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.6731                 NaN   15.2486       0.782503E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        84.0651                 NaN   15.8451       0.897771E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        83.4566                 NaN   16.4421       0.101315                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        82.8475                 NaN   17.0396       0.112864                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        82.2379                 NaN   17.6377       0.124425                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        81.6277                 NaN   18.2363       0.135996                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        81.0171                 NaN   18.8354       0.147578                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        80.4514                 NaN   19.3904       0.158211                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        79.8853                 NaN   19.9458       0.168854                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        79.3188                 NaN   20.5017       0.179506                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        78.7518                 NaN   21.0581       0.190168                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        78.1843                 NaN   21.6149       0.200839                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        77.6164                 NaN   22.1721       0.211519                 NaN            NaN            NaN            NaN            NaN
