|6.6.6
Archiving\03_Data\frac/QFM_m1.5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        2500.00        98.6770                 NaN            NaN            NaN            NaN            NaN   1.32297                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6534                 NaN            NaN            NaN            NaN            NaN   1.34661                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.6253                 NaN            NaN            NaN            NaN            NaN   1.37472                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.5271                 NaN            NaN            NaN            NaN            NaN  0.101452        1.37140                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.8774                 NaN            NaN            NaN  0.227177E-005            NaN   1.46960       0.653042                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9041                 NaN            NaN            NaN            NaN            NaN   1.44672       0.649219                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9335                 NaN            NaN            NaN            NaN            NaN  0.644316        1.42217                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9619                 NaN            NaN            NaN            NaN            NaN   1.40853       0.629616                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        97.9956                 NaN            NaN            NaN  0.959987E-002            NaN   1.38252       0.612310                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0184                 NaN            NaN            NaN  0.558539E-002            NaN   1.36462       0.611348                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0503                 NaN            NaN            NaN  0.107000                 NaN   1.39610       0.446600                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0741                 NaN            NaN            NaN  0.102626                 NaN  0.447734        1.37549                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.0967                 NaN            NaN            NaN  0.982387E-001            NaN   1.35676       0.448254                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1182                 NaN            NaN            NaN  0.940585E-001            NaN  0.451016        1.33668                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1404                 NaN            NaN            NaN  0.899486E-001            NaN   1.32038       0.449292                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.1589                 NaN            NaN            NaN  0.861058E-001            NaN   1.30502       0.449992                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1797                 NaN            NaN            NaN  0.818799E-001            NaN   1.28565       0.452805                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.1955                 NaN            NaN            NaN  0.785297E-001            NaN  0.452741        1.27318                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2131                 NaN            NaN            NaN  0.745802E-001            NaN  0.453872        1.25841                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2293                 NaN            NaN            NaN  0.712104E-001            NaN   1.24315       0.456381                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2463                 NaN            NaN            NaN  0.673609E-001            NaN   1.23233       0.453998                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2596                 NaN            NaN            NaN  0.640878E-001            NaN   1.21946       0.456899                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2729                 NaN            NaN            NaN  0.606416E-001            NaN  0.454974        1.21153                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.2871                 NaN            NaN            NaN  0.572207E-001            NaN   1.19916       0.456523                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.2981                 NaN            NaN            NaN  0.540532E-001            NaN   1.18893       0.458883                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3073                 NaN            NaN            NaN  0.508838E-001            NaN   1.18391       0.457903                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3204                 NaN            NaN            NaN  0.473195E-001            NaN   1.17329       0.458987                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        97.3937                 NaN            NaN            NaN  0.258549                 NaN   1.31400       0.592500                 NaN  0.441252                 NaN            NaN            NaN
  1436.09        2500.00        95.6028                 NaN            NaN            NaN  0.690563                 NaN  0.819581        1.58171                 NaN   1.30535                 NaN            NaN            NaN
  1433.58        2500.00        95.7162                 NaN            NaN            NaN  0.693263                 NaN  0.762871        1.55547                 NaN   1.27223                 NaN            NaN            NaN
  1431.08        2500.00        95.8353                 NaN            NaN            NaN  0.693556                 NaN  0.705233        1.52865                 NaN   1.23726                 NaN            NaN            NaN
  1428.57        2500.00        95.9338                 NaN            NaN            NaN  0.696955                 NaN   1.50988       0.651322                 NaN   1.20806                 NaN            NaN            NaN
  1426.07        2500.00        96.0359                 NaN            NaN            NaN  0.698683                 NaN  0.599233        1.48860                 NaN   1.17760                 NaN            NaN            NaN
  1423.56        2500.00        96.1370                 NaN            NaN            NaN  0.700427                 NaN   1.46468       0.549581                 NaN   1.14826                 NaN            NaN            NaN
  1421.05        2500.00        96.2249                 NaN            NaN            NaN  0.703244                 NaN   1.44683       0.503122                 NaN   1.12190                 NaN            NaN            NaN
  1418.55        2500.00        96.3164                 NaN            NaN            NaN  0.704622                 NaN  0.452911        1.43087                 NaN   1.09522                 NaN            NaN            NaN
  1416.04        2500.00        96.3865                 NaN            NaN            NaN  0.711989                 NaN   1.41235       0.413080                 NaN   1.07608                 NaN            NaN            NaN
  1413.53        2500.00        96.4898                 NaN            NaN            NaN  0.706158                 NaN   1.39640       0.365799                 NaN   1.04183                 NaN            NaN            NaN
  1411.03        2500.00        96.5551                 NaN            NaN            NaN  0.711706                 NaN   1.38727       0.321957                 NaN   1.02400                 NaN            NaN            NaN
  1408.52        2500.00        96.6247                 NaN            NaN            NaN  0.714555                 NaN   1.37449       0.283499                 NaN   1.00272                 NaN            NaN            NaN
  1406.02        2500.00        96.6935                 NaN            NaN            NaN  0.716825                 NaN   1.36424       0.243425                 NaN  0.982057                 NaN            NaN            NaN
  1403.51        2500.00        96.7616                 NaN            NaN            NaN  0.718421                 NaN   1.35287       0.205591                 NaN  0.961546                 NaN            NaN            NaN
  1401.00        2500.00        96.8159                 NaN            NaN            NaN  0.723004                 NaN   1.34531       0.170836                 NaN  0.944925                 NaN            NaN            NaN
  1398.50        2500.00        96.8882                 NaN            NaN            NaN  0.719598                 NaN   1.33564       0.134733                 NaN  0.921816                 NaN            NaN            NaN
  1395.99        2500.00        96.9444                 NaN            NaN            NaN  0.723126                 NaN   1.32713       0.995542E-001            NaN  0.905760                 NaN            NaN            NaN
  1393.48        2500.00        97.0008                 NaN            NaN            NaN  0.723231                 NaN  0.659795E-001   1.32204                 NaN  0.887953                 NaN            NaN            NaN
  1390.98        2500.00        96.9391                 NaN            NaN            NaN  0.657706                 NaN   1.31781       0.187758                 NaN  0.897606                 NaN            NaN            NaN
  1388.47        2500.00        97.1701                 NaN            NaN            NaN  0.742916                 NaN   1.25309                 NaN            NaN  0.833942                 NaN            NaN            NaN
  1385.96        2500.00        97.1485                 NaN            NaN            NaN  0.727128                 NaN   1.28361                 NaN            NaN  0.840721                 NaN            NaN            NaN
  1383.46        2500.00        97.1966                 NaN            NaN            NaN  0.708008                 NaN   1.27251                 NaN            NaN  0.822889                 NaN            NaN            NaN
  1380.95        2500.00        97.2395                 NaN            NaN            NaN  0.699548                 NaN   1.25323                 NaN            NaN  0.807691                 NaN            NaN            NaN
  1378.45        2500.00        97.2839                 NaN            NaN            NaN  0.691139                 NaN   1.23262                 NaN            NaN  0.792347                 NaN            NaN            NaN
  1375.94        2500.00        97.3190                 NaN            NaN            NaN  0.684143                 NaN   1.21732                 NaN            NaN  0.779517                 NaN            NaN            NaN
  1373.43        2500.00        97.3717                 NaN            NaN            NaN  0.675305                 NaN   1.19148                 NaN            NaN  0.761503                 NaN            NaN            NaN
  1370.93        2500.00        97.4043                 NaN            NaN            NaN  0.665750                 NaN   1.18073                 NaN            NaN  0.749182                 NaN            NaN            NaN
  1368.42        2500.00        97.3496                 NaN            NaN            NaN  0.614939                 NaN  0.181167        1.09427                 NaN  0.760040                 NaN            NaN            NaN
  1365.91        2500.00        97.5531                 NaN            NaN            NaN  0.621616                 NaN   1.13249                 NaN            NaN  0.692754                 NaN            NaN            NaN
  1363.41        2500.00        97.5143                 NaN            NaN            NaN  0.646504                 NaN   1.12881                 NaN            NaN  0.710351                 NaN            NaN            NaN
  1360.90        2500.00        97.5438                 NaN            NaN            NaN  0.633982                 NaN   1.12320                 NaN            NaN  0.699027                 NaN            NaN            NaN
  1358.40        2500.00        97.5707                 NaN            NaN            NaN  0.641678                 NaN   1.09794                 NaN            NaN  0.689726                 NaN            NaN            NaN
  1355.89        2500.00        97.6200                 NaN            NaN            NaN  0.620587                 NaN   1.08788                 NaN            NaN  0.671511                 NaN            NaN            NaN
  1353.38        2500.00        97.4267                 NaN            NaN  0.114832       0.539994                 NaN   1.22411                 NaN            NaN  0.694375                 NaN            NaN            NaN
  1350.88        2500.00        97.0923                 NaN            NaN  0.316791       0.416381                 NaN   1.43545                 NaN            NaN  0.739107                 NaN            NaN            NaN
  1348.37        2500.00        97.1585                 NaN            NaN  0.306971       0.412466                 NaN   1.39884                 NaN            NaN  0.723232                 NaN            NaN            NaN
  1345.86        2500.00        97.2238                 NaN            NaN  0.297072       0.401077                 NaN   1.37194                 NaN            NaN  0.706153                 NaN            NaN            NaN
  1343.36        2500.00        97.2852                 NaN            NaN  0.287567       0.394379                 NaN   1.34180                 NaN            NaN  0.691039                 NaN            NaN            NaN
  1340.85        2500.00        97.3514                 NaN            NaN  0.277654       0.391792                 NaN   1.30369                 NaN            NaN  0.675446                 NaN            NaN            NaN
  1338.35        2500.00        97.4121                 NaN            NaN  0.267888       0.384902                 NaN   1.27474                 NaN            NaN  0.660337                 NaN            NaN            NaN
  1335.84        2500.00        97.4706                 NaN            NaN  0.259157       0.382049                 NaN   1.24194                 NaN            NaN  0.646258                 NaN            NaN            NaN
  1333.33        2500.00        97.5262                 NaN            NaN  0.250739       0.372010                 NaN   1.21910                 NaN            NaN  0.631967                 NaN            NaN            NaN
  1330.83        2500.00        97.5820                 NaN            NaN  0.242122       0.366190                 NaN   1.19144                 NaN            NaN  0.618251                 NaN            NaN            NaN
  1328.32        2500.00        97.6348                 NaN            NaN  0.233981       0.359690                 NaN   1.16656                 NaN            NaN  0.604995                 NaN            NaN            NaN
  1325.81        2500.00        97.6867                 NaN            NaN  0.225929       0.359499                 NaN   1.13493                 NaN            NaN  0.592896                 NaN            NaN            NaN
  1323.31        2500.00        97.7395                 NaN            NaN  0.218220       0.345754                 NaN   1.11755                 NaN            NaN  0.578998                 NaN            NaN            NaN
  1320.80        2500.00        97.7873                 NaN            NaN  0.210364       0.336744                 NaN   1.09863                 NaN            NaN  0.566911                 NaN            NaN            NaN
  1318.30        2500.00        97.8343                 NaN            NaN  0.203430       0.330233                 NaN   1.07745                 NaN            NaN  0.554586                 NaN            NaN            NaN
  1315.79        2500.00        97.8819                 NaN            NaN  0.196368       0.322008                 NaN   1.05684                 NaN            NaN  0.542847                 NaN            NaN            NaN
  1313.28        2500.00        97.9281                 NaN            NaN  0.189509       0.313727                 NaN   1.03741                 NaN            NaN  0.531218                 NaN            NaN            NaN
  1310.78        2500.00        97.9744                 NaN            NaN  0.183057       0.308002                 NaN   1.01463                 NaN            NaN  0.519887                 NaN            NaN            NaN
  1308.27        2500.00        98.0145                 NaN            NaN  0.176327       0.298554                 NaN   1.00141                 NaN            NaN  0.509239                 NaN            NaN            NaN
  1305.76        2500.00        98.0572                 NaN            NaN  0.169917       0.291572                 NaN  0.982765                 NaN            NaN  0.498578                 NaN            NaN            NaN
  1303.26        2500.00        98.0979                 NaN            NaN  0.163623       0.282398                 NaN  0.967915                 NaN            NaN  0.488128                 NaN            NaN            NaN
  1300.75        2500.00        98.1379                 NaN            NaN  0.157849       0.273709                 NaN  0.952480                 NaN            NaN  0.478014                 NaN            NaN            NaN
  1298.25        2500.00        98.1764                 NaN            NaN  0.151762       0.264366                 NaN  0.939413                 NaN            NaN  0.468034                 NaN            NaN            NaN
  1295.74        2500.00        98.2139                 NaN            NaN  0.145973       0.255969                 NaN  0.925651                 NaN            NaN  0.458517                 NaN            NaN            NaN
  1293.23        2500.00        85.0238                 NaN            NaN  0.416226        1.21260                 NaN   3.77503                 NaN            NaN   2.15598        7.11830       0.298076                 NaN
  1290.73        2500.00        70.7942                 NaN            NaN            NaN   2.63691                 NaN   6.79455                 NaN            NaN   4.00970        14.7686       0.996100                 NaN
  1288.22        2500.00        76.5059                 NaN            NaN            NaN   2.02395                 NaN   5.73864                 NaN            NaN   3.24755        11.7053       0.778651                 NaN
  1285.71        2500.00        80.4124                 NaN            NaN            NaN   1.54038                 NaN   5.07683                 NaN            NaN   2.72130        9.62070       0.628409                 NaN
  1283.21        2500.00        77.2249                 NaN            NaN            NaN   2.09224                 NaN   5.60605                 NaN            NaN   3.32417        10.9934       0.759143                 NaN
  1280.70        2500.00        92.2414                 NaN            NaN            NaN            NaN            NaN   2.85619                 NaN            NaN  0.916303        3.80254       0.183532                 NaN
  1278.20        2500.00        72.7987                 NaN            NaN            NaN  0.571484                 NaN   9.23059                 NaN            NaN   3.82675        12.8448       0.727651                 NaN
  1275.69        2500.00        99.7911                 NaN            NaN            NaN            NaN            NaN  0.126185                 NaN            NaN  0.452675E-001  0.123108E-001  0.251833E-001            NaN
  1273.18        2500.00        92.3136                 NaN            NaN            NaN            NaN            NaN   1.64371       0.935274                 NaN  0.939722        3.91548       0.252248                 NaN
  1270.68        2500.00        86.9422                 NaN            NaN            NaN            NaN            NaN   3.57812        2.06391                 NaN   1.84763        5.34383       0.224348                 NaN
  1268.17        2500.00        88.8830                 NaN            NaN            NaN            NaN            NaN   3.46195       0.478779                 NaN   1.52245        5.39573       0.258091                 NaN
  1265.66        2500.00        89.4621                 NaN            NaN            NaN            NaN            NaN   2.01517        2.17142                 NaN   1.53266        4.54526       0.273413                 NaN
  1263.16        2500.00        94.1809                 NaN            NaN            NaN            NaN            NaN   2.40027                 NaN            NaN  0.788018        2.51785       0.112913                 NaN
  1260.65        2500.00        92.0476                 NaN            NaN            NaN            NaN            NaN   3.09836                 NaN            NaN   1.10976        3.56315       0.181133                 NaN
  1258.15        2500.00        92.1504                 NaN            NaN            NaN            NaN            NaN   3.03285                 NaN            NaN   1.10126        3.52396       0.191583                 NaN
  1255.64        2500.00        96.4534                 NaN            NaN            NaN            NaN            NaN   1.64969                 NaN            NaN  0.512200        1.38372       0.104159E-002            NaN
  1253.13        2500.00        94.3312                 NaN            NaN            NaN            NaN            NaN   2.13456                 NaN            NaN  0.798818        2.61121       0.124260                 NaN
  1250.63        2500.00        94.6645                 NaN            NaN            NaN            NaN            NaN  0.180108E-001   1.97614                 NaN  0.739584        2.47580       0.125984                 NaN
  1248.12        2500.00        89.6293                 NaN            NaN            NaN            NaN            NaN   3.67131                 NaN            NaN   1.46801        4.99034       0.241038                 NaN
  1245.61        2500.00        95.6771                 NaN            NaN            NaN  0.248903                 NaN  0.416320E-005            NaN            NaN  0.476112        1.89381       0.127016        1.57704     
  1243.11        2500.00        90.0590                 NaN            NaN            NaN            NaN            NaN   2.67417       0.122398                 NaN  0.978319        4.12121       0.148168        1.89674     
  1240.60        2500.00        82.6594                 NaN            NaN            NaN            NaN            NaN   4.51536                 NaN            NaN   1.80275        6.25669       0.130909        4.63489     
  1238.10        2500.00        79.3441                 NaN            NaN            NaN            NaN            NaN   3.84058       0.511352       0.202097E-005   2.11165        8.07794       0.216100        5.89828     
  1235.59        2500.00        78.9952                 NaN            NaN            NaN            NaN            NaN   2.19416        2.18185       0.115414E-005   2.01186        8.24142       0.273137        6.10241     
  1233.08        2500.00        78.4566                 NaN            NaN            NaN            NaN            NaN   4.57946                 NaN            NaN   2.15385        8.43002       0.219704        6.16041     
  1230.58        2500.00        77.5708                 NaN            NaN            NaN            NaN            NaN  0.101065        4.41736                 NaN   2.18364        8.97395       0.237318        6.51584     
  1228.07        2500.00        66.5873                 NaN            NaN            NaN            NaN            NaN   1.65035        4.57347                 NaN   3.10047        13.8396       0.355992        9.89279     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4551        4.13026                 NaN   8.64587        43.1792        1.12227        30.4673     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4976        4.08974                 NaN   8.65442        43.1702        1.12092        30.4672     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5272        4.06208                 NaN   8.66294        43.1613        1.11944        30.4670     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6751        4.93161       0.157817E-005   8.64876        43.1531        1.11787        30.4736     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0172        3.58204                 NaN   8.68863        43.1327        1.11322        30.4663     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8852        2.63363                 NaN   8.65137        43.2411        1.13150        30.4572     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7304        3.86737                 NaN   8.69816        43.1242        1.11350        30.4664     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7344        3.86554                 NaN   8.70585        43.1155        1.11215        30.4665     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8266        3.77570       0.117561E-005   8.71572        43.1054        1.11041        30.4662     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3606        2.28384                 NaN   8.74558        43.0125        1.12440        30.4731     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8692        3.73793       0.182326E-005   8.73212        43.0870        1.10741        30.4663     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.27055        15.3874                 NaN   8.79264        42.9740        1.10609        30.4693     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1252        3.49521                 NaN   8.74959        43.0603        1.10138        30.4683     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5460        2.12518       0.177892E-005   8.77796        42.9704        1.10798        30.4725     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5175        2.16972                 NaN   8.77935        42.9497        1.10601        30.4777     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1444        3.48041                 NaN   8.77661        43.0340        1.09767        30.4670     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1166        3.50515       0.783253E-003   8.78481        43.0288        1.09757        30.4662     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.23584        15.3802       0.387026E-001   8.76875        42.9905        1.11565        30.4704     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5541        3.07579       0.137478E-003   8.81083        43.0025        1.09218        30.4645     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6225        3.01826       0.871763E-005   8.82105        42.9861        1.08655        30.4655     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6188        3.01805       0.227696E-005   8.83047        42.9800        1.08803        30.4646     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2611        3.37492       0.159959E-003   8.82400        42.9831        1.08952        30.4672     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7444        1.98073       0.168962E-005   8.81297        42.8905        1.09065        30.4808     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6208        2.09857                 NaN   8.80992        42.9007        1.09038        30.4796     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.7862                 NaN            NaN   8.93464        42.7690        1.03623        30.4740     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.55096        15.1124                 NaN   8.81051        42.9577        1.09815        30.4702     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5209        1.33439                 NaN   8.87800        42.7448        1.03689        30.4851     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6175        3.04424                 NaN   8.88244        42.9125        1.07573        30.4676     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.65231        15.0205                 NaN   8.82213        42.9397        1.09299        30.4723     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4977        2.24554                 NaN   8.84643        42.8499        1.07729        30.4832     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5889        2.16563       0.137849E-005   8.85238        42.8363        1.07297        30.4837     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2684        2.53272                 NaN   8.87764        42.7806        1.05564        30.4850     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5452        2.21251                 NaN   8.85276        42.8324        1.07224        30.4849     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9073        2.78470       0.523145E-005   8.93831        42.8390        1.06105        30.4696     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9226        2.77295       0.488658E-005   8.94688        42.8283        1.05915        30.4702     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4067        2.37442                 NaN   8.87537        42.7844        1.06656        30.4926     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7532        2.94103                 NaN   8.95681        42.8194        1.05820        30.4714     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7771        2.92165                 NaN   8.96566        42.8067        1.05708        30.4718     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4533        2.23945                 NaN   9.05057        42.7424        1.05289        30.4614     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7704        2.93681                 NaN   8.97764        42.7890        1.05309        30.4731     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.32509        14.3021       0.767933E-005   8.95252        42.8901        1.06833        30.4618     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7609        2.95180                 NaN   8.99104        42.7723        1.04984        30.4741     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7929        2.92578                 NaN   9.00443        42.7561        1.04634        30.4744     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7997        2.92267                 NaN   9.00945        42.7480        1.04486        30.4753     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5711        3.15264                 NaN   9.00862        42.7444        1.04557        30.4777     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.4350        1.55595                 NaN   9.13324        42.4144       0.954959        30.5065     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5642        3.17086                 NaN   9.02314        42.7217        1.04048        30.4796     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7441        2.99463                 NaN   9.03661        42.7088        1.03736        30.4784     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5605        3.18281                 NaN   9.03778        42.7012        1.03663        30.4811     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4972        3.24496                 NaN   9.04304        42.6970        1.03662        30.4812     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89746        12.8844                 NaN   9.07639        42.6442        1.01996        30.4776     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5482        3.20765                 NaN   9.05965        42.6702        1.03082        30.4835     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8493        3.93364                 NaN   9.07675        42.6384        1.02164        30.4803     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4747        3.28249                 NaN   9.07288        42.6565        1.02931        30.4841     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5080        4.29256                 NaN   9.08796        42.6121        1.01568        30.4836     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1011        3.69764                 NaN   9.10100        42.6015        1.01485        30.4839     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2583        3.54890                 NaN   9.11350        42.5829        1.01085        30.4855     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1941        3.61474                 NaN   9.12157        42.5738        1.00951        30.4863     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9639        3.84658                 NaN   9.12272        42.5705        1.00898        30.4874     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1157        3.69916                 NaN   9.13228        42.5581        1.00607        30.4887     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7893        4.02660                 NaN   9.12452        42.5610        1.00826        30.4903     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1555        3.66515                 NaN   9.13654        42.5478        1.00433        30.4907     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1538        3.67051                 NaN   9.14433        42.5376        1.00230        30.4915     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2455        3.58219                 NaN   9.14949        42.5287        1.00086        30.4934     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2101        3.62327                 NaN   9.16314        42.5120       0.998154        30.4934     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1878        3.65034                 NaN   9.16933        42.5017       0.996088        30.4947     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.70999        13.0788                 NaN   9.15042        42.5523        1.01911        30.4893     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2580        3.58574                 NaN   9.18249        42.4852       0.992736        30.4958     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   6.50467                 NaN  0.586711E-004   6.72511                 NaN   8.45800        44.5621        1.56224        32.1878     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1871        3.66643                 NaN   9.19150        42.4655       0.989768        30.4996     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9892        3.86557                 NaN   9.19208        42.4608       0.990592        30.5018     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2313        3.62954                 NaN   9.20351        42.4477       0.986087        30.5018     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   6.51959                 NaN  0.609106E-004   6.70778                 NaN   8.46236        44.5537        1.56190        32.1946     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9960        3.87135                 NaN   9.21183        42.4301       0.985148        30.5056     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0072        3.86467                 NaN   9.21883        42.4193       0.983148        30.5069     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0069        3.86947                 NaN   9.22543        42.4087       0.981290        30.5082     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0061        3.87472                 NaN   9.23206        42.3982       0.979412        30.5095     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0014        3.88389                 NaN   9.23854        42.3876       0.977608        30.5109     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9607        3.92928                 NaN   9.23547        42.3840       0.977098        30.5135     
