|6.6.6
Archiving\03_Data\frac/QFM_m1.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        2500.00        98.8249                 NaN            NaN            NaN            NaN            NaN   1.17512                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8043                 NaN            NaN            NaN            NaN            NaN   1.19572                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7798                 NaN            NaN            NaN            NaN            NaN   1.22016                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.6924                 NaN            NaN            NaN            NaN            NaN  0.907705E-001   1.21679                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1052                 NaN            NaN            NaN  0.190753E-005            NaN   1.31527       0.579517                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1301                 NaN            NaN            NaN            NaN            NaN   1.29425       0.575668                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1571                 NaN            NaN            NaN            NaN            NaN  0.571016        1.27190                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1835                 NaN            NaN            NaN            NaN            NaN   1.25894       0.557582                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2146                 NaN            NaN            NaN  0.803172E-002            NaN   1.23543       0.541979                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2359                 NaN            NaN            NaN  0.466530E-002            NaN   1.21877       0.540681                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2699                 NaN            NaN            NaN  0.892619E-001            NaN   1.24621       0.394664                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2921                 NaN            NaN            NaN  0.854812E-001            NaN  0.395327        1.22709                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3131                 NaN            NaN            NaN  0.817169E-001            NaN   1.20968       0.395459                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3332                 NaN            NaN            NaN  0.781251E-001            NaN  0.397567        1.19108                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3539                 NaN            NaN            NaN  0.745990E-001            NaN   1.17583       0.395716                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3713                 NaN            NaN            NaN  0.713015E-001            NaN   1.16141       0.395972                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3907                 NaN            NaN            NaN  0.677025E-001            NaN   1.14350       0.398110                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4059                 NaN            NaN            NaN  0.648327E-001            NaN  0.397653        1.13160                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4224                 NaN            NaN            NaN  0.614764E-001            NaN  0.398322        1.11779                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4378                 NaN            NaN            NaN  0.586208E-001            NaN   1.10347       0.400159                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4538                 NaN            NaN            NaN  0.553550E-001            NaN   1.09313       0.397705                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4666                 NaN            NaN            NaN  0.525798E-001            NaN   1.08103       0.399824                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4795                 NaN            NaN            NaN  0.496733E-001            NaN  0.397776        1.07309                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4929                 NaN            NaN            NaN  0.468038E-001            NaN   1.06148       0.398782                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5038                 NaN            NaN            NaN  0.441417E-001            NaN   1.05160       0.400450                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5130                 NaN            NaN            NaN  0.414846E-001            NaN   1.04633       0.399181                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5256                 NaN            NaN            NaN  0.385098E-001            NaN   1.03616       0.399744                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        97.6373                 NaN            NaN            NaN  0.210083                 NaN   1.15983       0.515639                 NaN  0.477163                 NaN            NaN            NaN
  1436.09        2500.00        95.9189                 NaN            NaN            NaN  0.559693                 NaN  0.712827        1.39575                 NaN   1.41282                 NaN            NaN            NaN
  1433.58        2500.00        96.0298                 NaN            NaN            NaN  0.559874                 NaN  0.662474        1.37089                 NaN   1.37694                 NaN            NaN            NaN
  1431.08        2500.00        96.1456                 NaN            NaN            NaN  0.558294                 NaN  0.611515        1.34564                 NaN   1.33897                 NaN            NaN            NaN
  1428.57        2500.00        96.2429                 NaN            NaN            NaN  0.558956                 NaN   1.32718       0.563798                 NaN   1.30720                 NaN            NaN            NaN
  1426.07        2500.00        96.3430                 NaN            NaN            NaN  0.558463                 NaN  0.517860        1.30672                 NaN   1.27398                 NaN            NaN            NaN
  1423.56        2500.00        96.4421                 NaN            NaN            NaN  0.557917                 NaN   1.28388       0.474172                 NaN   1.24192                 NaN            NaN            NaN
  1421.05        2500.00        96.5292                 NaN            NaN            NaN  0.558037                 NaN   1.26640       0.433357                 NaN   1.21304                 NaN            NaN            NaN
  1418.55        2500.00        96.6190                 NaN            NaN            NaN  0.557282                 NaN  0.389448        1.25051                 NaN   1.18375                 NaN            NaN            NaN
  1416.04        2500.00        96.6897                 NaN            NaN            NaN  0.561174                 NaN   1.23210       0.354495                 NaN   1.16257                 NaN            NaN            NaN
  1413.53        2500.00        96.7908                 NaN            NaN            NaN  0.554462                 NaN   1.21636       0.313394                 NaN   1.12501                 NaN            NaN            NaN
  1411.03        2500.00        96.8561                 NaN            NaN            NaN  0.556955                 NaN   1.20648       0.275330                 NaN   1.10518                 NaN            NaN            NaN
  1408.52        2500.00        96.9261                 NaN            NaN            NaN  0.557059                 NaN   1.19330       0.241979                 NaN   1.08159                 NaN            NaN            NaN
  1406.02        2500.00        96.9949                 NaN            NaN            NaN  0.556844                 NaN   1.18230       0.207377                 NaN   1.05862                 NaN            NaN            NaN
  1403.51        2500.00        97.0630                 NaN            NaN            NaN  0.556139                 NaN   1.17031       0.174803                 NaN   1.03579                 NaN            NaN            NaN
  1401.00        2500.00        97.1189                 NaN            NaN            NaN  0.557600                 NaN   1.16139       0.144939                 NaN   1.01713                 NaN            NaN            NaN
  1398.50        2500.00        97.1906                 NaN            NaN            NaN  0.552897                 NaN   1.15097       0.114092                 NaN  0.991459                 NaN            NaN            NaN
  1395.99        2500.00        97.2472                 NaN            NaN            NaN  0.553649                 NaN   1.14166       0.841334E-001            NaN  0.973364                 NaN            NaN            NaN
  1393.48        2500.00        97.3044                 NaN            NaN            NaN  0.551721                 NaN  0.556438E-001   1.13482                 NaN  0.953375                 NaN            NaN            NaN
  1390.98        2500.00        97.2513                 NaN            NaN            NaN  0.499664                 NaN   1.12808       0.158007                 NaN  0.962962                 NaN            NaN            NaN
  1388.47        2500.00        97.4725                 NaN            NaN            NaN  0.562479                 NaN   1.07138                 NaN            NaN  0.893640                 NaN            NaN            NaN
  1385.96        2500.00        97.4563                 NaN            NaN            NaN  0.548505                 NaN   1.09523                 NaN            NaN  0.900002                 NaN            NaN            NaN
  1383.46        2500.00        97.5046                 NaN            NaN            NaN  0.532190                 NaN   1.08323                 NaN            NaN  0.879957                 NaN            NaN            NaN
  1380.95        2500.00        97.5488                 NaN            NaN            NaN  0.523897                 NaN   1.06458                 NaN            NaN  0.862741                 NaN            NaN            NaN
  1378.45        2500.00        97.5940                 NaN            NaN            NaN  0.515743                 NaN   1.04487                 NaN            NaN  0.845372                 NaN            NaN            NaN
  1375.94        2500.00        97.6310                 NaN            NaN            NaN  0.508622                 NaN   1.02969                 NaN            NaN  0.830696                 NaN            NaN            NaN
  1373.43        2500.00        97.6835                 NaN            NaN            NaN  0.500261                 NaN   1.00575                 NaN            NaN  0.810491                 NaN            NaN            NaN
  1370.93        2500.00        97.7179                 NaN            NaN            NaN  0.491397                 NaN  0.994360                 NaN            NaN  0.796374                 NaN            NaN            NaN
  1368.42        2500.00        97.6731                 NaN            NaN            NaN  0.451965                 NaN  0.149406       0.918576                 NaN  0.806938                 NaN            NaN            NaN
  1365.91        2500.00        97.8603                 NaN            NaN            NaN  0.455490                 NaN  0.949771                 NaN            NaN  0.734423                 NaN            NaN            NaN
  1363.41        2500.00        97.8313                 NaN            NaN            NaN  0.472012                 NaN  0.944612                 NaN            NaN  0.752115                 NaN            NaN            NaN
  1360.90        2500.00        97.8622                 NaN            NaN            NaN  0.461213                 NaN  0.937474                 NaN            NaN  0.739092                 NaN            NaN            NaN
  1358.40        2500.00        97.8922                 NaN            NaN            NaN  0.465066                 NaN  0.914547                 NaN            NaN  0.728214                 NaN            NaN            NaN
  1355.89        2500.00        97.9398                 NaN            NaN            NaN  0.448217                 NaN  0.904032                 NaN            NaN  0.707925                 NaN            NaN            NaN
  1353.38        2500.00        97.7932                 NaN            NaN  0.722809E-001  0.388632                 NaN   1.01490                 NaN            NaN  0.731021                 NaN            NaN            NaN
  1350.88        2500.00        97.5385                 NaN            NaN  0.198955       0.298606                 NaN   1.18718                 NaN            NaN  0.776775                 NaN            NaN            NaN
  1348.37        2500.00        97.6020                 NaN            NaN  0.192200       0.294457                 NaN   1.15321                 NaN            NaN  0.758118                 NaN            NaN            NaN
  1345.86        2500.00        97.6642                 NaN            NaN  0.185423       0.285097                 NaN   1.12704                 NaN            NaN  0.738285                 NaN            NaN            NaN
  1343.36        2500.00        97.7228                 NaN            NaN  0.178935       0.279092                 NaN   1.09859                 NaN            NaN  0.720595                 NaN            NaN            NaN
  1340.85        2500.00        97.7852                 NaN            NaN  0.172229       0.276113                 NaN   1.06402                 NaN            NaN  0.702484                 NaN            NaN            NaN
  1338.35        2500.00        97.8425                 NaN            NaN  0.165656       0.270042                 NaN   1.03686                 NaN            NaN  0.684967                 NaN            NaN            NaN
  1335.84        2500.00        97.8977                 NaN            NaN  0.159763       0.266905                 NaN   1.00700                 NaN            NaN  0.668599                 NaN            NaN            NaN
  1333.33        2500.00        97.9499                 NaN            NaN  0.154098       0.258800                 NaN  0.985133                 NaN            NaN  0.652095                 NaN            NaN            NaN
  1330.83        2500.00        98.0021                 NaN            NaN  0.148351       0.253686                 NaN  0.959643                 NaN            NaN  0.636265                 NaN            NaN            NaN
  1328.32        2500.00        98.0514                 NaN            NaN  0.142930       0.248141                 NaN  0.936543                 NaN            NaN  0.620989                 NaN            NaN            NaN
  1325.81        2500.00        98.1002                 NaN            NaN  0.137574       0.247011                 NaN  0.908277                 NaN            NaN  0.606974                 NaN            NaN            NaN
  1323.31        2500.00        98.1484                 NaN            NaN  0.132492       0.236629                 NaN  0.891314                 NaN            NaN  0.591194                 NaN            NaN            NaN
  1320.80        2500.00        98.1925                 NaN            NaN  0.127344       0.229488                 NaN  0.873276                 NaN            NaN  0.577348                 NaN            NaN            NaN
  1318.30        2500.00        98.2359                 NaN            NaN  0.122781       0.224176                 NaN  0.853836                 NaN            NaN  0.563333                 NaN            NaN            NaN
  1315.79        2500.00        98.2793                 NaN            NaN  0.118168       0.217758                 NaN  0.834779                 NaN            NaN  0.549986                 NaN            NaN            NaN
  1313.28        2500.00        98.3213                 NaN            NaN  0.113713       0.211337                 NaN  0.816863                 NaN            NaN  0.536823                 NaN            NaN            NaN
  1310.78        2500.00        98.3632                 NaN            NaN  0.109514       0.206724                 NaN  0.796513                 NaN            NaN  0.524033                 NaN            NaN            NaN
  1308.27        2500.00        98.3997                 NaN            NaN  0.105188       0.199600                 NaN  0.783530                 NaN            NaN  0.512002                 NaN            NaN            NaN
  1305.76        2500.00        98.4381                 NaN            NaN  0.101078       0.194214                 NaN  0.766572                 NaN            NaN  0.500023                 NaN            NaN            NaN
  1303.26        2500.00        98.4746                 NaN            NaN  0.970608E-001  0.187418                 NaN  0.752581                 NaN            NaN  0.488322                 NaN            NaN            NaN
  1300.75        2500.00        98.5103                 NaN            NaN  0.933758E-001  0.181010                 NaN  0.738315                 NaN            NaN  0.477021                 NaN            NaN            NaN
  1298.25        2500.00        98.5444                 NaN            NaN  0.895280E-001  0.174209                 NaN  0.725902                 NaN            NaN  0.465919                 NaN            NaN            NaN
  1295.74        2500.00        98.5776                 NaN            NaN  0.858777E-001  0.168093                 NaN  0.713071                 NaN            NaN  0.455338                 NaN            NaN            NaN
  1293.23        2500.00        86.0589                 NaN            NaN  0.246307       0.798843                 NaN   2.92117                 NaN            NaN   2.15513        7.64554       0.174062                 NaN
  1290.73        2500.00        72.3566                 NaN            NaN            NaN   1.74120                 NaN   5.28089                 NaN            NaN   4.04110        15.9938       0.586441                 NaN
  1288.22        2500.00        77.9391                 NaN            NaN            NaN   1.32315                 NaN   4.41843                 NaN            NaN   3.25523        12.6081       0.455919                 NaN
  1285.71        2500.00        81.7335                 NaN            NaN            NaN  0.998449                 NaN   3.87378                 NaN            NaN   2.71463        10.3135       0.366169                 NaN
  1283.21        2500.00        78.8468                 NaN            NaN            NaN   1.35309                 NaN   4.26766                 NaN            NaN   3.31363        11.7768       0.442012                 NaN
  1280.70        2500.00        92.8579                 NaN            NaN            NaN            NaN            NaN   2.12306                 NaN            NaN  0.899966        4.01376       0.105287                 NaN
  1278.20        2500.00        74.7530                 NaN            NaN            NaN  0.368909                 NaN   6.90965                 NaN            NaN   3.80790        13.7376       0.422903                 NaN
  1275.69        2500.00        99.8380                 NaN            NaN            NaN            NaN            NaN  0.910849E-001            NaN            NaN  0.438785E-001  0.128261E-001  0.142569E-001            NaN
  1273.18        2500.00        92.9472                 NaN            NaN            NaN            NaN            NaN   1.21871       0.674683                 NaN  0.915560        4.10028       0.143532                 NaN
  1270.68        2500.00        88.3300                 NaN            NaN            NaN            NaN            NaN   2.59126        1.53117                 NaN   1.80567        5.61387       0.128046                 NaN
  1268.17        2500.00        89.9343                 NaN            NaN            NaN            NaN            NaN   2.47078       0.350480                 NaN   1.47592        5.62239       0.146116                 NaN
  1265.66        2500.00        90.6140                 NaN            NaN            NaN            NaN            NaN   1.44865        1.58545                 NaN   1.47999        4.71769       0.154178                 NaN
  1263.16        2500.00        94.8799                 NaN            NaN            NaN            NaN            NaN   1.71051                 NaN            NaN  0.754450        2.59204       0.631267E-001            NaN
  1260.65        2500.00        92.9797                 NaN            NaN            NaN            NaN            NaN   2.19719                 NaN            NaN   1.06066        3.66139       0.101089                 NaN
  1258.15        2500.00        93.1043                 NaN            NaN            NaN            NaN            NaN   2.13645                 NaN            NaN   1.04777        3.60509       0.106434                 NaN
  1255.64        2500.00        96.9547                 NaN            NaN            NaN            NaN            NaN   1.15663                 NaN            NaN  0.483552        1.40451       0.574160E-003            NaN
  1253.13        2500.00        95.0354                 NaN            NaN            NaN            NaN            NaN   1.49594                 NaN            NaN  0.753187        2.64708       0.684079E-001            NaN
  1250.63        2500.00        95.3383                 NaN            NaN            NaN            NaN            NaN  0.128172E-001   1.38451                 NaN  0.694734        2.50050       0.690955E-001            NaN
  1248.12        2500.00        90.8848                 NaN            NaN            NaN            NaN            NaN   2.56466                 NaN            NaN   1.37873        5.03961       0.132168                 NaN
  1245.61        2500.00        95.8787                 NaN            NaN            NaN  0.149977                 NaN  0.284125E-005            NaN            NaN  0.442459        1.89229       0.689124E-001   1.56761     
  1243.11        2500.00        90.9722                 NaN            NaN            NaN            NaN            NaN   1.90964       0.842530E-001            NaN  0.914440        4.14215       0.808523E-001   1.89644     
  1240.60        2500.00        84.1286                 NaN            NaN            NaN            NaN            NaN   3.13745                 NaN            NaN   1.69186        6.31719       0.717207E-001   4.65316     
  1238.10        2500.00        80.8130                 NaN            NaN            NaN            NaN            NaN   2.65910       0.362646       0.141058E-005   1.97967        8.15169       0.118266        5.91560     
  1235.59        2500.00        80.4558                 NaN            NaN            NaN            NaN            NaN   1.56801        1.51808       0.813937E-006   1.88375        8.31209       0.149288        6.11297     
  1233.08        2500.00        80.0005                 NaN            NaN            NaN            NaN            NaN   3.20006                 NaN            NaN   2.01445        8.50050       0.119945        6.16450     
  1230.58        2500.00        79.1182                 NaN            NaN            NaN            NaN            NaN  0.697038E-001   3.09004                 NaN   2.03873        9.04487       0.129331        6.50909     
  1228.07        2500.00        68.4855                 NaN            NaN            NaN            NaN            NaN   1.14961        3.24041                 NaN   2.91306        14.0706       0.195227        9.94566     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.16917        3.14937                 NaN   8.54168        46.2831       0.647137        32.2096     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20127        3.11900                 NaN   8.55009        46.2724       0.646332        32.2109     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22367        3.09826                 NaN   8.55848        46.2618       0.645458        32.2123     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.58286        3.75326       0.117832E-005   8.54464        46.2531       0.644542        32.2216     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59330        2.73744                 NaN   8.58378        46.2290       0.641825        32.2146     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2251        2.03287                 NaN   8.54613        46.3400       0.652278        32.2036     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.37739        2.95210                 NaN   8.59311        46.2177       0.641937        32.2178     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.38028        2.95098                 NaN   8.60068        46.2074       0.641131        32.2195     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.45026        2.88325       0.888532E-006   8.61038        46.1954       0.640107        32.2206     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6308        1.74675                 NaN   8.64086        46.1002       0.648222        32.2332     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.48250        2.85517       0.136823E-005   8.62652        46.1737       0.638332        32.2238     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.981492        11.4045                 NaN   8.68725        46.0570       0.637619        32.2322     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67885        2.67043                 NaN   8.64373        46.1431       0.634808        32.2291     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7741        1.62488       0.134719E-005   8.67272        46.0509       0.638663        32.2387     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7524        1.66075                 NaN   8.67424        46.0287       0.637521        32.2465     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.69038        2.66290                 NaN   8.67031        46.1116       0.632601        32.2322     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67050        2.68046       0.591062E-003   8.67832        46.1049       0.632517        32.2327     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.955160        11.3983       0.296423E-001   8.66344        46.0680       0.642985        32.2424     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0043        2.35455       0.103880E-003   8.70389        46.0740       0.629362        32.2338     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0572        2.31098       0.660431E-005   8.71396        46.0555       0.626096        32.2363     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0541        2.31108       0.172692E-005   8.72321        46.0478       0.626925        32.2369     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77919        2.58396       0.120886E-003   8.71688        46.0506       0.627765        32.2415     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9255        1.51815       0.128386E-005   8.70737        45.9578       0.628494        32.2627     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8291        1.60741                 NaN   8.70434        45.9679       0.628321        32.2629     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4941                 NaN            NaN   8.82724        45.8241       0.597077        32.2574     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.19885        11.1886                 NaN   8.70407        46.0227       0.632691        32.2532     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5349        1.02279                 NaN   8.77182        45.7986       0.597456        32.2745     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0525        2.33339                 NaN   8.77444        45.9689       0.619687        32.2511     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.27741        11.1170                 NaN   8.71547        46.0004       0.629653        32.2600     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7336        1.72260                 NaN   8.74021        45.9072       0.620639        32.2758     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8045        1.66194       0.105009E-005   8.74605        45.8914       0.618130        32.2779     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5734        1.92740                 NaN   8.77178        45.8355       0.608179        32.2838     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7701        1.69798                 NaN   8.74640        45.8855       0.617671        32.2823     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2752        2.13833       0.398444E-005   8.82941        45.8837       0.611098        32.2623     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2868        2.12965       0.372323E-005   8.83787        45.8712       0.609982        32.2644     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6684        1.82302                 NaN   8.76864        45.8305       0.614329        32.2950     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1568        2.25790                 NaN   8.84760        45.8596       0.609390        32.2687     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1764        2.24347                 NaN   8.85627        45.8447       0.608724        32.2705     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7007        1.72007                 NaN   8.93982        45.7731       0.606271        32.2600     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1711        2.25597                 NaN   8.86804        45.8236       0.606384        32.2749     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.80023        10.5540       0.589806E-005   8.84238        45.9268       0.615079        32.2615     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1631        2.26817                 NaN   8.88125        45.8039       0.604469        32.2791     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1885        2.24841                 NaN   8.89442        45.7854       0.602431        32.2809     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1933        2.24641                 NaN   8.89939        45.7759       0.601563        32.2834     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0182        2.42325                 NaN   8.89850        45.7707       0.601947        32.2874     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4751        1.18900                 NaN   9.02446        45.4318       0.549937        32.3297     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0109        2.44003                 NaN   8.91284        45.7447       0.598977        32.2926     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1509        2.30341                 NaN   8.92609        45.7297       0.597157        32.2928     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0081        2.45017                 NaN   8.92724        45.7206       0.596719        32.2972     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96150        2.49596                 NaN   8.93237        45.7149       0.596690        32.2986     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97524        9.51689                 NaN   8.96549        45.6582       0.587095        32.2971     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.99891        2.47068                 NaN   8.94874        45.6842       0.593309        32.3042     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.48871        3.00452                 NaN   8.96580        45.6499       0.588019        32.3030     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.94414        2.52698                 NaN   8.96169        45.6671       0.592394        32.3076     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.23133        3.27645                 NaN   8.97697        45.6206       0.584557        32.3101     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67724        2.82960                 NaN   8.98974        45.6078       0.584057        32.3116     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.79559        2.71940                 NaN   9.00202        45.5866       0.581730        32.3147     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74606        2.77076                 NaN   9.00991        45.5755       0.580935        32.3168     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.57135        2.94685                 NaN   9.01101        45.5708       0.580608        32.3193     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.68425        2.83733                 NaN   9.02044        45.5567       0.578917        32.3224     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.43609        3.08617                 NaN   9.01280        45.5591       0.580158        32.3257     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.71256        2.81331                 NaN   9.02464        45.5439       0.577876        32.3277     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.71025        2.81871                 NaN   9.03231        45.5321       0.576689        32.3300     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77737        2.75458                 NaN   9.03738        45.5214       0.575842        32.3334     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75355        2.78467                 NaN   9.05076        45.5021       0.574259        32.3347     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73626        2.80645                 NaN   9.05683        45.4899       0.573050        32.3375     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85563        9.64788                 NaN   9.03772        45.5407       0.586246        32.3319     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.78809        2.76007                 NaN   9.06969        45.4697       0.571076        32.3414     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.06593                 NaN  0.429989E-004   5.19314                 NaN   8.32268        47.5139       0.895276        34.0090     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73379        2.82289                 NaN   9.07858        45.4468       0.569333        32.3486     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58204        2.97594                 NaN   9.07913        45.4407       0.569787        32.3524     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.76588        2.79703                 NaN   9.09039        45.4256       0.567176        32.3539     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.07451                 NaN  0.446363E-004   5.18149                 NaN   8.32677        47.5001       0.894949        34.0221     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58588        2.98346                 NaN   9.09856        45.4046       0.566597        32.3609     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59413        2.97939                 NaN   9.10543        45.3920       0.565426        32.3636     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59354        2.98409                 NaN   9.11192        45.3796       0.564338        32.3665     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59263        2.98913                 NaN   9.11843        45.3672       0.563238        32.3694     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58879        2.99715                 NaN   9.12479        45.3548       0.562181        32.3723     
