|6.6.6
Archiving\03_Data\eq/QFM_m5/NWA1068/NWA1068_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1826.92        2500.00        91.6439       0.796188        7.51150       0.483904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        91.6251       0.796230        7.53025       0.483930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        91.6063       0.796272        7.54901       0.483955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        91.5884       0.796312        7.56691       0.483980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        91.5704       0.796352        7.58481       0.484004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        91.5525       0.796392        7.60271       0.484028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        91.5345       0.796432        7.62062       0.484052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        91.5166       0.796472        7.63853       0.484077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        91.4986       0.796512        7.65644       0.484101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        91.4807       0.796552        7.67435       0.484125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        91.4627       0.796592        7.69226       0.484150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        91.4456       0.796630        7.70933       0.484173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        91.4285       0.796668        7.72639       0.484196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        91.4114       0.796706        7.74346       0.484219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        91.3943       0.796744        7.76053       0.484242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        91.3772       0.796782        7.77761       0.484265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        91.3601       0.796820        7.79468       0.484289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        91.3430       0.796858        7.81176       0.484312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        91.3258       0.796896        7.82883       0.484335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        91.3096       0.796932        7.84507       0.484357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        91.2933       0.796969        7.86131       0.484379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        91.2770       0.797005        7.87755       0.484401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        91.2607       0.797041        7.89380       0.484423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        91.2444       0.797077        7.91004       0.484445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        91.2282       0.797113        7.92629       0.484467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        91.2119       0.797150        7.94253       0.484489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        91.1956       0.797186        7.95878       0.484511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        91.1801       0.797220        7.97420       0.484532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        91.1647       0.797255        7.98961       0.484553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        91.1492       0.797289        8.00503       0.484574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        91.1338       0.797323        8.02045       0.484594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        91.1183       0.797358        8.03587       0.484615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        91.1029       0.797392        8.05129       0.484636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        91.0874       0.797426        8.06671       0.484657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        91.0719       0.797461        8.08213       0.484678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        91.0573       0.797493        8.09673       0.484698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        91.0427       0.797526        8.11132       0.484717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        91.0281       0.797558        8.12591       0.484737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        91.0134       0.797591        8.14051       0.484757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        90.9988       0.797623        8.15511       0.484777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        90.9842       0.797656        8.16970       0.484796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        90.9695       0.797688        8.18430       0.484816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        90.9549       0.797721        8.19890       0.484836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        90.9411       0.797751        8.21267       0.484855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        90.9273       0.797782        8.22644       0.484873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        90.9135       0.797813        8.24021       0.484892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        90.8997       0.797843        8.25398       0.484910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        90.8859       0.797874        8.26775       0.484929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        90.8721       0.797904        8.28152       0.484948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        90.8583       0.797935        8.29529       0.484966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        90.8445       0.797966        8.30907       0.484985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        90.8389       0.797978        8.31466       0.484992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        90.8333       0.797990        8.32025       0.485000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        90.8277       0.798003        8.32585       0.485007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        90.8220       0.798015        8.33144       0.485015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        90.7940       0.798078        8.35946       0.485053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        90.7659       0.798140        8.38748       0.485091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        90.7464       0.798165        8.39892       0.485106E-001  0.798164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        90.7208       0.798187        8.40898       0.485120E-001  0.234867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        90.6961       0.798209        8.41872       0.485133E-001  0.384632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        90.6714       0.798230        8.42845       0.485146E-001  0.534404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        90.6466       0.798252        8.43819       0.485159E-001  0.684185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        90.6219       0.798273        8.44793       0.485172E-001  0.833974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        90.5971       0.798295        8.45767       0.485185E-001  0.983771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        90.5724       0.798316        8.46740       0.485198E-001  0.113358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        90.5477       0.798338        8.47714       0.485211E-001  0.128339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        90.5229       0.798359        8.48688       0.485224E-001  0.143321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        90.4990       0.798380        8.49622       0.485237E-001  0.157826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        90.0696       0.798299        8.46028       0.480395E-001  0.173218       0.450608                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        89.4623       0.798168        8.40229       0.473356E-001  0.189017        1.10085                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        88.8553       0.798038        8.34432       0.466319E-001  0.204812        1.75088                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        88.2571       0.797897        8.28190       0.459212E-001  0.220219        2.39699                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        87.6590       0.797757        8.21950       0.452108E-001  0.235621        3.04287                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        87.0612       0.797616        8.15712       0.445006E-001  0.251017        3.68853                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        86.4636       0.797476        8.09476       0.437907E-001  0.266408        4.33395                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        85.8759       0.797325        8.02777       0.430748E-001  0.281312        4.97461                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        85.2884       0.797174        7.96080       0.423591E-001  0.296210        5.61502                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        84.2584       0.797097        7.92639       0.419957E-001  0.296608        5.94416       0.735342                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        82.8747       0.797086        7.92072       0.419347E-001  0.284178        6.00802        2.07335                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        81.5761       0.797071        7.91384       0.418801E-001  0.270670        6.06651        3.33393                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        80.2775       0.797056        7.90695       0.418256E-001  0.257163        6.12500        4.59446                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        78.9790       0.797042        7.90007       0.417710E-001  0.243656        6.18350        5.85495                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        77.6805       0.797027        7.89318       0.417164E-001  0.230150        6.24198        7.11539                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        76.5414       0.797006        7.88359       0.416705E-001  0.213377        6.29319        8.22981                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        75.4022       0.796985        7.87400       0.416246E-001  0.196604        6.34439        9.34417                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        74.2631       0.796965        7.86441       0.415787E-001  0.179832        6.39559        10.4585                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        73.1241       0.796944        7.85482       0.415327E-001  0.163061        6.44679        11.5727                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        71.9852       0.796923        7.84524       0.414868E-001  0.146291        6.49798        12.6869                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        70.8463       0.796902        7.83565       0.414409E-001  0.129522        6.54918        13.8010                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        69.7074       0.796881        7.82606       0.413950E-001  0.112754        6.60037        14.9151                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        68.5686       0.796861        7.81647       0.413491E-001  0.959865E-001   6.65155        16.0291                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        67.5098       0.796839        7.80678       0.413092E-001  0.752265E-001   6.69954        17.0705                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        66.4509       0.796818        7.79709       0.412693E-001  0.544677E-001   6.74753        18.1119                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        65.1877       0.796792        7.78504       0.412857E-001  0.732733E-001   6.74201        17.7143        1.65964                 NaN            NaN            NaN            NaN
  1525.64        2500.00        63.5927       0.796765        7.77163       0.413797E-001  0.150027        6.66344        15.3571        5.62695                 NaN            NaN            NaN            NaN
  1522.44        2500.00        61.9788       0.796741        7.76024       0.414504E-001  0.224532        6.60590        13.2652        9.32708                 NaN            NaN            NaN            NaN
  1519.23        2500.00        60.3651       0.796718        7.74886       0.415211E-001  0.299034        6.54835        11.1735        13.0270                 NaN            NaN            NaN            NaN
  1516.03        2500.00        58.7514       0.796695        7.73748       0.415917E-001  0.373531        6.49081        9.08182        16.7267                 NaN            NaN            NaN            NaN
  1512.82        2500.00        57.1378       0.796671        7.72611       0.416624E-001  0.448023        6.43328        6.99029        20.4261                 NaN            NaN            NaN            NaN
  1509.62        2500.00        55.4330       0.796683        7.73026       0.417004E-001  0.498060        6.40625        5.76540        22.8441       0.484556                 NaN            NaN            NaN
  1506.41        2500.00        53.6374       0.796734        7.75266       0.417319E-001  0.522376        6.38612        5.28216        1.63565        23.9452                 NaN            NaN            NaN
  1503.21        2500.00        53.6374       0.796734        7.75266       0.417319E-001  0.522376        6.38612        5.28216        1.63565        23.9452                 NaN            NaN            NaN
  1500.00        2500.00        50.2719       0.796809        7.78483       0.417797E-001  0.571821        6.35834        4.34502        26.0398        3.78975                 NaN            NaN            NaN
  1496.79        2500.00        50.2719       0.796809        7.78483       0.417797E-001  0.571821        6.35834        4.34502        26.0398        3.78975                 NaN            NaN            NaN
  1493.59        2500.00        50.2719       0.796809        7.78483       0.417797E-001  0.571821        6.35834        4.34502        26.0398        3.78975                 NaN            NaN            NaN
  1490.38        2500.00        50.2719       0.796809        7.78483       0.417797E-001  0.571821        6.35834        4.34502        26.0398        3.78975                 NaN            NaN            NaN
  1487.18        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1483.97        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1480.77        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1477.56        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1474.36        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1471.15        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1467.95        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1464.74        2500.00        44.3926       0.796844        7.79791       0.417837E-001  0.665421        6.38052        2.81691        29.5271        7.58091                 NaN            NaN            NaN
  1461.54        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1458.33        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1455.13        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1451.92        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1448.72        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1445.51        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1442.31        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1439.10        2500.00        35.2664       0.796491        7.63740       0.413882E-001  0.822554        6.78240        1.35360        13.6792        33.6206                 NaN            NaN            NaN
  1435.90        2500.00        28.5160       0.795593        7.23493       0.404324E-001  0.982201        7.69088       0.969056        18.4029        35.3680                 NaN            NaN            NaN
  1432.69        2500.00        28.5160       0.795593        7.23493       0.404324E-001  0.982201        7.69088       0.969056        18.4029        35.3680                 NaN            NaN            NaN
  1429.49        2500.00        27.0802       0.795282        7.09594       0.401038E-001   1.02910        7.99985       0.910014        19.4316        35.6179                 NaN            NaN            NaN
  1426.28        2500.00        26.4036       0.795110        7.01916       0.399228E-001   1.05519        8.16997       0.854466        19.9140        35.7486                 NaN            NaN            NaN
  1423.08        2500.00        25.6175       0.794939        6.94277       0.397105E-001   1.08122        8.36900       0.735754        35.9732        20.3663       0.796029E-001            NaN            NaN
  1419.87        2500.00        24.3290       0.794780        6.87080       0.393503E-001   1.11256        8.70620       0.934827E-001   20.5870        36.9119       0.554875                 NaN            NaN
  1416.67        2500.00        23.1553       0.794634        6.80572       0.390231E-001   1.12041        9.01329                 NaN   37.2313        20.8598       0.980509                 NaN            NaN
  1413.46        2500.00        23.1553       0.794634        6.80572       0.390231E-001   1.12041        9.01329                 NaN   37.2313        20.8598       0.980509                 NaN            NaN
  1410.26        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1407.05        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1403.85        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1400.64        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1397.44        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1394.23        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1391.03        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1387.82        2500.00        21.0519       0.794315        6.66276       0.383701E-001   1.12862        9.63657                 NaN   21.3601        37.5720        1.75545                 NaN            NaN
  1384.62        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1381.41        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1378.21        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1375.00        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1371.79        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1368.59        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
  1365.38        2500.00        14.8127       0.792442        5.82510       0.351717E-001   1.16586        12.6651                 NaN   37.7424        22.7334        4.22779                 NaN            NaN
