|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1310.77        2500.00        99.1424                 NaN            NaN  0.107235                 NaN  0.437123                 NaN            NaN            NaN  0.282833       0.304523E-001            NaN            NaN
  1309.28        2500.00        99.1532                 NaN            NaN  0.105724                 NaN  0.432179                 NaN            NaN            NaN  0.279105       0.298063E-001            NaN            NaN
  1307.79        2500.00        99.1640                 NaN            NaN  0.103517                 NaN  0.427981                 NaN            NaN            NaN  0.275380       0.290951E-001            NaN            NaN
  1306.29        2500.00        99.2962                 NaN            NaN  0.765818E-001            NaN  0.366376                 NaN            NaN            NaN  0.235240       0.255884E-001            NaN            NaN
  1304.80        2500.00        99.0546                 NaN            NaN  0.119053                 NaN  0.489944                 NaN            NaN            NaN  0.306239       0.301874E-001            NaN            NaN
  1303.30        2500.00        99.1941                 NaN            NaN  0.960711E-001            NaN  0.418209                 NaN            NaN            NaN  0.264601       0.270419E-001            NaN            NaN
  1301.81        2500.00        86.4964                 NaN            NaN  0.642891                 NaN   2.74702                 NaN            NaN            NaN   1.97004       0.281479        7.86215                 NaN
  1300.32        2500.00        72.6736                 NaN            NaN   1.26754                 NaN   5.34757                 NaN            NaN            NaN   3.82686       0.544740        16.3397                 NaN
  1298.82        2500.00        75.8755                 NaN            NaN   1.13327                 NaN   4.81213                 NaN            NaN            NaN   3.39382       0.469730        14.3156                 NaN
  1297.33        2500.00        78.8057                 NaN            NaN  0.993773                 NaN   4.32045                 NaN            NaN            NaN   2.99533       0.403606        12.4811                 NaN
  1295.83        2500.00        81.3772                 NaN            NaN  0.858537                 NaN   3.88958                 NaN            NaN            NaN   2.64400       0.347158        10.8836                 NaN
  1294.34        2500.00        81.4080                 NaN            NaN  0.816890                 NaN   3.95546                 NaN            NaN            NaN   2.65012       0.344429        10.8251                 NaN
  1292.85        2500.00        87.8919                 NaN            NaN  0.528645                 NaN   2.67072                 NaN            NaN            NaN   1.73390       0.215522        6.95927                 NaN
  1291.35        2500.00        87.3784                 NaN            NaN  0.562120                 NaN   2.76604                 NaN            NaN            NaN   1.81479       0.225876        7.25275                 NaN
  1289.86        2500.00        88.4343                 NaN            NaN  0.471907                 NaN   2.64573                 NaN            NaN            NaN   1.66820       0.201389        6.57850                 NaN
  1288.36        2500.00        89.1396                 NaN            NaN  0.425004                 NaN   2.53389                 NaN            NaN            NaN   1.57483       0.187363        6.13927                 NaN
  1286.87        2500.00        87.3924                 NaN            NaN  0.559810                 NaN   2.67601                 NaN            NaN            NaN   1.84964       0.222999        7.29911                 NaN
  1285.38        2500.00        94.7366                 NaN            NaN  0.180167                 NaN   1.29135                 NaN            NaN            NaN  0.771421       0.103176        2.91726                 NaN
  1283.88        2500.00        79.3838                 NaN            NaN  0.378981                 NaN   5.25992                 NaN            NaN            NaN   3.15041       0.306961        11.5200                 NaN
  1282.39        2500.00        99.9999                 NaN            NaN  0.724130E-005            NaN  0.356242E-004            NaN            NaN            NaN  0.201967E-004  0.185679E-005  0.715717E-004            NaN
  1280.89        2500.00        90.8018                 NaN            NaN  0.188070                 NaN   2.41332                 NaN            NaN            NaN   1.34090       0.148055        5.10789                 NaN
  1279.40        2500.00        91.0824                 NaN            NaN  0.142117                 NaN   2.10418                 NaN            NaN            NaN   1.34349       0.146646        5.18118                 NaN
  1277.90        2500.00        94.4570                 NaN            NaN            NaN            NaN   1.31332                 NaN            NaN            NaN  0.858905       0.953289E-001   3.27544                 NaN
  1276.41        2500.00        73.8271        23.6232                 NaN            NaN            NaN  0.249672                 NaN            NaN            NaN  0.480569       0.597226E-001   1.75972                 NaN
  1274.92        2500.00        99.1107                 NaN            NaN            NaN            NaN  0.889290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.42        2500.00        98.0613       0.142225E-005            NaN            NaN            NaN  0.772912                 NaN            NaN            NaN  0.289347                 NaN  0.876431                 NaN
  1271.93        2500.00        96.6016                 NaN            NaN            NaN            NaN   1.13751                 NaN            NaN            NaN  0.487507       0.380532E-001   1.73531                 NaN
  1270.43        2500.00        96.7024                 NaN            NaN            NaN            NaN  0.295456       0.786556                 NaN            NaN  0.478650       0.390852E-001   1.69783                 NaN
  1268.94        2500.00        95.5101                 NaN            NaN            NaN            NaN   1.66194                 NaN            NaN            NaN  0.629837       0.444572E-001   2.15367                 NaN
  1267.45        2500.00        94.4154                 NaN            NaN            NaN            NaN   1.82651                 NaN            NaN            NaN  0.775756       0.660152E-001   2.91634                 NaN
  1265.95        2500.00        93.4800                 NaN            NaN            NaN            NaN   2.61849                 NaN            NaN            NaN  0.968132       0.360893E-001   2.89732                 NaN
  1264.46        2500.00        93.2166                 NaN            NaN            NaN            NaN   2.47464                 NaN            NaN            NaN  0.936078       0.716222E-001   3.30101                 NaN
  1262.96        2500.00        97.3722                 NaN            NaN            NaN            NaN  0.782763                 NaN            NaN            NaN  0.372373       0.533902E-001   1.41926                 NaN
  1261.47        2500.00        97.0506                 NaN            NaN            NaN            NaN  0.878041                 NaN            NaN            NaN  0.399962       0.451541E-001   1.62626                 NaN
  1259.98        2500.00        94.5397                 NaN            NaN            NaN            NaN   1.19588                 NaN            NaN            NaN  0.752786       0.130563        3.38106                 NaN
  1258.48        2500.00        94.8883                 NaN            NaN            NaN            NaN   1.06188                 NaN            NaN            NaN  0.752204       0.832902E-001   3.21428                 NaN
  1256.99        2500.00        99.2659                 NaN            NaN            NaN            NaN  0.731230                 NaN            NaN            NaN            NaN  0.284520E-002            NaN            NaN
  1255.49        2500.00        99.2573                 NaN            NaN            NaN            NaN  0.381913                 NaN            NaN            NaN  0.194417                 NaN  0.166389                 NaN
  1254.00        2500.00        96.7995                 NaN            NaN            NaN            NaN  0.996579                 NaN            NaN            NaN  0.447107       0.790689E-002   1.74895                 NaN
  1252.50        2500.00        98.5863                 NaN            NaN            NaN            NaN  0.256443       0.224712                 NaN            NaN  0.205056       0.277943E-001  0.699727                 NaN
  1251.01        2500.00        97.7428                 NaN            NaN            NaN            NaN  0.688211                 NaN            NaN            NaN  0.323563       0.290723E-001   1.21633                 NaN
  1249.52        2500.00        96.7146                 NaN            NaN            NaN            NaN  0.737785                 NaN            NaN            NaN  0.472563       0.490308E-001   2.02607                 NaN
  1248.02        2500.00        98.6779                 NaN            NaN            NaN            NaN  0.606009                 NaN            NaN            NaN  0.190106       0.133361E-001  0.512605                 NaN
  1246.53        2500.00        97.8141                 NaN            NaN            NaN            NaN  0.601569                 NaN            NaN            NaN  0.317072       0.291077E-001   1.23819                 NaN
  1245.03        2500.00        96.1553                 NaN            NaN            NaN            NaN  0.702814       0.283878                 NaN            NaN  0.563018       0.540233E-001   2.24099                 NaN
  1243.54        2500.00        98.1983                 NaN            NaN            NaN            NaN  0.405181       0.111226                 NaN            NaN  0.255758       0.252015E-001   1.00430                 NaN
  1242.05        2500.00        54.4160                 NaN            NaN            NaN            NaN   4.17062       0.522168                 NaN            NaN   3.70770       0.327392        20.5068        16.3493     
  1240.55        2500.00        89.9561                 NaN            NaN            NaN            NaN  0.985743       0.814614                 NaN            NaN   1.02089       0.618597E-001   4.43716        2.72362     
  1239.06        2500.00        94.8985                 NaN            NaN            NaN            NaN   3.66249                 NaN            NaN            NaN   1.43902                 NaN            NaN            NaN
  1237.56        2500.00        76.6256                 NaN            NaN  0.507632                 NaN            NaN            NaN            NaN            NaN   1.19709       0.199235        13.1267        8.34377     
  1236.07        2500.00        94.2697                 NaN            NaN            NaN            NaN  0.760718        2.95545                 NaN            NaN   1.58258       0.150617E-001            NaN  0.416494     
  1234.58        2500.00        64.5961                 NaN            NaN            NaN            NaN   2.53643                 NaN            NaN            NaN   2.21332       0.225815        18.7065        11.7218     
  1233.08        2500.00        85.6809                 NaN            NaN            NaN            NaN  0.505987        4.54779                 NaN            NaN   2.42627       0.172786E-001   4.19001        2.63173     
  1231.59        2500.00        86.4030                 NaN            NaN            NaN            NaN  0.532244        1.12000                 NaN            NaN   1.09181       0.884448E-001   7.11117        3.65336     
  1230.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.49215        6.87452                 NaN            NaN   8.03072       0.639679        46.6434        33.3195     
  1228.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.51595        6.85120                 NaN            NaN   8.03158       0.639476        46.6411        33.3207     
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43788        8.03423                 NaN            NaN   8.12348       0.620670        46.4463        33.3374     
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   4.81442        6.62771       0.146349E-004            NaN   8.05327       0.639516        46.5170        33.3481     
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   4.79568        6.64769       0.310279E-004            NaN   8.05500       0.639156        46.5131        33.3493     
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   6.96773        4.27889       0.604782E-003            NaN   7.93195       0.663489        46.8552        33.3022     
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   3.24792        8.23091                 NaN            NaN   8.13747       0.618502        46.4228        33.3424     
  1219.63        2500.00                 NaN            NaN            NaN            NaN            NaN   2.52337        8.96981                 NaN            NaN   8.11006       0.621406        46.4241        33.3512     
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4657                 NaN            NaN            NaN   8.14488       0.621075        46.4279        33.3404     
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.16328        9.31707                 NaN            NaN   8.16434       0.617432        46.3934        33.3445     
  1215.15        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4876                 NaN            NaN            NaN   8.15405       0.615907        46.3945        33.3480     
  1213.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.47213        6.90709                 NaN            NaN   8.04830       0.636057        46.6029        33.3335     
  1212.16        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50694        6.87238                 NaN            NaN   8.04876       0.635917        46.6014        33.3346     
  1210.67        2500.00                 NaN            NaN            NaN            NaN            NaN   4.17059        7.21969                 NaN            NaN   8.06089       0.633707        46.5779        33.3372     
  1209.18        2500.00                 NaN            NaN            NaN            NaN            NaN   4.23518        7.15447                 NaN            NaN   8.06054       0.633715        46.5778        33.3383     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.117112E-005   11.4702                 NaN            NaN   8.17724       0.616555        46.3900        33.3459     
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4870                 NaN            NaN            NaN   8.17435       0.614013        46.3731        33.3516     
  1204.69        2500.00                 NaN            NaN            NaN            NaN            NaN   1.83996        9.66558                 NaN            NaN   8.18570       0.609780        46.3406        33.3583     
  1203.20        2500.00                 NaN            NaN            NaN  0.564839                 NaN   2.88776        7.53867                 NaN            NaN   8.01244       0.667196        46.7567        33.5724     
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   3.48385        7.97793       0.289312E-002            NaN   8.20276       0.617587        46.3667        33.3483     
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49325        7.97388       0.401718E-005            NaN   8.20527       0.616905        46.3608        33.3499     
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   3.48574        7.98357       0.127098E-003            NaN   8.20756       0.616315        46.3553        33.3514     
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   4.47037        6.92296       0.122361E-005            NaN   8.06118       0.638328        46.5589        33.3483     
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.56446        7.91816       0.383248E-003            NaN   8.21679       0.612469        46.3321        33.3556     
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.63159        7.85442       0.296976E-003            NaN   8.21894       0.612231        46.3242        33.3583     
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   3.57887        7.91044       0.376867E-003            NaN   8.22268       0.611203        46.3166        33.3598     
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN   3.21518        8.27975       0.417206E-004            NaN   8.22593       0.609866        46.3076        33.3616     
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   3.40589        8.08292       0.584121E-005            NaN   8.22401       0.611338        46.3140        33.3618     
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   4.15282        7.32696       0.229346E-003            NaN   8.21088       0.614519        46.3338        33.3608     
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64898        6.74657                 NaN            NaN   8.06950       0.631009        46.5481        33.3559     
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80484        7.69393       0.274905E-005            NaN   8.19731       0.609575        46.3260        33.3684     
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   3.90732        7.59357       0.240677E-005            NaN   8.20045       0.608965        46.3199        33.3698     
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   4.98145        6.39211       0.120460E-004            NaN   8.05270       0.635507        46.5833        33.3550     
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   3.96234        7.53413                 NaN            NaN   8.20257       0.609664        46.3208        33.3705     
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   4.81857        6.57760                 NaN            NaN   8.07003       0.630461        46.5417        33.3616     
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   3.59529        7.90642                 NaN            NaN   8.21102       0.608071        46.3058        33.3734     
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   3.72163        7.78974       0.124071E-005            NaN   8.21808       0.605787        46.2882        33.3766     
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   4.79846        6.60212                 NaN            NaN   8.07527       0.629278        46.5293        33.3656     
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   4.92006        6.47746                 NaN            NaN   8.07151       0.629838        46.5348        33.3663     
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49066        8.02034                 NaN            NaN   8.22524       0.605363        46.2794        33.3790     
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.45829        8.05491       0.535211E-005            NaN   8.22901       0.604647        46.2726        33.3805     
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   3.07481        8.44487                 NaN            NaN   8.25228       0.603134        46.2431        33.3818     
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   4.96646        6.42043                 NaN            NaN   8.06684       0.632021        46.5461        33.3682     
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   4.97966        6.40805                 NaN            NaN   8.06761       0.631775        46.5434        33.3695     
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   3.44365        8.08692       0.942245E-006            NaN   8.24776       0.600139        46.2334        33.3881     
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43636        8.09646       0.148355E-005            NaN   8.25116       0.599471        46.2270        33.3895     
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   5.03485        6.35475                 NaN            NaN   8.06924       0.631170        46.5368        33.3732     
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   5.06171        6.32817                 NaN            NaN   8.06906       0.630993        46.5358        33.3743     
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   5.07067        6.32022                 NaN            NaN   8.07020       0.630765        46.5325        33.3756     
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   5.08079        6.31107                 NaN            NaN   8.07106       0.630497        46.5297        33.3769     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   5.09370        6.29902                 NaN            NaN   8.07177       0.630253        46.5271        33.3782     
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   5.10967        6.28379                 NaN            NaN   8.07232       0.630038        46.5247        33.3795     
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12642        6.26773                 NaN            NaN   8.07285       0.629826        46.5225        33.3807     
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12421        6.27145                 NaN            NaN   8.07426       0.629455        46.5186        33.3821     
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   3.68042        7.86047                 NaN            NaN   8.27966       0.595960        46.1849        33.3986     
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41259        8.14285       0.176735E-005            NaN   8.28428       0.592829        46.1637        33.4037     
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   3.55266        7.99115                 NaN            NaN   8.28432       0.594850        46.1743        33.4027     
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   3.53626        8.01526                 NaN            NaN   8.28332       0.594114        46.1656        33.4054     
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.00221        8.56568                 NaN            NaN   8.29974       0.589500        46.1338        33.4090     
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.59960        8.99386                 NaN            NaN   8.31092       0.588194        46.0850        33.4224     
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   3.34075        8.21931       0.140540E-005            NaN   8.30008       0.592269        46.1389        33.4087     
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   2.52488        9.07635                 NaN            NaN   8.31963       0.586338        46.0663        33.4265     
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.54333        9.04950                 NaN            NaN   8.32005       0.588989        46.0726        33.4255     
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   5.23636        6.16866                 NaN            NaN   8.08181       0.626873        46.4914        33.3949     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   5.26741        6.13775                 NaN            NaN   8.08143       0.626820        46.4905        33.3961     
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   2.62259        8.99907                 NaN            NaN   8.32343       0.577497        46.0438        33.4336     
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   1.47901        10.0951                 NaN            NaN   8.38112       0.587513        46.0454        33.4118     
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.44336        9.17207                 NaN            NaN   8.33252       0.580276        46.0367        33.4351     
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.24684        9.37366                 NaN            NaN   8.33892       0.578441        46.0249        33.4373     
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   5.26325        6.14963                 NaN            NaN   8.08829       0.624927        46.4709        33.4030     
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.05473        9.56812                 NaN            NaN   8.34730       0.579463        46.0091        33.4413     
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80724        8.78885                 NaN            NaN   8.35155       0.576654        46.0501        33.4257     
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   4.88583        6.62904                 NaN            NaN   8.24309       0.613748        46.2089        33.4194     
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9813       0.658459                 NaN            NaN   8.37774       0.571202        45.9732        33.4381     
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94948        8.66318       0.246486E-005            NaN   8.35614       0.576997        46.0206        33.4336     
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN   2.88685        8.72902       0.601352E-005            NaN   8.36004       0.576095        46.0127        33.4353     
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03294        8.58511       0.239387E-005            NaN   8.36262       0.575498        46.0071        33.4367     
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98519        8.63623       0.235759E-005            NaN   8.36651       0.574596        45.9991        33.4384     
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   5.50294        5.91180                 NaN            NaN   8.08610       0.624166        46.4612        33.4138     
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22302        5.29560                 NaN            NaN   8.16941       0.617042        46.2560        33.4390     
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.12824        8.50147                 NaN            NaN   8.37622       0.572313        45.9787        33.4430     
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   5.39251        6.03268                 NaN            NaN   8.09686       0.621742        46.4374        33.4188     
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35911        5.22738       0.462219E-005            NaN   8.33793       0.590871        46.0364        33.4483     
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.20056        8.43801       0.527874E-005            NaN   8.38639       0.569899        45.9574        33.4478     
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   3.21302        8.42863       0.519677E-005            NaN   8.38980       0.569081        45.9501        33.4493     
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   3.25851        8.38613       0.529216E-005            NaN   8.39316       0.568271        45.9430        33.4510     
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   5.39488        6.05341                 NaN            NaN   8.11298       0.616260        46.3935        33.4289     
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.24559        8.40540                 NaN            NaN   8.40033       0.566542        45.9279        33.4542     
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   5.42583        6.02399                 NaN            NaN   8.11386       0.615869        46.3889        33.4315     
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   5.43968        6.01107                 NaN            NaN   8.11439       0.615635        46.3863        33.4329     
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   5.45444        5.99720                 NaN            NaN   8.11487       0.615399        46.3839        33.4342     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   5.47100        5.98140                 NaN            NaN   8.11509       0.615221        46.3818        33.4355     
  1092.63        2500.00                 NaN            NaN            NaN            NaN            NaN   4.12935        7.51868                 NaN            NaN   8.44759       0.561235        45.8906        33.4525     
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   6.32944        5.25739       0.211725E-004            NaN   8.29199       0.595048        46.0696        33.4566     
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   6.31937        5.27082                 NaN            NaN   8.29437       0.594269        46.0628        33.4584     
  1088.15        2500.00                 NaN            NaN            NaN            NaN            NaN   6.02317        5.61870                 NaN            NaN   8.26449       0.573219        46.0518        33.4686     
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   3.51043        8.12893                 NaN            NaN   8.44142       0.564988        45.8984        33.4558     
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   7.61900       0.128981E-004   3.57921       0.928459E-004   7.92545       0.656932        46.8383        33.3810     
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   5.55691        5.88734                 NaN            NaN   8.10914       0.617069        46.3881        33.4415     
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97552        8.71639       0.175278E-005            NaN   8.44507       0.555436        45.8332        33.4744     
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   5.59744        5.84813                 NaN            NaN   8.10915       0.616770        46.3844        33.4441     
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN   5.59137        5.85618                 NaN            NaN   8.11075       0.616264        46.3800        33.4455     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   7.65690       0.127670E-004   3.53527       0.108481E-003   7.92930       0.657844        46.8306        33.3900     
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71149        9.00621                 NaN            NaN   8.45532       0.552096        45.7869        33.4880     
  1074.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71142        9.01000                 NaN            NaN   8.45847       0.551232        45.7790        33.4899     
  1073.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.20732        8.50268                 NaN            NaN   8.46417       0.550615        45.7911        33.4841     
  1071.72        2500.00                 NaN            NaN            NaN            NaN            NaN   5.00128        6.68539                 NaN            NaN   8.48245       0.557046        45.7950        33.4788     
  1070.22        2500.00                 NaN            NaN            NaN            NaN            NaN   5.76404        5.68297                 NaN            NaN   8.10647       0.616372        46.3776        33.4525     
  1068.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.39320        8.32711                 NaN            NaN   8.47343       0.547881        45.7693        33.4891     
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41425        8.30689                 NaN            NaN   8.47582       0.547664        45.7650        33.4904     
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80056        8.93838                 NaN            NaN   8.47408       0.541976        45.7490        33.4960     
  1064.25        2500.00                 NaN            NaN            NaN            NaN            NaN   6.03996        5.59486       0.648335E-004            NaN   8.33896       0.580147        45.9610        33.4850     
  1062.75        2500.00                 NaN            NaN            NaN            NaN            NaN   3.19511        8.53051       0.336402E-003            NaN   8.48352       0.546145        45.7501        33.4943     
  1061.26        2500.00                 NaN            NaN            NaN            NaN            NaN   5.82326        5.63054       0.778382E-005            NaN   8.11007       0.614829        46.3606        33.4607     
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49222        8.24641                 NaN            NaN   8.49331       0.543095        45.7259        33.4990     
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49906        8.24487                 NaN            NaN   8.49834       0.541717        45.7149        33.5011     
  1056.78        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52136        8.22550                 NaN            NaN   8.50184       0.540871        45.7077        33.5028     
  1055.28        2500.00                 NaN            NaN            NaN            NaN            NaN   3.78531        7.96437                 NaN            NaN   8.50290       0.540421        45.7026        33.5044     
  1053.79        2500.00                 NaN            NaN            NaN            NaN            NaN   7.31530        4.35280                 NaN            NaN   8.42947       0.566600        45.8405        33.4953     
  1052.29        2500.00                 NaN            NaN            NaN            NaN            NaN   7.23680        4.41193                 NaN            NaN   8.42603       0.563998        45.8723        33.4890     
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   8.26086        3.45620                 NaN            NaN   8.55059       0.539618        45.6927        33.5001     
  1049.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.99309        3.68967                 NaN            NaN   8.51059       0.550473        45.7682        33.4880     
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   7.26712        4.38958                 NaN            NaN   8.43133       0.563996        45.8560        33.4920     
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   6.42574        5.26612                 NaN            NaN   8.44091       0.556212        45.8155        33.4955     
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.75560        3.92414                 NaN            NaN   8.51968       0.548510        45.7600        33.4921     
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   7.79617        3.88970                 NaN            NaN   8.52282       0.547162        45.7505        33.4936     
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10004        4.56556                 NaN            NaN   8.44225       0.561241        45.8343        33.4966     
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.08198        4.58604                 NaN            NaN   8.44449       0.559979        45.8276        33.4999     
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51413        4.19047                 NaN            NaN   8.51252       0.549807        45.7249        33.5081     
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   7.50297        4.20305                 NaN            NaN   8.51769       0.549107        45.7180        33.5092     
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   7.99042        3.74351                 NaN            NaN   8.55041       0.537581        45.6723        33.5058     
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.444052E-003   2.72287        8.97404                 NaN   8.51805       0.555681        45.7142        33.5147     
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25888        4.45516                 NaN            NaN   8.47571       0.551615        45.7407        33.5179     
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06298        4.64362                 NaN            NaN   8.46881       0.552458        45.7569        33.5152     
