|6.6.6
Archiving\03_Data\eq/QFM_m0.75/YM20/YM20_2.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         Sp(TH),kg     
  2000.00        2500.00                 NaN
  1996.79        2500.00                 NaN
  1993.59        2500.00                 NaN
  1990.38        2500.00                 NaN
  1987.18        2500.00                 NaN
  1983.97        2500.00                 NaN
  1980.77        2500.00                 NaN
  1977.56        2500.00                 NaN
  1974.36        2500.00                 NaN
  1971.15        2500.00                 NaN
  1967.95        2500.00                 NaN
  1964.74        2500.00                 NaN
  1961.54        2500.00                 NaN
  1958.33        2500.00                 NaN
  1955.13        2500.00                 NaN
  1951.92        2500.00                 NaN
  1948.72        2500.00                 NaN
  1945.51        2500.00                 NaN
  1942.31        2500.00                 NaN
  1939.10        2500.00                 NaN
  1935.90        2500.00                 NaN
  1932.69        2500.00                 NaN
  1929.49        2500.00                 NaN
  1926.28        2500.00                 NaN
  1923.08        2500.00                 NaN
  1919.87        2500.00                 NaN
  1916.67        2500.00                 NaN
  1913.46        2500.00                 NaN
  1910.26        2500.00                 NaN
  1907.05        2500.00                 NaN
  1903.85        2500.00                 NaN
  1900.64        2500.00                 NaN
  1897.44        2500.00                 NaN
  1894.23        2500.00       0.380444E-005
  1891.03        2500.00       0.236789E-004
  1887.82        2500.00       0.431476E-004
  1884.62        2500.00       0.626163E-004
  1881.41        2500.00       0.812416E-004
  1878.21        2500.00       0.998668E-004
  1875.00        2500.00       0.118492E-003
  1871.79        2500.00       0.137117E-003
  1868.59        2500.00       0.154515E-003
  1865.38        2500.00       0.171912E-003
  1862.18        2500.00       0.189309E-003
  1858.97        2500.00       0.206707E-003
  1855.77        2500.00       0.224104E-003
  1852.56        2500.00       0.241501E-003
  1849.36        2500.00       0.258898E-003
  1846.15        2500.00       0.276296E-003
  1842.95        2500.00       0.292290E-003
  1839.74        2500.00       0.308285E-003
  1836.54        2500.00       0.324279E-003
  1833.33        2500.00       0.340274E-003
  1830.13        2500.00       0.356268E-003
  1826.92        2500.00       0.372263E-003
  1823.72        2500.00       0.388257E-003
  1820.51        2500.00       0.404252E-003
  1817.31        2500.00       0.419058E-003
  1814.10        2500.00       0.433864E-003
  1810.90        2500.00       0.448670E-003
  1807.69        2500.00       0.463476E-003
  1804.49        2500.00       0.478282E-003
  1801.28        2500.00       0.493088E-003
  1798.08        2500.00       0.507894E-003
  1794.87        2500.00       0.522700E-003
  1791.67        2500.00       0.536373E-003
  1788.46        2500.00       0.550045E-003
  1785.26        2500.00       0.563718E-003
  1782.05        2500.00       0.577391E-003
  1778.85        2500.00       0.591064E-003
  1775.64        2500.00       0.604736E-003
  1772.44        2500.00       0.618409E-003
  1769.23        2500.00       0.632082E-003
  1766.03        2500.00       0.644821E-003
  1762.82        2500.00       0.657559E-003
  1759.62        2500.00       0.670298E-003
  1756.41        2500.00       0.683037E-003
  1753.21        2500.00       0.695775E-003
  1750.00        2500.00       0.708514E-003
  1746.79        2500.00       0.721253E-003
  1743.59        2500.00       0.733991E-003
  1740.38        2500.00       0.745823E-003
  1737.18        2500.00       0.757655E-003
  1733.97        2500.00       0.769487E-003
  1730.77        2500.00       0.781318E-003
  1727.56        2500.00       0.793150E-003
  1724.36        2500.00       0.804982E-003
  1721.15        2500.00       0.816814E-003
  1717.95        2500.00       0.828646E-003
  1714.74        2500.00       0.839687E-003
  1711.54        2500.00       0.850729E-003
  1708.33        2500.00       0.861771E-003
  1705.13        2500.00       0.872813E-003
  1701.92        2500.00       0.883854E-003
  1698.72        2500.00       0.894896E-003
  1695.51        2500.00       0.905938E-003
  1692.31        2500.00       0.916980E-003
  1689.10        2500.00       0.927322E-003
  1685.90        2500.00       0.937664E-003
  1682.69        2500.00       0.948007E-003
  1679.49        2500.00       0.958349E-003
  1676.28        2500.00       0.968692E-003
  1673.08        2500.00       0.979034E-003
  1669.87        2500.00       0.989377E-003
  1666.67        2500.00       0.999719E-003
  1663.46        2500.00       0.100960E-002
  1660.26        2500.00       0.101947E-002
  1657.05        2500.00       0.102935E-002
  1653.85        2500.00       0.103922E-002
  1650.64        2500.00       0.104910E-002
  1647.44        2500.00       0.105898E-002
  1644.23        2500.00       0.106885E-002
  1641.03        2500.00       0.107873E-002
  1637.82        2500.00       0.108796E-002
  1634.62        2500.00       0.109719E-002
  1631.41        2500.00       0.110449E-002
  1628.21        2500.00       0.109690E-002
  1625.00        2500.00       0.108923E-002
  1621.79        2500.00       0.108156E-002
  1618.59        2500.00       0.107389E-002
  1615.38        2500.00       0.106622E-002
  1612.18        2500.00       0.105821E-002
  1608.97        2500.00       0.105020E-002
  1605.77        2500.00       0.104218E-002
  1602.56        2500.00       0.103417E-002
  1599.36        2500.00       0.102616E-002
  1596.15        2500.00       0.101815E-002
  1592.95        2500.00       0.101014E-002
  1589.74        2500.00       0.100213E-002
  1586.54        2500.00       0.993772E-003
  1583.33        2500.00       0.985412E-003
  1580.13        2500.00       0.977051E-003
  1576.92        2500.00       0.968691E-003
  1573.72        2500.00       0.960331E-003
  1570.51        2500.00       0.951971E-003
  1567.31        2500.00       0.943611E-003
  1564.10        2500.00       0.935251E-003
  1560.90        2500.00       0.925950E-003
  1557.69        2500.00       0.916648E-003
  1554.49        2500.00       0.907346E-003
  1551.28        2500.00       0.898045E-003
  1548.08        2500.00       0.888743E-003
  1544.87        2500.00       0.879442E-003
  1541.67        2500.00       0.870140E-003
  1538.46        2500.00       0.860838E-003
  1535.26        2500.00       0.850649E-003
  1532.05        2500.00       0.840459E-003
  1528.85        2500.00       0.830270E-003
  1525.64        2500.00       0.820080E-003
  1522.44        2500.00       0.809891E-003
  1519.23        2500.00       0.799701E-003
  1516.03        2500.00       0.789512E-003
  1512.82        2500.00       0.779322E-003
  1509.62        2500.00       0.767854E-003
  1506.41        2500.00       0.756386E-003
  1503.21        2500.00       0.744918E-003
  1500.00        2500.00       0.733450E-003
  1496.79        2500.00       0.721982E-003
  1493.59        2500.00       0.710514E-003
  1490.38        2500.00       0.699046E-003
  1487.18        2500.00       0.687578E-003
  1483.97        2500.00       0.675680E-003
  1480.77        2500.00       0.663782E-003
  1477.56        2500.00       0.659590E-003
  1474.36        2500.00       0.663930E-003
  1471.15        2500.00       0.670472E-003
  1467.95        2500.00       0.677013E-003
  1464.74        2500.00       0.683555E-003
  1461.54        2500.00       0.690096E-003
  1458.33        2500.00       0.702176E-003
  1455.13        2500.00       0.714256E-003
  1451.92        2500.00       0.726335E-003
  1448.72        2500.00       0.738415E-003
  1445.51        2500.00       0.750495E-003
  1442.31        2500.00       0.762575E-003
  1439.10        2500.00       0.774654E-003
  1435.90        2500.00       0.786734E-003
  1432.69        2500.00       0.801830E-003
  1429.49        2500.00       0.821426E-003
  1426.28        2500.00       0.821426E-003
  1423.08        2500.00       0.872399E-003
  1419.87        2500.00       0.872399E-003
  1416.67        2500.00       0.872399E-003
  1413.46        2500.00       0.872399E-003
  1410.26        2500.00       0.972764E-003
  1407.05        2500.00       0.972764E-003
  1403.85        2500.00       0.102260E-002
  1400.64        2500.00       0.104458E-002
  1397.44        2500.00       0.105624E-002
  1394.23        2500.00       0.105624E-002
  1391.03        2500.00       0.105624E-002
  1387.82        2500.00       0.105624E-002
  1384.62        2500.00       0.110088E-002
  1381.41        2500.00       0.110088E-002
  1378.21        2500.00       0.110088E-002
  1375.00        2500.00       0.110088E-002
  1371.79        2500.00       0.110088E-002
  1368.59        2500.00       0.110088E-002
  1365.38        2500.00       0.110088E-002
  1362.18        2500.00       0.110088E-002
  1358.97        2500.00       0.118278E-002
  1355.77        2500.00       0.118278E-002
  1352.56        2500.00       0.118278E-002
  1349.36        2500.00       0.118278E-002
  1346.15        2500.00       0.118278E-002
  1342.95        2500.00       0.118278E-002
  1339.74        2500.00       0.118278E-002
  1336.54        2500.00       0.118278E-002
  1333.33        2500.00       0.125795E-002
  1330.13        2500.00       0.125795E-002
  1326.92        2500.00       0.125795E-002
  1323.72        2500.00       0.125795E-002
  1320.51        2500.00       0.129435E-002
  1317.31        2500.00       0.132099E-002
  1314.10        2500.00       0.134339E-002
  1310.90        2500.00       0.134339E-002
  1307.69        2500.00       0.135353E-002
  1304.49        2500.00       0.135353E-002
  1301.28        2500.00       0.135353E-002
  1298.08        2500.00       0.135353E-002
  1294.87        2500.00       0.135353E-002
  1291.67        2500.00       0.135353E-002
  1288.46        2500.00       0.135353E-002
  1285.26        2500.00       0.135353E-002
  1282.05        2500.00       0.139521E-002
  1278.85        2500.00       0.139521E-002
  1275.64        2500.00       0.139521E-002
  1272.44        2500.00       0.139521E-002
  1269.23        2500.00       0.139521E-002
  1266.03        2500.00       0.139521E-002
  1262.82        2500.00       0.139521E-002
  1259.62        2500.00       0.139521E-002
  1256.41        2500.00       0.143845E-002
  1253.21        2500.00       0.143845E-002
  1250.00        2500.00       0.143845E-002
  1246.79        2500.00       0.143845E-002
  1243.59        2500.00       0.143845E-002
