|6.6.6
Archiving\03_Data\eq/QFM_m0.75/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7694       0.216496       0.140632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7694       0.216509       0.140635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7694       0.216522       0.140638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7694       0.216535       0.140640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7694       0.216548       0.140643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7694       0.216561       0.140646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7694       0.216575       0.140649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.4229       0.216616                 NaN  0.360475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.4098       0.216631                 NaN  0.373545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3918       0.216646                 NaN  0.391531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3738       0.216662                 NaN  0.409522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3558       0.216678                 NaN  0.427516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3378       0.216694                 NaN  0.445513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3198       0.216709                 NaN  0.463515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3018       0.216725                 NaN  0.481520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2837       0.216741                 NaN  0.499529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2657       0.216757                 NaN  0.517542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2240       0.216776                 NaN  0.559248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1822       0.216795                 NaN  0.600963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1405       0.216814                 NaN  0.642688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0987       0.216833                 NaN  0.684424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0570       0.216852                 NaN  0.726169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0152       0.216871                 NaN  0.767924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.9734       0.216890                 NaN  0.809689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.9316       0.216909                 NaN  0.851464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.8370       0.216936                 NaN  0.946082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.7423       0.216962                 NaN   1.04073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.6476       0.216988                 NaN   1.13540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.5529       0.217014                 NaN   1.23011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.3851       0.209904                 NaN   1.38657       0.184140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.1033       0.167061                 NaN   1.60074       0.128944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.6519       0.106134                 NaN   1.95578       0.286143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.2003       0.451621E-001            NaN   2.31111       0.443476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
