|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1523.81        500.000        99.5300                 NaN            NaN            NaN            NaN  0.463747       0.625295E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5340                 NaN            NaN            NaN            NaN  0.459847       0.619867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5372                 NaN            NaN            NaN            NaN  0.456635       0.615278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5411                 NaN            NaN            NaN            NaN  0.452748       0.610735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6865                 NaN            NaN            NaN            NaN  0.309224       0.425604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.9090                 NaN            NaN            NaN            NaN  0.899136E-001  0.110002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.8844                 NaN            NaN            NaN            NaN  0.792284       0.830167E-002  0.314987                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0697                 NaN            NaN            NaN            NaN  0.148255E-001            NaN  0.915498                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0760                 NaN            NaN            NaN            NaN  0.864793E-002            NaN  0.915319                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0876                 NaN            NaN            NaN            NaN  0.509449E-001            NaN  0.861424                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1008                 NaN            NaN            NaN            NaN  0.298785E-002            NaN  0.896253                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1218                 NaN            NaN            NaN            NaN  0.965242E-001            NaN  0.781633                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1116                 NaN            NaN            NaN            NaN            NaN            NaN  0.888418                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1229                 NaN            NaN            NaN            NaN            NaN            NaN  0.877121                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1296                 NaN            NaN            NaN            NaN            NaN            NaN  0.870401                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1381                 NaN            NaN            NaN            NaN            NaN            NaN  0.861887                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1456                 NaN            NaN            NaN            NaN  0.476770E-002            NaN  0.849599                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1524                 NaN            NaN            NaN            NaN  0.108534E-005            NaN  0.847564                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1585                 NaN            NaN            NaN            NaN            NaN            NaN  0.841511                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1654                 NaN            NaN            NaN            NaN            NaN            NaN  0.834601                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1712                 NaN            NaN            NaN            NaN            NaN            NaN  0.828777                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1805                 NaN            NaN            NaN            NaN  0.132314E-001            NaN  0.806307                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1831                 NaN            NaN            NaN            NaN            NaN            NaN  0.816923                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0278                 NaN            NaN            NaN            NaN            NaN            NaN  0.329722       0.642436                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806941       0.766849                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.2362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.592223        1.17162                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.2632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15352       0.583265                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.2915                 NaN            NaN            NaN            NaN            NaN            NaN  0.397544E-001   1.14153       0.527196                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.3169                 NaN            NaN            NaN            NaN            NaN            NaN  0.406592E-001   1.12341       0.519009                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.3404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.559725        1.09991                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.3635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.553644        1.08290                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.3889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.545733        1.06538                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.4089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.539041        1.05207                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.4310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.533142        1.03588                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.4526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02070       0.526699                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00615       0.521282                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992328       0.514333                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977434       0.510141                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.503042       0.966834                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.498580       0.953970                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.495040       0.939929                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.489876       0.929961                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.915307       0.484400                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.904578       0.480067                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.476654       0.895022                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.472220       0.883427                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.6585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.873697       0.467799                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.6714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.863096       0.465458                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.459739       0.854465                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.845859       0.456918                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.835454       0.452808                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827437       0.449726                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.7349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.446463       0.818593                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.2852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06093       0.896421       0.757439                 NaN            NaN            NaN
  1388.47        500.000        97.0509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.892825        1.16384       0.892480                 NaN            NaN            NaN
  1385.96        500.000        97.1187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13806       0.873153       0.870136                 NaN            NaN            NaN
  1383.46        500.000        97.1593                 NaN            NaN            NaN            NaN  0.254347                 NaN            NaN  0.947789       0.728828       0.909782                 NaN            NaN            NaN
  1380.95        500.000        97.2076                 NaN            NaN            NaN            NaN  0.439255                 NaN            NaN  0.999973       0.420489       0.932678                 NaN            NaN            NaN
  1378.45        500.000        97.2713                 NaN            NaN            NaN            NaN  0.445830                 NaN            NaN  0.986528       0.382804       0.913536                 NaN            NaN            NaN
  1375.94        500.000        97.3322                 NaN            NaN            NaN            NaN  0.452100                 NaN            NaN  0.345289       0.974841       0.895569                 NaN            NaN            NaN
  1373.43        500.000        97.3922                 NaN            NaN            NaN            NaN  0.457253                 NaN            NaN  0.962091       0.311409       0.876998                 NaN            NaN            NaN
  1370.93        500.000        97.4509                 NaN            NaN            NaN            NaN  0.463939                 NaN            NaN  0.948813       0.276661       0.859710                 NaN            NaN            NaN
  1368.42        500.000        97.5048                 NaN            NaN            NaN            NaN  0.468033                 NaN            NaN  0.940367       0.244137       0.842646                 NaN            NaN            NaN
  1365.91        500.000        97.5575                 NaN            NaN            NaN            NaN  0.472828                 NaN            NaN  0.213581       0.929350       0.826746                 NaN            NaN            NaN
  1363.41        500.000        97.6003                 NaN            NaN            NaN            NaN  0.482915                 NaN            NaN  0.179346       0.922169       0.815222                 NaN            NaN            NaN
  1360.90        500.000        97.6685                 NaN            NaN            NaN            NaN  0.475871                 NaN            NaN  0.160942       0.903973       0.790735                 NaN            NaN            NaN
  1358.40        500.000        97.7066                 NaN            NaN            NaN            NaN  0.483599                 NaN            NaN  0.130362       0.899362       0.780058                 NaN            NaN            NaN
  1355.89        500.000        97.7491                 NaN            NaN            NaN            NaN  0.488727                 NaN            NaN  0.102552       0.892541       0.767097                 NaN            NaN            NaN
  1353.38        500.000        97.8000                 NaN            NaN            NaN            NaN  0.486194                 NaN            NaN  0.879147       0.849493E-001  0.749727                 NaN            NaN            NaN
  1350.88        500.000        97.8408                 NaN            NaN            NaN            NaN  0.489846                 NaN            NaN  0.871680       0.604796E-001  0.737232                 NaN            NaN            NaN
  1348.37        500.000        97.8797                 NaN            NaN            NaN            NaN  0.490172                 NaN            NaN  0.864196       0.414861E-001  0.724415                 NaN            NaN            NaN
  1345.86        500.000        97.9222                 NaN            NaN            NaN            NaN  0.489817                 NaN            NaN  0.225616E-001  0.855265       0.710164                 NaN            NaN            NaN
  1343.36        500.000        97.9311                 NaN            NaN            NaN            NaN  0.501358                 NaN            NaN  0.854676                 NaN  0.712833                 NaN            NaN            NaN
  1340.85        500.000        98.0313                 NaN            NaN            NaN            NaN  0.460589                 NaN            NaN  0.281417E-001  0.814080       0.665854                 NaN            NaN            NaN
  1338.35        500.000        97.8221                 NaN            NaN            NaN            NaN  0.393193       0.111289                 NaN  0.295236E-001  0.926968       0.716909                 NaN            NaN            NaN
  1335.84        500.000        97.7459                 NaN            NaN            NaN            NaN  0.326162       0.161325                 NaN  0.964292       0.790615E-001  0.723214                 NaN            NaN            NaN
  1333.33        500.000        97.7255                 NaN            NaN            NaN            NaN  0.295625       0.190143                 NaN  0.994343       0.728870E-001  0.721484                 NaN            NaN            NaN
  1330.83        500.000        97.7329                 NaN            NaN            NaN            NaN  0.274171       0.208817                 NaN  0.571796E-001   1.01320       0.713698                 NaN            NaN            NaN
  1328.32        500.000        97.7618                 NaN            NaN            NaN            NaN  0.262226       0.217309                 NaN  0.386578E-001   1.01744       0.702554                 NaN            NaN            NaN
  1325.81        500.000        97.8173                 NaN            NaN            NaN            NaN  0.256610       0.215259                 NaN  0.998319       0.264525E-001  0.686019                 NaN            NaN            NaN
  1323.31        500.000        97.8634                 NaN            NaN            NaN            NaN  0.251116       0.216502                 NaN  0.426737E-002  0.993310       0.671402                 NaN            NaN            NaN
  1320.80        500.000        97.9195                 NaN            NaN            NaN            NaN  0.241934       0.212494                 NaN  0.968741       0.328319E-002  0.654082                 NaN            NaN            NaN
  1318.30        500.000        97.9767                 NaN            NaN            NaN            NaN  0.235063       0.207517                 NaN  0.943940                 NaN  0.636813                 NaN            NaN            NaN
  1315.79        500.000        98.0330                 NaN            NaN            NaN            NaN  0.228402       0.202168                 NaN  0.916607                 NaN  0.619819                 NaN            NaN            NaN
  1313.28        500.000        98.0848                 NaN            NaN            NaN            NaN  0.220447       0.196963                 NaN  0.893985                 NaN  0.603779                 NaN            NaN            NaN
  1310.78        500.000        98.1425                 NaN            NaN            NaN            NaN  0.214280       0.191602                 NaN  0.865196                 NaN  0.586450                 NaN            NaN            NaN
  1308.27        500.000        98.1944                 NaN            NaN            NaN            NaN  0.209025       0.185912                 NaN  0.839668                 NaN  0.570960                 NaN            NaN            NaN
  1305.76        500.000        98.2470                 NaN            NaN            NaN            NaN  0.202577       0.180312                 NaN  0.815067                 NaN  0.555084                 NaN            NaN            NaN
  1303.26        500.000        98.2972                 NaN            NaN            NaN            NaN  0.196480       0.175249                 NaN  0.791208                 NaN  0.539833                 NaN            NaN            NaN
  1300.75        500.000        98.3459                 NaN            NaN            NaN            NaN  0.192033       0.169785                 NaN  0.767049                 NaN  0.525258                 NaN            NaN            NaN
  1298.25        500.000        98.3933                 NaN            NaN            NaN            NaN  0.187431       0.164618                 NaN  0.743715                 NaN  0.510972                 NaN            NaN            NaN
  1295.74        500.000        98.4403                 NaN            NaN            NaN            NaN  0.180269       0.159555                 NaN  0.723503                 NaN  0.496325                 NaN            NaN            NaN
  1293.23        500.000        98.4851                 NaN            NaN            NaN            NaN  0.176687       0.154678                 NaN  0.700601                 NaN  0.482932                 NaN            NaN            NaN
  1290.73        500.000        98.5282                 NaN            NaN            NaN            NaN  0.171593       0.150057                 NaN  0.680408                 NaN  0.469713                 NaN            NaN            NaN
  1288.22        500.000        98.5715                 NaN            NaN            NaN            NaN  0.166258       0.145646                 NaN  0.660211                 NaN  0.456399                 NaN            NaN            NaN
  1285.71        500.000        98.6117                 NaN            NaN            NaN            NaN  0.161287       0.140775                 NaN  0.642380                 NaN  0.443892                 NaN            NaN            NaN
  1283.21        500.000        98.6528                 NaN            NaN            NaN            NaN  0.156690       0.136597                 NaN  0.622549                 NaN  0.431351                 NaN            NaN            NaN
  1280.70        500.000        98.6918                 NaN            NaN            NaN            NaN  0.152004       0.132291                 NaN  0.604603                 NaN  0.419273                 NaN            NaN            NaN
  1278.20        500.000        98.7290                 NaN            NaN            NaN            NaN  0.148575       0.128042                 NaN  0.586574                 NaN  0.407763                 NaN            NaN            NaN
  1275.69        500.000        98.7662                 NaN            NaN            NaN            NaN  0.143283       0.124073                 NaN  0.570323                 NaN  0.396134                 NaN            NaN            NaN
  1273.18        500.000        98.8018                 NaN            NaN            NaN            NaN  0.139390       0.119996                 NaN  0.553731                 NaN  0.385041                 NaN            NaN            NaN
  1270.68        500.000        98.8365                 NaN            NaN            NaN            NaN  0.135978       0.116176                 NaN  0.537081                 NaN  0.374312                 NaN            NaN            NaN
  1268.17        500.000        98.8708                 NaN            NaN            NaN            NaN  0.130952       0.112324                 NaN  0.522481                 NaN  0.363426                 NaN            NaN            NaN
  1265.66        500.000        98.9038                 NaN            NaN            NaN            NaN  0.127949       0.108554                 NaN  0.506508                 NaN  0.353215                 NaN            NaN            NaN
  1263.16        500.000        98.9359                 NaN            NaN            NaN            NaN  0.123702       0.105011                 NaN  0.492272                 NaN  0.343104                 NaN            NaN            NaN
  1260.65        500.000        98.9667                 NaN            NaN            NaN            NaN  0.119506       0.101597                 NaN  0.478886                 NaN  0.333315                 NaN            NaN            NaN
  1258.15        500.000        98.9972                 NaN            NaN            NaN            NaN  0.115888       0.981749E-001            NaN  0.465039                 NaN  0.323734                 NaN            NaN            NaN
  1255.64        500.000        95.3319                 NaN            NaN            NaN            NaN  0.213047       0.235794                 NaN  0.991976                 NaN  0.719333        2.50793                 NaN            NaN
  1253.13        500.000        92.5015                 NaN            NaN            NaN            NaN            NaN  0.303154                 NaN  0.927455       0.907447        1.01868        4.34180                 NaN            NaN
  1250.63        500.000        93.2210                 NaN            NaN            NaN            NaN            NaN  0.280730                 NaN  0.866827       0.780130       0.922615        3.92871                 NaN            NaN
  1248.12        500.000        93.7914                 NaN            NaN            NaN            NaN  0.806588E-006  0.257951                 NaN  0.799821       0.705479       0.846677        3.59868                 NaN            NaN
  1245.61        500.000        94.2875                 NaN            NaN            NaN            NaN            NaN  0.238825                 NaN  0.636543       0.742516       0.779444        3.31514                 NaN            NaN
  1243.11        500.000        94.7122                 NaN            NaN            NaN            NaN            NaN  0.221315                 NaN  0.691281       0.581311       0.721359        3.07252                 NaN            NaN
  1240.60        500.000        95.0874                 NaN            NaN            NaN            NaN            NaN  0.205364                 NaN  0.644602       0.533800       0.669375        2.85943                 NaN            NaN
  1238.10        500.000        95.4211                 NaN            NaN            NaN            NaN            NaN  0.190851                 NaN  0.602499       0.492034       0.622493        2.67100                 NaN            NaN
  1235.59        500.000        95.7169                 NaN            NaN            NaN            NaN            NaN  0.177164                 NaN  0.457920       0.563182       0.580631        2.50422                 NaN            NaN
  1233.08        500.000        95.9837                 NaN            NaN            NaN            NaN            NaN  0.164353                 NaN  0.526900       0.428704       0.542369        2.35398                 NaN            NaN
  1230.58        500.000        96.2257                 NaN            NaN            NaN            NaN            NaN  0.152298                 NaN  0.403766       0.492400       0.507421        2.21843                 NaN            NaN
  1228.07        500.000        96.4500                 NaN            NaN            NaN            NaN            NaN  0.141102                 NaN  0.460182       0.380664       0.474804        2.09325                 NaN            NaN
  1225.56        500.000        96.6470                 NaN            NaN            NaN            NaN            NaN  0.130491                 NaN  0.430822       0.363812       0.445851        1.98207                 NaN            NaN
  1223.06        500.000        96.8311                 NaN            NaN            NaN            NaN            NaN  0.120461                 NaN  0.348763       0.402122       0.418786        1.87877                 NaN            NaN
  1220.55        500.000        97.0018                 NaN            NaN            NaN            NaN            NaN  0.111136                 NaN  0.375357       0.334242       0.393654        1.78378                 NaN            NaN
  1218.05        500.000        97.1588                 NaN            NaN            NaN            NaN            NaN  0.102119                 NaN  0.350349       0.323530       0.370248        1.69492                 NaN            NaN
  1215.54        500.000        97.3001                 NaN            NaN            NaN            NaN            NaN  0.935126E-001            NaN  0.326226       0.316142       0.349235        1.61479                 NaN            NaN
  1213.03        500.000        69.9547                 NaN            NaN            NaN            NaN  0.370976       0.663586                 NaN   2.44345                 NaN   2.58737        12.2746        11.7053                 NaN
  1210.53        500.000        46.0782                 NaN            NaN            NaN            NaN   1.00544        1.00847                 NaN   3.96002                 NaN   4.57913        21.3334        22.0354                 NaN
  1208.02        500.000        67.3648                 NaN            NaN            NaN            NaN  0.654501       0.611847                 NaN   2.36488                 NaN   2.76831        12.9246        13.3110                 NaN
  1205.51        500.000        71.4814                 NaN            NaN            NaN            NaN  0.531377       0.524169                 NaN   2.19367                 NaN   2.40911        11.2483        11.6119                 NaN
  1203.01        500.000        75.6724                 NaN            NaN            NaN            NaN  0.470673       0.436996                 NaN   1.79071                 NaN   2.05107        9.61945        9.95869                 NaN
  1200.50        500.000        78.8777                 NaN            NaN            NaN            NaN  0.422879       0.367271                 NaN   1.55092                 NaN   1.77435        8.35759        8.64928                 NaN
  1197.99        500.000        81.5247                 NaN            NaN            NaN            NaN  0.366740       0.316258                 NaN   1.32801                 NaN   1.54435        7.34303        7.57689                 NaN
  1195.49        500.000        81.1021                 NaN            NaN            NaN            NaN  0.344167       0.342435                 NaN   1.31439                 NaN   1.59933        7.60197        7.69562                 NaN
  1192.98        500.000        85.5956                 NaN            NaN            NaN            NaN  0.282780       0.219127                 NaN   1.06776                 NaN   1.14227        5.67161        6.02082                 NaN
  1190.48        500.000        85.1421                 NaN            NaN            NaN            NaN  0.265200       0.244948                 NaN   1.05684                 NaN   1.20164        6.02682        6.06248                 NaN
  1187.97        500.000        82.4618                 NaN            NaN            NaN            NaN  0.321468       0.276274                 NaN   1.10864                 NaN   1.39539        7.17961        7.25677                 NaN
  1185.46        500.000        72.9865                 NaN            NaN            NaN            NaN  0.395485       0.424642                 NaN   1.61163                 NaN   2.04498        11.4283        11.1085                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.28452        1.52542                 NaN   5.09350                 NaN   7.15183        43.4648        41.4799                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   1.31459        1.51099                 NaN   5.07877                 NaN   7.15690        43.4625        41.4762                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   1.41413        1.52128                 NaN   4.88531                 NaN   7.16018        43.4880        41.5311                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   1.42932        1.51274                 NaN   4.87994                 NaN   7.16236        43.4874        41.5282                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.44420        1.50436                 NaN   4.87471                 NaN   7.16450        43.4869        41.5254                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   1.45866        1.49618                 NaN   4.86968                 NaN   7.16659        43.4863        41.5226                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   1.47300        1.48796                 NaN   4.86498                 NaN   7.16867        43.4856        41.5198                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.48733        1.47971                 NaN   4.86036                 NaN   7.17075        43.4850        41.5169                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   1.53765        1.44456                 NaN   4.85803                 NaN   7.18016        43.4861        41.4935                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.53986        1.44430                 NaN   4.85487                 NaN   7.18072        43.4839        41.4963                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.54200        1.44402                 NaN   4.85190                 NaN   7.18130        43.4817        41.4991                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   1.54413        1.44372                 NaN   4.84896                 NaN   7.18189        43.4795        41.5018                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   1.54625        1.44342                 NaN   4.84608                 NaN   7.18248        43.4772        41.5046                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   1.54832        1.44308                 NaN   4.84340                 NaN   7.18311        43.4748        41.5073                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   1.55040        1.44272                 NaN   4.84077                 NaN   7.18376        43.4724        41.5100                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   1.55248        1.44235                 NaN   4.83816                 NaN   7.18443        43.4699        41.5127                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   1.61571        1.40419                 NaN   4.82370                 NaN   7.18980        43.4772        41.4894                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   1.63003        1.39567                 NaN   4.82004                 NaN   7.19203        43.4760        41.4862                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   3.07245                 NaN            NaN   4.70981                 NaN   7.30831        43.5956        40.8573       0.456565     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.07486                 NaN            NaN   4.70581                 NaN   7.30873        43.5936        40.8604       0.456631     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.07926                 NaN            NaN   4.73693                 NaN   7.33204        43.5275        40.8726       0.451704     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.08665                 NaN            NaN   4.72629                 NaN   7.33466        43.5212        40.8794       0.451774     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.09490                 NaN            NaN   4.71240                 NaN   7.33538        43.5197        40.8854       0.452226     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.10176                 NaN            NaN   4.70159                 NaN   7.33640        43.5168        40.8910       0.452475     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.10846                 NaN            NaN   4.69103                 NaN   7.33753        43.5137        40.8966       0.452731     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.11513                 NaN            NaN   4.68059                 NaN   7.33874        43.5104        40.9022       0.452984     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.12382                 NaN            NaN   4.66562                 NaN   7.34158        43.5067        40.9087       0.453594     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.12800                 NaN            NaN   4.66043                 NaN   7.34100        43.5039        40.9132       0.453473     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.13521                 NaN            NaN   4.64859                 NaN   7.34198        43.5014        40.9190       0.453805     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.14165                 NaN            NaN   4.63828                 NaN   7.34304        43.4985        40.9245       0.454073     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.14701                 NaN            NaN   4.63157                 NaN   7.34414        43.4929        40.9303       0.454090     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.15326                 NaN            NaN   4.62041                 NaN   7.34541        43.4915        40.9350       0.454490     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.15860                 NaN            NaN   4.61249                 NaN   7.34686        43.4873        40.9401       0.454647     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.19011                 NaN            NaN   4.54103                 NaN   7.33996        43.5172        40.9538       0.457953     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.19174                 NaN            NaN   4.53828                 NaN   7.34033        43.5151        40.9566       0.457995     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.17437                 NaN            NaN   4.59047                 NaN   7.35169        43.4725        40.9560       0.455012     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.17972                 NaN            NaN   4.58247                 NaN   7.35302        43.4685        40.9611       0.455181     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.20882                 NaN            NaN   4.51422                 NaN   7.34554        43.4999        40.9731       0.458399     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.21035                 NaN            NaN   4.51169                 NaN   7.34594        43.4977        40.9759       0.458433     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.19608                 NaN            NaN   4.55780                 NaN   7.35701        43.4566        40.9767       0.455740     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.20103                 NaN            NaN   4.55056                 NaN   7.35842        43.4524        40.9817       0.455880     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.20589                 NaN            NaN   4.54351                 NaN   7.35985        43.4480        40.9867       0.456015     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.21624                 NaN            NaN   4.50197                 NaN   7.34759        43.4888        40.9869       0.458555     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   3.21767                 NaN            NaN   4.49963                 NaN   7.34801        43.4865        40.9896       0.458582     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   3.21908                 NaN            NaN   4.49734                 NaN   7.34845        43.4842        40.9923       0.458607     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   3.22047                 NaN            NaN   4.49508                 NaN   7.34889        43.4819        40.9950       0.458631     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   3.22184                 NaN            NaN   4.49286                 NaN   7.34935        43.4795        40.9978       0.458654     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   3.22319                 NaN            NaN   4.49067                 NaN   7.34980        43.4772        41.0005       0.458676     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.22471                 NaN            NaN   4.48862                 NaN   7.35053        43.4740        41.0034       0.458671     
