|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1183.76        500.000                 NaN            NaN   11.5863                 NaN            NaN   7.33020                 NaN   40.8878       0.569567        39.6261     
  1182.69        500.000                 NaN            NaN   11.5716       0.325190E-004            NaN   7.32313                 NaN   40.9085       0.573395        39.6234     
  1181.62        500.000                 NaN            NaN   11.5904                 NaN            NaN   7.33432                 NaN   40.8808       0.567836        39.6267     
  1180.55        500.000                 NaN            NaN   11.5940                 NaN            NaN   7.33726                 NaN   40.8751       0.566356        39.6273     
  1179.49        500.000                 NaN            NaN   11.5944                 NaN            NaN   7.33850                 NaN   40.8737       0.566106        39.6273     
  1178.42        500.000                 NaN            NaN   11.5965                 NaN            NaN   7.34064                 NaN   40.8701       0.565215        39.6276     
  1177.35        500.000                 NaN            NaN   11.2749       0.323732                 NaN   7.34281                 NaN   40.8664       0.564311        39.6279     
  1176.28        500.000                 NaN            NaN   11.6008                 NaN            NaN   7.34503                 NaN   40.8626       0.563376        39.6282     
  1175.21        500.000                 NaN            NaN  0.154866        11.4470                 NaN   7.34619                 NaN   40.8606       0.562916        39.6284     
  1174.14        500.000                 NaN            NaN  0.333755        11.2691                 NaN   7.34723                 NaN   40.8588       0.562499        39.6286     
  1173.08        500.000                 NaN            NaN  0.513796        11.0901                 NaN   7.34827                 NaN   40.8571       0.562083        39.6287     
  1172.01        500.000                 NaN            NaN   11.6045                 NaN            NaN   7.33803                 NaN   40.8667       0.561799        39.6290     
  1170.94        500.000                 NaN            NaN  0.881579        10.7242                 NaN   7.35034                 NaN   40.8535       0.561256        39.6291     
  1169.87        500.000                 NaN            NaN   1.06868        10.5381                 NaN   7.35138                 NaN   40.8518       0.560848        39.6293     
  1168.80        500.000                 NaN            NaN   1.25766        10.3501                 NaN   7.35242                 NaN   40.8500       0.560437        39.6294     
  1167.73        500.000                 NaN            NaN   1.44822        10.1605                 NaN   7.35345                 NaN   40.8482       0.560030        39.6296     
  1166.67        500.000                 NaN            NaN   1.64027        9.96936                 NaN   7.35449                 NaN   40.8465       0.559624        39.6298     
  1165.60        500.000                 NaN            NaN   8.19940        3.31101                 NaN   7.28880                 NaN   40.9959       0.591864        39.6131     
  1164.53        500.000                 NaN            NaN   8.18011        3.33098                 NaN   7.28967                 NaN   40.9945       0.591563        39.6132     
  1163.46        500.000                 NaN            NaN   8.16041        3.35137                 NaN   7.29056                 NaN   40.9931       0.591255        39.6133     
  1162.39        500.000                 NaN            NaN   8.14030        3.37219                 NaN   7.29145                 NaN   40.9918       0.590942        39.6134     
  1161.32        500.000                 NaN            NaN   8.11977        3.39344                 NaN   7.29236                 NaN   40.9903       0.590624        39.6135     
  1160.26        500.000                 NaN            NaN   8.09880        3.41516                 NaN   7.29327                 NaN   40.9889       0.590299        39.6136     
  1159.19        500.000                 NaN            NaN   8.07736        3.43735                 NaN   7.29420                 NaN   40.9875       0.589968        39.6137     
  1158.12        500.000                 NaN            NaN   8.05545        3.46004                 NaN   7.29513                 NaN   40.9860       0.589631        39.6138     
  1157.05        500.000                 NaN            NaN   8.03302        3.48325                 NaN   7.29608                 NaN   40.9845       0.589287        39.6139     
  1155.98        500.000                 NaN            NaN   8.01008        3.50700                 NaN   7.29704                 NaN   40.9829       0.588937        39.6140     
  1154.91        500.000                 NaN            NaN   7.98659        3.53132                 NaN   7.29801                 NaN   40.9814       0.588579        39.6141     
  1153.85        500.000                 NaN            NaN   7.96253        3.55623                 NaN   7.29899                 NaN   40.9798       0.588214        39.6142     
  1152.78        500.000                 NaN            NaN   7.93787        3.58176                 NaN   7.29999                 NaN   40.9782       0.587842        39.6143     
  1151.71        500.000                 NaN            NaN   7.91259        3.60793                 NaN   7.30100                 NaN   40.9765       0.587462        39.6145     
  1150.64        500.000                 NaN            NaN   7.88663        3.63480                 NaN   7.30202                 NaN   40.9749       0.587073        39.6146     
  1149.57        500.000                 NaN            NaN   7.85999        3.66237                 NaN   7.30306                 NaN   40.9732       0.586676        39.6147     
  1148.50        500.000                 NaN            NaN   7.83262        3.69070                 NaN   7.30412                 NaN   40.9714       0.586270        39.6149     
  1147.44        500.000                 NaN            NaN   7.80448        3.71981                 NaN   7.30519                 NaN   40.9696       0.585855        39.6150     
  1146.37        500.000                 NaN            NaN   7.77556        3.74974                 NaN   7.30628                 NaN   40.9678       0.585431        39.6152     
  1145.30        500.000                 NaN            NaN   7.74575        3.78058                 NaN   7.30739                 NaN   40.9660       0.584996        39.6153     
  1144.23        500.000                 NaN            NaN   7.71508        3.81232                 NaN   7.30852                 NaN   40.9641       0.584552        39.6155     
  1143.16        500.000                 NaN            NaN   7.68344        3.84504                 NaN   7.30966                 NaN   40.9621       0.584096        39.6156     
  1142.09        500.000                 NaN            NaN   7.65081        3.87880                 NaN   7.31083                 NaN   40.9602       0.583628        39.6158     
  1141.02        500.000                 NaN            NaN   7.61712        3.91365                 NaN   7.31202                 NaN   40.9581       0.583149        39.6159     
  1139.96        500.000                 NaN            NaN   7.58228        3.94967                 NaN   7.31324                 NaN   40.9560       0.582657        39.6161     
  1138.89        500.000                 NaN            NaN   7.54624        3.98693                 NaN   7.31448                 NaN   40.9539       0.582152        39.6163     
  1137.82        500.000                 NaN            NaN   7.50895        4.02548                 NaN   7.31574                 NaN   40.9517       0.581632        39.6165     
  1136.75        500.000                 NaN            NaN   6.64679        4.99158                 NaN   7.38878                 NaN   40.7908       0.546825        39.6352     
  1135.68        500.000                 NaN            NaN   6.78736        4.85235       0.875014E-005   7.39039                 NaN   40.7882       0.546210        39.6354     
  1134.61        500.000                 NaN            NaN   6.92515        4.71594       0.884562E-005   7.39204                 NaN   40.7856       0.545576        39.6357     
  1133.55        500.000                 NaN            NaN   7.06038        4.58214       0.894112E-005   7.39373                 NaN   40.7829       0.544925        39.6359     
  1132.48        500.000                 NaN            NaN   7.19321        4.45078       0.903785E-005   7.39546                 NaN   40.7801       0.544254        39.6362     
  1131.41        500.000                 NaN            NaN   7.32381        4.32169       0.913506E-005   7.39722                 NaN   40.7773       0.543563        39.6364     
  1130.34        500.000                 NaN            NaN   7.45239        4.19467       0.922325E-005   7.39902                 NaN   40.7744       0.542853        39.6367     
  1129.27        500.000                 NaN            NaN   7.57912        4.06953       0.146531E-004   7.40086                 NaN   40.7714       0.542123        39.6369     
  1128.20        500.000                 NaN            NaN   7.70427        3.94606                 NaN   7.40273                 NaN   40.7684       0.541372        39.6372     
  1127.14        500.000                 NaN            NaN   7.82807        3.82395                 NaN   7.40465                 NaN   40.7653       0.540600        39.6375     
  1126.07        500.000                 NaN            NaN   7.95065        3.70311       0.166349E-004   7.40660                 NaN   40.7621       0.539806        39.6377     
  1125.00        500.000                 NaN            NaN   8.07226        3.58330       0.174808E-004   7.40859                 NaN   40.7588       0.538990        39.6380     
  1123.93        500.000                 NaN            NaN   8.19318        3.46424       0.184532E-004   7.41062                 NaN   40.7555       0.538151        39.6383     
  1122.86        500.000                 NaN            NaN   8.31357        3.34577       0.195779E-004   7.41269                 NaN   40.7521       0.537289        39.6386     
  1121.79        500.000                 NaN            NaN   8.43376        3.22757                 NaN   7.41480                 NaN   40.7486       0.536403        39.6389     
  1120.73        500.000                 NaN            NaN   8.53910        3.13222       0.131427E-003   7.41312                 NaN   40.7388       0.535286        39.6413     
  1119.66        500.000                 NaN            NaN   8.65492        3.02351       0.191543E-002   7.41201                 NaN   40.7302       0.534085        39.6434     
  1118.59        500.000                 NaN            NaN   8.69946        2.96336                 NaN   7.41848                 NaN   40.7442       0.535456        39.6390     
  1117.52        500.000                 NaN            NaN   8.91526        2.75457       0.288908E-004   7.42366                 NaN   40.7338       0.532597        39.6401     
  1116.45        500.000                 NaN            NaN   8.95128        2.71640       0.318181E-004   7.42327                 NaN   40.7360       0.533310        39.6397     
  1115.38        500.000                 NaN            NaN   9.08189        2.58837       0.230878E-004   7.42577                 NaN   40.7316       0.532187        39.6401     
  1114.32        500.000                 NaN            NaN   9.29021        2.38670       0.122506E-003   7.43079                 NaN   40.7216       0.529443        39.6411     
  1113.25        500.000                 NaN            NaN   9.41944        2.26009       0.482099E-004   7.43327                 NaN   40.7174       0.528326        39.6415     
  1112.18        500.000                 NaN            NaN   9.55152        2.13066       0.579165E-004   7.43580                 NaN   40.7130       0.527172        39.6418     
  1111.11        500.000                 NaN            NaN   9.62227        2.05921       0.387409E-004   7.43627                 NaN   40.7132       0.527333        39.6417     
  1110.04        500.000                 NaN            NaN   9.82463        1.86325                 NaN   7.44106                 NaN   40.7037       0.524739        39.6426     
  1108.97        500.000                 NaN            NaN   5.20074        6.40184                 NaN   7.37514                 NaN   40.8403       0.555000        39.6270     
  1107.91        500.000                 NaN            NaN   10.1207        1.57339                 NaN   7.44661                 NaN   40.6939       0.522118        39.6434     
  1106.84        500.000                 NaN            NaN   10.2752        1.42210                 NaN   7.44948                 NaN   40.6887       0.520735        39.6438     
  1105.77        500.000                 NaN            NaN   10.4389        1.26191                 NaN   7.45245                 NaN   40.6832       0.519284        39.6442     
  1104.70        500.000                 NaN            NaN   10.6114        1.09314                 NaN   7.45553                 NaN   40.6775       0.517760        39.6447     
  1103.63        500.000                 NaN            NaN   11.7173                 NaN            NaN   7.46354                 NaN   40.6601       0.513290        39.6458     
  1102.56        500.000                 NaN            NaN   10.9645       0.746977                 NaN   7.46138                 NaN   40.6666       0.514948        39.6455     
  1101.50        500.000                 NaN            NaN   11.1958       0.521502                 NaN   7.46554                 NaN   40.6582       0.512648        39.6462     
  1100.43        500.000                 NaN            NaN   11.4195       0.302877                 NaN   7.46920                 NaN   40.6508       0.510708        39.6468     
  1099.36        500.000                 NaN            NaN   11.7250                 NaN            NaN   7.47078                 NaN   40.6482       0.509543        39.6465     
  1098.29        500.000                 NaN            NaN   11.7326                 NaN            NaN   7.47367                 NaN   40.6386       0.507605        39.6475     
  1097.22        500.000                 NaN            NaN   11.7331                 NaN            NaN   7.46835                 NaN   40.6421       0.509420        39.6471     
  1096.15        500.000                 NaN            NaN   11.4820                 NaN            NaN   7.44693       0.157319        40.7066       0.522983        39.6842     
  1095.09        500.000                 NaN            NaN   11.0407                 NaN            NaN   7.42282       0.467510        40.7555       0.541110        39.7724     
  1094.02        500.000                 NaN            NaN   10.9353       0.116061E-005            NaN   7.40535       0.527330        40.7941       0.552189        39.7857     
  1092.95        500.000                 NaN            NaN   10.7116                 NaN            NaN   7.38728       0.677994        40.8338       0.563605        39.8257     
  1091.88        500.000                 NaN            NaN   10.3972       0.682649E-005            NaN   7.36988       0.899506        40.8720       0.574579        39.8868     
  1090.81        500.000                 NaN            NaN   10.4407       0.260775E-005            NaN   7.36870       0.862239        40.8778       0.575729        39.8749     
  1089.74        500.000                 NaN            NaN   10.0811       0.513330E-001            NaN   7.33916        1.06664        40.9389       0.593911        39.9289     
  1088.67        500.000                 NaN            NaN   9.88699       0.941678E-005            NaN   7.32465        1.23851        40.9706       0.603052        39.9762     
  1087.61        500.000                 NaN            NaN   9.81953       0.356128E-005            NaN   7.31266        1.27601        40.9967       0.610614        39.9845     
  1086.54        500.000                 NaN            NaN   9.69296       0.357447E-005            NaN   7.30192        1.36064        41.0201       0.617402        40.0069     
  1085.47        500.000                 NaN            NaN   9.51579       0.438775E-005            NaN   7.29224        1.48564        41.0412       0.623532        40.0416     
  1084.40        500.000                 NaN            NaN   9.47524       0.261368E-005            NaN   7.28346        1.50619        41.0603       0.629105        40.0457     
  1083.33        500.000                 NaN            NaN   9.32015       0.417661E-005            NaN   7.27544        1.61612        41.0778       0.634205        40.0763     
  1082.26        500.000                 NaN            NaN   9.43167       0.235134E-005            NaN   7.28755        1.54052        41.0566       0.628430        40.0552     
  1081.20        500.000                 NaN            NaN   9.21241       0.233520E-005            NaN   7.26128        1.68189        41.1087       0.643245        40.0925     
  1080.13        500.000                 NaN            NaN   9.13719       0.223085E-005            NaN   7.25497        1.73218        41.1225       0.647287        40.1059     
  1079.06        500.000                 NaN            NaN  0.301161E-005   10.7159                 NaN   7.41533       0.701169        40.7815       0.548649        39.8375     
  1077.99        500.000                 NaN            NaN   9.00078       0.202083E-005            NaN   7.24358        1.82342        41.1473       0.654606        40.1303     
  1076.92        500.000                 NaN            NaN   8.93851       0.191806E-005            NaN   7.23840        1.86508        41.1586       0.657940        40.1415     
  1075.85        500.000                 NaN            NaN   8.87963       0.181819E-005            NaN   7.23353        1.90449        41.1692       0.661089        40.1520     
  1074.79        500.000                 NaN            NaN   8.82377       0.172197E-005            NaN   7.22893        1.94188        41.1793       0.664071        40.1621     
  1073.72        500.000                 NaN            NaN   8.77065       0.162997E-005            NaN   7.22457        1.97746        41.1888       0.666902        40.1716     
  1072.65        500.000                 NaN            NaN   8.72000       0.154263E-005            NaN   7.22043        2.01139        41.1979       0.669597        40.1807     
  1071.58        500.000                 NaN            NaN   8.67162       0.146031E-005            NaN   7.21650        2.04381        41.2065       0.672166        40.1895     
  1070.51        500.000                 NaN            NaN   8.62529       0.138346E-005            NaN   7.21274        2.07487        41.2147       0.674622        40.1978     
  1069.44        500.000                 NaN            NaN   8.49079       0.136168E-005            NaN   7.20916        2.17423        41.2225       0.676971        40.2264     
  1068.38        500.000                 NaN            NaN   8.44853       0.130450E-005            NaN   7.20574        2.20254        41.2300       0.679225        40.2340     
  1067.31        500.000                 NaN            NaN   8.40786       0.128874E-005            NaN   7.20245        2.22979        41.2372       0.681389        40.2414     
  1066.24        500.000                 NaN            NaN   8.36868                 NaN            NaN   7.19931        2.25606        41.2440       0.683469        40.2484     
  1065.17        500.000                 NaN            NaN   8.33087       0.130700E-005            NaN   7.19628        2.28142        41.2506       0.685472        40.2553     
  1064.10        500.000                 NaN            NaN   8.29435       0.128184E-005            NaN   7.19338        2.30592        41.2570       0.687403        40.2619     
  1063.03        500.000                 NaN            NaN   8.25902       0.125565E-005            NaN   7.19058        2.32964        41.2631       0.689266        40.2684     
  1061.97        500.000                 NaN            NaN   8.22485       0.122984E-005            NaN   7.18789        2.35259        41.2690       0.691064        40.2746     
  1060.90        500.000                 NaN            NaN   8.19168                 NaN            NaN   7.18529        2.37488        41.2747       0.692806        40.2807     
  1059.83        500.000                 NaN            NaN   8.15953                 NaN            NaN   7.18278        2.39649        41.2802       0.694489        40.2865     
  1058.76        500.000                 NaN            NaN   8.12831                 NaN            NaN   7.18036        2.41749        41.2855       0.696120        40.2922     
  1057.69        500.000                 NaN            NaN   8.09797                 NaN            NaN   7.17802        2.43790        41.2906       0.697701        40.2978     
  1056.62        500.000                 NaN            NaN   8.06848                 NaN            NaN   7.17576        2.45776        41.2956       0.699235        40.3032     
  1055.56        500.000                 NaN            NaN   8.03977                 NaN            NaN   7.17356        2.47710        41.3003       0.700724        40.3085     
  1054.49        500.000                 NaN            NaN   8.01181                 NaN            NaN   7.17144        2.49593        41.3050       0.702170        40.3137     
  1053.42        500.000                 NaN            NaN   7.98457                 NaN            NaN   7.16938        2.51431        41.3095       0.703575        40.3187     
  1052.35        500.000                 NaN            NaN   7.95801                 NaN            NaN   7.16739        2.53222        41.3138       0.704942        40.3236     
  1051.28        500.000                 NaN            NaN   7.93209                 NaN            NaN   7.16546        2.54971        41.3181       0.706272        40.3284     
  1050.21        500.000                 NaN            NaN   7.90679                 NaN            NaN   7.16358        2.56680        41.3222       0.707567        40.3331     
  1049.15        500.000                 NaN            NaN   7.88209                 NaN            NaN   7.16175        2.58349        41.3262       0.708828        40.3377     
  1048.08        500.000                 NaN            NaN   7.85795                 NaN            NaN   7.15998        2.59981        41.3300       0.710058        40.3422     
  1047.01        500.000                 NaN            NaN   7.83434                 NaN            NaN   7.15826        2.61578        41.3338       0.711256        40.3466     
  1045.94        500.000                 NaN            NaN   7.81126                 NaN            NaN   7.15659        2.63140        41.3375       0.712425        40.3509     
  1044.87        500.000                 NaN            NaN   7.78867                 NaN            NaN   7.15496        2.64670        41.3410       0.713565        40.3551     
  1043.80        500.000                 NaN            NaN   7.76655                 NaN            NaN   7.15338        2.66168        41.3445       0.714679        40.3592     
  1042.73        500.000                 NaN            NaN   7.74490                 NaN            NaN   7.15184        2.67636        41.3478       0.715765        40.3633     
  1041.67        500.000                 NaN            NaN   7.72369                 NaN            NaN   7.15034        2.69075        41.3511       0.716827        40.3673     
  1040.60        500.000                 NaN            NaN   7.70289                 NaN            NaN   7.14888        2.70487        41.3543       0.717865        40.3712     
  1039.53        500.000                 NaN            NaN   7.68251                 NaN            NaN   7.14746        2.71871        41.3574       0.718879        40.3751     
  1038.46        500.000                 NaN            NaN   7.66252                 NaN            NaN   7.14607        2.73229        41.3604       0.719871        40.3788     
  1037.39        500.000                 NaN            NaN   7.64290                 NaN            NaN   7.14472        2.74563        41.3633       0.720841        40.3826     
  1036.32        500.000                 NaN            NaN   7.62367                 NaN            NaN   7.14341        2.75872        41.3662       0.721789        40.3862     
  1035.26        500.000                 NaN            NaN   7.60477                 NaN            NaN   7.14212        2.77159        41.3690       0.722719        40.3898     
  1034.19        500.000                 NaN            NaN   7.58622                 NaN            NaN   7.14087        2.78423        41.3717       0.723627        40.3933     
  1033.12        500.000                 NaN            NaN   7.56801                 NaN            NaN   7.13966        2.79664        41.3744       0.724516        40.3968     
  1032.05        500.000                 NaN            NaN   7.55012                 NaN            NaN   7.13847        2.80885        41.3769       0.725385        40.4002     
  1030.98        500.000                 NaN            NaN   7.53252                 NaN            NaN   7.13732        2.82086        41.3795       0.726240        40.4036     
  1029.91        500.000                 NaN            NaN   7.51524                 NaN            NaN   7.13618        2.83266        41.3819       0.727073        40.4069     
  1028.85        500.000                 NaN            NaN   7.49824                 NaN            NaN   7.13507        2.84428        41.3843       0.727896        40.4102     
  1027.78        500.000                 NaN            NaN   7.48154                 NaN            NaN   7.13401        2.85571        41.3866       0.728697        40.4134     
  1026.71        500.000                 NaN            NaN   7.46510                 NaN            NaN   7.13295        2.86696        41.3889       0.729485        40.4166     
  1025.64        500.000                 NaN            NaN   7.44899                 NaN            NaN   7.13194        2.87798        41.3912       0.730249        40.4197     
  1024.57        500.000                 NaN            NaN   7.43301                 NaN            NaN   7.13092        2.88894        41.3933       0.731013        40.4228     
  1023.50        500.000                 NaN            NaN   7.41741                 NaN            NaN   7.12993        2.89962        41.3955       0.731763        40.4258     
  1022.44        500.000                 NaN            NaN   7.40203                 NaN            NaN   7.12902        2.91022        41.3974       0.732470        40.4288     
  1021.37        500.000                 NaN            NaN   7.38682                 NaN            NaN   7.12804        2.92063        41.3995       0.733206        40.4318     
  1020.30        500.000                 NaN            NaN   7.37186                 NaN            NaN   7.12713        2.93090        41.4015       0.733907        40.4347     
  1019.23        500.000                 NaN            NaN   7.35713                 NaN            NaN   7.12628        2.94108        41.4033       0.734581        40.4376     
  1018.16        500.000                 NaN            NaN   7.34257                 NaN            NaN   7.12537        2.95105        41.4053       0.735276        40.4404     
  1017.09        500.000                 NaN            NaN   7.32834                 NaN            NaN   7.12460        2.96095        41.4069       0.735914        40.4433     
  1016.03        500.000                 NaN            NaN   7.31422                 NaN            NaN   7.12379        2.97073        41.4085       0.736617        40.4462     
  1014.96        500.000                 NaN            NaN   7.30114                 NaN            NaN   7.12294        2.97968        41.4104       0.737169        40.4486     
  1013.89        500.000                 NaN            NaN   7.28752                 NaN            NaN   7.12236        2.98911        41.4119       0.737703        40.4513     
  1012.82        500.000                 NaN            NaN   7.27409                 NaN            NaN   7.12139        2.99837        41.4137       0.738406        40.4540     
  1011.75        500.000                 NaN            NaN   7.26084                 NaN            NaN   7.12064        3.00753        41.4154       0.739010        40.4566     
  1010.68        500.000                 NaN            NaN   7.24776                 NaN            NaN   7.11991        3.01658        41.4169       0.739604        40.4592     
  1009.62        500.000                 NaN            NaN   7.23568                 NaN            NaN   7.11940        3.02517        41.4179       0.740052        40.4618     
  1008.55        500.000                 NaN            NaN   7.22091                 NaN            NaN   7.11845        3.03503        41.4199       0.740979        40.4647     
  1007.48        500.000                 NaN            NaN   7.20852                 NaN            NaN   7.11748        3.04355        41.4220       0.741483        40.4669     
  1006.41        500.000                 NaN            NaN   7.19559                 NaN            NaN   7.11704        3.05305        41.4228       0.741760        40.4697     
  1005.34        500.000                 NaN            NaN   7.18171                 NaN            NaN   7.11574        3.06240        41.4252       0.742526        40.4724     
  1004.27        500.000                 NaN            NaN   7.17630                 NaN            NaN   7.11658        3.06590        41.4251       0.742787        40.4733     
  1003.21        500.000                 NaN            NaN   7.16482                 NaN            NaN   7.11421        3.07449        41.4273       0.743094        40.4761     
  1002.14        500.000                 NaN            NaN   7.25395                 NaN            NaN   7.11336        3.01154        41.4192       0.742885        40.4591     
  1001.07        500.000                 NaN            NaN   7.23897                 NaN            NaN   7.10588        3.01888        41.4336       0.745216        40.4575     
