|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1369.66        500.000                 NaN   99.2371       0.109724       0.285539                 NaN  0.266690       0.100995                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.9999                 NaN            NaN            NaN  0.809138E-004            NaN            NaN            NaN            NaN
  1367.52        500.000                 NaN   98.3689       0.231983       0.611885                 NaN  0.571148       0.216101                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.2073       0.300953       0.105142                 NaN  0.277683       0.108950                 NaN            NaN            NaN
  1365.38        500.000                 NaN   99.2083       0.103787       0.301444                 NaN  0.277591       0.108905                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.2165       0.299129       0.100732                 NaN  0.274827       0.108775                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.2247       0.297595       0.967351E-001            NaN  0.272093       0.108877                 NaN            NaN            NaN
  1362.18        500.000                 NaN   99.2327       0.296199       0.930985E-001            NaN  0.269369       0.108642                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.2396       0.894779E-001  0.294986                 NaN  0.267095       0.108839                 NaN            NaN            NaN
  1360.04        500.000                 NaN   99.2505       0.872657E-001  0.290957                 NaN  0.263266       0.107998                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.2564       0.830471E-001  0.290469                 NaN  0.261522       0.108540                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.2656       0.288372       0.802377E-001            NaN  0.258112       0.107686                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.2627       0.182095       0.251438                 NaN  0.248787       0.549543E-001            NaN            NaN            NaN
  1355.77        500.000                 NaN   99.2802       0.309062                 NaN            NaN  0.261527       0.149188                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.2962       0.396775E-001  0.296126                 NaN  0.249849       0.118169                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.2949       0.680977E-001  0.281874                 NaN  0.248243       0.106913                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.3017       0.280430       0.654340E-001            NaN  0.245851       0.106582                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.3085       0.278965       0.628719E-001            NaN  0.243443       0.106178                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.3151       0.598591E-001  0.277696                 NaN  0.241286       0.106033                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.3224       0.573407E-001  0.276077                 NaN  0.238716       0.105487                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.3302       0.556661E-001  0.273589                 NaN  0.235855       0.104731                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.3360       0.532833E-001  0.272425                 NaN  0.233833       0.104414                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.3427       0.270742       0.509114E-001            NaN  0.231559       0.104089                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.3487       0.480890E-001  0.269814                 NaN  0.229484       0.103913                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.3558       0.268255       0.458679E-001            NaN  0.226929       0.103196                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.3618       0.266409       0.448766E-001            NaN  0.224673       0.102257                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.3663       0.448283E-001  0.264355                 NaN  0.223403       0.101153                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.3763       0.374320E-001  0.264301                 NaN  0.219602       0.102393                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.5612       0.344846E-001  0.182772                 NaN  0.154383       0.671531E-001            NaN            NaN            NaN
  1338.67        500.000                 NaN   99.1956       0.510892E-001  0.342147                 NaN  0.281449       0.129721                 NaN            NaN            NaN
  1337.61        500.000                 NaN   99.3919       0.258790       0.361085E-001            NaN  0.213903       0.993180E-001            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.3977       0.347710E-001  0.256995                 NaN  0.211835       0.986990E-001            NaN            NaN            NaN
  1335.47        500.000                 NaN   99.4031       0.256651       0.323726E-001            NaN  0.209850       0.980355E-001            NaN            NaN            NaN
  1334.40        500.000                 NaN   99.4088       0.317826E-001  0.254748                 NaN  0.207627       0.970118E-001            NaN            NaN            NaN
  1333.33        500.000                 NaN   99.4144       0.309642E-001  0.252700                 NaN  0.205661       0.963149E-001            NaN            NaN            NaN
  1332.26        500.000                 NaN   99.4188       0.252667       0.290129E-001            NaN  0.203946       0.955961E-001            NaN            NaN            NaN
  1331.19        500.000                 NaN   99.4250       0.249361       0.297518E-001            NaN  0.201622       0.942606E-001            NaN            NaN            NaN
  1330.13        500.000                 NaN   99.4299       0.249435       0.272530E-001            NaN  0.199778       0.936250E-001            NaN            NaN            NaN
  1329.06        500.000                 NaN   99.4358       0.246732       0.267712E-001            NaN  0.197741       0.930045E-001            NaN            NaN            NaN
  1327.99        500.000                 NaN   99.4406       0.260968E-001  0.245439                 NaN  0.195856       0.919770E-001            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.4438       0.244920       0.241116E-001            NaN  0.194984       0.922085E-001            NaN            NaN            NaN
  1325.85        500.000                 NaN   99.4516       0.276815E-001  0.240714                 NaN  0.191272       0.887027E-001            NaN            NaN            NaN
  1324.78        500.000                 NaN   99.4554       0.240882       0.244406E-001            NaN  0.190246       0.890663E-001            NaN            NaN            NaN
  1323.72        500.000                 NaN   99.4601       0.239485       0.237299E-001            NaN  0.188488       0.881996E-001            NaN            NaN            NaN
  1322.65        500.000                 NaN   99.4655       0.238338       0.207929E-001            NaN  0.186891       0.884837E-001            NaN            NaN            NaN
  1321.58        500.000                 NaN   99.4695       0.236061       0.240974E-001            NaN  0.184704       0.856844E-001            NaN            NaN            NaN
  1320.51        500.000                 NaN   99.4729       0.233806       0.252433E-001            NaN  0.183431       0.846258E-001            NaN            NaN            NaN
  1319.44        500.000                 NaN   99.4794       0.232064       0.240780E-001            NaN  0.181036       0.834350E-001            NaN            NaN            NaN
  1318.37        500.000                 NaN   99.4830       0.232062E-001  0.231946                 NaN  0.179408       0.824422E-001            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.4870       0.230947       0.219168E-001            NaN  0.178196       0.819702E-001            NaN            NaN            NaN
  1316.24        500.000                 NaN   99.4903       0.231090       0.213257E-001            NaN  0.176701       0.806015E-001            NaN            NaN            NaN
  1315.17        500.000                 NaN   99.4967       0.246508E-001  0.226477                 NaN  0.173892       0.782807E-001            NaN            NaN            NaN
  1314.10        500.000                 NaN   99.5005       0.226020       0.220965E-001            NaN  0.172883       0.785205E-001            NaN            NaN            NaN
  1313.03        500.000                 NaN   99.5021       0.262028E-001  0.223551                 NaN  0.171884       0.762583E-001            NaN            NaN            NaN
  1311.96        500.000                 NaN   99.5081       0.221655       0.260100E-001            NaN  0.169434       0.747631E-001            NaN            NaN            NaN
  1310.90        500.000                 NaN   99.5117       0.221346       0.247143E-001            NaN  0.168155       0.741065E-001            NaN            NaN            NaN
  1309.83        500.000                 NaN   99.5158       0.243158E-001  0.220111                 NaN  0.166612       0.731823E-001            NaN            NaN            NaN
  1308.76        500.000                 NaN   99.5205       0.216211       0.275954E-001            NaN  0.164762       0.709724E-001            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.5103       0.219130       0.304930E-001            NaN  0.169228       0.708831E-001            NaN            NaN            NaN
  1306.62        500.000                 NaN   99.5420       0.214544       0.164803E-001            NaN  0.156117       0.708937E-001            NaN            NaN            NaN
  1305.55        500.000                 NaN   99.5308       0.213098       0.280582E-001            NaN  0.160457       0.675529E-001            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.5343       0.287172E-001  0.211498                 NaN  0.159091       0.663685E-001            NaN            NaN            NaN
  1303.42        500.000                 NaN   99.5365       0.209968       0.304864E-001            NaN  0.158123       0.649331E-001            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.5417       0.207098       0.322716E-001            NaN  0.155965       0.630059E-001            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.5440       0.207196       0.318032E-001            NaN  0.154944       0.620095E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.5476       0.205066       0.332165E-001            NaN  0.153534       0.605726E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.5422       0.161796       0.113969                 NaN  0.150767       0.312717E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.5530       0.206111       0.191187E-001            NaN  0.153189       0.685934E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.5608       0.141879E-001  0.213438                 NaN  0.149179       0.623680E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.5388       0.156450       0.127763                 NaN  0.151404       0.255492E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.5729       0.218601                 NaN            NaN  0.145168       0.632950E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.5723       0.219548                 NaN            NaN  0.145188       0.629136E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.5760       0.217674                 NaN            NaN  0.143844       0.624961E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.5744       0.239000E-001  0.203961                 NaN  0.143374       0.543241E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.5747       0.186377       0.503132E-001            NaN  0.142095       0.465438E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.5773       0.185616       0.502034E-001            NaN  0.141178       0.457343E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.5794       0.183418       0.530120E-001            NaN  0.140169       0.439663E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.5821       0.179427       0.578955E-001            NaN  0.138890       0.416778E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.5830       0.169719       0.702669E-001            NaN  0.138436       0.385716E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.5881       0.192673                 NaN            NaN  0.142958       0.762248E-001            NaN            NaN            NaN
  1284.19        500.000                 NaN   99.5966       0.182532       0.743834E-001            NaN  0.129247       0.171968E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.5853       0.132321       0.127418                 NaN  0.134914       0.200785E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   99.5941       0.714184E-001  0.166509                 NaN  0.133886       0.340885E-001            NaN            NaN            NaN
  1280.98        500.000                 NaN   97.4296       0.211556       0.559323                 NaN  0.374967                 NaN   1.42457                 NaN            NaN
  1279.91        500.000                 NaN   94.5125       0.327704        1.10123                 NaN  0.702722       0.254218E-003   3.35554                 NaN            NaN
  1278.84        500.000                 NaN   94.7913        1.24488       0.118124                 NaN  0.671146                 NaN   3.17457                 NaN            NaN
  1277.78        500.000                 NaN   95.0522        1.30119                 NaN            NaN  0.639894                 NaN   3.00677                 NaN            NaN
  1276.71        500.000                 NaN   95.3002        1.24096                 NaN            NaN  0.611064                 NaN   2.84776                 NaN            NaN
  1275.64        500.000                 NaN   95.5143        1.18999                 NaN            NaN  0.586266                 NaN   2.70946                 NaN            NaN
  1274.57        500.000                 NaN   95.7356        1.13462                 NaN            NaN  0.557902                 NaN   2.57187                 NaN            NaN
  1273.50        500.000                 NaN   95.9159        1.09253                 NaN            NaN  0.538794       0.361313E-004   2.45273                 NaN            NaN
  1272.43        500.000                 NaN   94.9687        1.25564                 NaN            NaN  0.660090                 NaN   3.04095       0.746378E-001            NaN
  1271.37        500.000                 NaN   94.8859        1.25739                 NaN            NaN  0.668301                 NaN   3.09338       0.950276E-001            NaN
  1270.30        500.000                 NaN   95.1733        1.19072                 NaN            NaN  0.631717                 NaN   2.91466       0.895772E-001            NaN
  1269.23        500.000                 NaN   95.4404        1.12802                 NaN            NaN  0.598541                 NaN   2.74885       0.841925E-001            NaN
  1268.16        500.000                 NaN   95.6694        1.07538                 NaN            NaN  0.569756                 NaN   2.60588       0.795763E-001            NaN
  1267.09        500.000                 NaN   95.8848        1.02457                 NaN            NaN  0.542156                 NaN   2.47305       0.754543E-001            NaN
  1266.02        500.000                 NaN   96.0857       0.976734                 NaN            NaN  0.516475                 NaN   2.34957       0.715493E-001            NaN
  1264.96        500.000                 NaN   96.2634       0.934884                 NaN            NaN  0.493972                 NaN   2.23976       0.679552E-001            NaN
  1263.89        500.000                 NaN   96.4228       0.898011                 NaN            NaN  0.474656                 NaN   2.14021       0.643323E-001            NaN
  1262.82        500.000                 NaN   96.5756       0.862198                 NaN            NaN  0.456548                 NaN   2.04488       0.607471E-001            NaN
  1261.75        500.000                 NaN   96.7145       0.828413                 NaN            NaN  0.436133                 NaN   1.96208       0.588275E-001            NaN
  1260.68        500.000                 NaN   96.8444       0.797189                 NaN            NaN  0.418730                 NaN   1.88330       0.563987E-001            NaN
  1259.61        500.000                 NaN   96.9661       0.768287                 NaN            NaN  0.404375                 NaN   1.80781       0.534417E-001            NaN
  1258.55        500.000                 NaN   97.0763       0.742285                 NaN            NaN  0.389934                 NaN   1.74032       0.511828E-001            NaN
  1257.48        500.000                 NaN   97.1762       0.719298                 NaN            NaN  0.377973                 NaN   1.67780       0.486890E-001            NaN
  1256.41        500.000                 NaN   97.2723       0.696233                 NaN            NaN  0.364275                 NaN   1.62012       0.470250E-001            NaN
  1255.34        500.000                 NaN   97.3665       0.673117                 NaN            NaN  0.352594       0.905328E-004   1.56283       0.448697E-001            NaN
  1254.27        500.000                 NaN   97.4585       0.650481                 NaN            NaN  0.339968                 NaN   1.50790       0.431460E-001            NaN
  1253.20        500.000                 NaN   97.5327       0.633648                 NaN            NaN  0.330126                 NaN   1.46201       0.414790E-001            NaN
  1252.14        500.000                 NaN   97.6112       0.614721                 NaN            NaN  0.320573                 NaN   1.41392       0.395404E-001            NaN
  1251.07        500.000                 NaN   97.6850       0.596422                 NaN            NaN  0.310214                 NaN   1.37020       0.381413E-001            NaN
  1250.00        500.000                 NaN   97.7494       0.581774                 NaN            NaN  0.302488                 NaN   1.32990       0.364120E-001            NaN
  1248.93        500.000                 NaN   97.8176       0.564817                 NaN            NaN  0.292151                 NaN   1.29009       0.353301E-001            NaN
  1247.86        500.000                 NaN   97.8848       0.547224                 NaN            NaN  0.282557                 NaN   1.25124       0.341305E-001            NaN
  1246.79        500.000                 NaN   97.9402       0.534702                 NaN            NaN  0.276123                 NaN   1.21640       0.325275E-001            NaN
  1245.73        500.000                 NaN   97.9975       0.520403                 NaN            NaN  0.266902                 NaN   1.18353       0.316968E-001            NaN
  1244.66        500.000                 NaN   98.0518       0.507102                 NaN            NaN  0.259832                 NaN   1.15080       0.304528E-001            NaN
  1243.59        500.000                 NaN   98.0972       0.496828                 NaN            NaN  0.254105                 NaN   1.12271       0.291931E-001            NaN
  1242.52        500.000                 NaN   98.1552       0.481736                 NaN            NaN  0.245644       0.385062E-004   1.08921       0.281876E-001            NaN
  1241.45        500.000                 NaN   98.2000       0.470736                 NaN            NaN  0.238847                 NaN   1.06304       0.273337E-001            NaN
  1240.38        500.000                 NaN   98.2470       0.458467                 NaN            NaN  0.232766                 NaN   1.03550       0.262656E-001            NaN
  1239.32        500.000                 NaN   98.2882       0.449625                 NaN            NaN  0.227673       0.643826E-004   1.00937       0.250640E-001            NaN
  1238.25        500.000                 NaN   98.3339       0.437743                 NaN            NaN  0.221035                 NaN  0.983112       0.242302E-001            NaN
  1237.18        500.000                 NaN   98.3742       0.427216                 NaN            NaN  0.215225                 NaN  0.959932       0.234011E-001            NaN
  1236.11        500.000                 NaN   98.4123       0.417914                 NaN            NaN  0.209668                 NaN  0.937502       0.226102E-001            NaN
  1235.04        500.000                 NaN   98.4508       0.408049                 NaN            NaN  0.203613                 NaN  0.915513       0.219820E-001            NaN
  1233.97        500.000                 NaN   98.4885       0.398440                 NaN            NaN  0.198533                 NaN  0.893424       0.210953E-001            NaN
  1232.90        500.000                 NaN   98.5230       0.389871                 NaN            NaN  0.194154                 NaN  0.872717       0.202132E-001            NaN
  1231.84        500.000                 NaN   98.5558       0.381934                 NaN            NaN  0.190109                 NaN  0.852838       0.193424E-001            NaN
  1230.77        500.000                 NaN   98.5946       0.370683                 NaN            NaN  0.183538                 NaN  0.832232       0.189193E-001            NaN
  1229.70        500.000                 NaN   98.6183       0.366185                 NaN            NaN  0.179636                 NaN  0.817494       0.183581E-001            NaN
  1228.63        500.000                 NaN   98.6562       0.355517                 NaN            NaN  0.174652                 NaN  0.796006       0.176179E-001            NaN
  1227.56        500.000                 NaN   98.6848       0.348226                 NaN            NaN  0.170769                 NaN  0.779252       0.169207E-001            NaN
  1226.49        500.000                 NaN   98.7147       0.340072                 NaN            NaN  0.166313                 NaN  0.762515       0.163694E-001            NaN
  1225.43        500.000                 NaN   98.7427       0.333200                 NaN            NaN  0.162458                 NaN  0.745876       0.157873E-001            NaN
  1224.36        500.000                 NaN   98.7715       0.324885                 NaN            NaN  0.160617                 NaN  0.728299       0.146500E-001            NaN
  1223.29        500.000                 NaN   98.7985       0.318748                 NaN            NaN  0.153654                 NaN  0.714227       0.148240E-001            NaN
  1222.22        500.000                 NaN   98.8226       0.312322                 NaN            NaN  0.150817                 NaN  0.700108       0.141923E-001            NaN
  1221.15        500.000                 NaN   98.8484       0.305265                 NaN            NaN  0.146435                 NaN  0.686082       0.138392E-001            NaN
  1220.08        500.000                 NaN   98.8733       0.298490                 NaN            NaN  0.143412                 NaN  0.671589       0.132423E-001            NaN
  1219.02        500.000                 NaN   98.8989       0.291523                 NaN            NaN  0.138757                 NaN  0.657846       0.130073E-001            NaN
  1217.95        500.000                 NaN   98.9171       0.287243                 NaN            NaN  0.137464                 NaN  0.645939       0.122081E-001            NaN
  1216.88        500.000                 NaN   98.9432       0.280222                 NaN            NaN  0.132768                 NaN  0.631829       0.120303E-001            NaN
  1215.81        500.000                 NaN   98.9669       0.273106                 NaN            NaN  0.129450                 NaN  0.618971       0.115871E-001            NaN
  1214.74        500.000                 NaN   98.9873       0.267833                 NaN            NaN  0.126635                 NaN  0.607072       0.111804E-001            NaN
  1213.67        500.000                 NaN   99.0241       0.253647                 NaN            NaN  0.119430                 NaN  0.591452       0.113447E-001            NaN
  1212.61        500.000                 NaN   99.0156       0.263348                 NaN            NaN  0.122981                 NaN  0.587818       0.102173E-001            NaN
  1211.54        500.000                 NaN   92.0368       0.962683                 NaN            NaN  0.670205                 NaN   3.18753       0.343094E-001   3.10850     
  1210.47        500.000                 NaN   76.5428       0.476327        2.11643                 NaN   1.94671                 NaN   9.37060       0.974989E-001   9.44959     
  1209.40        500.000                 NaN   98.0501       0.253712                 NaN            NaN  0.141886                 NaN  0.738193       0.208126E-001  0.795274     
  1208.33        500.000                 NaN   97.0523       0.434696                 NaN            NaN  0.225078                 NaN   1.04745                 NaN   1.24046     
  1207.26        500.000                 NaN   91.0324        1.09912                 NaN            NaN  0.724628                 NaN   3.44764       0.322243E-001   3.66403     
  1206.20        500.000                 NaN   89.7994       0.907787                 NaN            NaN  0.839833       0.103113        4.04072       0.424918E-001   4.26664     
  1205.13        500.000                 NaN   77.4046        2.60267                 NaN            NaN   1.89085                 NaN   8.47391       0.750859E-001   9.55286     
  1204.06        500.000                 NaN   99.0853       0.309075                 NaN            NaN  0.784161E-001            NaN  0.527246                 NaN            NaN
  1202.99        500.000                 NaN   95.5330       0.589334                 NaN            NaN  0.419120       0.271627E-001   2.06796       0.558701E-002   1.35785     
  1201.92        500.000                 NaN   94.9082       0.376177       0.194908                 NaN  0.368878                 NaN   1.87437       0.197968E-001   2.25770     
  1200.85        500.000                 NaN   94.3673       0.643124       0.732284E-001            NaN  0.484056                 NaN   2.35442       0.205644E-001   2.05726     
  1199.79        500.000                 NaN   95.4405       0.494186                 NaN            NaN  0.313947                 NaN   1.72792       0.218604E-001   2.00162     
  1198.72        500.000                 NaN   90.3427        1.15498                 NaN            NaN  0.840133                 NaN   3.90985       0.243126E-001   3.72803     
  1197.65        500.000                 NaN   97.7149       0.265098                 NaN            NaN  0.145500                 NaN  0.813761       0.103875E-001   1.05040     
  1196.58        500.000                 NaN   90.9674       0.955409                 NaN            NaN  0.652360                 NaN   3.64668       0.430548E-001   3.73510     
  1195.51        500.000                 NaN   91.2842       0.207292       0.695908                 NaN  0.700960                 NaN   3.50133       0.268669E-001   3.58345     
  1194.44        500.000                 NaN   75.6732        2.39182       0.700542E-001            NaN   1.91399                 NaN   9.35866       0.869737E-001   10.5053     
  1193.38        500.000                 NaN   98.8508       0.159181                 NaN            NaN  0.425592E-001            NaN  0.946539       0.943005E-003            NaN
  1192.31        500.000                 NaN   98.4955                 NaN            NaN            NaN  0.117507       0.907275E-001  0.771130       0.864771E-002  0.516522     
  1191.24        500.000                 NaN   97.0940       0.170551                 NaN            NaN  0.193357       0.758415E-001   1.59026       0.752010E-002  0.868444     
  1190.17        500.000                 NaN            NaN   8.49959                 NaN            NaN   7.07704                 NaN   43.0146       0.324769        41.0840     
  1189.10        500.000                 NaN            NaN   8.50824                 NaN            NaN   7.08385                 NaN   42.9995       0.322180        41.0863     
  1188.03        500.000                 NaN            NaN   8.50937                 NaN            NaN   7.08546                 NaN   42.9962       0.321834        41.0872     
  1186.96        500.000                 NaN            NaN   8.48161                 NaN            NaN   7.07402                 NaN   43.0342       0.325824        41.0844     
