|6.6.6
Archiving\03_Data\eqLP/QFM_m3.25/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab            
  2000.00        500.000        99.3234       0.676641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.3233       0.676716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.3232       0.676792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3231       0.676867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3231       0.676943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3230       0.677018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3229       0.677094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3228       0.677169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.3228       0.677245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3227       0.677321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3226       0.677396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3225       0.677472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3225       0.677548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3224       0.677624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3223       0.677700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3222       0.677776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3221       0.677852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3221       0.677928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3220       0.678004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.3219       0.678081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.3218       0.678157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.3218       0.678233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.3217       0.678310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.3216       0.678386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.3215       0.678463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.3215       0.678540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.3214       0.678616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.3213       0.678693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.3212       0.678770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.3212       0.678846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.3211       0.678923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.3210       0.679000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.3209       0.679077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.3208       0.679154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3208       0.679231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.3207       0.679308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.3206       0.679386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.3205       0.679463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.3205       0.679540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.3204       0.679618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.3203       0.679695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.3202       0.679772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.3202       0.679850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.3201       0.679927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.3200       0.680005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.3199       0.680083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.3198       0.680160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.3198       0.680238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.3197       0.680316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.3196       0.680394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.3195       0.680472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.3195       0.680550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.3194       0.680628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.3193       0.680706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.3192       0.680784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.3191       0.680862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.3191       0.680940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.3190       0.681019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.3189       0.681097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.3188       0.681175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.3187       0.681254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.3166       0.681335       0.202826E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.3149       0.681416       0.372878E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.3013       0.681515       0.171728E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2878       0.681613       0.306210E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2748       0.681711       0.434792E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2618       0.681809       0.563414E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2489       0.681906       0.692074E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2359       0.682004       0.820773E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.2229       0.682102       0.949510E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.2100       0.682199       0.107829                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.1970       0.682297       0.120710                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1840       0.682395       0.133596                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1717       0.682492       0.145853                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.1593       0.682589       0.158115                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.5292       0.682921       0.170382       0.617478                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        97.7552       0.683306       0.182653        1.37886                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        96.9760       0.683691       0.194564        2.14574                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        96.1960       0.684075       0.206487        2.91345                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        95.4151       0.684456       0.218423        3.68198                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        94.6335       0.684836       0.230372        4.45133                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        93.8453       0.685215       0.241646        5.22787                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        93.0562       0.685593       0.252931        6.00523                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        92.2664       0.685968       0.264228        6.78340                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        91.4758       0.686342       0.275537        7.56236                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        90.6843       0.686713       0.286857        8.34212                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        89.8921       0.687082       0.298188        9.12267                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        89.0990       0.687449       0.309531        9.90399                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        88.3052       0.687813       0.320885        10.6861                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        87.5180       0.688173       0.331325        11.4625                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        86.7301       0.688530       0.341774        12.2396                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        85.9414       0.688884       0.352234        13.0175                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        85.1519       0.689236       0.362703        13.7961                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        84.3618       0.689586       0.373181        14.5754                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        83.5710       0.689933       0.383668        15.3554                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        82.7794       0.690278       0.394165        16.1362                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        81.9871       0.690620       0.404670        16.9176                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        81.2278       0.690946       0.414327        17.6669                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        80.4679       0.691270       0.423992        18.4168                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        79.7074       0.691591       0.433664        19.1673                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        78.9463       0.691910       0.443343        19.9184                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        78.1846       0.692226       0.453029        20.6701                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        77.4223       0.692540       0.462723        21.4224                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        76.6595       0.692850       0.472423        22.1753                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        75.8961       0.693158       0.482130        22.9286                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        75.1910       0.693442       0.491026        23.6245                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        74.4855       0.693723       0.499927        24.3208                 NaN            NaN            NaN            NaN            NaN
