|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1599.36        2500.00       0.174634E-001   99.4214       0.541991       0.191182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        2500.00                 NaN   99.8725       0.125292       0.223889E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        2500.00                 NaN   98.5815        1.28513       0.133374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        2500.00                 NaN   99.2514       0.654780       0.938063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        2500.00                 NaN   99.2528       0.655452       0.917264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00                 NaN   99.2557       0.651884       0.924506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        2500.00                 NaN   99.2638       0.620011       0.116182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        2500.00                 NaN   99.2715       0.666656       0.618360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        2500.00                 NaN   99.2231       0.688349       0.885022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        2500.00                 NaN   99.3332       0.587359       0.794449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        2500.00                 NaN   99.2851       0.631884       0.829812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        2500.00                 NaN   99.2931       0.622448       0.844579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        2500.00                 NaN   99.2955       0.622044       0.824295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00                 NaN   99.3164       0.603043       0.805406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        2500.00                 NaN   99.3140       0.604299       0.816873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        2500.00                 NaN   99.3216       0.598831       0.795537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        2500.00                 NaN   99.3085       0.615879       0.756343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        2500.00                 NaN   99.3486       0.572956       0.784036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        2500.00                 NaN   99.3316       0.591760       0.766505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        2500.00                 NaN   99.3458       0.578879       0.753056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        2500.00                 NaN   99.2643       0.651257       0.844439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        2500.00                 NaN   99.4383       0.496994       0.646724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        2500.00                 NaN   99.3593       0.568306       0.723735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        2500.00                 NaN   99.3639       0.564532       0.715356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        2500.00                 NaN   99.2766       0.659353       0.640008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        2500.00                 NaN   99.4649       0.464642       0.704693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        2500.00                 NaN   99.3778       0.552487       0.697412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        2500.00                 NaN   99.3867       0.545527       0.677909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        2500.00                 NaN   99.3896       0.543886       0.665190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00                 NaN   99.3928       0.541917       0.653113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        2500.00                 NaN   99.4004       0.534434       0.652144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00                 NaN   99.4025       0.532237       0.652194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        2500.00                 NaN   99.2790       0.630773       0.902768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN   99.6442       0.320639       0.351913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        2500.00                 NaN   99.2928       0.624090       0.830923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.4546       0.491396       0.539616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        2500.00                 NaN   99.4271       0.513077       0.598329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.4307       0.510770       0.585673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
