|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         Sp(TH)         ne             lc            
  1340.08        2500.00        99.2302                 NaN  0.116849                 NaN  0.248774       0.140306       0.263906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.51        2500.00        99.2383                 NaN  0.115247                 NaN  0.139266       0.246339       0.260833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.93        2500.00        99.2477                 NaN  0.113500                 NaN  0.242948       0.138570       0.257279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.36        2500.00        99.2561                 NaN  0.111533                 NaN  0.138646       0.239646       0.254087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.79        2500.00        99.2639                 NaN  0.110036                 NaN  0.237213       0.137752       0.251069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.21        2500.00        99.2717                 NaN  0.108199                 NaN  0.137666       0.234387       0.248061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.64        2500.00        99.2797                 NaN  0.106515                 NaN  0.136946       0.231818       0.244991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.06        2500.00        99.2872                 NaN  0.104815                 NaN  0.229070       0.136866       0.242086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00        99.2946                 NaN  0.102558                 NaN  0.225879       0.137860       0.239101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00        99.3016                 NaN  0.100857                 NaN  0.223035       0.138133       0.236387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.34        2500.00        99.3089                 NaN  0.990237E-001            NaN  0.138121       0.220394       0.233573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.76        2500.00        99.3160                 NaN  0.970728E-001            NaN  0.217744       0.138429       0.230728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1321.19        2500.00        99.3228                 NaN  0.953216E-001            NaN  0.214831       0.138898       0.228196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.62        2500.00        99.3296                 NaN  0.931123E-001            NaN  0.140010       0.211988       0.225322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.04        2500.00        99.3361                 NaN  0.913802E-001            NaN  0.209346       0.140327       0.222846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.47        2500.00        99.3446                 NaN  0.105438                 NaN  0.205844       0.117251       0.226837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.89        2500.00        99.3464                 NaN  0.703992E-001            NaN  0.169636       0.202404       0.211208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.32        2500.00        99.3545                 NaN  0.854483E-001            NaN  0.200873       0.143723       0.215444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.74        2500.00        99.3605                 NaN  0.830487E-001            NaN  0.197660       0.145797       0.213029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.3662                 NaN  0.809852E-001            NaN  0.147392       0.194798       0.210661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.59        2500.00        99.3714                 NaN  0.786900E-001            NaN  0.191501       0.149800       0.208562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1307.02        2500.00        99.3775                 NaN  0.766407E-001            NaN  0.150715       0.189096       0.206018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1305.45        2500.00        99.3828                 NaN  0.746981E-001            NaN  0.186111       0.152489       0.203929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        99.3881                 NaN  0.726668E-001            NaN  0.183143       0.154296       0.201782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1302.30        2500.00        99.3933                 NaN  0.703343E-001            NaN  0.179871       0.156853       0.199598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1300.72        2500.00        99.3982                 NaN  0.682458E-001            NaN  0.158943       0.176978       0.197600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1299.15        2500.00        99.4035                 NaN  0.661441E-001            NaN  0.161099       0.173804       0.195492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1297.57        2500.00        99.4068                 NaN  0.647764E-001            NaN  0.162057       0.172200       0.194142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1296.00        2500.00        99.4133                 NaN  0.618049E-001            NaN  0.167018       0.166330       0.191573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1294.42        2500.00        99.4168                 NaN  0.583077E-001            NaN  0.162539       0.172641       0.189694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1292.85        2500.00        99.4219                 NaN  0.579489E-001            NaN  0.162247       0.170078       0.187819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1291.28        2500.00        99.2114                 NaN  0.712227E-001            NaN  0.184299       0.172948       0.211048       0.149079                 NaN            NaN            NaN            NaN            NaN            NaN
  1289.70        2500.00        88.4622                 NaN  0.838993                 NaN   1.51382       0.116432        1.44853        7.62006                 NaN            NaN            NaN            NaN            NaN            NaN
  1288.13        2500.00        87.9416                 NaN  0.880769                 NaN   1.63680       0.439386E-001   1.50650        7.99042                 NaN            NaN            NaN            NaN            NaN            NaN
  1286.55        2500.00        87.5824                 NaN  0.901838                 NaN   1.72636                 NaN   1.54672        8.24269                 NaN            NaN            NaN            NaN            NaN            NaN
  1284.98        2500.00        87.4991                 NaN  0.882829                 NaN   1.77231                 NaN   1.55678        8.28903                 NaN            NaN            NaN            NaN            NaN            NaN
  1283.40        2500.00        88.0122                 NaN  0.847992                 NaN   1.70421                 NaN   1.49655        7.93908                 NaN            NaN            NaN            NaN            NaN            NaN
  1281.83        2500.00        88.7462                 NaN  0.797403                 NaN   1.61090                 NaN   1.41132        7.43417                 NaN            NaN            NaN            NaN            NaN            NaN
  1280.25        2500.00        78.0937                 NaN   1.43410                 NaN   2.82914                 NaN   2.69943        14.5803       0.363344                 NaN            NaN            NaN            NaN            NaN
  1278.68        2500.00        48.3151                 NaN   1.82489                 NaN   7.06437                 NaN   5.97003        34.6214                 NaN   2.20422                 NaN            NaN            NaN            NaN
  1277.11        2500.00        66.9103                 NaN   1.15796                 NaN   4.46012                 NaN   3.78733        22.1531                 NaN   1.53122                 NaN            NaN            NaN            NaN
  1275.53        2500.00        79.9293                 NaN  0.715987                 NaN   2.76070                 NaN   2.30638        13.3480                 NaN  0.939555                 NaN            NaN            NaN            NaN
  1273.96        2500.00        85.0945                 NaN  0.540574                 NaN   2.07992                 NaN   1.71611        9.86208                 NaN  0.706833                 NaN            NaN            NaN            NaN
  1272.38        2500.00        88.0560                 NaN  0.414121                 NaN   1.70268                 NaN   1.37381        7.87332                 NaN  0.580067                 NaN            NaN            NaN            NaN
  1270.81        2500.00        90.2629                 NaN  0.377672                 NaN   1.38609                 NaN   1.12453        6.37930                 NaN  0.469510                 NaN            NaN            NaN            NaN
  1269.23        2500.00        91.6622                 NaN  0.290375                 NaN   1.22452                 NaN  0.957333        5.45427                 NaN  0.411304                 NaN            NaN            NaN            NaN
  1267.66        2500.00        92.6678                 NaN  0.279534                 NaN   1.09404                 NaN  0.843297        4.75284                 NaN  0.362483                 NaN            NaN            NaN            NaN
  1266.08        2500.00        93.1538                 NaN  0.235425                 NaN   1.03479                 NaN  0.778823        4.45563                 NaN  0.341524                 NaN            NaN            NaN            NaN
  1264.51        2500.00        96.7754                 NaN  0.180742                 NaN  0.567846                 NaN  0.437983        1.95654                 NaN  0.814753E-001            NaN            NaN            NaN            NaN
  1262.94        2500.00        99.2820                 NaN            NaN            NaN  0.710042E-001            NaN  0.364186E-001            NaN            NaN  0.310267E-001            NaN            NaN  0.117015       0.462558     
  1261.36        2500.00        85.7523                 NaN  0.432925                 NaN   2.32200                 NaN   1.55181        9.15610                 NaN  0.784884                 NaN            NaN            NaN            NaN
  1259.79        2500.00        95.2735                 NaN  0.150614                 NaN  0.775572                 NaN  0.524186        3.02698                 NaN  0.249115                 NaN            NaN            NaN            NaN
  1258.21        2500.00        95.5313                 NaN  0.134103                 NaN  0.756646                 NaN  0.489254        2.84879                 NaN  0.239879                 NaN            NaN            NaN            NaN
  1256.64        2500.00        93.2985                 NaN            NaN            NaN   1.14805                 NaN  0.709150        4.73307                 NaN  0.111220                 NaN            NaN            NaN            NaN
  1255.06        2500.00        99.0225                 NaN  0.221433                 NaN  0.256003                 NaN  0.135017                 NaN            NaN  0.365063                 NaN            NaN            NaN            NaN
  1253.49        2500.00        95.7112                 NaN  0.951099E-001            NaN  0.706353                 NaN  0.388177        2.82922                 NaN  0.210059                 NaN            NaN  0.598754E-001            NaN
  1251.91        2500.00                 NaN            NaN   2.60391                 NaN   16.5002                 NaN   8.13445        48.7785                 NaN   2.87093                 NaN            NaN   15.8978        5.21424     
  1250.34        2500.00                 NaN            NaN   2.37063                 NaN   16.7677                 NaN   7.96904        49.0284                 NaN   3.01248                 NaN            NaN   15.8075        5.04423     
  1248.76        2500.00                 NaN            NaN   2.38905                 NaN   16.7475                 NaN   7.99768        49.0442                 NaN   3.00221                 NaN            NaN   15.8297        4.98967     
  1247.19        2500.00                 NaN            NaN   1.67984       0.103054        15.7418                 NaN   8.71091        49.1224                 NaN   3.12421       0.546551E-003            NaN   16.1236        5.39361     
  1245.62        2500.00                 NaN            NaN   2.42666                 NaN   16.7068                 NaN   8.05503        49.0767                 NaN   2.98119                 NaN            NaN   15.8751        4.87847     
  1244.04        2500.00                 NaN            NaN   2.44449                 NaN   16.6882                 NaN   8.08291        49.0936                 NaN   2.97118                 NaN            NaN   15.8974        4.82229     
  1242.47        2500.00                 NaN            NaN   2.46225                 NaN   16.6696                 NaN   8.11049        49.1110                 NaN   2.96128                 NaN            NaN   15.9198        4.76559     
  1240.89        2500.00                 NaN            NaN   2.48056                 NaN   16.6506                 NaN   8.13840        49.1281                 NaN   2.95101                 NaN            NaN   15.9425        4.70878     
  1239.32        2500.00                 NaN            NaN   2.49855                 NaN   16.6321                 NaN   8.16606        49.1456                 NaN   2.94094                 NaN            NaN   15.9652        4.65151     
  1237.74        2500.00                 NaN            NaN   2.51666                 NaN   16.6139                 NaN   8.19359        49.1633                 NaN   2.93076                 NaN            NaN   15.9881        4.59369     
  1236.17        2500.00                 NaN            NaN   2.53364                 NaN   16.5970                 NaN   8.22032        49.1821                 NaN   2.92129                 NaN            NaN   16.0106        4.53504     
  1234.59        2500.00                 NaN            NaN   2.55136                 NaN   16.5796                 NaN   8.24733        49.2006                 NaN   2.91129                 NaN            NaN   16.0335        4.47642     
  1233.02        2500.00                 NaN            NaN   2.56952                 NaN   16.5621                 NaN   8.27443        49.2187                 NaN   2.90108                 NaN            NaN   16.0567        4.41746     
  1231.45        2500.00                 NaN            NaN   2.58810                 NaN   16.5442                 NaN   8.30187        49.2367                 NaN   2.89056                 NaN            NaN   16.0802        4.35830     
  1229.87        2500.00                 NaN            NaN   2.60461                 NaN   16.5288                 NaN   8.32775        49.2569                 NaN   2.88130                 NaN            NaN   16.1030        4.29767     
  1228.30        2500.00                 NaN            NaN   2.39318                 NaN   16.6440                 NaN   8.40075        49.2344                 NaN   1.97892       0.945435                 NaN   16.1456        4.25775     
  1226.72        2500.00                 NaN            NaN   2.39122                 NaN   16.6449                 NaN   8.41386        49.2751                 NaN   2.01653       0.910157                 NaN   16.1606        4.18764     
  1225.15        2500.00                 NaN            NaN   2.38909                 NaN   16.6461                 NaN   8.42692        49.3162                 NaN   2.05408       0.875033                 NaN   16.1756        4.11695     
  1223.57        2500.00                 NaN            NaN   2.38733                 NaN   16.6470                 NaN   8.44023        49.3572                 NaN   2.08990       0.841383                 NaN   16.1910        4.04592     
  1222.00        2500.00                 NaN            NaN   2.38533                 NaN   16.6483                 NaN   8.45344        49.3987                 NaN   2.12591       0.807683                 NaN   16.2064        3.97427     
  1220.42        2500.00                 NaN            NaN   2.38285                 NaN   16.6500                 NaN   8.46639        49.4410                 NaN   2.16280       0.773368                 NaN   16.2217        3.90189     
  1218.85        2500.00                 NaN            NaN   2.37946                 NaN   16.6548                 NaN   8.47804        49.4837                 NaN   2.18691       0.752287                 NaN   16.2365        3.82826     
  1217.28        2500.00                 NaN            NaN   2.37678                 NaN   16.6568                 NaN   8.49098        49.5268                 NaN   2.22300       0.718854                 NaN   16.2521        3.75472     
  1215.70        2500.00                 NaN            NaN   2.37658                 NaN   16.6569                 NaN   8.50545        49.5675                 NaN   2.25160       0.691397                 NaN   16.2688        3.68178     
  1214.13        2500.00                 NaN            NaN   2.37293                 NaN   16.6599                 NaN   8.51790        49.6121                 NaN   2.28941       0.656783                 NaN   16.2843        3.60672     
  1212.55        2500.00                 NaN            NaN   2.37138                 NaN   16.6612                 NaN   8.53165        49.6548                 NaN   2.32089       0.627210                 NaN   16.3007        3.53209     
  1210.98        2500.00                 NaN            NaN   2.36426                 NaN   16.6671                 NaN   8.54216        49.7037                 NaN   2.36708       0.586281                 NaN   16.3151        3.45433     
  1209.40        2500.00                 NaN            NaN   2.36198                 NaN   16.6692                 NaN   8.55558        49.7477                 NaN   2.39956       0.556115                 NaN   16.3316        3.37825     
  1207.83        2500.00                 NaN            NaN   2.35902                 NaN   16.6719                 NaN   8.56865        49.7928                 NaN   2.43341       0.524963                 NaN   16.3479        3.30129     
  1206.25        2500.00                 NaN            NaN   2.35422                 NaN   16.6762                 NaN   8.58071        49.8401                 NaN   2.47164       0.490528                 NaN   16.3637        3.22290     
  1204.68        2500.00                 NaN            NaN            NaN            NaN   22.0581                 NaN   3.98583        52.6115                 NaN   2.85245        2.00387                 NaN   14.9994        1.48875     
  1203.11        2500.00                 NaN            NaN  0.798501        1.02708        16.5610                 NaN   8.03916        50.0778                 NaN  0.207581        2.92049                 NaN   16.6744        3.69401     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   22.0642                 NaN   4.13152        52.5614                 NaN   1.96533        2.85603                 NaN   15.0643        1.35726     
  1199.96        2500.00                 NaN            NaN   2.33256                 NaN   16.6960                 NaN   8.62815        50.0346                 NaN   2.62539       0.353192                 NaN   16.4273        2.90282     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   22.1208                 NaN   4.14077        52.6286                 NaN   1.94938        2.87372                 NaN   15.1016        1.18511     
  1196.81        2500.00                 NaN            NaN   2.32210                 NaN   16.7060                 NaN   8.65251        50.1337                 NaN   2.69825       0.288182                 NaN   16.4605        2.73877     
  1195.23        2500.00                 NaN            NaN   2.31938                 NaN   16.7092                 NaN   8.66620        50.1811                 NaN   2.72791       0.260903                 NaN   16.4783        2.65711     
  1193.66        2500.00                 NaN            NaN   2.94578                 NaN   16.3225                 NaN   8.84582        49.8096                 NaN   2.68735                 NaN            NaN   16.6409        2.74802     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   22.3469                 NaN   4.18015        52.6068                 NaN   1.88221        2.91278                 NaN   15.2033       0.867796     
  1190.51        2500.00                 NaN            NaN   2.29248                 NaN   16.7338                 NaN   8.69725        50.3445                 NaN   2.85873       0.148321                 NaN   16.5251        2.39977     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   22.2898                 NaN   4.16626        52.8483                 NaN   1.90408        2.92632                 NaN   15.2142       0.651022     
  1187.36        2500.00                 NaN            NaN   3.12480                 NaN   16.2640                 NaN   9.04740        49.7046                 NaN   2.55338                 NaN            NaN   16.7919        2.51392     
  1185.79        2500.00                 NaN            NaN   3.14571                 NaN   16.1824                 NaN   9.03884        49.7908                 NaN   2.55442                 NaN            NaN   16.8354        2.45247     
  1184.21        2500.00                 NaN            NaN  0.829126       0.954363        16.5706                 NaN   8.03869        50.7168                 NaN   3.15593                 NaN            NaN   16.9185        2.81610     
  1182.64        2500.00                 NaN            NaN            NaN            NaN   22.5192                 NaN   4.17044        52.8754                 NaN   1.84065        2.97444                 NaN   15.3123       0.307525     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   22.5566                 NaN   4.14515        52.9471                 NaN   1.82746        2.99835                 NaN   15.3236       0.201690     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   22.5971                 NaN   4.11234        53.0264                 NaN   1.81215        3.02664                 NaN   15.3331       0.923104E-001
  1177.91        2500.00                 NaN            NaN   3.23907                 NaN   16.1896                 NaN   9.18115        49.8573                 NaN   2.48435                 NaN            NaN   16.9702        2.07838     
  1176.34        2500.00                 NaN            NaN            NaN            NaN   22.8982                 NaN   3.72173        53.2391                 NaN   3.22078        1.71724                 NaN   15.2030                 NaN
  1174.77        2500.00                 NaN            NaN            NaN            NaN   22.9170                 NaN   3.71813        53.2293                 NaN   3.23320        1.71049                 NaN   15.1918                 NaN
  1173.19        2500.00                 NaN            NaN   3.29724                 NaN   16.1906                 NaN   9.25669        49.9106                 NaN   2.44305                 NaN            NaN   17.0592        1.84266     
  1171.62        2500.00                 NaN            NaN   3.31117                 NaN   16.1914                 NaN   9.28653        49.9302                 NaN   2.43119                 NaN            NaN   17.0863        1.76319     
  1170.04        2500.00                 NaN            NaN   3.32412                 NaN   16.1747                 NaN   9.31775        49.9675                 NaN   2.42272                 NaN            NaN   17.1129        1.68030     
  1168.47        2500.00                 NaN            NaN            NaN            NaN   23.0854                 NaN   3.73849        53.0936                 NaN   1.66799        3.26960                 NaN   15.1449                 NaN
  1166.89        2500.00                 NaN            NaN            NaN            NaN   23.0999                 NaN   3.69885        53.1154                 NaN   3.29864        1.65916                 NaN   15.1281                 NaN
  1165.32        2500.00                 NaN            NaN            NaN            NaN   23.1539                 NaN   3.73821        53.0474                 NaN   3.29958        1.64260                 NaN   15.1183                 NaN
  1163.74        2500.00                 NaN            NaN            NaN            NaN   23.1859                 NaN   3.73949        53.0244                 NaN   3.30946        1.63471                 NaN   15.1060                 NaN
  1162.17        2500.00                 NaN            NaN   3.39269                 NaN   16.1204                 NaN   9.45264        50.1332                 NaN   2.37701                 NaN            NaN   17.2523        1.27166     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   23.2194                 NaN   3.69572        53.0367                 NaN   3.34182        1.62822                 NaN   15.0781                 NaN
  1159.02        2500.00                 NaN            NaN   3.38920                 NaN   16.1746                 NaN   9.45597        50.2316                 NaN   2.38198                 NaN            NaN   17.2886        1.07799     
  1157.45        2500.00                 NaN            NaN   3.24408                 NaN   16.2637                 NaN   9.37165        50.5074                 NaN   2.49501                 NaN            NaN   17.2378       0.880321     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   23.3029                 NaN   3.71867        52.9635                 NaN   3.36559        1.60591                 NaN   15.0435                 NaN
  1154.30        2500.00                 NaN            NaN            NaN            NaN   23.3178                 NaN   3.78390        52.8769                 NaN   3.37963        1.57383                 NaN   15.0680                 NaN
  1152.72        2500.00                 NaN            NaN            NaN            NaN   23.3534                 NaN   3.75254        52.9029                 NaN   1.59535        3.37100                 NaN   15.0247                 NaN
  1151.15        2500.00                 NaN            NaN   3.27359                 NaN   16.2139                 NaN   9.50429        50.6782                 NaN  0.190889        2.27793                 NaN   17.3462       0.515033     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   23.4627                 NaN   3.77033        52.8122                 NaN   1.56345        3.39481                 NaN   14.9965                 NaN
  1148.00        2500.00                 NaN            NaN            NaN            NaN   23.5203                 NaN   3.75591        52.7822                 NaN   3.41607        1.54563                 NaN   14.9798                 NaN
  1146.42        2500.00                 NaN            NaN   3.35843                 NaN   16.1709                 NaN   9.50589        50.7805                 NaN   2.43140                 NaN            NaN   17.4650       0.287936     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   23.4675                 NaN   3.73656        52.8507                 NaN   1.50474        3.49205                 NaN   14.9484                 NaN
  1143.28        2500.00                 NaN            NaN   3.32243                 NaN   16.2690                 NaN   9.54301        50.8911                 NaN   2.44762                 NaN            NaN   17.4807       0.461765E-001
  1141.70        2500.00                 NaN            NaN   3.36075                 NaN   16.2585                 NaN   9.62190        50.8421                 NaN   2.40955                 NaN            NaN   17.5073                 NaN
  1140.13        2500.00                 NaN            NaN   3.40100                 NaN   16.2256                 NaN   9.64431        50.8022                 NaN   2.38684                 NaN            NaN   17.5400                 NaN
  1138.55        2500.00                 NaN            NaN            NaN            NaN   23.7099                 NaN   3.70760        52.6996                 NaN   3.49697        1.50225                 NaN   14.8837                 NaN
  1136.98        2500.00                 NaN            NaN            NaN            NaN   23.6864                 NaN   3.77734        52.6614                 NaN   3.48203        1.50233                 NaN   14.8905                 NaN
  1135.40        2500.00                 NaN            NaN   3.42969                 NaN   16.2817                 NaN   9.65914        50.7288                 NaN   2.36339                 NaN            NaN   17.5373                 NaN
  1133.83        2500.00                 NaN            NaN            NaN            NaN   23.8750                 NaN   3.75626        52.5384                 NaN   1.46375        3.51310                 NaN   14.8534                 NaN
  1132.25        2500.00                 NaN            NaN            NaN            NaN   23.8941                 NaN   3.77536        52.5131                 NaN   3.52657        1.44947                 NaN   14.8414                 NaN
  1130.68        2500.00                 NaN            NaN   4.20889                 NaN   15.6225                 NaN   10.1358        50.0843       0.576200        1.29483                 NaN            NaN   18.0774                 NaN
  1129.11        2500.00                 NaN            NaN   3.48426                 NaN   16.2769                 NaN   9.75146        50.6209                 NaN   2.32495                 NaN            NaN   17.5415                 NaN
  1127.53        2500.00                 NaN            NaN   3.43271                 NaN   16.2006                 NaN   9.75672        50.7351                 NaN   2.37889                 NaN            NaN   17.4960                 NaN
  1125.96        2500.00                 NaN            NaN   3.49498                 NaN   16.2015                 NaN   9.77146        50.6572                 NaN   2.33526                 NaN            NaN   17.5396                 NaN
  1124.38        2500.00                 NaN            NaN            NaN            NaN   24.0496                 NaN   3.80301        52.3889                 NaN   3.56350        1.41920                 NaN   14.7758                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   24.0532                 NaN   3.95838        52.2061                 NaN   1.18010       0.168363        3.58370        14.8501                 NaN
  1121.23        2500.00                 NaN            NaN            NaN            NaN   24.1741                 NaN   3.79614        52.3069                 NaN   1.38437        3.59804                 NaN   14.7405                 NaN
  1119.66        2500.00                 NaN            NaN            NaN            NaN   24.2384                 NaN   3.78746        52.2673                 NaN   3.61246        1.37154                 NaN   14.7229                 NaN
  1118.08        2500.00                 NaN            NaN            NaN            NaN   24.2766                 NaN   3.79008        52.2410                 NaN   3.63710        1.34855                 NaN   14.7067                 NaN
  1116.51        2500.00                 NaN            NaN            NaN            NaN   24.3294                 NaN   3.78897        52.2072                 NaN   3.64766        1.33980                 NaN   14.6870                 NaN
  1114.94        2500.00                 NaN            NaN            NaN            NaN   24.3599                 NaN   3.79881        52.1781                 NaN   1.33497        3.65163                 NaN   14.6766                 NaN
  1113.36        2500.00                 NaN            NaN            NaN            NaN   24.4199                 NaN   3.79496        52.1426                 NaN   1.32115        3.66820                 NaN   14.6532                 NaN
  1111.79        2500.00                 NaN            NaN            NaN            NaN   24.4732                 NaN   3.66344        52.2208                 NaN   1.27370        3.76600                 NaN   14.6028                 NaN
  1110.21        2500.00                 NaN            NaN            NaN            NaN   24.5066                 NaN   3.80920        52.0744                 NaN   1.29612        3.69297                 NaN   14.6207                 NaN
  1108.64        2500.00                 NaN            NaN            NaN            NaN   24.5825                 NaN   3.79161        52.0362                 NaN   3.71404        1.27883                 NaN   14.5968                 NaN
  1107.06        2500.00                 NaN            NaN            NaN            NaN   24.6412                 NaN   3.79081        51.9996                 NaN   3.72926        1.26534                 NaN   14.5737                 NaN
  1105.49        2500.00                 NaN            NaN            NaN            NaN   24.6688                 NaN   3.80065        51.9699                 NaN   1.25845        3.73495                 NaN   14.5672                 NaN
  1103.91        2500.00                 NaN            NaN   3.69709                 NaN   16.2789                 NaN   10.1185        50.1864                 NaN   2.17540                 NaN            NaN   17.5438                 NaN
  1102.34        2500.00                 NaN            NaN   3.70010                 NaN   16.3106                 NaN   10.1367        50.1470                 NaN   2.16774                 NaN            NaN   17.5379                 NaN
  1100.77        2500.00                 NaN            NaN   3.72714                 NaN   16.3059                 NaN   10.1676        50.1064                 NaN   2.14940                 NaN            NaN   17.5436                 NaN
  1099.19        2500.00                 NaN            NaN   3.74462                 NaN   16.3094                 NaN   10.1940        50.0717                 NaN   2.13702                 NaN            NaN   17.5433                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   24.9242                 NaN   3.81509        51.7878                 NaN   3.79970        1.19569                 NaN   14.4775                 NaN
  1096.04        2500.00                 NaN            NaN            NaN            NaN   24.9660                 NaN   3.82462        51.7526                 NaN   1.18522        3.80939                 NaN   14.4621                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   25.0220                 NaN   3.82827        51.7137                 NaN   3.82491        1.17004                 NaN   14.4410                 NaN
  1092.89        2500.00                 NaN            NaN            NaN            NaN   25.0616                 NaN   3.83817        51.6782                 NaN   3.83203        1.16169                 NaN   14.4282                 NaN
  1091.32        2500.00                 NaN            NaN   4.34071                 NaN   15.7555                 NaN   10.5147        49.6392       0.349920        1.43057                 NaN            NaN   17.9693                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   25.1729                 NaN   3.84523        51.5986                 NaN   3.86116        1.13238                 NaN   14.3897                 NaN
  1088.17        2500.00                 NaN            NaN   3.80590                 NaN   16.3630                 NaN   10.3455        49.8835                 NaN   2.08868                 NaN            NaN   17.5135                 NaN
  1086.60        2500.00                 NaN            NaN   3.83876                 NaN   16.3600                 NaN   10.3751        49.8332                 NaN   2.06419                 NaN            NaN   17.5288                 NaN
  1085.02        2500.00                 NaN            NaN   3.85345                 NaN   16.3678                 NaN   10.3966        49.7989                 NaN   2.05206                 NaN            NaN   17.5311                 NaN
  1083.45        2500.00                 NaN            NaN   3.87458                 NaN   16.3726                 NaN   10.4275        49.7565                 NaN   2.03638                 NaN            NaN   17.5324                 NaN
  1081.87        2500.00                 NaN            NaN   3.87484                 NaN   16.3839                 NaN   10.4443        49.7395                 NaN   2.03608                 NaN            NaN   17.5213                 NaN
  1080.30        2500.00                 NaN            NaN   3.89434                 NaN   16.3884                 NaN   10.4707        49.7012                 NaN   2.02155                 NaN            NaN   17.5238                 NaN
  1078.72        2500.00                 NaN            NaN   3.89784                 NaN   16.4014                 NaN   10.4900        49.6762                 NaN   2.01690                 NaN            NaN   17.5177                 NaN
  1077.15        2500.00                 NaN            NaN   3.92374                 NaN   16.4040                 NaN   10.5185        49.6316                 NaN   1.99816                 NaN            NaN   17.5240                 NaN
  1075.57        2500.00                 NaN            NaN   3.94300                 NaN   16.4071                 NaN   10.5486        49.5936                 NaN   1.98456                 NaN            NaN   17.5231                 NaN
  1074.00        2500.00                 NaN            NaN   3.94347                 NaN   16.4239                 NaN   10.5649        49.5710                 NaN   1.98227                 NaN            NaN   17.5145                 NaN
  1072.43        2500.00                 NaN            NaN   3.95907                 NaN   16.4338                 NaN   10.5883        49.5341                 NaN   1.96992                 NaN            NaN   17.5148                 NaN
  1070.85        2500.00                 NaN            NaN   3.95845                 NaN   16.4515                 NaN   10.6136        49.5073                 NaN   1.96716                 NaN            NaN   17.5020                 NaN
  1069.28        2500.00                 NaN            NaN   3.97265                 NaN   16.4606                 NaN   10.6306        49.4758                 NaN   1.95649                 NaN            NaN   17.5038                 NaN
  1067.70        2500.00                 NaN            NaN   4.05094                 NaN   16.4069                 NaN   10.7116        49.3873                 NaN   1.90009                 NaN            NaN   17.5431                 NaN
  1066.13        2500.00                 NaN            NaN   4.01113                 NaN   16.4760                 NaN   10.6841        49.3950                 NaN   1.92715                 NaN            NaN   17.5067                 NaN
