|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         Sp(TH)         ne             lc            
  1062.98        2500.00                 NaN            NaN   5.88321                 NaN   19.5851                 NaN   10.6240        44.8885                 NaN   3.18589                 NaN            NaN   15.8333                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   31.8997                 NaN   2.95067        45.2491       0.706773        6.87702                 NaN            NaN   12.3167                 NaN
  1059.83        2500.00                 NaN            NaN            NaN            NaN   31.9254                 NaN   2.96299        45.2240       0.703833        6.88167                 NaN            NaN   12.3020                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   31.9692                 NaN   2.97017        45.1922       0.702317        6.88227                 NaN            NaN   12.2838                 NaN
  1056.68        2500.00                 NaN            NaN            NaN            NaN   32.0360                 NaN   2.97066        45.1519       0.703548        6.87600                 NaN            NaN   12.2619                 NaN
  1055.11        2500.00                 NaN            NaN            NaN            NaN   32.0113                 NaN   3.00061        45.1415       0.697923        6.88749                 NaN            NaN   12.2612                 NaN
  1053.53        2500.00                 NaN            NaN            NaN            NaN   31.9203                 NaN   2.97949        45.2270       0.715994        6.90843                 NaN            NaN   12.2488                 NaN
  1051.96        2500.00                 NaN            NaN            NaN            NaN   32.0732                 NaN   3.01805        45.0906       0.694316        6.89048                 NaN            NaN   12.2334                 NaN
  1050.38        2500.00                 NaN            NaN   6.76005                 NaN   19.5427                 NaN   10.8624        44.2501       0.518541        1.98330                 NaN            NaN   16.0829                 NaN
  1048.81        2500.00                 NaN            NaN            NaN            NaN   32.1909                 NaN   3.02699        45.0144       0.689843        6.89196                 NaN            NaN   12.1859                 NaN
  1047.23        2500.00                 NaN            NaN            NaN            NaN   32.2066                 NaN   3.04350        44.9914       0.687259        6.89295                 NaN            NaN   12.1783                 NaN
  1045.66        2500.00                 NaN            NaN            NaN            NaN   32.1890                 NaN   3.14939        44.9252       0.720143        6.82048                 NaN            NaN   12.1957                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN   32.2170                 NaN   3.15014        44.9074       0.711620        6.83713                 NaN            NaN   12.1767                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN   32.2385                 NaN   3.16252        44.8852       0.708931        6.84160                 NaN            NaN   12.1632                 NaN
  1040.94        2500.00                 NaN            NaN   7.75159                 NaN   19.3540                 NaN   11.2343        43.5059        1.01059       0.755928                 NaN            NaN   16.3877                 NaN
  1039.36        2500.00                 NaN            NaN   7.72526                 NaN   19.4617                 NaN   11.1408        43.5454        1.01502       0.744106                 NaN            NaN   16.3678                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   32.3157                 NaN   3.15693        44.8605       0.701438        6.86680                 NaN            NaN   12.0986                 NaN
  1036.21        2500.00                 NaN            NaN            NaN            NaN   32.3341                 NaN   3.22407        44.7920       0.694544        6.85153                 NaN            NaN   12.1037                 NaN
  1034.64        2500.00                 NaN            NaN            NaN            NaN   32.4190                 NaN   3.16553        44.8091       0.689997        6.86465                 NaN            NaN   12.0517                 NaN
  1033.06        2500.00                 NaN            NaN            NaN            NaN   32.6128                 NaN   3.13538        44.6834       0.663743        6.89674                 NaN            NaN   12.0080                 NaN
  1031.49        2500.00                 NaN            NaN            NaN            NaN   32.6936                 NaN   3.20247        44.5779       0.682772        6.83374                 NaN            NaN   12.0095                 NaN
  1029.91        2500.00                 NaN            NaN            NaN            NaN   32.5476                 NaN   3.28316        44.6085       0.686302        6.84322                 NaN            NaN   12.0312                 NaN
  1028.34        2500.00                 NaN            NaN            NaN            NaN   32.5992                 NaN   3.29668        44.5681       0.682947        6.84280                 NaN            NaN   12.0103                 NaN
  1026.77        2500.00                 NaN            NaN            NaN            NaN   32.7939                 NaN   3.31398        44.4284       0.672369        6.81364                 NaN            NaN   11.9777                 NaN
  1025.19        2500.00                 NaN            NaN            NaN            NaN   32.8775                 NaN   3.17897        44.4967       0.644399        6.90534                 NaN            NaN   11.8971                 NaN
  1023.62        2500.00                 NaN            NaN   8.34568                 NaN   19.4138                 NaN   11.5577        42.9065        1.28270                 NaN            NaN            NaN   16.4935                 NaN
  1022.04        2500.00                 NaN            NaN            NaN            NaN   32.9115                 NaN   3.21349        44.4480       0.634190        6.91866                 NaN            NaN   11.8742                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   32.9161                 NaN   3.25845        44.4224       0.638785        6.90940                 NaN            NaN   11.8549                 NaN
  1018.89        2500.00                 NaN            NaN            NaN            NaN   32.8530                 NaN   3.20481        44.5043       0.649133        6.94409                 NaN            NaN   11.8447                 NaN
  1017.32        2500.00                 NaN            NaN   8.38553                 NaN   19.4386                 NaN   11.5896        42.8456        1.26494                 NaN            NaN            NaN   16.4758                 NaN
  1015.74        2500.00                 NaN            NaN   8.38780                 NaN   19.4573                 NaN   11.6050        42.8231        1.26119                 NaN            NaN            NaN   16.4657                 NaN
  1014.17        2500.00                 NaN            NaN            NaN            NaN   33.0511                 NaN   3.41237        44.2172       0.650211        6.83903                 NaN            NaN   11.8300                 NaN
  1012.60        2500.00                 NaN            NaN            NaN            NaN   33.0965                 NaN   3.32907        44.2507       0.613833        6.92692                 NaN            NaN   11.7829                 NaN
  1011.02        2500.00                 NaN            NaN   8.38522                 NaN   19.5181                 NaN   11.6598        42.7549        1.25297                 NaN            NaN            NaN   16.4291                 NaN
  1009.45        2500.00                 NaN            NaN            NaN            NaN   33.3043                 NaN   3.32034        44.1413       0.593745        6.93657                 NaN            NaN   11.7038                 NaN
  1007.87        2500.00                 NaN            NaN            NaN            NaN   33.2553                 NaN   3.48317        44.0436       0.632230        6.83362                 NaN            NaN   11.7520                 NaN
  1006.30        2500.00                 NaN            NaN            NaN            NaN   33.3941                 NaN   3.34958        44.0678       0.583422        6.94153                 NaN            NaN   11.6637                 NaN
  1004.72        2500.00                 NaN            NaN            NaN            NaN   33.4284                 NaN   3.35708        44.0450       0.583375        6.94270                 NaN            NaN   11.6435                 NaN
  1003.15        2500.00                 NaN            NaN            NaN            NaN   33.4251                 NaN   3.36870        44.0410       0.586828        6.94285                 NaN            NaN   11.6355                 NaN
  1001.57        2500.00                 NaN            NaN            NaN            NaN   33.4686                 NaN   3.38711        44.0015       0.581268        6.94366                 NaN            NaN   11.6178                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   33.4582                 NaN   3.42503        43.9740       0.571502        6.95296                 NaN            NaN   11.6183                 NaN
