|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.25/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.4885       0.511504                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.4554       0.544646                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4222       0.577788                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.3891       0.610929                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3559       0.644070                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3228       0.677212                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2896       0.710353                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2565       0.743493                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2234       0.776634                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1209       0.879126                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0184       0.981619                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.9159        1.08411                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.8134        1.18660                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.7109        1.28909                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.6084        1.39158                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.5059        1.49407                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.4034        1.59656                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.0234        1.97658                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.6434        2.35661                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.2634        2.73663                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.8833        3.11666                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.5033        3.49669                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.1233        3.87672                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        95.7432        4.25676                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.3632        4.63680                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.7761        5.22391                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.1748        5.82418       0.105573E-002            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.5294        6.45018       0.204415E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        92.8840        7.07620       0.398275E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.2214        7.72022       0.584220E-001            NaN            NaN            NaN            NaN            NaN
