|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.25/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.5441       0.455887                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5132       0.486768                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.4823       0.517656                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4514       0.548552                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4205       0.579455                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3896       0.610366                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3587       0.641285                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.3278       0.672211                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2969       0.703144                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2014       0.798618                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1059       0.894124                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0103       0.989662                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.9148        1.08523                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.8192        1.18083                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.7235        1.27647                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.6279        1.37213                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.5322        1.46783                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.1782        1.82177                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.8240        2.17596                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.4696        2.53039                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.1149        2.88506                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.7600        3.23998                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.4049        3.59514                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.0495        3.95054                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.6938        4.30617                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.1453        4.85471                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.5838        5.41548       0.720424E-003            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.9855        6.00051       0.139483E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.3867        6.58615       0.271905E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.7723        7.18778       0.398748E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        92.1574        7.79005       0.525731E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.5418        8.39295       0.652853E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        90.9255        8.99648       0.780115E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        90.3252        9.58501       0.897740E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        89.7243        10.1741       0.101549                 NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        89.1228        10.7639       0.113337                 NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        88.5207        11.3542       0.125137                 NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        87.9179        11.9451       0.136950                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        87.3146        12.5367       0.148775                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        86.7106        13.1288       0.160612                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        86.1061        13.7215       0.172462                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        85.5377        14.2791       0.183262                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        84.9687        14.8372       0.194072                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.3992        15.3959       0.204893                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        83.8292        15.9551       0.215725                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.2586        16.5148       0.226568                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        82.6875        17.0751       0.237421                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        82.1159        17.6358       0.248284                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        81.5438        18.1971       0.259158                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        81.0079        18.7230       0.269087                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        80.4717        19.2493       0.279024                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        79.9349        19.7761       0.288971                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        79.3977        20.3034       0.298926                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        78.8600        20.8311       0.308891                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        78.3219        21.3592       0.318864                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        77.7834        21.8878       0.328846                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.2443        22.4168       0.338837                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.7328        22.9193       0.347950                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        76.2208        23.4222       0.357071                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        75.7084        23.9254       0.366199                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        75.1956        24.4291       0.375334                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        74.6824        24.9331       0.384478                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        74.1688        25.4376       0.393628                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        73.6548        25.9424       0.402787                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        73.1405        26.4476       0.411952                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        72.6485        26.9310       0.420526                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        72.1562        27.4147       0.429107                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        71.6635        27.8988       0.437695                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        71.1705        28.3832       0.446288                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        70.6771        28.8680       0.454889                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        70.1834        29.3531       0.463495                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        69.6894        29.8385       0.472109                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        69.1950        30.3243       0.480728                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        68.7178        30.7935       0.488675                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        68.2404        31.2630       0.496628                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        67.7626        31.7328       0.504586                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        67.2846        32.2029       0.512550                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        66.8062        32.6733       0.520519                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        66.3275        33.1440       0.528494                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        65.8486        33.6149       0.536473                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        65.3694        34.0862       0.544459                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        64.9068        34.5414       0.551821                 NaN            NaN            NaN            NaN            NaN
