|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1191.49        500.000                 NaN            NaN   7.46155                 NaN            NaN  0.824692        6.79381        42.6775       0.915432        41.3270     
  1190.39        500.000                 NaN            NaN   7.48716                 NaN            NaN  0.815712        6.79661        42.6695       0.913779        41.3172     
  1189.29        500.000                 NaN            NaN   7.50807                 NaN            NaN  0.804458        6.78704        42.6817       0.916259        41.3025     
  1188.19        500.000                 NaN            NaN   7.57478                 NaN            NaN  0.780531        6.79279        42.6635       0.912472        41.2759     
  1187.09        500.000                 NaN            NaN   7.55218                 NaN            NaN  0.792845        6.80349        42.6498       0.909640        41.2920     
  1185.98        500.000                 NaN            NaN   7.56863                 NaN            NaN  0.787354        6.80578        42.6437       0.908387        41.2861     
  1184.88        500.000                 NaN            NaN   7.81595                 NaN            NaN  0.695489        6.81107        42.5971       0.898623        41.1818     
  1183.78        500.000                 NaN            NaN   7.89157                 NaN            NaN  0.666987        6.82044        42.5772       0.894182        41.1497     
  1182.68        500.000                 NaN            NaN   7.98762                 NaN            NaN  0.632548        6.82883        42.5511       0.888580        41.1113     
  1181.58        500.000                 NaN            NaN   8.09000                 NaN            NaN  0.595340        6.83743        42.5247       0.882832        41.0697     
  1180.48        500.000                 NaN            NaN   8.21259                 NaN            NaN  0.551113        6.84800        42.4922       0.875757        41.0203     
  1179.38        500.000                 NaN            NaN   8.44405                 NaN            NaN  0.466895        6.86743        42.4330       0.862617        40.9260     
  1178.28        500.000                 NaN            NaN   8.51446                 NaN            NaN  0.442163        6.87400        42.4124       0.858265        40.8987     
  1177.18        500.000                 NaN            NaN   8.63118                 NaN            NaN  0.398888        6.88319        42.3849       0.851985        40.8499     
  1176.08        500.000                 NaN            NaN   8.83468                 NaN            NaN  0.325775        6.90087        42.3302       0.840103        40.7683     
  1174.98        500.000                 NaN            NaN   8.99463                 NaN            NaN  0.267093        6.91379        42.2910       0.831270        40.7022     
  1173.88        500.000                 NaN            NaN   9.23589                 NaN            NaN  0.179016        6.93355        42.2304       0.817758        40.6033     
  1172.78        500.000                 NaN            NaN   9.65740                 NaN            NaN  0.252664E-001   6.96771        42.1244       0.794179        40.4310     
  1171.68        500.000                 NaN            NaN   2.94258        6.77735                 NaN            NaN   6.96980        42.1162       0.792282        40.4018     
  1170.58        500.000                 NaN            NaN   7.28771        2.43045                 NaN            NaN   6.96836        42.1192       0.793158        40.4012     
  1169.48        500.000                 NaN            NaN   6.99525        2.72215                 NaN            NaN   6.96942        42.1195       0.792855        40.4009     
  1168.38        500.000                 NaN            NaN   9.71899                 NaN            NaN            NaN   6.97066        42.1165       0.792679        40.4012     
  1167.28        500.000                 NaN            NaN   9.71789                 NaN            NaN            NaN   6.97047        42.1177       0.792979        40.4009     
  1166.18        500.000                 NaN            NaN   9.71861                 NaN            NaN            NaN   6.97175        42.1166       0.792219        40.4008     
  1165.08        500.000                 NaN            NaN   6.12946        3.58575                 NaN            NaN   6.97030        42.1187       0.794129        40.4016     
  1163.97        500.000                 NaN            NaN   6.20722        3.50976                 NaN            NaN   6.97103        42.1186       0.792958        40.4004     
  1162.87        500.000                 NaN            NaN   9.73871                 NaN            NaN            NaN   6.98435        42.0867       0.785505        40.4047     
  1161.77        500.000                 NaN            NaN  0.460095        9.25910       0.683174E-005            NaN   6.97598        42.1137       0.790541        40.4006     
  1160.67        500.000                 NaN            NaN  0.445863        9.27788       0.565124E-005            NaN   6.97869        42.1071       0.789194        40.4013     
  1159.57        500.000                 NaN            NaN  0.467976        9.25784                 NaN            NaN   6.98004        42.1038       0.788578        40.4018     
  1158.47        500.000                 NaN            NaN  0.550860        9.17723       0.592111E-005            NaN   6.98298        42.0996       0.787267        40.4021     
  1157.37        500.000                 NaN            NaN  0.557304        9.17214       0.560176E-005            NaN   6.98399        42.0969       0.787136        40.4025     
  1156.27        500.000                 NaN            NaN  0.620944        9.10825       0.710553E-005            NaN   6.98205        42.0992       0.787078        40.4025     
  1155.17        500.000                 NaN            NaN  0.710236        9.01984       0.808894E-005            NaN   6.98442        42.0968       0.786396        40.4023     
  1154.07        500.000                 NaN            NaN   9.74689                 NaN            NaN            NaN   6.99156        42.0723       0.782957        40.4063     
  1152.97        500.000                 NaN            NaN   9.75306                 NaN            NaN            NaN   6.99668        42.0632       0.779933        40.4071     
  1151.87        500.000                 NaN            NaN  0.816268        8.91749                 NaN            NaN   6.98854        42.0897       0.785005        40.4030     
  1150.77        500.000                 NaN            NaN   9.75610                 NaN            NaN            NaN   6.99933        42.0582       0.778733        40.4077     
  1149.67        500.000                 NaN            NaN   9.75765                 NaN            NaN            NaN   7.00067        42.0556       0.778122        40.4079     
  1148.57        500.000                 NaN            NaN  0.875953        8.85915       0.346572E-003            NaN   6.99198        42.0862       0.783046        40.4033     
  1147.47        500.000                 NaN            NaN   9.76077                 NaN            NaN            NaN   7.00336        42.0505       0.776895        40.4085     
  1146.37        500.000                 NaN            NaN   1.01632        8.72158       0.117492E-003            NaN   6.99467        42.0817       0.781881        40.4038     
  1145.27        500.000                 NaN            NaN   9.76339                 NaN            NaN            NaN   7.00573        42.0461       0.775857        40.4089     
  1144.17        500.000                 NaN            NaN   9.76497                 NaN            NaN            NaN   7.00709        42.0435       0.775236        40.4092     
  1143.07        500.000                 NaN            NaN   9.76381                 NaN            NaN            NaN   7.00682        42.0449       0.775552        40.4090     
  1141.96        500.000                 NaN            NaN   1.26881        8.48085                 NaN            NaN   7.00120        42.0652       0.778260        40.4057     
  1140.86        500.000                 NaN            NaN   1.36376        8.38537                 NaN            NaN   7.00313        42.0642       0.777757        40.4058     
  1139.76        500.000                 NaN            NaN   1.37308        8.37783                 NaN            NaN   7.00538        42.0606       0.776870        40.4062     
  1138.66        500.000                 NaN            NaN   1.44995        8.30220                 NaN            NaN   7.00422        42.0596       0.777397        40.4066     
  1137.56        500.000                 NaN            NaN   1.49742        8.25570                 NaN            NaN   7.00511        42.0582       0.776890        40.4067     
  1136.46        500.000                 NaN            NaN   1.53574        8.21879                 NaN            NaN   7.00631        42.0559       0.776339        40.4069     
  1135.36        500.000                 NaN            NaN   1.57389        8.18206                 NaN            NaN   7.00750        42.0536       0.775787        40.4072     
  1134.26        500.000                 NaN            NaN   1.64488        8.11162                 NaN            NaN   7.00888        42.0524       0.775135        40.4071     
  1133.16        500.000                 NaN            NaN   9.77746                 NaN            NaN            NaN   7.01860        42.0225       0.770143        40.4113     
  1132.06        500.000                 NaN            NaN   9.77897                 NaN            NaN            NaN   7.01990        42.0201       0.769542        40.4115     
  1130.96        500.000                 NaN            NaN   1.71389        8.04680                 NaN            NaN   7.01144        42.0461       0.773894        40.4079     
  1129.86        500.000                 NaN            NaN   9.78664                 NaN            NaN            NaN   7.02527        42.0085       0.766716        40.4128     
  1128.76        500.000                 NaN            NaN   9.78828                 NaN            NaN            NaN   7.02665        42.0059       0.766067        40.4131     
  1127.66        500.000                 NaN            NaN   9.78982                 NaN            NaN            NaN   7.02798        42.0034       0.765445        40.4134     
  1126.56        500.000                 NaN            NaN   1.84271        7.92173                 NaN            NaN   7.01511        42.0400       0.772066        40.4084     
  1125.46        500.000                 NaN            NaN   9.78411                 NaN            NaN            NaN   7.02592        42.0110       0.766816        40.4121     
  1124.36        500.000                 NaN            NaN   1.89035        7.87709                 NaN            NaN   7.01733        42.0355       0.770876        40.4089     
  1123.26        500.000                 NaN            NaN   9.77871                 NaN            NaN            NaN   7.02297        42.0181       0.768929        40.4113     
  1122.16        500.000                 NaN            NaN   9.79185                 NaN            NaN            NaN   7.03078        41.9990       0.764630        40.4138     
  1121.06        500.000                 NaN            NaN   7.86730        1.87717       0.453529E-004            NaN   6.99580        42.0734       0.781382        40.4049     
  1119.95        500.000                 NaN            NaN   9.79734                 NaN            NaN            NaN   7.03545        41.9907       0.762017        40.4145     
  1118.85        500.000                 NaN            NaN   9.79996                 NaN            NaN            NaN   7.03733        41.9866       0.761095        40.4150     
  1117.75        500.000                 NaN            NaN   2.21464        7.55862                 NaN            NaN   7.01991        42.0276       0.769143        40.4100     
  1116.65        500.000                 NaN            NaN   2.00295        7.77295                 NaN            NaN   7.02364        42.0221       0.767874        40.4105     
  1115.55        500.000                 NaN            NaN   9.79955                 NaN            NaN            NaN   7.03773        41.9862       0.761466        40.4150     
  1114.45        500.000                 NaN            NaN   7.80495        1.94418                 NaN            NaN   7.00073        42.0651       0.779338        40.4057     
  1113.35        500.000                 NaN            NaN   9.80523                 NaN            NaN            NaN   7.04275        41.9778       0.758546        40.4157     
  1112.25        500.000                 NaN            NaN   9.81077                 NaN            NaN            NaN   7.04615        41.9696       0.756787        40.4167     
  1111.15        500.000                 NaN            NaN   7.53205        2.22778       0.235191E-004            NaN   7.01031        42.0425       0.776956        40.4104     
  1110.05        500.000                 NaN            NaN   7.52713        2.23358       0.168352E-004            NaN   7.00986        42.0419       0.777115        40.4104     
  1108.95        500.000                 NaN            NaN   7.40584        2.35448                 NaN            NaN   7.01065        42.0424       0.776619        40.4100     
  1107.85        500.000                 NaN            NaN   7.74311        2.01010                 NaN            NaN   7.00367        42.0595       0.777468        40.4062     
  1106.75        500.000                 NaN            NaN   7.31646        2.43874                 NaN            NaN   7.01391        42.0491       0.774395        40.4074     
  1105.65        500.000                 NaN            NaN   7.73429        2.02185                 NaN            NaN   7.00483        42.0554       0.776768        40.4068     
  1104.55        500.000                 NaN            NaN   7.72561        2.03229                 NaN            NaN   7.00585        42.0529       0.776176        40.4071     
  1103.45        500.000                 NaN            NaN   9.81364                 NaN            NaN            NaN   7.04989        41.9631       0.755924        40.4174     
  1102.35        500.000                 NaN            NaN   2.45734        7.33320       0.150314E-005            NaN   7.03302        42.0004       0.762819        40.4132     
  1101.25        500.000                 NaN            NaN   7.66153        2.09894                 NaN            NaN   7.00712        42.0484       0.775945        40.4081     
  1100.15        500.000                 NaN            NaN   7.65107        2.10828                 NaN            NaN   7.00793        42.0500       0.775433        40.4073     
  1099.05        500.000                 NaN            NaN   9.83573                 NaN            NaN            NaN   7.06570        41.9294       0.747476        40.4217     
  1097.94        500.000                 NaN            NaN   7.65667        2.10529                 NaN            NaN   7.00968        42.0461       0.774444        40.4078     
  1096.84        500.000                 NaN            NaN   7.64800        2.11500                 NaN            NaN   7.01033        42.0446       0.774097        40.4080     
  1095.74        500.000                 NaN            NaN   7.64653        2.11784                 NaN            NaN   7.01167        42.0425       0.773322        40.4081     
  1094.64        500.000                 NaN            NaN   7.58023        2.18409                 NaN            NaN   7.01051        42.0431       0.773821        40.4083     
  1093.54        500.000                 NaN            NaN   7.59754        2.16826                 NaN            NaN   7.01245        42.0404       0.772857        40.4085     
  1092.44        500.000                 NaN            NaN   9.84620                 NaN            NaN            NaN   7.07390        41.9140       0.743075        40.4229     
  1091.34        500.000                 NaN            NaN   9.85027                 NaN            NaN            NaN   7.07656        41.9077       0.741752        40.4237     
  1090.24        500.000                 NaN            NaN   7.57407        2.19444                 NaN            NaN   7.01341        42.0367       0.772387        40.4090     
  1089.14        500.000                 NaN            NaN   1.75921        8.05930                 NaN            NaN   7.05199        41.9578       0.753656        40.4180     
  1088.04        500.000                 NaN            NaN   7.11156        2.65804                 NaN            NaN   7.01706        42.0285       0.772470        40.4124     
  1086.94        500.000                 NaN            NaN   7.13731        2.63240                 NaN            NaN   7.01738        42.0283       0.772262        40.4123     
  1085.84        500.000                 NaN            NaN   3.48875        6.29830                 NaN            NaN   7.03674        41.9959       0.763780        40.4165     
  1084.74        500.000                 NaN            NaN   9.86264                 NaN            NaN            NaN   7.08611        41.8885       0.736946        40.4258     
  1083.64        500.000                 NaN            NaN   9.86457                 NaN            NaN            NaN   7.08762        41.8855       0.736185        40.4262     
  1082.54        500.000                 NaN            NaN   7.84232        2.01718                 NaN            NaN   7.08457        41.8932       0.737698        40.4250     
  1081.44        500.000                 NaN            NaN   7.73562        2.12561                 NaN            NaN   7.08612        41.8900       0.737074        40.4255     
  1080.34        500.000                 NaN            NaN   7.31866        2.53990                 NaN            NaN   7.08400        41.8943       0.738176        40.4250     
  1079.24        500.000                 NaN            NaN   7.60147        2.26819                 NaN            NaN   7.09178        41.8775       0.734075        40.4270     
  1078.14        500.000                 NaN            NaN   7.58272        2.28294                 NaN            NaN   7.08972        41.8830       0.735286        40.4263     
  1077.04        500.000                 NaN            NaN   7.97650        1.89287                 NaN            NaN   7.09225        41.8774       0.733984        40.4270     
  1075.93        500.000                 NaN            NaN   7.22557        2.64017                 NaN            NaN   7.08979        41.8819       0.735779        40.4268     
  1074.83        500.000                 NaN            NaN   3.42240        6.37989                 NaN            NaN   7.03997        41.9824       0.759450        40.4159     
  1073.73        500.000                 NaN            NaN   3.52426        6.27534                 NaN            NaN   7.03784        41.9860       0.760897        40.4157     
  1072.63        500.000                 NaN            NaN   3.44641        6.35659                 NaN            NaN   7.03896        41.9817       0.760051        40.4163     
  1071.53        500.000                 NaN            NaN   3.46491        6.33816                 NaN            NaN   7.03913        41.9815       0.760043        40.4163     
  1070.43        500.000                 NaN            NaN   3.45460        6.34995                 NaN            NaN   7.03977        41.9794       0.759722        40.4166     
  1069.33        500.000                 NaN            NaN   3.53694        6.26548                 NaN            NaN   7.03967        41.9798       0.760611        40.4176     
  1068.23        500.000                 NaN            NaN   3.46809        6.33737                 NaN            NaN   7.04301        41.9774       0.757888        40.4163     
  1067.13        500.000                 NaN            NaN   3.52424        6.27994                 NaN            NaN   7.04191        41.9763       0.759632        40.4180     
  1066.03        500.000                 NaN            NaN   3.75352        6.04666       0.170975E-004            NaN   7.03825        41.9806       0.762223        40.4187     
  1064.93        500.000                 NaN            NaN   3.77129        6.02943       0.175029E-004            NaN   7.03846        41.9800       0.762035        40.4187     
  1063.83        500.000                 NaN            NaN   1.78922        8.05575                 NaN            NaN   7.07086        41.9191       0.743147        40.4219     
  1062.73        500.000                 NaN            NaN   3.45873        6.35081                 NaN            NaN   7.04421        41.9716       0.757318        40.4173     
  1061.63        500.000                 NaN            NaN   3.46314        6.34756                 NaN            NaN   7.04473        41.9700       0.757034        40.4176     
  1060.53        500.000                 NaN            NaN   3.62814        6.18304                 NaN            NaN   7.04542        41.9672       0.757522        40.4187     
  1059.43        500.000                 NaN            NaN   1.97506        7.87861                 NaN            NaN   7.07855        41.9020       0.740701        40.4251     
  1058.33        500.000                 NaN            NaN   3.60364        6.20639                 NaN            NaN   7.04247        41.9714       0.758350        40.4178     
  1057.23        500.000                 NaN            NaN   3.53929        6.27249                 NaN            NaN   7.04418        41.9689       0.757324        40.4179     
  1056.13        500.000                 NaN            NaN   3.64987        6.17176                 NaN            NaN   7.04527        41.9575       0.755544        40.4200     
  1055.03        500.000                 NaN            NaN   2.09899        2.50031        5.26019                 NaN   7.08305        41.8934       0.738112        40.4259     
  1053.92        500.000                 NaN            NaN   3.70684        6.11261                 NaN            NaN   7.05090        41.9562       0.753869        40.4195     
  1052.82        500.000                 NaN            NaN   3.68416        6.13005                 NaN            NaN   7.04736        41.9623       0.756536        40.4196     
  1051.72        500.000                 NaN            NaN   3.02439        6.82596                 NaN            NaN   7.07535        41.9089       0.741025        40.4244     
  1050.62        500.000                 NaN            NaN  0.991981        8.92241                 NaN            NaN   7.12653        41.8072       0.716936        40.4349     
  1049.52        500.000                 NaN            NaN   8.71001        1.20526                 NaN            NaN   7.12725        41.8057       0.716614        40.4351     
  1048.42        500.000                 NaN            NaN   3.04500        6.80711                 NaN            NaN   7.07678        41.9057       0.740493        40.4249     
  1047.32        500.000                 NaN            NaN   3.09585        6.75909                 NaN            NaN   7.07828        41.9021       0.739453        40.4253     
  1046.22        500.000                 NaN            NaN   3.09907        6.75689                 NaN            NaN   7.07919        41.9007       0.738909        40.4253     
  1045.12        500.000                 NaN            NaN   3.12873        6.72862                 NaN            NaN   7.07985        41.8985       0.738605        40.4257     
  1044.02        500.000                 NaN            NaN   3.13081        6.72816                 NaN            NaN   7.08060        41.8964       0.738101        40.4259     
  1042.92        500.000                 NaN            NaN   3.15838        6.70144                 NaN            NaN   7.08138        41.8948       0.737785        40.4262     
  1041.82        500.000                 NaN            NaN   4.03993        5.76723                 NaN            NaN   7.04547        41.9725       0.756962        40.4179     
  1040.72        500.000                 NaN            NaN   3.18823        6.67395                 NaN            NaN   7.08272        41.8915       0.736966        40.4266     
  1039.62        500.000                 NaN            NaN   3.20997        6.65349                 NaN            NaN   7.08368        41.8894       0.736541        40.4269     
  1038.52        500.000                 NaN            NaN   3.22520        6.63948                 NaN            NaN   7.08443        41.8876       0.736132        40.4272     
  1037.42        500.000                 NaN            NaN   6.55867        3.34649                 NaN            NaN   7.12054        41.8213       0.719784        40.4332     
  1036.32        500.000                 NaN            NaN   6.58930        3.31766                 NaN            NaN   7.12173        41.8187       0.719132        40.4335     
  1035.22        500.000                 NaN            NaN   6.61816        3.29078                 NaN            NaN   7.12294        41.8158       0.718452        40.4338     
  1034.12        500.000                 NaN            NaN   6.52535        3.37889                 NaN            NaN   7.12074        41.8182       0.721754        40.4350     
  1033.02        500.000                 NaN            NaN   3.29852        6.57230                 NaN            NaN   7.08823        41.8785       0.734079        40.4284     
  1031.91        500.000                 NaN            NaN   3.31299        6.55911                 NaN            NaN   7.08903        41.8766       0.733649        40.4286     
  1030.81        500.000                 NaN            NaN   4.08209        5.73085                 NaN            NaN   7.04802        41.9638       0.755804        40.4194     
  1029.71        500.000                 NaN            NaN   3.34837        6.52606                 NaN            NaN   7.09048        41.8731       0.732867        40.4291     
  1028.61        500.000                 NaN            NaN   3.36346        6.51236                 NaN            NaN   7.09116        41.8712       0.732437        40.4294     
  1027.51        500.000                 NaN            NaN   6.37699        3.55176                 NaN            NaN   7.13853        41.7819       0.711892        40.4389     
  1026.41        500.000                 NaN            NaN   5.47688        1.76376        2.46202                 NaN   6.99928        42.1175       0.782567        40.3980     
  1025.31        500.000                 NaN            NaN   5.47715        1.76304        2.46246                 NaN   6.99927        42.1175       0.782572        40.3980     
  1024.21        500.000                 NaN            NaN   3.42775        6.45262                 NaN            NaN   7.09402        41.8644       0.730913        40.4303     
  1023.11        500.000                 NaN            NaN   3.44449        6.43691                 NaN            NaN   7.09473        41.8628       0.730541        40.4305     
  1022.01        500.000                 NaN            NaN   3.89558        6.05290                 NaN            NaN   7.15616        41.7521       0.702085        40.4412     
  1020.91        500.000                 NaN            NaN   3.84044        6.10937                 NaN            NaN   7.15703        41.7500       0.701677        40.4415     
  1019.81        500.000                 NaN            NaN   3.83116        6.12037                 NaN            NaN   7.15824        41.7473       0.701097        40.4419     
  1018.71        500.000                 NaN            NaN   3.77957        6.17335                 NaN            NaN   7.15916        41.7451       0.700644        40.4422     
  1017.61        500.000                 NaN            NaN   3.73408        6.22021                 NaN            NaN   7.16011        41.7430       0.700180        40.4425     
  1016.51        500.000                 NaN            NaN   3.69420        6.26152                 NaN            NaN   7.16114        41.7407       0.699680        40.4428     
  1015.41        500.000                 NaN            NaN   3.65493        6.30235                 NaN            NaN   7.16217        41.7383       0.699160        40.4431     
  1014.31        500.000                 NaN            NaN   3.62583        6.33308                 NaN            NaN   7.16329        41.7357       0.698608        40.4434     
  1013.21        500.000                 NaN            NaN   3.59748        6.36304                 NaN            NaN   7.16443        41.7333       0.698031        40.4438     
  1012.11        500.000                 NaN            NaN   3.57224        6.39001                 NaN            NaN   7.16565        41.7305       0.697461        40.4441     
  1011.01        500.000                 NaN            NaN   3.61066        6.35756                 NaN            NaN   7.16876        41.7216       0.695866        40.4455     
  1009.90        500.000                 NaN            NaN   3.61112        6.35853                 NaN            NaN   7.16971        41.7194       0.695401        40.4459     
  1008.80        500.000                 NaN            NaN   3.61442        6.35665                 NaN            NaN   7.17066        41.7171       0.694936        40.4462     
  1007.70        500.000                 NaN            NaN   6.48085        3.48841                 NaN            NaN   7.17042        41.7198       0.695021        40.4455     
  1006.60        500.000                 NaN            NaN   3.62381        6.34994                 NaN            NaN   7.17260        41.7128       0.694035        40.4468     
  1005.50        500.000                 NaN            NaN   3.63052        6.34462                 NaN            NaN   7.17358        41.7106       0.693572        40.4471     
  1004.40        500.000                 NaN            NaN   3.63792        6.33859                 NaN            NaN   7.17454        41.7084       0.693122        40.4474     
  1003.30        500.000                 NaN            NaN   4.15657        5.70872       0.177710E-005            NaN   7.07892        41.8869       0.739346        40.4296     
  1002.20        500.000                 NaN            NaN   4.10181        5.76980       0.152332E-005            NaN   7.08341        41.8764       0.737389        40.4312     
  1001.10        500.000                 NaN            NaN   4.10628        5.76647       0.153322E-005            NaN   7.08520        41.8739       0.736813        40.4313     
  1000.00        500.000                 NaN            NaN   6.45178        3.54380                 NaN            NaN   7.18663        41.6798       0.686751        40.4512     
