|6.6.6
Archiving\03_Data\eqfracLP/QFM/LAR/LAR_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1384.62        500.000       0.467775E-001   99.8967       0.565493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.66        500.000       0.725208E-003   99.5588       0.214817       0.225633                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.69        500.000       0.491935E-003   99.5344       0.197187       0.267962                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.73        500.000       0.475787E-003   99.5364       0.196286       0.266792                 NaN  0.633722E-005            NaN            NaN            NaN            NaN
  1380.76        500.000       0.241927E-003   99.2785       0.315549       0.283353                 NaN            NaN  0.122357                 NaN            NaN            NaN
  1379.80        500.000       0.198730E-002   99.0750       0.272342       0.413008                 NaN            NaN  0.237645                 NaN            NaN            NaN
  1378.84        500.000                 NaN   99.0570       0.281048       0.419823                 NaN            NaN  0.242105                 NaN            NaN            NaN
  1377.87        500.000                 NaN   99.0634       0.279202       0.416956                 NaN            NaN  0.240470                 NaN            NaN            NaN
  1376.91        500.000                 NaN   99.0736       0.332803       0.286805                 NaN  0.603389E-001  0.246454                 NaN            NaN            NaN
  1375.94        500.000                 NaN   99.0798       0.268432       0.293266                 NaN  0.106923       0.251585                 NaN            NaN            NaN
  1374.98        500.000                 NaN   99.0897       0.262868       0.290784                 NaN  0.107604       0.248996                 NaN            NaN            NaN
  1374.02        500.000                 NaN   99.0962       0.259464       0.289030                 NaN  0.108020       0.247332                 NaN            NaN            NaN
  1373.05        500.000                 NaN   99.0341       0.273980       0.310087                 NaN  0.117169       0.264653                 NaN            NaN            NaN
  1372.09        500.000                 NaN   99.1832       0.261654       0.230948                 NaN  0.100540       0.223678                 NaN            NaN            NaN
  1371.12        500.000                 NaN   99.1166       0.248358       0.283128                 NaN  0.109974       0.241948                 NaN            NaN            NaN
  1370.16        500.000                 NaN   99.1287       0.279668       0.242966                 NaN  0.109950       0.238683                 NaN            NaN            NaN
  1369.20        500.000                 NaN   99.1332       0.278648       0.239753                 NaN  0.110885       0.237506                 NaN            NaN            NaN
  1368.23        500.000                 NaN   99.1405       0.276543       0.236161                 NaN  0.111297       0.235515                 NaN            NaN            NaN
  1367.27        500.000                 NaN   99.1472       0.232501       0.274520                 NaN  0.112011       0.233817                 NaN            NaN            NaN
  1366.30        500.000                 NaN   99.1544       0.228603       0.272604                 NaN  0.112460       0.231910                 NaN            NaN            NaN
  1365.34        500.000                 NaN   99.0964       0.291639       0.242979                 NaN  0.121271       0.247752                 NaN            NaN            NaN
  1364.38        500.000                 NaN   99.2338       0.247569       0.204074                 NaN  0.104434       0.210156                 NaN            NaN            NaN
  1363.41        500.000                 NaN   99.1747       0.217940       0.267007                 NaN  0.113875       0.226492                 NaN            NaN            NaN
  1362.45        500.000                 NaN   98.2260       0.577317       0.466403                 NaN  0.245369       0.484903                 NaN            NaN            NaN
  1361.48        500.000                 NaN   99.9979       0.774641E-003            NaN            NaN  0.790505E-003  0.573125E-003            NaN            NaN            NaN
  1360.52        500.000       0.101107E-001   99.3210       0.191480       0.200472                 NaN  0.914790E-001  0.185483                 NaN            NaN            NaN
  1359.56        500.000                 NaN   99.2025       0.205581       0.259096                 NaN  0.114177       0.218652                 NaN            NaN            NaN
  1358.59        500.000                 NaN   99.2060       0.200886       0.258597                 NaN  0.116352       0.218131                 NaN            NaN            NaN
  1357.63        500.000                 NaN   99.2116       0.256779       0.199081                 NaN  0.116070       0.216443                 NaN            NaN            NaN
  1356.67        500.000       0.110616E-002   99.7926       0.689889E-001  0.623494E-001            NaN  0.193178E-001  0.556480E-001            NaN            NaN            NaN
  1355.70        500.000                 NaN   98.6489       0.444910       0.319904                 NaN  0.214114       0.372178                 NaN            NaN            NaN
  1354.74        500.000                 NaN   99.2285       0.189256       0.252174                 NaN  0.117921       0.212159                 NaN            NaN            NaN
