|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1867.17        500.000        99.1897       0.804673       0.564464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1896       0.804742       0.564474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1895       0.804810       0.564484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1895       0.804878       0.564493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1894       0.804947       0.564503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1893       0.805015       0.564513E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1893       0.805083       0.564523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1892       0.805152       0.564534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1891       0.805220       0.564544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1891       0.805289       0.564554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1890       0.805357       0.564564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1889       0.805426       0.564575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1889       0.805495       0.564585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1888       0.805563       0.564596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1887       0.805632       0.564606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1887       0.805701       0.564617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1886       0.805770       0.564628E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1885       0.805838       0.564639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1884       0.805907       0.564650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1884       0.805976       0.564661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1883       0.806045       0.564672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1882       0.806114       0.564683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1882       0.806183       0.564694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1881       0.806252       0.564705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1880       0.806321       0.564716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1880       0.806390       0.564728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1879       0.806459       0.564739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1878       0.806528       0.564751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1878       0.806597       0.564762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1877       0.806666       0.564774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1876       0.806736       0.564785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1875       0.806805       0.564797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1875       0.806874       0.564809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1874       0.806943       0.564821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1873       0.807013       0.564833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1873       0.807082       0.564845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1872       0.807151       0.564857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1871       0.807221       0.564869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1871       0.807290       0.564881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1870       0.807360       0.564893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1869       0.807429       0.564906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1869       0.807499       0.564918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1868       0.807568       0.564930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1867       0.807638       0.564943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1866       0.807707       0.564955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1866       0.807777       0.564968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1865       0.807847       0.564981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1864       0.807916       0.564993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1864       0.807986       0.565006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1863       0.808056       0.565019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1862       0.808126       0.565032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1862       0.808195       0.565045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1861       0.808265       0.565058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1860       0.808335       0.565071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1859       0.808405       0.565084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1859       0.808469       0.565093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1858       0.808545       0.565111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1857       0.808615       0.565124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1857       0.808685       0.565138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1856       0.808755       0.565151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1855       0.808825       0.565165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1855       0.808895       0.565178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1854       0.808965       0.565192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1853       0.809035       0.565206E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1852       0.809105       0.565219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1852       0.809176       0.565233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1851       0.809246       0.565247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1850       0.809316       0.565261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1850       0.809386       0.565275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1849       0.809457       0.565289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1848       0.809527       0.565303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1847       0.809597       0.565317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1847       0.809668       0.565332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1846       0.809738       0.565346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1845       0.809808       0.565360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1845       0.809879       0.565374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1844       0.809949       0.565389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1843       0.810020       0.565403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1822       0.810094       0.565420E-002  0.202662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1758       0.810194       0.565456E-002  0.836983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1757       0.810346       0.565528E-002  0.827131E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1756       0.810498       0.565599E-002  0.821749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1755       0.810648       0.565669E-002  0.814695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1754       0.810798       0.565739E-002  0.810317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1754       0.810948       0.565809E-002  0.800204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        98.7272       0.811273       0.475479E-002  0.848810E-002  0.448255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9955                 NaN            NaN  0.454563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.7501                 NaN            NaN  0.116146E-001  0.238315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4097                 NaN            NaN  0.851484E-002  0.581771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4100                 NaN            NaN  0.849140E-002  0.581520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4114                 NaN            NaN  0.846624E-002  0.580157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.9885                 NaN            NaN  0.145874E-001  0.996903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.8037                 NaN            NaN  0.280014E-002  0.193464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4513                 NaN            NaN  0.784184E-002  0.540841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4152                 NaN            NaN  0.835012E-002  0.576484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.8185                 NaN            NaN  0.171428E-001   1.16441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9926                 NaN            NaN            NaN  0.744301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4536                 NaN            NaN  0.784725E-002  0.538537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4214                 NaN            NaN  0.823688E-002  0.570334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4236                 NaN            NaN  0.819793E-002  0.568159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4260                 NaN            NaN  0.816831E-002  0.565835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4273                 NaN            NaN  0.813274E-002  0.564606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4285                 NaN            NaN  0.812215E-002  0.563409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4333                 NaN            NaN  0.804986E-002  0.558693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4342                 NaN            NaN  0.802742E-002  0.557723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4368                 NaN            NaN  0.800228E-002  0.555236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4406                 NaN            NaN  0.794360E-002  0.551479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4425                 NaN            NaN  0.791776E-002  0.549557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4453                 NaN            NaN  0.788727E-002  0.546769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4484                 NaN            NaN  0.783606E-002  0.543805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4513                 NaN            NaN  0.780141E-002  0.540858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4552                 NaN            NaN  0.775089E-002  0.537036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4575                 NaN            NaN  0.772818E-002  0.534786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4605                 NaN            NaN  0.769051E-002  0.531806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4655                 NaN            NaN  0.761587E-002  0.526918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4677                 NaN            NaN  0.758945E-002  0.524754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4716                 NaN            NaN  0.754045E-002  0.520879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4756                 NaN            NaN  0.750322E-002  0.516925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4778                 NaN            NaN  0.746938E-002  0.514754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4826                 NaN            NaN  0.739660E-002  0.510022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4866                 NaN            NaN  0.736380E-002  0.506032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4898                 NaN            NaN  0.732787E-002  0.502834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4941                 NaN            NaN  0.727022E-002  0.498589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4971                 NaN            NaN  0.723776E-002  0.495642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.5007                 NaN            NaN  0.717484E-002  0.492114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5060                 NaN            NaN  0.712260E-002  0.486876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5092                 NaN            NaN  0.708852E-002  0.483724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5126                 NaN            NaN  0.703841E-002  0.480346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5178                 NaN            NaN  0.698311E-002  0.475225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5210                 NaN            NaN  0.693824E-002  0.472091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5254                 NaN            NaN  0.688688E-002  0.467712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5285                 NaN            NaN  0.684859E-002  0.464612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.3982                 NaN            NaN  0.877624E-002  0.593009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.8314                 NaN            NaN  0.243124E-002  0.166130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4433                 NaN            NaN  0.811418E-002  0.548633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4851                 NaN            NaN  0.750195E-002  0.507362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5488                 NaN            NaN  0.658889E-002  0.444609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5535                 NaN            NaN  0.653138E-002  0.439979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5571                 NaN            NaN  0.648955E-002  0.436417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5612                 NaN            NaN  0.643597E-002  0.432413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4996                 NaN            NaN  0.734815E-002  0.493011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6340                 NaN            NaN  0.537378E-002  0.360603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.5726                 NaN            NaN  0.629799E-002  0.421104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5777                 NaN            NaN  0.621545E-002  0.416123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4785                 NaN            NaN  0.769175E-002  0.513803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.6866                 NaN            NaN  0.461325E-002  0.308745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.4004                 NaN            NaN  0.496591E-003  0.230747       0.368380                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1592                 NaN            NaN            NaN  0.594514E-002  0.834904                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1672                 NaN            NaN            NaN  0.451422E-002  0.828307                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1761                 NaN            NaN            NaN  0.295197E-002  0.820961                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1856                 NaN            NaN            NaN  0.595829E-002  0.808447                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1338                 NaN            NaN            NaN            NaN  0.605756       0.260401                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9355                 NaN            NaN            NaN            NaN            NaN   1.06446                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9332                 NaN            NaN            NaN            NaN  0.587280E-001   1.00803                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9262                 NaN            NaN            NaN            NaN  0.117292E-001   1.06202                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9094                 NaN            NaN            NaN            NaN            NaN   1.09064                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8937                 NaN            NaN  0.993387E-005            NaN            NaN   1.10625                 NaN            NaN            NaN            NaN            NaN
