|6.6.6
Archiving\03_Data\DfracLP/QFM_m4/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1556.39        500.000        98.9346                 NaN            NaN  0.177624E-001            NaN   1.04764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9412                 NaN            NaN  0.106209E-001            NaN   1.04819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9587                 NaN            NaN  0.107756E-001            NaN   1.03054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9770                 NaN            NaN  0.136400E-001            NaN   1.00940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9891                 NaN            NaN  0.130098E-001            NaN  0.997850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0025                 NaN            NaN  0.106575E-001            NaN  0.986871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0134                 NaN            NaN  0.124629E-001            NaN  0.974138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0330                 NaN            NaN  0.719028E-002            NaN  0.959767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0206                 NaN            NaN  0.669564E-004            NaN  0.979321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0765                 NaN            NaN            NaN            NaN  0.923546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.9513                 NaN            NaN  0.487196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.2087                 NaN            NaN            NaN            NaN   1.79131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8049                 NaN            NaN  0.108517                 NaN   1.08654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4047                 NaN            NaN            NaN            NaN  0.595315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1146                 NaN            NaN            NaN            NaN  0.885441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1266                 NaN            NaN            NaN            NaN  0.873358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1375                 NaN            NaN  0.257245E-003            NaN  0.862270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1460                 NaN            NaN            NaN            NaN  0.853954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1571                 NaN            NaN            NaN            NaN  0.842920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1661                 NaN            NaN            NaN            NaN  0.833933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1773                 NaN            NaN            NaN            NaN  0.822653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1638                 NaN            NaN            NaN            NaN  0.696934       0.139224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0287                 NaN            NaN            NaN            NaN  0.149962E-002  0.969786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0343                 NaN            NaN            NaN            NaN            NaN  0.965662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0406                 NaN            NaN            NaN            NaN            NaN  0.959365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0457                 NaN            NaN            NaN            NaN            NaN  0.954260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0517                 NaN            NaN            NaN            NaN  0.173499E-001  0.930955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0551                 NaN            NaN            NaN            NaN            NaN  0.944873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0582                 NaN            NaN            NaN            NaN            NaN  0.941782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0605                 NaN            NaN            NaN            NaN            NaN  0.939497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0642                 NaN            NaN            NaN            NaN            NaN  0.935839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0625                 NaN            NaN            NaN            NaN            NaN  0.937505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0631                 NaN            NaN            NaN            NaN            NaN  0.936934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0600                 NaN            NaN            NaN            NaN            NaN  0.939996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0525                 NaN            NaN            NaN            NaN            NaN  0.947520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0464                 NaN            NaN            NaN            NaN            NaN  0.953591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0338                 NaN            NaN            NaN            NaN            NaN  0.966247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8782                 NaN            NaN            NaN            NaN            NaN  0.261413       0.860346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4953                 NaN            NaN            NaN            NaN            NaN  0.508711       0.995939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5233                 NaN            NaN            NaN            NaN            NaN  0.978178       0.498558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5483                 NaN            NaN            NaN            NaN            NaN  0.488606       0.963056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5738                 NaN            NaN            NaN            NaN            NaN  0.946573       0.479622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5984                 NaN            NaN            NaN            NaN            NaN  0.471144       0.930430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6224                 NaN            NaN            NaN            NaN            NaN  0.916100       0.461476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6437                 NaN            NaN            NaN            NaN            NaN  0.453325       0.902972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6682                 NaN            NaN            NaN            NaN            NaN  0.887235       0.444534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6881                 NaN            NaN            NaN            NaN            NaN  0.437234       0.874632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7095                 NaN            NaN            NaN            NaN            NaN  0.860170       0.430298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7303                 NaN            NaN            NaN            NaN            NaN  0.420574       0.849121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7499                 NaN            NaN            NaN            NaN            NaN  0.414496       0.835596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5317                 NaN            NaN            NaN            NaN            NaN  0.853579       0.503703                 NaN            NaN  0.110970                 NaN            NaN            NaN            NaN
  1428.57        500.000        95.9923                 NaN            NaN            NaN            NaN            NaN   1.14412        1.54426                 NaN            NaN   1.31932                 NaN            NaN            NaN            NaN
  1426.07        500.000        96.1456                 NaN            NaN            NaN            NaN            NaN   1.48206        1.10206                 NaN            NaN   1.27028                 NaN            NaN            NaN            NaN
  1423.56        500.000        96.2990                 NaN            NaN            NaN            NaN            NaN   1.42107        1.05886                 NaN            NaN   1.22103                 NaN            NaN            NaN            NaN
  1421.05        500.000        96.4364                 NaN            NaN            NaN            NaN            NaN   1.36567        1.02106                 NaN            NaN   1.17689                 NaN            NaN            NaN            NaN
  1418.55        500.000        96.5627                 NaN            NaN            NaN            NaN            NaN   1.31592       0.984978                 NaN            NaN   1.13636                 NaN            NaN            NaN            NaN
  1416.04        500.000        96.6606                 NaN            NaN            NaN            NaN            NaN  0.959124        1.27510                 NaN            NaN   1.10520                 NaN            NaN            NaN            NaN
  1413.53        500.000        96.8311                 NaN            NaN            NaN            NaN            NaN  0.909679        1.21107                 NaN            NaN   1.04814                 NaN            NaN            NaN            NaN
  1411.03        500.000        96.9106                 NaN            NaN            NaN            NaN            NaN  0.886424        1.17931                 NaN            NaN   1.02366                 NaN            NaN            NaN            NaN
  1408.52        500.000        97.0048                 NaN            NaN            NaN            NaN            NaN  0.860053        1.14204                 NaN            NaN  0.993120                 NaN            NaN            NaN            NaN
  1406.02        500.000        97.1091                 NaN            NaN            NaN            NaN            NaN  0.829906        1.10241                 NaN            NaN  0.958580                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.1994                 NaN            NaN            NaN            NaN            NaN  0.804424        1.06657                 NaN            NaN  0.929630                 NaN            NaN            NaN            NaN
  1401.00        500.000        97.2867                 NaN            NaN            NaN            NaN            NaN  0.779053        1.03368                 NaN            NaN  0.900593                 NaN            NaN            NaN            NaN
  1398.50        500.000        97.3682                 NaN            NaN            NaN            NaN            NaN   1.00258       0.755501                 NaN            NaN  0.873688                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.4467                 NaN            NaN            NaN            NaN            NaN  0.732267       0.973024                 NaN            NaN  0.847975                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.5200                 NaN            NaN            NaN            NaN            NaN  0.710445       0.945855                 NaN            NaN  0.823711                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.5922                 NaN            NaN            NaN            NaN            NaN  0.689702       0.918300                 NaN            NaN  0.799830                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.6589                 NaN            NaN            NaN            NaN            NaN  0.669981       0.893578                 NaN            NaN  0.777506                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.7247                 NaN            NaN            NaN            NaN            NaN  0.869742       0.649588                 NaN            NaN  0.756002                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.7858                 NaN            NaN            NaN            NaN            NaN  0.847086       0.631868                 NaN            NaN  0.735287                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.8428                 NaN            NaN            NaN            NaN            NaN  0.614980       0.825982                 NaN            NaN  0.716270                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.9020                 NaN            NaN            NaN            NaN            NaN  0.805025       0.596598                 NaN            NaN  0.696372                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.9539                 NaN            NaN            NaN            NaN            NaN  0.785109       0.582040                 NaN            NaN  0.678919                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.0057                 NaN            NaN            NaN            NaN            NaN  0.565619       0.767239                 NaN            NaN  0.661471                 NaN            NaN            NaN            NaN
  1370.93        500.000        98.0552                 NaN            NaN            NaN            NaN            NaN  0.550136       0.749994                 NaN            NaN  0.644670                 NaN            NaN            NaN            NaN
  1368.42        500.000        98.1008                 NaN            NaN            NaN            NaN            NaN  0.734261       0.535900                 NaN            NaN  0.628999                 NaN            NaN            NaN            NaN
  1365.91        500.000        98.1453                 NaN            NaN            NaN            NaN            NaN  0.521599       0.719207                 NaN            NaN  0.613926                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.1917                 NaN            NaN            NaN            NaN            NaN  0.507516       0.702677                 NaN            NaN  0.598087                 NaN            NaN            NaN            NaN
  1360.90        500.000        98.2340                 NaN            NaN            NaN            NaN            NaN  0.494009       0.688205                 NaN            NaN  0.583752                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.2744                 NaN            NaN            NaN            NaN            NaN  0.481515       0.674153                 NaN            NaN  0.569963                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.3119                 NaN            NaN            NaN            NaN            NaN  0.661714       0.469386                 NaN            NaN  0.557045                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.3497                 NaN            NaN            NaN            NaN            NaN  0.456823       0.649325                 NaN            NaN  0.544115                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.3849                 NaN            NaN            NaN            NaN            NaN  0.445106       0.637976                 NaN            NaN  0.531987                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.4215                 NaN            NaN            NaN            NaN            NaN  0.625508       0.433718                 NaN            NaN  0.519293                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.4542                 NaN            NaN            NaN            NaN            NaN  0.615118       0.422648                 NaN            NaN  0.508061                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.4856                 NaN            NaN            NaN            NaN            NaN  0.605205       0.411927                 NaN            NaN  0.497229                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.5180                 NaN            NaN            NaN            NaN            NaN  0.595174       0.400895                 NaN            NaN  0.485937                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.5471                 NaN            NaN            NaN            NaN            NaN  0.586579       0.390500                 NaN            NaN  0.475804                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.5551                 NaN            NaN  0.209378E-003            NaN            NaN  0.592151       0.378239                 NaN            NaN  0.474277                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.6177                 NaN            NaN            NaN            NaN            NaN  0.559365       0.373247                 NaN            NaN  0.449727                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.6337                 NaN            NaN  0.671577E-002            NaN            NaN  0.369010       0.543774                 NaN            NaN  0.446845                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.6998                 NaN            NaN  0.186129                 NaN            NaN  0.576321       0.831737E-001            NaN            NaN  0.454581                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.7307                 NaN            NaN  0.218754                 NaN            NaN  0.601080                 NaN            NaN            NaN  0.449488                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.7574                 NaN            NaN  0.217692                 NaN            NaN  0.585361                 NaN            NaN            NaN  0.439515                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.7889                 NaN            NaN  0.208780                 NaN            NaN  0.575227                 NaN            NaN            NaN  0.427134                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.8117                 NaN            NaN  0.199046                 NaN            NaN  0.571638                 NaN            NaN            NaN  0.417630                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.8395                 NaN            NaN  0.196988                 NaN            NaN  0.556353                 NaN            NaN            NaN  0.407143                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.8646                 NaN            NaN  0.189183                 NaN            NaN  0.549040                 NaN            NaN            NaN  0.397215                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.8862                 NaN            NaN  0.182046                 NaN            NaN  0.543541                 NaN            NaN            NaN  0.388231                 NaN            NaN            NaN            NaN
  1308.27        500.000        98.7747                 NaN            NaN  0.284880                 NaN            NaN  0.458799                 NaN            NaN            NaN  0.481591                 NaN            NaN            NaN            NaN
  1305.76        500.000        98.5729                 NaN            NaN  0.490296                 NaN            NaN  0.268705                 NaN            NaN            NaN  0.668147                 NaN            NaN            NaN            NaN
  1303.26        500.000        98.8038                 NaN            NaN  0.377936                 NaN            NaN  0.282989                 NaN            NaN            NaN  0.535274                 NaN            NaN            NaN            NaN
  1300.75        500.000        98.9592                 NaN            NaN  0.300602                 NaN            NaN  0.295634                 NaN            NaN            NaN  0.444557                 NaN            NaN            NaN            NaN
  1298.25        500.000        99.0657                 NaN            NaN  0.244620                 NaN            NaN  0.308457                 NaN            NaN            NaN  0.381179                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.1450                 NaN            NaN  0.197996                 NaN            NaN  0.327375                 NaN            NaN            NaN  0.329626                 NaN            NaN            NaN            NaN
  1293.23        500.000        99.1969                 NaN            NaN  0.163221                 NaN            NaN  0.346182                 NaN            NaN            NaN  0.293659                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.2328                 NaN            NaN  0.132966                 NaN            NaN  0.369779                 NaN            NaN            NaN  0.264496                 NaN            NaN            NaN            NaN
  1288.22        500.000        99.2543                 NaN            NaN  0.103725                 NaN            NaN  0.401849                 NaN            NaN            NaN  0.240118                 NaN            NaN            NaN            NaN
  1285.71        500.000        99.2622                 NaN            NaN  0.788262E-001            NaN            NaN  0.437037                 NaN            NaN            NaN  0.221907                 NaN            NaN            NaN            NaN
  1283.21        500.000        99.2562                 NaN            NaN  0.518343E-001            NaN            NaN  0.485570                 NaN            NaN            NaN  0.206358                 NaN            NaN            NaN            NaN
  1280.70        500.000        99.2377                 NaN            NaN  0.272761E-001            NaN            NaN  0.539279                 NaN            NaN            NaN  0.195787                 NaN            NaN            NaN            NaN
  1278.20        500.000        99.2012                 NaN            NaN  0.136253E-001            NaN            NaN  0.585836                 NaN            NaN            NaN  0.199333                 NaN            NaN            NaN            NaN
  1275.69        500.000        99.1428                 NaN            NaN  0.800829E-005            NaN            NaN  0.670133                 NaN            NaN            NaN  0.187066                 NaN            NaN            NaN            NaN
  1273.18        500.000        99.0910                 NaN            NaN            NaN            NaN            NaN  0.712134                 NaN            NaN            NaN  0.196831                 NaN            NaN            NaN            NaN
  1270.68        500.000        99.0264                 NaN            NaN            NaN            NaN            NaN  0.766654                 NaN            NaN            NaN  0.206904                 NaN            NaN            NaN            NaN
  1268.17        500.000        99.2441                 NaN            NaN            NaN            NaN            NaN  0.527641                 NaN            NaN            NaN  0.228272                 NaN            NaN            NaN            NaN
  1265.66        500.000        99.2167                 NaN            NaN  0.501135E-001            NaN            NaN  0.483302                 NaN            NaN            NaN  0.249917                 NaN            NaN            NaN            NaN
  1263.16        500.000        99.2514                 NaN            NaN  0.901319E-001            NaN            NaN  0.395175                 NaN            NaN            NaN  0.263276                 NaN            NaN            NaN            NaN
  1260.65        500.000        95.5189                 NaN            NaN  0.954823E-003            NaN            NaN   1.31050                 NaN            NaN            NaN  0.617183        2.55250                 NaN            NaN            NaN
  1258.15        500.000        92.3791                 NaN            NaN            NaN            NaN            NaN   1.89974                 NaN            NaN            NaN  0.948450        4.77273                 NaN            NaN            NaN
  1255.64        500.000        92.8609                 NaN            NaN  0.959352E-004            NaN            NaN   1.77775                 NaN            NaN            NaN  0.891949        4.46928                 NaN            NaN            NaN
  1253.13        500.000        93.2930                 NaN            NaN            NaN            NaN            NaN   1.66955                 NaN            NaN            NaN  0.840411        4.19705                 NaN            NaN            NaN
  1250.63        500.000        93.7126                 NaN            NaN            NaN            NaN            NaN   1.56427                 NaN            NaN            NaN  0.788243        3.93489                 NaN            NaN            NaN
  1248.12        500.000        94.0813                 NaN            NaN            NaN            NaN            NaN   1.47175                 NaN            NaN            NaN  0.742545        3.70442                 NaN            NaN            NaN
  1245.61        500.000        94.4353                 NaN            NaN            NaN            NaN            NaN   1.38338                 NaN            NaN            NaN  0.697502        3.48378                 NaN            NaN            NaN
  1243.11        500.000        94.7653                 NaN            NaN            NaN            NaN            NaN   1.30048                 NaN            NaN            NaN  0.655829        3.27834                 NaN            NaN            NaN
  1240.60        500.000        95.0764                 NaN            NaN            NaN            NaN            NaN   1.22353                 NaN            NaN            NaN  0.617055        3.08301                 NaN            NaN            NaN
  1238.10        500.000        95.3636                 NaN            NaN            NaN            NaN            NaN   1.15173                 NaN            NaN            NaN  0.579683        2.90496                 NaN            NaN            NaN
  1235.59        500.000        95.6204                 NaN            NaN            NaN            NaN            NaN   1.08864                 NaN            NaN            NaN  0.547031        2.74388                 NaN            NaN            NaN
  1233.08        500.000        95.8697                 NaN            NaN            NaN            NaN            NaN   1.02684                 NaN            NaN            NaN  0.516093        2.58737                 NaN            NaN            NaN
  1230.58        500.000        95.7811                 NaN            NaN            NaN            NaN            NaN  0.988192                 NaN            NaN            NaN  0.522338        2.67115                 NaN  0.371924E-001            NaN
  1228.07        500.000        95.7914                 NaN            NaN            NaN            NaN            NaN  0.942234                 NaN            NaN            NaN  0.516179        2.68798                 NaN  0.622326E-001            NaN
  1225.56        500.000        96.0477                 NaN            NaN            NaN            NaN            NaN  0.883191                 NaN            NaN            NaN  0.477687        2.53284                 NaN  0.585404E-001            NaN
  1223.06        500.000        96.2777                 NaN            NaN            NaN            NaN            NaN  0.830990                 NaN            NaN            NaN  0.446440        2.39077                 NaN  0.540990E-001            NaN
  1220.55        500.000        96.4926                 NaN            NaN            NaN            NaN            NaN  0.780668                 NaN            NaN            NaN  0.415638        2.26062                 NaN  0.504264E-001            NaN
  1218.05        500.000        96.6968                 NaN            NaN            NaN            NaN            NaN  0.735540                 NaN            NaN            NaN  0.390699        2.13103                 NaN  0.459127E-001            NaN
  1215.54        500.000        96.8802                 NaN            NaN            NaN            NaN            NaN  0.692652                 NaN            NaN            NaN  0.364600        2.01979                 NaN  0.427909E-001            NaN
  1213.03        500.000        97.0561                 NaN            NaN            NaN            NaN            NaN  0.652043                 NaN            NaN            NaN  0.342919        1.90990                 NaN  0.390745E-001            NaN
  1210.53        500.000        97.2072                 NaN            NaN            NaN            NaN            NaN  0.619417                 NaN            NaN            NaN  0.321920        1.81523                 NaN  0.362829E-001            NaN
  1208.02        500.000        97.3527                 NaN            NaN            NaN            NaN            NaN  0.585243                 NaN            NaN            NaN  0.303439        1.72532                 NaN  0.333009E-001            NaN
  1205.51        500.000        97.4877                 NaN            NaN            NaN            NaN            NaN  0.553293                 NaN            NaN            NaN  0.284137        1.64375                 NaN  0.310877E-001            NaN
  1203.01        500.000        97.6332                 NaN            NaN            NaN            NaN            NaN  0.177705       0.328211                 NaN            NaN  0.269725        1.56266                 NaN  0.284692E-001            NaN
  1200.50        500.000        98.8941                 NaN            NaN  0.827667E-006            NaN            NaN  0.352880E-002  0.509047                 NaN            NaN  0.293708       0.277173                 NaN  0.224523E-001            NaN
  1197.99        500.000        97.1779                 NaN            NaN            NaN            NaN            NaN  0.472224       0.113239       0.355899E-005            NaN  0.298283        1.90982                 NaN  0.284840E-001            NaN
  1195.49        500.000        97.4371                 NaN            NaN            NaN            NaN            NaN  0.136035       0.832616E-003            NaN            NaN  0.141124        2.23490                 NaN  0.500063E-001            NaN
  1192.98        500.000        83.8466                 NaN            NaN            NaN            NaN            NaN   1.58190                 NaN            NaN            NaN   1.09968        7.56657                 NaN  0.764492E-001   5.82881     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.45526       0.102839                 NaN            NaN   7.10723        43.2291                 NaN  0.320575        40.7850     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.21713       0.306139       0.147497E-004            NaN   7.10365        43.2709                 NaN  0.326784        40.7754     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.71003        2.81200                 NaN            NaN   7.10945        43.2647                 NaN  0.327200        40.7766     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10599        2.41840                 NaN            NaN   7.10617        43.2641                 NaN  0.326162        40.7792     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.31411        2.21134                 NaN            NaN   7.11363        43.2533                 NaN  0.326364        40.7813     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.31299        2.20968                 NaN            NaN   7.11327        43.2546                 NaN  0.327122        40.7823     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.16863        2.35786                 NaN            NaN   7.11593        43.2466                 NaN  0.326050        40.7849     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.11515        2.41515                 NaN            NaN   7.11962        43.2377                 NaN  0.324973        40.7874     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.72404        5.84122                 NaN            NaN   7.13815        43.1820                 NaN  0.316728        40.7978     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.74808        2.78898                 NaN            NaN   7.12278        43.2242                 NaN  0.323413        40.7926     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.60154        2.94117                 NaN            NaN   7.12391        43.2149                 NaN  0.322407        40.7961     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.64934        2.88848                 NaN            NaN   7.13033        43.2153                 NaN  0.321424        40.7951     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.25460        3.29063                 NaN            NaN   7.12627        43.2077                 NaN  0.321179        40.7996     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.17259        3.38161                 NaN            NaN   7.12014        43.2013                 NaN  0.320741        40.8036     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.94371        3.60689                 NaN            NaN   7.13442        43.1919                 NaN  0.319070        40.8040     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.82817        3.72522                 NaN            NaN   7.13566        43.1858                 NaN  0.318463        40.8067     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.69900        3.85828                 NaN            NaN   7.13913        43.1768                 NaN  0.317452        40.8093     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.58910        3.97195                 NaN            NaN   7.14311        43.1679                 NaN  0.316267        40.8116     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.52463        4.04008                 NaN            NaN   7.14725        43.1590                 NaN  0.315106        40.8139     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.62150                 NaN            NaN            NaN   7.18720        43.0606                 NaN  0.301895        40.8288     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.18555        4.38716                 NaN            NaN   7.14636        43.1432                 NaN  0.314333        40.8234     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.10945        4.46618                 NaN            NaN   7.15786        43.1333                 NaN  0.311922        40.8213     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.96356        4.61420                 NaN            NaN   7.15951        43.1271                 NaN  0.311692        40.8240     
  1132.83        500.000                 NaN            NaN            NaN  0.631353                 NaN            NaN   5.85930        1.64057                 NaN            NaN   7.05500        43.3752                 NaN  0.351852        41.0867     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.85291        4.73263                 NaN            NaN   7.16579        43.1106                 NaN  0.309086        40.8289     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.58064        5.00580       0.110463E-003            NaN   7.17010        43.1053                 NaN  0.308411        40.8296     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.57281        5.01916       0.122991E-003            NaN   7.17558        43.0917                 NaN  0.307247        40.8334     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64417                 NaN            NaN            NaN   7.21577        42.9986                 NaN  0.294882        40.8465     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.33901        5.26061       0.142889E-003            NaN   7.18396        43.0729                 NaN  0.304967        40.8384     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.26883        5.33515                 NaN            NaN   7.18769        43.0632                 NaN  0.304005        40.8411     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.16777        5.44022                 NaN            NaN   7.19200        43.0537                 NaN  0.302741        40.8436     
