|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1182.69        500.000                 NaN   5.98701        6.04320                 NaN            NaN   7.46192                 NaN  0.565826        40.7666        39.1754     
  1181.62        500.000                 NaN   6.08022        5.95150                 NaN            NaN   7.46319                 NaN  0.565146        40.7643        39.1756     
  1180.55        500.000                 NaN   6.07627        5.95737                 NaN            NaN   7.46514                 NaN  0.564294        40.7611        39.1758     
  1179.49        500.000                 NaN   6.15630        5.87982                 NaN            NaN   7.46642                 NaN  0.563341        40.7579        39.1762     
  1178.42        500.000                 NaN   6.42507        5.59682                 NaN            NaN   7.47448                 NaN  0.567420        40.7631        39.1731     
  1177.35        500.000                 NaN   5.84891        6.17844                 NaN            NaN   7.47463                 NaN  0.565848        40.7578        39.1743     
  1176.28        500.000                 NaN   6.92915        5.10610                 NaN            NaN   7.48337                 NaN  0.562256        40.7440        39.1751     
  1175.21        500.000                 NaN   6.74992        5.28043                 NaN            NaN   7.47602                 NaN  0.564489        40.7542        39.1749     
  1174.14        500.000                 NaN   7.13389        4.89442                 NaN            NaN   7.48372                 NaN  0.563730        40.7504        39.1739     
  1173.08        500.000                 NaN   7.35581        4.67453                 NaN            NaN   7.48452                 NaN  0.563439        40.7476        39.1741     
  1172.01        500.000                 NaN   7.46096        4.56987                 NaN            NaN   7.48521                 NaN  0.563596        40.7458        39.1745     
  1170.94        500.000                 NaN   7.33684        4.69885                 NaN            NaN   7.48983                 NaN  0.561656        40.7371        39.1757     
  1169.87        500.000                 NaN   7.04618        4.99348                 NaN            NaN   7.48076                 NaN  0.560855        40.7426        39.1762     
  1168.80        500.000                 NaN   2.61582        9.40997                 NaN            NaN   7.47401                 NaN  0.565866        40.7579        39.1764     
  1167.73        500.000                 NaN   7.30019        4.74371                 NaN            NaN   7.48492                 NaN  0.558953        40.7352        39.1770     
  1166.67        500.000                 NaN   2.45720        9.57348                 NaN            NaN   7.47796                 NaN  0.564242        40.7498        39.1773     
  1165.60        500.000                 NaN   2.35516        9.67421                 NaN            NaN   7.48659                 NaN  0.564035        40.7436        39.1764     
  1164.53        500.000                 NaN   7.82294        4.22528                 NaN            NaN   7.49533                 NaN  0.556889        40.7222        39.1774     
  1163.46        500.000                 NaN   2.28125        9.75292                 NaN            NaN   7.48869                 NaN  0.562557        40.7368        39.1778     
  1162.39        500.000                 NaN   8.13892        3.91295                 NaN            NaN   7.49773                 NaN  0.555117        40.7175        39.1778     
  1161.32        500.000                 NaN   2.24373        9.79331                 NaN            NaN   7.49361                 NaN  0.559920        40.7321        39.1773     
  1160.26        500.000                 NaN   2.16307        9.87669                 NaN            NaN   7.49795                 NaN  0.558789        40.7260        39.1775     
  1159.19        500.000                 NaN   7.89091       0.139036E-004            NaN   2.77459        7.23483                 NaN  0.767969        41.4122        39.9194     
  1158.12        500.000                 NaN   8.70396        3.35473                 NaN            NaN   7.50815                 NaN  0.551795        40.7026        39.1788     
  1157.05        500.000                 NaN   8.84899        3.21104                 NaN            NaN   7.51058                 NaN  0.551077        40.6996        39.1787     
  1155.98        500.000                 NaN   9.09199        2.97123                 NaN            NaN   7.51333                 NaN  0.549818        40.6945        39.1791     
  1154.91        500.000                 NaN   3.38146        8.68410                 NaN            NaN   7.51589                 NaN  0.548670        40.6909        39.1790     
  1153.85        500.000                 NaN   3.44491        8.62370                 NaN            NaN   7.51851                 NaN  0.547382        40.6860        39.1795     
  1152.78        500.000                 NaN   2.34364        9.72669                 NaN            NaN   7.52510                 NaN  0.545699        40.6799        39.1790     
  1151.71        500.000                 NaN   9.41352        2.65814                 NaN            NaN   7.52586                 NaN  0.544811        40.6791        39.1785     
  1150.64        500.000                 NaN   9.34064        2.73278                 NaN            NaN   7.52119                 NaN  0.545548        40.6792        39.1806     
  1149.57        500.000                 NaN   9.53167        2.54333                 NaN            NaN   7.52341                 NaN  0.544729        40.6762        39.1807     
  1148.50        500.000                 NaN   1.57845        10.4886                 NaN            NaN   7.52262                 NaN  0.546819        40.6830        39.1806     
  1147.44        500.000                 NaN   1.50765        10.5619                 NaN            NaN   7.52533                 NaN  0.545796        40.6785        39.1808     
  1146.37        500.000                 NaN   10.1119        1.97176                 NaN            NaN   7.53129                 NaN  0.541623        40.6615        39.1819     
  1145.30        500.000                 NaN   2.12553        9.95793                 NaN            NaN   7.53263                 NaN  0.540842        40.6615        39.1816     
  1144.23        500.000                 NaN   10.1149        1.97163                 NaN            NaN   7.53550                 NaN  0.539676        40.6563        39.1820     
  1143.16        500.000                 NaN   1.88233        10.2062                 NaN            NaN   7.53830                 NaN  0.538721        40.6522        39.1823     
  1142.09        500.000                 NaN   10.6121        1.48232                 NaN            NaN   7.54086                 NaN  0.537575        40.6434        39.1838     
  1141.02        500.000                 NaN   9.80613        2.29400                 NaN            NaN   7.55434                 NaN  0.533119        40.6291        39.1833     
  1139.96        500.000                 NaN   10.5899        1.50793                 NaN            NaN   7.54710                 NaN  0.534490        40.6376        39.1830     
  1138.89        500.000                 NaN   10.7658        1.33411                 NaN            NaN   7.55037                 NaN  0.533649        40.6330        39.1830     
  1137.82        500.000                 NaN   10.9604        1.14343                 NaN            NaN   7.55249                 NaN  0.531976        40.6280        39.1837     
  1136.75        500.000                 NaN   11.0926        1.01308                 NaN            NaN   7.55504                 NaN  0.530993        40.6245        39.1838     
  1135.68        500.000                 NaN   4.14200        5.93897                 NaN   1.34989        7.40948                 NaN  0.638785        40.9756        39.5453     
  1134.61        500.000                 NaN  0.503683        11.6047                 NaN            NaN   7.55971                 NaN  0.529580        40.6181        39.1842     
  1133.55        500.000                 NaN  0.389423        11.7229       0.903825E-005            NaN   7.56269                 NaN  0.528040        40.6124        39.1845     
  1132.48        500.000                 NaN  0.283625        11.8320       0.174790E-004            NaN   7.56537                 NaN  0.526599        40.6076        39.1848     
  1131.41        500.000                 NaN  0.153136        11.9667       0.137972E-004            NaN   7.56871                 NaN  0.524852        40.6015        39.1851     
  1130.34        500.000                 NaN   12.1166       0.571719E-002            NaN            NaN   7.57092                 NaN  0.524156        40.5974        39.1852     
  1129.27        500.000                 NaN  0.129845E-001   12.1187                 NaN            NaN   7.57977                 NaN  0.520155        40.5813        39.1871     
  1128.20        500.000                 NaN   11.8344                 NaN            NaN  0.198027        7.55658                 NaN  0.535763        40.6364        39.2389     
  1127.14        500.000                 NaN   2.75257        6.79011                 NaN   1.72932        7.39872                 NaN  0.656765        41.0218        39.6507     
  1126.07        500.000                 NaN   9.04994                 NaN            NaN   2.06216        7.35848                 NaN  0.680843        41.1078        39.7408     
  1125.00        500.000                 NaN   8.85778                 NaN            NaN   2.18867        7.34396                 NaN  0.691370        41.1437        39.7745     
  1123.93        500.000                 NaN   7.42783       0.463903E-005            NaN   3.11405        7.22286                 NaN  0.782416        41.4285        40.0243     
  1122.86        500.000                 NaN   7.41457       0.441619E-005            NaN   3.12354        7.22238                 NaN  0.782963        41.4293        40.0272     
  1121.79        500.000                 NaN   8.59536                 NaN            NaN   2.36645        7.33216                 NaN  0.706078        41.1763        39.8237     
  1120.73        500.000                 NaN   8.48429                 NaN            NaN   2.44067        7.31707                 NaN  0.710952        41.2027        39.8443     
  1119.66        500.000                 NaN   7.37545       0.382876E-005            NaN   3.15145        7.22082                 NaN  0.784630        41.4318        40.0358     
  1118.59        500.000                 NaN   8.36715                 NaN            NaN   2.51902        7.30936                 NaN  0.717068        41.2214        39.8660     
  1117.52        500.000                 NaN   8.41791                 NaN            NaN   2.48723        7.31467                 NaN  0.713404        41.2090        39.8577     
  1116.45        500.000                 NaN   7.36408       0.297571E-005            NaN   3.15453        7.22017                 NaN  0.784786        41.4425        40.0339     
  1115.38        500.000                 NaN   8.17894                 NaN            NaN   2.64643        7.30416                 NaN  0.727194        41.2409        39.9024     
  1114.32        500.000                 NaN   8.19220                 NaN            NaN   2.63393        7.30101                 NaN  0.727867        41.2464        39.8986     
  1113.25        500.000                 NaN   7.33446                 NaN            NaN   3.17690        7.21973                 NaN  0.785414        41.4427        40.0408     
  1112.18        500.000                 NaN   8.06175                 NaN            NaN   2.72589        7.29578                 NaN  0.733136        41.2588        39.9247     
  1111.11        500.000                 NaN   8.02819                 NaN            NaN   2.74889        7.29374                 NaN  0.734729        41.2631        39.9313     
  1110.04        500.000                 NaN   7.99156                 NaN            NaN   2.77100        7.28569                 NaN  0.736690        41.2788        39.9362     
  1108.97        500.000                 NaN   7.94780                 NaN            NaN   2.80016        7.28326                 NaN  0.738787        41.2857        39.9443     
  1107.91        500.000                 NaN   7.90927                 NaN            NaN   2.82578        7.28063                 NaN  0.741012        41.2918        39.9515     
  1106.84        500.000                 NaN   7.28343                 NaN            NaN   3.21323        7.22083                 NaN  0.785421        41.4455        40.0516     
  1105.77        500.000                 NaN   7.27948                 NaN            NaN   3.22035        7.22261                 NaN  0.784289        41.4387        40.0546     
  1104.70        500.000                 NaN   7.81341                 NaN            NaN   2.89048        7.27500                 NaN  0.745894        41.3054        39.9698     
  1103.63        500.000                 NaN   7.78302                 NaN            NaN   2.91099        7.27328                 NaN  0.747432        41.3097        39.9756     
  1102.56        500.000                 NaN   7.75410                 NaN            NaN   2.93054        7.27167                 NaN  0.748895        41.3136        39.9812     
  1101.50        500.000                 NaN   7.72429                 NaN            NaN   2.95062        7.26999                 NaN  0.750415        41.3178        39.9869     
  1100.43        500.000                 NaN   7.21907                 NaN            NaN   3.26373        7.22002                 NaN  0.786994        41.4421        40.0681     
  1099.36        500.000                 NaN   7.21091                 NaN            NaN   3.27053        7.22016                 NaN  0.787063        41.4409        40.0705     
  1098.29        500.000                 NaN   7.20436                 NaN            NaN   3.27671        7.22051                 NaN  0.787011        41.4385        40.0729     
  1097.22        500.000                 NaN   7.18623                 NaN            NaN   3.29133        7.21783                 NaN  0.788583        41.4381        40.0780     
  1096.15        500.000                 NaN   7.17341                 NaN            NaN   3.30118        7.21668                 NaN  0.789302        41.4383        40.0811     
  1095.09        500.000                 NaN   7.16173                 NaN            NaN   3.30997        7.21591                 NaN  0.789771        41.4389        40.0838     
  1094.02        500.000                 NaN   7.15836                 NaN            NaN   3.31384        7.21806                 NaN  0.789040        41.4350        40.0857     
  1092.95        500.000                 NaN   7.13916                 NaN            NaN   3.32691        7.21402                 NaN  0.790840        41.4403        40.0888     
  1091.88        500.000                 NaN   7.12903                 NaN            NaN   3.33453        7.21329                 NaN  0.791229        41.4409        40.0910     
  1090.81        500.000                 NaN   7.11961                 NaN            NaN   3.34167        7.21271                 NaN  0.791525        41.4414        40.0931     
  1089.74        500.000                 NaN   7.11078                 NaN            NaN   3.34844        7.21226                 NaN  0.791743        41.4418        40.0950     
  1088.67        500.000                 NaN   7.08865                 NaN            NaN   3.35239        7.21985                 NaN  0.792101        41.4522        40.0948     
  1087.61        500.000                 NaN   7.07814                 NaN            NaN   3.36030        7.21987                 NaN  0.792420        41.4519        40.0974     
  1086.54        500.000                 NaN   7.08414                 NaN            NaN   3.36944        7.21211                 NaN  0.792383        41.4398        40.1021     
  1085.47        500.000                 NaN   7.09746                 NaN            NaN   3.35814        7.21929                 NaN  0.787373        41.4421        40.0957     
  1084.40        500.000                 NaN   7.08862                 NaN            NaN   3.36508        7.21904                 NaN  0.787586        41.4418        40.0979     
  1083.33        500.000                 NaN   7.34133                 NaN            NaN   3.21100        7.25101                 NaN  0.769125        41.3654        40.0621     
  1082.26        500.000                 NaN   6.94641                 NaN            NaN   3.45392        7.21354                 NaN  0.795804        41.4668        40.1235     
  1081.20        500.000                 NaN   7.30692                 NaN            NaN   3.23464        7.24958                 NaN  0.770730        41.3690        40.0691     
  1080.13        500.000                 NaN   7.00253                 NaN            NaN   3.40958        7.21335                 NaN  0.796380        41.4675        40.1106     
  1079.06        500.000                 NaN   6.99250                 NaN            NaN   3.41709        7.21312                 NaN  0.796848        41.4674        40.1131     
  1077.99        500.000                 NaN   6.98703                 NaN            NaN   3.42052        7.21189                 NaN  0.797213        41.4697        40.1137     
  1076.92        500.000                 NaN  0.659901E-001   5.69921                 NaN   4.07194        7.04989                 NaN  0.898765        41.9761        40.2381     
  1075.85        500.000                 NaN   7.00517                 NaN            NaN   3.40671        7.21191                 NaN  0.798981        41.4644        40.1128     
  1074.79        500.000                 NaN   6.99067                 NaN            NaN   3.41744        7.21191                 NaN  0.798436        41.4668        40.1147     
  1073.72        500.000                 NaN   6.96113                 NaN            NaN   3.43787        7.20913                 NaN  0.798680        41.4751        40.1181     
  1072.65        500.000                 NaN   6.93178                 NaN            NaN   3.45643        7.21243                 NaN  0.799597        41.4749        40.1249     
  1071.58        500.000                 NaN   6.92309                 NaN            NaN   3.46218        7.21242                 NaN  0.799991        41.4757        40.1267     
  1070.51        500.000                 NaN   6.85859                 NaN            NaN   3.52251        7.21469                 NaN  0.799574        41.4563        40.1484     
  1069.44        500.000                 NaN   6.90335                 NaN            NaN   3.48262        7.21472                 NaN  0.800718        41.4624        40.1362     
  1068.38        500.000                 NaN   6.82879                 NaN            NaN   3.52683        7.21579                 NaN  0.807463        41.4694        40.1517     
  1067.31        500.000                 NaN   6.84737                 NaN            NaN   3.51687        7.21472                 NaN  0.804369        41.4706        40.1460     
  1066.24        500.000                 NaN   6.89206                 NaN            NaN   3.49271        7.21909                 NaN  0.801770        41.4519        40.1425     
  1065.17        500.000                 NaN   6.88275                 NaN            NaN   3.49486        7.21214                 NaN  0.800465        41.4726        40.1372     
  1064.10        500.000                 NaN   6.87140                 NaN            NaN   3.50202        7.21205                 NaN  0.801124        41.4739        40.1395     
  1063.03        500.000                 NaN   6.86781                 NaN            NaN   3.51011        7.21570                 NaN  0.801165        41.4599        40.1453     
  1061.97        500.000                 NaN   6.85862                 NaN            NaN   3.51241        7.21197                 NaN  0.801178        41.4731        40.1427     
  1060.90        500.000                 NaN   6.77799                 NaN            NaN   3.57432        7.21204                 NaN  0.801341        41.4732        40.1611     
  1059.83        500.000                 NaN  0.139521        5.65070                 NaN   4.05617        7.05169                 NaN  0.897347        41.9705        40.2341     
  1058.76        500.000                 NaN   6.82251                 NaN            NaN   3.54040        7.21410                 NaN  0.803526        41.4653        40.1542     
  1057.69        500.000                 NaN   6.78685                 NaN            NaN   3.56464        7.21027                 NaN  0.805794        41.4705        40.1620     
  1056.62        500.000                 NaN   6.80896                 NaN            NaN   3.55098        7.21409                 NaN  0.803843        41.4645        40.1577     
  1055.56        500.000                 NaN   6.79957                 NaN            NaN   3.55751        7.21438                 NaN  0.804173        41.4645        40.1599     
  1054.49        500.000                 NaN   6.80186                 NaN            NaN   3.55385        7.21254                 NaN  0.802186        41.4741        40.1555     
  1053.42        500.000                 NaN   6.71970                 NaN            NaN   3.62007        7.21498                 NaN  0.804041        41.4621        40.1791     
  1052.35        500.000                 NaN   6.77180                 NaN            NaN   3.57756        7.21344                 NaN  0.805328        41.4652        40.1667     
  1051.28        500.000                 NaN  0.139930        5.65043                 NaN   4.05608        7.05170                 NaN  0.897339        41.9704        40.2341     
  1050.21        500.000                 NaN   6.69569                 NaN            NaN   3.63765        7.21465                 NaN  0.804836        41.4623        40.1849     
  1049.15        500.000                 NaN   6.69333                 NaN            NaN   3.63948        7.21646                 NaN  0.804599        41.4603        40.1859     
  1048.08        500.000                 NaN   6.68097                 NaN            NaN   3.64856        7.21588                 NaN  0.805192        41.4606        40.1888     
  1047.01        500.000                 NaN   6.67307                 NaN            NaN   3.65433        7.21462                 NaN  0.805568        41.4621        40.1903     
  1045.94        500.000                 NaN   6.66697                 NaN            NaN   3.65947        7.21536                 NaN  0.805447        41.4605        40.1923     
  1044.87        500.000                 NaN   6.65882                 NaN            NaN   3.66498        7.21486                 NaN  0.805955        41.4615        40.1939     
  1043.80        500.000                 NaN   6.65196                 NaN            NaN   3.67012        7.21498                 NaN  0.806142        41.4611        40.1957     
  1042.73        500.000                 NaN   6.64534                 NaN            NaN   3.67508        7.21508                 NaN  0.806328        41.4608        40.1974     
  1041.67        500.000                 NaN   6.63879                 NaN            NaN   3.68012        7.21533                 NaN  0.806467        41.4602        40.1991     
  1040.60        500.000                 NaN   6.63157                 NaN            NaN   3.68532        7.21573                 NaN  0.806710        41.4598        40.2008     
  1039.53        500.000                 NaN   6.62627                 NaN            NaN   3.68962        7.21577                 NaN  0.806761        41.4592        40.2024     
  1038.46        500.000                 NaN   6.62312                 NaN            NaN   3.69249        7.21702                 NaN  0.806506        41.4571        40.2037     
  1037.39        500.000                 NaN   6.61196                 NaN            NaN   3.70015        7.21584                 NaN  0.807227        41.4589        40.2059     
  1036.32        500.000                 NaN   6.61028                 NaN            NaN   3.70233        7.21744                 NaN  0.806791        41.4560        40.2071     
  1035.26        500.000                 NaN  0.663280E-001   5.69894       0.440472E-004   4.07187        7.04990                 NaN  0.898758        41.9761        40.2381     
  1034.19        500.000                 NaN   6.59102                 NaN            NaN   3.71553        7.21711                 NaN  0.807849        41.4575        40.2110     
  1033.12        500.000                 NaN   6.58462                 NaN            NaN   3.72036        7.21730                 NaN  0.808016        41.4570        40.2127     
  1032.05        500.000                 NaN   6.57827                 NaN            NaN   3.72516        7.21749                 NaN  0.808180        41.4566        40.2143     
  1030.98        500.000                 NaN   6.57197                 NaN            NaN   3.72994        7.21768                 NaN  0.808339        41.4561        40.2160     
  1029.91        500.000                 NaN   5.74273       0.118666E-004            NaN   4.08610        7.04827                 NaN  0.900038        41.9811        40.2417     
  1028.85        500.000                 NaN   6.55953                 NaN            NaN   3.73937        7.21809                 NaN  0.808659        41.4551        40.2193     
  1027.78        500.000                 NaN   6.55334                 NaN            NaN   3.74408        7.21830                 NaN  0.808810        41.4546        40.2209     
  1026.71        500.000                 NaN   6.54721                 NaN            NaN   3.74874        7.21852                 NaN  0.808962        41.4541        40.2225     
  1025.64        500.000                 NaN   6.54113                 NaN            NaN   3.75337        7.21874                 NaN  0.809112        41.4535        40.2241     
  1024.57        500.000                 NaN   6.53510                 NaN            NaN   3.75797        7.21897                 NaN  0.809256        41.4530        40.2257     
  1023.50        500.000                 NaN   5.74273       0.118992E-004            NaN   4.08610        7.04827                 NaN  0.900038        41.9811        40.2417     
  1022.44        500.000                 NaN   6.52316                 NaN            NaN   3.76709        7.21943                 NaN  0.809543        41.4518        40.2290     
  1021.37        500.000                 NaN   6.51727                 NaN            NaN   3.77160        7.21967                 NaN  0.809685        41.4512        40.2305     
  1020.30        500.000                 NaN   6.51141                 NaN            NaN   3.77609        7.21991                 NaN  0.809822        41.4506        40.2321     
  1019.23        500.000                 NaN   6.50559                 NaN            NaN   3.78055        7.22015                 NaN  0.809959        41.4500        40.2337     
  1018.16        500.000                 NaN   6.49981                 NaN            NaN   3.78500        7.22041                 NaN  0.810090        41.4494        40.2353     
  1017.09        500.000                 NaN   6.49627                 NaN            NaN   3.78817        7.22091                 NaN  0.810038        41.4481        40.2366     
  1016.03        500.000                 NaN   6.64625                 NaN            NaN   3.70420        7.23724                 NaN  0.797205        41.3983        40.2168     
  1014.96        500.000                 NaN   6.48327                 NaN            NaN   3.79774        7.22119                 NaN  0.810480        41.4475        40.2399     
  1013.89        500.000                 NaN   6.47745                 NaN            NaN   3.80224        7.22146                 NaN  0.810603        41.4468        40.2415     
  1012.82        500.000                 NaN   5.71391       0.119493E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1011.75        500.000                 NaN   5.71391       0.119539E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1010.68        500.000                 NaN   5.71391       0.119584E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1009.62        500.000                 NaN   5.71391       0.119630E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1008.55        500.000                 NaN   5.71391       0.119673E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1007.48        500.000                 NaN   5.71391       0.119718E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1006.41        500.000                 NaN   5.71391       0.119761E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1005.34        500.000                 NaN   5.71391       0.119806E-004            NaN   4.10861        7.05067                 NaN  0.900192        41.9770        40.2496     
  1004.27        500.000                 NaN   5.67723       0.119843E-004            NaN   4.13748        7.05410                 NaN  0.900334        41.9709        40.2600     
  1003.21        500.000                 NaN   5.67723       0.119885E-004            NaN   4.13748        7.05410                 NaN  0.900334        41.9709        40.2600     
  1002.14        500.000                 NaN   5.67723       0.119922E-004            NaN   4.13748        7.05410                 NaN  0.900334        41.9709        40.2600     
  1001.07        500.000                 NaN   5.67723       0.119963E-004            NaN   4.13748        7.05410                 NaN  0.900334        41.9709        40.2600     
