|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1185.90        500.000                 NaN   2.74940        6.07822                 NaN            NaN   7.22669                 NaN  0.319128        42.9378        40.6888     
  1184.83        500.000                 NaN   6.03139        2.78719                 NaN            NaN   7.21791                 NaN  0.326045        42.9450        40.6925     
  1183.76        500.000                 NaN   3.59071        5.25339                 NaN            NaN   7.18563                 NaN  0.324327        42.9461        40.6998     
  1182.69        500.000                 NaN   4.36362        4.46186                 NaN            NaN   7.22982                 NaN  0.319477        42.9345        40.6907     
  1181.62        500.000                 NaN   4.43189        4.39479                 NaN            NaN   7.23103                 NaN  0.319088        42.9316        40.6916     
  1180.55        500.000                 NaN   4.42924        4.39904                 NaN            NaN   7.23289                 NaN  0.318601        42.9277        40.6925     
  1179.49        500.000                 NaN   4.48790        4.34238                 NaN            NaN   7.23411                 NaN  0.318057        42.9238        40.6937     
  1178.42        500.000                 NaN   4.68686        4.13178                 NaN            NaN   7.24181                 NaN  0.320351        42.9284        40.6908     
  1177.35        500.000                 NaN   4.26567        4.55781                 NaN            NaN   7.24193                 NaN  0.319458        42.9223        40.6928     
  1176.28        500.000                 NaN   5.05663        3.77360                 NaN            NaN   7.25040                 NaN  0.317425        42.9074        40.6945     
  1175.21        500.000                 NaN   4.92486        3.90091                 NaN            NaN   7.24321                 NaN  0.318679        42.9175        40.6949     
  1174.14        500.000                 NaN   5.20678        3.61704                 NaN            NaN   7.25062                 NaN  0.318244        42.9129        40.6944     
  1173.08        500.000                 NaN   5.37039        3.45552                 NaN            NaN   7.25136                 NaN  0.318073        42.9093        40.6954     
  1172.01        500.000                 NaN   5.44741        3.37876                 NaN            NaN   7.25201                 NaN  0.318157        42.9071        40.6966     
  1170.94        500.000                 NaN   5.35712        3.47395                 NaN            NaN   7.25642                 NaN  0.317055        42.8971        40.6983     
  1169.87        500.000                 NaN   5.14182        3.69131                 NaN            NaN   7.24766                 NaN  0.316600        42.9027        40.6999     
  1168.80        500.000                 NaN   1.95419        6.86820                 NaN            NaN   7.24093                 NaN  0.319415        42.9173        40.7000     
  1167.73        500.000                 NaN   5.32904        3.50771                 NaN            NaN   7.25164                 NaN  0.315514        42.8939        40.7022     
  1166.67        500.000                 NaN   1.83601        6.99040                 NaN            NaN   7.24472                 NaN  0.318488        42.9080        40.7024     
  1165.60        500.000                 NaN   1.75979        7.06557                 NaN            NaN   7.25306                 NaN  0.318365        42.9009        40.7023     
  1164.53        500.000                 NaN   5.71434        3.12646                 NaN            NaN   7.26162                 NaN  0.314331        42.8786        40.7047     
  1163.46        500.000                 NaN   1.70439        7.12471                 NaN            NaN   7.25507                 NaN  0.317521        42.8929        40.7054     
  1162.39        500.000                 NaN   5.94616        2.89749                 NaN            NaN   7.26387                 NaN  0.313320        42.8726        40.7066     
  1161.32        500.000                 NaN   1.67600        7.15529                 NaN            NaN   7.25974                 NaN  0.316020        42.8868        40.7061     
  1160.26        500.000                 NaN   1.61591        7.21773                 NaN            NaN   7.26393                 NaN  0.315376        42.8799        40.7071     
  1159.19        500.000                 NaN   5.88934       0.102106E-004            NaN   1.70702        6.99991                 NaN  0.432866        43.5459        41.4250     
  1158.12        500.000                 NaN   6.36281        2.48665                 NaN            NaN   7.27385                 NaN  0.311422        42.8548        40.7104     
  1157.05        500.000                 NaN   6.47006        2.38068                 NaN            NaN   7.27616                 NaN  0.311011        42.8511        40.7110     
  1155.98        500.000                 NaN   6.64962        2.20370                 NaN            NaN   7.27881                 NaN  0.310295        42.8453        40.7122     
  1154.91        500.000                 NaN   2.50386        6.35144                 NaN            NaN   7.28126                 NaN  0.309642        42.8409        40.7129     
  1153.85        500.000                 NaN   2.54994        6.30802                 NaN            NaN   7.28376                 NaN  0.308909        42.8353        40.7140     
  1152.78        500.000                 NaN   1.74106        7.11905                 NaN            NaN   7.29006                 NaN  0.307951        42.8280        40.7139     
  1151.71        500.000                 NaN   6.88885        1.97203                 NaN            NaN   7.29077                 NaN  0.307445        42.8267        40.7142     
  1150.64        500.000                 NaN   6.83372        2.02803                 NaN            NaN   7.28628                 NaN  0.307858        42.8267        40.7174     
  1149.57        500.000                 NaN   6.97493        1.88802                 NaN            NaN   7.28841                 NaN  0.307390        42.8230        40.7182     
  1148.50        500.000                 NaN   1.18052        7.67582                 NaN            NaN   7.28753                 NaN  0.308561        42.8292        40.7184     
  1147.44        500.000                 NaN   1.12772        7.73078                 NaN            NaN   7.29013                 NaN  0.307978        42.8240        40.7194     
  1146.37        500.000                 NaN   7.40590        1.46460                 NaN            NaN   7.29596                 NaN  0.305622        42.8061        40.7218     
  1145.30        500.000                 NaN   1.57864        7.29115                 NaN            NaN   7.29724                 NaN  0.305176        42.8056        40.7222     
  1144.23        500.000                 NaN   7.40783        1.46488                 NaN            NaN   7.29998                 NaN  0.304512        42.7995        40.7233     
  1143.16        500.000                 NaN   1.39890        7.47549                 NaN            NaN   7.30266                 NaN  0.303968        42.7947        40.7243     
  1142.09        500.000                 NaN   7.77781        1.10223                 NaN            NaN   7.30512                 NaN  0.303316        42.7849        40.7266     
  1141.02        500.000                 NaN   7.18455        1.69995                 NaN            NaN   7.31817                 NaN  0.300797        42.7696        40.7270     
  1139.96        500.000                 NaN   7.76125        1.12097                 NaN            NaN   7.31110                 NaN  0.301564        42.7779        40.7272     
  1138.89        500.000                 NaN   7.89203       0.992433                 NaN            NaN   7.31422                 NaN  0.301083        42.7724        40.7279     
  1137.82        500.000                 NaN   8.03597       0.851484                 NaN            NaN   7.31626                 NaN  0.300135        42.7667        40.7294     
  1136.75        500.000                 NaN   8.13459       0.754129                 NaN            NaN   7.31872                 NaN  0.299576        42.7627        40.7303     
  1135.68        500.000                 NaN   3.03411        4.41588                 NaN  0.830685        7.17319                 NaN  0.360158        43.1049        41.0811     
  1134.61        500.000                 NaN  0.377508        8.51387                 NaN            NaN   7.32316                 NaN  0.298767        42.7546        40.7321     
  1133.55        500.000                 NaN  0.291908        8.60282       0.673684E-005            NaN   7.32602                 NaN  0.297893        42.7482        40.7331     
  1132.48        500.000                 NaN  0.212635        8.68486       0.130211E-004            NaN   7.32860                 NaN  0.297075        42.7427        40.7342     
  1131.41        500.000                 NaN  0.114818        8.78623       0.102862E-004            NaN   7.33181                 NaN  0.296085        42.7358        40.7352     
  1130.34        500.000                 NaN   8.89864       0.425385E-002            NaN            NaN   7.33396                 NaN  0.295688        42.7312        40.7363     
  1129.27        500.000                 NaN  0.967343E-002   8.90115                 NaN            NaN   7.34254                 NaN  0.293427        42.7140        40.7392     
  1128.20        500.000                 NaN   8.69959                 NaN            NaN  0.121908        7.31933                 NaN  0.302197        42.7672        40.7898     
  1127.14        500.000                 NaN   2.02263        5.04955                 NaN   1.06382        7.16139                 NaN  0.370183        43.1426        41.1898     
  1126.07        500.000                 NaN   6.72332                 NaN            NaN   1.26835        7.12129                 NaN  0.383687        43.2258        41.2776     
  1125.00        500.000                 NaN   6.58646                 NaN            NaN   1.34605        7.10677                 NaN  0.389589        43.2604        41.3108     
  1123.93        500.000                 NaN   5.56739       0.344955E-005            NaN   1.91424        6.98634                 NaN  0.440682        43.5395        41.5519     
  1122.86        500.000                 NaN   5.55809       0.328590E-005            NaN   1.92003        6.98582                 NaN  0.440981        43.5396        41.5555     
  1121.79        500.000                 NaN   6.40197                 NaN            NaN   1.45517        7.09470                 NaN  0.397823        43.2896        41.3608     
  1120.73        500.000                 NaN   6.32234                 NaN            NaN   1.50073        7.07980                 NaN  0.400547        43.3152        41.3814     
  1119.66        500.000                 NaN   5.53063       0.285301E-005            NaN   1.93704        6.98414                 NaN  0.441891        43.5402        41.5661     
  1118.59        500.000                 NaN   6.23932                 NaN            NaN   1.54878        7.07201                 NaN  0.403963        43.3322        41.4037     
  1117.52        500.000                 NaN   6.27570                 NaN            NaN   1.52922        7.07724                 NaN  0.401898        43.3194        41.3965     
  1116.45        500.000                 NaN   5.52135       0.221980E-005            NaN   1.93877        6.98330                 NaN  0.441947        43.5491        41.5656     
  1115.38        500.000                 NaN   6.10715                 NaN            NaN   1.62691        7.06647                 NaN  0.409621        43.3486        41.4412     
  1114.32        500.000                 NaN   6.11395                 NaN            NaN   1.61922        7.06351                 NaN  0.409999        43.3547        41.4387     
  1113.25        500.000                 NaN   5.50102                 NaN            NaN   1.95237        6.98272                 NaN  0.442272        43.5472        41.5744     
  1112.18        500.000                 NaN   6.02451                 NaN            NaN   1.67558        7.05800                 NaN  0.412929        43.3641        41.4649     
  1111.11        500.000                 NaN   6.00060                 NaN            NaN   1.68968        7.05594                 NaN  0.413816        43.3678        41.4721     
  1110.04        500.000                 NaN   5.97348                 NaN            NaN   1.70320        7.04801                 NaN  0.414906        43.3831        41.4773     
  1108.97        500.000                 NaN   5.94244                 NaN            NaN   1.72106        7.04552                 NaN  0.416073        43.3892        41.4857     
  1107.91        500.000                 NaN   5.91514                 NaN            NaN   1.73675        7.04285                 NaN  0.417314        43.3945        41.4934     
  1106.84        500.000                 NaN   5.46441                 NaN            NaN   1.97441        6.98348                 NaN  0.442221        43.5463        41.5892     
  1105.77        500.000                 NaN   5.46247                 NaN            NaN   1.97875        6.98520                 NaN  0.441577        43.5388        41.5932     
  1104.70        500.000                 NaN   5.84746                 NaN            NaN   1.77635        7.03710                 NaN  0.420026        43.4058        41.5133     
  1103.63        500.000                 NaN   5.82599                 NaN            NaN   1.78889        7.03533                 NaN  0.420881        43.4093        41.5196     
  1102.56        500.000                 NaN   5.80557                 NaN            NaN   1.80085        7.03367                 NaN  0.421693        43.4125        41.5257     
  1101.50        500.000                 NaN   5.78451                 NaN            NaN   1.81313        7.03195                 NaN  0.422537        43.4160        41.5319     
  1100.43        500.000                 NaN   5.42055                 NaN            NaN   2.00516        6.98240                 NaN  0.443051        43.5388        41.6100     
  1099.36        500.000                 NaN   5.41503                 NaN            NaN   2.00929        6.98251                 NaN  0.443081        43.5370        41.6131     
  1098.29        500.000                 NaN   5.41075                 NaN            NaN   2.01304        6.98282                 NaN  0.443044        43.5340        41.6163     
  1097.22        500.000                 NaN   5.39895                 NaN            NaN   2.02197        6.98017                 NaN  0.443919        43.5328        41.6222     
  1096.15        500.000                 NaN   5.39009                 NaN            NaN   2.02798        6.97902                 NaN  0.444316        43.5325        41.6261     
  1095.09        500.000                 NaN   5.38197                 NaN            NaN   2.03333        6.97823                 NaN  0.444571        43.5325        41.6294     
  1094.02        500.000                 NaN   5.37929                 NaN            NaN   2.03568        6.98032                 NaN  0.444153        43.5282        41.6324     
  1092.95        500.000                 NaN   5.36632                 NaN            NaN   2.04364        6.97630                 NaN  0.445154        43.5327        41.6359     
  1091.88        500.000                 NaN   5.35931                 NaN            NaN   2.04827        6.97555                 NaN  0.445364        43.5327        41.6388     
  1090.81        500.000                 NaN   5.35281                 NaN            NaN   2.05261        6.97494                 NaN  0.445521        43.5326        41.6415     
  1089.74        500.000                 NaN   5.34673                 NaN            NaN   2.05672        6.97446                 NaN  0.445635        43.5323        41.6442     
  1088.67        500.000                 NaN   5.33002                 NaN            NaN   2.05901        6.98148                 NaN  0.445809        43.5408        41.6429     
  1087.61        500.000                 NaN   5.32279                 NaN            NaN   2.06382        6.98144                 NaN  0.445979        43.5398        41.6462     
  1086.54        500.000                 NaN   5.32787                 NaN            NaN   2.06948        6.97423                 NaN  0.445971        43.5288        41.6537     
  1085.47        500.000                 NaN   5.33682                 NaN            NaN   2.06246        6.98100                 NaN  0.443135        43.5297        41.6469     
  1084.40        500.000                 NaN   5.33074                 NaN            NaN   2.06667        6.98073                 NaN  0.443246        43.5288        41.6498     
  1083.33        500.000                 NaN   5.51471                 NaN            NaN   1.97216        7.01217                 NaN  0.432883        43.4513        41.6167     
  1082.26        500.000                 NaN   5.23010                 NaN            NaN   2.12101        6.97489                 NaN  0.447825        43.5510        41.6752     
  1081.20        500.000                 NaN   5.49055                 NaN            NaN   1.98657        7.01064                 NaN  0.433766        43.4536        41.6249     
  1080.13        500.000                 NaN   5.26830                 NaN            NaN   2.09372        6.97473                 NaN  0.448140        43.5513        41.6638     
  1079.06        500.000                 NaN   5.26150                 NaN            NaN   2.09828        6.97446                 NaN  0.448394        43.5505        41.6669     
  1077.99        500.000                 NaN   5.25741                 NaN            NaN   2.10033        6.97323                 NaN  0.448590        43.5523        41.6681     
  1076.92        500.000                 NaN  0.488232E-001   4.29410                 NaN   2.49902        6.81313                 NaN  0.505469        44.0624        41.7771     
  1075.85        500.000                 NaN   5.27038                 NaN            NaN   2.09178        6.97325                 NaN  0.449572        43.5461        41.6690     
  1074.79        500.000                 NaN   5.26004                 NaN            NaN   2.09831        6.97317                 NaN  0.449255        43.5478        41.6714     
  1073.72        500.000                 NaN   5.23905                 NaN            NaN   2.11078        6.97037                 NaN  0.449378        43.5554        41.6750     
  1072.65        500.000                 NaN   5.21835                 NaN            NaN   2.12210        6.97343                 NaN  0.449879        43.5540        41.6822     
  1071.58        500.000                 NaN   5.21226                 NaN            NaN   2.12558        6.97336                 NaN  0.450091        43.5541        41.6846     
  1070.51        500.000                 NaN   5.17212                 NaN            NaN   2.16255        6.97544                 NaN  0.449844        43.5326        41.7074     
  1069.44        500.000                 NaN   5.20004                 NaN            NaN   2.13805        6.97558                 NaN  0.450488        43.5395        41.6963     
  1068.38        500.000                 NaN   5.14854                 NaN            NaN   2.16506        6.97629                 NaN  0.454255        43.5445        41.7114     
  1067.31        500.000                 NaN   5.16079                 NaN            NaN   2.15893        6.97531                 NaN  0.452512        43.5458        41.7067     
  1066.24        500.000                 NaN   5.19388                 NaN            NaN   2.14409        6.97967                 NaN  0.451053        43.5266        41.7047     
  1065.17        500.000                 NaN   5.18473                 NaN            NaN   2.14535        6.97285                 NaN  0.450305        43.5473        41.6995     
  1064.10        500.000                 NaN   5.17678                 NaN            NaN   2.14968        6.97269                 NaN  0.450666        43.5479        41.7023     
  1063.03        500.000                 NaN   5.17569                 NaN            NaN   2.15463        6.97627                 NaN  0.450686        43.5332        41.7096     
  1061.97        500.000                 NaN   5.16797                 NaN            NaN   2.15596        6.97253                 NaN  0.450679        43.5459        41.7070     
  1060.90        500.000                 NaN   5.11280                 NaN            NaN   2.19387        6.97241                 NaN  0.450751        43.5444        41.7258     
  1059.83        500.000                 NaN  0.103188        4.25599                 NaN   2.48852        6.81449                 NaN  0.504533        44.0485        41.7847     
  1058.76        500.000                 NaN   5.14436                 NaN            NaN   2.17298        6.97444                 NaN  0.451971        43.5357        41.7206     
  1057.69        500.000                 NaN   5.11966                 NaN            NaN   2.18779        6.97061                 NaN  0.453232        43.5399        41.7288     
  1056.62        500.000                 NaN   5.13521                 NaN            NaN   2.17937        6.97434                 NaN  0.452131        43.5335        41.7254     
  1055.56        500.000                 NaN   5.12868                 NaN            NaN   2.18332        6.97457                 NaN  0.452307        43.5328        41.7283     
  1054.49        500.000                 NaN   5.12863                 NaN            NaN   2.18103        6.97272                 NaN  0.451179        43.5422        41.7243     
  1053.42        500.000                 NaN   5.07437                 NaN            NaN   2.22158        6.97492                 NaN  0.452205        43.5283        41.7487     
  1052.35        500.000                 NaN   5.10958                 NaN            NaN   2.19547        6.97350                 NaN  0.452927        43.5315        41.7370     
  1051.28        500.000                 NaN  0.103471        4.25499                 NaN   2.48804        6.81429                 NaN  0.504457        44.0443        41.7904     
  1050.21        500.000                 NaN   5.05789                 NaN            NaN   2.23220        6.97445                 NaN  0.452624        43.5264        41.7564     
  1049.15        500.000                 NaN   5.05649                 NaN            NaN   2.23326        6.97615                 NaN  0.452482        43.5236        41.7580     
  1048.08        500.000                 NaN   5.04793                 NaN            NaN   2.23879        6.97554                 NaN  0.452805        43.5233        41.7616     
  1047.01        500.000                 NaN   5.04236                 NaN            NaN   2.24227        6.97428                 NaN  0.453008        43.5242        41.7638     
  1045.94        500.000                 NaN   5.03830                 NaN            NaN   2.24537        6.97495                 NaN  0.452931        43.5220        41.7665     
  1044.87        500.000                 NaN   5.03262                 NaN            NaN   2.24870        6.97441                 NaN  0.453207        43.5223        41.7688     
  1043.80        500.000                 NaN   5.02794                 NaN            NaN   2.25180        6.97448                 NaN  0.453303        43.5213        41.7712     
  1042.73        500.000                 NaN   5.02343                 NaN            NaN   2.25479        6.97453                 NaN  0.453398        43.5203        41.7735     
  1041.67        500.000                 NaN   5.01898                 NaN            NaN   2.25783        6.97473                 NaN  0.453467        43.5190        41.7760     
  1040.60        500.000                 NaN   5.01407                 NaN            NaN   2.26097        6.97506                 NaN  0.453595        43.5180        41.7783     
  1039.53        500.000                 NaN   5.01057                 NaN            NaN   2.26355        6.97505                 NaN  0.453614        43.5167        41.7806     
  1038.46        500.000                 NaN   5.00857                 NaN            NaN   2.26525        6.97623                 NaN  0.453462        43.5139        41.7826     
  1037.39        500.000                 NaN   5.00071                 NaN            NaN   2.26990        6.97503                 NaN  0.453858        43.5151        41.7854     
  1036.32        500.000                 NaN   4.99991                 NaN            NaN   2.27119        6.97653                 NaN  0.453604        43.5115        41.7873     
  1035.26        500.000                 NaN  0.490286E-001   4.28996       0.333082E-004   2.49691        6.81207                 NaN  0.505117        44.0420        41.8049     
  1034.19        500.000                 NaN   4.98645                 NaN            NaN   2.27917        6.97611                 NaN  0.454179        43.5116        41.7924     
  1033.12        500.000                 NaN   4.98211                 NaN            NaN   2.28208        6.97625                 NaN  0.454264        43.5105        41.7948     
  1032.05        500.000                 NaN   4.97780                 NaN            NaN   2.28497        6.97639                 NaN  0.454347        43.5094        41.7971     
  1030.98        500.000                 NaN   4.97353                 NaN            NaN   2.28785        6.97653                 NaN  0.454428        43.5083        41.7994     
  1029.91        500.000                 NaN   4.32238       0.889431E-005            NaN   2.50535        6.81031                 NaN  0.505788        44.0443        41.8119     
  1028.85        500.000                 NaN   4.96511                 NaN            NaN   2.29352        6.97683                 NaN  0.454589        43.5059        41.8040     
  1027.78        500.000                 NaN   4.96092                 NaN            NaN   2.29635        6.97699                 NaN  0.454665        43.5048        41.8063     
  1026.71        500.000                 NaN   4.95677                 NaN            NaN   2.29916        6.97715                 NaN  0.454741        43.5036        41.8086     
  1025.64        500.000                 NaN   4.95267                 NaN            NaN   2.30194        6.97732                 NaN  0.454816        43.5024        41.8109     
  1024.57        500.000                 NaN   4.94859                 NaN            NaN   2.30471        6.97750                 NaN  0.454888        43.5011        41.8132     
  1023.50        500.000                 NaN   4.32177       0.891754E-005            NaN   2.50504        6.81015                 NaN  0.505735        44.0412        41.8161     
  1022.44        500.000                 NaN   4.94054                 NaN            NaN   2.31020        6.97785                 NaN  0.455031        43.4987        41.8177     
  1021.37        500.000                 NaN   4.93657                 NaN            NaN   2.31291        6.97804                 NaN  0.455102        43.4974        41.8200     
  1020.30        500.000                 NaN   4.93262                 NaN            NaN   2.31561        6.97822                 NaN  0.455170        43.4962        41.8222     
  1019.23        500.000                 NaN   4.92871                 NaN            NaN   2.31829        6.97842                 NaN  0.455238        43.4949        41.8244     
  1018.16        500.000                 NaN   4.92482                 NaN            NaN   2.32096        6.97862                 NaN  0.455302        43.4936        41.8267     
  1017.09        500.000                 NaN   4.92257                 NaN            NaN   2.32285        6.97906                 NaN  0.455264        43.4916        41.8287     
  1016.03        500.000                 NaN   5.03239                 NaN            NaN   2.27145        6.99525                 NaN  0.448071        43.4414        41.8114     
  1014.96        500.000                 NaN   4.91372                 NaN            NaN   2.32861        6.97924                 NaN  0.455495        43.4897        41.8333     
  1013.89        500.000                 NaN   4.90981                 NaN            NaN   2.33131        6.97946                 NaN  0.455555        43.4883        41.8355     
  1012.82        500.000                 NaN   4.30208       0.895290E-005            NaN   2.51827        6.81210                 NaN  0.505726        44.0309        41.8309     
  1011.75        500.000                 NaN   4.30198       0.895618E-005            NaN   2.51822        6.81207                 NaN  0.505717        44.0304        41.8316     
  1010.68        500.000                 NaN   4.30188       0.895935E-005            NaN   2.51816        6.81205                 NaN  0.505709        44.0299        41.8323     
  1009.62        500.000                 NaN   4.30178       0.896261E-005            NaN   2.51811        6.81202                 NaN  0.505700        44.0294        41.8330     
  1008.55        500.000                 NaN   4.30168       0.896559E-005            NaN   2.51806        6.81200                 NaN  0.505691        44.0289        41.8337     
  1007.48        500.000                 NaN   4.30158       0.896873E-005            NaN   2.51801        6.81197                 NaN  0.505682        44.0284        41.8344     
  1006.41        500.000                 NaN   4.30148       0.897174E-005            NaN   2.51795        6.81194                 NaN  0.505673        44.0278        41.8351     
  1005.34        500.000                 NaN   4.30138       0.897496E-005            NaN   2.51790        6.81192                 NaN  0.505665        44.0273        41.8358     
  1004.27        500.000                 NaN   4.27767       0.897733E-005            NaN   2.53550        6.81509                 NaN  0.505727        44.0195        41.8465     
  1003.21        500.000                 NaN   4.27757       0.898027E-005            NaN   2.53544        6.81506                 NaN  0.505718        44.0190        41.8472     
  1002.14        500.000                 NaN   4.27747       0.898287E-005            NaN   2.53539        6.81503                 NaN  0.505709        44.0185        41.8479     
  1001.07        500.000                 NaN   4.27737       0.898571E-005            NaN   2.53534        6.81501                 NaN  0.505700        44.0179        41.8486     
