|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1407.05        500.000        98.6540       0.405952       0.486465                 NaN  0.212245E-001  0.432332                 NaN            NaN            NaN            NaN
  1405.98        500.000        98.6727       0.436255       0.332834                 NaN  0.112984       0.445227                 NaN            NaN            NaN            NaN
  1404.91        500.000        98.6918       0.431137       0.324272                 NaN  0.113517       0.439236                 NaN            NaN            NaN            NaN
  1403.84        500.000        98.7075       0.315726       0.427932                 NaN  0.114383       0.434488                 NaN            NaN            NaN            NaN
  1402.78        500.000        98.7236       0.424636       0.306517                 NaN  0.115456       0.429795                 NaN            NaN            NaN            NaN
  1401.71        500.000        98.7418       0.418887       0.300152                 NaN  0.115298       0.423857                 NaN            NaN            NaN            NaN
  1400.64        500.000        98.7571       0.291584       0.415714                 NaN  0.116439       0.419124                 NaN            NaN            NaN            NaN
  1399.57        500.000        98.7730       0.283407       0.411855                 NaN  0.117292       0.414409                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7888       0.276061       0.408123                 NaN  0.117693       0.409329                 NaN            NaN            NaN            NaN
  1397.43        500.000        98.8037       0.404610       0.268374                 NaN  0.118489       0.404872                 NaN            NaN            NaN            NaN
  1396.37        500.000        98.8177       0.401690       0.261007                 NaN  0.119178       0.400474                 NaN            NaN            NaN            NaN
  1395.30        500.000        98.8328       0.397597       0.254003                 NaN  0.119793       0.395777                 NaN            NaN            NaN            NaN
  1394.23        500.000        98.8477       0.394507       0.246278                 NaN  0.120358       0.391116                 NaN            NaN            NaN            NaN
  1393.16        500.000        98.8611       0.239580       0.391278                 NaN  0.121068       0.386973                 NaN            NaN            NaN            NaN
  1392.09        500.000        98.8739       0.232699       0.388726                 NaN  0.121697       0.382973                 NaN            NaN            NaN            NaN
  1391.02        500.000        98.8881       0.385777       0.225306                 NaN  0.122226       0.378606                 NaN            NaN            NaN            NaN
  1389.96        500.000        98.8993       0.382796       0.220011                 NaN  0.122776       0.375093                 NaN            NaN            NaN            NaN
  1388.89        500.000        98.9145       0.212812       0.379223                 NaN  0.123251       0.370190                 NaN            NaN            NaN            NaN
  1387.82        500.000        98.9275       0.206266       0.376166                 NaN  0.123894       0.366186                 NaN            NaN            NaN            NaN
  1386.75        500.000        98.9368       0.202083       0.373789                 NaN  0.123852       0.363490                 NaN            NaN            NaN            NaN
  1385.68        500.000        98.9537       0.192328       0.370155                 NaN  0.125638       0.358195                 NaN            NaN            NaN            NaN
  1384.61        500.000        98.9652       0.367919       0.187202                 NaN  0.125381       0.354293                 NaN            NaN            NaN            NaN
  1383.55        500.000        98.9707       0.179530       0.369191                 NaN  0.127314       0.353240                 NaN            NaN            NaN            NaN
  1382.48        500.000        98.9913       0.360508       0.177327                 NaN  0.125123       0.345773                 NaN            NaN            NaN            NaN
  1381.41        500.000        98.9846       0.172217       0.364614                 NaN  0.129321       0.349285                 NaN            NaN            NaN            NaN
  1380.34        500.000        99.0224       0.352637       0.165177                 NaN  0.124582       0.335222                 NaN            NaN            NaN            NaN
  1379.27        500.000        99.0204       0.159152       0.355608                 NaN  0.127824       0.337009                 NaN            NaN            NaN            NaN
  1378.20        500.000        99.0322       0.153308       0.353168                 NaN  0.128070       0.333259                 NaN            NaN            NaN            NaN
  1377.13        500.000        99.0427       0.147923       0.350806                 NaN  0.128565       0.329983                 NaN            NaN            NaN            NaN
  1376.07        500.000        99.0531       0.142433       0.348668                 NaN  0.129081       0.326673                 NaN            NaN            NaN            NaN
  1375.00        500.000        99.0631       0.138314       0.346159                 NaN  0.129043       0.323429                 NaN            NaN            NaN            NaN
  1373.93        500.000        99.0716       0.132483       0.345231                 NaN  0.129857       0.320845                 NaN            NaN            NaN            NaN
  1372.86        500.000        99.0844       0.341380       0.128412                 NaN  0.129300       0.316484                 NaN            NaN            NaN            NaN
  1371.79        500.000        98.2732       0.241036       0.640529                 NaN  0.247473       0.597067       0.729839E-003            NaN            NaN            NaN
  1370.72        500.000        99.9325       0.639499E-002  0.263573E-001            NaN  0.113242E-001  0.233746E-001            NaN            NaN            NaN            NaN
  1369.66        500.000        99.1125       0.113889       0.335684                 NaN  0.130405       0.307537                 NaN            NaN            NaN            NaN
  1368.59        500.000        99.1213       0.334108       0.109427                 NaN  0.130494       0.304691                 NaN            NaN            NaN            NaN
  1367.52        500.000        99.1311       0.332288       0.103632                 NaN  0.131177       0.301842                 NaN            NaN            NaN            NaN
  1366.45        500.000        99.1396       0.100416       0.330402                 NaN  0.130766       0.298825                 NaN            NaN            NaN            NaN
  1365.38        500.000        99.3150       0.751653E-001  0.265221                 NaN  0.106043       0.238597                 NaN            NaN            NaN            NaN
  1364.31        500.000        98.9906       0.113880       0.389606                 NaN  0.155507       0.350370                 NaN            NaN            NaN            NaN
  1363.25        500.000        99.1654       0.888445E-001  0.324632                 NaN  0.130894       0.290246                 NaN            NaN            NaN            NaN
  1362.18        500.000        99.1739       0.847120E-001  0.322883                 NaN  0.131024       0.287478                 NaN            NaN            NaN            NaN
  1361.11        500.000        99.1823       0.807191E-001  0.321204                 NaN  0.131057       0.284739                 NaN            NaN            NaN            NaN
  1360.04        500.000        99.1909       0.319317       0.767873E-001            NaN  0.131042       0.281975                 NaN            NaN            NaN            NaN
  1358.97        500.000        99.1986       0.317586       0.737529E-001            NaN  0.130765       0.279272                 NaN            NaN            NaN            NaN
  1357.90        500.000        99.2050       0.698130E-001  0.317248                 NaN  0.130725       0.277225                 NaN            NaN            NaN            NaN
  1356.84        500.000        99.2153       0.313431       0.660447E-001            NaN  0.131268       0.273961                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.2228       0.312173       0.639847E-001            NaN  0.129978       0.271026                 NaN            NaN            NaN            NaN
  1354.70        500.000        99.2272       0.570069E-001  0.313093                 NaN  0.132239       0.270489                 NaN            NaN            NaN            NaN
  1353.63        500.000        99.2409       0.306384       0.606462E-001            NaN  0.127728       0.264372                 NaN            NaN            NaN            NaN
  1352.56        500.000        99.2452       0.538808E-001  0.307407                 NaN  0.129854       0.263673                 NaN            NaN            NaN            NaN
  1351.49        500.000        99.2519       0.505990E-001  0.306418                 NaN  0.129694       0.261380                 NaN            NaN            NaN            NaN
  1350.43        500.000        99.2596       0.482014E-001  0.304082                 NaN  0.129325       0.258826                 NaN            NaN            NaN            NaN
  1349.36        500.000        99.2642       0.303130       0.466203E-001            NaN  0.128925       0.257133                 NaN            NaN            NaN            NaN
  1348.29        500.000        99.2756       0.434902E-001  0.299836                 NaN  0.127957       0.253099                 NaN            NaN            NaN            NaN
  1347.22        500.000        99.2805       0.403028E-001  0.299595                 NaN  0.128081       0.251525                 NaN            NaN            NaN            NaN
  1346.15        500.000        99.2841       0.390243E-001  0.299132                 NaN  0.127614       0.250098                 NaN            NaN            NaN            NaN
  1345.08        500.000        99.2951       0.295937       0.360749E-001            NaN  0.126654       0.246275                 NaN            NaN            NaN            NaN
  1344.02        500.000        99.2997       0.294866       0.340767E-001            NaN  0.126548       0.244762                 NaN            NaN            NaN            NaN
  1342.95        500.000        99.3067       0.293095       0.319832E-001            NaN  0.125979       0.242289                 NaN            NaN            NaN            NaN
  1341.88        500.000        99.3137       0.291747E-001  0.291631                 NaN  0.125545       0.239904                 NaN            NaN            NaN            NaN
  1340.81        500.000        99.3190       0.291329       0.255601E-001            NaN  0.125814       0.238311                 NaN            NaN            NaN            NaN
  1339.74        500.000        99.3274       0.287711       0.264821E-001            NaN  0.123585       0.234817                 NaN            NaN            NaN            NaN
  1338.67        500.000        99.3321       0.286993       0.233296E-001            NaN  0.124048       0.233528                 NaN            NaN            NaN            NaN
  1337.61        500.000        99.3388       0.285083       0.225980E-001            NaN  0.122656       0.230859                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.3440       0.210128E-001  0.283873                 NaN  0.122083       0.228984                 NaN            NaN            NaN            NaN
  1335.47        500.000        99.3496       0.197543E-001  0.282333                 NaN  0.121332       0.226983                 NaN            NaN            NaN            NaN
  1334.40        500.000        99.3558       0.280902       0.180844E-001            NaN  0.120515       0.224741                 NaN            NaN            NaN            NaN
  1333.33        500.000        99.3266       0.166385       0.215722                 NaN  0.668651E-001  0.224427                 NaN            NaN            NaN            NaN
  1332.26        500.000        99.3754       0.282115                 NaN            NaN  0.124085       0.218364                 NaN            NaN            NaN            NaN
  1331.19        500.000        99.3762       0.281252                 NaN            NaN  0.123971       0.218551                 NaN            NaN            NaN            NaN
  1330.13        500.000        99.3808       0.279978                 NaN            NaN  0.122608       0.216593                 NaN            NaN            NaN            NaN
  1329.06        500.000        99.3291       0.148081       0.290024                 NaN  0.181628E-001  0.214629                 NaN            NaN            NaN            NaN
  1327.99        500.000        99.3950       0.275519                 NaN            NaN  0.119112       0.210413                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.3941       0.276972                 NaN            NaN  0.117780       0.211172                 NaN            NaN            NaN            NaN
  1325.85        500.000        99.4009       0.272849                 NaN            NaN  0.117526       0.208701                 NaN            NaN            NaN            NaN
  1324.78        500.000        99.4057       0.270137                 NaN            NaN  0.117036       0.207115                 NaN            NaN            NaN            NaN
  1323.72        500.000        99.3793       0.276512                 NaN            NaN  0.126850       0.217347                 NaN            NaN            NaN            NaN
  1322.65        500.000        99.4487       0.251422                 NaN            NaN  0.108529       0.191395                 NaN            NaN            NaN            NaN
  1321.58        500.000        99.4192       0.264379                 NaN            NaN  0.114321       0.202077                 NaN            NaN            NaN            NaN
  1320.51        500.000        99.4259       0.264543                 NaN            NaN  0.110706       0.198895                 NaN            NaN            NaN            NaN
  1319.44        500.000        99.4249       0.133576E-001  0.254825                 NaN  0.107990       0.198900                 NaN            NaN            NaN            NaN
  1318.37        500.000        99.4376       0.262743                 NaN            NaN  0.105526       0.194095                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.4376       0.260126                 NaN            NaN  0.107761       0.194475                 NaN            NaN            NaN            NaN
  1316.24        500.000        99.4396       0.255697                 NaN            NaN  0.110086       0.194607                 NaN            NaN            NaN            NaN
  1315.17        500.000        99.4531       0.255190                 NaN            NaN  0.103766       0.187917                 NaN            NaN            NaN            NaN
  1314.10        500.000        99.4520       0.255606                 NaN            NaN  0.103582       0.188802                 NaN            NaN            NaN            NaN
  1313.03        500.000        99.4520       0.255158                 NaN            NaN  0.103529       0.189266                 NaN            NaN            NaN            NaN
  1311.96        500.000        99.4664       0.251520                 NaN            NaN  0.993413E-001  0.182783                 NaN            NaN            NaN            NaN
  1310.90        500.000        99.4652       0.251283                 NaN            NaN  0.998832E-001  0.183638                 NaN            NaN            NaN            NaN
  1309.83        500.000        99.4694       0.249826                 NaN            NaN  0.988195E-001  0.181988                 NaN            NaN            NaN            NaN
  1308.76        500.000        99.4722       0.249198                 NaN            NaN  0.977699E-001  0.180866                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.4743       0.247294                 NaN            NaN  0.982360E-001  0.180142                 NaN            NaN            NaN            NaN
  1306.62        500.000        99.4846       0.245729                 NaN            NaN  0.938173E-001  0.175882                 NaN            NaN            NaN            NaN
  1305.55        500.000        99.4864       0.244232                 NaN            NaN  0.940899E-001  0.175299                 NaN            NaN            NaN            NaN
  1304.49        500.000        99.4857       0.192201E-001  0.234067                 NaN  0.866857E-001  0.174315                 NaN            NaN            NaN            NaN
  1303.42        500.000        99.4877       0.225367       0.345697E-001            NaN  0.799172E-001  0.172443                 NaN            NaN            NaN            NaN
  1302.35        500.000        99.4970       0.241915                 NaN            NaN  0.900617E-001  0.171016                 NaN            NaN            NaN            NaN
  1301.28        500.000        99.5007       0.241059                 NaN            NaN  0.886777E-001  0.169526                 NaN            NaN            NaN            NaN
  1300.21        500.000        99.4838       0.958077E-001  0.190628                 NaN  0.595684E-001  0.170153                 NaN            NaN            NaN            NaN
  1299.14        500.000        99.5102       0.240030                 NaN            NaN  0.842702E-001  0.165483                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.5113       0.237377                 NaN            NaN  0.858903E-001  0.165389                 NaN            NaN            NaN            NaN
  1297.01        500.000        99.5155       0.236836       0.137713E-002            NaN  0.827580E-001  0.163489                 NaN            NaN            NaN            NaN
  1295.94        500.000        99.5102       0.214786       0.427078E-001            NaN  0.692078E-001  0.163102                 NaN            NaN            NaN            NaN
  1294.87        500.000        99.5227       0.235857                 NaN            NaN  0.807887E-001  0.160704                 NaN            NaN            NaN            NaN
  1293.80        500.000        99.5253       0.199272E-002  0.234531                 NaN  0.787363E-001  0.159464                 NaN            NaN            NaN            NaN
  1292.73        500.000        99.5243       0.220777       0.255680E-001            NaN  0.707710E-001  0.158549                 NaN            NaN            NaN            NaN
  1291.67        500.000        99.5256       0.212511       0.386966E-001            NaN  0.658430E-001  0.157336                 NaN            NaN            NaN            NaN
  1290.60        500.000        99.5282       0.399810E-001  0.211311                 NaN  0.642858E-001  0.156201                 NaN            NaN            NaN            NaN
  1289.53        500.000        99.5316       0.207846       0.437143E-001            NaN  0.621421E-001  0.154746                 NaN            NaN            NaN            NaN
  1288.46        500.000        99.5342       0.206491       0.448687E-001            NaN  0.607398E-001  0.153670                 NaN            NaN            NaN            NaN
  1287.39        500.000        99.5369       0.203498       0.484922E-001            NaN  0.586675E-001  0.152481                 NaN            NaN            NaN            NaN
  1286.32        500.000        99.5389       0.201114       0.521361E-001            NaN  0.564254E-001  0.151385                 NaN            NaN            NaN            NaN
  1285.26        500.000        99.5414       0.560884E-001  0.197887                 NaN  0.543434E-001  0.150294                 NaN            NaN            NaN            NaN
  1284.19        500.000        99.5441       0.585877E-001  0.195468                 NaN  0.526823E-001  0.149180                 NaN            NaN            NaN            NaN
  1283.12        500.000        99.5465       0.193033       0.615172E-001            NaN  0.508594E-001  0.148112                 NaN            NaN            NaN            NaN
  1282.05        500.000        99.5488       0.654285E-001  0.189890                 NaN  0.488353E-001  0.147053                 NaN            NaN            NaN            NaN
  1280.98        500.000        99.5504       0.191688       0.624468E-001            NaN  0.482127E-001  0.146416                 NaN  0.831496E-003            NaN            NaN
  1279.91        500.000        99.5274       0.241052                 NaN            NaN  0.574731E-001  0.154669                 NaN  0.193951E-001            NaN            NaN
  1278.84        500.000        99.5314       0.240391                 NaN            NaN  0.559895E-001  0.153135                 NaN  0.190724E-001            NaN            NaN
  1277.78        500.000        99.5364       0.237727                 NaN            NaN  0.555293E-001  0.151519                 NaN  0.187908E-001            NaN            NaN
  1276.71        500.000        99.5410       0.235552                 NaN            NaN  0.549534E-001  0.149922                 NaN  0.185398E-001            NaN            NaN
  1275.64        500.000        99.5454       0.233548                 NaN            NaN  0.542912E-001  0.148520                 NaN  0.182193E-001            NaN            NaN
  1274.57        500.000        97.8261       0.545732                 NaN            NaN  0.102046       0.348286                 NaN  0.527425E-001   1.12504                 NaN
  1273.50        500.000        93.0505        1.44316                 NaN            NaN  0.213483       0.902334                 NaN  0.146296        4.24419                 NaN
  1272.43        500.000        93.5620        1.36875                 NaN            NaN  0.180718       0.840343                 NaN  0.133503        3.91473                 NaN
  1271.37        500.000        94.0091        1.29692                 NaN            NaN  0.156422       0.785292                 NaN  0.122835        3.62942                 NaN
  1270.30        500.000        94.3951        1.25072                 NaN            NaN  0.123433       0.737998                 NaN  0.112736        3.38006                 NaN
  1269.23        500.000        94.7543        1.15967                 NaN            NaN  0.127344       0.693202                 NaN  0.105810        3.15969                 NaN
  1268.16        500.000        95.0428        1.13428                 NaN            NaN  0.960939E-001  0.657428                 NaN  0.978229E-001   2.97158                 NaN
  1267.09        500.000        95.2262        1.09145                 NaN            NaN  0.949833E-001  0.635613                 NaN  0.938501E-001   2.85787                 NaN
  1266.02        500.000        95.6705        1.01531                 NaN            NaN  0.718016E-001  0.577765                 NaN  0.837561E-001   2.58087                 NaN
  1264.96        500.000        95.7988       0.977432                 NaN            NaN  0.769317E-001  0.562465                 NaN  0.813246E-001   2.50305                 NaN
  1263.89        500.000        96.0042       0.931564                 NaN            NaN  0.739773E-001  0.536345                 NaN  0.769807E-001   2.37695                 NaN
  1262.82        500.000        96.1962       0.877307                 NaN            NaN  0.794578E-001  0.511783                 NaN  0.734742E-001   2.26180                 NaN
  1261.75        500.000        96.3584       0.850383                 NaN            NaN  0.705901E-001  0.491753                 NaN  0.693201E-001   2.15960                 NaN
  1260.68        500.000        96.5244       0.812514                 NaN            NaN  0.675261E-001  0.468754                 NaN  0.663795E-001   2.06045                 NaN
  1259.61        500.000        96.6643       0.785847                 NaN            NaN  0.622166E-001  0.451353                 NaN  0.628918E-001   1.97340                 NaN
  1258.55        500.000        96.7992       0.754817                 NaN            NaN  0.601180E-001  0.433792                 NaN  0.600404E-001   1.89200                 NaN
  1257.48        500.000        96.9241       0.724300                 NaN            NaN  0.601540E-001  0.417352                 NaN  0.574649E-001   1.81662                 NaN
  1256.41        500.000        97.0406       0.699430                 NaN            NaN  0.569972E-001  0.401801                 NaN  0.549551E-001   1.74625                 NaN
  1255.34        500.000        97.0934       0.658602                 NaN            NaN  0.722527E-001  0.395869                 NaN  0.549195E-001   1.72495                 NaN
  1254.27        500.000        97.3069       0.649929                 NaN            NaN  0.504385E-001  0.365562                 NaN  0.488313E-001   1.57832                 NaN
  1253.20        500.000        97.3435       0.630706                 NaN            NaN  0.518551E-001  0.361495                 NaN  0.483505E-001   1.56411                 NaN
  1252.14        500.000        97.4343       0.606011                 NaN            NaN  0.533212E-001  0.349286                 NaN  0.465474E-001   1.51054                 NaN
  1251.07        500.000        97.5163       0.593754                 NaN            NaN  0.470502E-001  0.338095                 NaN  0.444889E-001   1.46027                 NaN
  1250.00        500.000        97.5980       0.573037                 NaN            NaN  0.467924E-001  0.327040                 NaN  0.427786E-001   1.41235                 NaN
  1248.93        500.000        97.6692       0.548754                 NaN            NaN  0.521462E-001  0.317060                 NaN  0.415733E-001   1.37124                 NaN
  1247.86        500.000        97.7458       0.540441                 NaN            NaN  0.432848E-001  0.306671                 NaN  0.394831E-001   1.32431                 NaN
  1246.79        500.000        97.8102       0.523125                 NaN            NaN  0.442537E-001  0.297658                 NaN  0.381626E-001   1.28664                 NaN
  1245.73        500.000        97.8735       0.507486                 NaN            NaN  0.439771E-001  0.288771                 NaN  0.368138E-001   1.24948                 NaN
  1244.66        500.000        97.9355       0.493212                 NaN            NaN  0.428145E-001  0.280111                 NaN  0.354263E-001   1.21296                 NaN
  1243.59        500.000        97.9922       0.486833                 NaN            NaN  0.363031E-001  0.272296                 NaN  0.338801E-001   1.17849                 NaN
  1242.52        500.000        98.0483       0.480755                 NaN            NaN  0.298924E-001  0.264280                 NaN  0.323345E-001   1.14440                 NaN
  1241.45        500.000        98.1022       0.455483                 NaN            NaN  0.391691E-001  0.256540                 NaN  0.316499E-001   1.11498                 NaN
  1240.38        500.000        98.1519       0.450945                 NaN            NaN  0.327500E-001  0.249542                 NaN  0.302753E-001   1.08455                 NaN
  1239.32        500.000        98.1999       0.435312                 NaN            NaN  0.354263E-001  0.242545                 NaN  0.293896E-001   1.05744                 NaN
  1238.25        500.000        98.2468       0.428646                 NaN            NaN  0.311182E-001  0.235880                 NaN  0.281436E-001   1.02936                 NaN
  1237.18        500.000        98.2909       0.422485                 NaN            NaN  0.270980E-001  0.229535                 NaN  0.269837E-001   1.00302                 NaN
  1236.11        500.000        98.3325       0.413371                 NaN            NaN  0.260376E-001  0.223494                 NaN  0.260219E-001  0.978534                 NaN
  1235.04        500.000        98.3737       0.402963                 NaN            NaN  0.259052E-001  0.217491                 NaN  0.251300E-001  0.954807                 NaN
  1233.97        500.000        98.4128       0.390259                 NaN            NaN  0.280887E-001  0.211619                 NaN  0.244222E-001  0.932767                 NaN
  1232.90        500.000        98.4503       0.391609                 NaN            NaN  0.195040E-001  0.206375                 NaN  0.231370E-001  0.909072                 NaN
  1231.84        500.000        98.4858       0.383720                 NaN            NaN  0.186421E-001  0.201113                 NaN  0.223160E-001  0.888440                 NaN
  1230.77        500.000        98.5208       0.375936                 NaN            NaN  0.177790E-001  0.195909                 NaN  0.215398E-001  0.867987                 NaN
  1229.70        500.000        98.5515       0.378259                 NaN            NaN  0.984349E-002  0.191603                 NaN  0.204016E-001  0.848424                 NaN
  1228.63        500.000        98.5844       0.372373                 NaN            NaN  0.810536E-002  0.186663                 NaN  0.195999E-001  0.828867                 NaN
  1227.56        500.000        98.6151       0.366379                 NaN            NaN  0.669534E-002  0.182042                 NaN  0.188583E-001  0.810887                 NaN
  1226.49        500.000        98.6431       0.367956                 NaN            NaN  0.895209E-006  0.178093                 NaN  0.179292E-001  0.792897                 NaN
  1225.43        500.000        98.6744       0.354309                 NaN            NaN  0.431412E-002  0.174544                 NaN  0.171368E-001  0.775339                 NaN
  1224.36        500.000        98.7018       0.352696                 NaN            NaN            NaN  0.169683                 NaN  0.165673E-001  0.759292                 NaN
  1223.29        500.000        98.7324       0.344195                 NaN            NaN            NaN  0.164574                 NaN  0.161232E-001  0.742686                 NaN
  1222.22        500.000        98.7584       0.337578                 NaN            NaN            NaN  0.162056                 NaN  0.152381E-001  0.726718                 NaN
  1221.15        500.000        98.7840       0.331018                 NaN            NaN  0.330716E-005  0.157859                 NaN  0.147598E-001  0.712330                 NaN
  1220.08        500.000        98.8110       0.323677                 NaN            NaN  0.287090E-005  0.154152                 NaN  0.141810E-001  0.696998                 NaN
  1219.02        500.000        98.8356       0.317148                 NaN            NaN            NaN  0.151041                 NaN  0.135537E-001  0.682686                 NaN
  1217.95        500.000        98.8618       0.309399                 NaN            NaN            NaN  0.147376                 NaN  0.129886E-001  0.668404                 NaN
  1216.88        500.000        98.8880       0.302703                 NaN            NaN            NaN  0.140821                 NaN  0.132054E-001  0.655303                 NaN
  1215.81        500.000        98.9101       0.296322                 NaN            NaN            NaN  0.139654                 NaN  0.122255E-001  0.641689                 NaN
  1214.74        500.000        89.2592        1.36606                 NaN            NaN            NaN  0.925970                 NaN  0.500619E-001   4.29135        4.10735     
  1213.67        500.000        82.6699        1.96471                 NaN            NaN  0.103364        1.45937                 NaN  0.780366E-001   6.77501        6.94956     
  1212.61        500.000        68.9552        3.44296                 NaN            NaN  0.248796        2.65062                 NaN  0.139264        12.2777        12.2855     
  1211.54        500.000        99.2858       0.234189E-001            NaN            NaN  0.422804E-001  0.651064E-001            NaN  0.225228E-002            NaN  0.581119     
  1210.47        500.000        87.5270        1.25070                 NaN            NaN  0.191975       0.972831                 NaN  0.606198E-001   4.92631        5.07059     
  1209.40        500.000        87.0248        1.38881                 NaN            NaN  0.149109        1.10092                 NaN  0.546048E-001   5.05452        5.22722     
  1208.33        500.000        90.2814        1.13854                 NaN            NaN  0.649118E-001  0.817285                 NaN  0.407756E-001   3.80224        3.85485     
  1207.26        500.000        90.2764       0.321739       0.626124                 NaN  0.178116       0.822996                 NaN  0.430495E-001   3.81856        3.91305     
  1206.20        500.000        89.7278        1.27127                 NaN            NaN            NaN  0.848676                 NaN  0.425421E-001   4.00099        4.10873     
  1205.13        500.000        89.7293        1.14777                 NaN            NaN  0.523762E-001  0.856468                 NaN  0.421780E-001   4.01564        4.15624     
  1204.06        500.000        74.7011       0.690708        2.31647                 NaN            NaN   2.12074                 NaN  0.853712E-001   9.73536        10.3502     
  1202.99        500.000        95.3302       0.170616       0.442975                 NaN            NaN  0.395091                 NaN  0.174446E-001   1.85409        1.78956     
  1201.92        500.000        99.7092                 NaN            NaN            NaN  0.576917E-001  0.916341E-002            NaN  0.330682E-003  0.223640                 NaN
  1200.85        500.000        98.5001                 NaN            NaN            NaN  0.678952E-001  0.152375                 NaN  0.173656E-001  0.705295       0.556937     
  1199.79        500.000        94.9275       0.820785                 NaN            NaN            NaN  0.426227                 NaN  0.145284E-001   1.92431        1.88668     
  1198.72        500.000        92.6816       0.880794                 NaN            NaN            NaN  0.603686                 NaN  0.261919E-001   2.87880        2.92889     
  1197.65        500.000        93.0214       0.824377                 NaN            NaN            NaN  0.576911                 NaN  0.241551E-001   2.75661        2.79657     
  1196.58        500.000        92.8502       0.323368       0.437548       0.577709E-004            NaN  0.568428                 NaN  0.288685E-001   2.86257        2.92898     
  1195.51        500.000        87.0041        1.45231                 NaN            NaN  0.243492E-001   1.07016                 NaN  0.400329E-001   5.10448        5.30453     
  1194.44        500.000        94.8219       0.136399       0.465612                 NaN  0.542334E-002  0.425517                 NaN  0.173887E-001   2.09417        2.03359     
  1193.38        500.000        73.1213        1.16734        1.62243                 NaN            NaN   2.15550                 NaN  0.984723E-001   10.3808        11.4542     
  1192.31        500.000        99.1749       0.217601E-001            NaN            NaN  0.541846E-001  0.351035E-001            NaN  0.402372E-002  0.709981                 NaN
  1191.24        500.000        99.7222                 NaN            NaN            NaN  0.884067E-001  0.213683E-001            NaN  0.285754E-002  0.165154                 NaN
  1190.17        500.000        99.1552                 NaN            NaN            NaN            NaN  0.375454E-001            NaN  0.120634E-001  0.480702       0.314510     
  1189.10        500.000        90.8925       0.884271       0.290016E-002            NaN  0.232675E-001  0.625863                 NaN  0.291302E-001   4.35743        3.18464     
  1188.03        500.000                 NaN   2.85603        5.96822                 NaN            NaN   7.22223                 NaN  0.320116        42.9465        40.6869     
  1186.96        500.000                 NaN   2.43816        6.37841                 NaN            NaN   7.21788                 NaN  0.321798        42.9576        40.6861     
