|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        500.000        99.2383                 NaN            NaN            NaN            NaN  0.761689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2463                 NaN            NaN            NaN            NaN  0.753667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2577                 NaN            NaN            NaN  0.754652E-002  0.734741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2629                 NaN            NaN            NaN            NaN  0.737119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2766                 NaN            NaN            NaN  0.221261E-001  0.701276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2820                 NaN            NaN            NaN  0.427109E-003  0.717606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2875                 NaN            NaN            NaN  0.297432E-004  0.712420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2974                 NaN            NaN            NaN            NaN  0.702575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3044                 NaN            NaN            NaN            NaN  0.695627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3107                 NaN            NaN            NaN            NaN  0.689268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3103                 NaN            NaN            NaN            NaN  0.641378       0.482730E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2665                 NaN            NaN            NaN            NaN  0.368230       0.365277                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2026                 NaN            NaN            NaN            NaN  0.228189E-001  0.774629                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2096                 NaN            NaN            NaN            NaN  0.124398E-001  0.777950                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2148                 NaN            NaN            NaN            NaN  0.686188E-002  0.778295                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2198                 NaN            NaN            NaN            NaN  0.222717E-001  0.757935                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2273                 NaN            NaN            NaN            NaN  0.532544E-001  0.719448                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2286                 NaN            NaN            NaN            NaN  0.186745E-001  0.752704                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2333                 NaN            NaN            NaN            NaN  0.199531E-001  0.746732                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2336                 NaN            NaN            NaN            NaN            NaN  0.766419                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2394                 NaN            NaN            NaN            NaN            NaN  0.760565                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2386                 NaN            NaN            NaN            NaN            NaN  0.761446                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2433                 NaN            NaN            NaN            NaN            NaN  0.756654                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2396                 NaN            NaN            NaN            NaN            NaN  0.760391                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2390                 NaN            NaN            NaN            NaN            NaN  0.761010                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2365                 NaN            NaN            NaN            NaN            NaN  0.763483                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2325                 NaN            NaN            NaN            NaN            NaN  0.767465                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2223                 NaN            NaN            NaN            NaN            NaN  0.777676                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9564                 NaN            NaN            NaN            NaN            NaN  0.532199       0.511414                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8373                 NaN            NaN            NaN            NaN            NaN  0.761910       0.400782                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.8534                 NaN            NaN            NaN            NaN            NaN  0.393828       0.752792                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8768                 NaN            NaN            NaN            NaN            NaN  0.737387       0.385856                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8927                 NaN            NaN            NaN            NaN            NaN  0.726479       0.380795                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9071                 NaN            NaN            NaN            NaN            NaN  0.719789       0.373099                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9243                 NaN            NaN            NaN            NaN            NaN  0.367574       0.708158                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        96.9701                 NaN            NaN            NaN            NaN            NaN   1.18983       0.867952                 NaN  0.972066                 NaN            NaN            NaN
  1416.04        500.000        96.8991                 NaN            NaN            NaN            NaN            NaN  0.853779        1.22116                 NaN   1.02597                 NaN            NaN            NaN
  1413.53        500.000        97.0112                 NaN            NaN            NaN            NaN            NaN   1.17633       0.823070                 NaN  0.989377                 NaN            NaN            NaN
  1411.03        500.000        97.1125                 NaN            NaN            NaN            NaN            NaN   1.13553       0.795380                 NaN  0.956602                 NaN            NaN            NaN
  1408.52        500.000        97.2091                 NaN            NaN            NaN            NaN            NaN  0.767543        1.09785                 NaN  0.925502                 NaN            NaN            NaN
  1406.02        500.000        97.2987                 NaN            NaN            NaN            NaN            NaN  0.743403        1.06169                 NaN  0.896181                 NaN            NaN            NaN
  1403.51        500.000        97.3873                 NaN            NaN            NaN            NaN            NaN  0.718098        1.02720                 NaN  0.867358                 NaN            NaN            NaN
  1401.00        500.000        97.4689                 NaN            NaN            NaN            NaN            NaN  0.695175       0.995369                 NaN  0.840527                 NaN            NaN            NaN
  1398.50        500.000        97.5484                 NaN            NaN            NaN            NaN            NaN  0.964329       0.672430                 NaN  0.814844                 NaN            NaN            NaN
  1395.99        500.000        97.6207                 NaN            NaN            NaN            NaN            NaN  0.652104       0.936327                 NaN  0.790883                 NaN            NaN            NaN
  1393.48        500.000        97.6930                 NaN            NaN            NaN            NaN            NaN  0.908188       0.631544                 NaN  0.767227                 NaN            NaN            NaN
  1390.98        500.000        97.7595                 NaN            NaN            NaN            NaN            NaN  0.882308       0.612928                 NaN  0.745218                 NaN            NaN            NaN
  1388.47        500.000        97.8246                 NaN            NaN            NaN            NaN            NaN  0.594148       0.857480                 NaN  0.723797                 NaN            NaN            NaN
  1385.96        500.000        97.8857                 NaN            NaN            NaN            NaN            NaN  0.576853       0.833898                 NaN  0.703517                 NaN            NaN            NaN
  1383.46        500.000        97.9452                 NaN            NaN            NaN            NaN            NaN  0.559484       0.811487                 NaN  0.683856                 NaN            NaN            NaN
  1380.95        500.000        98.0005                 NaN            NaN            NaN            NaN            NaN  0.543902       0.790153                 NaN  0.665426                 NaN            NaN            NaN
  1378.45        500.000        98.0547                 NaN            NaN            NaN            NaN            NaN  0.769681       0.528270                 NaN  0.647344                 NaN            NaN            NaN
  1375.94        500.000        98.1058                 NaN            NaN            NaN            NaN            NaN  0.513382       0.750521                 NaN  0.630296                 NaN            NaN            NaN
  1373.43        500.000        98.1562                 NaN            NaN            NaN            NaN            NaN  0.731937       0.498413                 NaN  0.613408                 NaN            NaN            NaN
  1370.93        500.000        98.2021                 NaN            NaN            NaN            NaN            NaN  0.485143       0.714796                 NaN  0.597934                 NaN            NaN            NaN
  1368.42        500.000        98.2479                 NaN            NaN            NaN            NaN            NaN  0.471802       0.697678                 NaN  0.582605                 NaN            NaN            NaN
  1365.91        500.000        98.2908                 NaN            NaN            NaN            NaN            NaN  0.681860       0.459091                 NaN  0.568295                 NaN            NaN            NaN
  1363.41        500.000        98.3348                 NaN            NaN            NaN            NaN            NaN  0.665014       0.446780                 NaN  0.553383                 NaN            NaN            NaN
  1360.90        500.000        98.3742                 NaN            NaN            NaN            NaN            NaN  0.434980       0.650757                 NaN  0.540070                 NaN            NaN            NaN
  1358.40        500.000        98.4125                 NaN            NaN            NaN            NaN            NaN  0.423433       0.637000                 NaN  0.527037                 NaN            NaN            NaN
  1355.89        500.000        98.4508                 NaN            NaN            NaN            NaN            NaN  0.412098       0.622922                 NaN  0.514130                 NaN            NaN            NaN
  1353.38        500.000        98.4861                 NaN            NaN            NaN            NaN            NaN  0.401616       0.610129                 NaN  0.502125                 NaN            NaN            NaN
  1350.88        500.000        98.5210                 NaN            NaN            NaN            NaN            NaN  0.597459       0.391313                 NaN  0.490276                 NaN            NaN            NaN
  1348.37        500.000        98.5552                 NaN            NaN            NaN            NaN            NaN  0.381024       0.585292                 NaN  0.478522                 NaN            NaN            NaN
  1345.86        500.000        98.5871                 NaN            NaN            NaN            NaN            NaN  0.371934       0.573404                 NaN  0.467591                 NaN            NaN            NaN
  1343.36        500.000        98.6253                 NaN            NaN            NaN  0.255798E-001            NaN  0.378997       0.511120                 NaN  0.459052                 NaN            NaN            NaN
  1340.85        500.000        98.6916                 NaN            NaN            NaN  0.199679                 NaN  0.489275       0.153706                 NaN  0.465761                 NaN            NaN            NaN
  1338.35        500.000        98.7239                 NaN            NaN            NaN  0.197421                 NaN  0.143917       0.480674                 NaN  0.454132                 NaN            NaN            NaN
  1335.84        500.000        98.7529                 NaN            NaN            NaN  0.197504                 NaN  0.476364       0.129067                 NaN  0.444152                 NaN            NaN            NaN
  1333.33        500.000        98.7842                 NaN            NaN            NaN  0.192047                 NaN  0.127587       0.464021                 NaN  0.432139                 NaN            NaN            NaN
  1330.83        500.000        98.8140                 NaN            NaN            NaN  0.192095                 NaN  0.457045       0.114730                 NaN  0.422123                 NaN            NaN            NaN
  1328.32        500.000        98.8422                 NaN            NaN            NaN  0.189338                 NaN  0.449382       0.107264                 NaN  0.411831                 NaN            NaN            NaN
  1325.81        500.000        98.8690                 NaN            NaN            NaN  0.186591                 NaN  0.442460       0.999194E-001            NaN  0.401998                 NaN            NaN            NaN
  1323.31        500.000        98.8942                 NaN            NaN            NaN  0.184793                 NaN  0.915917E-001  0.436321                 NaN  0.393069                 NaN            NaN            NaN
  1320.80        500.000        98.9216                 NaN            NaN            NaN  0.179643                 NaN  0.424774       0.915532E-001            NaN  0.382467                 NaN            NaN            NaN
  1318.30        500.000        98.9459                 NaN            NaN            NaN  0.177248                 NaN  0.418985       0.842473E-001            NaN  0.373589                 NaN            NaN            NaN
  1315.79        500.000        98.9690                 NaN            NaN            NaN  0.173824                 NaN  0.799652E-001  0.412183                 NaN  0.364980                 NaN            NaN            NaN
  1313.28        500.000        98.9944                 NaN            NaN            NaN  0.171164                 NaN  0.740231E-001  0.404620                 NaN  0.355765                 NaN            NaN            NaN
  1310.78        500.000        99.0153                 NaN            NaN            NaN  0.165806                 NaN  0.395756       0.756731E-001            NaN  0.347462                 NaN            NaN            NaN
  1308.27        500.000        99.0371                 NaN            NaN            NaN  0.162720                 NaN  0.389418       0.713976E-001            NaN  0.339355                 NaN            NaN            NaN
  1305.76        500.000        99.0573                 NaN            NaN            NaN  0.157781                 NaN  0.381997       0.714735E-001            NaN  0.331410                 NaN            NaN            NaN
  1303.26        500.000        99.0785                 NaN            NaN            NaN  0.153689                 NaN  0.373581       0.708420E-001            NaN  0.323360                 NaN            NaN            NaN
  1300.75        500.000        99.0987                 NaN            NaN            NaN  0.150056                 NaN  0.365731       0.696382E-001            NaN  0.315855                 NaN            NaN            NaN
  1298.25        500.000        99.1171                 NaN            NaN            NaN  0.144679                 NaN  0.715799E-001  0.358158                 NaN  0.308452                 NaN            NaN            NaN
  1295.74        500.000        99.1360                 NaN            NaN            NaN  0.140381                 NaN  0.350031       0.723811E-001            NaN  0.301205                 NaN            NaN            NaN
  1293.23        500.000        99.1532                 NaN            NaN            NaN  0.135124                 NaN  0.342893       0.744620E-001            NaN  0.294326                 NaN            NaN            NaN
  1290.73        500.000        99.1696                 NaN            NaN            NaN  0.130768                 NaN  0.750987E-001  0.336661                 NaN  0.287863                 NaN            NaN            NaN
  1288.22        500.000        99.1872                 NaN            NaN            NaN  0.124331                 NaN  0.324791       0.827821E-001            NaN  0.280905                 NaN            NaN            NaN
  1285.71        500.000        88.8393                 NaN            NaN            NaN            NaN            NaN   1.01344        1.85627                 NaN   1.40210        6.88892                 NaN            NaN
  1283.21        500.000        86.3066                 NaN            NaN            NaN            NaN            NaN   1.20351        2.19866                 NaN   1.67011        8.62116                 NaN            NaN
  1280.70        500.000        88.1970                 NaN            NaN            NaN            NaN            NaN   1.90340        1.04393                 NaN   1.45392        7.40174                 NaN            NaN
  1278.20        500.000        89.6672                 NaN            NaN            NaN            NaN            NaN   1.67777       0.913645                 NaN   1.28428        6.45710                 NaN            NaN
  1275.69        500.000        90.8298                 NaN            NaN            NaN            NaN            NaN   1.49928       0.810231                 NaN   1.14883        5.71182                 NaN            NaN
  1273.18        500.000        91.7752                 NaN            NaN            NaN            NaN            NaN   1.35891       0.719983                 NaN   1.03767        5.10819                 NaN            NaN
  1270.68        500.000        92.5534                 NaN            NaN            NaN            NaN            NaN   1.25172       0.636977                 NaN  0.945605        4.61232                 NaN            NaN
  1268.17        500.000        93.1968                 NaN            NaN            NaN            NaN            NaN   1.17763       0.554411                 NaN  0.868980        4.20215                 NaN            NaN
  1265.66        500.000        93.7548                 NaN            NaN            NaN            NaN            NaN  0.448603        1.14567                 NaN  0.801660        3.84930                 NaN            NaN
  1263.16        500.000        94.2366                 NaN            NaN            NaN            NaN            NaN   1.10605       0.369198                 NaN  0.742315        3.54579                 NaN            NaN
  1260.65        500.000        94.6481                 NaN            NaN            NaN            NaN            NaN   1.37383                 NaN            NaN  0.691888        3.28617                 NaN            NaN
  1258.15        500.000        95.0066                 NaN            NaN            NaN            NaN            NaN   1.28638                 NaN            NaN  0.646300        3.06077                 NaN            NaN
  1255.64        500.000        95.3326                 NaN            NaN            NaN            NaN            NaN   1.20468                 NaN            NaN  0.605350        2.85741                 NaN            NaN
  1253.13        500.000        95.6217                 NaN            NaN            NaN            NaN            NaN   1.13234                 NaN            NaN  0.568080        2.67786                 NaN            NaN
  1250.63        500.000        95.8808                 NaN            NaN            NaN            NaN            NaN   1.06678                 NaN            NaN  0.535357        2.51705                 NaN            NaN
  1248.12        500.000        96.1073                 NaN            NaN            NaN            NaN            NaN   1.01178                 NaN            NaN  0.505501        2.37545                 NaN            NaN
  1245.61        500.000        96.3178                 NaN            NaN            NaN            NaN            NaN  0.958791                 NaN            NaN  0.477914        2.24548                 NaN            NaN
  1243.11        500.000        96.5125                 NaN            NaN            NaN            NaN            NaN  0.908678                 NaN            NaN  0.452947        2.12583                 NaN            NaN
  1240.60        500.000        96.6838                 NaN            NaN            NaN            NaN            NaN  0.867564                 NaN            NaN  0.428098        2.02049                 NaN            NaN
  1238.10        500.000        96.8378                 NaN            NaN            NaN            NaN            NaN  0.829625                 NaN            NaN  0.409555        1.92303                 NaN            NaN
  1235.59        500.000        96.9839                 NaN            NaN            NaN            NaN            NaN  0.792804                 NaN            NaN  0.390035        1.83330                 NaN            NaN
  1233.08        500.000        97.1170                 NaN            NaN            NaN            NaN            NaN  0.760137                 NaN            NaN  0.371717        1.75113                 NaN            NaN
  1230.58        500.000        97.2414                 NaN            NaN            NaN            NaN            NaN  0.728561                 NaN            NaN  0.356036        1.67403                 NaN            NaN
  1228.07        500.000        97.3652                 NaN            NaN            NaN            NaN            NaN  0.696941                 NaN            NaN  0.337340        1.60054                 NaN            NaN
  1225.56        500.000        97.4651                 NaN            NaN            NaN            NaN            NaN  0.670056                 NaN            NaN  0.324315        1.53933       0.120473E-002            NaN
  1223.06        500.000        97.3467                 NaN            NaN            NaN            NaN            NaN  0.644817                 NaN            NaN  0.337986        1.63272       0.377514E-001            NaN
  1220.55        500.000        97.4694                 NaN            NaN            NaN            NaN            NaN  0.615719                 NaN            NaN  0.318890        1.56068       0.353506E-001            NaN
  1218.05        500.000        97.5882                 NaN            NaN            NaN            NaN            NaN  0.586832                 NaN            NaN  0.299011        1.49253       0.334003E-001            NaN
  1215.54        500.000        97.6959                 NaN            NaN            NaN            NaN            NaN  0.561982                 NaN            NaN  0.284914        1.42659       0.305859E-001            NaN
  1213.03        500.000        97.7983                 NaN            NaN            NaN            NaN            NaN  0.537408                 NaN            NaN  0.269003        1.36669       0.286086E-001            NaN
  1210.53        500.000        97.8970                 NaN            NaN            NaN            NaN            NaN  0.513023                 NaN            NaN  0.256197        1.30752       0.262148E-001            NaN
  1208.02        500.000        84.5147                 NaN            NaN            NaN            NaN            NaN   1.71631                 NaN            NaN   1.26820        6.26543       0.738416E-001   6.16155     
  1205.51        500.000        82.8304                 NaN            NaN            NaN            NaN            NaN   1.89185                 NaN            NaN   1.39229        6.83686       0.737793E-001   6.97481     
  1203.01        500.000        82.1401                 NaN            NaN            NaN  0.406409                 NaN   1.37103                 NaN            NaN   1.51058        7.10995       0.677122E-001   7.39420     
  1200.50        500.000        84.6186                 NaN            NaN            NaN            NaN            NaN   1.72212                 NaN            NaN   1.17023        6.19259       0.751891E-001   6.22128     
  1197.99        500.000        80.9077                 NaN            NaN            NaN            NaN            NaN   1.66578       0.244398E-001            NaN   1.42452        7.84293       0.930209E-001   8.04161     
  1195.49        500.000        85.1878                 NaN            NaN            NaN            NaN            NaN   1.01264        1.01622                 NaN   1.30842        5.71407       0.157408E-001   5.74511     
  1192.98        500.000        84.4755                 NaN            NaN            NaN            NaN            NaN   1.59949                 NaN            NaN   1.11730        6.48823       0.710557E-001   6.24838     
  1190.48        500.000        40.9119                 NaN            NaN            NaN            NaN            NaN   5.13453       0.312178E-003            NaN   4.16167        25.2871       0.223486        24.2810     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.86677        4.66944                 NaN   7.12348        42.9886       0.312561        41.0392     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.22857       0.299553                 NaN   7.12586        42.9955       0.313211        41.0373     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43548        3.07933       0.578813E-005   7.10568        43.0251       0.317808        41.0366     
  1180.45        500.000                 NaN            NaN            NaN            NaN  0.689884                 NaN   7.34409       0.572567E-004            NaN   7.01994        43.2623       0.358359        41.3253     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.48502        7.06545                 NaN   7.14175        42.9510       0.308280        41.0485     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.68459        3.84239       0.700938E-005   7.12020        42.9931       0.313639        41.0460     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.55024        3.97974       0.219444E-004   7.12429        42.9845       0.312799        41.0484     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.39316        4.13968       0.845403E-004   7.12826        42.9763       0.311940        41.0506     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.23454        4.30101       0.389551E-003   7.13231        42.9678       0.311058        41.0529     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.07490        4.46411       0.104288E-004   7.13651        42.9591       0.310156        41.0552     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.92441        4.61772       0.137720E-004   7.14076        42.9504       0.309206        41.0575     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.76923        4.77586       0.170731E-004   7.14525        42.9415       0.308337        41.0598     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.62362        4.92448       0.193387E-004   7.15042        42.9314       0.307726        41.0624     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.46712        5.08467       0.205047E-004   7.15511        42.9223       0.306297        41.0645     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.02417        7.54900                 NaN   7.17705        42.8792       0.301290        41.0693     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.41979        7.15622                 NaN   7.18032        42.8717       0.300424        41.0715     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.78059        6.79869                 NaN   7.18415        42.8633       0.299432        41.0738     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.58769                 NaN            NaN   7.19032        42.8476       0.297313        41.0771     
  1142.86        500.000                 NaN            NaN            NaN            NaN  0.137025E-004            NaN   8.58764                 NaN            NaN   7.19520        42.8423       0.296612        41.0782     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.77054        5.80503                 NaN   7.18110        42.8647       0.299574        41.0791     
  1137.84        500.000                 NaN            NaN            NaN            NaN   1.23760                 NaN   6.25998       0.200395E-003  0.192644        6.97022        43.3624       0.381658        41.5953     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.88320        6.72027                 NaN   7.20164        42.8134       0.294456        41.0871     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.77420        4.82559                 NaN   7.20971        42.8090       0.293463        41.0881     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.31071        4.29933                 NaN   7.21613        42.7917       0.290610        41.0915     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.27733        4.32973                 NaN   7.21569        42.7933       0.291405        41.0926     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.54799        4.06289                 NaN   7.21995        42.7839       0.290297        41.0950     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.91156        6.69304                 NaN   7.21697        42.7910       0.291328        41.0961     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.53413        3.09126                 NaN   7.23606        42.7503       0.286186        41.1020     
  1117.79        500.000                 NaN            NaN            NaN            NaN  0.312836E-005            NaN   5.71249        2.91681                 NaN   7.23705        42.7445       0.285219        41.1040     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82289        2.80551                 NaN   7.23826        42.7427       0.285292        41.1054     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09299        2.53809                 NaN   7.24521        42.7318       0.284447        41.1074     
  1110.28        500.000                 NaN            NaN            NaN            NaN  0.810162E-005            NaN   6.33561        2.30225                 NaN   7.24825        42.7208       0.282607        41.1105     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.58656        2.05608                 NaN   7.25319        42.7099       0.281230        41.1130     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.91952        1.73166                 NaN   7.26074        42.6929       0.278923        41.1163     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.922563        7.72644       0.160123E-003   7.26183        42.6925       0.278972        41.1175     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.782636        7.87283                 NaN   7.26783        42.6791       0.277258        41.1203     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.66638        1.00025                 NaN   7.27653        42.6583       0.274544        41.1240     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.94925       0.722986                 NaN   7.28217        42.6460       0.272942        41.1267     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.25110       0.427129                 NaN   7.28797        42.6332       0.271264        41.1294     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.60331       0.813883E-001            NaN   7.29411        42.6196       0.269461        41.1321     
  1087.72        500.000                 NaN            NaN            NaN            NaN  0.639544E-001            NaN   8.58020                 NaN            NaN   7.28704        42.6350       0.272373        41.1615     
  1085.21        500.000                 NaN            NaN            NaN            NaN  0.114856                 NaN   8.49135                 NaN            NaN   7.27874        42.6575       0.275242        41.1823     
  1082.71        500.000                 NaN            NaN            NaN            NaN  0.196613                 NaN   8.34478       0.489850E-004            NaN   7.26063        42.6978       0.282436        41.2177     
  1080.20        500.000                 NaN            NaN            NaN            NaN   1.49743                 NaN   4.43742        1.62323                 NaN   6.96891        43.3286       0.385836        41.7586     
  1077.69        500.000                 NaN            NaN            NaN            NaN   1.47667                 NaN   3.75943        2.34507                 NaN   6.97815        43.3048       0.382592        41.7533     
  1075.19        500.000                 NaN            NaN            NaN            NaN   1.63240                 NaN   4.67177        1.15430                 NaN   6.94095        43.3858       0.395978        41.8188     
  1072.68        500.000                 NaN            NaN            NaN            NaN   1.74292                 NaN   5.50590       0.121695                 NaN   6.91433        43.4437       0.405625        41.8658     
  1070.18        500.000                 NaN            NaN            NaN            NaN   1.76231                 NaN   5.55085       0.442663E-001            NaN   6.91143        43.4483       0.406780        41.8761     
  1067.67        500.000                 NaN            NaN            NaN            NaN   1.77555                 NaN   5.53963       0.342341E-001            NaN   6.91014        43.4491       0.407360        41.8840     
  1065.16        500.000                 NaN            NaN            NaN            NaN   1.78927                 NaN   5.54099       0.106897E-001            NaN   6.90869        43.4504       0.408000        41.8920     
  1062.66        500.000                 NaN            NaN            NaN            NaN   1.80147                 NaN   5.52841       0.386585E-002            NaN   6.90762        43.4507       0.408500        41.8994     
  1060.15        500.000                 NaN            NaN            NaN            NaN   1.81317                 NaN   5.51375       0.150254E-004            NaN   6.90667        43.4508       0.408960        41.9066     
  1057.64        500.000                 NaN            NaN            NaN            NaN   1.82435                 NaN   5.49548       0.723787E-003            NaN   6.90585        43.4506       0.409374        41.9136     
  1055.14        500.000                 NaN            NaN            NaN            NaN   1.83535                 NaN   5.47895                 NaN            NaN   6.90505        43.4503       0.409778        41.9206     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.84611                 NaN   5.46213                 NaN            NaN   6.90431        43.4498       0.410165        41.9274     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.79892                 NaN   5.55479                 NaN            NaN   6.92101        43.4092       0.404458        41.9117     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.59919                 NaN   5.93761                 NaN            NaN   6.98227        43.2618       0.382113        41.8370     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.87706                 NaN   5.41406                 NaN            NaN   6.90235        43.4479       0.411228        41.9475     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.88696                 NaN   5.39877                 NaN            NaN   6.90178        43.4470       0.411552        41.9540     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.89666                 NaN   5.38385                 NaN            NaN   6.90127        43.4460       0.411861        41.9604     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.90618                 NaN   5.36927                 NaN            NaN   6.90078        43.4449       0.412157        41.9668     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.91550                 NaN   5.35502                 NaN            NaN   6.90035        43.4436       0.412438        41.9730     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.92465                 NaN   5.34110                 NaN            NaN   6.89995        43.4423       0.412706        41.9793     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.93363                 NaN   5.32749                 NaN            NaN   6.89959        43.4409       0.412960        41.9854     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.94244                 NaN   5.31419                 NaN            NaN   6.89927        43.4394       0.413202        41.9915     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.95110                 NaN   5.30117                 NaN            NaN   6.89899        43.4378       0.413431        41.9975     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.95958                 NaN   5.28848                 NaN            NaN   6.89875        43.4360       0.413646        42.0035     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.96791                 NaN   5.27606                 NaN            NaN   6.89855        43.4342       0.413849        42.0094     
