|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        500.000        99.1046                 NaN            NaN            NaN            NaN  0.895410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1134                 NaN            NaN            NaN            NaN  0.886617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1260                 NaN            NaN            NaN  0.925069E-002  0.864763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1319                 NaN            NaN            NaN            NaN  0.868067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1462                 NaN            NaN            NaN  0.271924E-001  0.826639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1532                 NaN            NaN            NaN  0.525364E-003  0.846275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1596                 NaN            NaN            NaN  0.365739E-004  0.840393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1706                 NaN            NaN            NaN            NaN  0.829409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1781                 NaN            NaN            NaN            NaN  0.821869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1853                 NaN            NaN            NaN            NaN  0.814695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1846                 NaN            NaN            NaN            NaN  0.758522       0.568434E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1338                 NaN            NaN            NaN            NaN  0.435778       0.430446                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0593                 NaN            NaN            NaN            NaN  0.270287E-001  0.913657                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0670                 NaN            NaN            NaN            NaN  0.147450E-001  0.918230                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0725                 NaN            NaN            NaN            NaN  0.814009E-002  0.919406                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0776                 NaN            NaN            NaN            NaN  0.264388E-001  0.895963                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0853                 NaN            NaN            NaN            NaN  0.632733E-001  0.851408                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0864                 NaN            NaN            NaN            NaN  0.222076E-001  0.891378                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0911                 NaN            NaN            NaN            NaN  0.237505E-001  0.885146                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0910                 NaN            NaN            NaN            NaN            NaN  0.908986                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0970                 NaN            NaN            NaN            NaN            NaN  0.903022                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0953                 NaN            NaN            NaN            NaN            NaN  0.904745                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1001                 NaN            NaN            NaN            NaN            NaN  0.899856                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0947                 NaN            NaN            NaN            NaN            NaN  0.905287                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0931                 NaN            NaN            NaN            NaN            NaN  0.906875                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0896                 NaN            NaN            NaN            NaN            NaN  0.910436                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0841                 NaN            NaN            NaN            NaN            NaN  0.915931                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0710                 NaN            NaN            NaN            NaN            NaN  0.928952                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7591                 NaN            NaN            NaN            NaN            NaN  0.636098       0.604834                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6187                 NaN            NaN            NaN            NaN            NaN  0.901764       0.479535                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6363                 NaN            NaN            NaN            NaN            NaN  0.471812       0.891849                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6625                 NaN            NaN            NaN            NaN            NaN  0.874626       0.462884                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6802                 NaN            NaN            NaN            NaN            NaN  0.862456       0.457318                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6957                 NaN            NaN            NaN            NaN            NaN  0.855554       0.448697                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7148                 NaN            NaN            NaN            NaN            NaN  0.442633       0.842548                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        96.5780                 NaN            NaN            NaN            NaN            NaN   1.43320        1.03262                 NaN  0.956206                 NaN            NaN            NaN
  1416.04        500.000        96.4978                 NaN            NaN            NaN            NaN            NaN   1.01771        1.47423                 NaN   1.01028                 NaN            NaN            NaN
  1413.53        500.000        96.6181                 NaN            NaN            NaN            NaN            NaN   1.42338       0.983048                 NaN  0.975450                 NaN            NaN            NaN
  1411.03        500.000        96.7264                 NaN            NaN            NaN            NaN            NaN   1.37731       0.951934                 NaN  0.944310                 NaN            NaN            NaN
  1408.52        500.000        96.8300                 NaN            NaN            NaN            NaN            NaN  0.920547        1.33470                 NaN  0.914759                 NaN            NaN            NaN
  1406.02        500.000        96.9258                 NaN            NaN            NaN            NaN            NaN  0.893458        1.29385                 NaN  0.886899                 NaN            NaN            NaN
  1403.51        500.000        97.0208                 NaN            NaN            NaN            NaN            NaN  0.864891        1.25483                 NaN  0.859475                 NaN            NaN            NaN
  1401.00        500.000        97.1083                 NaN            NaN            NaN            NaN            NaN  0.838965        1.21881                 NaN  0.833962                 NaN            NaN            NaN
  1398.50        500.000        97.1937                 NaN            NaN            NaN            NaN            NaN   1.18352       0.813236                 NaN  0.809530                 NaN            NaN            NaN
  1395.99        500.000        97.2709                 NaN            NaN            NaN            NaN            NaN  0.790376        1.15198                 NaN  0.786749                 NaN            NaN            NaN
  1393.48        500.000        97.3488                 NaN            NaN            NaN            NaN            NaN   1.11991       0.767020                 NaN  0.764222                 NaN            NaN            NaN
  1390.98        500.000        97.4201                 NaN            NaN            NaN            NaN            NaN   1.09061       0.746023                 NaN  0.743279                 NaN            NaN            NaN
  1388.47        500.000        97.4901                 NaN            NaN            NaN            NaN            NaN  0.724643        1.06237                 NaN  0.722874                 NaN            NaN            NaN
  1385.96        500.000        97.5558                 NaN            NaN            NaN            NaN            NaN  0.705039        1.03563                 NaN  0.703557                 NaN            NaN            NaN
  1383.46        500.000        97.6197                 NaN            NaN            NaN            NaN            NaN  0.685294        1.01014                 NaN  0.684813                 NaN            NaN            NaN
  1380.95        500.000        97.6792                 NaN            NaN            NaN            NaN            NaN  0.667647       0.985920                 NaN  0.667253                 NaN            NaN            NaN
  1378.45        500.000        97.7376                 NaN            NaN            NaN            NaN            NaN  0.962589       0.649813                 NaN  0.649999                 NaN            NaN            NaN
  1375.94        500.000        97.7926                 NaN            NaN            NaN            NaN            NaN  0.632834       0.940805                 NaN  0.633739                 NaN            NaN            NaN
  1373.43        500.000        97.8470                 NaN            NaN            NaN            NaN            NaN  0.919712       0.615740                 NaN  0.617598                 NaN            NaN            NaN
  1370.93        500.000        97.8962                 NaN            NaN            NaN            NaN            NaN  0.600647       0.900295                 NaN  0.602838                 NaN            NaN            NaN
  1368.42        500.000        97.9456                 NaN            NaN            NaN            NaN            NaN  0.585386       0.880781                 NaN  0.588187                 NaN            NaN            NaN
  1365.91        500.000        97.9918                 NaN            NaN            NaN            NaN            NaN  0.862832       0.570864                 NaN  0.574525                 NaN            NaN            NaN
  1363.41        500.000        98.0397                 NaN            NaN            NaN            NaN            NaN  0.843369       0.556687                 NaN  0.560221                 NaN            NaN            NaN
  1360.90        500.000        98.0821                 NaN            NaN            NaN            NaN            NaN  0.543196       0.827260                 NaN  0.547493                 NaN            NaN            NaN
  1358.40        500.000        98.1234                 NaN            NaN            NaN            NaN            NaN  0.529920       0.811677                 NaN  0.535017                 NaN            NaN            NaN
  1355.89        500.000        98.1650                 NaN            NaN            NaN            NaN            NaN  0.516817       0.795507                 NaN  0.522635                 NaN            NaN            NaN
  1353.38        500.000        98.2030                 NaN            NaN            NaN            NaN            NaN  0.504819       0.781001                 NaN  0.511135                 NaN            NaN            NaN
  1350.88        500.000        98.2408                 NaN            NaN            NaN            NaN            NaN  0.766510       0.492919                 NaN  0.499763                 NaN            NaN            NaN
  1348.37        500.000        98.2779                 NaN            NaN            NaN            NaN            NaN  0.480972       0.752645                 NaN  0.488457                 NaN            NaN            NaN
  1345.86        500.000        98.3125                 NaN            NaN            NaN            NaN            NaN  0.470497       0.739017                 NaN  0.477959                 NaN            NaN            NaN
  1343.36        500.000        98.3532                 NaN            NaN            NaN  0.363587E-001            NaN  0.480411       0.660178                 NaN  0.469895                 NaN            NaN            NaN
  1340.85        500.000        98.4169                 NaN            NaN            NaN  0.284865                 NaN  0.621678       0.199044                 NaN  0.477529                 NaN            NaN            NaN
  1338.35        500.000        98.4520                 NaN            NaN            NaN  0.282594                 NaN  0.186810       0.612185                 NaN  0.466380                 NaN            NaN            NaN
  1335.84        500.000        98.4833                 NaN            NaN            NaN  0.283661                 NaN  0.608187       0.167952                 NaN  0.456888                 NaN            NaN            NaN
  1333.33        500.000        98.5176                 NaN            NaN            NaN  0.276854                 NaN  0.166441       0.593807                 NaN  0.445269                 NaN            NaN            NaN
  1330.83        500.000        98.5504                 NaN            NaN            NaN  0.277821                 NaN  0.586136       0.150009                 NaN  0.435669                 NaN            NaN            NaN
  1328.32        500.000        98.5813                 NaN            NaN            NaN  0.274761                 NaN  0.577624       0.140576                 NaN  0.425749                 NaN            NaN            NaN
  1325.81        500.000        98.6107                 NaN            NaN            NaN  0.271689                 NaN  0.570063       0.131262                 NaN  0.416267                 NaN            NaN            NaN
  1323.31        500.000        98.6383                 NaN            NaN            NaN  0.269900                 NaN  0.120615       0.563457                 NaN  0.407690                 NaN            NaN            NaN
  1320.80        500.000        98.6687                 NaN            NaN            NaN  0.263378                 NaN  0.549727       0.120832                 NaN  0.397342                 NaN            NaN            NaN
  1318.30        500.000        98.6956                 NaN            NaN            NaN  0.260674                 NaN  0.543480       0.111453                 NaN  0.388750                 NaN            NaN            NaN
  1315.79        500.000        98.7212                 NaN            NaN            NaN  0.256450                 NaN  0.106033       0.535889                 NaN  0.380406                 NaN            NaN            NaN
  1313.28        500.000        98.7498                 NaN            NaN            NaN  0.253242                 NaN  0.983704E-001  0.527197                 NaN  0.371401                 NaN            NaN            NaN
  1310.78        500.000        98.7729                 NaN            NaN            NaN  0.246190                 NaN  0.516793       0.100789                 NaN  0.363312                 NaN            NaN            NaN
  1308.27        500.000        98.7973                 NaN            NaN            NaN  0.242360                 NaN  0.509595       0.953097E-001            NaN  0.355400                 NaN            NaN            NaN
  1305.76        500.000        98.8199                 NaN            NaN            NaN  0.235762                 NaN  0.501120       0.956189E-001            NaN  0.347627                 NaN            NaN            NaN
  1303.26        500.000        98.8439                 NaN            NaN            NaN  0.230336                 NaN  0.491078       0.949837E-001            NaN  0.339716                 NaN            NaN            NaN
  1300.75        500.000        98.8668                 NaN            NaN            NaN  0.225614                 NaN  0.481719       0.935616E-001            NaN  0.332348                 NaN            NaN            NaN
  1298.25        500.000        98.8875                 NaN            NaN            NaN  0.218125                 NaN  0.963921E-001  0.472878                 NaN  0.325060                 NaN            NaN            NaN
  1295.74        500.000        98.9090                 NaN            NaN            NaN  0.212321                 NaN  0.463074       0.976641E-001            NaN  0.317909                 NaN            NaN            NaN
  1293.23        500.000        98.9286                 NaN            NaN            NaN  0.204963                 NaN  0.454652       0.100692                 NaN  0.311120                 NaN            NaN            NaN
  1290.73        500.000        98.9471                 NaN            NaN            NaN  0.198987                 NaN  0.101772       0.447386                 NaN  0.304746                 NaN            NaN            NaN
  1288.22        500.000        98.9676                 NaN            NaN            NaN  0.189736                 NaN  0.432458       0.112404                 NaN  0.297824                 NaN            NaN            NaN
  1285.71        500.000        87.9351                 NaN            NaN            NaN            NaN            NaN   1.34360        2.50884                 NaN   1.47610        6.73639                 NaN            NaN
  1283.21        500.000        85.2459                 NaN            NaN            NaN            NaN            NaN   1.59977        2.97697                 NaN   1.75638        8.42102                 NaN            NaN
  1280.70        500.000        87.2322                 NaN            NaN            NaN            NaN            NaN   2.59040        1.39592                 NaN   1.53300        7.24853                 NaN            NaN
  1278.20        500.000        88.7814                 NaN            NaN            NaN            NaN            NaN   2.29394        1.22854                 NaN   1.35742        6.33868                 NaN            NaN
  1275.69        500.000        90.0090                 NaN            NaN            NaN            NaN            NaN   2.05859        1.09540                 NaN   1.21707        5.61992                 NaN            NaN
  1273.18        500.000        91.0095                 NaN            NaN            NaN            NaN            NaN   1.87315       0.978457                 NaN   1.10176        5.03716                 NaN            NaN
  1270.68        500.000        91.8342                 NaN            NaN            NaN            NaN            NaN   1.73156       0.870078                 NaN   1.00619        4.55800                 NaN            NaN
  1268.17        500.000        92.5162                 NaN            NaN            NaN            NaN            NaN   1.63444       0.761293                 NaN  0.926625        4.16144                 NaN            NaN
  1265.66        500.000        93.1096                 NaN            NaN            NaN            NaN            NaN  0.619116        1.59465                 NaN  0.856647        3.82001                 NaN            NaN
  1263.16        500.000        93.6228                 NaN            NaN            NaN            NaN            NaN   1.54370       0.512460                 NaN  0.794889        3.52612                 NaN            NaN
  1260.65        500.000        94.0608                 NaN            NaN            NaN            NaN            NaN   1.92216                 NaN            NaN  0.742417        3.27463                 NaN            NaN
  1258.15        500.000        94.4428                 NaN            NaN            NaN            NaN            NaN   1.80601                 NaN            NaN  0.694918        3.05623                 NaN            NaN
  1255.64        500.000        94.7916                 NaN            NaN            NaN            NaN            NaN   1.69723                 NaN            NaN  0.652217        2.85898                 NaN            NaN
  1253.13        500.000        95.1013                 NaN            NaN            NaN            NaN            NaN   1.60064                 NaN            NaN  0.613301        2.68473                 NaN            NaN
  1250.63        500.000        95.3791                 NaN            NaN            NaN            NaN            NaN   1.51316                 NaN            NaN  0.579135        2.52855                 NaN            NaN
  1248.12        500.000        95.6213                 NaN            NaN            NaN            NaN            NaN   1.43974                 NaN            NaN  0.547923        2.39103                 NaN            NaN
  1245.61        500.000        95.8477                 NaN            NaN            NaN            NaN            NaN   1.36860                 NaN            NaN  0.519049        2.26468                 NaN            NaN
  1243.11        500.000        96.0576                 NaN            NaN            NaN            NaN            NaN   1.30129                 NaN            NaN  0.492905        2.14822                 NaN            NaN
  1240.60        500.000        96.2418                 NaN            NaN            NaN            NaN            NaN   1.24566                 NaN            NaN  0.466770        2.04575                 NaN            NaN
  1238.10        500.000        96.4064                 NaN            NaN            NaN            NaN            NaN   1.19538                 NaN            NaN  0.447416        1.95083                 NaN            NaN
  1235.59        500.000        96.5640                 NaN            NaN            NaN            NaN            NaN   1.14570                 NaN            NaN  0.426919        1.86340                 NaN            NaN
  1233.08        500.000        96.7075                 NaN            NaN            NaN            NaN            NaN   1.10158                 NaN            NaN  0.407652        1.78330                 NaN            NaN
  1230.58        500.000        96.8415                 NaN            NaN            NaN            NaN            NaN   1.05928                 NaN            NaN  0.391206        1.70806                 NaN            NaN
  1228.07        500.000        96.9771                 NaN            NaN            NaN            NaN            NaN   1.01534                 NaN            NaN  0.371375        1.63620                 NaN            NaN
  1225.56        500.000        97.0844                 NaN            NaN            NaN            NaN            NaN  0.979009                 NaN            NaN  0.357706        1.57658       0.227889E-002            NaN
  1223.06        500.000        96.9368                 NaN            NaN            NaN            NaN            NaN  0.943017                 NaN            NaN  0.373449        1.67520       0.715409E-001            NaN
  1220.55        500.000        97.0725                 NaN            NaN            NaN            NaN            NaN  0.902524                 NaN            NaN  0.353119        1.60476       0.671400E-001            NaN
  1218.05        500.000        97.2050                 NaN            NaN            NaN            NaN            NaN  0.861611                 NaN            NaN  0.331814        1.53797       0.635736E-001            NaN
  1215.54        500.000        97.3239                 NaN            NaN            NaN            NaN            NaN  0.827912                 NaN            NaN  0.316829        1.47307       0.583399E-001            NaN
  1213.03        500.000        97.4381                 NaN            NaN            NaN            NaN            NaN  0.793374                 NaN            NaN  0.299749        1.41410       0.546819E-001            NaN
  1210.53        500.000        97.5483                 NaN            NaN            NaN            NaN            NaN  0.759853                 NaN            NaN  0.286051        1.35559       0.502084E-001            NaN
  1208.02        500.000        83.1843                 NaN            NaN            NaN            NaN            NaN   2.51032                 NaN            NaN   1.39968        6.41914       0.139803        6.34679     
  1205.51        500.000        81.3885                 NaN            NaN            NaN            NaN            NaN   2.76456                 NaN            NaN   1.53514        6.99503       0.139554        7.17717     
  1203.01        500.000        80.6088                 NaN            NaN            NaN  0.704343                 NaN   2.00408                 NaN            NaN   1.66657        7.27510       0.128160        7.61292     
  1200.50        500.000        83.2809                 NaN            NaN            NaN            NaN            NaN   2.49513                 NaN            NaN   1.29592        6.35623       0.142850        6.42900     
  1197.99        500.000        79.4689                 NaN            NaN            NaN            NaN            NaN   2.43334       0.348894E-001            NaN   1.57364        8.02379       0.176299        8.28919     
  1195.49        500.000        83.7414                 NaN            NaN            NaN            NaN            NaN   1.47109        1.50059                 NaN   1.45075        5.86256       0.299447E-001   5.94368     
  1192.98        500.000        83.1664                 NaN            NaN            NaN            NaN            NaN   2.31688                 NaN            NaN   1.24170        6.66056       0.135490        6.47896     
  1190.48        500.000        38.7849                 NaN            NaN            NaN            NaN            NaN   7.19861       0.444643E-003            NaN   4.45270        24.9155       0.410281        24.2375     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.29755        6.34056                 NaN   7.36264        40.8733       0.554328        39.5716     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.2153       0.413313                 NaN   7.36530        40.8817       0.555513        39.5688     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.36872        4.24304       0.791088E-005   7.34472        40.9122       0.563707        39.5676     
  1180.45        500.000                 NaN            NaN            NaN            NaN   1.12161                 NaN   9.95910       0.789062E-004            NaN   7.25978        41.1593       0.635977        39.8642     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.01067        9.64457                 NaN   7.38182        40.8421       0.546829        39.5740     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.34017        5.28894       0.956699E-005   7.35975        40.8841       0.556369        39.5707     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.15620        5.47648       0.299418E-004   7.36406        40.8771       0.554903        39.5713     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.94117        5.69490       0.115307E-003   7.36824        40.8703       0.553403        39.5718     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.72419        5.91503       0.531114E-003   7.37250        40.8635       0.551862        39.5724     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.50593        6.13748       0.142130E-004   7.37692        40.8564       0.550285        39.5730     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.30034        6.34680       0.187621E-004   7.38138        40.8492       0.548624        39.5736     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.08858        6.56203       0.232496E-004   7.38611        40.8420       0.547104        39.5742     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.89001        6.76388       0.263243E-004   7.39152        40.8335       0.546044        39.5750     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.67687        6.98170       0.278990E-004   7.39645        40.8260       0.543532        39.5754     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.40620        10.2766                 NaN   7.41909        40.7856       0.534661        39.5779     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.94875        9.73749                 NaN   7.42256        40.7797       0.533149        39.5784     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.44321        9.24698                 NaN   7.42658        40.7729       0.531410        39.5790     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7003                 NaN            NaN   7.43299        40.7588       0.527669        39.5803     
  1142.86        500.000                 NaN            NaN            NaN            NaN  0.222919E-004            NaN   11.7004                 NaN            NaN   7.43814        40.7551       0.526449        39.5798     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.72984        7.95667                 NaN   7.42376        40.7782       0.531738        39.5798     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.01459                 NaN   8.42768       0.271456E-003  0.264397        7.21243        41.2903       0.678085        40.1122     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.57940        9.13955                 NaN   7.44492        40.7305       0.522682        39.5830     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.16935        6.54515                 NaN   7.45346        40.7281       0.520951        39.5829     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.90292        5.82365                 NaN   7.46015        40.7128       0.515907        39.5845     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.85508        5.86824                 NaN   7.45978        40.7155       0.517340        39.5841     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.22383        5.50402                 NaN   7.46426        40.7078       0.515395        39.5847     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.56542        9.15510                 NaN   7.46135        40.7162       0.517254        39.5847     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.56559        4.17921                 NaN   7.48103        40.6779       0.508138        39.5881     
  1117.79        500.000                 NaN            NaN            NaN            NaN  0.509170E-005            NaN   7.80767        3.94161                 NaN   7.48215        40.6736       0.506443        39.5885     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.95600        3.79242                 NaN   7.48349        40.6732       0.506594        39.5883     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.32211        3.42922                 NaN   7.49076        40.6641       0.505117        39.5887     
  1110.28        500.000                 NaN            NaN            NaN            NaN  0.131868E-004            NaN   8.65047        3.10900                 NaN   7.49396        40.6547       0.501869        39.5900     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.98992        2.77518                 NaN   7.49914        40.6455       0.499445        39.5908     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.44080        2.33418                 NaN   7.50701        40.6304       0.495368        39.5923     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.23480        10.5377       0.215734E-003   7.50826        40.6315       0.495479        39.5921     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.04718        10.7329                 NaN   7.51453        40.6198       0.492456        39.5931     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.4468        1.34631                 NaN   7.52355        40.6009       0.487651        39.5948     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.8270       0.972652                 NaN   7.52944        40.5903       0.484827        39.5958     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.2323       0.574356                 NaN   7.53551        40.5792       0.481865        39.5967     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7048       0.109391                 NaN   7.54192        40.5675       0.478682        39.5977     
  1087.72        500.000                 NaN            NaN            NaN            NaN  0.104118                 NaN   11.6657                 NaN            NaN   7.53502        40.5851       0.483897        39.6262     
  1085.21        500.000                 NaN            NaN            NaN            NaN  0.187005                 NaN   11.5405                 NaN            NaN   7.52691        40.6099       0.489041        39.6466     
  1082.71        500.000                 NaN            NaN            NaN            NaN  0.320155                 NaN   11.3359       0.658594E-004            NaN   7.50870        40.6518       0.501874        39.6816     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.44084                 NaN   5.92983        2.19581                 NaN   7.21413        41.2931       0.686309        40.2399     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.40707                 NaN   5.02229        3.16323                 NaN   7.22363        41.2708       0.680554        40.2324     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.66139                 NaN   6.24011        1.55481                 NaN   7.18608        41.3542       0.704480        40.2989     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.84196                 NaN   7.35286       0.163747                 NaN   7.15922        41.4143       0.721738        40.3462     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.87377                 NaN   7.41096       0.595074E-001            NaN   7.15640        41.4204       0.723834        40.3551     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.89553                 NaN   7.39403       0.459842E-001            NaN   7.15521        41.4228       0.724905        40.3615     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.91809                 NaN   7.39391       0.143485E-001            NaN   7.15385        41.4257       0.726082        40.3681     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.93815                 NaN   7.37521       0.518572E-002            NaN   7.15289        41.4276       0.727010        40.3740     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.95742                 NaN   7.35374       0.201434E-004            NaN   7.15204        41.4292       0.727864        40.3797     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.97583                 NaN   7.32750       0.969780E-003            NaN   7.15132        41.4305       0.728639        40.3852     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.99395                 NaN   7.30360                 NaN            NaN   7.15063        41.4318       0.729394        40.3907     
  1052.63        500.000                 NaN            NaN            NaN            NaN   3.01168                 NaN   7.27934                 NaN            NaN   7.14998        41.4329       0.730119        40.3960     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.93471                 NaN   7.40727                 NaN            NaN   7.16704        41.3935       0.719960        40.3775     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.60855                 NaN   7.93829                 NaN            NaN   7.22927        41.2471       0.680092        40.2967     
  1045.11        500.000                 NaN            NaN            NaN            NaN   3.06270                 NaN   7.20986                 NaN            NaN   7.14834        41.4355       0.732121        40.4114     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.07904                 NaN   7.18773                 NaN            NaN   7.14788        41.4362       0.732735        40.4164     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.09504                 NaN   7.16611                 NaN            NaN   7.14746        41.4367       0.733321        40.4213     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.11074                 NaN   7.14495                 NaN            NaN   7.14709        41.4372       0.733884        40.4262     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.12615                 NaN   7.12425                 NaN            NaN   7.14676        41.4375       0.734421        40.4309     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.14126                 NaN   7.10401                 NaN            NaN   7.14646        41.4377       0.734933        40.4356     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.15609                 NaN   7.08421                 NaN            NaN   7.14621        41.4379       0.735422        40.4402     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.17065                 NaN   7.06482                 NaN            NaN   7.14600        41.4379       0.735887        40.4448     
  1025.06        500.000                 NaN            NaN            NaN            NaN   3.18496                 NaN   7.04583                 NaN            NaN   7.14583        41.4378       0.736331        40.4493     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.19898                 NaN   7.02728                 NaN            NaN   7.14570        41.4376       0.736749        40.4537     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.21277                 NaN   7.00911                 NaN            NaN   7.14560        41.4373       0.737146        40.4580     
