|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1775.64        500.000        67.6775        7.49146       0.184534E-002   24.6184       0.210827                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        67.1674        7.45295       0.126799E-002   25.1528       0.225605                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        66.6574        7.41445       0.690775E-003   25.6870       0.240379                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        66.5857        7.38913       0.518469E-003   25.7818       0.242802                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        66.5140        7.36382       0.346188E-003   25.8766       0.245224                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        65.1184        7.27636                 NaN   27.3221       0.283144                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        64.6023        7.22691                 NaN   27.8735       0.297258                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        64.0855        7.17533                 NaN   28.4278       0.311326                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        63.5689        7.12376                 NaN   28.9819       0.325390                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        63.0524        7.07221                 NaN   29.5359       0.339450                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        62.5361        7.02068                 NaN   30.0897       0.353506                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        62.0066        6.95950                 NaN   30.6668       0.367127                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        61.4772        6.89834                 NaN   31.2437       0.380744                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        60.9480        6.83721                 NaN   31.8204       0.394355                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        60.4190        6.77609                 NaN   32.3969       0.407962                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        59.8902        6.71500                 NaN   32.9732       0.421564                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        59.3615        6.65393                 NaN   33.5494       0.435162                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        58.8331        6.59288                 NaN   34.1253       0.448755                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        58.3048        6.53185                 NaN   34.7010       0.462343                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        57.7608        6.45805                 NaN   35.3056       0.475538                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        57.2170        6.38429                 NaN   35.9100       0.488728                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        56.6734        6.31056                 NaN   36.5141       0.501911                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        56.1301        6.23686                 NaN   37.1180       0.515090                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        55.5870        6.16319                 NaN   37.7216       0.528263                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        55.0441        6.08954                 NaN   38.3249       0.541430                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        54.5014        6.01593                 NaN   38.9281       0.554592                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        53.9590        5.94235                 NaN   39.5309       0.567749                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        53.4070        5.85530                 NaN   40.1572       0.580523                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        52.8552        5.76828                 NaN   40.7832       0.593291                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        52.3037        5.68131                 NaN   41.4089       0.606053                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        51.7525        5.59438                 NaN   42.0343       0.618808                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        51.2015        5.50749                 NaN   42.6594       0.631557                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        50.6509        5.42065                 NaN   43.2842       0.644300                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        50.1004        5.33385                 NaN   43.9087       0.657037                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        49.5503        5.24709                 NaN   44.5328       0.669767                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        49.0065        5.14864                 NaN   45.1627       0.682164                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        48.4630        5.05025                 NaN   45.7922       0.694555                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        47.9198        4.95191                 NaN   46.4214       0.706938                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        47.3769        4.85363                 NaN   47.0502       0.719315                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.8343        4.75540                 NaN   47.6787       0.731684                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        46.2919        4.65722                 NaN   48.3068       0.744047                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.7499        4.55910                 NaN   48.9346       0.756403                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        45.2082        4.46104                 NaN   49.5620       0.768753                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        44.6775        4.35705                 NaN   50.1843       0.781083                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        43.8554        4.27378                 NaN   50.6296       0.785870       0.455349                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        42.6332        4.22779                 NaN   50.7824       0.778641        1.57797                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        41.4113        4.18181                 NaN   50.9352       0.771413        2.70031                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        40.3497        4.13335                 NaN   51.0865       0.764454        3.66594                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        39.2884        4.08491                 NaN   51.2379       0.757497        4.63131                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        38.2274        4.03648                 NaN   51.3892       0.750541        5.59642                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        37.1667        3.98806                 NaN   51.5404       0.743588        6.56127                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        36.3429        3.93350                 NaN   51.6971       0.736964        7.28954                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        35.5194        3.87895                 NaN   51.8537       0.730343        8.01759                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        34.6962        3.82441                 NaN   52.0103       0.723723        8.74541                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        33.8732        3.76990                 NaN   52.1668       0.717106        9.47301                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        33.0504        3.71540                 NaN   52.3233       0.710490        10.2004                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        32.2279        3.66091                 NaN   52.4797       0.703877        10.9275                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        31.4057        3.60645                 NaN   52.6361       0.697266        11.6545                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        30.5837        3.55200                 NaN   52.7924       0.690656        12.3812                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        29.9715        3.48873                 NaN   52.9642       0.684763        12.8909                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        29.3594        3.42548                 NaN   53.1359       0.678871        13.4004                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        28.7476        3.36226                 NaN   53.3075       0.672982        13.9097                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        28.1359        3.29905                 NaN   53.4790       0.667095        14.4189                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        27.5245        3.23587                 NaN   53.6505       0.661209        14.9279                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        26.9134        3.17272                 NaN   53.8220       0.655326        15.4366                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        26.3024        3.10958                 NaN   53.9933       0.649445        15.9453                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        25.6916        3.04647                 NaN   54.1646       0.643567        16.4537                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        25.2155        2.97318                 NaN   54.3609       0.638606        16.8119                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        24.7395        2.89992                 NaN   54.5570       0.633647        17.1699                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        24.2637        2.82668                 NaN   54.7531       0.628691        17.5278                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        23.7881        2.75348                 NaN   54.9491       0.623736        17.8856                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        23.3127        2.68031                 NaN   55.1450       0.618784        18.2432                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        22.8375        2.60717                 NaN   55.3408       0.613833        18.6007                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        22.3625        2.53406                 NaN   55.5366       0.608885        18.9580                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        21.8877        2.46098                 NaN   55.7322       0.603939        19.3151                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        21.4963        2.37776                 NaN   55.9563       0.599608        19.5700                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        21.1051        2.29459                 NaN   56.1803       0.595279        19.8248                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        20.7141        2.21145                 NaN   56.4041       0.590952        20.0794                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        20.3232        2.12835                 NaN   56.6278       0.586628        20.3339                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        19.9326        2.04529                 NaN   56.8515       0.582305        20.5883                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        19.5421        1.96227                 NaN   57.0750       0.577984        20.8426                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        19.1519        1.87928                 NaN   57.2984       0.573666        21.0968                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        18.7618        1.79634                 NaN   57.5218       0.569349        21.3508                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        18.4317        1.69974                 NaN   57.7863       0.566476        21.5158                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        18.1019        1.60320                 NaN   58.0507       0.563604        21.6807                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        17.7722        1.50671                 NaN   58.3149       0.560734        21.8455                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        17.4427        1.41027                 NaN   58.5790       0.557865        22.0102                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        17.1134        1.31389                 NaN   58.8429       0.554998        22.1748                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        16.7843        1.21756                 NaN   59.1067       0.552132        22.3394                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        16.4553        1.12128                 NaN   59.3703       0.549268        22.5038                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        16.1265        1.02505                 NaN   59.6338       0.546406        22.6682                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        15.8309       0.916688                 NaN   59.9345       0.545269        22.7727                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        15.5354       0.808391                 NaN   60.2350       0.544133        22.8771                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        15.2401       0.700160                 NaN   60.5353       0.542998        22.9815                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        14.9450       0.591997                 NaN   60.8354       0.541864        23.0858                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        14.6387       0.480451                 NaN   61.1456       0.541999        23.1630       0.302422E-001            NaN            NaN            NaN            NaN
  1467.95        500.000        14.1075       0.368081                 NaN   61.4540       0.555247        23.0351       0.480019                 NaN            NaN            NaN            NaN
  1464.74        500.000        13.6109       0.248270                 NaN   61.7806       0.571539        22.8774       0.911362                 NaN            NaN            NaN            NaN
  1461.54        500.000        13.1145       0.128541                 NaN   62.1069       0.587820        22.7198        1.34241                 NaN            NaN            NaN            NaN
  1458.33        500.000        12.6478       0.267341E-002            NaN   62.4468       0.607489        22.5379        1.75733                 NaN            NaN            NaN            NaN
  1455.13        500.000        12.1292                 NaN            NaN   62.4312       0.612982        22.6611        2.16550                 NaN            NaN            NaN            NaN
  1451.92        500.000        11.6369                 NaN            NaN   62.4026       0.620218        22.7843        2.55597                 NaN            NaN            NaN            NaN
  1448.72        500.000        11.1447                 NaN            NaN   62.3740       0.627455        22.9074        2.94643                 NaN            NaN            NaN            NaN
  1445.51        500.000        10.6842                 NaN            NaN   62.3423       0.636157        23.0204        3.31686                 NaN            NaN            NaN            NaN
  1442.31        500.000        10.1752                 NaN            NaN   62.2849       0.657501        22.8938       0.311214        3.67738                 NaN            NaN            NaN
  1439.10        500.000        9.38871                 NaN            NaN   62.2934       0.672870        22.6943       0.774028        3.99998       0.176675                 NaN            NaN
  1435.90        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1432.69        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1429.49        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1426.28        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1423.08        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1419.87        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1416.67        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1413.46        500.000        8.56658                 NaN            NaN   62.3307       0.684070        22.4880        4.27237        1.24488       0.413373                 NaN            NaN
  1410.26        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1407.05        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1403.85        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1400.64        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1397.44        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1394.23        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1391.03        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1387.82        500.000        4.87146                 NaN            NaN   62.4805       0.750377        21.4375        5.47730        3.43584        1.54702                 NaN            NaN
  1384.62        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1381.41        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1378.21        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1375.00        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1371.79        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1368.59        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1365.38        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1362.18        500.000        3.21080                 NaN            NaN   62.5215       0.798023        20.8502        4.49230        5.98257        2.14463                 NaN            NaN
  1358.97        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1355.77        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1352.56        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1349.36        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1346.15        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1342.95        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1339.74        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1336.54        500.000        2.22206                 NaN            NaN   62.5236       0.836598        20.4597        6.24784        5.14797        2.56219                 NaN            NaN
  1333.33        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1330.13        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1326.92        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1323.72        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1320.51        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1317.31        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1314.10        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1310.90        500.000        1.53665                 NaN            NaN   62.5014       0.869693        20.1912        6.40370        5.60674        2.89056                 NaN            NaN
  1307.69        500.000        1.01510                 NaN            NaN   62.4635       0.897503        20.0179        6.50608        5.93838        3.16149                 NaN            NaN
  1304.49        500.000       0.957799                 NaN            NaN   62.4578       0.900653        20.0022        6.51657        5.97299        3.19196                 NaN            NaN
  1301.28        500.000       0.792322                 NaN            NaN   62.4543       0.903657        19.9872        6.53650        6.02393        3.23294       0.691214E-001            NaN
  1298.08        500.000                 NaN            NaN            NaN   62.4707       0.906160        19.9989        6.12871        6.60947        3.32357       0.562504                 NaN
  1294.87        500.000                 NaN            NaN            NaN   62.4728       0.908901        20.0229        6.08726        6.61492        3.32897       0.564294                 NaN
  1291.67        500.000                 NaN            NaN            NaN   62.4728       0.908901        20.0229        6.08726        6.61492        3.32897       0.564294                 NaN
