|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        96.8892        3.10191       0.885365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        96.8788        3.11234       0.885470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        96.8684        3.12277       0.885576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        96.8579        3.13321       0.885681E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        96.8475        3.14364       0.885786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        96.8371        3.15409       0.885892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        96.8266        3.16453       0.885997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        96.8162        3.17498       0.886103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        96.8057        3.18543       0.886208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        96.7955        3.19565       0.886312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        96.7853        3.20587       0.886416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        96.7750        3.21610       0.886520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        96.7648        3.22633       0.886624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        96.7546        3.23657       0.886728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        96.7443        3.24681       0.886832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        96.7341        3.25705       0.886936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        96.7238        3.26729       0.887041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        96.7140        3.27717       0.887142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        96.7041        3.28706       0.887244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.6942        3.29695       0.887346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.6843        3.30684       0.887447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.6744        3.31674       0.887549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.6645        3.32663       0.887651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.6546        3.33653       0.887753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.6447        3.34644       0.887856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.6349        3.35625       0.887957E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.6116        3.36588       0.887692E-002  0.136502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.0350        3.36976       0.872186E-002  0.586568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        95.4578        3.37363       0.856667E-002   1.16004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        94.8408        3.37578       0.839443E-002   1.77504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        94.2232        3.37793       0.822204E-002   2.39063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        93.6050        3.38008       0.804949E-002   3.00683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        92.9863        3.38222       0.787679E-002   3.62361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        92.4130        3.38210       0.770367E-002   4.19724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        91.8391        3.38198       0.753041E-002   4.77135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        91.2648        3.38186       0.735701E-002   5.34596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        90.6900        3.38173       0.718348E-002   5.92106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        90.1148        3.38159       0.700981E-002   6.49665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        89.5390        3.38145       0.683601E-002   7.07272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        88.9628        3.38131       0.666207E-002   7.64927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        88.3860        3.38116       0.648800E-002   8.22631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        87.8538        3.37794       0.631043E-002   8.76199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        87.3211        3.37470       0.613275E-002   9.29806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
