|6.6.6
Archiving\03_Data\frac/QFM_m1.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        98.8696                 NaN            NaN            NaN            NaN            NaN   1.13041                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8605                 NaN            NaN            NaN            NaN            NaN   1.13953                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8420                 NaN            NaN            NaN            NaN            NaN   1.15804                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8195                 NaN            NaN            NaN            NaN            NaN   1.18055                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7959                 NaN            NaN            NaN            NaN            NaN   1.20408                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7459                 NaN            NaN            NaN            NaN            NaN   1.25408                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.5260                 NaN            NaN            NaN            NaN            NaN  0.493407       0.980592                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2313                 NaN            NaN            NaN            NaN            NaN  0.422114        1.34656                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2578                 NaN            NaN            NaN            NaN            NaN   1.32597       0.416271                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2832                 NaN            NaN            NaN            NaN            NaN   1.30154       0.415246                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3066                 NaN            NaN            NaN  0.927169E-002            NaN   1.28490       0.399236                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3450                 NaN            NaN            NaN  0.146579                 NaN   1.37371       0.134676                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3552                 NaN            NaN            NaN  0.144765                 NaN   1.36393       0.136088                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4038                 NaN            NaN            NaN  0.134874                 NaN   1.30580       0.155507                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4088                 NaN            NaN            NaN  0.133740                 NaN   1.30009       0.157373                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4313                 NaN            NaN            NaN  0.129036                 NaN   1.27436       0.165311                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4487                 NaN            NaN            NaN  0.125486                 NaN   1.25247       0.173302                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4681                 NaN            NaN            NaN  0.121458                 NaN   1.22971       0.180696                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4863                 NaN            NaN            NaN  0.117741                 NaN   1.20978       0.186137                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5041                 NaN            NaN            NaN  0.113954                 NaN   1.18898       0.192933                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5212                 NaN            NaN  0.947379E-003  0.109456                 NaN  0.204489        1.16394                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5376                 NaN            NaN            NaN  0.106901                 NaN  0.202855        1.15265                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5514                 NaN            NaN  0.944307E-003  0.102733                 NaN   1.13080       0.214087                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5686                 NaN            NaN  0.103500E-002  0.993952E-001            NaN   1.11228       0.218699                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5812                 NaN            NaN  0.916330E-003  0.963426E-001            NaN  0.222787        1.09875                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5957                 NaN            NaN  0.800438E-003  0.933917E-001            NaN   1.08371       0.226390                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6086                 NaN            NaN  0.690824E-003  0.904137E-001            NaN   1.06982       0.230513                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6212                 NaN            NaN  0.582644E-003  0.875959E-001            NaN   1.05671       0.233934                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6328                 NaN            NaN  0.478465E-003  0.848018E-001            NaN   1.04425       0.237682                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6424                 NaN            NaN  0.383776E-003  0.822017E-001            NaN   1.03344       0.241605                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6511                 NaN            NaN  0.314763E-003  0.619751E-001            NaN  0.274862        1.01173                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6676                 NaN            NaN  0.157085E-003  0.940674E-001            NaN   1.02342       0.214770                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6742                 NaN            NaN  0.100593E-003  0.739896E-001            NaN  0.250549        1.00118                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6796                 NaN            NaN  0.668302E-003  0.712595E-001            NaN  0.991660       0.256851                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6939                 NaN            NaN  0.249342E-002  0.668924E-001            NaN  0.970098       0.266606                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6993                 NaN            NaN            NaN  0.659665E-001            NaN  0.259034       0.975727                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7051                 NaN            NaN            NaN  0.634027E-001            NaN  0.262009       0.969465                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7120                 NaN            NaN            NaN  0.607427E-001            NaN  0.961552       0.265695                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.9084                 NaN            NaN            NaN  0.271415                 NaN   1.08339       0.271122                 NaN  0.465649                 NaN            NaN            NaN
  1411.03        2500.00        96.7902                 NaN            NaN            NaN  0.585537                 NaN  0.255166        1.23489                 NaN   1.13420                 NaN            NaN            NaN
  1408.52        2500.00        96.8556                 NaN            NaN            NaN  0.587229                 NaN   1.22681       0.216928                 NaN   1.11345                 NaN            NaN            NaN
  1406.02        2500.00        96.9231                 NaN            NaN            NaN  0.587004                 NaN   1.21712       0.182895                 NaN   1.08986                 NaN            NaN            NaN
  1403.51        2500.00        96.9927                 NaN            NaN            NaN  0.586256                 NaN   1.20751       0.147068                 NaN   1.06649                 NaN            NaN            NaN
  1401.00        2500.00        97.0286                 NaN            NaN            NaN  0.590740                 NaN   1.22135       0.103368                 NaN   1.05594                 NaN            NaN            NaN
  1398.50        2500.00        97.1404                 NaN            NaN            NaN  0.580720                 NaN  0.842103E-001   1.17927                 NaN   1.01536                 NaN            NaN            NaN
  1395.99        2500.00        97.1793                 NaN            NaN            NaN  0.582820                 NaN  0.497927E-001   1.18561                 NaN   1.00253                 NaN            NaN            NaN
  1393.48        2500.00        97.2358                 NaN            NaN            NaN  0.581838                 NaN   1.17911       0.202175E-001            NaN  0.983021                 NaN            NaN            NaN
  1390.98        2500.00        97.2905                 NaN            NaN            NaN  0.573576                 NaN  0.126240E-001   1.16011                 NaN  0.963209                 NaN            NaN            NaN
  1388.47        2500.00        97.3363                 NaN            NaN            NaN  0.548924                 NaN   1.11488       0.586302E-001            NaN  0.941298                 NaN            NaN            NaN
  1385.96        2500.00        97.3956                 NaN            NaN            NaN  0.558793                 NaN   1.12257                 NaN            NaN  0.923078                 NaN            NaN            NaN
  1383.46        2500.00        97.4397                 NaN            NaN            NaN  0.548854                 NaN   1.10621                 NaN            NaN  0.905266                 NaN            NaN            NaN
  1380.95        2500.00        97.4717                 NaN            NaN            NaN  0.499184                 NaN   1.02901       0.116632                 NaN  0.883503                 NaN            NaN            NaN
  1378.45        2500.00        97.5351                 NaN            NaN            NaN  0.534772                 NaN   1.06117                 NaN            NaN  0.868995                 NaN            NaN            NaN
  1375.94        2500.00        97.5762                 NaN            NaN            NaN  0.524356                 NaN   1.04706                 NaN            NaN  0.852433                 NaN            NaN            NaN
  1373.43        2500.00        97.6168                 NaN            NaN            NaN  0.522475                 NaN   1.02353                 NaN            NaN  0.837162                 NaN            NaN            NaN
  1370.93        2500.00        97.6588                 NaN            NaN            NaN  0.512009                 NaN   1.00921                 NaN            NaN  0.820023                 NaN            NaN            NaN
  1368.42        2500.00        97.6981                 NaN            NaN            NaN  0.504653                 NaN  0.992692                 NaN            NaN  0.804552                 NaN            NaN            NaN
  1365.91        2500.00        97.7383                 NaN            NaN            NaN  0.495916                 NaN  0.977412                 NaN            NaN  0.788367                 NaN            NaN            NaN
  1363.41        2500.00        97.7751                 NaN            NaN            NaN  0.486831                 NaN  0.964812                 NaN            NaN  0.773295                 NaN            NaN            NaN
  1360.90        2500.00        97.8139                 NaN            NaN            NaN  0.483458                 NaN  0.943550                 NaN            NaN  0.759127                 NaN            NaN            NaN
  1358.40        2500.00        97.8481                 NaN            NaN            NaN  0.469179                 NaN  0.939429                 NaN            NaN  0.743259                 NaN            NaN            NaN
  1355.89        2500.00        97.8817                 NaN            NaN            NaN  0.466305                 NaN  0.921343                 NaN            NaN  0.730648                 NaN            NaN            NaN
  1353.38        2500.00        97.9148                 NaN            NaN            NaN  0.456196                 NaN  0.912559                 NaN            NaN  0.716407                 NaN            NaN            NaN
  1350.88        2500.00        97.8260                 NaN            NaN  0.542399E-001  0.415278                 NaN  0.975544                 NaN            NaN  0.728915                 NaN            NaN            NaN
  1348.37        2500.00        97.5746                 NaN            NaN  0.181716       0.319794                 NaN   1.14989                 NaN            NaN  0.773969                 NaN            NaN            NaN
  1345.86        2500.00        97.6304                 NaN            NaN  0.177725       0.313194                 NaN   1.12251                 NaN            NaN  0.756174                 NaN            NaN            NaN
  1343.36        2500.00        97.6838                 NaN            NaN  0.173487       0.305382                 NaN   1.09845                 NaN            NaN  0.738879                 NaN            NaN            NaN
  1340.85        2500.00        97.7394                 NaN            NaN  0.168420       0.298877                 NaN   1.07185                 NaN            NaN  0.721442                 NaN            NaN            NaN
  1338.35        2500.00        97.7934                 NaN            NaN  0.163270       0.291367                 NaN   1.04773                 NaN            NaN  0.704248                 NaN            NaN            NaN
  1335.84        2500.00        97.8472                 NaN            NaN  0.157999       0.285184                 NaN   1.02212                 NaN            NaN  0.687527                 NaN            NaN            NaN
  1333.33        2500.00        97.8977                 NaN            NaN  0.153228       0.276942                 NaN   1.00096                 NaN            NaN  0.671186                 NaN            NaN            NaN
  1330.83        2500.00        97.9530                 NaN            NaN  0.147026       0.271528                 NaN  0.974308                 NaN            NaN  0.654145                 NaN            NaN            NaN
  1328.32        2500.00        98.0020                 NaN            NaN  0.142175       0.263418                 NaN  0.953802                 NaN            NaN  0.638642                 NaN            NaN            NaN
  1325.81        2500.00        98.0472                 NaN            NaN  0.136980       0.254061                 NaN  0.938061                 NaN            NaN  0.623698                 NaN            NaN            NaN
  1323.31        2500.00        98.0961                 NaN            NaN  0.131865       0.248762                 NaN  0.914864                 NaN            NaN  0.608426                 NaN            NaN            NaN
  1320.80        2500.00        98.1444                 NaN            NaN  0.126911       0.244491                 NaN  0.890346                 NaN            NaN  0.593888                 NaN            NaN            NaN
  1318.30        2500.00        98.1900                 NaN            NaN  0.122039       0.250356                 NaN  0.853085                 NaN            NaN  0.584491                 NaN            NaN            NaN
  1315.79        2500.00        98.2353                 NaN            NaN  0.117530       0.228412                 NaN  0.856507                 NaN            NaN  0.562236                 NaN            NaN            NaN
  1313.28        2500.00        98.2755                 NaN            NaN  0.113299       0.223450                 NaN  0.835785                 NaN            NaN  0.551982                 NaN            NaN            NaN
  1310.78        2500.00        98.3179                 NaN            NaN  0.109035       0.217651                 NaN  0.816617                 NaN            NaN  0.538833                 NaN            NaN            NaN
  1308.27        2500.00        98.3588                 NaN            NaN  0.104836       0.212190                 NaN  0.798110                 NaN            NaN  0.526103                 NaN            NaN            NaN
  1305.76        2500.00        98.3971                 NaN            NaN  0.100654       0.203759                 NaN  0.785057                 NaN            NaN  0.513452                 NaN            NaN            NaN
  1303.26        2500.00        98.4356                 NaN            NaN  0.966685E-001  0.197454                 NaN  0.768864                 NaN            NaN  0.501385                 NaN            NaN            NaN
  1300.75        2500.00        98.4727                 NaN            NaN  0.928386E-001  0.190810                 NaN  0.754338                 NaN            NaN  0.489283                 NaN            NaN            NaN
  1298.25        2500.00        98.5085                 NaN            NaN  0.891251E-001  0.186243                 NaN  0.737808                 NaN            NaN  0.478341                 NaN            NaN            NaN
  1295.74        2500.00        98.5442                 NaN            NaN  0.852125E-001  0.176666                 NaN  0.727697                 NaN            NaN  0.466182                 NaN            NaN            NaN
  1293.23        2500.00        95.8394                 NaN            NaN  0.129750       0.302102                 NaN   1.20564                 NaN            NaN  0.829008        1.66386       0.302108E-001            NaN
  1290.73        2500.00        72.7698                 NaN            NaN            NaN   1.70113                 NaN   5.29592                 NaN            NaN   4.00050        15.6596       0.573077                 NaN
  1288.22        2500.00        78.4002                 NaN            NaN            NaN   1.26536                 NaN   4.43050                 NaN            NaN   3.20326        12.2584       0.442275                 NaN
  1285.71        2500.00        82.0741                 NaN            NaN            NaN  0.916053                 NaN   3.94847                 NaN            NaN   2.67549        10.0322       0.353650                 NaN
  1283.21        2500.00        84.4712                 NaN            NaN            NaN  0.582424                 NaN   3.78666                 NaN            NaN   2.32249        8.54869       0.288542                 NaN
  1280.70        2500.00        86.0570                 NaN            NaN            NaN  0.259423                 NaN   3.83254                 NaN            NaN   2.07859        7.53411       0.238352                 NaN
  1278.20        2500.00        87.2379                 NaN            NaN            NaN  0.112992E-001            NaN   3.88129                 NaN            NaN   1.89224        6.77668       0.200629                 NaN
  1275.69        2500.00        84.1353                 NaN            NaN            NaN  0.671096E-004            NaN   4.34938       0.424204                 NaN   2.38376        8.44822       0.259096                 NaN
  1273.18        2500.00        92.2584                 NaN            NaN            NaN            NaN            NaN   2.71140                 NaN            NaN   1.15998        3.78219       0.880662E-001            NaN
  1270.68        2500.00        86.2403                 NaN            NaN            NaN            NaN            NaN   4.12314                 NaN            NaN   2.10763        7.33041       0.198540                 NaN
  1268.17        2500.00        96.5794                 NaN            NaN            NaN            NaN            NaN   1.21547                 NaN            NaN  0.507158        1.64640       0.515521E-001            NaN
  1265.66        2500.00        90.9059                 NaN            NaN            NaN            NaN            NaN  0.547920        2.11110                 NaN   1.27593        5.00501       0.154108                 NaN
  1263.16        2500.00        95.0836                 NaN            NaN            NaN            NaN            NaN   1.22016       0.310728                 NaN  0.852110        2.47359       0.598251E-001            NaN
  1260.65        2500.00        92.6670                 NaN            NaN            NaN            NaN            NaN   1.25912        1.02173                 NaN   1.06416        3.87723       0.110744                 NaN
  1258.15        2500.00        95.0011                 NaN            NaN            NaN            NaN            NaN   1.59226                 NaN            NaN  0.820393        2.52703       0.592232E-001            NaN
  1255.64        2500.00        94.9374                 NaN            NaN            NaN            NaN            NaN   1.60976                 NaN            NaN  0.773049        2.61748       0.622947E-001            NaN
  1253.13        2500.00        97.6408                 NaN            NaN            NaN  0.975862E-001            NaN            NaN            NaN            NaN            NaN   2.16849       0.931746E-001            NaN
  1250.63        2500.00        92.5625                 NaN            NaN            NaN            NaN            NaN   2.95207                 NaN            NaN   1.50633        2.94066       0.384056E-001            NaN
  1248.12        2500.00        89.2213                 NaN            NaN            NaN            NaN            NaN   1.40067                 NaN            NaN   1.12200        5.26126       0.138788        2.85599     
  1245.61        2500.00        80.2332                 NaN            NaN            NaN            NaN            NaN   1.36744        2.33832                 NaN   2.22547        8.76831       0.142328        4.92498     
  1243.11        2500.00        65.8877                 NaN            NaN            NaN            NaN            NaN   2.52390        4.13123                 NaN   3.45886        13.3656       0.201334        10.4314     
  1240.60        2500.00        74.8425                 NaN            NaN            NaN            NaN            NaN   2.24573        1.88690                 NaN   2.57823        10.5425       0.168140        7.73603     
  1238.10        2500.00        79.0668                 NaN            NaN            NaN            NaN            NaN   3.30719       0.196832E-001  0.232565E-004   2.17570        8.86060       0.125834        6.44420     
  1235.59        2500.00        79.6066                 NaN            NaN            NaN            NaN            NaN   2.12283        1.14245       0.103572E-004   2.00667        8.65211       0.145823        6.32350     
  1233.08        2500.00        80.8979                 NaN            NaN            NaN            NaN            NaN   1.87678        1.11007       0.133490E-005   1.84760        8.19094       0.136240        5.94051     
  1230.58        2500.00        80.2838                 NaN            NaN            NaN            NaN            NaN   1.77478        1.17477       0.828090E-005   1.86294        8.58885       0.139555        6.17526     
  1228.07        2500.00        64.8163                 NaN            NaN            NaN            NaN            NaN   3.48519        1.51383                 NaN   3.16652        15.6627       0.236273        11.1191     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.82804        3.35723                 NaN   8.49221        46.3749       0.658176        32.2894     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.87931        3.30662                 NaN   8.50134        46.3650       0.657482        32.2903     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.90748        3.28103                 NaN   8.50934        46.3537       0.656500        32.2919     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25461        3.94884                 NaN   8.49678        46.3428       0.655458        32.3015     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.628349E-003   2.19184        9.92469        8.49115        46.4466       0.664994        32.2801     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.97829        3.21537                 NaN   8.53344        46.3224       0.654175        32.2963     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5565        1.69234                 NaN   8.60763        46.1754       0.656516        32.3116     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.30329        2.89426                 NaN   8.55912        46.2944       0.651462        32.2974     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.14382        3.05604                 NaN   8.56034        46.2882       0.651273        32.3003     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17473        3.02716                 NaN   8.56857        46.2775       0.650521        32.3015     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.37147        2.83281                 NaN   8.58155        46.2631       0.648883        32.3022     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.628149E-003   2.08707        10.0463        8.55264        46.3654       0.657933        32.2901     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42774        2.78124                 NaN   8.60137        46.2376       0.646945        32.3051     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.27291        2.93815                 NaN   8.60097        46.2332       0.646631        32.3081     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.36158        2.85684                 NaN   8.61156        46.2148       0.644579        32.3107     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.628034E-003   2.04094        10.1038        8.58570        46.3184       0.653605        32.2969     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.669071E-003   2.01269        10.1309        8.59632        46.3081       0.653371        32.2980     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.36589        2.85544                 NaN   8.63306        46.1880       0.642706        32.3149     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.627944E-003   1.98371        10.1666        8.61391        46.2833       0.650946        32.3009     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42258        2.80344                 NaN   8.64964        46.1655       0.640778        32.3181     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4178        1.86540                 NaN   8.64916        46.0924       0.643217        32.3320     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.40201        2.82983                 NaN   8.66476        46.1425       0.638968        32.3219     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7763        1.55088                 NaN   8.68576        46.0120       0.630790        32.3443     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3995        1.89465                 NaN   8.65268        46.0680       0.642700        32.3425     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3261        1.96900                 NaN   8.65546        46.0630       0.642255        32.3442     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70028        2.54411       0.852160E-006   8.70351        46.0908       0.633687        32.3276     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5555        1.78363                 NaN   8.68542        45.9850       0.632843        32.3577     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.54670        2.70182       0.845951E-006   8.71343        46.0731       0.632581        32.3323     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77920        2.47554                 NaN   8.72928        46.0525       0.630144        32.3334     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.94023        10.3795                 NaN   8.68962        46.0029       0.631681        32.3561     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.45019        9.80946                 NaN   8.74484        46.0309       0.628188        32.3364     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.46227        9.80050       0.493185E-004   8.75163        46.0201       0.627090        32.3384     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.45031        9.81699       0.479784E-004   8.75817        46.0076       0.625828        32.3410     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.87865        10.4666                 NaN   8.70617        45.9569       0.626889        32.3649     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.627483E-003   1.89440        10.3030        8.74167        46.0978       0.633606        32.3288     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.07735       0.210221E-005   3.21995        8.78447        45.9474       0.620076        32.3508     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.63224        2.64876                 NaN   8.78075        45.9616       0.623431        32.3532     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.16780       0.202618E-001   3.11405        8.79652        45.9279       0.617894        32.3556     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.65192        9.63270                 NaN   8.79316        45.9460       0.620966        32.3553     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.64443        9.64265                 NaN   8.80272        45.9333       0.620019        32.3569     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.64193        9.64919                 NaN   8.81056        45.9205       0.618671        32.3591     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56160        9.73346       0.180004E-004   8.82004        45.9074       0.617086        32.3604     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.53464        9.76590                 NaN   8.82988        45.8928       0.615121        32.3617     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50064        9.79582       0.203612E-004   8.83205        45.8920       0.615677        32.3638     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.55709        9.74955                 NaN   8.84295        45.8699       0.613603        32.3670     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.48105        9.82667                 NaN   8.83438        45.8760       0.614521        32.3674     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40418        9.89698       0.923667E-005   8.85386        45.8637       0.612669        32.3686     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.44964        9.87735                 NaN   8.86316        45.8321       0.606759        32.3709     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.65174        2.66861                 NaN   8.86782        45.8249       0.609611        32.3773     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.58380        9.74262                 NaN   8.87782        45.8086       0.608124        32.3790     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.54661        2.77801                 NaN   8.87649        45.8076       0.608652        32.3826     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.55219        2.77616                 NaN   8.88514        45.7943       0.607418        32.3848     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58254        2.75187                 NaN   8.89585        45.7775       0.605126        32.3872     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.54576        2.79024                 NaN   8.89801        45.7711       0.605252        32.3896     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.54586        2.79369                 NaN   8.90585        45.7584       0.604135        32.3920     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   2.93550                 NaN   7.34142                 NaN            NaN   8.50685        46.7722       0.791880        33.6521     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   2.99327                 NaN   7.23987                 NaN            NaN   8.49897        46.7914       0.796451        33.6800     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   2.97014                 NaN   7.26717                 NaN            NaN   8.49674        46.7974       0.798272        33.6703     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   3.06113                 NaN   7.10287                 NaN            NaN   8.48296        46.8356       0.806448        33.7110     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   3.04622                 NaN   7.13401       0.100445E-004            NaN   8.48812        46.8186       0.804320        33.7087     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   3.07493                 NaN   7.08704                 NaN            NaN   8.48630        46.8217       0.805572        33.7245     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   3.17046                 NaN   6.90842                 NaN            NaN   8.47690        46.8628       0.814538        33.7669     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   2.93780                 NaN   6.75453       0.561436                 NaN   8.51173        46.7656       0.797939        33.6710     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   3.20544                 NaN   6.87707                 NaN            NaN   8.47865        46.8355       0.811377        33.7920     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   3.22878                 NaN   6.83722                 NaN            NaN   8.47650        46.8396       0.812956        33.8049     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   3.24776                 NaN   6.80569                 NaN            NaN   8.47570        46.8408       0.814068        33.8159     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   3.26169                 NaN   6.78467                 NaN            NaN   8.47618        46.8375       0.814640        33.8253     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   3.28105                 NaN   6.75199                 NaN            NaN   8.47491        46.8397       0.815892        33.8364     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   3.30675                 NaN   6.70727                 NaN            NaN   8.47243        46.8454       0.817830        33.8503     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.31848                 NaN   6.68901                 NaN            NaN   8.47626        46.8405       0.818050        33.8577     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   3.34147                 NaN   6.64945                 NaN            NaN   8.47086        46.8472       0.819990        33.8710     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   3.35664                 NaN   6.62481                 NaN            NaN   8.47055        46.8466       0.820849        33.8805     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   3.37068                 NaN   6.60311       0.105050E-004            NaN   8.47076        46.8439       0.821524        33.8900     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   3.38594                 NaN   6.57784                 NaN            NaN   8.47042        46.8438       0.822447        33.8995     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   3.40234                 NaN   6.54931       0.970669E-005            NaN   8.47102        46.8443       0.823815        33.9092     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   3.38720                 NaN   6.56428       0.498032E-005            NaN   8.46896        46.8508       0.825447        33.9033     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   3.42856                 NaN   6.50796                 NaN            NaN   8.47265        46.8395       0.824636        33.9267     
