|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1564.10        500.000       0.612080E-004   99.9977       0.218865E-002  0.870177E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1562.69        500.000                 NaN   99.3216       0.608308       0.701138E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.27        500.000                 NaN   99.2869       0.675741       0.373790E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.86        500.000                 NaN   99.2941       0.666023       0.398762E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.44        500.000                 NaN   99.2984       0.663943       0.376531E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        500.000                 NaN   99.3068       0.654122       0.390410E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.62        500.000                 NaN   99.3127       0.650356       0.369539E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        500.000                 NaN   99.3152       0.650045       0.347607E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000                 NaN   99.3150       0.649124       0.358759E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000                 NaN   99.3374       0.629814       0.328296E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.96        500.000                 NaN   99.3333       0.634411       0.323359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        500.000                 NaN   99.3403       0.626289       0.334022E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.13        500.000                 NaN   99.3462       0.622510       0.313373E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        500.000                 NaN   99.7393       0.250818       0.983453E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1544.31        500.000                 NaN   98.9627       0.988645       0.486427E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        500.000                 NaN   99.3642       0.607785       0.280222E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.48        500.000                 NaN   99.2933       0.681140       0.255179E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        500.000                 NaN   99.4395       0.536280       0.241824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.65        500.000                 NaN   99.3761       0.503477       0.120421                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.3851       0.599656       0.152730E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        500.000                 NaN   99.3852       0.608339       0.642976E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        500.000                 NaN   99.3882       0.611841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        500.000                 NaN   99.3857       0.604382       0.996595E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000                 NaN   99.4021       0.575971       0.218982E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        500.000                 NaN   99.4024       0.597605       0.380198E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000                 NaN   99.4073       0.584870       0.778833E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        500.000                 NaN   99.4120       0.568710       0.193154E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.4165       0.564704       0.188403E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        500.000                 NaN   99.4197       0.562446       0.178182E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.4247       0.557718       0.175803E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000                 NaN   99.4240       0.561096       0.149294E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN   99.4381       0.544701       0.171813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000                 NaN   99.4362       0.549264       0.144872E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000                 NaN   99.4398       0.547214       0.129744E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000                 NaN   99.4430       0.543722       0.132800E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000                 NaN   99.4491       0.538600       0.122690E-001            NaN            NaN            NaN            NaN            NaN            NaN
