|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1564.10        500.000       0.386726E-004   99.9980       0.189595E-002  0.732316E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1562.69        500.000                 NaN   99.4137       0.527251       0.590113E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.27        500.000                 NaN   99.3831       0.585462       0.314449E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.86        500.000                 NaN   99.3896       0.576907       0.335356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.44        500.000                 NaN   99.3935       0.574897       0.316468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        500.000                 NaN   99.4010       0.566184       0.328051E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.62        500.000                 NaN   99.4062       0.562742       0.310266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        500.000                 NaN   99.4085       0.562355       0.291774E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000                 NaN   99.4087       0.561210       0.300941E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000                 NaN   99.4280       0.544457       0.275322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.96        500.000                 NaN   99.4246       0.548301       0.271055E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        500.000                 NaN   99.4309       0.541113       0.279845E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.13        500.000                 NaN   99.4361       0.537624       0.262398E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        500.000                 NaN   99.7753       0.216472       0.822482E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1544.31        500.000                 NaN   99.1054       0.853916       0.407153E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        500.000                 NaN   99.4521       0.524445       0.234321E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.48        500.000                 NaN   99.3913       0.587433       0.213155E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        500.000                 NaN   99.5174       0.462395       0.202020E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.65        500.000                 NaN   99.4655       0.433966       0.100544                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.4706       0.516701       0.127448E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        500.000                 NaN   99.4707       0.523957       0.536243E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        500.000                 NaN   99.4732       0.526840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        500.000                 NaN   99.4714       0.520282       0.829864E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000                 NaN   99.4862       0.495584       0.182356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        500.000                 NaN   99.4859       0.514065       0.316286E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000                 NaN   99.4905       0.503025       0.648250E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        500.000                 NaN   99.4950       0.488959       0.160654E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.4990       0.485355       0.156636E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        500.000                 NaN   99.5019       0.483264       0.148091E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.5064       0.479021       0.146002E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000                 NaN   99.5058       0.481823       0.123942E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN   99.5182       0.467543       0.142571E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000                 NaN   99.5167       0.471305       0.120121E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000                 NaN   99.5198       0.469430       0.107560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000                 NaN   99.5228       0.466232       0.110013E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000                 NaN   99.5281       0.461740       0.101615E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000                 NaN   99.5296       0.461546       0.884211E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000                 NaN   99.5339       0.455270       0.108743E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000                 NaN   98.9998       0.981995       0.181842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000                 NaN   99.6215       0.378506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        500.000                 NaN   99.7229       0.269749       0.730747E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000                 NaN   99.3729       0.619705       0.742419E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   99.5506       0.444431       0.493945E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        500.000                 NaN   99.5560       0.439691       0.428756E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   99.5566       0.440632       0.279232E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000                 NaN   99.5599       0.437999       0.212053E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   99.5620       0.430935       0.702931E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   99.5365       0.441842       0.216373E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   99.6030       0.397025       0.794104E-005            NaN            NaN            NaN            NaN            NaN            NaN
