|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.508121E-002   99.2982       0.696689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00                 NaN   98.9319        1.04405       0.240576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00                 NaN   98.9328       0.928123       0.139061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00                 NaN   98.9441       0.918852       0.137061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   98.9509       0.914582       0.134501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   98.9668       0.899493       0.133689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   98.9762       0.893146       0.130627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9880       0.882876       0.129122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   98.9777       0.892001       0.130264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.0248       0.850582       0.124568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   99.0246       0.850973       0.124379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.0232       0.854553       0.122274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   99.0461       0.833486       0.120454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
