|6.6.6
Archiving\03_Data\frac/QFM_m4.75/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN            NaN   3.49040                 NaN            NaN            NaN   13.6212                 NaN   8.77823        51.9909        1.80439        18.6394        1.67545     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   3.55400                 NaN            NaN            NaN   13.6719                 NaN   8.80745        52.1619        1.78669        18.6589        1.35914     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   3.55830                 NaN            NaN            NaN   13.6725                 NaN   8.81641        52.2660        1.78520        18.7086        1.19297     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   3.56510                 NaN            NaN            NaN   13.6727                 NaN   8.82745        52.3770        1.78649        18.7534        1.01785     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   3.56954                 NaN            NaN            NaN   13.6693                 NaN   8.83556        52.4857        1.78510        18.8057       0.849099     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   3.57743                 NaN            NaN            NaN   13.6657                 NaN   8.84568        52.6021        1.78619        18.8526       0.670333     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   3.58575                 NaN            NaN            NaN   13.6471                 NaN   8.85071        52.7288        1.78775        18.9050       0.494831     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   3.61454                 NaN            NaN            NaN   13.5124                 NaN   8.96578        52.7446        1.79820        18.9405       0.423961     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   3.61980                 NaN            NaN            NaN   13.5570                 NaN   8.97477        52.8394        1.79361        18.9753       0.240126     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   3.62057                 NaN            NaN            NaN   13.5630                 NaN   8.97658        52.9525        1.79315        19.0264       0.677816E-001
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.61495                 NaN            NaN            NaN   13.5143                 NaN   8.96801        53.0322        1.79847        19.0721                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   3.61401                 NaN            NaN            NaN   13.6227                 NaN   8.89404        53.0458        1.78833        19.0351                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   3.62915                 NaN            NaN            NaN   13.6376                 NaN   8.99153        52.9513        1.78523        19.0052                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   3.61638                 NaN            NaN            NaN   13.6573                 NaN   8.92329        53.0001        1.78304        19.0198                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   3.62909                 NaN            NaN            NaN   13.6377                 NaN   8.99218        52.9535        1.78525        19.0023                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   3.63558                 NaN            NaN            NaN   13.5889                 NaN   8.92428        53.0453        1.79052        19.0154                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   3.63790                 NaN            NaN            NaN   13.6043                 NaN   8.93797        53.0251        1.78856        19.0062                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   3.64365                 NaN            NaN            NaN   13.5898                 NaN   8.94321        53.0305        1.78944        19.0034                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   3.62896                 NaN            NaN            NaN   13.6377                 NaN   8.99349        52.9580        1.78528        18.9965                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   3.62893                 NaN            NaN            NaN   13.6377                 NaN   8.99382        52.9592        1.78529        18.9951                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   3.65556                 NaN            NaN            NaN   13.5942                 NaN   8.97177        53.0064        1.78779        18.9843                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   3.65794                 NaN            NaN            NaN   13.6068                 NaN   8.98516        52.9879        1.78552        18.9767                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN   3.66340                 NaN            NaN            NaN   13.5989                 NaN   8.99085        52.9892        1.78635        18.9713                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   3.66714                 NaN            NaN            NaN   13.6014                 NaN   9.00028        52.9805        1.78553        18.9652                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   3.67091                 NaN            NaN            NaN   13.6042                 NaN   9.00974        52.9717        1.78470        18.9588                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   3.66146                 NaN            NaN            NaN   13.6641                 NaN   9.06905        52.8847        1.77874        18.9419                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   3.67822                 NaN            NaN            NaN   13.6115                 NaN   9.02910        52.9527        1.78298        18.9455                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   3.67683                 NaN            NaN            NaN   13.6880                 NaN   9.10770        52.8387        1.77428        18.9144                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN   3.67564                 NaN            NaN            NaN   13.6875                 NaN   9.06836        52.8734        1.77415        18.9209                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   3.67677                 NaN            NaN            NaN   13.6881                 NaN   9.10836        52.8409        1.77430        18.9116                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   3.68206                 NaN            NaN            NaN   13.6942                 NaN   9.08699        52.8543        1.77141        18.9110                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.67771                 NaN            NaN            NaN   13.6884                 NaN   9.10763        52.8438        1.77395        18.9085                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   3.68908                 NaN            NaN            NaN   13.7066                 NaN   9.10726        52.8315        1.76920        18.8963                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   3.69253                 NaN            NaN            NaN   13.7135                 NaN   9.11748        52.8197        1.76803        18.8888                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   3.69592                 NaN            NaN            NaN   13.7208                 NaN   9.12785        52.8074        1.76678        18.8812                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   3.69118                 NaN            NaN            NaN   13.7187                 NaN   9.14957        52.7942        1.76909        18.8772                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   3.70252                 NaN            NaN            NaN   13.7340                 NaN   9.14807        52.7839        1.76401        18.8675                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   3.70488                 NaN            NaN            NaN   13.7567                 NaN   9.19106        52.7373        1.76297        18.8471                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   3.71266                 NaN            NaN            NaN   13.7260                 NaN   9.16124        52.7805        1.76419        18.8554                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.70481                 NaN            NaN            NaN   13.7568                 NaN   9.19172        52.7394        1.76298        18.8443                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   3.72394                 NaN            NaN            NaN   13.7102                 NaN   9.17133        52.7851        1.76545        18.8440                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   3.72704                 NaN            NaN            NaN   13.7216                 NaN   9.18231        52.7699        1.76381        18.8353                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   3.72679                 NaN            NaN            NaN   13.7545                 NaN   9.20152        52.7332        1.75886        18.8251                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   3.73288                 NaN            NaN            NaN   13.7438                 NaN   9.20556        52.7384        1.75990        18.8195                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   3.72703                 NaN            NaN            NaN   13.8196                 NaN   9.23666        52.6646        1.75102        18.8011                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   3.73007                 NaN            NaN            NaN   13.8626                 NaN   9.28299        52.6028        1.74725        18.7743                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   3.73003                 NaN            NaN            NaN   13.8626                 NaN   9.28332        52.6038        1.74726        18.7729                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   3.73000                 NaN            NaN            NaN   13.8626                 NaN   9.28366        52.6049        1.74726        18.7715                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   3.72997                 NaN            NaN            NaN   13.8627                 NaN   9.28399        52.6059        1.74727        18.7702                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   3.74484                 NaN            NaN            NaN   13.8595                 NaN   9.28707        52.6029        1.74363        18.7621                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   3.74440                 NaN            NaN            NaN   13.8976                 NaN   9.30667        52.5628        1.73845        18.7501                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   3.74121                 NaN            NaN            NaN   13.9309                 NaN   9.33434        52.5240        1.73745        18.7321                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.74118                 NaN            NaN            NaN   13.9310                 NaN   9.33471        52.5250        1.73745        18.7307                 NaN
