|6.6.6
Archiving\03_Data\frac/QFM_m4.75/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.84203                 NaN            NaN            NaN   16.3684                 NaN   8.83744        48.2139        3.11617        17.1341        1.48802     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.92168                 NaN            NaN            NaN   16.4038                 NaN   8.86557        48.3652        3.08525        17.1514        1.20707     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   4.93346                 NaN            NaN            NaN   16.3957                 NaN   8.87384        48.4573        3.08252        17.1976        1.05953     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.93510                 NaN            NaN            NaN   16.3975                 NaN   8.88415        48.5555        3.08457        17.2392       0.904034     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.94894                 NaN            NaN            NaN   16.3833                 NaN   8.89159        48.6521        3.08202        17.2879       0.754188     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.95450                 NaN            NaN            NaN   16.3786                 NaN   8.90100        48.7554        3.08372        17.3314       0.595425     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.96733                 NaN            NaN            NaN   16.3518                 NaN   8.90545        48.8692        3.08630        17.3804       0.439559     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   5.01392                 NaN            NaN            NaN   16.1852                 NaN   9.02124        48.8836        3.10444        17.4150       0.376651     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   5.01233                 NaN            NaN            NaN   16.2402                 NaN   9.02881        48.9632        3.09611        17.4461       0.213322     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   5.01214                 NaN            NaN            NaN   16.2467                 NaN   9.02971        49.0628        3.09511        17.4932       0.602168E-001
  1105.26        2500.00                 NaN            NaN            NaN            NaN   5.01392                 NaN            NaN            NaN   16.1852                 NaN   9.02124        49.1377        3.10444        17.5376                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   5.00797                 NaN            NaN            NaN   16.3055                 NaN   8.94630        49.1489        3.08685        17.5044                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   5.00944                 NaN            NaN            NaN   16.3400                 NaN   9.04255        49.0516        3.08098        17.4754                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   5.01295                 NaN            NaN            NaN   16.3391                 NaN   8.97479        49.1030        3.07760        17.4925                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   5.00944                 NaN            NaN            NaN   16.3400                 NaN   9.04255        49.0516        3.08098        17.4754                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   5.03667                 NaN            NaN            NaN   16.2593                 NaN   8.97564        49.1456        3.09066        17.4921                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   5.03835                 NaN            NaN            NaN   16.2759                 NaN   8.98893        49.1250        3.08721        17.4846                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   5.04802                 NaN            NaN            NaN   16.2559                 NaN   8.99400        49.1296        3.08875        17.4837                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   5.00944                 NaN            NaN            NaN   16.3400                 NaN   9.04255        49.0516        3.08098        17.4754                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   5.00944                 NaN            NaN            NaN   16.3400                 NaN   9.04255        49.0516        3.08098        17.4754                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   5.06361                 NaN            NaN            NaN   16.2552                 NaN   9.02165        49.1039        3.08583        17.4699                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   5.06728                 NaN            NaN            NaN   16.2670                 NaN   9.03469        49.0852        3.08187        17.4640                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN   5.07441                 NaN            NaN            NaN   16.2560                 NaN   9.04013        49.0857        3.08330        17.4605                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   5.08000                 NaN            NaN            NaN   16.2564                 NaN   9.04925        49.0765        3.08185        17.4560                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   5.08540                 NaN            NaN            NaN   16.2573                 NaN   9.05840        49.0671        3.08040        17.4514                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   5.05334                 NaN            NaN            NaN   16.3523                 NaN   9.11590        48.9752        3.06949        17.4338                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   5.09537                 NaN            NaN            NaN   16.2615                 NaN   9.07711        49.0470        3.07738        17.4416                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   5.07382                 NaN            NaN            NaN   16.3705                 NaN   9.15386        48.9295        3.06170        17.4106                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN   5.08782                 NaN            NaN            NaN   16.3474                 NaN   9.11517        48.9676        3.06185        17.4202                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   5.07382                 NaN            NaN            NaN   16.3705                 NaN   9.15386        48.9295        3.06170        17.4106                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   5.10195                 NaN            NaN            NaN   16.3467                 NaN   9.13317        48.9476        3.05708        17.4135                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   5.07758                 NaN            NaN            NaN   16.3673                 NaN   9.15258        48.9309        3.06110        17.4106                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   5.11088                 NaN            NaN            NaN   16.3571                 NaN   9.15275        48.9238        3.05319        17.4023                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   5.11528                 NaN            NaN            NaN   16.3629                 NaN   9.16261        48.9115        3.05112        17.3966                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   5.11959                 NaN            NaN            NaN   16.3694                 NaN   9.17263        48.8987        3.04893        17.3907                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   5.09303                 NaN            NaN            NaN   16.3964                 NaN   9.19299        48.8788        3.05253        17.3862                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   5.12997                 NaN            NaN            NaN   16.3792                 NaN   9.19213        48.8742        3.04407        17.3804                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   5.11093                 NaN            NaN            NaN   16.4310                 NaN   9.23363        48.8223        3.04181        17.3604                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   5.14300                 NaN            NaN            NaN   16.3665                 NaN   9.20475        48.8694        3.04438        17.3719                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   5.11093                 NaN            NaN            NaN   16.4310                 NaN   9.23363        48.8223        3.04181        17.3604                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   5.15689                 NaN            NaN            NaN   16.3456                 NaN   9.21434        48.8723        3.04656        17.3643                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   5.16035                 NaN            NaN            NaN   16.3570                 NaN   9.22493        48.8567        3.04368        17.3573                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   5.16200                 NaN            NaN            NaN   16.3910                 NaN   9.24354        48.8200        3.03501        17.3485                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   5.16897                 NaN            NaN            NaN   16.3780                 NaN   9.24734        48.8241        3.03682        17.3448                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   5.15948                 NaN            NaN            NaN   16.4625                 NaN   9.27757        48.7514        3.02125        17.3279                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   5.14323                 NaN            NaN            NaN   16.5330                 NaN   9.32235        48.6853        3.01427        17.3018                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   5.14323                 NaN            NaN            NaN   16.5330                 NaN   9.32235        48.6853        3.01427        17.3018                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   5.14323                 NaN            NaN            NaN   16.5330                 NaN   9.32235        48.6853        3.01427        17.3018                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   5.14323                 NaN            NaN            NaN   16.5330                 NaN   9.32235        48.6853        3.01427        17.3018                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   5.18404                 NaN            NaN            NaN   16.4968                 NaN   9.32610        48.6873        3.00830        17.2974                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   5.18459                 NaN            NaN            NaN   16.5365                 NaN   9.34511        48.6475        2.99923        17.2871                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   5.15730                 NaN            NaN            NaN   16.6014                 NaN   9.37128        48.6036        2.99709        17.2694                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.15731                 NaN            NaN            NaN   16.6014                 NaN   9.37132        48.6036        2.99708        17.2693                 NaN
