|6.6.6
Archiving\03_Data\eq/QFM_m2.5/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1676       0.832351                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1676       0.832350                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1677       0.832350                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1677       0.832349                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1677       0.832348                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1677       0.832347                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1677       0.832346                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1677       0.832345                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1677       0.832345                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1677       0.832344                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1677       0.832343                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1677       0.832342                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1677       0.832341                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1677       0.832340                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1677       0.832339                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1677       0.832338                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1677       0.832337                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1677       0.832336                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1677       0.832335                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1677       0.832334                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1677       0.832333                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1677       0.832332                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1677       0.832331                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1677       0.832330                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1677       0.832329                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1677       0.832328                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1677       0.832327                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1677       0.832326                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1677       0.832325                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1677       0.832324                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1677       0.832322                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1677       0.832321                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1677       0.832320                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1677       0.832319                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1677       0.832318                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1677       0.832317                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1677       0.832315                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1677       0.832314                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1677       0.832313                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1677       0.832312                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1677       0.832311                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1677       0.832309                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1677       0.832308                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1677       0.832307                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1677       0.832305                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1677       0.832304                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1677       0.832303                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1677       0.832301                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1677       0.832300                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1677       0.832299                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1677       0.832297                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1677       0.832296                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1677       0.832294                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1677       0.832293                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1677       0.832292                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1677       0.832290                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1585       0.832288       0.917599E-002            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1385       0.832287       0.292625E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1184       0.832285       0.493490E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0983       0.832283       0.694354E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0782       0.832281       0.895216E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0581       0.832279       0.109608                 NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0380       0.832277       0.129694                 NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0179       0.832275       0.149780                 NaN            NaN            NaN            NaN
  1794.87        2500.00        98.9979       0.832273       0.169866                 NaN            NaN            NaN            NaN
  1791.67        2500.00        98.9788       0.832271       0.188908                 NaN            NaN            NaN            NaN
  1788.46        2500.00        98.9598       0.832269       0.207949                 NaN            NaN            NaN            NaN
  1785.26        2500.00        98.9407       0.832267       0.226991                 NaN            NaN            NaN            NaN
  1782.05        2500.00        98.9217       0.832265       0.246032                 NaN            NaN            NaN            NaN
  1778.85        2500.00        98.9031       0.832263       0.264609                 NaN            NaN            NaN            NaN
  1775.64        2500.00        98.8846       0.832260       0.283185                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.8665       0.832258       0.301208                 NaN            NaN            NaN            NaN
  1769.23        2500.00        98.4611       0.832260       0.319358       0.387282                 NaN            NaN            NaN
  1766.03        2500.00        97.6069       0.832265       0.336774        1.22401                 NaN            NaN            NaN
  1762.82        2500.00        96.7528       0.832271       0.354191        2.06076                 NaN            NaN            NaN
  1759.62        2500.00        95.8986       0.832276       0.371608        2.89751                 NaN            NaN            NaN
  1756.41        2500.00        95.0444       0.832282       0.389026        3.73428                 NaN            NaN            NaN
  1753.21        2500.00        94.1902       0.832287       0.406443        4.57105                 NaN            NaN            NaN
  1750.00        2500.00        93.3360       0.832293       0.423861        5.40784                 NaN            NaN            NaN
  1746.79        2500.00        92.4818       0.832298       0.441279        6.24464                 NaN            NaN            NaN
  1743.59        2500.00        91.6275       0.832304       0.458697        7.08145                 NaN            NaN            NaN
  1740.38        2500.00        90.7643       0.832310       0.474783        7.92863                 NaN            NaN            NaN
  1737.18        2500.00        89.9010       0.832316       0.490869        8.77582                 NaN            NaN            NaN
  1733.97        2500.00        89.0377       0.832322       0.506955        9.62302                 NaN            NaN            NaN
  1730.77        2500.00        88.1744       0.832328       0.523042        10.4702                 NaN            NaN            NaN
  1727.56        2500.00        87.3111       0.832334       0.539129        11.3175                 NaN            NaN            NaN
  1724.36        2500.00        86.4477       0.832340       0.555216        12.1647                 NaN            NaN            NaN
  1721.15        2500.00        85.5844       0.832346       0.571304        13.0120                 NaN            NaN            NaN
  1717.95        2500.00        84.7210       0.832353       0.587391        13.8592                 NaN            NaN            NaN
  1714.74        2500.00        83.8717       0.832359       0.602158        14.6938                 NaN            NaN            NaN
  1711.54        2500.00        83.0224       0.832365       0.616925        15.5283                 NaN            NaN            NaN
  1708.33        2500.00        82.1730       0.832372       0.631693        16.3629                 NaN            NaN            NaN
  1705.13        2500.00        81.3237       0.832378       0.646461        17.1975                 NaN            NaN            NaN
  1701.92        2500.00        80.4743       0.832385       0.661229        18.0321                 NaN            NaN            NaN
  1698.72        2500.00        79.6249       0.832391       0.675997        18.8667                 NaN            NaN            NaN
  1695.51        2500.00        78.7755       0.832398       0.690765        19.7013                 NaN            NaN            NaN
  1692.31        2500.00        77.9261       0.832404       0.705534        20.5359                 NaN            NaN            NaN
  1689.10        2500.00        77.1060       0.832411       0.719282        21.3423                 NaN            NaN            NaN
  1685.90        2500.00        76.2859       0.832417       0.733031        22.1487                 NaN            NaN            NaN
  1682.69        2500.00        75.4657       0.832424       0.746779        22.9551                 NaN            NaN            NaN
  1679.49        2500.00        74.6456       0.832430       0.760528        23.7615                 NaN            NaN            NaN
  1676.28        2500.00        73.8477       0.832437       0.773993        24.5458                 NaN            NaN            NaN
  1673.08        2500.00        73.0499       0.832443       0.787459        25.3302                 NaN            NaN            NaN
  1669.87        2500.00        71.6668       0.832451       0.799160        25.9084       0.793182                 NaN            NaN
  1666.67        2500.00        69.4294       0.832461       0.808110        26.1619        2.76820                 NaN            NaN
  1663.46        2500.00        67.5926       0.832469       0.813037        26.3529        4.40897                 NaN            NaN
  1660.26        2500.00        65.7558       0.832477       0.817965        26.5440        6.04977                 NaN            NaN
  1657.05        2500.00        63.9190       0.832486       0.822893        26.7351        7.69060                 NaN            NaN
  1653.85        2500.00        62.0821       0.832494       0.827822        26.9261        9.33146                 NaN            NaN
  1650.64        2500.00        60.2452       0.832502       0.832750        27.1172        10.9724                 NaN            NaN
  1647.44        2500.00        58.4082       0.832510       0.837678        27.3083        12.6133                 NaN            NaN
  1644.23        2500.00        56.5712       0.832519       0.842607        27.4994        14.2542                 NaN            NaN
  1641.03        2500.00        54.7342       0.832527       0.847535        27.6905        15.8952                 NaN            NaN
  1637.82        2500.00        53.3693       0.832533       0.846724        27.8080        17.1434                 NaN            NaN
  1634.62        2500.00        52.0044       0.832540       0.845912        27.9255        18.3916                 NaN            NaN
  1631.41        2500.00        50.6395       0.832546       0.845101        28.0430        19.6399                 NaN            NaN
  1628.21        2500.00        49.2746       0.832552       0.844290        28.1605        20.8881                 NaN            NaN
  1625.00        2500.00        47.9096       0.832559       0.843478        28.2780        22.1364                 NaN            NaN
  1621.79        2500.00        46.5446       0.832565       0.842667        28.3955        23.3847                 NaN            NaN
  1618.59        2500.00        45.1796       0.832572       0.841855        28.5130        24.6330                 NaN            NaN
  1615.38        2500.00        43.8146       0.832578       0.841044        28.6305        25.8813                 NaN            NaN
  1612.18        2500.00        42.7083       0.832583       0.834491        28.7085        26.9161                 NaN            NaN
  1608.97        2500.00        41.6020       0.832588       0.827938        28.7866        27.9508                 NaN            NaN
  1605.77        2500.00        40.4957       0.832594       0.821386        28.8647        28.9856                 NaN            NaN
  1602.56        2500.00        39.3894       0.832599       0.814833        28.9428        30.0204                 NaN            NaN
  1599.36        2500.00        38.2831       0.832604       0.808280        29.0208        31.0552                 NaN            NaN
  1596.15        2500.00        37.1768       0.832609       0.801727        29.0989        32.0900                 NaN            NaN
  1592.95        2500.00        36.0704       0.832615       0.795174        29.1770        33.1248                 NaN            NaN
  1589.74        2500.00        34.9640       0.832620       0.788620        29.2551        34.1596                 NaN            NaN
  1586.54        2500.00        33.9535       0.832625       0.776724        29.3227        35.1145                 NaN            NaN
  1583.33        2500.00        32.9429       0.832629       0.764828        29.3903        36.0693                 NaN            NaN
  1580.13        2500.00        31.9323       0.832634       0.752932        29.4580        37.0242                 NaN            NaN
  1576.92        2500.00        30.9217       0.832639       0.741035        29.5256        37.9791                 NaN            NaN
  1573.72        2500.00        29.9340       0.832644       0.725352        29.5929        38.9151                 NaN            NaN
  1570.51        2500.00        28.9463       0.832648       0.709669        29.6602        39.8512                 NaN            NaN
  1567.31        2500.00        27.8956       0.832653       0.698684        29.7234        40.2668       0.582846                 NaN
  1564.10        2500.00        26.6562       0.832660       0.701581        29.7837        39.5280        2.49784                 NaN
  1560.90        2500.00        25.3936       0.832666       0.701068        29.8565        38.9229        4.29328                 NaN
  1557.69        2500.00        24.1310       0.832673       0.700556        29.9293        38.3177        6.08874                 NaN
  1554.49        2500.00        22.8684       0.832679       0.700043        30.0021        37.7126        7.88424                 NaN
  1551.28        2500.00        21.6057       0.832685       0.699530        30.0749        37.1075        9.67976                 NaN
  1548.08        2500.00        20.3473       0.832692       0.692281        30.1636        36.8120        11.1521                 NaN
  1544.87        2500.00        19.0733       0.832697       0.675168        30.2684        36.9800        11.6962       0.474195     
  1541.67        2500.00        19.0733       0.832697       0.675168        30.2684        36.9800        11.6962       0.474195     
  1538.46        2500.00        16.5924       0.832706       0.610673        30.5171        38.6395        3.33136        9.47626     
  1535.26        2500.00        16.5924       0.832706       0.610673        30.5171        38.6395        3.33136        9.47626     
