|6.6.6
Archiving\03_Data\frac/QFM_m0.25/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1952.38        2500.00        99.2733       0.726689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.2733       0.726741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.2732       0.726794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.2732       0.726846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.2731       0.726899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.2730       0.726951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.2730       0.727004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.2729       0.727056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.2729       0.727109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.2728       0.727161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.2728       0.727214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.2727       0.727266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.2727       0.727319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.2726       0.727371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.2726       0.727424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.2725       0.727476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.2725       0.727529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.2724       0.727582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.2724       0.727634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.2723       0.727686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.2723       0.727739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.2722       0.727791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.2722       0.727844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.2721       0.727896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.2721       0.727949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.2720       0.728001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.2719       0.728053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.2719       0.728105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.2718       0.728158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.2718       0.728211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.2717       0.728263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.2717       0.728316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.2716       0.728368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.2716       0.728421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.2715       0.728473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.2715       0.728526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.2714       0.728574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.2714       0.728630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.2713       0.728683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2713       0.728735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.2712       0.728788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2712       0.728840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.2711       0.728893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2711       0.728945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.2710       0.728997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.2710       0.729050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.2709       0.729102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2708       0.729154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.2708       0.729207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2707       0.729259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.2707       0.729311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.2706       0.729364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.2706       0.729416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2705       0.729468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.2705       0.729521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2704       0.729571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.2704       0.729625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.2703       0.729677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.2703       0.729732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.2702       0.729782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.2702       0.729834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2701       0.729886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.2701       0.729938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2700       0.729991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.2700       0.730043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.2699       0.730095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.2699       0.730147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2698       0.730199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.2697       0.730251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2697       0.730303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.2696       0.730356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2696       0.730407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2695       0.730459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.2695       0.730515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.2694       0.730563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2694       0.730615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.2693       0.730667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2693       0.730719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2692       0.730771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2692       0.730823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2691       0.730875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2691       0.730927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2690       0.730979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2690       0.731031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2689       0.731082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2689       0.731134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2688       0.731186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2688       0.731237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2687       0.731289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2687       0.731341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2686       0.731392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2686       0.731444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2685       0.731496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2685       0.731547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2684       0.731599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2683       0.731650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2683       0.731702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2682       0.731753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2682       0.731805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2681       0.731856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2681       0.731907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2680       0.731959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2680       0.732010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2679       0.732061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2679       0.732113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2612       0.732172       0.659438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2590       0.732283       0.875231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2589       0.732409       0.869141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2675       0.732538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2502       0.732596       0.171867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2588       0.732784       0.844876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2579       0.732908       0.918332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2594       0.733036       0.760622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2586       0.733153       0.826959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2585       0.733274       0.820340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2585       0.733396       0.813096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2584       0.733516       0.808329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2584       0.733636       0.798912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2583       0.733755       0.792881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2582       0.733874       0.787657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2582       0.733992       0.781696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2582       0.734109       0.773180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2581       0.734226       0.767875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2581       0.734342       0.760733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2580       0.734457       0.754541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2579       0.734572       0.749088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2579       0.734687       0.741291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2578       0.734800       0.735902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2578       0.734914       0.729345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2577       0.735026       0.726013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2577       0.735138       0.714466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2576       0.735249       0.710755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2576       0.735360       0.705107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2575       0.735470       0.698946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2575       0.735580       0.692524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.2574       0.735689       0.688235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.2374       0.735805       0.681122E-002            NaN  0.199645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4615                 NaN  0.700810E-002            NaN  0.531462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4630                 NaN  0.697631E-002            NaN  0.529985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4642                 NaN  0.694490E-002            NaN  0.528809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4664                 NaN  0.690474E-002            NaN  0.526700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4664                 NaN  0.691048E-002            NaN  0.526684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4724                 NaN  0.678470E-002            NaN  0.520858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4724                 NaN  0.678882E-002            NaN  0.520796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4745                 NaN  0.675410E-002            NaN  0.518736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4759                 NaN  0.671625E-002            NaN  0.517379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4246                 NaN  0.737257E-002            NaN  0.568060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.6033                 NaN  0.508716E-002            NaN  0.391635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4153                 NaN  0.747677E-002            NaN  0.577268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4871                 NaN  0.654994E-002            NaN  0.506380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4249                 NaN  0.734280E-002            NaN  0.567775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.8232                 NaN  0.225606E-002            NaN  0.174564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.2259                 NaN  0.986194E-002            NaN  0.764217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4986                 NaN  0.638914E-002            NaN  0.494970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5001                 NaN  0.635579E-002            NaN  0.493552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.7097                 NaN  0.368978E-002            NaN  0.286610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.2939                 NaN  0.894369E-002            NaN  0.697123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.5047                 NaN  0.598379E-002            NaN  0.473110       0.161663E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8120                 NaN            NaN            NaN  0.163384        1.02460                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.2368                 NaN            NaN            NaN  0.948082E-001  0.668343                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0325                 NaN            NaN            NaN  0.117636       0.849838                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0444                 NaN            NaN            NaN  0.117431       0.838150                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0582                 NaN            NaN            NaN  0.113468       0.828345                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0688                 NaN            NaN            NaN  0.112280       0.818918                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0798                 NaN            NaN            NaN  0.108957       0.811236                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0925                 NaN            NaN            NaN  0.106032       0.801495                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8490                 NaN            NaN            NaN  0.133558        1.01742                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.3673                 NaN            NaN            NaN  0.737926E-001  0.558905                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1227                 NaN            NaN            NaN  0.996867E-001  0.777659                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1342                 NaN            NaN            NaN  0.984925E-001  0.767291                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1429                 NaN            NaN            NaN  0.989875E-001  0.758098                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1515                 NaN            NaN            NaN  0.929741E-001  0.755478                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1634                 NaN            NaN            NaN  0.926653E-001  0.743912                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1698                 NaN            NaN            NaN  0.908669E-001  0.739373                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1806                 NaN            NaN            NaN  0.873585E-001  0.732063                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1862                 NaN            NaN            NaN  0.875029E-001  0.726303                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1982                 NaN            NaN            NaN  0.100481       0.701356                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2030                 NaN            NaN            NaN  0.655128E-001  0.731483                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2107                 NaN            NaN            NaN  0.788082E-001  0.710526                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2172                 NaN            NaN            NaN  0.775959E-001  0.705194                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2275                 NaN            NaN            NaN  0.755155E-001  0.696948                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2325                 NaN            NaN            NaN  0.731282E-001  0.694345                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2395                 NaN            NaN            NaN  0.722697E-001  0.688247                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2425                 NaN            NaN            NaN  0.692929E-001  0.688165                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2544                 NaN            NaN            NaN  0.669914E-001  0.678604                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2563                 NaN            NaN            NaN  0.659725E-001  0.677713                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0864                 NaN            NaN            NaN  0.176734E-001  0.210106E-001  0.874943                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1232                 NaN            NaN            NaN            NaN            NaN  0.876806                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.7985                 NaN            NaN            NaN  0.380867E-001            NaN  0.163369                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1448                 NaN            NaN            NaN            NaN            NaN   1.85518                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9982                 NaN            NaN            NaN            NaN            NaN   1.00179                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9769                 NaN            NaN            NaN            NaN            NaN   1.02309                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9152                 NaN            NaN            NaN            NaN            NaN  0.851077E-001  0.999677                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5455                 NaN            NaN            NaN            NaN            NaN  0.464627       0.989918                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5606                 NaN            NaN            NaN            NaN            NaN  0.461041       0.978390                 NaN            NaN            NaN            NaN
