|6.6.6
Archiving\03_Data\fracLP/QFM_m2/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1872.18        500.000        99.4049                 NaN  0.595096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4068                 NaN  0.593230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4125                 NaN  0.587492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4092                 NaN  0.590808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4219                 NaN  0.578130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4191                 NaN  0.580891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4211                 NaN  0.578905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4224                 NaN  0.577590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4249                 NaN  0.575102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4277                 NaN  0.572316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4316                 NaN  0.568356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4308                 NaN  0.569222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4331                 NaN  0.566911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4330                 NaN  0.567017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4383                 NaN  0.561704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4378                 NaN  0.562235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4403                 NaN  0.559667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4408                 NaN  0.559206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4427                 NaN  0.557276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4445                 NaN  0.555519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4412                 NaN  0.558813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4433                 NaN  0.550699       0.601409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5508                 NaN  0.441523       0.765104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.8309                 NaN  0.166237       0.289603E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        98.9339                 NaN   1.04811       0.180386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4398                 NaN  0.550742       0.949468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4393                 NaN  0.551246       0.948787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4405                 NaN  0.550078       0.945261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4390                 NaN  0.551521       0.946693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4424                 NaN  0.548211       0.939328E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4416                 NaN  0.548979       0.938369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4410                 NaN  0.549644       0.936108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4387                 NaN  0.551885       0.938851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4405                 NaN  0.550190       0.932756E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4402                 NaN  0.550528       0.930203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.7637                 NaN  0.232404       0.393769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1147                 NaN  0.870647       0.146165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4388                 NaN  0.551978       0.924928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4382                 NaN  0.552607       0.921331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4375                 NaN  0.553318       0.921561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4355                 NaN  0.555245       0.920727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4356                 NaN  0.555263       0.917301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4347                 NaN  0.556154       0.913563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4326                 NaN  0.558258       0.916861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4324                 NaN  0.558444       0.912373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4315                 NaN  0.559449       0.907966E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4327                 NaN  0.558261       0.902330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4247                 NaN  0.566222       0.912287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4280                 NaN  0.562961       0.904161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2383                 NaN  0.749731       0.119749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6109                 NaN  0.383046       0.606916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4217                 NaN  0.569291       0.900531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4207                 NaN  0.570308       0.897080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4184                 NaN  0.572670       0.897366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4171                 NaN  0.573943       0.894788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4140                 NaN  0.577075       0.895601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4140                 NaN  0.577080       0.890358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4107                 NaN  0.580335       0.893108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4097                 NaN  0.581436       0.886872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4079                 NaN  0.583248       0.886671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4056                 NaN  0.585590       0.885362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4034                 NaN  0.587734       0.884652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4582                 NaN  0.533822       0.798842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3428                 NaN  0.647595       0.964418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3943                 NaN  0.596830       0.882878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1833                 NaN  0.804822       0.118527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.6085                 NaN  0.385812       0.564102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3905                 NaN  0.600763       0.876934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3875                 NaN  0.603696       0.877891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3910                 NaN  0.600338       0.867048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3952                 NaN  0.596197       0.858098E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3761                 NaN  0.615127       0.881521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3834                 NaN  0.607929       0.866785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3835                 NaN  0.607886       0.863424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3800                 NaN  0.611314       0.864812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3803                 NaN  0.611093       0.860277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3780                 NaN  0.613337       0.862291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3761                 NaN  0.615291       0.859781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3766                 NaN  0.614815       0.854227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3639                 NaN  0.627426       0.870260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3743                 NaN  0.617188       0.853710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3840                 NaN  0.607672       0.834844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3723                 NaN  0.619162       0.849338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3719                 NaN  0.619666       0.847639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3710                 NaN  0.620595       0.845000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3715                 NaN  0.620112       0.842371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3697                 NaN  0.621868       0.843610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3721                 NaN  0.619530       0.837219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3717                 NaN  0.619922       0.835231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3707                 NaN  0.620940       0.833959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3727                 NaN  0.618969       0.830376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3730                 NaN  0.618736       0.828489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3735                 NaN  0.618268       0.825898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3742                 NaN  0.617609       0.823350E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3568                 NaN  0.634717       0.847358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3951                 NaN  0.596966       0.793671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3781                 NaN  0.613713       0.814946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3797                 NaN  0.612203       0.811985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3449                 NaN  0.646555       0.856429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4189                 NaN  0.573494       0.759141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3842                 NaN  0.607731       0.803586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3891                 NaN  0.602904       0.797431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3902                 NaN  0.601848       0.795852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3920                 NaN  0.600017       0.795781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3955                 NaN  0.596619       0.787808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3981                 NaN  0.593998       0.785792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3987                 NaN  0.593424       0.786387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4103                 NaN  0.581973       0.771413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4015                 NaN  0.590676       0.780964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.0935                 NaN  0.894666       0.118746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.7189                 NaN  0.277476       0.366120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6443                 NaN  0.351067       0.467620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2062                 NaN  0.783421       0.103787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4233                 NaN  0.569136       0.756258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.2832                 NaN  0.707214       0.955355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5724                 NaN  0.422178       0.541646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4358                 NaN  0.556740       0.741997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4384                 NaN  0.554182       0.739349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4421                 NaN  0.550579       0.736241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.5150                 NaN  0.478611       0.639819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3854                 NaN  0.606469       0.812047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4543                 NaN  0.538485       0.722723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4605                 NaN  0.532312       0.715158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4641                 NaN  0.528787       0.711594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4681                 NaN  0.524816       0.707532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4724                 NaN  0.520596       0.702830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3505                 NaN  0.640776       0.867621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.6069                 NaN  0.387816       0.524873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4853                 NaN  0.507787       0.691346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4873                 NaN  0.505834       0.683152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4986                 NaN  0.494629       0.674072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4985                 NaN  0.494773       0.674829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5047                 NaN  0.488583       0.667060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5075                 NaN  0.485882       0.664359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5130                 NaN  0.480374       0.658340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5181                 NaN  0.475374       0.653092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5222                 NaN  0.471289       0.647362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5236                 NaN  0.469974       0.647181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5334                 NaN  0.460249       0.633946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5354                 NaN  0.458264       0.632666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5401                 NaN  0.453577       0.627675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5444                 NaN  0.449396       0.623031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4330                 NaN  0.327515       0.261023E-002  0.236888                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1433                 NaN  0.306396E-001            NaN  0.826108                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1477                 NaN  0.257034E-001            NaN  0.826579                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1700                 NaN  0.311186E-001            NaN  0.798854                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1738                 NaN  0.258690E-001            NaN  0.800369                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.3643                 NaN  0.227020E-001            NaN  0.613032                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0120                 NaN  0.249503E-001            NaN  0.963041                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2032                 NaN  0.239792E-001            NaN  0.772851                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2140                 NaN  0.278893E-001            NaN  0.758100                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2208                 NaN  0.173991E-001            NaN  0.761781                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2342                 NaN  0.551931E-001            NaN  0.710571                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2185                 NaN            NaN            NaN  0.694460       0.870117E-001            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0711                 NaN            NaN            NaN  0.264581E-001  0.902421                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0757                 NaN            NaN            NaN  0.220384E-001  0.902259                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0792                 NaN            NaN            NaN  0.169850E-001  0.903776                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0845                 NaN            NaN            NaN  0.102705E-001  0.905242                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0874                 NaN            NaN            NaN  0.487504E-002  0.907714                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0930                 NaN            NaN            NaN  0.286028E-001  0.878436                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0939                 NaN            NaN            NaN  0.423192E-001  0.863825                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0954                 NaN            NaN            NaN            NaN  0.904625                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0971                 NaN            NaN            NaN            NaN  0.902917                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0956                 NaN            NaN  0.434317E-003            NaN  0.903996                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0881                 NaN            NaN  0.355192E-002            NaN  0.908332                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0827                 NaN            NaN  0.572525E-002            NaN  0.911536                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0799                 NaN            NaN  0.560788E-002            NaN  0.914520                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0749                 NaN            NaN  0.548717E-002            NaN  0.919647                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0681                 NaN            NaN  0.538149E-002            NaN  0.926475                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0600                 NaN            NaN  0.525234E-002            NaN  0.934712                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0411                 NaN            NaN  0.509876E-002            NaN  0.953779                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0248                 NaN            NaN  0.496625E-002            NaN  0.970252                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7593                 NaN            NaN  0.332873E-002            NaN  0.597015       0.640331                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.6150                 NaN            NaN  0.220774E-002            NaN  0.410491       0.972258                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6368                 NaN            NaN  0.207166E-002            NaN  0.954975       0.406150                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6557                 NaN            NaN  0.192640E-002            NaN  0.941655       0.400687                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6745                 NaN            NaN  0.178819E-002            NaN  0.927266       0.396453                 NaN            NaN            NaN            NaN
