|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1919.87        2500.00        97.9964        2.00365                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.6946        2.29477       0.106499E-001            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.3275        2.64785       0.246189E-001            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.9602        3.00117       0.385980E-001            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.4776        3.47055       0.518554E-001            NaN            NaN            NaN            NaN
  1903.85        2500.00        95.9946        3.94032       0.651243E-001            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.5111        4.41047       0.784046E-001            NaN            NaN            NaN            NaN
  1897.44        2500.00        95.0273        4.88101       0.916963E-001            NaN            NaN            NaN            NaN
  1894.23        2500.00        94.4556        5.44063       0.103798                 NaN            NaN            NaN            NaN
  1891.03        2500.00        93.8833        6.00077       0.115912                 NaN            NaN            NaN            NaN
  1887.82        2500.00        93.3105        6.56143       0.128037                 NaN            NaN            NaN            NaN
  1884.62        2500.00        92.7372        7.12260       0.140174                 NaN            NaN            NaN            NaN
  1881.41        2500.00        92.1634        7.68429       0.152323                 NaN            NaN            NaN            NaN
  1878.21        2500.00        91.5890        8.24648       0.164483                 NaN            NaN            NaN            NaN
  1875.00        2500.00        91.0142        8.80919       0.176654                 NaN            NaN            NaN            NaN
  1871.79        2500.00        90.4388        9.37240       0.188837                 NaN            NaN            NaN            NaN
  1868.59        2500.00        89.8613        9.93879       0.199942                 NaN            NaN            NaN            NaN
  1865.38        2500.00        89.2833        10.5057       0.211057                 NaN            NaN            NaN            NaN
  1862.18        2500.00        88.7047        11.0731       0.222183                 NaN            NaN            NaN            NaN
  1858.97        2500.00        88.1257        11.6410       0.233320                 NaN            NaN            NaN            NaN
  1855.77        2500.00        87.5461        12.2094       0.244466                 NaN            NaN            NaN            NaN
  1852.56        2500.00        86.9660        12.7783       0.255623                 NaN            NaN            NaN            NaN
  1849.36        2500.00        86.3854        13.3478       0.266790                 NaN            NaN            NaN            NaN
  1846.15        2500.00        85.8043        13.9177       0.277967                 NaN            NaN            NaN            NaN
  1842.95        2500.00        85.2459        14.4659       0.288234                 NaN            NaN            NaN            NaN
  1839.74        2500.00        84.6869        15.0146       0.298509                 NaN            NaN            NaN            NaN
  1836.54        2500.00        84.1275        15.5638       0.308793                 NaN            NaN            NaN            NaN
  1833.33        2500.00        83.5676        16.1134       0.319087                 NaN            NaN            NaN            NaN
  1830.13        2500.00        83.0072        16.6634       0.329389                 NaN            NaN            NaN            NaN
  1826.92        2500.00        82.4464        17.2139       0.339700                 NaN            NaN            NaN            NaN
  1823.72        2500.00        81.8851        17.7649       0.350020                 NaN            NaN            NaN            NaN
  1820.51        2500.00        81.3233        18.3163       0.360348                 NaN            NaN            NaN            NaN
  1817.31        2500.00        80.7851        18.8450       0.369873                 NaN            NaN            NaN            NaN
  1814.10        2500.00        80.2465        19.3741       0.379406                 NaN            NaN            NaN            NaN
  1810.90        2500.00        79.7075        19.9036       0.388947                 NaN            NaN            NaN            NaN
  1807.69        2500.00        79.1680        20.4335       0.398495                 NaN            NaN            NaN            NaN
  1804.49        2500.00        78.6282        20.9638       0.408050                 NaN            NaN            NaN            NaN
  1801.28        2500.00        78.0879        21.4945       0.417613                 NaN            NaN            NaN            NaN
  1798.08        2500.00        77.5473        22.0256       0.427184                 NaN            NaN            NaN            NaN
  1794.87        2500.00        77.0062        22.5570       0.436762                 NaN            NaN            NaN            NaN
  1791.67        2500.00        76.4827        23.0716       0.445656                 NaN            NaN            NaN            NaN
  1788.46        2500.00        75.9588        23.5866       0.454557                 NaN            NaN            NaN            NaN
  1785.26        2500.00        75.4346        24.1019       0.463464                 NaN            NaN            NaN            NaN
  1782.05        2500.00        74.9100        24.6176       0.472378                 NaN            NaN            NaN            NaN
  1778.85        2500.00        74.3850        25.1337       0.481298                 NaN            NaN            NaN            NaN
  1775.64        2500.00        73.8597        25.6501       0.490225                 NaN            NaN            NaN            NaN
  1772.44        2500.00        73.3340        26.1668       0.499158                 NaN            NaN            NaN            NaN
  1769.23        2500.00        72.8080        26.6839       0.508098                 NaN            NaN            NaN            NaN
  1766.03        2500.00        72.2975        27.1862       0.516351                 NaN            NaN            NaN            NaN
  1762.82        2500.00        71.7866        27.6888       0.524610                 NaN            NaN            NaN            NaN
  1759.62        2500.00        71.2755        28.1917       0.532874                 NaN            NaN            NaN            NaN
  1756.41        2500.00        70.7640        28.6949       0.541143                 NaN            NaN            NaN            NaN
  1753.21        2500.00        70.2522        29.1984       0.549418                 NaN            NaN            NaN            NaN
  1750.00        2500.00        69.7400        29.7023       0.557698                 NaN            NaN            NaN            NaN
  1746.79        2500.00        69.2276        30.2064       0.565984                 NaN            NaN            NaN            NaN
  1743.59        2500.00        68.7149        30.7109       0.574274                 NaN            NaN            NaN            NaN
  1740.38        2500.00        68.2190        31.1988       0.582229                 NaN            NaN            NaN            NaN
  1737.18        2500.00        67.7229        31.6870       0.590188                 NaN            NaN            NaN            NaN
  1733.97        2500.00        67.2264        32.1754       0.598151                 NaN            NaN            NaN            NaN
  1730.77        2500.00        66.7298        32.6641       0.606120                 NaN            NaN            NaN            NaN
  1727.56        2500.00        66.2328        33.1531       0.614092                 NaN            NaN            NaN            NaN
  1724.36        2500.00        65.7356        33.6423       0.622069                 NaN            NaN            NaN            NaN
  1721.15        2500.00        65.2381        34.1318       0.630051                 NaN            NaN            NaN            NaN
  1717.95        2500.00        64.7404        34.6216       0.638037                 NaN            NaN            NaN            NaN
  1714.74        2500.00        64.2609        35.0936       0.645524                 NaN            NaN            NaN            NaN
  1711.54        2500.00        63.7812        35.5658       0.653014                 NaN            NaN            NaN            NaN
  1708.33        2500.00        63.3013        36.0382       0.660508                 NaN            NaN            NaN            NaN
  1705.13        2500.00        62.8211        36.5109       0.668006                 NaN            NaN            NaN            NaN
  1701.92        2500.00        62.3407        36.9837       0.675507                 NaN            NaN            NaN            NaN
  1698.72        2500.00        61.8602        37.4568       0.683012                 NaN            NaN            NaN            NaN
  1695.51        2500.00        61.3794        37.9301       0.690521                 NaN            NaN            NaN            NaN
  1692.31        2500.00        60.8984        38.4036       0.698032                 NaN            NaN            NaN            NaN
  1689.10        2500.00        60.4403        38.8545       0.705137                 NaN            NaN            NaN            NaN
  1685.90        2500.00        59.9821        39.3056       0.712244                 NaN            NaN            NaN            NaN
  1682.69        2500.00        59.5238        39.7569       0.719355                 NaN            NaN            NaN            NaN
  1679.49        2500.00        59.0652        40.2083       0.726468                 NaN            NaN            NaN            NaN
  1676.28        2500.00        58.6065        40.6599       0.733583                 NaN            NaN            NaN            NaN
  1673.08        2500.00        58.1476        41.1117       0.740702                 NaN            NaN            NaN            NaN
  1669.87        2500.00        57.6886        41.5636       0.747823                 NaN            NaN            NaN            NaN
  1666.67        2500.00        57.2294        42.0156       0.754946                 NaN            NaN            NaN            NaN
  1663.46        2500.00        56.7906        42.4475       0.761896                 NaN            NaN            NaN            NaN
  1660.26        2500.00        56.3516        42.8796       0.768848                 NaN            NaN            NaN            NaN
  1657.05        2500.00        55.9125        43.3117       0.775801                 NaN            NaN            NaN            NaN
  1653.85        2500.00        55.4732        43.7440       0.782758                 NaN            NaN            NaN            NaN
  1650.64        2500.00        54.3717        44.0474       0.782728       0.798161                 NaN            NaN            NaN
  1647.44        2500.00        52.9394        44.2712       0.778808        2.01059                 NaN            NaN            NaN
  1644.23        2500.00        51.5948        44.4801       0.774881        3.15029                 NaN            NaN            NaN
  1641.03        2500.00        50.2464        44.6894       0.770941        4.29326                 NaN            NaN            NaN
  1637.82        2500.00        49.1455        44.8560       0.766359        5.23214                 NaN            NaN            NaN
  1634.62        2500.00        48.0421        45.0229       0.761765        6.17324                 NaN            NaN            NaN
  1631.41        2500.00        46.9362        45.1901       0.757159        7.11657                 NaN            NaN            NaN
  1628.21        2500.00        45.8278        45.3576       0.752540        8.06212                 NaN            NaN            NaN
  1625.00        2500.00        44.7168        45.5254       0.747909        9.00990                 NaN            NaN            NaN
  1621.79        2500.00        43.6033        45.6935       0.743266        9.95992                 NaN            NaN            NaN
  1618.59        2500.00        42.4873        45.8619       0.738610        10.9122                 NaN            NaN            NaN
  1615.38        2500.00        41.3688        46.0306       0.733942        11.8667                 NaN            NaN            NaN
  1612.18        2500.00        40.5284        46.1498       0.728538        12.5932                 NaN            NaN            NaN
  1608.97        2500.00        39.6866        46.2692       0.723123        13.3211                 NaN            NaN            NaN
  1605.77        2500.00        38.8433        46.3887       0.717697        14.0503                 NaN            NaN            NaN
  1602.56        2500.00        37.9986        46.5083       0.712261        14.7808                 NaN            NaN            NaN
  1599.36        2500.00        37.1524        46.6281       0.706814        15.5126                 NaN            NaN            NaN
  1596.15        2500.00        36.3048        46.7480       0.701356        16.2458                 NaN            NaN            NaN
  1592.95        2500.00        35.4558        46.8681       0.695887        16.9802                 NaN            NaN            NaN
  1589.74        2500.00        34.6053        46.9884       0.690407        17.7160                 NaN            NaN            NaN
  1586.54        2500.00        33.9248        47.0774       0.684107        18.3137                 NaN            NaN            NaN
  1583.33        2500.00        33.2433        47.1665       0.677797        18.9123                 NaN            NaN            NaN
  1580.13        2500.00        32.5609        47.2557       0.671478        19.5118                 NaN            NaN            NaN
  1576.92        2500.00        31.8776        47.3450       0.665148        20.1122                 NaN            NaN            NaN
  1573.72        2500.00        31.1934        47.4344       0.658808        20.7134                 NaN            NaN            NaN
  1570.51        2500.00        30.5082        47.5238       0.652458        21.3155                 NaN            NaN            NaN
  1567.31        2500.00        29.8220        47.6134       0.646099        21.9185                 NaN            NaN            NaN
  1564.10        2500.00        29.1349        47.7030       0.639729        22.5224                 NaN            NaN            NaN
  1560.90        2500.00        28.5489        47.7735       0.632071        23.0456                 NaN            NaN            NaN
  1557.69        2500.00        27.9621        47.8441       0.624402        23.5694                 NaN            NaN            NaN
  1554.49        2500.00        27.3747        47.9147       0.616723        24.0939                 NaN            NaN            NaN
  1551.28        2500.00        26.7866        47.9854       0.609034        24.6190                 NaN            NaN            NaN
  1548.08        2500.00        26.1978        48.0561       0.601334        25.1448                 NaN            NaN            NaN
  1544.87        2500.00        25.6083        48.1269       0.593624        25.6713                 NaN            NaN            NaN
  1541.67        2500.00        25.0181        48.1977       0.585903        26.1984                 NaN            NaN            NaN
  1538.46        2500.00        24.4272        48.2686       0.578173        26.7261                 NaN            NaN            NaN
  1535.26        2500.00        23.8881        48.3284       0.568552        27.2149                 NaN            NaN            NaN
  1532.05        2500.00        23.3485        48.3883       0.558919        27.7042                 NaN            NaN            NaN
  1528.85        2500.00        22.8083        48.4482       0.549275        28.1941                 NaN            NaN            NaN
  1525.64        2500.00        22.2676        48.5082       0.539618        28.6846                 NaN            NaN            NaN
  1522.44        2500.00        21.7262        48.5682       0.529950        29.1756                 NaN            NaN            NaN
  1519.23        2500.00        21.1843        48.6283       0.520269        29.6672                 NaN            NaN            NaN
  1516.03        2500.00        20.6417        48.6884       0.510577        30.1593                 NaN            NaN            NaN
  1512.82        2500.00        20.0986        48.7486       0.500873        30.6520                 NaN            NaN            NaN
  1509.62        2500.00        19.5736        48.8035       0.490085        31.1328                 NaN            NaN            NaN
  1506.41        2500.00        19.0480        48.8585       0.479283        31.6142                 NaN            NaN            NaN
  1503.21        2500.00        18.5228        48.9134       0.467866        32.0959                 NaN            NaN            NaN
  1500.00        2500.00        17.9794        48.9673       0.458070        32.5454       0.498438E-001            NaN            NaN
  1496.79        2500.00        17.1737        49.0344       0.462747        32.7203       0.608915                 NaN            NaN
  1493.59        2500.00        16.3663        49.1016       0.467435        32.8955        1.16913                 NaN            NaN
  1490.38        2500.00        15.5574        49.1688       0.472134        33.0711        1.73048                 NaN            NaN
  1487.18        2500.00        14.7470        49.2361       0.476845        33.2471        2.29298                 NaN            NaN
  1483.97        2500.00        14.1327        49.2642       0.487447        33.3729        2.74281                 NaN            NaN
  1480.77        2500.00        13.5174        49.2922       0.498069        33.4990        3.19337                 NaN            NaN
  1477.56        2500.00        12.9012        49.3202       0.508710        33.6252        3.64466                 NaN            NaN
  1474.36        2500.00        12.2841        49.3482       0.519370        33.7516        4.09667                 NaN            NaN
  1471.15        2500.00        11.6661        49.3762       0.530048        33.8783        4.54940                 NaN            NaN
  1467.95        2500.00        11.0472        49.4041       0.540746        34.0050        5.00287                 NaN            NaN
  1464.74        2500.00        10.4274        49.4321       0.551462        34.1320        5.45706                 NaN            NaN
  1461.54        2500.00        9.80665        49.4600       0.562196        34.2592        5.91197                 NaN            NaN
  1458.33        2500.00        9.30192        49.4626       0.578897        34.2686        6.27998       0.108052                 NaN
  1455.13        2500.00        8.78627        49.4528       0.601685        34.1154        6.62288       0.420960                 NaN
  1451.92        2500.00        8.78580        49.4530       0.601704        34.1157        6.62292       0.420964                 NaN
  1448.72        2500.00        7.85524        49.4287       0.645794        33.8644       0.957171        7.24876                 NaN
  1445.51        2500.00        7.85483        49.4288       0.645814        33.8646       0.957181        7.24880                 NaN
  1442.31        2500.00        7.85442        49.4289       0.645834        33.8648       0.957191        7.24884                 NaN
  1439.10        2500.00        7.85400        49.4290       0.645854        33.8650       0.957201        7.24887                 NaN
  1435.90        2500.00        6.32749        49.3633       0.729083        33.5229        8.29596        1.76126                 NaN
  1432.69        2500.00        6.32719        49.3633       0.729105        33.5231        8.29599        1.76127                 NaN
  1429.49        2500.00        6.32688        49.3634       0.729127        33.5233        8.29603        1.76129                 NaN
  1426.28        2500.00        6.32657        49.3634       0.729149        33.5235        8.29606        1.76131                 NaN
  1423.08        2500.00        5.13301        49.2814       0.808156        33.3107        9.13107        2.33558                 NaN
  1419.87        2500.00        4.85179        49.2878       0.822469        33.2263        2.48353        9.27232       0.558232E-001
  1416.67        2500.00        4.56046        49.3238       0.831891        33.0979        9.35845        2.65663       0.170935     
  1413.46        2500.00        4.56027        49.3238       0.831915        33.0980        9.35847        2.65665       0.170946     
  1410.26        2500.00        4.03386        49.3862       0.850270        32.8619        9.51199        2.97127       0.384551     
  1407.05        2500.00        4.03370        49.3862       0.850294        32.8620        9.51201        2.97129       0.384574     
  1403.85        2500.00        4.03353        49.3861       0.850319        32.8621        9.51204        2.97131       0.384598     
  1400.64        2500.00        4.03337        49.3860       0.850343        32.8622        9.51206        2.97134       0.384621     
  1397.44        2500.00        4.03320        49.3860       0.850367        32.8624        9.51208        2.97136       0.384645     
  1394.23        2500.00        4.03303        49.3859       0.850391        32.8625        9.51210        2.97138       0.384668     
  1391.03        2500.00        4.03287        49.3859       0.850415        32.8626        9.51213        2.97141       0.384692     
  1387.82        2500.00        4.03270        49.3858       0.850439        32.8627        9.51215        2.97143       0.384715     
  1384.62        2500.00        2.41688        49.5569       0.918762        32.0922        3.95319        9.96692        1.09518     
  1381.41        2500.00        2.41680        49.5568       0.918787        32.0923        3.95322        9.96693        1.09525     
  1378.21        2500.00        2.41672        49.5566       0.918811        32.0923        3.95325        9.96694        1.09531     
  1375.00        2500.00        2.41664        49.5565       0.918836        32.0924        3.95327        9.96695        1.09538     
  1371.79        2500.00        2.41656        49.5564       0.918861        32.0925        3.95330        9.96696        1.09544     
  1368.59        2500.00        2.41647        49.5562       0.918885        32.0926        3.95332        9.96698        1.09551     
  1365.38        2500.00        2.41639        49.5561       0.918910        32.0927        3.95335        9.96699        1.09557     
  1362.18        2500.00        2.41631        49.5560       0.918935        32.0928        3.95338        9.96700        1.09564     
  1358.97        2500.00        1.23139        49.6421       0.982930        31.5425        10.2821        4.65545        1.66348     
  1355.77        2500.00        1.23135        49.6419       0.982955        31.5425        10.2821        4.65548        1.66357     
  1352.56        2500.00        1.23132        49.6418       0.982980        31.5426        10.2821        4.65550        1.66367     
  1349.36        2500.00        1.23129        49.6416       0.983006        31.5427        10.2822        4.65553        1.66377     
  1346.15        2500.00        1.23125        49.6414       0.983031        31.5427        10.2822        4.65556        1.66387     
  1342.95        2500.00        1.23122        49.6412       0.983057        31.5428        10.2822        4.65559        1.66396     
  1339.74        2500.00        1.23119        49.6410       0.983082        31.5429        10.2822        4.65561        1.66406     
  1336.54        2500.00        1.23115        49.6408       0.983107        31.5429        10.2822        4.65564        1.66416     
  1333.33        2500.00       0.250523        49.6660        1.04546        31.1677        5.18752        10.5445        2.13834     
  1330.13        2500.00       0.250518        49.6658        1.04548        31.1677        5.18755        10.5445        2.13846     
  1326.92        2500.00       0.240411E-001   49.6630        1.06107        31.1006        10.6070        5.30015        2.24412     
  1323.72        2500.00                 NaN   49.6692        1.06624        31.0839        10.6041        5.30250        2.27398     
  1320.51        2500.00                 NaN   49.6761        1.07113        31.0696        10.5946        5.29408        2.29447     
  1317.31        2500.00                 NaN   49.6759        1.07116        31.0697        10.5946        5.29411        2.29461     
  1314.10        2500.00                 NaN   49.6757        1.07118        31.0697        10.5946        5.29414        2.29474     
  1310.90        2500.00                 NaN   49.6754        1.07121        31.0698        10.5945        5.29416        2.29487     
  1307.69        2500.00                 NaN   49.7091        1.08925        31.0156        10.5476        5.25232        2.38603     
  1304.49        2500.00                 NaN   49.7089        1.08928        31.0157        10.5476        5.25235        2.38617     
  1301.28        2500.00                 NaN   49.7087        1.08930        31.0157        10.5476        5.25238        2.38631     
  1298.08        2500.00                 NaN   49.7084        1.08933        31.0158        10.5476        5.25240        2.38644     
  1294.87        2500.00                 NaN   49.7082        1.08936        31.0158        10.5476        5.25243        2.38658     
  1291.67        2500.00                 NaN   49.7079        1.08938        31.0159        10.5476        5.25246        2.38672     
  1288.46        2500.00                 NaN   49.7077        1.08941        31.0159        10.5476        5.25249        2.38685     
  1285.26        2500.00                 NaN   49.7074        1.08944        31.0160        10.5476        5.25252        2.38699     
  1282.05        2500.00                 NaN   49.7656        1.12766        30.9133        5.17371        10.4656        2.55408     
  1278.85        2500.00                 NaN   49.7654        1.12769        30.9134        5.17374        10.4656        2.55422     
  1275.64        2500.00                 NaN   49.7651        1.12772        30.9134        5.17377        10.4656        2.55437     
  1272.44        2500.00                 NaN   49.7648        1.12775        30.9135        5.17380        10.4656        2.55451     
  1269.23        2500.00                 NaN   49.7646        1.12777        30.9135        5.17383        10.4656        2.55466     
  1266.03        2500.00                 NaN   49.7643        1.12780        30.9136        5.17386        10.4656        2.55480     
  1262.82        2500.00                 NaN   49.7641        1.12783        30.9136        5.17389        10.4656        2.55495     
  1259.62        2500.00                 NaN   49.7638        1.12786        30.9137        5.17392        10.4656        2.55510     
  1256.41        2500.00                 NaN   49.8120        1.16748        30.8253        5.08835        10.3989        2.70807     
  1253.21        2500.00                 NaN   49.8117        1.16751        30.8253        5.08838        10.3989        2.70823     
  1250.00        2500.00                 NaN   49.8115        1.16754        30.8254        5.08841        10.3988        2.70838     
  1246.79        2500.00                 NaN   49.8112        1.16756        30.8254        5.08844        10.3988        2.70853     
  1243.59        2500.00                 NaN   49.8109        1.16759        30.8255        5.08847        10.3988        2.70869     
  1240.38        2500.00                 NaN   49.8107        1.16762        30.8256        5.08850        10.3988        2.70884     
  1237.18        2500.00                 NaN   49.8104        1.16765        30.8256        5.08853        10.3988        2.70900     
  1233.97        2500.00                 NaN   49.8101        1.16767        30.8257        5.08856        10.3988        2.70915     
  1230.77        2500.00                 NaN   49.8487        1.20970        30.7484        10.3411        5.00447        2.84763     
  1227.56        2500.00                 NaN   49.8485        1.20973        30.7484        10.3411        5.00450        2.84779     
  1224.36        2500.00                 NaN   49.8482        1.20976        30.7485        10.3411        5.00453        2.84795     
  1221.15        2500.00                 NaN   49.8479        1.20978        30.7486        10.3411        5.00456        2.84811     
  1217.95        2500.00                 NaN   49.8476        1.20981        30.7486        10.3410        5.00460        2.84827     
  1214.74        2500.00                 NaN   49.8474        1.20984        30.7487        10.3410        5.00463        2.84843     
  1211.54        2500.00                 NaN   49.8471        1.20987        30.7488        10.3410        5.00466        2.84860     
  1208.33        2500.00                 NaN   49.8468        1.20990        30.7488        10.3410        5.00469        2.84876     
  1205.13        2500.00                 NaN   49.8771        1.25339        30.6881        4.91415        10.2923        2.97487     
  1201.92        2500.00                 NaN   49.8769        1.25342        30.6882        4.91418        10.2923        2.97504     
  1198.72        2500.00                 NaN   49.8766        1.25345        30.6882        4.91421        10.2923        2.97521     
  1195.51        2500.00                 NaN   49.8763        1.25348        30.6883        4.91425        10.2923        2.97538     
  1192.31        2500.00                 NaN   49.8760        1.25351        30.6884        4.91428        10.2923        2.97555     
  1189.10        2500.00                 NaN   49.8757        1.25354        30.6884        4.91431        10.2923        2.97572     
  1185.90        2500.00                 NaN   49.8754        1.25357        30.6885        4.91434        10.2923        2.97588     
  1182.69        2500.00                 NaN   49.8752        1.25360        30.6886        4.91437        10.2923        2.97605     
  1179.49        2500.00                 NaN   49.8942        1.30025        30.6377        4.82778        10.2542        3.08590     
  1176.28        2500.00                 NaN   49.8939        1.30028        30.6378        4.82781        10.2542        3.08607     
  1173.08        2500.00                 NaN   49.8936        1.30031        30.6378        4.82784        10.2541        3.08625     
  1169.87        2500.00                 NaN   49.8934        1.30034        30.6379        4.82787        10.2541        3.08642     
  1166.67        2500.00                 NaN   49.8931        1.30037        30.6380        4.82790        10.2541        3.08659     
  1163.46        2500.00                 NaN   49.8928        1.30040        30.6380        4.82794        10.2541        3.08677     
  1160.26        2500.00                 NaN   49.8925        1.30043        30.6381        4.82797        10.2541        3.08694     
  1157.05        2500.00                 NaN   49.8922        1.30046        30.6382        4.82800        10.2541        3.08712     
  1153.85        2500.00                 NaN   49.9026        1.34937        30.6053        10.2219        4.73596        3.18489     
  1150.64        2500.00                 NaN   49.9023        1.34941        30.6053        10.2219        4.73599        3.18507     
  1147.44        2500.00                 NaN   49.9020        1.34944        30.6054        10.2219        4.73602        3.18525     
  1144.23        2500.00                 NaN   49.9017        1.34947        30.6055        10.2218        4.73606        3.18543     
  1141.03        2500.00                 NaN   49.9014        1.34950        30.6056        10.2218        4.73609        3.18561     
  1137.82        2500.00                 NaN   49.9011        1.34953        30.6056        10.2218        4.73612        3.18579     
  1134.62        2500.00                 NaN   49.9008        1.34956        30.6057        10.2218        4.73616        3.18597     
  1131.41        2500.00                 NaN   49.9005        1.34959        30.6058        10.2218        4.73619        3.18615     
  1128.21        2500.00                 NaN   49.8983        1.40248        30.5891        4.64409        10.1993        3.26675     
  1125.00        2500.00                 NaN   49.8980        1.40251        30.5892        4.64412        10.1992        3.26694     
  1121.79        2500.00                 NaN   49.8977        1.40255        30.5892        4.64416        10.1992        3.26712     
  1118.59        2500.00                 NaN   49.8974        1.40258        30.5893        4.64419        10.1992        3.26730     
  1115.38        2500.00                 NaN   49.8971        1.40261        30.5894        4.64422        10.1992        3.26749     
  1112.18        2500.00                 NaN   49.8968        1.40264        30.5895        4.64426        10.1992        3.26767     
  1108.97        2500.00                 NaN   49.8965        1.40267        30.5896        4.64429        10.1992        3.26785     
  1105.77        2500.00                 NaN   49.8962        1.40270        30.5896        4.64432        10.1991        3.26803     
  1102.56        2500.00                 NaN   49.8847        1.45854        30.5900        10.1842        4.54675        3.33576     
  1099.36        2500.00                 NaN   49.8844        1.45857        30.5901        10.1842        4.54678        3.33595     
  1096.15        2500.00                 NaN   49.8841        1.45861        30.5902        10.1842        4.54682        3.33614     
  1092.95        2500.00                 NaN   49.8838        1.45864        30.5902        10.1841        4.54685        3.33632     
  1089.74        2500.00                 NaN   49.8835        1.45867        30.5903        10.1841        4.54688        3.33651     
  1086.54        2500.00                 NaN   49.8832        1.45870        30.5904        10.1841        4.54692        3.33669     
  1083.33        2500.00                 NaN   49.8829        1.45874        30.5905        10.1841        4.54695        3.33688     
  1080.13        2500.00                 NaN   49.8825        1.45877        30.5906        10.1841        4.54699        3.33707     
  1076.92        2500.00                 NaN   49.8579        1.51956        30.6079        10.1782        4.44958        3.38694     
  1073.72        2500.00                 NaN   49.8575        1.51959        30.6079        10.1782        4.44962        3.38713     
  1070.51        2500.00                 NaN   49.8572        1.51962        30.6080        10.1782        4.44965        3.38731     
  1067.31        2500.00                 NaN   49.8569        1.51966        30.6081        10.1782        4.44969        3.38750     
  1064.10        2500.00                 NaN   49.8566        1.51969        30.6082        10.1781        4.44972        3.38769     
  1060.90        2500.00                 NaN   49.8563        1.51973        30.6083        10.1781        4.44975        3.38788     
  1057.69        2500.00                 NaN   49.8559        1.51976        30.6084        10.1781        4.44979        3.38807     
  1054.49        2500.00                 NaN   49.8556        1.51979        30.6084        10.1781        4.44982        3.38825     
  1051.28        2500.00                 NaN   49.8201        1.58460        30.6428        4.34839        10.1793        3.42475     
  1048.08        2500.00                 NaN   49.8198        1.58464        30.6429        4.34842        10.1793        3.42494     
  1044.87        2500.00                 NaN   49.8195        1.58467        30.6430        4.34846        10.1793        3.42513     
  1041.67        2500.00                 NaN   49.8192        1.58471        30.6431        4.34849        10.1792        3.42532     
  1038.46        2500.00                 NaN   49.8188        1.58474        30.6432        4.34853        10.1792        3.42551     
  1035.26        2500.00                 NaN   49.8185        1.58478        30.6433        4.34856        10.1792        3.42570     
  1032.05        2500.00                 NaN   49.8182        1.58481        30.6433        4.34860        10.1792        3.42589     
  1028.85        2500.00                 NaN   49.8179        1.58485        30.6434        4.34863        10.1792        3.42608     
