|6.6.6
Archiving\03_Data\DeqLP/QFM_m1/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9860       0.139858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9860       0.139862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9860       0.139866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.8827       0.114244E-001  0.105840                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4137                 NaN  0.586263                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.3656                 NaN  0.634361                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.3175                 NaN  0.682472                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2694                 NaN  0.730596                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2213                 NaN  0.778734                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1013                 NaN  0.898735                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.9812                 NaN   1.01878                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.8611                 NaN   1.13887                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.7410                 NaN   1.25900                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.6208                 NaN   1.37918                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.5006                 NaN   1.49940                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.3803                 NaN   1.61967                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.2600                 NaN   1.73998                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.8387                 NaN   2.16135                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.4170                 NaN   2.58305                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.9949                 NaN   3.00507                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.5726                 NaN   3.42742                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.1499                 NaN   3.85009                 NaN            NaN            NaN            NaN            NaN            NaN
