|6.6.6
Archiving\03_Data\DeqLP/QFM_m1/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9608       0.392356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9608       0.392355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9608       0.392354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.8503       0.320444E-001  0.117703                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.3485                 NaN  0.651510                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2969                 NaN  0.703132                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2452                 NaN  0.754753                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1936                 NaN  0.806374                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1420                 NaN  0.857995                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0131                 NaN  0.986883                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.8842                 NaN   1.11577                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.7553                 NaN   1.24466                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.6265                 NaN   1.37354                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.4976                 NaN   1.50243                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.3687                 NaN   1.63132                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.2398                 NaN   1.76020                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.1109                 NaN   1.88909                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.6583                 NaN   2.34170                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.2057                 NaN   2.79431                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.7531                 NaN   3.24692                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.3005                 NaN   3.69954                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.8478                 NaN   4.15216                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.3952                 NaN   4.60479                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.9426                 NaN   5.05742                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        94.4900                 NaN   5.51005                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        93.8530                 NaN   6.14698                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.2161                 NaN   6.78393                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        92.5627                 NaN   7.43726                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.8930                 NaN   8.10658       0.386565E-003            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.2133                 NaN   8.77088       0.157849E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.5336                 NaN   9.43519       0.311835E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.8539                 NaN   10.0995       0.465823E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        89.1742                 NaN   10.7638       0.619814E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        88.5160                 NaN   11.4046       0.793628E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.8578                 NaN   12.0454       0.967444E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        87.1996                 NaN   12.6862       0.114126                 NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        86.5414                 NaN   13.3271       0.131509                 NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        85.8832                 NaN   13.9679       0.148891                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        85.2250                 NaN   14.6087       0.166274                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        84.5668                 NaN   15.2496       0.183657                 NaN            NaN            NaN            NaN            NaN
