|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1263.74        500.000        94.0909                 NaN            NaN  0.852548E-001  0.564521        1.30589                 NaN  0.721590        3.23180                 NaN            NaN            NaN
  1262.36        500.000        94.3084                 NaN            NaN  0.750316E-001  0.534540        1.28498                 NaN  0.697838        3.09925                 NaN            NaN            NaN
  1260.99        500.000        94.5200                 NaN            NaN  0.687652E-001   1.25543       0.508191                 NaN  0.674615        2.97297                 NaN            NaN            NaN
  1259.62        500.000        94.6641                 NaN            NaN  0.618248E-001  0.482898        1.24635                 NaN  0.659795        2.88507                 NaN            NaN            NaN
  1258.24        500.000        94.9353                 NaN            NaN  0.547744E-001   1.20257       0.454162                 NaN  0.628137        2.72501                 NaN            NaN            NaN
  1256.87        500.000        95.0567                 NaN            NaN  0.432381E-001  0.428864        1.20644                 NaN  0.615414        2.64937                 NaN            NaN            NaN
  1255.50        500.000        95.2187                 NaN            NaN  0.349697E-001   1.19273       0.403605                 NaN  0.597168        2.55284                 NaN            NaN            NaN
  1254.12        500.000        95.3649                 NaN            NaN  0.283913E-001  0.378268        1.18259                 NaN  0.581117        2.46478                 NaN            NaN            NaN
  1252.75        500.000        95.5001                 NaN            NaN  0.200680E-001  0.352486        1.17772                 NaN  0.565976        2.38365                 NaN            NaN            NaN
  1251.38        500.000        95.6323                 NaN            NaN  0.111856E-001  0.325637        1.17564                 NaN  0.551116        2.30411                 NaN            NaN            NaN
  1250.00        500.000        95.5910                 NaN            NaN            NaN  0.363306        1.12378                 NaN  0.556410        2.31735       0.481495E-001            NaN            NaN
  1248.63        500.000        94.6880                 NaN            NaN            NaN  0.779966       0.722035                 NaN  0.664629        2.81976       0.325590                 NaN            NaN
  1247.25        500.000        87.7819                 NaN            NaN            NaN   1.25065        2.57302                 NaN   1.52590        6.51812       0.350394                 NaN            NaN
  1245.88        500.000        99.5429                 NaN            NaN            NaN            NaN            NaN            NaN  0.911150E-001  0.332072E-001  0.332793                 NaN            NaN
  1244.51        500.000        99.0355                 NaN            NaN            NaN  0.250774                 NaN            NaN  0.959920E-001  0.544910       0.728037E-001            NaN            NaN
  1243.13        500.000        95.4809                 NaN            NaN            NaN  0.983629       0.150425                 NaN  0.548921        2.46680       0.369283                 NaN            NaN
  1241.76        500.000        92.5555                 NaN            NaN            NaN   1.37287        1.04019                 NaN  0.920099        4.11137                 NaN            NaN            NaN
  1240.39        500.000        95.3643                 NaN            NaN            NaN  0.975876                 NaN            NaN  0.582492        2.31076       0.766610                 NaN            NaN
  1239.01        500.000        99.6253                 NaN            NaN  0.641393E-001            NaN            NaN            NaN  0.396586E-001  0.186048       0.848903E-001            NaN            NaN
  1237.64        500.000        97.6603                 NaN            NaN            NaN  0.744993       0.101549                 NaN  0.312777        1.14733       0.330140E-001            NaN            NaN
  1236.27        500.000        96.2897                 NaN            NaN            NaN  0.300552       0.609186                 NaN  0.483383        2.01775       0.299473                 NaN            NaN
  1234.89        500.000        96.7400                 NaN            NaN            NaN  0.224820       0.862405                 NaN  0.396629        1.68298       0.931744E-001            NaN            NaN
  1233.52        500.000        94.5773                 NaN            NaN            NaN  0.705252       0.857820                 NaN  0.699132        2.81815       0.342323                 NaN            NaN
  1232.14        500.000        96.3874                 NaN            NaN            NaN  0.748987                 NaN            NaN  0.426068        2.18767       0.249915                 NaN            NaN
  1230.77        500.000        98.8546                 NaN            NaN            NaN  0.155629       0.352248                 NaN  0.140644       0.371980       0.124940                 NaN            NaN
  1229.40        500.000        95.6175                 NaN            NaN            NaN   1.11262       0.329853                 NaN  0.612781        2.16598       0.161296                 NaN            NaN
  1228.02        500.000        96.4725                 NaN            NaN            NaN  0.592634       0.384441                 NaN  0.399289        1.99607       0.155074                 NaN            NaN
  1226.65        500.000        99.5236                 NaN            NaN            NaN  0.427522E-001  0.740085E-001            NaN  0.334400E-001  0.317912       0.824628E-002            NaN            NaN
  1225.28        500.000        97.1731                 NaN            NaN            NaN  0.403723       0.369488                 NaN  0.348479        1.53744       0.167798                 NaN            NaN
  1223.90        500.000        89.0376        3.56880                 NaN            NaN   1.70283       0.653513       0.288169E-004  0.934952        3.90498                 NaN  0.197301                 NaN
  1222.53        500.000        96.1880        3.74887                 NaN            NaN  0.121713E-002  0.199025E-001            NaN  0.816967E-002  0.323862E-001            NaN  0.147957E-002            NaN
  1221.16        500.000        99.8932                 NaN            NaN            NaN  0.568237E-002  0.363208E-001            NaN  0.135297E-001  0.491646E-001            NaN  0.207694E-002            NaN
  1219.78        500.000        99.8009                 NaN            NaN            NaN  0.254408E-001  0.393881E-001            NaN  0.285744E-001  0.960623E-001            NaN  0.960740E-002            NaN
  1218.41        500.000        94.5498                 NaN            NaN            NaN   1.23959       0.529292                 NaN  0.737352        2.74108                 NaN  0.202848                 NaN
  1217.03        500.000        97.7657                 NaN            NaN            NaN  0.358257       0.153141                 NaN  0.184075        1.53398                 NaN  0.486142E-002            NaN
  1215.66        500.000        97.7205                 NaN            NaN            NaN  0.556002                 NaN            NaN  0.268784        1.24912       0.144394       0.612013E-001            NaN
  1214.29        500.000        97.8749                 NaN            NaN            NaN  0.498398E-001  0.685328                 NaN  0.249495        1.13840                 NaN  0.208044E-002            NaN
  1212.91        500.000        97.7207                 NaN            NaN            NaN  0.130002       0.579990                 NaN  0.275971        1.23761                 NaN  0.557499E-001            NaN
  1211.54        500.000        97.1263                 NaN            NaN            NaN  0.432487       0.299964                 NaN  0.341893        1.70996                 NaN  0.894116E-001            NaN
  1210.17        500.000        91.3683                 NaN            NaN  0.769465        1.55997                 NaN            NaN   1.04320        4.69490       0.564159                 NaN            NaN
  1208.79        500.000        99.9273                 NaN            NaN            NaN            NaN            NaN            NaN  0.105233E-002  0.716802E-001            NaN            NaN            NaN
  1207.42        500.000        99.9228                 NaN            NaN            NaN  0.297903E-001            NaN            NaN  0.102039E-001  0.334809E-001            NaN  0.368914E-002            NaN
  1206.05        500.000        99.7986                 NaN            NaN            NaN  0.261662E-001            NaN            NaN  0.148595E-001  0.130303                 NaN  0.301082E-001            NaN
  1204.67        500.000        99.2011                 NaN            NaN  0.412033E-001  0.167481       0.106651E-004            NaN  0.967356E-001  0.488797                 NaN  0.470257E-002            NaN
  1203.30        500.000        99.4718                 NaN            NaN            NaN  0.141637       0.860599E-001            NaN  0.699704E-001  0.225644                 NaN  0.485294E-002            NaN
  1201.92        500.000        97.1790                 NaN            NaN            NaN  0.768930       0.629718E-001            NaN  0.317111        1.61774                 NaN  0.541945E-001            NaN
  1200.55        500.000        98.5945                 NaN            NaN            NaN  0.386285       0.395492E-002            NaN  0.158515       0.800977                 NaN  0.557575E-001            NaN
  1199.18        500.000        97.2321                 NaN            NaN            NaN  0.393186       0.302827                 NaN  0.325201        1.70702                 NaN  0.397111E-001            NaN
  1197.80        500.000        99.8773                 NaN            NaN  0.161007E-001  0.921301E-001            NaN            NaN            NaN            NaN            NaN  0.144459E-001            NaN
  1196.43        500.000        97.6202                 NaN            NaN            NaN  0.125680       0.648565                 NaN  0.276325        1.28434                 NaN  0.448544E-001            NaN
  1195.06        500.000        98.4475                 NaN            NaN            NaN  0.413567                 NaN            NaN  0.160364       0.923787                 NaN  0.547720E-001            NaN
  1193.68        500.000        98.7994                 NaN            NaN  0.335425                 NaN            NaN            NaN  0.241341       0.560897                 NaN  0.629667E-001            NaN
  1192.31        500.000        95.6722                 NaN            NaN            NaN  0.909545       0.341542                 NaN  0.400589        2.62531                 NaN  0.507947E-001            NaN
  1190.94        500.000        99.2947                 NaN            NaN            NaN  0.150093                 NaN            NaN  0.788648E-001  0.456587                 NaN  0.197688E-001            NaN
  1189.56        500.000        99.3180                 NaN            NaN            NaN  0.347193       0.321598E-001            NaN  0.966440E-001  0.203569                 NaN  0.241963E-002            NaN
  1188.19        500.000        99.6041                 NaN            NaN            NaN  0.439234E-001            NaN            NaN  0.370574E-001  0.299527                 NaN  0.154134E-001            NaN
  1186.81        500.000        99.4475                 NaN            NaN  0.113639                 NaN            NaN            NaN  0.562433E-001  0.259635                 NaN  0.572960E-002  0.117228     
  1185.44        500.000        67.0802                 NaN            NaN            NaN   1.14452        3.12171                 NaN   2.53335        13.7384                 NaN  0.250400        12.1315     
  1184.07        500.000                 NaN            NaN            NaN   3.78300        7.02822                 NaN            NaN   7.40626        41.5655                 NaN  0.901038        39.3160     
  1182.69        500.000                 NaN            NaN            NaN   3.80777        6.99122                 NaN            NaN   7.40580        41.5692                 NaN  0.902803        39.3232     
  1181.32        500.000                 NaN            NaN            NaN   3.83119        6.95626                 NaN            NaN   7.40541        41.5725                 NaN  0.904460        39.3301     
  1179.95        500.000                 NaN            NaN            NaN   3.85345        6.92307                 NaN            NaN   7.40509        41.5757                 NaN  0.906025        39.3367     
  1178.57        500.000                 NaN            NaN            NaN   3.87464        6.89150                 NaN            NaN   7.40482        41.5785                 NaN  0.907504        39.3430     
  1177.20        500.000                 NaN            NaN            NaN   3.89488        6.86138                 NaN            NaN   7.40460        41.5812                 NaN  0.908908        39.3490     
  1175.83        500.000                 NaN            NaN            NaN   3.91423        6.83263                 NaN            NaN   7.40444        41.5837                 NaN  0.910239        39.3548     
  1174.45        500.000                 NaN            NaN            NaN   3.93279        6.80507                 NaN            NaN   7.40431        41.5860                 NaN  0.911508        39.3603     
  1173.08        500.000                 NaN            NaN            NaN   3.95064        6.77860                 NaN            NaN   7.40422        41.5881                 NaN  0.912721        39.3657     
  1171.70        500.000                 NaN            NaN            NaN   3.96783        6.75313                 NaN            NaN   7.40417        41.5901                 NaN  0.913881        39.3709     
  1170.33        500.000                 NaN            NaN            NaN   3.98442        6.72859                 NaN            NaN   7.40415        41.5920                 NaN  0.914993        39.3759     
  1168.96        500.000                 NaN            NaN            NaN   4.00044        6.70490                 NaN            NaN   7.40415        41.5937                 NaN  0.916060        39.3807     
  1167.58        500.000                 NaN            NaN            NaN   4.01594        6.68202                 NaN            NaN   7.40419        41.5954                 NaN  0.917086        39.3854     
  1166.21        500.000                 NaN            NaN            NaN   4.00117        6.70717                 NaN            NaN   7.40625        41.5886                 NaN  0.915221        39.3815     
  1164.84        500.000                 NaN            NaN            NaN   4.04099        6.64556                 NaN            NaN   7.40467        41.5970                 NaN  0.918612        39.3932     
  1163.46        500.000                 NaN            NaN            NaN   4.05526        6.62455                 NaN            NaN   7.40477        41.5983                 NaN  0.919542        39.3975     
  1162.09        500.000                 NaN            NaN            NaN   4.06913        6.60415                 NaN            NaN   7.40489        41.5996                 NaN  0.920440        39.4018     
  1160.72        500.000                 NaN            NaN            NaN   4.08262        6.58433                 NaN            NaN   7.40502        41.6008                 NaN  0.921308        39.4059     
  1159.34        500.000                 NaN            NaN            NaN   4.09575        6.56507                 NaN            NaN   7.40518        41.6019                 NaN  0.922148        39.4100     
  1157.97        500.000                 NaN            NaN            NaN   4.10853        6.54632                 NaN            NaN   7.40535        41.6029                 NaN  0.922960        39.4140     
  1156.59        500.000                 NaN            NaN            NaN   4.12100        6.52807                 NaN            NaN   7.40554        41.6038                 NaN  0.923748        39.4178     
  1155.22        500.000                 NaN            NaN            NaN   4.13316        6.51029                 NaN            NaN   7.40574        41.6047                 NaN  0.924511        39.4216     
  1153.85        500.000                 NaN            NaN            NaN   4.14502        6.49296                 NaN            NaN   7.40597        41.6055                 NaN  0.925251        39.4253     
  1152.47        500.000                 NaN            NaN            NaN   4.15661        6.47605                 NaN            NaN   7.40620        41.6062                 NaN  0.925969        39.4290     
  1151.10        500.000                 NaN            NaN            NaN   4.16795        6.45951                 NaN            NaN   7.40645        41.6069                 NaN  0.926669        39.4325     
  1149.73        500.000                 NaN            NaN            NaN   4.17900        6.44343                 NaN            NaN   7.40671        41.6075                 NaN  0.927343        39.4360     
  1148.35        500.000                 NaN            NaN            NaN   4.18983        6.42769                 NaN            NaN   7.40699        41.6080                 NaN  0.928002        39.4395     
  1146.98        500.000                 NaN            NaN            NaN   4.20043        6.41230                 NaN            NaN   7.40728        41.6085                 NaN  0.928642        39.4428     
  1145.61        500.000                 NaN            NaN            NaN   4.21080        6.39726                 NaN            NaN   7.40758        41.6089                 NaN  0.929265        39.4462     
  1144.23        500.000                 NaN            NaN            NaN   4.22096        6.38254                 NaN            NaN   7.40789        41.6093                 NaN  0.929871        39.4494     
  1142.86        500.000                 NaN            NaN            NaN   4.23093        6.36811                 NaN            NaN   7.40821        41.6097                 NaN  0.930463        39.4526     
  1141.48        500.000                 NaN            NaN            NaN   4.24068        6.35404                 NaN            NaN   7.40855        41.6099                 NaN  0.931035        39.4558     
  1140.11        500.000                 NaN            NaN            NaN   4.24323        6.35172                 NaN            NaN   7.40916        41.6079                 NaN  0.930828        39.4572     
  1138.74        500.000                 NaN            NaN            NaN   4.24760        6.34645                 NaN            NaN   7.41029        41.6060                 NaN  0.930917        39.4587     
  1137.36        500.000                 NaN            NaN            NaN   4.25722        6.33270                 NaN            NaN   7.41053        41.6064                 NaN  0.931388        39.4618     
  1135.99        500.000                 NaN            NaN            NaN   4.27357        6.30806                 NaN            NaN   7.41071        41.6076                 NaN  0.932608        39.4674     
  1134.62        500.000                 NaN            NaN            NaN   4.28753        6.28700                 NaN            NaN   7.41053        41.6104                 NaN  0.933559        39.4710     
  1133.24        500.000                 NaN            NaN            NaN   4.29397        6.27746                 NaN            NaN   7.41125        41.6103                 NaN  0.933981        39.4730     
  1131.87        500.000                 NaN            NaN            NaN   4.29316        6.28096                 NaN            NaN   7.41223        41.6066                 NaN  0.933501        39.4736     
  1130.50        500.000                 NaN            NaN            NaN   4.31399        6.24818                 NaN            NaN   7.41253        41.6106                 NaN  0.935234        39.4795     
  1129.12        500.000                 NaN            NaN            NaN   4.32099        6.23825                 NaN            NaN   7.41287        41.6102                 NaN  0.935746        39.4820     
  1127.75        500.000                 NaN            NaN            NaN   4.33478        6.21765                 NaN            NaN   7.41283        41.6118                 NaN  0.936692        39.4862     
  1126.37        500.000                 NaN            NaN            NaN   4.34150        6.20822                 NaN            NaN   7.41296        41.6116                 NaN  0.937095        39.4886     
  1125.00        500.000                 NaN            NaN            NaN   4.34479        6.20493                 NaN            NaN   7.41338        41.6099                 NaN  0.936892        39.4901     
  1123.63        500.000                 NaN            NaN            NaN   4.35252        6.19396                 NaN            NaN   7.41382        41.6097                 NaN  0.937304        39.4927     
  1122.25        500.000                 NaN            NaN            NaN   4.36009        6.18324                 NaN            NaN   7.41427        41.6094                 NaN  0.937716        39.4953     
  1120.88        500.000                 NaN            NaN            NaN   4.36761        6.17260                 NaN            NaN   7.41473        41.6091                 NaN  0.938116        39.4978     
  1119.51        500.000                 NaN            NaN            NaN   4.37694        6.15887                 NaN            NaN   7.41500        41.6096                 NaN  0.938726        39.5008     
  1118.13        500.000                 NaN            NaN            NaN   4.38399        6.14898                 NaN            NaN   7.41550        41.6092                 NaN  0.939080        39.5033     
  1116.76        500.000                 NaN            NaN            NaN   4.39096        6.13921                 NaN            NaN   7.41602        41.6087                 NaN  0.939429        39.5057     
  1115.39        500.000                 NaN            NaN            NaN   4.39785        6.12957                 NaN            NaN   7.41653        41.6082                 NaN  0.939773        39.5081     
  1114.01        500.000                 NaN            NaN            NaN   4.40467        6.12003                 NaN            NaN   7.41705        41.6077                 NaN  0.940112        39.5105     
  1112.64        500.000                 NaN            NaN            NaN   4.41141        6.11061                 NaN            NaN   7.41758        41.6071                 NaN  0.940445        39.5128     
  1111.26        500.000                 NaN            NaN            NaN   4.41808        6.10130                 NaN            NaN   7.41811        41.6066                 NaN  0.940774        39.5152     
  1109.89        500.000                 NaN            NaN            NaN   4.42468        6.09209                 NaN            NaN   7.41865        41.6060                 NaN  0.941098        39.5175     
  1108.52        500.000                 NaN            NaN            NaN   4.43121        6.08300                 NaN            NaN   7.41919        41.6054                 NaN  0.941417        39.5198     
  1107.14        500.000                 NaN            NaN            NaN   4.43767        6.07401                 NaN            NaN   7.41973        41.6048                 NaN  0.941732        39.5221     
  1105.77        500.000                 NaN            NaN            NaN   4.44405        6.06512                 NaN            NaN   7.42028        41.6041                 NaN  0.942041        39.5244     
  1104.40        500.000                 NaN            NaN            NaN   4.45038        6.05634                 NaN            NaN   7.42084        41.6035                 NaN  0.942347        39.5266     
  1103.02        500.000                 NaN            NaN            NaN   4.45663        6.04765                 NaN            NaN   7.42140        41.6028                 NaN  0.942648        39.5289     
  1101.65        500.000                 NaN            NaN            NaN   4.46283        6.03906                 NaN            NaN   7.42196        41.6021                 NaN  0.942945        39.5311     
  1100.28        500.000                 NaN            NaN            NaN   4.46896        6.03056                 NaN            NaN   7.42253        41.6014                 NaN  0.943237        39.5333     
  1098.90        500.000                 NaN            NaN            NaN   4.47503        6.02216                 NaN            NaN   7.42310        41.6007                 NaN  0.943525        39.5355     
  1097.53        500.000                 NaN            NaN            NaN   4.47559        6.02312                 NaN            NaN   7.42266        41.5991                 NaN  0.943248        39.5362     
  1096.15        500.000                 NaN            NaN            NaN   4.48204        6.01152                 NaN            NaN   7.42169        41.6005                 NaN  0.945168        39.5391     
  1094.78        500.000                 NaN            NaN            NaN   4.63626        5.78798                 NaN            NaN   7.44227        41.5835                 NaN  0.954776        39.5952     
  1093.41        500.000                 NaN            NaN            NaN   4.49784        5.99184                 NaN            NaN   7.42414        41.5966                 NaN  0.944874        39.5447     
  1092.03        500.000                 NaN            NaN            NaN   4.50561        5.97996                 NaN            NaN   7.42431        41.5986                 NaN  0.944908        39.5466     
  1090.66        500.000                 NaN            NaN            NaN   4.51112        5.97222                 NaN            NaN   7.42480        41.5978                 NaN  0.945333        39.5488     
  1089.29        500.000                 NaN            NaN            NaN   4.51738        5.96362                 NaN            NaN   7.42545        41.5971                 NaN  0.945517        39.5509     
  1087.91        500.000                 NaN            NaN            NaN   4.52337        5.95554                 NaN            NaN   7.42623        41.5959                 NaN  0.945743        39.5532     
  1086.54        500.000                 NaN            NaN            NaN   4.52495        5.95405                 NaN            NaN   7.42866        41.5926                 NaN  0.945700        39.5541     
  1085.17        500.000                 NaN            NaN            NaN   4.52935        5.94849                 NaN            NaN   7.42944        41.5911                 NaN  0.945804        39.5558     
  1083.79        500.000                 NaN            NaN            NaN   4.59593        5.84513                 NaN            NaN   7.43536        41.5911                 NaN  0.952111        39.5803     
  1082.42        500.000                 NaN            NaN            NaN   4.54079        5.93263                 NaN            NaN   7.43062        41.5895                 NaN  0.946362        39.5601     
  1081.04        500.000                 NaN            NaN            NaN   4.54594        5.92569                 NaN            NaN   7.43128        41.5885                 NaN  0.946574        39.5621     
  1079.67        500.000                 NaN            NaN            NaN   4.55105        5.91883                 NaN            NaN   7.43195        41.5874                 NaN  0.946781        39.5640     
  1078.30        500.000                 NaN            NaN            NaN   4.55609        5.91206                 NaN            NaN   7.43263        41.5863                 NaN  0.946983        39.5660     
  1076.92        500.000                 NaN            NaN            NaN   4.56108        5.90538                 NaN            NaN   7.43331        41.5851                 NaN  0.947180        39.5679     
  1075.55        500.000                 NaN            NaN            NaN   4.56602        5.89879                 NaN            NaN   7.43401        41.5840                 NaN  0.947373        39.5698     
  1074.18        500.000                 NaN            NaN            NaN   4.57090        5.89228                 NaN            NaN   7.43470        41.5828                 NaN  0.947562        39.5718     
  1072.80        500.000                 NaN            NaN            NaN   4.57573        5.88586                 NaN            NaN   7.43541        41.5816                 NaN  0.947746        39.5737     
  1071.43        500.000                 NaN            NaN            NaN   4.58040        5.87970                 NaN            NaN   7.43613        41.5803                 NaN  0.947914        39.5755     
  1070.06        500.000                 NaN            NaN            NaN   4.58503        5.87362                 NaN            NaN   7.43686        41.5790                 NaN  0.948077        39.5774     
  1068.68        500.000                 NaN            NaN            NaN   4.58961        5.86761                 NaN            NaN   7.43760        41.5777                 NaN  0.948238        39.5793     
  1067.31        500.000                 NaN            NaN            NaN   4.59415        5.86166                 NaN            NaN   7.43834        41.5764                 NaN  0.948395        39.5811     
  1065.93        500.000                 NaN            NaN            NaN   4.59866        5.85577                 NaN            NaN   7.43909        41.5750                 NaN  0.948550        39.5829     
  1064.56        500.000                 NaN            NaN            NaN   4.60313        5.84994                 NaN            NaN   7.43984        41.5736                 NaN  0.948702        39.5848     
  1063.19        500.000                 NaN            NaN            NaN   4.60756        5.84416                 NaN            NaN   7.44060        41.5723                 NaN  0.948851        39.5866     
  1061.81        500.000                 NaN            NaN            NaN   4.61196        5.83844                 NaN            NaN   7.44136        41.5709                 NaN  0.948997        39.5884     
  1060.44        500.000                 NaN            NaN            NaN   4.61632        5.83279                 NaN            NaN   7.44213        41.5694                 NaN  0.949141        39.5902     
  1059.07        500.000                 NaN            NaN            NaN   4.62064        5.82718                 NaN            NaN   7.44290        41.5680                 NaN  0.949281        39.5920     
  1057.69        500.000                 NaN            NaN            NaN   4.62493        5.82164                 NaN            NaN   7.44368        41.5665                 NaN  0.949419        39.5938     
  1056.32        500.000                 NaN            NaN            NaN   4.62918        5.81615                 NaN            NaN   7.44447        41.5651                 NaN  0.949554        39.5956     
  1054.95        500.000                 NaN            NaN            NaN   4.63340        5.81072                 NaN            NaN   7.44526        41.5636                 NaN  0.949687        39.5974     
  1053.57        500.000                 NaN            NaN            NaN   4.63759        5.80534                 NaN            NaN   7.44606        41.5621                 NaN  0.949817        39.5991     
  1052.20        500.000                 NaN            NaN            NaN   4.64174        5.80001                 NaN            NaN   7.44686        41.5606                 NaN  0.949944        39.6009     
  1050.82        500.000                 NaN            NaN            NaN   4.64597        5.79369                 NaN            NaN   7.44755        41.5598                 NaN  0.950318        39.6026     
  1049.45        500.000                 NaN            NaN            NaN   4.64994        5.78952                 NaN            NaN   7.44848        41.5575                 NaN  0.950191        39.6044     
  1048.08        500.000                 NaN            NaN            NaN   4.65400        5.78435                 NaN            NaN   7.44930        41.5559                 NaN  0.950310        39.6062     
  1046.70        500.000                 NaN            NaN            NaN   4.65770        5.77880                 NaN            NaN   7.44993        41.5552                 NaN  0.950642        39.6077     
  1045.33        500.000                 NaN            NaN            NaN   4.66158        5.77393                 NaN            NaN   7.45075        41.5536                 NaN  0.950738        39.6094     
  1043.96        500.000                 NaN            NaN            NaN   4.66545        5.76910                 NaN            NaN   7.45158        41.5520                 NaN  0.950829        39.6111     
  1042.58        500.000                 NaN            NaN            NaN   4.66933        5.76428                 NaN            NaN   7.45242        41.5503                 NaN  0.950917        39.6128     
  1041.21        500.000                 NaN            NaN            NaN   4.67321        5.75948                 NaN            NaN   7.45329        41.5485                 NaN  0.951000        39.6145     
  1039.84        500.000                 NaN            NaN            NaN   4.67710        5.75468                 NaN            NaN   7.45416        41.5467                 NaN  0.951079        39.6163     
  1038.46        500.000                 NaN            NaN            NaN   4.68101        5.74988                 NaN            NaN   7.45506        41.5449                 NaN  0.951155        39.6180     
  1037.09        500.000                 NaN            NaN            NaN   4.68495        5.74507                 NaN            NaN   7.45597        41.5430                 NaN  0.951226        39.6198     
  1035.71        500.000                 NaN            NaN            NaN   4.68891        5.74025                 NaN            NaN   7.45691        41.5411                 NaN  0.951293        39.6216     
  1034.34        500.000                 NaN            NaN            NaN   4.69284        5.73544                 NaN            NaN   7.45784        41.5392                 NaN  0.951368        39.6233     
  1032.97        500.000                 NaN            NaN            NaN   4.69659        5.73074                 NaN            NaN   7.45871        41.5375                 NaN  0.951468        39.6250     
  1031.59        500.000                 NaN            NaN            NaN   4.70031        5.72609                 NaN            NaN   7.45960        41.5357                 NaN  0.951566        39.6267     
  1030.22        500.000                 NaN            NaN            NaN   4.70402        5.72148                 NaN            NaN   7.46048        41.5340                 NaN  0.951662        39.6284     
  1028.85        500.000                 NaN            NaN            NaN   4.70769        5.71691                 NaN            NaN   7.46137        41.5322                 NaN  0.951756        39.6301     
  1027.47        500.000                 NaN            NaN            NaN   4.71133        5.71238                 NaN            NaN   7.46227        41.5304                 NaN  0.951848        39.6318     
  1026.10        500.000                 NaN            NaN            NaN   4.68526        5.73162                 NaN            NaN   7.45378        41.5559                 NaN  0.954589        39.6189     
  1024.73        500.000                 NaN            NaN            NaN   4.71854        5.70346                 NaN            NaN   7.46409        41.5268                 NaN  0.952026        39.6351     
  1023.35        500.000                 NaN            NaN            NaN   4.72194        5.69959                 NaN            NaN   7.46508        41.5246                 NaN  0.951993        39.6368     
  1021.98        500.000                 NaN            NaN            NaN   4.72562        5.69463                 NaN            NaN   7.46571        41.5234                 NaN  0.952208        39.6384     
  1020.60        500.000                 NaN            NaN            NaN   4.72901        5.69078                 NaN            NaN   7.46661        41.5213                 NaN  0.952252        39.6401     
  1019.23        500.000                 NaN            NaN            NaN   4.73051        5.68872                 NaN            NaN   7.46739        41.5200                 NaN  0.952375        39.6410     
  1017.86        500.000                 NaN            NaN            NaN   4.73360        5.68489                 NaN            NaN   7.46827        41.5177                 NaN  0.952739        39.6428     
  1016.48        500.000                 NaN            NaN            NaN   4.73727        5.68102                 NaN            NaN   7.46953        41.5151                 NaN  0.952573        39.6445     
  1015.11        500.000                 NaN            NaN            NaN   4.73769        5.68392                 NaN            NaN   7.47177        41.5092                 NaN  0.951724        39.6457     
  1013.74        500.000                 NaN            NaN            NaN   4.74402        5.67417                 NaN            NaN   7.47216        41.5095                 NaN  0.952253        39.6479     
  1012.36        500.000                 NaN            NaN            NaN   4.74784        5.66790                 NaN            NaN   7.47260        41.5099                 NaN  0.952529        39.6493     
  1010.99        500.000                 NaN            NaN            NaN   4.75037        5.66680                 NaN            NaN   7.47420        41.5052                 NaN  0.952326        39.6511     
  1009.62        500.000                 NaN            NaN            NaN   4.75656        5.65712                 NaN            NaN   7.47440        41.5064                 NaN  0.952557        39.6529     
  1008.24        500.000                 NaN            NaN            NaN   4.75662        5.65962                 NaN            NaN   7.47626        41.5008                 NaN  0.952388        39.6543     
  1006.87        500.000                 NaN            NaN            NaN   4.70969        5.70266                 NaN            NaN   7.46124        41.5405                 NaN  0.954969        39.6310     
  1005.49        500.000                 NaN            NaN            NaN   4.76277        5.65262                 NaN            NaN   7.47836        41.4963                 NaN  0.952438        39.6575     
  1004.12        500.000                 NaN            NaN            NaN   4.76580        5.64919                 NaN            NaN   7.47942        41.4940                 NaN  0.952460        39.6591     
  1002.75        500.000                 NaN            NaN            NaN   4.76882        5.64580                 NaN            NaN   7.48049        41.4917                 NaN  0.952478        39.6607     
  1001.37        500.000                 NaN            NaN            NaN   4.77180        5.64245                 NaN            NaN   7.48156        41.4894                 NaN  0.952494        39.6623     
  1000.00        500.000                 NaN            NaN            NaN   4.77477        5.63915                 NaN            NaN   7.48265        41.4871                 NaN  0.952508        39.6639     
