|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1498.75        500.000        98.9973                 NaN            NaN  0.407973E-002            NaN  0.998646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0077                 NaN            NaN  0.804622E-002            NaN  0.984298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0111                 NaN            NaN  0.955960E-002            NaN  0.979360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0274                 NaN            NaN  0.129264E-001            NaN  0.959643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0334                 NaN            NaN  0.149216E-003            NaN  0.966491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0422                 NaN            NaN            NaN            NaN  0.957802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0530                 NaN            NaN  0.237668E-001            NaN  0.923192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0564                 NaN            NaN            NaN            NaN  0.943551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0328                 NaN            NaN  0.381819E-003            NaN  0.815357       0.151468                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7323                 NaN            NaN            NaN            NaN            NaN   1.26771                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7184                 NaN            NaN            NaN            NaN            NaN   1.28160                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.6946                 NaN            NaN            NaN            NaN            NaN   1.30544                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.6705                 NaN            NaN            NaN            NaN            NaN   1.32949                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2314                 NaN            NaN            NaN            NaN            NaN  0.898102       0.870498                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0149                 NaN            NaN            NaN            NaN            NaN  0.604945        1.38016                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0429                 NaN            NaN            NaN            NaN            NaN  0.596824        1.36024                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.0806                 NaN            NaN            NaN            NaN            NaN  0.589615        1.32982                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1060                 NaN            NaN            NaN            NaN            NaN  0.581439        1.31258                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1316                 NaN            NaN            NaN            NaN            NaN   1.29023       0.578117                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1586                 NaN            NaN            NaN            NaN            NaN   1.27209       0.569261                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.1858                 NaN            NaN            NaN            NaN            NaN   1.24970       0.564533                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2104                 NaN            NaN            NaN            NaN            NaN  0.557245        1.23236                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2349                 NaN            NaN            NaN            NaN            NaN  0.551898        1.21321                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.2583                 NaN            NaN            NaN            NaN            NaN   1.19470       0.546966                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.2812                 NaN            NaN            NaN            NaN            NaN   1.18002       0.538818                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.3029                 NaN            NaN            NaN  0.983346E-003            NaN  0.537003        1.15915                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3221                 NaN            NaN            NaN  0.298648E-002            NaN   1.13970       0.535204                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.3460                 NaN            NaN            NaN  0.274175E-002            NaN   1.12380       0.527446                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.3664                 NaN            NaN            NaN  0.251821E-002            NaN   1.10698       0.524057                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.3863                 NaN            NaN            NaN  0.230927E-002            NaN   1.09227       0.519096                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.4047                 NaN            NaN            NaN  0.209542E-002            NaN   1.07963       0.513560                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.4231                 NaN            NaN            NaN  0.188645E-002            NaN  0.509166        1.06588                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.4403                 NaN            NaN            NaN  0.169027E-002            NaN  0.504009        1.05405                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.4607                 NaN            NaN            NaN  0.150190E-002            NaN   1.03822       0.499623                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.4752                 NaN            NaN            NaN  0.128425E-002            NaN   1.02834       0.495200                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.4907                 NaN            NaN            NaN  0.110318E-002            NaN   1.01662       0.491575                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.5054                 NaN            NaN            NaN  0.939619E-003            NaN  0.487188        1.00650                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.5209                 NaN            NaN            NaN  0.753916E-003            NaN  0.995369       0.483019                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.5307                 NaN            NaN            NaN  0.602258E-003            NaN  0.480009       0.988689                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.5495                 NaN            NaN            NaN  0.428477E-003            NaN  0.974641       0.475421                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        97.0391                 NaN            NaN            NaN  0.820369E-003            NaN   1.18455        1.09071                 NaN  0.684790                 NaN            NaN            NaN
  1395.99        500.000        96.5587                 NaN            NaN            NaN            NaN            NaN   1.11344        1.41218                 NaN  0.915714                 NaN            NaN            NaN
  1393.48        500.000        96.6415                 NaN            NaN            NaN            NaN            NaN   1.38126        1.08653                 NaN  0.890688                 NaN            NaN            NaN
  1390.98        500.000        96.7129                 NaN            NaN            NaN            NaN            NaN   1.06324        1.35385                 NaN  0.870045                 NaN            NaN            NaN
  1388.47        500.000        96.7860                 NaN            NaN            NaN            NaN            NaN   1.03921        1.32616                 NaN  0.848585                 NaN            NaN            NaN
  1385.96        500.000        96.8559                 NaN            NaN            NaN            NaN            NaN   1.01652        1.29933                 NaN  0.828249                 NaN            NaN            NaN
  1383.46        500.000        96.9171                 NaN            NaN            NaN            NaN            NaN   1.27562       0.997717                 NaN  0.809557                 NaN            NaN            NaN
  1380.95        500.000        96.9754                 NaN            NaN            NaN            NaN            NaN  0.980242        1.25283                 NaN  0.791481                 NaN            NaN            NaN
  1378.45        500.000        97.0405                 NaN            NaN  0.210505E-001            NaN            NaN  0.967339        1.19573                 NaN  0.775341                 NaN            NaN            NaN
  1375.94        500.000        97.0520                 NaN            NaN  0.570851                 NaN            NaN   1.23295       0.297872                 NaN  0.846344                 NaN            NaN            NaN
  1373.43        500.000        97.1128                 NaN            NaN  0.595121                 NaN            NaN   1.23157       0.229009                 NaN  0.831516                 NaN            NaN            NaN
  1370.93        500.000        97.1734                 NaN            NaN  0.601614                 NaN            NaN  0.188624        1.22172                 NaN  0.814627                 NaN            NaN            NaN
  1368.42        500.000        97.2312                 NaN            NaN  0.607453                 NaN            NaN   1.21452       0.148482                 NaN  0.798350                 NaN            NaN            NaN
  1365.91        500.000        97.2831                 NaN            NaN  0.611672                 NaN            NaN   1.20717       0.115206                 NaN  0.782816                 NaN            NaN            NaN
  1363.41        500.000        97.3347                 NaN            NaN  0.615412                 NaN            NaN  0.818215E-001   1.20032                 NaN  0.767726                 NaN            NaN            NaN
  1360.90        500.000        97.3873                 NaN            NaN  0.619096                 NaN            NaN   1.19126       0.498093E-001            NaN  0.752515                 NaN            NaN            NaN
  1358.40        500.000        97.4354                 NaN            NaN  0.622351                 NaN            NaN   1.18342       0.202839E-001            NaN  0.738583                 NaN            NaN            NaN
  1355.89        500.000        97.4851                 NaN            NaN  0.614585                 NaN            NaN  0.974034E-002   1.16811                 NaN  0.722466                 NaN            NaN            NaN
  1353.38        500.000        97.5251                 NaN            NaN  0.609411                 NaN            NaN   1.15636                 NaN            NaN  0.709162                 NaN            NaN            NaN
  1350.88        500.000        97.5641                 NaN            NaN  0.598487                 NaN            NaN   1.13300       0.900176E-002            NaN  0.695432                 NaN            NaN            NaN
  1348.37        500.000        97.6066                 NaN            NaN  0.598110                 NaN            NaN   1.11249                 NaN            NaN  0.682787                 NaN            NaN            NaN
  1345.86        500.000        97.6479                 NaN            NaN  0.582513                 NaN            NaN   1.10182                 NaN            NaN  0.667749                 NaN            NaN            NaN
  1343.36        500.000        97.6853                 NaN            NaN  0.574468                 NaN            NaN   1.08495                 NaN            NaN  0.655239                 NaN            NaN            NaN
  1340.85        500.000        97.7231                 NaN            NaN  0.564859                 NaN            NaN   1.06964                 NaN            NaN  0.642416                 NaN            NaN            NaN
  1338.35        500.000        97.7484                 NaN            NaN  0.570370                 NaN            NaN   1.04712                 NaN            NaN  0.634139                 NaN            NaN            NaN
  1335.84        500.000        97.5596                 NaN            NaN  0.623655                 NaN            NaN   1.12708                 NaN            NaN  0.689667                 NaN            NaN            NaN
  1333.33        500.000        98.0905                 NaN            NaN  0.479202                 NaN            NaN  0.899683                 NaN            NaN  0.530588                 NaN            NaN            NaN
  1330.83        500.000        97.8600                 NaN            NaN  0.526819                 NaN            NaN   1.01829                 NaN            NaN  0.594898                 NaN            NaN            NaN
  1328.32        500.000        97.8895                 NaN            NaN  0.525352                 NaN            NaN  0.998970                 NaN            NaN  0.586163                 NaN            NaN            NaN
  1325.81        500.000        97.9262                 NaN            NaN  0.505351                 NaN            NaN  0.996695                 NaN            NaN  0.571801                 NaN            NaN            NaN
  1323.31        500.000        97.7388                 NaN            NaN  0.504432                 NaN            NaN   1.06434                 NaN            NaN  0.606991       0.854813E-001            NaN            NaN
  1320.80        500.000        97.5928                 NaN            NaN  0.497270                 NaN            NaN   1.12069                 NaN            NaN  0.634062       0.155137                 NaN            NaN
  1318.30        500.000        97.6418                 NaN            NaN  0.494447                 NaN            NaN   1.09195                 NaN            NaN  0.621134       0.150635                 NaN            NaN
  1315.79        500.000        97.6919                 NaN            NaN  0.485853                 NaN            NaN   1.06932                 NaN            NaN  0.607116       0.145845                 NaN            NaN
  1313.28        500.000        97.7454                 NaN            NaN  0.475437                 NaN            NaN   1.04409                 NaN            NaN  0.593577       0.141539                 NaN            NaN
  1310.78        500.000        97.7958                 NaN            NaN  0.471813                 NaN            NaN   1.01745                 NaN            NaN  0.578449       0.136525                 NaN            NaN
  1308.27        500.000        97.8389                 NaN            NaN  0.464460                 NaN            NaN  0.996769                 NaN            NaN  0.567102       0.132742                 NaN            NaN
  1305.76        500.000        97.8851                 NaN            NaN  0.457570                 NaN            NaN  0.974271                 NaN            NaN  0.554402       0.128637                 NaN            NaN
  1303.26        500.000        97.9334                 NaN            NaN  0.447173                 NaN            NaN  0.953747                 NaN            NaN  0.541165       0.124502                 NaN            NaN
  1300.75        500.000        97.9783                 NaN            NaN  0.439362                 NaN            NaN  0.932393                 NaN            NaN  0.529171       0.120797                 NaN            NaN
  1298.25        500.000        98.0223                 NaN            NaN  0.431076                 NaN            NaN  0.913476                 NaN            NaN  0.516415       0.116775                 NaN            NaN
  1295.74        500.000        98.0647                 NaN            NaN  0.422750                 NaN            NaN  0.893796                 NaN            NaN  0.505459       0.113288                 NaN            NaN
  1293.23        500.000        98.1064                 NaN            NaN  0.413062                 NaN            NaN  0.878272                 NaN            NaN  0.492777       0.109531                 NaN            NaN
  1290.73        500.000        98.1466                 NaN            NaN  0.404698                 NaN            NaN  0.860537                 NaN            NaN  0.481984       0.106160                 NaN            NaN
  1288.22        500.000        98.1903                 NaN            NaN  0.393595                 NaN            NaN  0.843383                 NaN            NaN  0.470015       0.102737                 NaN            NaN
  1285.71        500.000        98.2302                 NaN            NaN  0.385497                 NaN            NaN  0.825860                 NaN            NaN  0.459035       0.994537E-001            NaN            NaN
  1283.21        500.000        98.2676                 NaN            NaN  0.376823                 NaN            NaN  0.810444                 NaN            NaN  0.448673       0.964727E-001            NaN            NaN
  1280.70        500.000        98.3073                 NaN            NaN  0.367290                 NaN            NaN  0.795023                 NaN            NaN  0.437287       0.930939E-001            NaN            NaN
  1278.20        500.000        98.3464                 NaN            NaN  0.358838                 NaN            NaN  0.777910                 NaN            NaN  0.426768       0.900851E-001            NaN            NaN
  1275.69        500.000        98.3858                 NaN            NaN  0.349461                 NaN            NaN  0.761312                 NaN            NaN  0.416250       0.871701E-001            NaN            NaN
  1273.18        500.000        98.4227                 NaN            NaN  0.339832                 NaN            NaN  0.747209                 NaN            NaN  0.405992       0.842685E-001            NaN            NaN
  1270.68        500.000        98.4590                 NaN            NaN  0.331005                 NaN            NaN  0.732471                 NaN            NaN  0.396027       0.814943E-001            NaN            NaN
  1268.17        500.000        98.4954                 NaN            NaN  0.322320                 NaN            NaN  0.717414                 NaN            NaN  0.386109       0.787533E-001            NaN            NaN
  1265.66        500.000        98.5292                 NaN            NaN  0.314536                 NaN            NaN  0.703288                 NaN            NaN  0.376819       0.761862E-001            NaN            NaN
  1263.16        500.000        98.5672                 NaN            NaN  0.304267                 NaN            NaN  0.688328                 NaN            NaN  0.366705       0.735226E-001            NaN            NaN
  1260.65        500.000        96.7549                 NaN            NaN  0.431963                 NaN            NaN   1.02250                 NaN            NaN  0.560728       0.130211        1.09974                 NaN
  1258.15        500.000        90.4709                 NaN            NaN  0.850568                 NaN            NaN   2.21300                 NaN            NaN   1.23095       0.324800        4.90976                 NaN
  1255.64        500.000        91.3558                 NaN            NaN  0.767170                 NaN            NaN   2.02704                 NaN            NaN   1.11944       0.291492        4.43905                 NaN
  1253.13        500.000        92.1031                 NaN            NaN  0.695679                 NaN            NaN   1.87004                 NaN            NaN   1.02395       0.263064        4.04420                 NaN
  1250.63        500.000        92.7348                 NaN            NaN  0.635889                 NaN            NaN   1.73498                 NaN            NaN  0.942265       0.238808        3.71321                 NaN
  1248.12        500.000        93.2870                 NaN            NaN  0.582342                 NaN            NaN   1.61518                 NaN            NaN  0.870251       0.217423        3.42784                 NaN
  1245.61        500.000        93.7606                 NaN            NaN  0.535954                 NaN            NaN   1.51409                 NaN            NaN  0.807216       0.198900        3.18329                 NaN
  1243.11        500.000        94.1841                 NaN            NaN  0.497586                 NaN            NaN   1.41771                 NaN            NaN  0.750845       0.182275        2.96747                 NaN
  1240.60        500.000        94.5695                 NaN            NaN  0.458551                 NaN            NaN   1.33200                 NaN            NaN  0.698824       0.167132        2.77399                 NaN
  1238.10        500.000        94.9104                 NaN            NaN  0.425496                 NaN            NaN   1.25517                 NaN            NaN  0.652343       0.153606        2.60299                 NaN
  1235.59        500.000        95.2198                 NaN            NaN  0.395194                 NaN            NaN   1.18468                 NaN            NaN  0.609839       0.141311        2.44914                 NaN
  1233.08        500.000        95.5021                 NaN            NaN  0.366781                 NaN            NaN   1.12083                 NaN            NaN  0.570714       0.130024        2.30958                 NaN
  1230.58        500.000        95.7596                 NaN            NaN  0.340993                 NaN            NaN   1.06195                 NaN            NaN  0.534772       0.119773        2.18296                 NaN
  1228.07        500.000        95.9981                 NaN            NaN  0.315938                 NaN            NaN   1.00817                 NaN            NaN  0.501412       0.110284        2.06611                 NaN
  1225.56        500.000        96.2164                 NaN            NaN  0.293078                 NaN            NaN  0.958721                 NaN            NaN  0.470724       0.101623        1.95950                 NaN
  1223.06        500.000        96.4185                 NaN            NaN  0.271132                 NaN            NaN  0.913717                 NaN            NaN  0.442222       0.935629E-001   1.86091                 NaN
  1220.55        500.000        96.6067                 NaN            NaN  0.246388                 NaN            NaN  0.875853                 NaN            NaN  0.415766       0.860639E-001   1.76927                 NaN
  1218.05        500.000        96.7844                 NaN            NaN  0.221165                 NaN            NaN  0.841551                 NaN            NaN  0.391010       0.788030E-001   1.68312                 NaN
  1215.54        500.000        83.2656                 NaN            NaN  0.719495                 NaN            NaN   2.30347                 NaN            NaN   1.51552       0.200997        6.58186        5.41309     
  1213.03        500.000        44.1999                 NaN            NaN   2.25196                 NaN            NaN   6.47588                 NaN            NaN   4.74944       0.543967        20.5811        21.1978     
  1210.53        500.000        58.3186                 NaN            NaN   1.68398                 NaN            NaN   4.85819                 NaN            NaN   3.54068       0.398406        15.3603        15.8398     
  1208.02        500.000        68.0293                 NaN            NaN   1.26232                 NaN            NaN   3.70972                 NaN            NaN   2.71037       0.302281        11.8100        12.1760     
  1205.51        500.000        69.7718                 NaN            NaN   1.22784                 NaN            NaN   3.34602                 NaN            NaN   2.56956       0.276133        11.1887        11.6199     
  1203.01        500.000        61.8067                 NaN            NaN   1.64971                 NaN            NaN   4.10898                 NaN            NaN   3.26505       0.360639        13.6175        15.1913     
  1200.50        500.000        97.4580                 NaN            NaN            NaN            NaN            NaN  0.733696                 NaN            NaN  0.922620E-001  0.871868E-002   1.70731                 NaN
  1197.99        500.000        86.0255                 NaN            NaN  0.550086                 NaN            NaN   1.59939                 NaN            NaN   1.17018       0.139865        5.36084        5.15418     
  1195.49        500.000        74.2753                 NaN            NaN   1.12663                 NaN            NaN   2.24001                 NaN            NaN   2.12694       0.231441        9.75816        10.2415     
  1192.98        500.000        93.5091                 NaN            NaN            NaN            NaN            NaN   1.13368       0.335059                 NaN  0.527048       0.484867E-001   2.43699        2.00967     
  1190.48        500.000        80.6363                 NaN            NaN            NaN            NaN            NaN  0.409746        2.52824       0.160013E-003   1.59519       0.115935        7.39969        7.31474     
  1187.97        500.000        53.4712                 NaN            NaN   1.67748                 NaN            NaN   3.66275                 NaN            NaN   3.54232       0.393504        18.8723        18.3805     
  1185.46        500.000                 NaN            NaN            NaN   3.20180                 NaN            NaN   7.91789                 NaN            NaN   7.26387       0.823344        41.3844        39.4087     
  1182.96        500.000                 NaN            NaN            NaN   3.23324                 NaN            NaN   7.87225                 NaN            NaN   7.26323       0.825199        41.3881        39.4179     
  1180.45        500.000                 NaN            NaN            NaN   3.15565                 NaN            NaN   7.99685       0.180612E-005            NaN   7.27306       0.817117        41.3597        39.3976     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0438        2.67808                 NaN   7.52358       0.579557        40.6388        38.5362     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.96190        2.76017                 NaN   7.53306       0.579769        40.6233        38.5418     
  1172.93        500.000                 NaN            NaN            NaN   3.34791                 NaN            NaN   7.70627       0.136606E-005            NaN   7.26133       0.831843        41.4008        39.4518     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2999        2.43427                 NaN   7.54244       0.575010        40.6058        38.5426     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7883       0.966736                 NaN   7.55975       0.566080        40.5771        38.5419     
  1165.41        500.000                 NaN            NaN            NaN   3.32699                 NaN            NaN   7.11163       0.618936                 NaN   7.26577       0.833167        41.3969        39.4466     
  1162.91        500.000                 NaN            NaN            NaN   3.44702                 NaN            NaN   7.56373       0.534988E-004            NaN   7.26036       0.837378        41.4099        39.4816     
  1160.40        500.000                 NaN            NaN            NaN   3.47013                 NaN            NaN   7.53061       0.437290E-004            NaN   7.26021       0.838649        41.4118        39.4886     
  1157.89        500.000                 NaN            NaN            NaN   3.49258                 NaN            NaN   7.49847       0.324936E-004            NaN   7.26010       0.839877        41.4135        39.4954     
  1155.39        500.000                 NaN            NaN            NaN   3.47050                 NaN            NaN   7.51143                 NaN            NaN   7.26623       0.843483        41.4215        39.4869     
  1152.88        500.000                 NaN            NaN            NaN   3.50581                 NaN            NaN   7.46559                 NaN            NaN   7.25663       0.845324        41.4279        39.4987     
  1150.38        500.000                 NaN            NaN            NaN   3.55542                 NaN            NaN   7.40881                 NaN            NaN   7.26003       0.843235        41.4178        39.5147     
  1147.87        500.000                 NaN            NaN            NaN   3.57566                 NaN            NaN   7.37999                 NaN            NaN   7.26006       0.844310        41.4190        39.5210     
  1145.36        500.000                 NaN            NaN            NaN   3.56465                 NaN            NaN   7.38209                 NaN            NaN   7.25670       0.848411        41.4311        39.5171     
  1142.86        500.000                 NaN            NaN            NaN   3.61460                 NaN            NaN   7.32467                 NaN            NaN   7.26020       0.846353        41.4211        39.5331     
  1140.35        500.000                 NaN            NaN            NaN   3.63334                 NaN            NaN   7.29812                 NaN            NaN   7.26033       0.847323        41.4220        39.5389     
  1137.84        500.000                 NaN            NaN            NaN   3.59455                 NaN            NaN   7.34494                 NaN            NaN   7.26004       0.848591        41.4242        39.5277     
  1135.34        500.000                 NaN            NaN            NaN   3.61460                 NaN            NaN   7.31677                 NaN            NaN   7.26014       0.849637        41.4248        39.5340     
  1132.83        500.000                 NaN            NaN            NaN   3.63256                 NaN            NaN   7.28570                 NaN            NaN   7.26533       0.850500        41.4280        39.5379     
  1130.33        500.000                 NaN            NaN            NaN   3.67261                 NaN            NaN   7.22357                 NaN            NaN   7.26139       0.854301        41.4388        39.5493     
  1127.82        500.000                 NaN            NaN            NaN   3.68741                 NaN            NaN   7.20496                 NaN            NaN   7.26212       0.854748        41.4361        39.5546     
  1125.31        500.000                 NaN            NaN            NaN   3.70363                 NaN            NaN   7.18215                 NaN            NaN   7.26205       0.855594        41.4367        39.5599     
  1122.81        500.000                 NaN            NaN            NaN   3.71952                 NaN            NaN   7.16111                 NaN            NaN   7.26329       0.855968        41.4346        39.5655     
  1120.30        500.000                 NaN            NaN            NaN   3.73381                 NaN            NaN   7.14240                 NaN            NaN   7.26325       0.856604        41.4335        39.5704     
  1117.79        500.000                 NaN            NaN            NaN   3.74821                 NaN            NaN   7.12429                 NaN            NaN   7.26389       0.857331        41.4304        39.5759     
  1115.29        500.000                 NaN            NaN            NaN   3.76382                 NaN            NaN   7.10177                 NaN            NaN   7.26360       0.858282        41.4317        39.5808     
  1112.78        500.000                 NaN            NaN            NaN   3.77839                 NaN            NaN   7.08216                 NaN            NaN   7.26376       0.858825        41.4312        39.5856     
  1110.28        500.000                 NaN            NaN            NaN   3.79249                 NaN            NaN   7.06260                 NaN            NaN   7.26390       0.859465        41.4313        39.5902     
  1107.77        500.000                 NaN            NaN            NaN   3.80692                 NaN            NaN   7.04239                 NaN            NaN   7.26356       0.860117        41.4324        39.5946     
  1105.26        500.000                 NaN            NaN            NaN   3.81435                 NaN            NaN   7.03406                 NaN            NaN   7.26527       0.859899        41.4286        39.5979     
  1102.76        500.000                 NaN            NaN            NaN   3.87003                 NaN            NaN   6.96701                 NaN            NaN   7.26547       0.858751        41.4232        39.6155     
  1100.25        500.000                 NaN            NaN            NaN   3.88320                 NaN            NaN   6.94896                 NaN            NaN   7.26604       0.859315        41.4225        39.6200     
  1097.74        500.000                 NaN            NaN            NaN   3.89612                 NaN            NaN   6.93128                 NaN            NaN   7.26665       0.859861        41.4217        39.6243     
  1095.24        500.000                 NaN            NaN            NaN   3.90881                 NaN            NaN   6.91398                 NaN            NaN   7.26727       0.860388        41.4209        39.6287     
  1092.73        500.000                 NaN            NaN            NaN   3.92124                 NaN            NaN   6.89707                 NaN            NaN   7.26793       0.860896        41.4199        39.6330     
  1090.23        500.000                 NaN            NaN            NaN   3.93343                 NaN            NaN   6.88053                 NaN            NaN   7.26861       0.861384        41.4189        39.6372     
  1087.72        500.000                 NaN            NaN            NaN   3.94553                 NaN            NaN   6.86413                 NaN            NaN   7.26930       0.861870        41.4178        39.6414     
  1085.21        500.000                 NaN            NaN            NaN   3.95733                 NaN            NaN   6.84820                 NaN            NaN   7.27002       0.862331        41.4166        39.6455     
  1082.71        500.000                 NaN            NaN            NaN   3.96888                 NaN            NaN   6.83267                 NaN            NaN   7.27078       0.862768        41.4153        39.6496     
  1080.20        500.000                 NaN            NaN            NaN   3.98026                 NaN            NaN   6.81739                 NaN            NaN   7.27155       0.863195        41.4140        39.6536     
  1077.69        500.000                 NaN            NaN            NaN   3.99148                 NaN            NaN   6.80236                 NaN            NaN   7.27235       0.863610        41.4126        39.6576     
  1075.19        500.000                 NaN            NaN            NaN   4.00252                 NaN            NaN   6.78762                 NaN            NaN   7.27316       0.864012        41.4112        39.6615     
  1072.68        500.000                 NaN            NaN            NaN   4.01335                 NaN            NaN   6.77322                 NaN            NaN   7.27401       0.864393        41.4096        39.6654     
  1070.18        500.000                 NaN            NaN            NaN   4.02398                 NaN            NaN   6.75912                 NaN            NaN   7.27488       0.864761        41.4080        39.6693     
  1067.67        500.000                 NaN            NaN            NaN   4.03446                 NaN            NaN   6.74528                 NaN            NaN   7.27578       0.865113        41.4063        39.6731     
  1065.16        500.000                 NaN            NaN            NaN   4.04476                 NaN            NaN   6.73169                 NaN            NaN   7.27669       0.865456        41.4045        39.6769     
  1062.66        500.000                 NaN            NaN            NaN   4.05492                 NaN            NaN   6.71836                 NaN            NaN   7.27763       0.865782        41.4027        39.6806     
  1060.15        500.000                 NaN            NaN            NaN   4.06493                 NaN            NaN   6.70525                 NaN            NaN   7.27859       0.866099        41.4008        39.6844     
  1057.64        500.000                 NaN            NaN            NaN   4.07436                 NaN            NaN   6.69312                 NaN            NaN   7.27965       0.866349        41.3986        39.6879     
  1055.14        500.000                 NaN            NaN            NaN   3.99233                 NaN            NaN   6.84077                 NaN            NaN   7.29749       0.854699        41.3457        39.6690     
  1052.63        500.000                 NaN            NaN            NaN   4.09397                 NaN            NaN   6.66751                 NaN            NaN   7.28162       0.866963        41.3946        39.6953     
  1050.13        500.000                 NaN            NaN            NaN   4.10332                 NaN            NaN   6.65547                 NaN            NaN   7.28269       0.867221        41.3924        39.6989     
  1047.62        500.000                 NaN            NaN            NaN   4.11257                 NaN            NaN   6.64359                 NaN            NaN   7.28377       0.867472        41.3902        39.7024     
  1045.11        500.000                 NaN            NaN            NaN   4.12147                 NaN            NaN   6.63239                 NaN            NaN   7.28496       0.867668        41.3876        39.7059     
  1042.61        500.000                 NaN            NaN            NaN   4.13048                 NaN            NaN   6.62079                 NaN            NaN   7.28604       0.867914        41.3853        39.7094     
  1040.10        500.000                 NaN            NaN            NaN   4.13938                 NaN            NaN   6.60946                 NaN            NaN   7.28719       0.868137        41.3829        39.7129     
  1037.59        500.000                 NaN            NaN            NaN   4.07237                 NaN            NaN   6.73346                 NaN            NaN   7.30302       0.857803        41.3352        39.6982     
  1035.09        500.000                 NaN            NaN            NaN   4.15545                 NaN            NaN   6.58987                 NaN            NaN   7.28981       0.868358        41.3770        39.7195     
  1032.58        500.000                 NaN            NaN            NaN   4.16524                 NaN            NaN   6.57689                 NaN            NaN   7.29079       0.868724        41.3751        39.7232     
  1030.08        500.000                 NaN            NaN            NaN   4.17358                 NaN            NaN   6.56649                 NaN            NaN   7.29204       0.868892        41.3724        39.7266     
  1027.57        500.000                 NaN            NaN            NaN   4.17916                 NaN            NaN   6.56123                 NaN            NaN   7.29385       0.868638        41.3677        39.7294     
  1025.06        500.000                 NaN            NaN            NaN   4.14420                 NaN            NaN   6.60019                 NaN            NaN   7.29205       0.870854        41.3732        39.7195     
  1022.56        500.000                 NaN            NaN            NaN   4.15424                 NaN            NaN   6.58793                 NaN            NaN   7.29352       0.870783        41.3702        39.7233     
  1020.05        500.000                 NaN            NaN            NaN   4.15862                 NaN            NaN   6.58245                 NaN            NaN   7.29520       0.870719        41.3676        39.7254     
  1017.54        500.000                 NaN            NaN            NaN   4.16605                 NaN            NaN   6.57421                 NaN            NaN   7.29608       0.870802        41.3643        39.7286     
