|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1035.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.79150        6.58524                 NaN   8.26683        45.1447        1.39893        32.8128     
  1034.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.56275        6.82684                 NaN   8.26735        45.1303        1.39702        32.8158     
  1032.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.00468        5.40884                 NaN   8.28527        45.0927        1.38872        32.8198     
  1031.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.81767        5.60293                 NaN   8.29133        45.0802        1.38612        32.8217     
  1029.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.990117E-001   3.98322        8.28482        8.30822        45.1253        1.38740        32.8120     
  1027.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83311        6.60546                 NaN   8.30524        45.0530        1.37861        32.8246     
  1026.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.62541        5.80965                 NaN   8.30666        45.0565        1.37822        32.8236     
  1024.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94095        6.48889                 NaN   8.30302        45.0651        1.37991        32.8221     
  1023.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.66630        6.70795                 NaN   8.25343        45.1485        1.40764        32.8162     
  1021.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.15660        6.29025                 NaN   8.31288        45.0398        1.37482        32.8257     
  1020.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.33758        7.10872                 NaN   8.30957        45.0403        1.37709        32.8267     
  1018.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.46256        6.99251                 NaN   8.31621        45.0268        1.37360        32.8283     
  1017.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.54435        6.91615                 NaN   8.32029        45.0184        1.37147        32.8293     
  1015.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.60377        6.85878                 NaN   8.32214        45.0150        1.37062        32.8297     
  1013.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.66264        6.80200                 NaN   8.32403        45.0114        1.36976        32.8301     
  1012.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71930        6.74746                 NaN   8.32594        45.0079        1.36889        32.8305     
  1010.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77433        6.69460                 NaN   8.32788        45.0042        1.36799        32.8310     
  1009.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06930        6.39892                 NaN   8.32933        45.0044        1.36744        32.8306     
  1007.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.10202        6.36868                 NaN   8.33142        45.0003        1.36646        32.8311     
  1006.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.12061        6.35274                 NaN   8.33355        44.9960        1.36546        32.8316     
  1004.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.13423        6.34185                 NaN   8.33569        44.9916        1.36445        32.8322     
  1003.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.15353        6.32497                 NaN   8.33771        44.9876        1.36351        32.8326     
  1001.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17045        6.31032                 NaN   8.33967        44.9839        1.36258        32.8331     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18667        6.29648                 NaN   8.34167        44.9800        1.36165        32.8335     
