|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1330.22        2500.00                 NaN   99.4383                 NaN            NaN            NaN  0.125634E-002  0.127123       0.242875                 NaN  0.190458                 NaN            NaN            NaN
  1328.67        2500.00                 NaN   99.4451                 NaN            NaN            NaN  0.104041E-002  0.241603       0.124405                 NaN  0.187892                 NaN            NaN            NaN
  1327.12        2500.00                 NaN   99.4516                 NaN            NaN            NaN  0.860875E-003  0.240320       0.121774                 NaN  0.185486                 NaN            NaN            NaN
  1325.57        2500.00                 NaN   99.4582                 NaN            NaN            NaN  0.646890E-003  0.119149       0.239026                 NaN  0.182932                 NaN            NaN            NaN
  1324.02        2500.00                 NaN   99.4645                 NaN            NaN            NaN  0.465989E-003  0.116588       0.237818                 NaN  0.180614                 NaN            NaN            NaN
  1322.47        2500.00                 NaN   99.4706                 NaN            NaN            NaN  0.298720E-003  0.236377       0.114427                 NaN  0.178334                 NaN            NaN            NaN
  1320.92        2500.00                 NaN   99.4743                 NaN            NaN            NaN  0.133046E-003  0.112021       0.236493                 NaN  0.177074                 NaN            NaN            NaN
  1319.37        2500.00                 NaN   79.4160                 NaN            NaN            NaN  0.903833E-001   1.82169        2.79502                 NaN   2.58139        13.2955                 NaN            NaN
  1317.82        2500.00                 NaN   75.8249                 NaN            NaN            NaN  0.989681E-001   3.25593        2.10113                 NaN   2.99116        15.7279                 NaN            NaN
  1316.27        2500.00                 NaN   80.3038                 NaN            NaN            NaN  0.742847E-001   2.68135        1.70039                 NaN   2.43951        12.8007                 NaN            NaN
  1314.72        2500.00                 NaN   83.4400                 NaN            NaN            NaN  0.573336E-001   2.27700        1.42041                 NaN   2.05351        10.7518                 NaN            NaN
  1313.17        2500.00                 NaN   85.7516                 NaN            NaN            NaN  0.449587E-001   1.21053        1.98173                 NaN   1.76941        9.24177                 NaN            NaN
  1311.62        2500.00                 NaN   87.5135                 NaN            NaN            NaN  0.353203E-001   1.04890        1.75888                 NaN   1.55300        8.09041                 NaN            NaN
  1310.07        2500.00                 NaN   88.9071                 NaN            NaN            NaN  0.280226E-001  0.920366        1.58237                 NaN   1.38205        7.18014                 NaN            NaN
  1308.52        2500.00                 NaN   90.0225                 NaN            NaN            NaN  0.220662E-001  0.815685        1.44316                 NaN   1.24526        6.45132                 NaN            NaN
  1306.97        2500.00                 NaN   90.9426                 NaN            NaN            NaN  0.172825E-001   1.32865       0.728517                 NaN   1.13250        5.85042                 NaN            NaN
  1305.42        2500.00                 NaN   91.7103                 NaN            NaN            NaN  0.132081E-001   1.23575       0.653485                 NaN   1.03846        5.34884                 NaN            NaN
  1303.87        2500.00                 NaN   92.3645                 NaN            NaN            NaN  0.983366E-002  0.588454        1.15743                 NaN  0.958366        4.92143                 NaN            NaN
  1302.32        2500.00                 NaN   92.9245                 NaN            NaN            NaN  0.691057E-002  0.530966        1.09206                 NaN  0.889699        4.55584                 NaN            NaN
  1300.77        2500.00                 NaN   93.4037                 NaN            NaN            NaN  0.432719E-002  0.478653        1.03956                 NaN  0.831036        4.24271                 NaN            NaN
  1299.22        2500.00                 NaN   93.8278                 NaN            NaN            NaN  0.215835E-002  0.431014       0.994083                 NaN  0.779079        3.96587                 NaN            NaN
  1297.67        2500.00                 NaN   89.8408                 NaN            NaN            NaN  0.106137E-001   1.48693       0.861293                 NaN   1.32560        6.47477                 NaN            NaN
  1296.12        2500.00                 NaN   98.9401                 NaN            NaN            NaN            NaN  0.164735       0.360245E-001            NaN  0.943455E-001  0.764828                 NaN            NaN
  1294.57        2500.00                 NaN   95.0002                 NaN            NaN            NaN            NaN  0.284558       0.876349                 NaN  0.638414        3.20051                 NaN            NaN
  1293.02        2500.00                 NaN   92.1780                 NaN            NaN            NaN            NaN  0.656878        1.12447                 NaN  0.999001        5.04168                 NaN            NaN
  1291.47        2500.00                 NaN   95.8037                 NaN            NaN            NaN            NaN  0.776911       0.255546                 NaN  0.564462        2.59936                 NaN            NaN
  1289.92        2500.00                 NaN   95.5997                 NaN            NaN            NaN  0.272774E-001  0.841066                 NaN            NaN  0.579440        2.95256                 NaN            NaN
  1288.37        2500.00                 NaN   98.3849                 NaN            NaN            NaN            NaN  0.434647                 NaN            NaN  0.190391       0.990017                 NaN            NaN
  1286.81        2500.00                 NaN   96.1642                 NaN            NaN            NaN            NaN  0.428778       0.453987                 NaN  0.483678        2.46939                 NaN            NaN
  1285.26        2500.00                 NaN   95.7556                 NaN            NaN            NaN            NaN  0.987596                 NaN            NaN  0.569694        2.68714                 NaN            NaN
  1283.71        2500.00                 NaN   96.6470                 NaN            NaN            NaN            NaN  0.570039       0.198680                 NaN  0.418747        2.16554                 NaN            NaN
  1282.16        2500.00                 NaN   95.5114                 NaN            NaN            NaN  0.452383E-001  0.507601       0.431541                 NaN  0.647292        2.85693                 NaN            NaN
  1280.61        2500.00                 NaN   1.24419        83.8561                 NaN            NaN  0.673669E-002   1.43465        1.52662                 NaN   1.90993        9.64947       0.372256                 NaN
  1279.06        2500.00                 NaN   1.20881        98.5185                 NaN            NaN            NaN  0.124844E-001  0.388560E-001            NaN  0.335020E-001  0.177084       0.107821E-001            NaN
  1277.51        2500.00                 NaN   99.9241                 NaN            NaN            NaN  0.170866E-002  0.996881E-002            NaN            NaN  0.129435E-001  0.512941E-001            NaN            NaN
  1275.96        2500.00                 NaN   99.9907                 NaN            NaN            NaN            NaN  0.680671E-002            NaN            NaN  0.124542E-002            NaN  0.123251E-002            NaN
  1274.41        2500.00                 NaN   99.9871                 NaN            NaN            NaN            NaN  0.931389E-002            NaN            NaN  0.173786E-002            NaN  0.182124E-002            NaN
  1272.86        2500.00                 NaN   99.7485                 NaN            NaN            NaN            NaN  0.198504E-001  0.384004E-001            NaN  0.218167E-001  0.158985       0.124544E-001            NaN
  1271.31        2500.00                 NaN   86.3920                 NaN            NaN            NaN            NaN   2.39934       0.161383E-005            NaN   1.63972        9.11211       0.456813                 NaN
  1269.76        2500.00                 NaN   99.5757                 NaN            NaN            NaN            NaN  0.724479E-001            NaN            NaN  0.505084E-001  0.287020       0.143623E-001            NaN
  1268.21        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.251613E-005            NaN            NaN
  1266.66        2500.00                 NaN   94.9842                 NaN            NaN            NaN            NaN  0.442700       0.559775                 NaN  0.692835        3.16252       0.158019                 NaN
  1265.11        2500.00                 NaN   96.8158                 NaN            NaN            NaN            NaN  0.250713       0.282984                 NaN  0.356202        2.22149       0.727690E-001            NaN
  1263.56        2500.00                 NaN   93.9713                 NaN            NaN            NaN            NaN  0.995065                 NaN            NaN  0.654753        4.16682       0.212052                 NaN
  1262.01        2500.00                 NaN   99.9954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.218266E-002  0.108067E-002  0.133422E-002            NaN
  1260.46        2500.00                 NaN   99.6460                 NaN            NaN            NaN            NaN  0.586867E-001            NaN            NaN  0.370458E-001  0.245838       0.124402E-001            NaN
  1258.91        2500.00                 NaN   93.9737                 NaN            NaN            NaN            NaN  0.985805       0.472543E-001            NaN  0.725402        4.07657       0.191232                 NaN
  1257.36        2500.00                 NaN   95.2617                 NaN            NaN            NaN            NaN  0.595136       0.165471                 NaN  0.548493        3.27166       0.157590                 NaN
  1255.81        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN  0.132742E-005  0.755749E-005  0.573076E-005  0.102306E-004  0.560018E-004  0.198005E-005            NaN
  1254.26        2500.00                 NaN   99.9997                 NaN            NaN            NaN            NaN  0.671468E-005  0.421237E-004            NaN  0.336577E-004  0.170501E-003  0.920942E-005            NaN
  1252.71        2500.00                 NaN   94.5984                 NaN            NaN            NaN            NaN  0.930584                 NaN            NaN  0.647356        3.65914       0.164477                 NaN
  1251.16        2500.00                 NaN   97.6467                 NaN            NaN            NaN            NaN  0.777310E-001  0.321123       0.108980E-003  0.297304        1.59281       0.642413E-001            NaN
  1249.61        2500.00                 NaN   97.9989                 NaN            NaN            NaN            NaN  0.387949       0.455243E-005            NaN  0.286871        1.24289       0.833656E-001            NaN
  1248.06        2500.00                 NaN   98.3221                 NaN            NaN            NaN            NaN  0.151943                 NaN            NaN  0.136606        1.35174       0.375965E-001            NaN
  1246.51        2500.00                 NaN   97.3175                 NaN            NaN            NaN            NaN  0.481322                 NaN            NaN  0.301195        1.81677       0.831869E-001            NaN
  1244.96        2500.00                 NaN   96.9874                 NaN            NaN            NaN            NaN  0.235888       0.233913                 NaN  0.337437        2.10858       0.968244E-001            NaN
  1243.41        2500.00                 NaN   98.7713                 NaN            NaN            NaN            NaN  0.983354E-001            NaN            NaN  0.101589       0.707789       0.250577E-001  0.295913     
  1241.85        2500.00                 NaN   99.6838                 NaN            NaN            NaN            NaN  0.313062E-001  0.297349E-002            NaN  0.244123E-001  0.159972       0.782699E-002  0.897329E-001
  1240.30        2500.00                 NaN   96.7958                 NaN            NaN            NaN            NaN  0.196551E-001  0.193443                 NaN  0.228242        1.66877       0.522937E-001   1.04176     
  1238.75        2500.00                 NaN   76.2163                 NaN            NaN            NaN            NaN   2.06294                 NaN            NaN   1.94797        13.0125       0.410807        6.34951     
  1237.20        2500.00                 NaN   29.9485                 NaN            NaN            NaN            NaN   4.96734                 NaN            NaN   5.14262        35.2100       0.879636        23.8519     
  1235.65        2500.00                 NaN   32.6343                 NaN            NaN            NaN            NaN  0.561195        4.60598                 NaN   4.98388        33.4151       0.746066        23.0534     
  1234.10        2500.00                 NaN            NaN            NaN            NaN            NaN  0.292715        7.38171                 NaN            NaN   7.58930        48.7993       0.933288        35.0037     
  1232.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.265696        7.53821                 NaN            NaN   7.60620        48.7414       0.926320        34.9222     
  1231.00        2500.00                 NaN            NaN            NaN            NaN            NaN  0.245438        7.65294                 NaN            NaN   7.61616        48.7034       0.921464        34.8606     
  1229.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.219932        7.79754                 NaN            NaN   7.63108        48.6533       0.915347        34.7828     
  1227.90        2500.00                 NaN            NaN            NaN            NaN            NaN  0.177506        8.04199                 NaN            NaN   7.65582        48.5670       0.904246        34.6534     
  1226.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.154313        7.75813       0.412808                 NaN   7.66793        48.5260       0.898902        34.5819     
  1224.80        2500.00                 NaN            NaN            NaN            NaN            NaN  0.117430        8.37995                 NaN            NaN   7.68787        48.4562       0.889916        34.4686     
  1223.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.629297E-001   8.67726                 NaN            NaN   7.70988        48.3726       0.879223        34.2981     
  1221.70        2500.00                 NaN            NaN            NaN            NaN            NaN  0.216147E-001   8.91394                 NaN            NaN   7.73218        48.2919       0.868580        34.1717     
  1220.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03535                 NaN            NaN   7.74392        48.2515       0.863733        34.1055     
  1218.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.20294        1.82736                 NaN   7.74262        48.2573       0.864670        34.1051     
  1217.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.333121E-001   2.31001        6.53048                 NaN   7.72781        48.3166       0.872730        34.2090     
  1215.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03727                 NaN            NaN   7.75036        48.2409       0.862736        34.1087     
  1213.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03813                 NaN            NaN   7.75254        48.2370       0.862424        34.1099     
  1212.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03898                 NaN            NaN   7.75472        48.2332       0.862118        34.1110     
  1210.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03986                 NaN            NaN   7.75689        48.2293       0.861803        34.1122     
  1209.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04076                 NaN            NaN   7.75907        48.2253       0.861485        34.1133     
  1207.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04169                 NaN            NaN   7.76125        48.2214       0.861159        34.1145     
  1206.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04265                 NaN            NaN   7.76343        48.2174       0.860829        34.1157     
  1204.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04363                 NaN            NaN   7.76562        48.2134       0.860493        34.1169     
  1203.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04465                 NaN            NaN   7.76778        48.2094       0.860159        34.1180     
  1201.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04567                 NaN            NaN   7.76999        48.2053       0.859808        34.1192     
  1200.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04672                 NaN            NaN   7.77218        48.2012       0.859457        34.1204     
  1198.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.84119        6.20119                 NaN   7.76678        48.2104       0.860113        34.1203     
  1196.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83750        6.20651                 NaN   7.76922        48.2055       0.859625        34.1216     
  1195.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83243        6.21323                 NaN   7.77165        48.2006       0.859135        34.1230     
  1193.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82809        6.21922                 NaN   7.77409        48.1957       0.858641        34.1243     
  1192.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82226        6.22672                 NaN   7.77652        48.1907       0.858143        34.1257     
  1190.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.81636        6.23430                 NaN   7.77896        48.1857       0.857643        34.1270     
  1189.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.80864        6.24372                 NaN   7.78140        48.1807       0.857140        34.1284     
  1187.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.80269        6.25139                 NaN   7.78384        48.1757       0.856633        34.1297     
  1186.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.79477        6.26103                 NaN   7.78629        48.1707       0.856124        34.1311     
  1184.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.26174        2.79591                 NaN   7.78883        48.1655       0.855593        34.1325     
  1182.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.25292        2.80672                 NaN   7.79148        48.1599       0.855037        34.1339     
  1181.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.24500        2.81666                 NaN   7.79413        48.1544       0.854478        34.1354     
  1179.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23730        2.82640                 NaN   7.79680        48.1488       0.853914        34.1368     
  1178.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23077        2.83499                 NaN   7.79946        48.1432       0.853346        34.1383     
  1176.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78448        2.29529                 NaN   7.81296        48.1153       0.849750        34.1423     
  1175.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79194        2.28998                 NaN   7.81569        48.1095       0.849154        34.1437     
  1173.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79828        2.28582                 NaN   7.81843        48.1037       0.848554        34.1452     
  1172.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80318        2.28313                 NaN   7.82118        48.0979       0.847950        34.1467     
  1170.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80650        2.28203                 NaN   7.82392        48.0920       0.847343        34.1482     
  1168.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80816        2.28259                 NaN   7.82667        48.0862       0.846732        34.1497     
  1167.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09296                 NaN            NaN   7.82943        48.0803       0.846118        34.1512     
  1165.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80626        2.28901                 NaN   7.83217        48.0744       0.845500        34.1527     
  1164.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80245        2.29511                 NaN   7.83493        48.0684       0.844879        34.1542     
  1162.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79668        2.30318                 NaN   7.83769        48.0625       0.844254        34.1557     
  1161.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78887        2.31330                 NaN   7.84044        48.0565       0.843626        34.1572     
  1159.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.77886        2.32564                 NaN   7.84320        48.0506       0.842995        34.1587     
  1158.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.76832        2.33842                 NaN   7.84591        48.0447       0.842379        34.1602     
  1156.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.75347        2.35564                 NaN   7.84869        48.0387       0.841736        34.1618     
  1155.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.73614        2.37539                 NaN   7.85147        48.0326       0.841090        34.1633     
  1153.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.71621        2.39774                 NaN   7.85425        48.0265       0.840442        34.1649     
  1151.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.69362        2.42277                 NaN   7.85704        48.0204       0.839791        34.1664     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.66823        2.45062                 NaN   7.85982        48.0142       0.839137        34.1680     
  1148.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63994        2.48138                 NaN   7.86261        48.0081       0.838479        34.1695     
  1147.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.60853        2.51527                 NaN   7.86539        48.0019       0.837819        34.1711     
  1145.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.57398        2.55233                 NaN   7.86818        47.9957       0.837157        34.1726     
  1144.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.53614        2.59268                 NaN   7.87096        47.9895       0.836492        34.1742     
  1142.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.49478        2.63656                 NaN   7.87375        47.9833       0.835825        34.1758     
  1141.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.45264        2.68124                 NaN   7.87654        47.9771       0.835151        34.1773     
  1139.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.40260        2.73372                 NaN   7.87924        47.9711       0.834503        34.1789     
  1137.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.34962        2.78929                 NaN   7.88204        47.9648       0.833824        34.1805     
  1136.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.14939                 NaN            NaN   7.89049        47.9448       0.831330        34.1839     
  1134.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.14922                 NaN            NaN   7.89154        47.9431       0.831296        34.1848     
  1133.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.92052        6.22574                 NaN   7.89031        47.9466       0.831780        34.1850     
  1131.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96352        6.18516                 NaN   7.89305        47.9406       0.831096        34.1865     
  1130.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00911        6.14200                 NaN   7.89579        47.9347       0.830410        34.1880     
  1128.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.05731        6.09623                 NaN   7.89852        47.9287       0.829722        34.1896     
  1127.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.10803        6.04794                 NaN   7.90125        47.9227       0.829033        34.1911     
  1125.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.16096        5.99746                 NaN   7.90397        47.9167       0.828341        34.1926     
  1124.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62000        5.52741                 NaN   7.89746        47.9332       0.831013        34.1909     
  1122.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67060        5.47938                 NaN   7.90022        47.9270       0.830296        34.1925     
  1120.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72684        5.42568                 NaN   7.90294        47.9209       0.829590        34.1940     
  1119.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68547        5.46976                 NaN   7.90584        47.9145       0.828829        34.1956     
  1117.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.65112        5.50686                 NaN   7.90876        47.9080       0.828061        34.1972     
  1116.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17050                 NaN            NaN   7.91842        47.8846       0.825240        34.2012     
  1114.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17441                 NaN            NaN   7.92206        47.8762       0.824215        34.2031     
  1113.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17846                 NaN            NaN   7.92591        47.8676       0.823091        34.2049     
  1111.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.19138                 NaN            NaN   7.93555        47.8441       0.819955        34.2090     
  1110.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.19030                 NaN            NaN   7.93594        47.8440       0.820079        34.2097     
  1108.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.18453                 NaN            NaN   7.93263        47.8521       0.821455        34.2093     
  1106.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.32336        5.85983                 NaN   7.93256        47.8527       0.821740        34.2099     
  1105.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42269        5.76557                 NaN   7.93773        47.8424       0.819852        34.2117     
  1103.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50968        5.67844                 NaN   7.93855        47.8409       0.819813        34.2126     
  1102.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.430461        2.23169        6.52251        7.93462        47.8463       0.821252        34.2131     
  1100.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67034        5.51918                 NaN   7.94126        47.8351       0.819322        34.2148     
  1099.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20683                 NaN            NaN   7.95384        47.8036       0.815595        34.2201     
  1097.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20037                 NaN            NaN   7.94998        47.8129       0.817180        34.2196     
  1096.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.21971                 NaN            NaN   7.96472        47.7785       0.812142        34.2249     
  1094.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22180                 NaN            NaN   7.96779        47.7727       0.811256        34.2264     
  1093.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22655                 NaN            NaN   7.97134        47.7632       0.810445        34.2285     
  1091.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.38318        7.84506                 NaN   7.97395        47.7589       0.809459        34.2294     
  1089.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34298       0.891646                 NaN   7.97826        47.7464       0.808448        34.2323     
  1088.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.17597        1.05407                 NaN   7.97571        47.7525       0.809525        34.2322     
  1086.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.38114       0.849099                 NaN   7.97673        47.7505       0.809418        34.2331     
  1085.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.48510       0.742037                 NaN   7.97528        47.7541       0.810150        34.2334     
  1083.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.769575        8.45814                 NaN   7.97636        47.7515       0.809967        34.2345     
  1082.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.32524        3.89241       0.153358E-003   7.96796        47.7693       0.811799        34.2332     
  1080.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.38948        3.82863                 NaN   7.96868        47.7673       0.811694        34.2342     
  1079.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.45710        3.76265                 NaN   7.97009        47.7633       0.811266        34.2356     
  1077.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52181        3.69960                 NaN   7.97151        47.7593       0.810836        34.2369     
  1075.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.58374        3.63933                 NaN   7.97293        47.7553       0.810408        34.2383     
  1074.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.64279        3.58195                 NaN   7.97436        47.7512       0.809978        34.2397     
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.69901        3.52741                 NaN   7.97578        47.7472       0.809551        34.2410     
  1071.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.75269        3.47541                 NaN   7.97721        47.7431       0.809121        34.2424     
  1069.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.80363        3.42616                 NaN   7.97864        47.7391       0.808693        34.2438     
  1068.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.85206        3.37944                 NaN   7.98009        47.7350       0.808260        34.2452     
  1066.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.35748        2.86293                 NaN   7.96513        47.7572       0.812479        34.2448     
  1065.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.40679        2.81836                 NaN   7.96952        47.7473       0.811243        34.2468     
  1063.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.29117        2.94339                 NaN   7.98198        47.7268       0.807668        34.2490     
  1062.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36067        2.87916                 NaN   7.98689        47.7159       0.806326        34.2511     
  1060.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.44839        2.79728                 NaN   7.99238        47.7036       0.804924        34.2535     
  1058.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06745        1.49891        1.69455        8.00398        47.6758       0.801477        34.2579     
  1057.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94570        2.35838                 NaN   8.04267        47.5947       0.790267        34.2683     
  1055.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83182        6.47357                 NaN   8.04381        47.5912       0.789949        34.2696     
  1054.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68778        5.61883                 NaN   8.04502        47.5878       0.789626        34.2709     
  1052.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.60486        3.70367                 NaN   8.04679        47.5832       0.789127        34.2723     
  1051.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97524        5.30775                 NaN   8.02817        47.6263       0.795244        34.2673     
  1049.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.73826        4.54083                 NaN   8.02279        47.6324       0.797127        34.2686     
  1048.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.08781        3.22806                 NaN   8.05290        47.5668       0.787349        34.2771     
  1046.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.90387        5.40533                 NaN   8.04810        47.5770       0.789038        34.2766     
  1044.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79796        5.51328                 NaN   8.04972        47.5723       0.788569        34.2781     
  1043.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.64609        5.66613                 NaN   8.05102        47.5692       0.788318        34.2793     
  1041.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.48085        3.83215                 NaN   8.05236        47.5664       0.787978        34.2803     
  1040.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.04959        2.08806        5.01001        7.94512        47.8472       0.819414        34.2406     
