|6.6.6
Archiving\03_Data\frac/QFM_m3.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1558.90        2500.00        99.1165                 NaN            NaN  0.100406                 NaN  0.783066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1291                 NaN            NaN  0.130925                 NaN  0.740013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1392                 NaN            NaN  0.110450                 NaN  0.750310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1490                 NaN            NaN  0.109796                 NaN  0.741180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1625                 NaN            NaN  0.106133                 NaN  0.731364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1757                 NaN            NaN  0.104073                 NaN  0.720241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1857                 NaN            NaN  0.104071                 NaN  0.710276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1939                 NaN            NaN  0.101575                 NaN  0.704551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2011                 NaN            NaN  0.976202E-001            NaN  0.701251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2215                 NaN            NaN  0.981755E-001            NaN  0.680352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2274                 NaN            NaN  0.964991E-001            NaN  0.676104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2326                 NaN            NaN  0.905283E-001            NaN  0.676878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2438                 NaN            NaN  0.929352E-001            NaN  0.663286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1282                 NaN            NaN  0.107318                 NaN  0.764524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3885                 NaN            NaN  0.702529E-001            NaN  0.541211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2695                 NaN            NaN  0.843579E-001            NaN  0.646186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2793                 NaN            NaN  0.835719E-001            NaN  0.637102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2867                 NaN            NaN  0.820876E-001            NaN  0.631237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2941                 NaN            NaN  0.776133E-001            NaN  0.628239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2992                 NaN            NaN  0.746876E-001            NaN  0.626158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.3104                 NaN            NaN  0.749145E-001            NaN  0.614717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.3161                 NaN            NaN  0.737890E-001            NaN  0.610119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3169                 NaN            NaN  0.647944E-001            NaN  0.590586       0.277029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1908                 NaN            NaN  0.112594E-004            NaN  0.611991E-001  0.747999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1837                 NaN            NaN  0.614470E-002            NaN  0.509949E-002  0.805030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1858                 NaN            NaN            NaN            NaN  0.210463E-002  0.812143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1944                 NaN            NaN            NaN            NaN  0.803828E-001  0.725169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1931                 NaN            NaN            NaN            NaN            NaN  0.806893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1972                 NaN            NaN            NaN            NaN            NaN  0.802848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1990                 NaN            NaN            NaN            NaN            NaN  0.800966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2036                 NaN            NaN            NaN            NaN            NaN  0.796429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2055                 NaN            NaN            NaN            NaN            NaN  0.794502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2070                 NaN            NaN            NaN            NaN            NaN  0.793032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2080                 NaN            NaN            NaN            NaN            NaN  0.791983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2090                 NaN            NaN            NaN            NaN            NaN  0.791043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2081                 NaN            NaN            NaN            NaN            NaN  0.791874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2064                 NaN            NaN            NaN            NaN            NaN  0.793625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.2042                 NaN            NaN            NaN            NaN            NaN  0.795771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1989                 NaN            NaN            NaN            NaN            NaN  0.801116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1931                 NaN            NaN            NaN            NaN            NaN  0.806893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1861                 NaN            NaN            NaN            NaN            NaN  0.813912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1723                 NaN            NaN            NaN            NaN            NaN  0.827705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1562                 NaN            NaN            NaN            NaN            NaN  0.843762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1336                 NaN            NaN            NaN            NaN            NaN  0.866403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.1036                 NaN            NaN            NaN            NaN            NaN  0.896396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8669                 NaN            NaN            NaN            NaN            NaN  0.831909       0.301185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8509                 NaN            NaN            NaN            NaN            NaN  0.926642       0.222445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8651                 NaN            NaN            NaN            NaN            NaN  0.912530       0.222412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8764                 NaN            NaN            NaN            NaN            NaN  0.220720       0.902853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8880                 NaN            NaN            NaN            NaN            NaN  0.214034       0.897926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9008                 NaN            NaN            NaN            NaN            NaN  0.882368       0.216794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9120                 NaN            NaN            NaN            NaN            NaN  0.214076       0.873941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9217                 NaN            NaN  0.775903E-004            NaN            NaN  0.866748       0.211464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9333                 NaN            NaN  0.744688E-005            NaN            NaN  0.858623       0.208034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9437                 NaN            NaN            NaN            NaN            NaN  0.209855       0.846455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9527                 NaN            NaN            NaN            NaN            NaN  0.845660       0.201612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7744                 NaN            NaN            NaN            NaN            NaN  0.302994       0.822333                 NaN            NaN  0.100317                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2642                 NaN            NaN            NaN            NaN            NaN   1.13929       0.675088                 NaN            NaN  0.921409                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3360                 NaN            NaN  0.254639E-003            NaN            NaN   1.11375       0.653896                 NaN            NaN  0.896126                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.3897                 NaN            NaN  0.835719E-001            NaN            NaN  0.920563       0.712274                 NaN            NaN  0.893938                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.3979                 NaN            NaN  0.407328                 NaN            NaN  0.221514        1.01764                 NaN            NaN  0.955609                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.4707                 NaN            NaN  0.404128                 NaN            NaN   1.00657       0.188567                 NaN            NaN  0.930059                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.5392                 NaN            NaN  0.401261                 NaN            NaN  0.998447       0.155104                 NaN            NaN  0.905959                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.6033                 NaN            NaN  0.398296                 NaN            NaN  0.991234       0.123897                 NaN            NaN  0.883244                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6675                 NaN            NaN  0.404056                 NaN            NaN  0.946071E-001  0.968937                 NaN            NaN  0.864855                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7388                 NaN            NaN  0.383846                 NaN            NaN  0.966236       0.790808E-001            NaN            NaN  0.832048                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.7873                 NaN            NaN  0.389219                 NaN            NaN  0.351936E-001  0.970344                 NaN            NaN  0.817953                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.8423                 NaN            NaN  0.385309                 NaN            NaN  0.963759       0.105932E-001            NaN            NaN  0.798005                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.8918                 NaN            NaN  0.371258                 NaN            NaN  0.929188       0.293075E-001            NaN            NaN  0.778421                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.9482                 NaN            NaN  0.377759                 NaN            NaN  0.914232                 NaN            NaN            NaN  0.759819                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.9950                 NaN            NaN  0.372452                 NaN            NaN  0.890120                 NaN            NaN            NaN  0.742419                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.0369                 NaN            NaN  0.348114                 NaN            NaN  0.613808E-002  0.885272                 NaN            NaN  0.723572                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.0851                 NaN            NaN  0.346504                 NaN            NaN  0.861983                 NaN            NaN            NaN  0.706393                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.1312                 NaN            NaN  0.344167                 NaN            NaN  0.834933                 NaN            NaN            NaN  0.689728                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.1739                 NaN            NaN  0.336666                 NaN            NaN  0.816025                 NaN            NaN            NaN  0.673420                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2151                 NaN            NaN  0.328422                 NaN            NaN  0.799198                 NaN            NaN            NaN  0.657322                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.2572                 NaN            NaN  0.324864                 NaN            NaN  0.775932                 NaN            NaN            NaN  0.641980                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.2927                 NaN            NaN  0.314529                 NaN            NaN  0.765660                 NaN            NaN            NaN  0.627130                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3302                 NaN            NaN  0.306781                 NaN            NaN  0.750479                 NaN            NaN            NaN  0.612492                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.3692                 NaN            NaN  0.305036                 NaN            NaN  0.727343                 NaN            NaN            NaN  0.598427                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4041                 NaN            NaN  0.296277                 NaN            NaN  0.715681                 NaN            NaN            NaN  0.583985                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.4414                 NaN            NaN  0.296132                 NaN            NaN  0.691459                 NaN            NaN            NaN  0.571032                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.4728                 NaN            NaN  0.286266                 NaN            NaN  0.683352                 NaN            NaN            NaN  0.557588                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5064                 NaN            NaN  0.282802                 NaN            NaN  0.665700                 NaN            NaN            NaN  0.545053                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.5374                 NaN            NaN  0.274496                 NaN            NaN  0.655545                 NaN            NaN            NaN  0.532530                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.5618                 NaN            NaN  0.272526                 NaN            NaN  0.640491                 NaN            NaN            NaN  0.525175                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6035                 NaN            NaN  0.259043                 NaN            NaN  0.633209                 NaN            NaN            NaN  0.504262                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6271                 NaN            NaN  0.257122                 NaN            NaN  0.618742                 NaN            NaN            NaN  0.497034                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.6550                 NaN            NaN  0.255287                 NaN            NaN  0.603338                 NaN            NaN            NaN  0.486367                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.6814                 NaN            NaN  0.244879                 NaN            NaN  0.598307                 NaN            NaN            NaN  0.475399                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7099                 NaN            NaN  0.236362                 NaN            NaN  0.590971                 NaN            NaN            NaN  0.462794                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7360                 NaN            NaN  0.233956                 NaN            NaN  0.576566                 NaN            NaN            NaN  0.453469                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7604                 NaN            NaN  0.225733                 NaN            NaN  0.570688                 NaN            NaN            NaN  0.443143                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7858                 NaN            NaN  0.219967                 NaN            NaN  0.561145                 NaN            NaN            NaN  0.433067                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8083                 NaN            NaN  0.211760                 NaN            NaN  0.556440                 NaN            NaN            NaN  0.423459                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8328                 NaN            NaN  0.209702                 NaN            NaN  0.543241                 NaN            NaN            NaN  0.414260                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8539                 NaN            NaN  0.201233                 NaN            NaN  0.539945                 NaN            NaN            NaN  0.404887                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.8768                 NaN            NaN  0.196218                 NaN            NaN  0.530980                 NaN            NaN            NaN  0.396041                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.8970                 NaN            NaN  0.189081                 NaN            NaN  0.526502                 NaN            NaN            NaN  0.387389                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.9174                 NaN            NaN  0.181789                 NaN            NaN  0.521713                 NaN            NaN            NaN  0.379056                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.9371                 NaN            NaN  0.175555                 NaN            NaN  0.516717                 NaN            NaN            NaN  0.370588                 NaN            NaN            NaN            NaN
  1305.76        2500.00        83.7208                 NaN            NaN  0.795691                 NaN            NaN   3.36566                 NaN            NaN            NaN   2.28273        9.83511                 NaN            NaN            NaN
  1303.26        2500.00        81.1182                 NaN            NaN  0.635640                 NaN            NaN   4.23882                 NaN            NaN            NaN   2.60577        11.4015                 NaN            NaN            NaN
  1300.75        2500.00        82.9414                 NaN            NaN  0.431246                 NaN            NaN   4.08603                 NaN            NaN            NaN   2.37346        10.1679                 NaN            NaN            NaN
  1298.25        2500.00        84.5903                 NaN            NaN  0.245412                 NaN            NaN   3.94013                 NaN            NaN            NaN   2.16027        9.06385                 NaN            NaN            NaN
  1295.74        2500.00        85.9310                 NaN            NaN  0.152038                 NaN            NaN   3.74771                 NaN            NaN            NaN   1.98805        8.18119                 NaN            NaN            NaN
  1293.23        2500.00        87.0312                 NaN            NaN  0.794140E-001            NaN            NaN   3.58808                 NaN            NaN            NaN   1.84416        7.45718                 NaN            NaN            NaN
  1290.73        2500.00        87.9611                 NaN            NaN  0.178080E-002            NaN            NaN   3.47491                 NaN            NaN            NaN   1.72133        6.84084                 NaN            NaN            NaN
  1288.22        2500.00        88.8115                 NaN            NaN            NaN            NaN            NaN   3.27427                 NaN            NaN            NaN   1.61831        6.29588                 NaN            NaN            NaN
  1285.71        2500.00        89.6166                 NaN            NaN            NaN            NaN            NaN   3.07612                 NaN            NaN            NaN   1.51658        5.79071                 NaN            NaN            NaN
  1283.21        2500.00        90.1958                 NaN            NaN            NaN            NaN            NaN   2.92018                 NaN            NaN            NaN   1.44301        5.42909       0.119724E-001            NaN            NaN
  1280.70        2500.00        89.0474                 NaN            NaN            NaN            NaN            NaN   3.05739                 NaN            NaN            NaN   1.61204        6.11626       0.166921                 NaN            NaN
  1278.20        2500.00        90.0004                 NaN            NaN            NaN            NaN            NaN   2.81548                 NaN            NaN            NaN   1.47326        5.55935       0.151468                 NaN            NaN
  1275.69        2500.00        85.1712                 NaN            NaN            NaN            NaN            NaN   3.42097                 NaN            NaN            NaN   2.32398        8.82958       0.254242                 NaN            NaN
  1273.18        2500.00        94.3953                 NaN            NaN            NaN            NaN            NaN   2.51719                 NaN            NaN            NaN  0.707189        2.31324       0.671197E-001            NaN            NaN
  1270.68        2500.00        93.4039                 NaN            NaN            NaN            NaN            NaN   1.89187                 NaN            NaN            NaN  0.989823        3.63464       0.797476E-001            NaN            NaN
  1268.17        2500.00        92.1284                 NaN            NaN            NaN            NaN            NaN  0.911138        1.35369                 NaN            NaN   1.20038        4.28231       0.124128                 NaN            NaN
  1265.66        2500.00        95.9927                 NaN            NaN            NaN            NaN            NaN   1.16721                 NaN            NaN            NaN  0.539155        2.25972       0.411851E-001            NaN            NaN
  1263.16        2500.00        93.0968                 NaN            NaN            NaN            NaN            NaN  0.319947        1.23455                 NaN            NaN  0.868866        4.32791       0.151904                 NaN            NaN
  1260.65        2500.00        95.2884                 NaN            NaN            NaN            NaN            NaN   1.72959                 NaN            NaN            NaN  0.847374        2.12189       0.127749E-001            NaN            NaN
  1258.15        2500.00        94.4203                 NaN            NaN            NaN            NaN            NaN  0.399664        1.03997                 NaN            NaN  0.806112        3.24739       0.865170E-001            NaN            NaN
  1255.64        2500.00        95.2316                 NaN            NaN            NaN            NaN            NaN   1.36250                 NaN            NaN            NaN  0.698199        2.63964       0.680102E-001            NaN            NaN
  1253.13        2500.00        95.0693                 NaN            NaN            NaN            NaN            NaN   1.00822       0.461468                 NaN            NaN  0.724346        2.66322       0.733975E-001            NaN            NaN
  1250.63        2500.00        96.4364                 NaN            NaN            NaN            NaN            NaN   1.03517                 NaN            NaN            NaN  0.509557        1.97450       0.444230E-001            NaN            NaN
  1248.12        2500.00        96.0177                 NaN            NaN            NaN            NaN            NaN  0.912291                 NaN            NaN            NaN  0.481522        2.50511       0.833375E-001            NaN            NaN
  1245.61        2500.00        96.2818                 NaN            NaN            NaN            NaN            NaN   1.18934                 NaN            NaN            NaN  0.613535        1.88494       0.304082E-001            NaN            NaN
  1243.11        2500.00        95.6032                 NaN            NaN            NaN            NaN            NaN   1.13245                 NaN            NaN            NaN  0.641698        2.56144       0.611880E-001            NaN            NaN
  1240.60        2500.00        98.3444                 NaN            NaN            NaN            NaN            NaN  0.361624                 NaN            NaN            NaN  0.240551        1.02979       0.236738E-001            NaN            NaN
  1238.10        2500.00        95.7352                 NaN            NaN            NaN            NaN            NaN   1.24974                 NaN            NaN            NaN  0.592324        2.37617       0.465648E-001            NaN            NaN
  1235.59        2500.00        92.9787                 NaN            NaN            NaN            NaN            NaN   1.18207       0.154689                 NaN            NaN  0.828120        2.62933       0.809213E-001   2.14614                 NaN
  1233.08        2500.00        81.9827                 NaN            NaN            NaN            NaN            NaN  0.829155        1.54497                 NaN            NaN   1.57651        8.78578       0.977886E-001   5.18310                 NaN
  1230.58        2500.00        19.4839                 NaN            NaN            NaN            NaN            NaN   8.49872        1.09138                 NaN            NaN   6.82024        37.0526       0.495584        26.5576                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.31118        9.06990                 NaN            NaN   8.24934        46.4489       0.609353        33.3114                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.76705        4.50343       0.288406E-001            NaN   8.17484        46.5901       0.629539        33.3062                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.49708        7.87177                 NaN            NaN   8.23882        46.4558       0.614902        33.3216                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.07276        10.3053                 NaN            NaN   8.25270        46.4423       0.610142        33.3169                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.67597        4.63643                 NaN            NaN   8.18396        46.5620       0.626093        33.3155                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.69601        4.61905       0.795370E-004            NaN   8.19018        46.5516       0.625258        33.3179                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78827        4.52529                 NaN            NaN   8.20702        46.5381       0.624834        33.3165                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.70682        4.61848                 NaN            NaN   8.20323        46.5260       0.623200        33.3223                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.72421        4.60387       0.260312E-004            NaN   8.20910        46.5160       0.622337        33.3244                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22168        4.11104                 NaN            NaN   8.21783        46.5034       0.620632        33.3254                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25305        4.08313       0.289614E-004            NaN   8.22242        46.4937       0.619885        33.3278                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.05247        10.3531                 NaN            NaN   8.31106        46.3362       0.604357        33.3428                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4236                 NaN            NaN            NaN   8.31858        46.3103       0.600334        33.3472                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.764802        10.6547                 NaN            NaN   8.32132        46.3112       0.600669        33.3473                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63203        4.70591                 NaN            NaN   8.25023        46.4590       0.618231        33.3346                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.42309        2.82196                 NaN            NaN   8.19724        46.6085       0.633136        33.3160                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.33407        5.01549                 NaN            NaN   8.25807        46.4488       0.613204        33.3304                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63163        4.71571       0.234371E-004            NaN   8.26775        46.4282       0.615402        33.3413                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20948        3.05031                 NaN            NaN   8.19519        46.6084       0.626162        33.3105                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.75974        8.67313                 NaN            NaN   8.35528        46.2558       0.595418        33.3607                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.73126        8.70547                 NaN            NaN   8.36061        46.2453       0.594312        33.3631                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.06402        4.29212                 NaN            NaN   8.29467        46.3887       0.611760        33.3487                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55999        3.78412                 NaN            NaN   8.29766        46.3985       0.613250        33.3465                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.09399        4.26810                 NaN            NaN   8.30750        46.3679       0.609723        33.3527                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.39583        3.96287                 NaN            NaN   8.30305        46.3815       0.607845        33.3489                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21125        4.16364       0.109734E-002            NaN   8.32104        46.3376       0.606253        33.3592                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.42888        3.94660                 NaN            NaN   8.31102        46.3519       0.605174        33.3564                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.60958        2.81173                 NaN            NaN   8.33029        46.2628       0.608980        33.3766                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14449        4.23593                 NaN            NaN   8.33446        46.3156       0.604693        33.3648                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.11132        3.34114                 NaN            NaN   8.33742        46.2185       0.603933        33.3877                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.17855        4.20922                 NaN            NaN   8.34656        46.2936       0.602435        33.3696                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18820        4.20316       0.431439E-005            NaN   8.35195        46.2832       0.601401        33.3721                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.19880        4.19517       0.418963E-005            NaN   8.36057        46.2713       0.600593        33.3736                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.19849        4.19889       0.406278E-005            NaN   8.36308        46.2638       0.599658        33.3761                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21124        4.18967       0.397354E-005            NaN   8.36931        46.2528       0.598589        33.3784                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22295        4.18169       0.388037E-005            NaN   8.37460        46.2425       0.597515        33.3807                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.23369        4.17468       0.373759E-005            NaN   8.38027        46.2318       0.596472        33.3831                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24171        4.17071                 NaN            NaN   8.38721        46.2193       0.595426        33.3856                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24876        4.16743       0.363800E-005            NaN   8.39183        46.2097       0.594258        33.3880                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25709        4.16317                 NaN            NaN   8.39764        46.1985       0.593146        33.3904                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35772        4.08984                 NaN            NaN   8.40095        46.1761       0.586016        33.3894                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.39190        4.06038                 NaN            NaN   8.40460        46.1660       0.584997        33.3922                 NaN
