|6.6.6
Archiving\03_Data\fracLP/QFM_m5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1967.42        500.000        94.9825                 NaN  0.842765        4.17469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        94.9610                 NaN  0.842816        4.19615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        94.9427                 NaN  0.842860        4.21444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        94.9183                 NaN  0.842918        4.23879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        94.8970                 NaN  0.842969        4.26008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        94.8757                 NaN  0.843020        4.28126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        94.8547                 NaN  0.843070        4.30227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        94.8336                 NaN  0.843120        4.32330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        94.8126                 NaN  0.843170        4.34423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        94.7917                 NaN  0.843220        4.36513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        94.7707                 NaN  0.843270        4.38601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        94.7501                 NaN  0.843319        4.40661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        94.7293                 NaN  0.843369        4.42728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        94.7087                 NaN  0.843418        4.44792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        94.6882                 NaN  0.843467        4.46835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        94.6677                 NaN  0.843516        4.48877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        94.6473                 NaN  0.843564        4.50916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        94.6269                 NaN  0.843613        4.52944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        94.6067                 NaN  0.843661        4.54966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        94.5865                 NaN  0.843709        4.56983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        94.5663                 NaN  0.843757        4.58990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        94.5463                 NaN  0.843805        4.60991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        94.5263                 NaN  0.843853        4.62985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        94.5064                 NaN  0.843900        4.64971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        94.4865                 NaN  0.843947        4.66950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        94.4668                 NaN  0.843994        4.68923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        94.4471                 NaN  0.844041        4.70888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        94.4274                 NaN  0.844088        4.72848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        94.4078                 NaN  0.844135        4.74802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        94.3884                 NaN  0.844181        4.76743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        94.3689                 NaN  0.844228        4.78683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        94.3496                 NaN  0.844274        4.80613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        94.3303                 NaN  0.844320        4.82543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        94.3556                 NaN  0.844260        4.80019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        94.2919                 NaN  0.844411        4.86365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        94.2729                 NaN  0.844457        4.88268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        94.2539                 NaN  0.844502        4.90164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        94.2349                 NaN  0.844547        4.92054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        94.2160                 NaN  0.844592        4.93938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        94.1972                 NaN  0.844637        4.95813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        94.1785                 NaN  0.844681        4.97682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        94.1598                 NaN  0.844726        4.99546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        94.1412                 NaN  0.844770        5.01401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        94.1227                 NaN  0.844814        5.03249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        94.1042                 NaN  0.844858        5.05090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        94.0859                 NaN  0.844902        5.06924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        94.0675                 NaN  0.844946        5.08755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        94.0493                 NaN  0.844989        5.10576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        94.0311                 NaN  0.845033        5.12391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        94.0128                 NaN  0.845076        5.14212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        93.9949                 NaN  0.845119        5.16001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        93.9769                 NaN  0.845162        5.17798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        93.9590                 NaN  0.845204        5.19584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        93.9409                 NaN  0.845247        5.21385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        93.9233                 NaN  0.845289        5.23139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        93.9054                 NaN  0.845332        5.24923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        93.8879                 NaN  0.845374        5.26668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        93.8703                 NaN  0.845415        5.28424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        93.8528                 NaN  0.845457        5.30173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        93.8354                 NaN  0.845499        5.31913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        93.8180                 NaN  0.845540        5.33649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        93.8007                 NaN  0.845581        5.35375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        93.7834                 NaN  0.845623        5.37101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        93.7662                 NaN  0.845663        5.38815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        93.7491                 NaN  0.845704        5.40524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        93.7320                 NaN  0.845745        5.42224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        93.7150                 NaN  0.845785        5.43920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        93.6981                 NaN  0.845825        5.45606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        93.6812                 NaN  0.845866        5.47290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        93.6644                 NaN  0.845906        5.48966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        93.6477                 NaN  0.845945        5.50633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        93.6310                 NaN  0.845985        5.52297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        93.6145                 NaN  0.846025        5.53952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        93.5979                 NaN  0.846064        5.55600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        93.5815                 NaN  0.846103        5.57244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        93.5530                 NaN  0.846171        5.60086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        93.5487                 NaN  0.846181        5.60510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        93.5324                 NaN  0.846220        5.62136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        93.5162                 NaN  0.846259        5.63758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        93.5000                 NaN  0.846297        5.65370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        93.4835                 NaN  0.846335        5.66959       0.577118E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        93.4549                 NaN  0.846372        5.68336       0.153616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        93.4403                 NaN  0.846535        5.69792       0.152933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        93.4257                 NaN  0.846697        5.71244       0.151765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        93.4112                 NaN  0.846858        5.72690       0.150760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        93.3967                 NaN  0.847018        5.74129       0.149564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        93.3823                 NaN  0.847176        5.75567       0.148670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        93.3680                 NaN  0.847334        5.76995       0.147459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        93.3537                 NaN  0.847491        5.78419       0.146452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        93.3394                 NaN  0.847647        5.79838       0.145301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        93.3252                 NaN  0.847802        5.81251       0.144430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        93.3111                 NaN  0.847956        5.82659       0.143177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        93.2970                 NaN  0.848109        5.84063       0.142255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        93.2830                 NaN  0.848261        5.85459       0.141395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        92.9081                 NaN  0.848346        5.84095       0.145058E-001  0.388095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3870                 NaN            NaN            NaN  0.147134E-001  0.598244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4449                 NaN            NaN            NaN  0.132207E-001  0.541833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3189                 NaN            NaN            NaN  0.160787E-001  0.665030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3762                 NaN            NaN            NaN  0.146082E-001  0.609232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3712                 NaN            NaN            NaN  0.146057E-001  0.614175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3672                 NaN            NaN            NaN  0.145649E-001  0.618262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3601                 NaN            NaN            NaN  0.146083E-001  0.625309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3545                 NaN            NaN            NaN  0.146207E-001  0.630832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3572                 NaN            NaN            NaN  0.144281E-001  0.628371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3476                 NaN            NaN            NaN  0.145237E-001  0.637855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3437                 NaN            NaN            NaN  0.145043E-001  0.641755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3394                 NaN            NaN            NaN  0.144857E-001  0.646091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.7555                 NaN            NaN            NaN  0.250206E-001   1.21946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.9208                 NaN            NaN            NaN  0.374434E-002  0.754249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3098                 NaN            NaN            NaN  0.147779E-001  0.675376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3326                 NaN            NaN            NaN  0.141361E-001  0.653256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3159                 NaN            NaN            NaN  0.144356E-001  0.669658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3380                 NaN            NaN            NaN  0.138555E-001  0.648182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.5986                 NaN            NaN            NaN  0.491161E-001   2.35224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.5979                 NaN            NaN            NaN  0.825380E-002  0.393842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.7747                 NaN            NaN            NaN  0.456865E-002  0.220690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.7964                 NaN            NaN            NaN  0.243017E-001   1.17932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2815                 NaN            NaN            NaN  0.143918E-001  0.704135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2760                 NaN            NaN            NaN  0.144289E-001  0.709574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2789                 NaN            NaN            NaN  0.142785E-001  0.706810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2702                 NaN            NaN            NaN  0.143736E-001  0.715456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2679                 NaN            NaN            NaN  0.143521E-001  0.717711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2665                 NaN            NaN            NaN  0.143169E-001  0.719180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2625                 NaN            NaN            NaN  0.143446E-001  0.723121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2590                 NaN            NaN            NaN  0.143446E-001  0.726660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        94.8497                 NaN            NaN            NaN  0.121591E-001  0.863931E-001   5.05175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9953                 NaN            NaN            NaN  0.180726E-003  0.111233E-005  0.453844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        97.4891                 NaN            NaN            NaN  0.524513E-002  0.874174E-002   2.49690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        97.3982                 NaN            NaN            NaN  0.545844E-002  0.247351E-001   2.57162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        97.4370                 NaN            NaN            NaN  0.493802E-002            NaN   2.55806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        97.4850                 NaN            NaN            NaN  0.449582E-002            NaN   2.51048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        97.5282                 NaN            NaN            NaN  0.435200E-002  0.729833E-003   2.46669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        97.5700                 NaN            NaN            NaN  0.374347E-002            NaN   2.42623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        95.2820                 NaN            NaN            NaN  0.422777E-002  0.351762E-001   4.67864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.8799                 NaN            NaN            NaN  0.225732E-003            NaN  0.119852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        97.8759                 NaN            NaN            NaN  0.252474E-002            NaN   2.12161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.7285                 NaN            NaN            NaN  0.242552E-002            NaN   2.26906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.7623                 NaN            NaN            NaN  0.224370E-002            NaN   2.23545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.7984                 NaN            NaN            NaN  0.173133E-002            NaN   2.19984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        97.8319                 NaN            NaN            NaN  0.168035E-002            NaN   2.16641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        97.8661                 NaN            NaN            NaN  0.118001E-002            NaN   2.13272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.8954                 NaN            NaN            NaN  0.868498E-003            NaN   2.10369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        97.9276                 NaN            NaN            NaN  0.640343E-003            NaN   2.07178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        97.9567                 NaN            NaN            NaN  0.325888E-003            NaN   2.04294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        97.9881                 NaN            NaN            NaN  0.760898E-003            NaN   2.01118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.0118                 NaN            NaN            NaN  0.144446E-002            NaN   1.98673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.0446                 NaN            NaN            NaN            NaN            NaN   1.95536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.0662                 NaN            NaN            NaN            NaN            NaN   1.93376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.0915                 NaN            NaN            NaN            NaN            NaN   1.90849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.1254                 NaN            NaN            NaN  0.244316E-002            NaN   1.87220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.1078                 NaN            NaN            NaN            NaN            NaN   1.89225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.1937                 NaN            NaN            NaN            NaN            NaN   1.80627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.1924                 NaN            NaN            NaN            NaN            NaN   1.80757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.2094                 NaN            NaN            NaN            NaN            NaN   1.79056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.2281                 NaN            NaN            NaN            NaN            NaN   1.77192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.2473                 NaN            NaN            NaN            NaN            NaN   1.75273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.2634                 NaN            NaN            NaN            NaN            NaN   1.73657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.2822                 NaN            NaN            NaN            NaN            NaN   1.71776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.3012                 NaN            NaN            NaN            NaN            NaN   1.69878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.3158                 NaN            NaN            NaN            NaN            NaN   1.68425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.3259                 NaN            NaN            NaN            NaN            NaN   1.67406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.3368                 NaN            NaN            NaN            NaN            NaN   1.66320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.3301                 NaN            NaN            NaN            NaN            NaN   1.66992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.3725                 NaN            NaN            NaN            NaN            NaN   1.62747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.3700                 NaN            NaN            NaN            NaN            NaN   1.63000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        96.9097                 NaN            NaN            NaN            NaN            NaN   1.59732        1.49303                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        95.9605                 NaN            NaN            NaN            NaN            NaN   1.52272        2.51681                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        96.1241                 NaN            NaN            NaN            NaN            NaN   1.44501        2.43086                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        96.2821                 NaN            NaN            NaN            NaN            NaN   1.38830        2.32956                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        96.4223                 NaN            NaN            NaN            NaN            NaN   1.32994        2.24777                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        96.5559                 NaN            NaN            NaN            NaN            NaN   1.27129        2.17281                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        96.6833                 NaN            NaN            NaN            NaN            NaN   1.21728        2.09943                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        96.8002                 NaN            NaN            NaN            NaN            NaN   1.16748        2.03227                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        96.9161                 NaN            NaN            NaN            NaN            NaN   1.11881        1.96512                 NaN            NaN            NaN            NaN            NaN            NaN
