|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.748285E-002   99.2677       0.724775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00                 NaN   99.6257       0.351216       0.230672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00                 NaN   98.2121        1.55074       0.237160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00                 NaN   98.9407       0.920923       0.138339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   98.9250       0.936716       0.138272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   98.9805       0.887655       0.131822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   98.9689       0.897955       0.133176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9826       0.886164       0.131249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   98.9937       0.877100       0.129194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.0024       0.869790       0.127765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   99.0080       0.867093       0.124863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.0263       0.848307       0.125428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   99.0387       0.839235       0.122093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00                 NaN   99.0444       0.834682       0.120892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00                 NaN   99.0508       0.829675       0.119501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00                 NaN   99.0658       0.816270       0.117945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00                 NaN   99.0745       0.808694       0.116760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00                 NaN   99.0786       0.803663       0.117739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00                 NaN   99.0985       0.788935       0.112571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00                 NaN   98.2461       0.836820       0.917078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00                 NaN   99.9131       0.868645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.1290       0.871016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.1361       0.863877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.1432       0.856838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.0626       0.937435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.2449       0.755100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.1689       0.831103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.1752       0.822738       0.206561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.1320       0.777924       0.901072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.2277       0.680883       0.914302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.1913       0.713265       0.954341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   99.1973       0.709001       0.937006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.2059       0.701221       0.928872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.2121       0.695703       0.921934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.9898                 NaN  0.102010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   98.4570        1.37532       0.167709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.2363       0.674471       0.891974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.6703       0.295394       0.342713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   98.8111        1.04806       0.140828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   99.2610       0.654958       0.840913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.2582       0.659753       0.820550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.2655       0.652294       0.821894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.2645       0.656273       0.791921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.2831       0.637152       0.797028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.2819       0.641361       0.767514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.2900       0.632583       0.774640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00                 NaN   99.2952       0.629095       0.757137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00                 NaN   98.8752        1.01136       0.113427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00                 NaN   99.4644       0.487719       0.479180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00                 NaN   99.9471       0.470984E-001  0.580444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00                 NaN   98.9387       0.952327       0.108926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00                 NaN   99.3245       0.602647       0.728061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00                 NaN   99.3272       0.604377       0.683907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN   99.3313       0.600885       0.678404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.3383       0.595857       0.658058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.3416       0.590298       0.681469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.3474       0.589961       0.626339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.5918       0.369849       0.383262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.9964       0.347782E-002  0.981396E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   98.4794        1.37542       0.145178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.1324       0.793344       0.742373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.8371       0.147977       0.148947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.1375       0.780127       0.823238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.3624       0.592411       0.451576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.3992       0.534729       0.661014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.3867       0.558810       0.545333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.3901       0.557268       0.526677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.3947       0.552464       0.528826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.3980       0.550151       0.518164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.4024       0.547888       0.497608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.4064       0.544768       0.488596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.4092       0.543044       0.477065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00                 NaN   99.4129       0.540636       0.464920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00                 NaN   99.4188       0.354218       0.254922E-001  0.201512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.2395       0.485500       0.258894E-001  0.249094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00                 NaN   99.2562                 NaN  0.618164E-002  0.737617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.2518       0.254644E-001            NaN  0.722732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00                 NaN   99.2505                 NaN            NaN  0.749456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00                 NaN   99.2501                 NaN  0.126055E-005  0.749851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00                 NaN   99.2492                 NaN            NaN  0.750849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00                 NaN   99.2455                 NaN            NaN  0.754457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00                 NaN   99.3320                 NaN            NaN  0.667967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00                 NaN   99.1481                 NaN            NaN  0.851941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00                 NaN   99.2381                 NaN            NaN  0.761945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00                 NaN   99.2274                 NaN            NaN  0.772580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00                 NaN   99.2208                 NaN            NaN  0.779178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00                 NaN   99.2164                 NaN            NaN  0.783570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00                 NaN   99.1966                 NaN            NaN  0.803446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00                 NaN   99.1879                 NaN            NaN  0.812130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00                 NaN   99.1696                 NaN            NaN  0.830444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00                 NaN   98.8614                 NaN            NaN  0.451862       0.686777                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00                 NaN   98.7933                 NaN            NaN  0.859343       0.347391                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00                 NaN   98.8022                 NaN            NaN  0.342707       0.855089                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   98.8150                 NaN            NaN  0.340316       0.844659                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   98.8199                 NaN            NaN  0.844773       0.335291                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00                 NaN   98.8303                 NaN            NaN  0.334174       0.835541                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00                 NaN   98.8519                 NaN            NaN  0.817643       0.330488                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00                 NaN   98.8536                 NaN            NaN  0.329474       0.816918                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00                 NaN   98.8634                 NaN            NaN  0.326240       0.810351                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   98.8713                 NaN            NaN  0.324301       0.804439                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00                 NaN   98.8827                 NaN            NaN  0.796589       0.320753                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00                 NaN   98.8892                 NaN            NaN  0.317663       0.793149                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00                 NaN   98.8941                 NaN            NaN  0.788489       0.317380                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00                 NaN   98.9072                 NaN            NaN  0.315094       0.777708                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00                 NaN   98.9143                 NaN            NaN  0.310123       0.775612                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.9245                 NaN            NaN  0.307078       0.768462                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00                 NaN   98.9296                 NaN            NaN  0.304363       0.766017                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00                 NaN   98.9359                 NaN            NaN  0.300767       0.763284                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00                 NaN   98.9436                 NaN            NaN  0.299387       0.756975                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN   98.9515                 NaN  0.165503E-003  0.297252       0.751100                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   98.9575                 NaN            NaN  0.295490       0.747006                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00                 NaN   98.9636                 NaN            NaN  0.744846       0.291559                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00                 NaN   98.9709                 NaN            NaN  0.289537       0.739612                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00                 NaN   98.9565                 NaN  0.241181       0.802281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
