|6.6.6
Archiving\03_Data\eq/QFM_m3/TAY13/TAY13_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5352       0.441165       0.236363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5352       0.441164       0.236363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5352       0.441164       0.236363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5352       0.441163       0.236362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5352       0.441163       0.236362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5352       0.441162       0.236362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5352       0.441162       0.236361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5352       0.441161       0.236361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5352       0.441161       0.236361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5352       0.441160       0.236360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5352       0.441159       0.236360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5352       0.441159       0.236360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5352       0.441158       0.236359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5352       0.441157       0.236359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5352       0.441157       0.236359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5352       0.441156       0.236358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5352       0.441156       0.236358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5352       0.441155       0.236358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5352       0.441154       0.236357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5352       0.441154       0.236357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5352       0.441153       0.236357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5352       0.441152       0.236356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5352       0.441152       0.236356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.9718       0.441148       0.198445E-001  0.567163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.0762       0.441143       0.137142E-001   1.46892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.1945       0.441137       0.755926E-002   2.35683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.3128       0.441132       0.140444E-002   3.24471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        95.6413       0.441132                 NaN   3.91755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        94.9880       0.441133                 NaN   4.57085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        94.2751       0.441135                 NaN   5.28373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        93.5622       0.441137                 NaN   5.99662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        92.8493       0.441139                 NaN   6.70951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        92.1364       0.441140                 NaN   7.42241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        91.3995       0.441142                 NaN   8.15940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        90.6625       0.441144                 NaN   8.89639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        89.9255       0.441146                 NaN   9.63338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        89.1885       0.441148                 NaN   10.3704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        87.4325       0.192691                 NaN   11.9159                 NaN  0.458907                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.9194                 NaN            NaN   13.2658                 NaN  0.814812                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        85.1835                 NaN            NaN   13.9940       0.766268E-002  0.814816                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        84.4379                 NaN            NaN   14.7227       0.245619E-001  0.814820                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.7207                 NaN            NaN   15.4238       0.406366E-001  0.814824                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.0035                 NaN            NaN   16.1249       0.567113E-001  0.814827                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.2863                 NaN            NaN   16.8261       0.727863E-001  0.814831                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.5691                 NaN            NaN   17.5272       0.888614E-001  0.814835                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        80.8519                 NaN            NaN   18.2283       0.104937       0.814839                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.1347                 NaN            NaN   18.9295       0.121012       0.814843                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        79.4175                 NaN            NaN   19.6306       0.137088       0.814846                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        78.7002                 NaN            NaN   20.3317       0.153163       0.814850                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        78.0213                 NaN            NaN   20.9959       0.167948       0.814854                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        77.3425                 NaN            NaN   21.6600       0.182732       0.814858                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        76.6635                 NaN            NaN   22.3241       0.197517       0.814862                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        75.9846                 NaN            NaN   22.9882       0.212302       0.814866                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        75.3057                 NaN            NaN   23.6523       0.227087       0.814870                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        74.6268                 NaN            NaN   24.3165       0.241872       0.814874                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        73.9479                 NaN            NaN   24.9806       0.256657       0.814878                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        73.2689                 NaN            NaN   25.6447       0.271443       0.814882                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        72.6236                 NaN            NaN   26.2764       0.285100       0.814886                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        71.9782                 NaN            NaN   26.9081       0.298758       0.814890                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        71.3329                 NaN            NaN   27.5398       0.312416       0.814894                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        70.6875                 NaN            NaN   28.1715       0.326074       0.814898                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        70.0421                 NaN            NaN   28.8032       0.339732       0.814903                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        69.3968                 NaN            NaN   29.4349       0.353391       0.814907                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        68.7514                 NaN            NaN   30.0667       0.367049       0.814911                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        68.1060                 NaN            NaN   30.6984       0.380708       0.814915                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        67.4966                 NaN            NaN   31.2952       0.393285       0.814919                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        66.8871                 NaN            NaN   31.8921       0.405862       0.814923                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        66.2777                 NaN            NaN   32.4889       0.418439       0.814927                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        65.6683                 NaN            NaN   33.0858       0.431016       0.814931                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        65.0588                 NaN            NaN   33.6826       0.443593       0.814935                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        64.4494                 NaN            NaN   34.2795       0.456170       0.814939                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        63.8399                 NaN            NaN   34.8764       0.468748       0.814943                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        63.2305                 NaN            NaN   35.4733       0.481325       0.814948                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        62.6544                 NaN            NaN   36.0377       0.492863       0.814952                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        62.0784                 NaN            NaN   36.6022       0.504402       0.814956                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        61.5024                 NaN            NaN   37.1667       0.515940       0.814960                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        60.9263                 NaN            NaN   37.7312       0.527479       0.814964                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        60.3503                 NaN            NaN   38.2957       0.539017       0.814968                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        59.7742                 NaN            NaN   38.8602       0.550556       0.814972                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        59.1982                 NaN            NaN   39.4248       0.562095       0.814976                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        58.6221                 NaN            NaN   39.9893       0.573634       0.814980                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        58.0849                 NaN            NaN   40.5157       0.584421       0.814984                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        57.5478                 NaN            NaN   41.0420       0.595209       0.814988                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        57.0106                 NaN            NaN   41.5684       0.605996       0.814992                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        56.4734                 NaN            NaN   42.0948       0.616784       0.814995                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        55.9363                 NaN            NaN   42.6212       0.627571       0.814999                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        55.3991                 NaN            NaN   43.1476       0.638359       0.815003                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        54.8619                 NaN            NaN   43.6740       0.649147       0.815007                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        54.3247                 NaN            NaN   44.2004       0.659935       0.815011                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        53.8292                 NaN            NaN   44.6860       0.669779       0.815015                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        53.3336                 NaN            NaN   45.1717       0.679622       0.815018                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        52.8381                 NaN            NaN   45.6574       0.689465       0.815022                 NaN            NaN            NaN            NaN            NaN            NaN
