|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/T13/T13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.0796       0.920400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.0135       0.883762       0.102719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0195       0.980530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0239       0.976065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0510       0.934850       0.141709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0536       0.895256       0.511587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0650       0.885369       0.495968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0706       0.882506       0.468891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0818       0.872990       0.452277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0920       0.864023       0.440131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        98.2626        1.65389       0.834870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.8917       0.108291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.1747       0.786336       0.389542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.1262       0.834738       0.391106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1354       0.825703       0.388792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1436       0.818202       0.381761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.5336       0.445342       0.210963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        98.7764        1.17078       0.528152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.1726       0.792516       0.349338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.1770       0.788253       0.347612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.1830       0.783582       0.334072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1923       0.776753       0.309359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.1985       0.770881       0.306210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2072       0.762012       0.307944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2119       0.760344       0.277585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2187       0.753966       0.273304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2229       0.754726       0.223581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2376       0.735803       0.265756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.2409       0.734354       0.247564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000        99.2439       0.735177       0.209372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000        99.2557       0.720264       0.240007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000        99.1131       0.859443       0.274282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.8030       0.189875       0.709130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        98.8893        1.07769       0.330069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.2773       0.703678       0.190446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.2852       0.697186       0.176193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.2907       0.693269       0.160748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.2958       0.688099       0.160940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.3020       0.682933       0.150602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.3068       0.680222       0.130175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.3119       0.675293       0.127597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.3171       0.671735       0.111938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.3229       0.666305       0.107891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.3266       0.663650       0.971880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.3349       0.655634       0.945885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.3382       0.653918       0.787936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.3426       0.650825       0.653810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.3458       0.654026       0.147764E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.3534       0.636911       0.972396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.3562       0.643638       0.120031E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        98.6344                 NaN   1.36562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.6841       0.315760       0.122717E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3802       0.619773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.3840       0.615984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.2032       0.796760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.8496       0.150407       0.105084E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.9462       0.538316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        98.5770        1.42302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4024       0.597608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4075       0.592547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.4138       0.586210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4159       0.584074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4201       0.579922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4246       0.575398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4267       0.573340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.4309       0.569131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.4341       0.565853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.4369       0.563103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.4426       0.557373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.4452       0.554762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.4483       0.551727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.4517       0.548311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.3685       0.142036                 NaN  0.489492                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.3314       0.119337E-001            NaN  0.656635                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.3312                 NaN            NaN  0.668847                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.3453       0.223603                 NaN  0.431129                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3328                 NaN            NaN  0.667196                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.3355                 NaN            NaN  0.664517                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.3356                 NaN            NaN  0.664414                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.3347                 NaN            NaN  0.665285                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.3340                 NaN            NaN  0.665958                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.3349                 NaN            NaN  0.665128                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.3339                 NaN            NaN  0.666135                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.3320                 NaN            NaN  0.668025                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.3303                 NaN            NaN  0.669748                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.3270                 NaN            NaN  0.672976                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.3252                 NaN            NaN  0.674827                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.3205                 NaN            NaN  0.679485                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.3172                 NaN            NaN  0.682849                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.3060                 NaN            NaN  0.694002                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.2975                 NaN            NaN  0.702469                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        99.0684                 NaN            NaN  0.427257       0.504335                 NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        98.9130                 NaN            NaN  0.729582       0.357413                 NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        98.9231                 NaN            NaN  0.353611       0.723330                 NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        98.9344                 NaN            NaN  0.715988       0.349628                 NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        98.9439                 NaN            NaN  0.345866       0.710246                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        98.9525                 NaN            NaN  0.704889       0.342641                 NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        98.9650                 NaN            NaN  0.337340       0.697619                 NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        98.9750                 NaN            NaN  0.691061       0.333949                 NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        98.9833                 NaN            NaN  0.685767       0.330930                 NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        98.9957                 NaN            NaN  0.677422       0.326839                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.0033                 NaN            NaN  0.673732       0.322954                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.0117                 NaN            NaN  0.320905       0.667359                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.0226                 NaN            NaN  0.316497       0.660881                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.0307                 NaN            NaN  0.313173       0.656117                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.0378                 NaN            NaN  0.652451       0.309745                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.0477                 NaN            NaN  0.307095       0.645174                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        99.0563                 NaN            NaN  0.303652       0.640009                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000        98.1217                 NaN            NaN  0.773164       0.721940                 NaN  0.383243                 NaN            NaN            NaN
  1434.93        500.000        96.9001                 NaN            NaN  0.941319        1.26960                 NaN  0.889017                 NaN            NaN            NaN
  1433.42        500.000        96.9749                 NaN            NaN  0.919808        1.23747                 NaN  0.867858                 NaN            NaN            NaN
  1431.91        500.000        97.1458                 NaN            NaN   1.16773       0.868024                 NaN  0.818420                 NaN            NaN            NaN
  1430.40        500.000        97.0165                 NaN            NaN   1.21902       0.908765                 NaN  0.855726                 NaN            NaN            NaN
  1428.89        500.000        97.1851                 NaN            NaN  0.860447        1.14673                 NaN  0.807721                 NaN            NaN            NaN
  1427.38        500.000        97.2501                 NaN            NaN   1.11948       0.840993                 NaN  0.789425                 NaN            NaN            NaN
  1425.87        500.000        97.3108                 NaN            NaN  0.823854        1.09315                 NaN  0.772185                 NaN            NaN            NaN
  1424.36        500.000        97.3708                 NaN            NaN  0.806227        1.06829                 NaN  0.754707                 NaN            NaN            NaN
  1422.85        500.000        97.4281                 NaN            NaN   1.04365       0.789867                 NaN  0.738387                 NaN            NaN            NaN
  1421.34        500.000        97.4823                 NaN            NaN  0.775115        1.01994                 NaN  0.722677                 NaN            NaN            NaN
  1419.83        500.000        97.5372                 NaN            NaN  0.997853       0.757783                 NaN  0.707208                 NaN            NaN            NaN
  1418.32        500.000        97.5871                 NaN            NaN  0.977019       0.743276                 NaN  0.692613                 NaN            NaN            NaN
  1416.81        500.000        97.6363                 NaN            NaN  0.956153       0.729139                 NaN  0.678371                 NaN            NaN            NaN
  1415.30        500.000        97.6807                 NaN            NaN  0.716167       0.937583                 NaN  0.665558                 NaN            NaN            NaN
  1413.79        500.000        97.7265                 NaN            NaN  0.703180       0.917748                 NaN  0.652597                 NaN            NaN            NaN
  1412.28        500.000        97.7745                 NaN            NaN  0.688426       0.898769                 NaN  0.638330                 NaN            NaN            NaN
  1410.77        500.000        97.8115                 NaN            NaN  0.883890       0.676632                 NaN  0.628002                 NaN            NaN            NaN
  1409.26        500.000        97.8616                 NaN            NaN  0.662068       0.863289                 NaN  0.613015                 NaN            NaN            NaN
  1407.75        500.000        97.8946                 NaN            NaN  0.652284       0.849533                 NaN  0.603613                 NaN            NaN            NaN
  1406.24        500.000        97.9336                 NaN            NaN  0.641382       0.832803                 NaN  0.592219                 NaN            NaN            NaN
  1404.73        500.000        97.9699                 NaN            NaN  0.629726       0.818756                 NaN  0.581606                 NaN            NaN            NaN
  1403.22        500.000        98.0066                 NaN            NaN  0.619412       0.803227                 NaN  0.570788                 NaN            NaN            NaN
  1401.71        500.000        98.0399                 NaN            NaN  0.608913       0.790006                 NaN  0.561131                 NaN            NaN            NaN
  1400.20        500.000        98.0740                 NaN            NaN  0.599219       0.775744                 NaN  0.551008                 NaN            NaN            NaN
  1398.69        500.000        98.1075                 NaN            NaN  0.589167       0.761915                 NaN  0.541426                 NaN            NaN            NaN
  1397.18        500.000        98.1395                 NaN            NaN  0.579224       0.749381                 NaN  0.531926                 NaN            NaN            NaN
  1395.67        500.000        98.1667                 NaN            NaN  0.570852       0.738906                 NaN  0.523511                 NaN            NaN            NaN
  1394.16        500.000        98.1978                 NaN            NaN  0.726122       0.561379                 NaN  0.514710                 NaN            NaN            NaN
  1392.65        500.000        98.2277                 NaN            NaN  0.714695       0.551748                 NaN  0.505823                 NaN            NaN            NaN
