|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            lc             ne            
  1033.05        2500.00                 NaN            NaN            NaN            NaN   7.93204                 NaN   26.8222                 NaN   11.9692        36.6119       0.388555                 NaN   16.2761     
  1031.55        2500.00                 NaN            NaN            NaN            NaN   7.93507                 NaN   26.8426                 NaN   11.9822        36.5899       0.384657                 NaN   16.2655     
  1030.04        2500.00                 NaN            NaN            NaN            NaN   7.93808                 NaN   26.8633                 NaN   11.9952        36.5677       0.380721                 NaN   16.2549     
  1028.54        2500.00                 NaN            NaN            NaN            NaN   7.94092                 NaN   26.8829                 NaN   12.0079        36.5465       0.376820                 NaN   16.2450     
  1027.04        2500.00                 NaN            NaN            NaN            NaN   7.94394                 NaN   26.9040                 NaN   12.0211        36.5240       0.372810                 NaN   16.2342     
  1025.54        2500.00                 NaN            NaN            NaN            NaN   7.94697                 NaN   26.9254                 NaN   12.0343        36.5012       0.368760                 NaN   16.2233     
  1024.03        2500.00                 NaN            NaN            NaN            NaN   7.95271                 NaN   26.9464                 NaN   12.0420        36.4776       0.363617                 NaN   16.2176     
  1022.53        2500.00                 NaN            NaN            NaN            NaN   8.02697                 NaN   26.4931                 NaN   11.9620        36.8051       0.426114                 NaN   16.2867     
  1021.03        2500.00                 NaN            NaN            NaN            NaN   8.03030                 NaN   26.5106                 NaN   11.9744        36.7855       0.422547                 NaN   16.2766     
  1019.53        2500.00                 NaN            NaN            NaN            NaN   7.95874                 NaN   27.0117                 NaN   12.0875        36.4099       0.352282                 NaN   16.1798     
  1018.03        2500.00                 NaN            NaN            NaN            NaN   7.96173                 NaN   27.0344                 NaN   12.1011        36.3862       0.348038                 NaN   16.1685     
  1016.52        2500.00                 NaN            NaN            NaN            NaN   7.96480                 NaN   27.0580                 NaN   12.1150        36.3618       0.343722                 NaN   16.1567     
  1015.02        2500.00                 NaN            NaN            NaN            NaN   7.96771                 NaN   27.0806                 NaN   12.1286        36.3381       0.339428                 NaN   16.1455     
  1013.52        2500.00                 NaN            NaN            NaN            NaN   7.97070                 NaN   27.1041                 NaN   12.1425        36.3138       0.335060                 NaN   16.1338     
  1012.02        2500.00                 NaN            NaN            NaN            NaN   7.97369                 NaN   27.1279                 NaN   12.1564        36.2892       0.330650                 NaN   16.1221     
  1010.52        2500.00                 NaN            NaN            NaN            NaN   7.97372                 NaN   27.1549                 NaN   12.1675        36.2638       0.326744                 NaN   16.1134     
  1009.01        2500.00                 NaN            NaN            NaN            NaN   7.97965                 NaN   27.1762                 NaN   12.1846        36.2395       0.321704                 NaN   16.0984     
  1007.51        2500.00                 NaN            NaN            NaN            NaN   8.05785                 NaN   26.6893                 NaN   12.0884        36.5957       0.388109                 NaN   16.1807     
  1006.01        2500.00                 NaN            NaN            NaN            NaN   6.83144        1.48742        22.9028                 NaN   11.2475        39.4936       0.809538                 NaN   17.2277     
  1004.51        2500.00                 NaN            NaN            NaN            NaN   7.98833                 NaN   27.2484                 NaN   12.2266        36.1652       0.308094                 NaN   16.0633     
  1003.00        2500.00                 NaN            NaN            NaN            NaN   7.99134                 NaN   27.2738                 NaN   12.2410        36.1394       0.303417                 NaN   16.0510     
  1001.50        2500.00                 NaN            NaN            NaN            NaN   7.99425                 NaN   27.2997                 NaN   12.2557        36.1132       0.298707                 NaN   16.0385     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   7.99724                 NaN   27.3257                 NaN   12.2703        36.0868       0.293942                 NaN   16.0260     
