|6.6.6
Archiving\03_Data\Deq/QFM_m4.75/T13/T13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1948.72        2500.00        95.1894        4.78673       0.238924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.1587        4.81738       0.238945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.1281        4.84804       0.238965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        95.0975        4.87857       0.238986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.8400        4.89982       0.236700E-001  0.236480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.0794        4.89705       0.229055E-001   1.00069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.3187        4.89428       0.221411E-001   1.76488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        92.5580        4.89152       0.213767E-001   2.52906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        91.7974        4.88875       0.206124E-001   3.29323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.0952        4.87866       0.198430E-001   4.00634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        90.3930        4.86857       0.190736E-001   4.71940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.6908        4.85848       0.183043E-001   5.43243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.9887        4.84839       0.175351E-001   6.14541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        88.2866        4.83831       0.167659E-001   6.85835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.5845        4.82822       0.159967E-001   7.57124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.8825        4.81813       0.152276E-001   8.28410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        86.1806        4.80805       0.144585E-001   8.99691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        85.5352        4.78793       0.136707E-001   9.66315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.8900        4.76781       0.128830E-001   10.3293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        84.2448        4.74769       0.120954E-001   10.9954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        83.5997        4.72758       0.113079E-001   11.6614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        82.9547        4.70747       0.105205E-001   12.3273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        82.3097        4.68736       0.973312E-002   12.9932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        81.6648        4.66725       0.894587E-002   13.6590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        81.0200        4.64714       0.815871E-002   14.3247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        80.3953        4.61884       0.732605E-002   14.9785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        79.7707        4.59053       0.649353E-002   15.6323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        79.1615        4.56305       0.570042E-002   16.2697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        78.5362        4.52965       0.485960E-002   16.9164       0.128476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        77.9155        4.49250       0.401143E-002   17.5585       0.295693E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        77.2948        4.45536       0.316344E-002   18.2004       0.462874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        76.6743        4.41823       0.231564E-002   18.8421       0.630019E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        76.0539        4.38110       0.146802E-002   19.4838       0.797129E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        75.4345        4.33857       0.578378E-003   20.1302       0.961673E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        74.8256        4.29658                 NaN   20.7653       0.112484                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        74.2219        4.25197                 NaN   21.3976       0.128597                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        73.6183        4.20736                 NaN   22.0296       0.144706                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        73.0175        4.15782                 NaN   22.6641       0.160577                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        72.4168        4.10830                 NaN   23.2984       0.176444                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        71.8164        4.05879                 NaN   23.9325       0.192307                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        71.2160        4.00929                 NaN   24.5665       0.208165                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        70.6134        3.94900                 NaN   25.2141       0.223504                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        70.0110        3.88873                 NaN   25.8615       0.238838                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        69.4087        3.82848                 NaN   26.5086       0.254166                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        68.8067        3.76826                 NaN   27.1555       0.269489                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        68.2049        3.70805                 NaN   27.8022       0.284808                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        67.6033        3.64787                 NaN   28.4487       0.300120                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        67.0019        3.58770                 NaN   29.0950       0.315428                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        66.4007        3.52756                 NaN   29.7410       0.330731                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        65.7899        3.45211                 NaN   30.4125       0.345467                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        65.1794        3.37670                 NaN   31.0837       0.360197                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        64.5691        3.30133                 NaN   31.7546       0.374921                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        63.9592        3.22598                 NaN   32.4252       0.389639                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        63.3494        3.15067                 NaN   33.0956       0.404350                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        62.7400        3.07539                 NaN   33.7656       0.419055                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        62.1307        3.00014                 NaN   34.4354       0.433754                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        61.5218        2.92492                 NaN   35.1048       0.448447                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        60.8986        2.83283                 NaN   35.8059       0.462577                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        60.2758        2.74078                 NaN   36.5067       0.476700                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        59.6533        2.64879                 NaN   37.2071       0.490816                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        59.0312        2.55684                 NaN   37.9071       0.504925                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        58.4093        2.46494                 NaN   38.6067       0.519026                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        57.7878        2.37309                 NaN   39.3060       0.533119                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        57.1666        2.28129                 NaN   40.0049       0.547206                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        56.5457        2.18953                 NaN   40.7035       0.561285                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        55.9181        2.08176                 NaN   41.4251       0.575007                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        55.2909        1.97405                 NaN   42.1464       0.588721                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        54.6640        1.86641                 NaN   42.8671       0.602427                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        54.0375        1.75884                 NaN   43.5875       0.616124                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        53.4115        1.65133                 NaN   44.3074       0.629813                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        52.7857        1.54388                 NaN   45.0269       0.643494                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        52.1604        1.43650                 NaN   45.7459       0.657166                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        51.5355        1.32919                 NaN   46.4645       0.670830                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        50.9144        1.20575                 NaN   47.1959       0.683942                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        50.2937        1.08240                 NaN   47.9269       0.697044                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        49.6734       0.959141                 NaN   48.6573       0.710138                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        49.0536       0.835964                 NaN   49.3872       0.723222                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        48.4342       0.712874                 NaN   50.1166       0.736297                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        47.8153       0.589870                 NaN   50.8455       0.749363                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        47.1968       0.466952                 NaN   51.5738       0.762419                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        46.5787       0.344121                 NaN   52.3017       0.775467                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        45.9683       0.210325                 NaN   53.0330       0.788374                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        45.3583       0.766312E-001            NaN   53.7638       0.801272                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        44.8214                 NaN            NaN   54.3660       0.812631                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        44.3729                 NaN            NaN   54.8052       0.821882                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        43.9393                 NaN            NaN   55.2301       0.830596                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        43.5056                 NaN            NaN   55.6551       0.839309                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        43.0720                 NaN            NaN   56.0800       0.848023                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        42.6383                 NaN            NaN   56.5050       0.856737                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        42.2270                 NaN            NaN   56.9074       0.865616                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        41.8156                 NaN            NaN   57.3099       0.874495                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        41.4043                 NaN            NaN   57.7123       0.883375                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        40.9930                 NaN            NaN   58.1148       0.892254                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        40.5990                 NaN            NaN   58.4999       0.901057                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        40.2051                 NaN            NaN   58.8851       0.909860                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        39.1851                 NaN            NaN   59.0251       0.905049       0.884784                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        38.1888                 NaN            NaN   59.1507       0.899983        1.76051                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        37.3506                 NaN            NaN   59.2491       0.894724        2.50560                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        36.5123                 NaN            NaN   59.3475       0.889466        3.25070                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        35.6741                 NaN            NaN   59.4459       0.884207        3.99579                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        34.8358                 NaN            NaN   59.5443       0.878949        4.74089                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        33.9976                 NaN            NaN   59.6428       0.873690        5.48599                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        33.1593                 NaN            NaN   59.7412       0.868432        6.23109                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        32.3210                 NaN            NaN   59.8396       0.863173        6.97620                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        31.4828                 NaN            NaN   59.9380       0.857915        7.72130                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        30.8485                 NaN            NaN   60.0029       0.851655        8.29690                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        30.2142                 NaN            NaN   60.0679       0.845395        8.87249                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        29.5800                 NaN            NaN   60.1328       0.839135        9.44809                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        28.9457                 NaN            NaN   60.1977       0.832875        10.0237                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        28.3114                 NaN            NaN   60.2627       0.826615        10.5993                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        27.6772                 NaN            NaN   60.3276       0.820355        11.1749                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        27.0429                 NaN            NaN   60.3925       0.814095        11.7505                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        26.4086                 NaN            NaN   60.4575       0.807836        12.3261                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        25.9020                 NaN            NaN   60.5018       0.800654        12.7956                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        25.3954                 NaN            NaN   60.5461       0.793473        13.2650                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        24.8887                 NaN            NaN   60.5905       0.786292        13.7345                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        24.3821                 NaN            NaN   60.6348       0.779111        14.2040                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        23.8755                 NaN            NaN   60.6791       0.771930        14.6735                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        23.3689                 NaN            NaN   60.7234       0.764749        15.1429                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        22.8622                 NaN            NaN   60.7678       0.757568        15.6124                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        22.3556                 NaN            NaN   60.8121       0.750387        16.0819                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        21.9281                 NaN            NaN   60.8445       0.741972        16.4854                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        21.5006                 NaN            NaN   60.8770       0.733557        16.8888                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        21.0731                 NaN            NaN   60.9094       0.725143        17.2923                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        20.6457                 NaN            NaN   60.9419       0.716728        17.6958                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        20.2182                 NaN            NaN   60.9743       0.708313        18.0992                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        19.7907                 NaN            NaN   61.0067       0.699899        18.5027                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        19.3632                 NaN            NaN   61.0392       0.691484        18.9061                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        18.9357                 NaN            NaN   61.0716       0.683069        19.3096                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        18.5538                 NaN            NaN   61.0974       0.673332        19.6755                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        18.1719                 NaN            NaN   61.1231       0.663594        20.0414                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        17.7900                 NaN            NaN   61.1489       0.653856        20.4073                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        17.4081                 NaN            NaN   61.1746       0.644118        20.7732                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        17.0261                 NaN            NaN   61.2004       0.634380        21.1391                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        16.6442                 NaN            NaN   61.2262       0.624642        21.5050                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        16.2623                 NaN            NaN   61.2519       0.614904        21.8709                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        15.8804                 NaN            NaN   61.2777       0.605166        22.2368                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        15.5196                 NaN            NaN   61.3038       0.593802        22.5828                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        15.1589                 NaN            NaN   61.3298       0.582438        22.9289                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        14.8002                 NaN            NaN   61.3509       0.571164        23.2777                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        14.3977                 NaN            NaN   61.3773       0.562994        23.5738       0.882892E-001            NaN            NaN            NaN            NaN
  1496.79        2500.00        13.7905                 NaN            NaN   61.3992       0.569848        23.6482       0.592294                 NaN            NaN            NaN            NaN
  1493.59        2500.00        13.1833                 NaN            NaN   61.4211       0.576703        23.7226        1.09630                 NaN            NaN            NaN            NaN
  1490.38        2500.00        12.5762                 NaN            NaN   61.4430       0.583557        23.7970        1.60030                 NaN            NaN            NaN            NaN
  1487.18        2500.00        11.9690                 NaN            NaN   61.4648       0.590411        23.8714        2.10431                 NaN            NaN            NaN            NaN
  1483.97        2500.00        11.4291                 NaN            NaN   61.4710       0.601012        23.9343        2.56455                 NaN            NaN            NaN            NaN
  1480.77        2500.00        10.8892                 NaN            NaN   61.4772       0.611614        23.9972        3.02480                 NaN            NaN            NaN            NaN
  1477.56        2500.00        10.3641                 NaN            NaN   61.4678       0.628905        23.9325        3.44605       0.160656                 NaN            NaN            NaN
  1474.36        2500.00        9.81743                 NaN            NaN   61.4421       0.654573        23.7101        3.83940       0.536410                 NaN            NaN            NaN
  1471.15        2500.00        9.81743                 NaN            NaN   61.4421       0.654573        23.7101        3.83940       0.536410                 NaN            NaN            NaN
  1467.95        2500.00        9.81743                 NaN            NaN   61.4421       0.654573        23.7101        3.83940       0.536410                 NaN            NaN            NaN
  1464.74        2500.00        9.81743                 NaN            NaN   61.4421       0.654573        23.7101        3.83940       0.536410                 NaN            NaN            NaN
  1461.54        2500.00        7.92644                 NaN            NaN   61.3243       0.752778        23.1269        1.64003        5.22951                 NaN            NaN            NaN
  1458.33        2500.00        7.92644                 NaN            NaN   61.3243       0.752778        23.1269        1.64003        5.22951                 NaN            NaN            NaN
  1455.13        2500.00        7.92644                 NaN            NaN   61.3243       0.752778        23.1269        1.64003        5.22951                 NaN            NaN            NaN
  1451.92        2500.00        7.92644                 NaN            NaN   61.3243       0.752778        23.1269        1.64003        5.22951                 NaN            NaN            NaN
  1448.72        2500.00        6.42346                 NaN            NaN   61.1891       0.844938        22.8582        6.36074        2.32355                 NaN            NaN            NaN
  1445.51        2500.00        6.42346                 NaN            NaN   61.1891       0.844938        22.8582        6.36074        2.32355                 NaN            NaN            NaN
  1442.31        2500.00        5.79415                 NaN            NaN   61.1172       0.889313        22.7920        2.56861        6.83872                 NaN            NaN            NaN
  1439.10        2500.00        5.41806                 NaN            NaN   61.1437       0.900224        22.6981        6.97402        2.75702       0.108844                 NaN            NaN
  1435.90        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1432.69        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1429.49        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1426.28        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1423.08        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1419.87        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1416.67        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1413.46        2500.00        5.05862                 NaN            NaN   61.1799       0.908760        22.5968        7.08073        2.94463       0.230483                 NaN            NaN
  1410.26        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1407.05        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1403.85        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1400.64        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1397.44        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1394.23        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1391.03        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1387.82        2500.00        3.11676                 NaN            NaN   61.3486       0.969657        21.9934        7.62749        4.00744       0.936698                 NaN            NaN
  1384.62        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1381.41        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1378.21        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1375.00        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1371.79        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1368.59        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1365.38        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1362.18        2500.00        1.99081                 NaN            NaN   61.4052        1.02386        21.6005        4.66338        7.91335        1.40299                 NaN            NaN
  1358.97        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1355.77        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1352.56        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1349.36        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1346.15        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1342.95        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1339.74        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1336.54        2500.00        1.20911                 NaN            NaN   61.4052        1.07435        21.3317        5.12523        8.09728        1.75719                 NaN            NaN
  1333.33        2500.00       0.601314                 NaN            NaN   61.3624        1.12308        21.1519        8.24644        5.47629        2.03856                 NaN            NaN
  1330.13        2500.00       0.601314                 NaN            NaN   61.3624        1.12308        21.1519        8.24644        5.47629        2.03856                 NaN            NaN
  1326.92        2500.00       0.466699                 NaN            NaN   61.3468        1.13479        21.1216        8.28235        5.54820        2.09953                 NaN            NaN
  1323.72        2500.00       0.401106                 NaN            NaN   61.3384        1.14072        21.1078        8.30011        5.58336        2.12852                 NaN            NaN
  1320.51        2500.00                 NaN            NaN            NaN   61.3771        1.14804        21.0556        5.64995        8.34448        2.19310       0.231712                 NaN
  1317.31        2500.00                 NaN            NaN            NaN   61.3771        1.14804        21.0556        5.64995        8.34448        2.19310       0.231712                 NaN
  1314.10        2500.00                 NaN            NaN            NaN   61.3771        1.14804        21.0556        5.64995        8.34448        2.19310       0.231712                 NaN
  1310.90        2500.00                 NaN            NaN            NaN   61.3771        1.14804        21.0556        5.64995        8.34448        2.19310       0.231712                 NaN
  1307.69        2500.00                 NaN            NaN            NaN   61.3907        1.16149        21.1738        8.32395        5.48575        2.22238       0.241894                 NaN
  1304.49        2500.00                 NaN            NaN            NaN   61.3907        1.16149        21.1738        8.32395        5.48575        2.22238       0.241894                 NaN
  1301.28        2500.00                 NaN            NaN            NaN   61.3907        1.16149        21.1738        8.32395        5.48575        2.22238       0.241894                 NaN
  1298.08        2500.00                 NaN            NaN            NaN   61.3907        1.16149        21.1738        8.32395        5.48575        2.22238       0.241894                 NaN
