|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         Sp(TH)         ne             lc             ilm           
  1590.42        2500.00        99.2412       0.693244       0.655604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00        99.2822       0.654083       0.636699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00        99.2689       0.667666       0.634396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00        98.5917        1.28602       0.122282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00        99.9782       0.196651E-001  0.208767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00        99.4209       0.530230       0.489142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00        99.0875       0.875761       0.367667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00        99.3796       0.530616       0.898064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00        99.2412       0.697258       0.614925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00        99.3815       0.567694       0.507613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00        99.3220       0.622841       0.551321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00        99.3265       0.620151       0.533593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00        99.3334       0.613541       0.530873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00        99.3383       0.610009       0.517252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00        99.3435       0.605112       0.514176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00        99.3497       0.600912       0.494332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00        99.3546       0.597140       0.482527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00        99.3593       0.591823       0.488981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00        99.3674       0.584056       0.485161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00        99.3738       0.580198       0.460114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00        99.1272       0.797278       0.755198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00        99.6317       0.355065       0.132532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00        99.3869       0.569521       0.436114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00        99.3905       0.567381       0.421431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00        99.3962       0.561662       0.421094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00        99.6990       0.281130       0.198221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00        99.1023       0.837966       0.597501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00        99.4098       0.551639       0.385751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00        99.4142       0.548003       0.378037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00        99.4181       0.544612       0.373070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00        99.4216       0.542595       0.357668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00        99.4267       0.538211       0.350961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00        99.4303       0.535059       0.345948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00        99.4339       0.532087       0.340251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00        99.4344       0.534913       0.307243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00        99.4422       0.526564       0.312468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00        99.4443       0.525472       0.302422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00        99.4489       0.520678       0.304537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00        99.4531       0.515582       0.313548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00        99.4564       0.517394       0.261745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00        99.3463       0.622359       0.312942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00        99.5740       0.405061       0.209164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00        99.4660       0.506824       0.271608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.4705       0.504505       0.249583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00        99.4729       0.502167       0.249483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00        99.4449       0.401488       0.146828E-001  0.138894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00        99.2915                 NaN  0.199232E-002  0.706523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00        99.2866                 NaN            NaN  0.713411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00        99.2815                 NaN            NaN  0.718523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00        99.2776                 NaN            NaN  0.722439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00        99.2693                 NaN            NaN  0.730734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00        99.2454                 NaN            NaN  0.724904       0.296513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00        98.8479                 NaN            NaN  0.692918       0.459140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00        98.8663                 NaN            NaN  0.451367       0.682351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00        98.8468                 NaN  0.290472E-001  0.414290       0.709876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00        98.9132                 NaN            NaN  0.434618       0.652197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00        98.8945                 NaN            NaN  0.666479       0.439038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00        98.9083                 NaN            NaN  0.433924       0.657786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00        98.9194                 NaN  0.299180E-002  0.424661       0.652996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00        98.9293                 NaN            NaN  0.645639       0.425101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00        98.9439                 NaN  0.140446E-001  0.644148       0.397952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00        98.9569                 NaN  0.311153E-001  0.367843       0.644119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00        98.9673                 NaN  0.296644E-001  0.637344       0.365696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.9772                 NaN  0.283074E-001  0.363668       0.630785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00        98.9872                 NaN  0.270434E-001  0.361034       0.624736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00        98.9963                 NaN  0.257235E-001  0.617463       0.360465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00        99.0064                 NaN  0.244897E-001  0.612196       0.356954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00        99.0151                 NaN  0.234063E-001  0.607394       0.354146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00        99.0244                 NaN  0.220364E-001  0.352580       0.600972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00        99.0323                 NaN  0.210769E-001  0.350048       0.596611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00        99.0429                 NaN  0.196796E-001  0.589737       0.347721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00        99.0475                 NaN  0.186708E-001  0.346565       0.587273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00        99.0598                 NaN  0.178114E-001  0.579808       0.342595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00        99.0608                 NaN  0.162306E-001  0.345395       0.577577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00        99.0838                 NaN  0.153290E-001  0.564238       0.336597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00        99.0818                 NaN  0.146674E-001  0.337826       0.565714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.0905                 NaN  0.134510E-001  0.560358       0.335660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00        99.0975                 NaN  0.125008E-001  0.334016       0.555974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        99.1038                 NaN  0.114731E-001  0.552294       0.332385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00        99.1126                 NaN  0.107212E-001  0.329860       0.546805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00        99.1186                 NaN  0.101177E-001  0.327414       0.543867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00        99.1258                 NaN  0.837964E-002  0.326492       0.539318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00        99.1314                 NaN  0.803099E-002  0.324794       0.535725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00        99.1384                 NaN  0.692724E-002  0.532285       0.322372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00        99.1457                 NaN  0.639080E-002  0.527963       0.319989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00        99.1892                 NaN  0.577658E-002  0.500703       0.304284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00        99.1182                 NaN  0.877331E-004  0.543239       0.338489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00        99.1633                 NaN  0.475354E-002  0.518558       0.313424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00        99.1698                 NaN  0.613913E-002  0.515595       0.308445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00        98.0865                 NaN  0.149683       0.563432       0.637125       0.563213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00        97.6575                 NaN  0.212611       0.676282       0.657025       0.796627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00        97.7082                 NaN  0.210871       0.663107       0.637683       0.780184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00        97.7628                 NaN  0.208433       0.618208       0.648458       0.762140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.00        2500.00        97.8106                 NaN  0.206709       0.635839       0.600243       0.746614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.42        2500.00        97.8600                 NaN  0.204881       0.581754       0.622897       0.730420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.85        2500.00        97.9101                 NaN  0.201895       0.565724       0.608682       0.713574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        97.9517                 NaN  0.200768       0.597871       0.549412       0.700230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.70        2500.00        97.9953                 NaN  0.198943       0.533494       0.586418       0.685805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.13        2500.00        98.0368                 NaN  0.197307       0.518463       0.575237       0.672199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        98.0760                 NaN  0.195892       0.565156       0.503439       0.659492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.98        2500.00        98.1151                 NaN  0.193856       0.554474       0.490438       0.646146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.40        2500.00        98.1541                 NaN  0.192348       0.476154       0.543945       0.633461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.83        2500.00        98.1887                 NaN  0.191125       0.463034       0.535074       0.622087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.25        2500.00        98.2236                 NaN  0.189665       0.451308       0.524998       0.610406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.68        2500.00        98.2605                 NaN  0.187752       0.438470       0.515295       0.598019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        98.2931                 NaN  0.186766       0.506119       0.426722       0.587266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.53        2500.00        98.3222                 NaN  0.185342       0.498769       0.415956       0.577692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.96        2500.00        98.3539                 NaN  0.184467       0.404580       0.489562       0.567500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.38        2500.00        98.3864                 NaN  0.181954       0.393855       0.481976       0.555848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.81        2500.00        98.4141                 NaN  0.181297       0.383544       0.474008       0.547033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.23        2500.00        98.4418                 NaN  0.180257       0.467116       0.373206       0.537619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.66        2500.00        98.4697                 NaN  0.179010       0.459367       0.363455       0.528452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.08        2500.00        98.4957                 NaN  0.177848       0.452256       0.354576       0.519646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.51        2500.00        98.5235                 NaN  0.176337       0.345286       0.444481       0.510382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.93        2500.00        98.5398                 NaN  0.177170       0.337395       0.440326       0.505272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.36        2500.00        98.5746                 NaN  0.174116       0.433417       0.324742       0.493076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.79        2500.00        98.6004                 NaN  0.171462       0.320842       0.423533       0.483729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.21        2500.00        98.6182                 NaN  0.172143       0.419537       0.311679       0.478394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.6409                 NaN  0.171085       0.304252       0.413029       0.470783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.06        2500.00        98.6629                 NaN  0.169943       0.296482       0.407353       0.463306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.49        2500.00        98.6817                 NaN  0.169254       0.289904       0.402030       0.457126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.91        2500.00        98.6387                 NaN  0.179610       0.288648       0.415557       0.477515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.34        2500.00        98.8042                 NaN  0.154120       0.364602       0.267402       0.409651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.76        2500.00        98.7449                 NaN  0.165864       0.385767       0.267951       0.435567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.19        2500.00        98.7634                 NaN  0.164890       0.380527       0.262178       0.429028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.62        2500.00        98.7842                 NaN  0.163454       0.256047       0.374456       0.421878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.04        2500.00        98.8019                 NaN  0.162976       0.249136       0.369932       0.416034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.47        2500.00        98.8199                 NaN  0.161350       0.244157       0.365027       0.409565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        98.8295                 NaN  0.160841       0.362135       0.241131       0.406396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.32        2500.00        98.8620                 NaN  0.159795       0.229273       0.354182       0.394772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.74        2500.00        98.8706                 NaN  0.158533       0.227319       0.351361       0.392181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1384.17        2500.00        98.8868                 NaN  0.157533       0.346791       0.222220       0.386666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.59        2500.00        98.9034                 NaN  0.156364       0.216716       0.342624       0.380896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.02        2500.00        98.9172                 NaN  0.155837       0.339686       0.210883       0.376396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.45        2500.00        98.9178                 NaN  0.156975       0.333999       0.212490       0.378735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1377.87        2500.00        98.9669                 NaN  0.150294       0.327959       0.199242       0.355598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.30        2500.00        98.9629                 NaN  0.152095       0.326062       0.198855       0.360077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1374.72        2500.00        98.9771                 NaN  0.150996       0.194827       0.321944       0.355151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.15        2500.00        98.9904                 NaN  0.150274       0.190135       0.318502       0.350660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1371.57        2500.00        99.0052                 NaN  0.148334       0.314345       0.187103       0.344974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.00        2500.00        99.0176                 NaN  0.147809       0.311214       0.182459       0.340882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        99.0307                 NaN  0.146372       0.307405       0.179427       0.336116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1366.85        2500.00        99.0427                 NaN  0.145092       0.176501       0.303885       0.331792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.27        2500.00        99.0557                 NaN  0.143992       0.300188       0.172926       0.327234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1363.70        2500.00        99.0683                 NaN  0.142558       0.169799       0.296692       0.322696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.13        2500.00        99.0797                 NaN  0.141950       0.293967       0.165549       0.318810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.55        2500.00        99.0921                 NaN  0.139802       0.164417       0.289679       0.314044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.98        2500.00        99.1031                 NaN  0.138996       0.160866       0.286772       0.310226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1357.40        2500.00        99.1144                 NaN  0.137639       0.158142       0.283700       0.306105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.83        2500.00        99.1252                 NaN  0.136492       0.155546       0.280485       0.302311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1354.25        2500.00        99.1366                 NaN  0.134799       0.276931       0.153597       0.298063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1352.68        2500.00        99.1459                 NaN  0.133396       0.152055       0.274013       0.294618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.10        2500.00        99.1563                 NaN  0.132112       0.149298       0.271643       0.290669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1349.53        2500.00        99.1666                 NaN  0.130605       0.268157       0.147737       0.286944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.96        2500.00        99.1759                 NaN  0.129131       0.265321       0.146179       0.283468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1346.38        2500.00        99.1857                 NaN  0.127615       0.144391       0.262508       0.279834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.81        2500.00        99.1953                 NaN  0.126151       0.143002       0.259251       0.276330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1343.23        2500.00        99.2048                 NaN  0.124634       0.256372       0.141477       0.272740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.66        2500.00        99.2131                 NaN  0.123938       0.254376       0.138721       0.269821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00        99.2226                 NaN  0.119083       0.143766       0.249112       0.265475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.51        2500.00        99.2312                 NaN  0.121136       0.248503       0.136028       0.263147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.93        2500.00        99.2395                 NaN  0.118123       0.245186       0.137549       0.259602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.36        2500.00        99.2476                 NaN  0.116200       0.137596       0.242144       0.256443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.79        2500.00        99.2564                 NaN  0.115019       0.135778       0.239481       0.253317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.21        2500.00        99.2638                 NaN  0.112777       0.236431       0.136732       0.250247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.64        2500.00        99.2711                 NaN  0.110939       0.136835       0.233754       0.247411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.06        2500.00        99.2796                 NaN  0.109508       0.231325       0.135294       0.244228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00        99.2869                 NaN  0.107407       0.136019       0.228346       0.241326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00        99.2945                 NaN  0.107125       0.226523       0.133019       0.238798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.34        2500.00        99.3019                 NaN  0.103209       0.137104       0.222503       0.235304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.76        2500.00        99.3084                 NaN  0.101848       0.136328       0.220509       0.232905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
