|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1548.29        2500.00                 NaN   99.4252       0.510754       0.640854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.4320       0.513016       0.550326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        2500.00                 NaN   99.4347       0.507138       0.581696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.4380       0.504885       0.571489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        2500.00                 NaN   99.4437       0.500133       0.562041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.4453       0.498847       0.558282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        2500.00                 NaN   99.4519       0.494309       0.537433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        2500.00                 NaN   99.4549       0.491348       0.538002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        2500.00                 NaN   99.4592       0.487405       0.533771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        2500.00                 NaN   99.4620       0.482755       0.552682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        2500.00                 NaN   99.4663       0.485374       0.482802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00                 NaN   99.4698       0.480639       0.495853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        2500.00                 NaN   98.9269        1.01034       0.627716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.9967       0.219349E-002  0.108814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        2500.00                 NaN   99.4804       0.483357       0.362688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        2500.00                 NaN   99.7257       0.235391       0.388654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        2500.00                 NaN   99.2456       0.687995       0.664512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        2500.00                 NaN   99.4903       0.462849       0.468926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        2500.00                 NaN   99.4950       0.460676       0.443704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00                 NaN   99.4974       0.459255       0.433814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        2500.00                 NaN   99.7366       0.238653       0.247188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        2500.00                 NaN   99.2674       0.671802       0.608223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        2500.00                 NaN   99.4227       0.532879       0.444339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.5912       0.376376       0.324595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        2500.00                 NaN   99.5132       0.446591       0.402036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        2500.00                 NaN   99.5149       0.447002       0.380989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        2500.00                 NaN   99.5188       0.442630       0.385767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        2500.00                 NaN   99.5214       0.442017       0.365883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        2500.00                 NaN   99.5235       0.440179       0.362899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   99.5091       0.377797       0.252522E-001  0.878827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        2500.00                 NaN   99.4040                 NaN            NaN  0.596004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        2500.00                 NaN   99.4058                 NaN            NaN  0.594247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        2500.00                 NaN   99.4080       0.149880E-001            NaN  0.576998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        2500.00                 NaN   99.4085                 NaN            NaN  0.591462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        2500.00                 NaN   99.4073                 NaN  0.112919E-005  0.592697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        2500.00                 NaN   99.4101                 NaN            NaN  0.589873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        2500.00                 NaN   99.4103       0.259762E-002            NaN  0.587140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        2500.00                 NaN   99.4099                 NaN  0.152679E-005  0.590050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        2500.00                 NaN   99.4102                 NaN            NaN  0.589794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        2500.00                 NaN   99.5823                 NaN            NaN  0.417746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        2500.00                 NaN   99.2338                 NaN  0.140039E-003  0.766025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   99.4044                 NaN            NaN  0.595646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        2500.00                 NaN   99.4056                 NaN            NaN  0.594381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        2500.00                 NaN   99.4110                 NaN  0.757692E-004  0.588939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        2500.00                 NaN   99.4053                 NaN            NaN  0.594687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00                 NaN   99.4001                 NaN            NaN  0.599871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        2500.00                 NaN   99.3973                 NaN            NaN  0.602671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        2500.00                 NaN   99.3945                 NaN            NaN  0.605493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        2500.00                 NaN   99.3864                 NaN            NaN  0.613567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        2500.00                 NaN   99.3838                 NaN            NaN  0.616187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        2500.00                 NaN   99.3630                 NaN            NaN  0.617864       0.191362E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00                 NaN   99.1676                 NaN            NaN  0.370983       0.461411                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        2500.00                 NaN   99.1143                 NaN            NaN  0.593487       0.292171                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00                 NaN   99.1221                 NaN            NaN  0.587692       0.290186                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        2500.00                 NaN   99.1263                 NaN            NaN  0.584259       0.289458                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        2500.00                 NaN   99.1372                 NaN            NaN  0.286185       0.576661                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        2500.00                 NaN   99.1423                 NaN            NaN  0.573466       0.284249                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        2500.00                 NaN   99.1499                 NaN            NaN  0.281175       0.568887                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.16        2500.00                 NaN   99.1551                 NaN            NaN  0.279563       0.565372                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   99.3404                 NaN            NaN  0.216149       0.443423                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00                 NaN   98.9888                 NaN            NaN  0.676747       0.334410                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.66        2500.00                 NaN   99.1740                 NaN            NaN  0.552628       0.273335                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.15        2500.00                 NaN   99.1807                 NaN            NaN  0.271032       0.548284                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00                 NaN   99.1859                 NaN            NaN  0.268958       0.545176                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.15        2500.00                 NaN   99.1918                 NaN            NaN  0.266587       0.541579                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.65        2500.00                 NaN   99.1976                 NaN            NaN  0.264915       0.537524                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.14        2500.00                 NaN   99.2028                 NaN            NaN  0.262698       0.534521                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.64        2500.00                 NaN   99.2081                 NaN            NaN  0.530947       0.260928                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.14        2500.00                 NaN   99.2094                 NaN            NaN  0.531735       0.258904                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.64        2500.00                 NaN   99.2215                 NaN            NaN  0.520892       0.257595                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.14        2500.00                 NaN   99.2246                 NaN            NaN  0.255411       0.520027                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.63        2500.00                 NaN   99.2293                 NaN            NaN  0.516967       0.253738                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.13        2500.00                 NaN   99.2344                 NaN            NaN  0.514194       0.251394                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.63        2500.00                 NaN   99.2394                 NaN            NaN  0.511249       0.249378                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN   99.2438                 NaN            NaN  0.508200       0.248032                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.63        2500.00                 NaN   99.2480                 NaN            NaN  0.246073       0.505880                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.12        2500.00                 NaN   99.2535                 NaN            NaN  0.502228       0.244313                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.5253                 NaN            NaN  0.609543       0.516038       0.349095                 NaN            NaN            NaN            NaN            NaN
  1431.12        2500.00                 NaN   98.1114                 NaN            NaN  0.820955       0.514899       0.552786                 NaN            NaN            NaN            NaN            NaN
  1429.62        2500.00                 NaN   98.1447                 NaN  0.404835E-003  0.806713       0.505343       0.542852                 NaN            NaN            NaN            NaN            NaN
  1428.11        2500.00                 NaN   98.1713                 NaN  0.289311E-001  0.752289       0.508509       0.538951                 NaN            NaN            NaN            NaN            NaN
  1426.61        2500.00                 NaN   98.1678                 NaN  0.227747       0.454437       0.581254       0.568756                 NaN            NaN            NaN            NaN            NaN
  1425.11        2500.00                 NaN   98.2013                 NaN  0.226018       0.572160       0.441957       0.558567                 NaN            NaN            NaN            NaN            NaN
  1423.61        2500.00                 NaN   98.2315                 NaN  0.224969       0.430743       0.563476       0.549293                 NaN            NaN            NaN            NaN            NaN
  1422.11        2500.00                 NaN   99.3903                 NaN  0.798065E-001  0.144319       0.194578       0.191000                 NaN            NaN            NaN            NaN            NaN
  1420.60        2500.00                 NaN   97.1660                 NaN  0.365613       0.910111       0.678980       0.879340                 NaN            NaN            NaN            NaN            NaN
  1419.10        2500.00                 NaN   98.3173                 NaN  0.221857       0.396479       0.541392       0.523000                 NaN            NaN            NaN            NaN            NaN
  1417.60        2500.00                 NaN   98.3516                 NaN  0.220068       0.532560       0.383330       0.512446                 NaN            NaN            NaN            NaN            NaN
  1416.10        2500.00                 NaN   98.3819                 NaN  0.184447       0.511017       0.424312       0.498293                 NaN            NaN            NaN            NaN            NaN
  1414.59        2500.00                 NaN   98.3981                 NaN  0.253007       0.535863       0.309796       0.503207                 NaN            NaN            NaN            NaN            NaN
  1413.09        2500.00                 NaN   98.4278                 NaN  0.216870       0.352982       0.513379       0.488983                 NaN            NaN            NaN            NaN            NaN
  1411.59        2500.00                 NaN   98.4523                 NaN  0.216277       0.343265       0.506680       0.481469                 NaN            NaN            NaN            NaN            NaN
  1410.09        2500.00                 NaN   98.4748                 NaN  0.217252       0.503344       0.329500       0.475077                 NaN            NaN            NaN            NaN            NaN
  1408.59        2500.00                 NaN   98.5074                 NaN  0.211104       0.327255       0.490389       0.463813                 NaN            NaN            NaN            NaN            NaN
  1407.08        2500.00                 NaN   98.5249                 NaN  0.212719       0.488219       0.315058       0.459085                 NaN            NaN            NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.5475                 NaN  0.211636       0.306543       0.482225       0.452098                 NaN            NaN            NaN            NaN            NaN
  1404.08        2500.00                 NaN   98.5687                 NaN  0.210674       0.298170       0.477038       0.445416                 NaN            NaN            NaN            NaN            NaN
  1402.58        2500.00                 NaN   98.5904                 NaN  0.209589       0.471397       0.289901       0.438737                 NaN            NaN            NaN            NaN            NaN
  1401.08        2500.00                 NaN   98.6109                 NaN  0.208608       0.281441       0.466809       0.432270                 NaN            NaN            NaN            NaN            NaN
  1399.57        2500.00                 NaN   98.6317                 NaN  0.207437       0.460738       0.274346       0.425759                 NaN            NaN            NaN            NaN            NaN
  1398.07        2500.00                 NaN   98.6509                 NaN  0.206464       0.266895       0.455986       0.419794                 NaN            NaN            NaN            NaN            NaN
  1396.57        2500.00                 NaN   98.6704                 NaN  0.205656       0.259246       0.450972       0.413698                 NaN            NaN            NaN            NaN            NaN
  1395.07        2500.00                 NaN   98.6895                 NaN  0.204453       0.446772       0.251726       0.407570                 NaN            NaN            NaN            NaN            NaN
  1393.56        2500.00                 NaN   98.7081                 NaN  0.203606       0.441073       0.245355       0.401822                 NaN            NaN            NaN            NaN            NaN
  1392.06        2500.00                 NaN   98.7234                 NaN  0.203189       0.236882       0.439644       0.396892                 NaN            NaN            NaN            NaN            NaN
  1390.56        2500.00                 NaN   98.7435                 NaN  0.200698       0.431653       0.233570       0.390532                 NaN            NaN            NaN            NaN            NaN
  1389.06        2500.00                 NaN   98.7624                 NaN  0.200471       0.225218       0.427340       0.384585                 NaN            NaN            NaN            NaN            NaN
  1387.56        2500.00                 NaN   98.7786                 NaN  0.199348       0.219028       0.423362       0.379634                 NaN            NaN            NaN            NaN            NaN
  1386.05        2500.00                 NaN   98.7922                 NaN  0.199285       0.420642       0.212632       0.375285                 NaN            NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.8122                 NaN  0.195946       0.414202       0.209109       0.368549                 NaN            NaN            NaN            NaN            NaN
  1383.05        2500.00                 NaN   98.8264                 NaN  0.196032       0.410842       0.202414       0.364289                 NaN            NaN            NaN            NaN            NaN
  1381.55        2500.00                 NaN   98.8409                 NaN  0.196672       0.406664       0.195540       0.360201                 NaN            NaN            NaN            NaN            NaN
  1380.05        2500.00                 NaN   98.8598                 NaN  0.192649       0.402329       0.191650       0.353615                 NaN            NaN            NaN            NaN            NaN
  1378.54        2500.00                 NaN   98.8733                 NaN  0.209747       0.156009       0.409308       0.351654                 NaN            NaN            NaN            NaN            NaN
  1377.04        2500.00                 NaN   98.8868                 NaN  0.172768       0.213007       0.385003       0.342414                 NaN            NaN            NaN            NaN            NaN
  1375.54        2500.00                 NaN   98.9012                 NaN  0.189798       0.391983       0.176672       0.340307                 NaN            NaN            NaN            NaN            NaN
  1374.04        2500.00                 NaN   98.9136                 NaN  0.188766       0.172273       0.389143       0.336258                 NaN            NaN            NaN            NaN            NaN
  1372.53        2500.00                 NaN   98.9188                 NaN  0.192226       0.390289       0.162580       0.336109                 NaN            NaN            NaN            NaN            NaN
  1371.03        2500.00                 NaN   98.9405                 NaN  0.181264       0.175647       0.375657       0.326889                 NaN            NaN            NaN            NaN            NaN
  1369.53        2500.00                 NaN   98.9644                 NaN  0.184316       0.376805       0.155252       0.319266                 NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00                 NaN   98.9681                 NaN  0.182900       0.156362       0.374168       0.318496                 NaN            NaN            NaN            NaN            NaN
  1366.53        2500.00                 NaN   98.6935                 NaN  0.238577       0.476873       0.184454       0.406589                 NaN            NaN            NaN            NaN            NaN
  1365.02        2500.00                 NaN   99.2820                 NaN  0.123496       0.260076       0.116413       0.218051                 NaN            NaN            NaN            NaN            NaN
  1363.52        2500.00                 NaN   99.0052                 NaN  0.178770       0.145634       0.364018       0.306400                 NaN            NaN            NaN            NaN            NaN
  1362.02        2500.00                 NaN   99.0183                 NaN  0.177783       0.141608       0.359961       0.302324                 NaN            NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.0162                 NaN  0.183681       0.356964       0.137506       0.305659                 NaN            NaN            NaN            NaN            NaN
  1359.02        2500.00                 NaN   99.0546                 NaN  0.171206       0.348293       0.136515       0.289337                 NaN            NaN            NaN            NaN            NaN
  1357.51        2500.00                 NaN   99.0587                 NaN  0.170156       0.133796       0.349378       0.287978                 NaN            NaN            NaN            NaN            NaN
  1356.01        2500.00                 NaN   99.0624                 NaN  0.170257       0.347809       0.132138       0.287372                 NaN            NaN            NaN            NaN            NaN
  1354.51        2500.00                 NaN   99.0724                 NaN  0.163237       0.341448       0.139691       0.283254                 NaN            NaN            NaN            NaN            NaN
  1353.01        2500.00                 NaN   99.0841                 NaN  0.174238       0.112891       0.347761       0.281056                 NaN            NaN            NaN            NaN            NaN
  1351.50        2500.00                 NaN   99.0949                 NaN  0.165672       0.339137       0.123792       0.276477                 NaN            NaN            NaN            NaN            NaN
  1350.00        2500.00                 NaN   99.1040                 NaN  0.164076       0.336318       0.122134       0.273452                 NaN            NaN            NaN            NaN            NaN
  1348.50        2500.00                 NaN   99.1141                 NaN  0.158537       0.126911       0.330872       0.269573                 NaN            NaN            NaN            NaN            NaN
  1347.00        2500.00                 NaN   99.1242                 NaN  0.164164       0.333083       0.111412       0.267102                 NaN            NaN            NaN            NaN            NaN
  1345.50        2500.00                 NaN   99.1342                 NaN  0.158377       0.117016       0.327160       0.263258                 NaN            NaN            NaN            NaN            NaN
  1343.99        2500.00                 NaN   99.1441                 NaN  0.156986       0.114755       0.324118       0.260055                 NaN            NaN            NaN            NaN            NaN
  1342.49        2500.00                 NaN   99.1527                 NaN  0.154310       0.322065       0.114084       0.256875                 NaN            NaN            NaN            NaN            NaN
  1340.99        2500.00                 NaN   99.1620                 NaN  0.152607       0.318514       0.113091       0.253800                 NaN            NaN            NaN            NaN            NaN
  1339.49        2500.00                 NaN   99.1713                 NaN  0.150359       0.315445       0.112376       0.250566                 NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00                 NaN   99.1792                 NaN  0.148181       0.313263       0.111666       0.247733                 NaN            NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.1885                 NaN  0.146480       0.110183       0.310185       0.244685                 NaN            NaN            NaN            NaN            NaN
  1334.98        2500.00                 NaN   99.1968                 NaN  0.143815       0.306882       0.110830       0.241686                 NaN            NaN            NaN            NaN            NaN
  1333.48        2500.00                 NaN   99.2050                 NaN  0.141732       0.303354       0.111050       0.238899                 NaN            NaN            NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.2130                 NaN  0.140259       0.301356       0.109122       0.236242                 NaN            NaN            NaN            NaN            NaN
  1330.47        2500.00                 NaN   99.2141                 NaN  0.139215       0.111360       0.298793       0.236545                 NaN            NaN            NaN            NaN            NaN
  1328.97        2500.00                 NaN   99.2379                 NaN  0.133469       0.106636       0.295328       0.226647                 NaN            NaN            NaN            NaN            NaN
  1327.47        2500.00                 NaN   99.2369                 NaN  0.132698       0.109965       0.292745       0.227713                 NaN            NaN            NaN            NaN            NaN
  1325.97        2500.00                 NaN   99.2444                 NaN  0.130114       0.288793       0.111635       0.225084                 NaN            NaN            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.2519                 NaN  0.128030       0.285331       0.112186       0.222534                 NaN            NaN            NaN            NaN            NaN
  1322.96        2500.00                 NaN   99.2595                 NaN  0.125866       0.111598       0.283156       0.219847                 NaN            NaN            NaN            NaN            NaN
  1321.46        2500.00                 NaN   99.2666                 NaN  0.123813       0.280913       0.111318       0.217350                 NaN            NaN            NaN            NaN            NaN
  1319.96        2500.00                 NaN   99.2736                 NaN  0.119765       0.116192       0.275659       0.214818                 NaN            NaN            NaN            NaN            NaN
  1318.46        2500.00                 NaN   99.2800                 NaN  0.118341       0.273703       0.115345       0.212601                 NaN            NaN            NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.2873                 NaN  0.114955       0.270058       0.117901       0.209825                 NaN            NaN            NaN            NaN            NaN
  1315.45        2500.00                 NaN   99.2939                 NaN  0.112964       0.267297       0.118257       0.207624                 NaN            NaN            NaN            NaN            NaN
  1313.95        2500.00                 NaN   85.0813                 NaN   1.21577        2.80681       0.347133        1.93440        8.61456                 NaN            NaN            NaN            NaN
  1312.45        2500.00                 NaN   81.7438                 NaN   1.43535        3.63365       0.237418        2.33534        10.6144                 NaN            NaN            NaN            NaN
  1310.95        2500.00                 NaN   83.2843                 NaN   1.29791        3.60405                 NaN   2.14855        9.66522                 NaN            NaN            NaN            NaN
  1309.44        2500.00                 NaN   84.6555                 NaN   1.15603        3.38885                 NaN   1.98064        8.81899                 NaN            NaN            NaN            NaN
  1307.94        2500.00                 NaN   85.8715                 NaN   1.04777        3.17221                 NaN   1.83161        8.07688                 NaN            NaN            NaN            NaN
  1306.44        2500.00                 NaN   86.8801                 NaN  0.972186        2.97693                 NaN   1.70707        7.46376                 NaN            NaN            NaN            NaN
  1304.94        2500.00                 NaN   87.7316                 NaN  0.899133        2.82136                 NaN   1.60301        6.94489                 NaN            NaN            NaN            NaN
  1303.44        2500.00                 NaN   88.4854                 NaN  0.845217        2.67002                 NaN   1.51019        6.48915                 NaN            NaN            NaN            NaN
  1301.93        2500.00                 NaN   89.1355                 NaN  0.788512        2.55386                 NaN   1.43034        6.09182                 NaN            NaN            NaN            NaN
  1300.43        2500.00                 NaN   88.1691                 NaN   1.01227        2.58477                 NaN   1.56499        6.66884                 NaN            NaN            NaN            NaN
  1298.93        2500.00                 NaN   91.8117                 NaN  0.557359        2.03751                 NaN   1.07943        4.51404                 NaN            NaN            NaN            NaN
  1297.43        2500.00                 NaN   90.6903                 NaN  0.649500        2.27611                 NaN   1.23950        5.14463                 NaN            NaN            NaN            NaN
  1295.92        2500.00                 NaN   91.0883                 NaN  0.626891        2.18905                 NaN   1.19029        4.90544                 NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN   85.0530                 NaN  0.931332        3.32765                 NaN   1.94894        8.26318       0.475896                 NaN            NaN            NaN
  1292.92        2500.00                 NaN   84.6932                 NaN  0.999943        3.32831                 NaN   1.98289        8.47384       0.521789                 NaN            NaN            NaN
