|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1054.08        2500.00                 NaN            NaN            NaN   4.19325        23.3606                 NaN   11.5491        41.5649       0.276562        19.0556                 NaN            NaN
  1052.58        2500.00                 NaN            NaN            NaN   4.19556        23.3860                 NaN   11.5601        41.5389       0.272945        19.0465                 NaN            NaN
  1051.07        2500.00                 NaN            NaN            NaN   4.21164        23.4145                 NaN   11.5598        41.5134       0.271173        19.0294                 NaN            NaN
  1049.57        2500.00                 NaN            NaN            NaN   4.20179        23.4284                 NaN   11.5886        41.4934       0.268172        19.0197                 NaN            NaN
  1048.07        2500.00                 NaN            NaN            NaN   4.20510        23.4434                 NaN   11.6001        41.4757       0.265688        19.0099                 NaN            NaN
  1046.57        2500.00                 NaN            NaN            NaN   4.20680        23.4690                 NaN   11.6130        41.4503       0.263397        18.9975                 NaN            NaN
  1045.06        2500.00                 NaN            NaN            NaN   4.20930        23.4896                 NaN   11.6253        41.4285       0.260982        18.9863                 NaN            NaN
  1043.56        2500.00                 NaN            NaN            NaN   4.21175        23.5099                 NaN   11.6374        41.4070       0.258582        18.9754                 NaN            NaN
  1042.06        2500.00                 NaN            NaN            NaN   4.21424        23.5309                 NaN   11.6497        41.3849       0.256124        18.9641                 NaN            NaN
  1040.56        2500.00                 NaN            NaN            NaN   4.21649        23.5498                 NaN   11.6618        41.3643       0.253709        18.9539                 NaN            NaN
  1039.06        2500.00                 NaN            NaN            NaN   4.21900        23.5715                 NaN   11.6745        41.3416       0.251177        18.9423                 NaN            NaN
  1037.55        2500.00                 NaN            NaN            NaN   4.22148        23.5930                 NaN   11.6869        41.3190       0.248661        18.9309                 NaN            NaN
  1036.05        2500.00                 NaN            NaN            NaN   4.22443        23.6196                 NaN   11.7002        41.2927       0.245985        18.9171                 NaN            NaN
  1034.55        2500.00                 NaN            NaN            NaN   4.22646        23.6371                 NaN   11.7123        41.2730       0.243525        18.9076                 NaN            NaN
  1033.05        2500.00                 NaN            NaN            NaN   4.23759        23.3917                 NaN   11.6053        41.5263       0.276255        18.9629                 NaN            NaN
  1031.55        2500.00                 NaN            NaN            NaN   4.23051        23.6824                 NaN   11.7347        41.2262       0.237780        18.8884                 NaN            NaN
  1030.04        2500.00                 NaN            NaN            NaN   4.23313        23.7061                 NaN   11.7488        41.2015       0.235075        18.8754                 NaN            NaN
  1028.54        2500.00                 NaN            NaN            NaN   4.23558        23.7289                 NaN   11.7618        41.1778       0.232402        18.8636                 NaN            NaN
  1027.04        2500.00                 NaN            NaN            NaN   4.23804        23.7520                 NaN   11.7749        41.1538       0.229704        18.8516                 NaN            NaN
  1025.54        2500.00                 NaN            NaN            NaN   4.24049        23.7751                 NaN   11.7880        41.1298       0.226983        18.8397                 NaN            NaN
  1024.03        2500.00                 NaN            NaN            NaN   4.24301        23.7993                 NaN   11.8014        41.1049       0.224226        18.8272                 NaN            NaN
  1022.53        2500.00                 NaN            NaN            NaN   4.24541        23.8226                 NaN   11.8145        41.0807       0.221454        18.8153                 NaN            NaN
  1021.03        2500.00                 NaN            NaN            NaN   4.24790        23.8470                 NaN   11.8279        41.0557       0.218645        18.8029                 NaN            NaN
  1019.53        2500.00                 NaN            NaN            NaN   4.24624        23.8669                 NaN   11.8409        41.0335       0.216441        18.7959                 NaN            NaN
  1018.03        2500.00                 NaN            NaN            NaN   4.25317        23.8893                 NaN   11.8560        41.0106       0.213749        18.7771                 NaN            NaN
  1016.52        2500.00                 NaN            NaN            NaN   4.25425        23.9009                 NaN   11.8641        40.9964       0.211544        18.7728                 NaN            NaN
  1015.02        2500.00                 NaN            NaN            NaN   4.25671        23.9260                 NaN   11.8777        40.9707       0.208649        18.7602                 NaN            NaN
  1013.52        2500.00                 NaN            NaN            NaN   4.25550        23.9501                 NaN   11.8889        40.9481       0.206326        18.7511                 NaN            NaN
  1012.02        2500.00                 NaN            NaN            NaN   4.26313        23.9904                 NaN   11.9106        40.9073       0.202130        18.7264                 NaN            NaN
  1010.52        2500.00                 NaN            NaN            NaN   4.26582        24.0158                 NaN   11.9242        40.8814       0.199168        18.7136                 NaN            NaN
  1009.01        2500.00                 NaN            NaN            NaN   4.26682        24.0298                 NaN   11.9334        40.8650       0.196731        18.7082                 NaN            NaN
  1007.51        2500.00                 NaN            NaN            NaN   4.50211        19.9304       0.113046E-004   10.9430        44.3562       0.500930        19.7673                 NaN            NaN
  1006.01        2500.00                 NaN            NaN            NaN   4.27193        24.0848                 NaN   11.9622        40.8095       0.190561        18.6810                 NaN            NaN
  1004.51        2500.00                 NaN            NaN            NaN   4.27348        24.1215                 NaN   11.9682        40.7903       0.192011        18.6545                 NaN            NaN
  1003.00        2500.00                 NaN            NaN            NaN   4.27715        24.1404                 NaN   11.9913        40.7532       0.184193        18.6537                 NaN            NaN
  1001.50        2500.00                 NaN            NaN            NaN   4.27998        24.1669                 NaN   12.0025        40.7268       0.180940        18.6429                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN   4.28252        24.1953                 NaN   12.0173        40.6982       0.177731        18.6290                 NaN            NaN
