|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1431.39        2500.00        98.1221                 NaN  0.702599       0.318203                 NaN            NaN  0.287795                 NaN  0.569310                 NaN            NaN            NaN
  1430.16        2500.00        98.1437                 NaN  0.700204       0.304242                 NaN            NaN  0.288565                 NaN  0.563334                 NaN            NaN            NaN
  1428.93        2500.00        98.1741                 NaN  0.691306       0.293910                 NaN            NaN  0.286862                 NaN  0.553776                 NaN            NaN            NaN
  1427.70        2500.00        98.1894                 NaN  0.263019       0.696081                 NaN            NaN  0.300088                 NaN  0.551399                 NaN            NaN            NaN
  1426.47        2500.00        98.2232                 NaN  0.289213       0.676247                 NaN            NaN  0.274189                 NaN  0.537155                 NaN            NaN            NaN
  1425.24        2500.00        98.2423                 NaN  0.678392       0.259135                 NaN            NaN  0.286576                 NaN  0.533574                 NaN            NaN            NaN
  1424.01        2500.00        98.2638                 NaN  0.248106       0.674507                 NaN            NaN  0.286454                 NaN  0.527139                 NaN            NaN            NaN
  1422.78        2500.00        98.2871                 NaN  0.238000       0.668767                 NaN            NaN  0.286027                 NaN  0.520143                 NaN            NaN            NaN
  1421.55        2500.00        98.3078                 NaN  0.665859       0.226737                 NaN            NaN  0.285734                 NaN  0.513840                 NaN            NaN            NaN
  1420.33        2500.00        98.3256                 NaN  0.662712       0.215667                 NaN            NaN  0.286867                 NaN  0.509180                 NaN            NaN            NaN
  1419.10        2500.00        98.3538                 NaN  0.656635       0.206276                 NaN            NaN  0.283629                 NaN  0.499660                 NaN            NaN            NaN
  1417.87        2500.00        98.3652                 NaN  0.656590       0.195863                 NaN            NaN  0.285677                 NaN  0.496629                 NaN            NaN            NaN
  1416.64        2500.00        98.3834                 NaN  0.653141       0.187360                 NaN            NaN  0.285138                 NaN  0.490968                 NaN            NaN            NaN
  1415.41        2500.00        98.8126                 NaN  0.129167       0.483822                 NaN            NaN  0.213113                 NaN  0.361336                 NaN            NaN            NaN
  1414.18        2500.00        98.0191                 NaN  0.214977       0.810791                 NaN            NaN  0.354683                 NaN  0.600407                 NaN            NaN            NaN
  1412.95        2500.00        98.4414                 NaN  0.157745       0.643555                 NaN            NaN  0.284117                 NaN  0.473185                 NaN            NaN            NaN
  1411.72        2500.00        98.4634                 NaN  0.639362       0.147730                 NaN            NaN  0.282866                 NaN  0.466597                 NaN            NaN            NaN
  1410.49        2500.00        98.8713                 NaN  0.995367E-001  0.473278                 NaN            NaN  0.211869                 NaN  0.343978                 NaN            NaN            NaN
  1409.26        2500.00        98.1010                 NaN  0.801269       0.168850                 NaN            NaN  0.353708                 NaN  0.575198                 NaN            NaN            NaN
  1408.04        2500.00        98.5116                 NaN  0.118482       0.635452                 NaN            NaN  0.282380                 NaN  0.452041                 NaN            NaN            NaN
  1406.81        2500.00        98.5299                 NaN  0.630267       0.112076                 NaN            NaN  0.281583                 NaN  0.446161                 NaN            NaN            NaN
  1405.58        2500.00        98.5423                 NaN  0.102638       0.630873                 NaN            NaN  0.281901                 NaN  0.442249                 NaN            NaN            NaN
  1404.35        2500.00        99.3853                 NaN  0.849952E-001  0.240553                 NaN            NaN  0.103804                 NaN  0.185338                 NaN            NaN            NaN
  1403.12        2500.00        97.7505                 NaN   1.00920       0.100917                 NaN            NaN  0.456615                 NaN  0.682723                 NaN            NaN            NaN
  1401.89        2500.00        98.5912                 NaN  0.623525       0.784060E-001            NaN            NaN  0.279760                 NaN  0.427159                 NaN            NaN            NaN
  1400.66        2500.00        98.6054                 NaN  0.622548       0.698861E-001            NaN            NaN  0.279340                 NaN  0.422834                 NaN            NaN            NaN
  1399.43        2500.00        98.6150                 NaN  0.625064       0.610152E-001            NaN            NaN  0.279276                 NaN  0.419600                 NaN            NaN            NaN
  1398.20        2500.00        98.6353                 NaN  0.534204E-001  0.620459                 NaN            NaN  0.277563                 NaN  0.413276                 NaN            NaN            NaN
  1396.97        2500.00        98.6482                 NaN  0.619232       0.456489E-001            NaN            NaN  0.277497                 NaN  0.409414                 NaN            NaN            NaN
  1395.75        2500.00        98.6610                 NaN  0.470480E-001  0.615237                 NaN            NaN  0.271975                 NaN  0.404767                 NaN            NaN            NaN
  1394.52        2500.00        98.6732                 NaN  0.213557E-001  0.621520                 NaN            NaN  0.281581                 NaN  0.402314                 NaN            NaN            NaN
  1393.29        2500.00        98.6887                 NaN  0.235064E-001  0.615961                 NaN            NaN  0.275259                 NaN  0.396580                 NaN            NaN            NaN
  1392.06        2500.00        98.6999                 NaN  0.617136       0.155112E-001            NaN            NaN  0.274565                 NaN  0.392918                 NaN            NaN            NaN
  1390.83        2500.00        98.7118                 NaN  0.618298       0.684580E-002            NaN            NaN  0.273884                 NaN  0.389137                 NaN            NaN            NaN
  1389.60        2500.00        98.7232                 NaN  0.109953E-001  0.609860                 NaN            NaN  0.270591                 NaN  0.385311                 NaN            NaN            NaN
  1388.37        2500.00        98.7384                 NaN  0.611019       0.132989E-002            NaN            NaN  0.269132                 NaN  0.380148                 NaN            NaN            NaN
  1387.14        2500.00        98.7458                 NaN  0.610094                 NaN            NaN            NaN  0.266646                 NaN  0.377505                 NaN            NaN            NaN
  1385.91        2500.00        98.7580                 NaN  0.603230                 NaN            NaN            NaN  0.265187                 NaN  0.373597                 NaN            NaN            NaN
  1384.68        2500.00        98.7724                 NaN  0.595243                 NaN            NaN            NaN  0.263575                 NaN  0.368799                 NaN            NaN            NaN
  1383.46        2500.00        98.7698                 NaN  0.554000       0.754778E-001            NaN            NaN  0.235766                 NaN  0.364964                 NaN            NaN            NaN
  1382.23        2500.00        98.7927                 NaN  0.584719                 NaN            NaN            NaN  0.260722                 NaN  0.361851                 NaN            NaN            NaN
  1381.00        2500.00        98.8031                 NaN  0.584218                 NaN            NaN            NaN  0.254846                 NaN  0.357825                 NaN            NaN            NaN
  1379.77        2500.00        98.8094                 NaN  0.587282                 NaN            NaN            NaN  0.248341                 NaN  0.354962                 NaN            NaN            NaN
  1378.54        2500.00        98.8219                 NaN  0.577334                 NaN            NaN            NaN  0.249852                 NaN  0.350927                 NaN            NaN            NaN
  1377.31        2500.00        98.8311                 NaN  0.567372                 NaN            NaN            NaN  0.252888                 NaN  0.348689                 NaN            NaN            NaN
  1376.08        2500.00        98.8436                 NaN  0.568210                 NaN            NaN            NaN  0.244737                 NaN  0.343443                 NaN            NaN            NaN
  1374.85        2500.00        98.8504                 NaN  0.562447                 NaN            NaN            NaN  0.245635                 NaN  0.341544                 NaN            NaN            NaN
  1373.62        2500.00        98.8625                 NaN  0.560548                 NaN            NaN            NaN  0.240127                 NaN  0.336824                 NaN            NaN            NaN
  1372.39        2500.00        98.8704                 NaN  0.556169                 NaN            NaN            NaN  0.239217                 NaN  0.334243                 NaN            NaN            NaN
  1371.16        2500.00        98.8788                 NaN  0.555251                 NaN            NaN            NaN  0.234940                 NaN  0.330977                 NaN            NaN            NaN
  1369.94        2500.00        98.8891                 NaN  0.549005                 NaN            NaN            NaN  0.234299                 NaN  0.327633                 NaN            NaN            NaN
  1368.71        2500.00        98.8975                 NaN  0.541920                 NaN            NaN            NaN  0.234976                 NaN  0.325572                 NaN            NaN            NaN
  1367.48        2500.00        98.9080                 NaN  0.542851                 NaN            NaN            NaN  0.228786                 NaN  0.320372                 NaN            NaN            NaN
  1366.25        2500.00        98.9141                 NaN  0.540896                 NaN            NaN            NaN  0.226487                 NaN  0.318493                 NaN            NaN            NaN
  1365.02        2500.00        98.9227                 NaN  0.537923                 NaN            NaN            NaN  0.224018                 NaN  0.315339                 NaN            NaN            NaN
  1363.79        2500.00        98.9311                 NaN  0.532274                 NaN            NaN            NaN  0.223948                 NaN  0.312668                 NaN            NaN            NaN
  1362.56        2500.00        98.9382                 NaN  0.534769                 NaN            NaN            NaN  0.217657                 NaN  0.309424                 NaN            NaN            NaN
  1361.33        2500.00        98.9451                 NaN  0.527290                 NaN            NaN            NaN  0.219858                 NaN  0.307794                 NaN            NaN            NaN
  1360.10        2500.00        98.9573                 NaN  0.524346                 NaN            NaN            NaN  0.215490                 NaN  0.302842                 NaN            NaN            NaN
  1358.87        2500.00        98.9630                 NaN  0.522126                 NaN            NaN            NaN  0.213861                 NaN  0.301039                 NaN            NaN            NaN
  1357.65        2500.00        98.9697                 NaN  0.524541                 NaN            NaN            NaN  0.207576                 NaN  0.298144                 NaN            NaN            NaN
  1356.42        2500.00        98.9787                 NaN  0.516105                 NaN            NaN            NaN  0.209757                 NaN  0.295423                 NaN            NaN            NaN
  1355.19        2500.00        98.9859                 NaN  0.504109                 NaN            NaN            NaN  0.215066                 NaN  0.294938                 NaN            NaN            NaN
  1353.96        2500.00        98.9966                 NaN  0.515724                 NaN            NaN            NaN  0.199557                 NaN  0.288092                 NaN            NaN            NaN
  1352.73        2500.00        99.0005                 NaN  0.510254                 NaN            NaN            NaN  0.201801                 NaN  0.287396                 NaN            NaN            NaN
  1351.50        2500.00        99.0063                 NaN  0.515210                 NaN            NaN            NaN  0.193157                 NaN  0.285348                 NaN            NaN            NaN
  1350.27        2500.00        99.0165                 NaN  0.503759                 NaN            NaN            NaN  0.198434                 NaN  0.281299                 NaN            NaN            NaN
  1349.04        2500.00        99.0206                 NaN  0.501333                 NaN            NaN            NaN  0.197747                 NaN  0.280286                 NaN            NaN            NaN
  1347.81        2500.00        99.0298                 NaN  0.499500                 NaN            NaN            NaN  0.193321                 NaN  0.277414                 NaN            NaN            NaN
  1346.58        2500.00        99.0311                 NaN  0.497527                 NaN            NaN            NaN  0.194982                 NaN  0.276381                 NaN            NaN            NaN
  1345.36        2500.00        99.0426                 NaN  0.496116                 NaN            NaN            NaN  0.189394                 NaN  0.271892                 NaN            NaN            NaN
  1344.13        2500.00        99.0466                 NaN  0.497633                 NaN            NaN            NaN  0.185431                 NaN  0.270384                 NaN            NaN            NaN
  1342.90        2500.00        99.0526                 NaN  0.493590                 NaN            NaN            NaN  0.185431                 NaN  0.268372                 NaN            NaN            NaN
  1341.67        2500.00        99.0597                 NaN  0.491455                 NaN            NaN            NaN  0.182943                 NaN  0.265889                 NaN            NaN            NaN
  1340.44        2500.00        99.0667                 NaN  0.488428                 NaN            NaN            NaN  0.181313                 NaN  0.263593                 NaN            NaN            NaN
  1339.21        2500.00        99.0723                 NaN  0.487493                 NaN            NaN            NaN  0.178849                 NaN  0.261404                 NaN            NaN            NaN
  1337.98        2500.00        99.0764                 NaN  0.490004                 NaN            NaN            NaN  0.174143                 NaN  0.259417                 NaN            NaN            NaN
  1336.75        2500.00        99.0821                 NaN  0.486519                 NaN            NaN            NaN  0.174018                 NaN  0.257401                 NaN            NaN            NaN
  1335.52        2500.00        99.0053                 NaN  0.518874                 NaN            NaN            NaN  0.161290                 NaN  0.272218       0.422720E-001            NaN            NaN
  1334.29        2500.00        98.9779                 NaN  0.528496                 NaN            NaN            NaN  0.156439                 NaN  0.277164       0.599509E-001            NaN            NaN
  1333.07        2500.00        98.9863                 NaN  0.525233                 NaN            NaN            NaN  0.154738                 NaN  0.274726       0.590082E-001            NaN            NaN
  1331.84        2500.00        98.9985                 NaN  0.514483                 NaN            NaN            NaN  0.157175                 NaN  0.271574       0.582188E-001            NaN            NaN
  1330.61        2500.00        99.0080                 NaN  0.511027                 NaN            NaN            NaN  0.154804                 NaN  0.268950       0.572283E-001            NaN            NaN
  1329.38        2500.00        99.0191                 NaN  0.505227                 NaN            NaN            NaN  0.153416                 NaN  0.265954       0.562976E-001            NaN            NaN
  1328.15        2500.00        99.0265                 NaN  0.504314                 NaN            NaN            NaN  0.150691                 NaN  0.263174       0.553373E-001            NaN            NaN
  1326.92        2500.00        99.0375                 NaN  0.496103                 NaN            NaN            NaN  0.151279                 NaN  0.260604       0.545355E-001            NaN            NaN
  1325.69        2500.00        99.0466                 NaN  0.492552                 NaN            NaN            NaN  0.149292                 NaN  0.257914       0.535948E-001            NaN            NaN
  1324.46        2500.00        99.0551                 NaN  0.489386                 NaN            NaN            NaN  0.147357                 NaN  0.255437       0.527064E-001            NaN            NaN
  1323.23        2500.00        99.0653                 NaN  0.484431                 NaN            NaN            NaN  0.145825                 NaN  0.252595       0.518180E-001            NaN            NaN
  1322.00        2500.00        99.0728                 NaN  0.481676                 NaN            NaN            NaN  0.144215                 NaN  0.250365       0.509721E-001            NaN            NaN
  1320.77        2500.00        99.0815                 NaN  0.480050                 NaN            NaN            NaN  0.140686                 NaN  0.247721       0.499966E-001            NaN            NaN
  1319.55        2500.00        99.0906                 NaN  0.472139                 NaN            NaN            NaN  0.142622                 NaN  0.245319       0.493499E-001            NaN            NaN
  1318.32        2500.00        99.0991                 NaN  0.471444                 NaN            NaN            NaN  0.138310                 NaN  0.242780       0.483604E-001            NaN            NaN
  1317.09        2500.00        99.1079                 NaN  0.467240                 NaN            NaN            NaN  0.137054                 NaN  0.240251       0.475628E-001            NaN            NaN
  1315.86        2500.00        99.1165                 NaN  0.462961                 NaN            NaN            NaN  0.135921                 NaN  0.237898       0.467624E-001            NaN            NaN
  1314.63        2500.00        99.1242                 NaN  0.459399                 NaN            NaN            NaN  0.134741                 NaN  0.235617       0.460263E-001            NaN            NaN
  1313.40        2500.00        99.1322                 NaN  0.457299                 NaN            NaN            NaN  0.132033                 NaN  0.233289       0.451347E-001            NaN            NaN
  1312.17        2500.00        99.1416                 NaN  0.452939                 NaN            NaN            NaN  0.130164                 NaN  0.230817       0.444375E-001            NaN            NaN
  1310.94        2500.00        99.1488                 NaN  0.450532                 NaN            NaN            NaN  0.128664                 NaN  0.228427       0.435745E-001            NaN            NaN
  1309.71        2500.00        99.1561                 NaN  0.448626                 NaN            NaN            NaN  0.126076                 NaN  0.226393       0.427931E-001            NaN            NaN
  1308.48        2500.00        99.1633                 NaN  0.446151                 NaN            NaN            NaN  0.124279                 NaN  0.224269       0.420147E-001            NaN            NaN
  1307.26        2500.00        99.1712                 NaN  0.442743                 NaN            NaN            NaN  0.122778                 NaN  0.221965       0.413016E-001            NaN            NaN
  1306.03        2500.00        99.1786                 NaN  0.440953                 NaN            NaN            NaN  0.120141                 NaN  0.219818       0.405197E-001            NaN            NaN
  1304.80        2500.00        99.1858                 NaN  0.438814                 NaN            NaN            NaN  0.117917                 NaN  0.217773       0.397294E-001            NaN            NaN
  1303.57        2500.00        99.1934                 NaN  0.436003                 NaN            NaN            NaN  0.115879                 NaN  0.215676       0.390116E-001            NaN            NaN
  1302.34        2500.00        85.1262                 NaN   3.49503                 NaN            NaN            NaN   1.02266                 NaN   2.01499       0.514550        7.82656                 NaN
  1301.11        2500.00        74.7394                 NaN   5.74382                 NaN            NaN            NaN   1.78405                 NaN   3.33806       0.849937        13.5447                 NaN
  1299.88        2500.00        76.5308                 NaN   5.38322                 NaN            NaN            NaN   1.71462                 NaN   3.10408       0.772892        12.4944                 NaN
  1298.65        2500.00        78.2228                 NaN   5.05566                 NaN            NaN            NaN   1.62393                 NaN   2.88294       0.701732        11.5129                 NaN
  1297.42        2500.00        79.7556                 NaN   4.76348                 NaN            NaN            NaN   1.53125                 NaN   2.68266       0.638379        10.6286                 NaN
  1296.19        2500.00        81.1659                 NaN   4.49825                 NaN            NaN            NaN   1.43341                 NaN   2.49793       0.581549        9.82295                 NaN
  1294.97        2500.00        81.9000                 NaN   4.34633                 NaN            NaN            NaN   1.36558                 NaN   2.40618       0.557040        9.42488                 NaN
  1293.74        2500.00        82.6442                 NaN   4.27734                 NaN            NaN            NaN   1.31732                 NaN   2.29775       0.515092        8.94833                 NaN
  1292.51        2500.00        85.2191                 NaN   3.34105                 NaN            NaN            NaN   1.19107                 NaN   1.99213       0.468684        7.78796                 NaN
  1291.28        2500.00        87.7039                 NaN   3.42923                 NaN            NaN            NaN  0.935299                 NaN   1.59316       0.311211        6.02725                 NaN
  1290.05        2500.00        84.6744                 NaN   3.94462                 NaN            NaN            NaN   1.08780                 NaN   2.02903       0.446913        7.81719                 NaN
  1288.82        2500.00        88.4382                 NaN   2.96867                 NaN            NaN            NaN  0.937447                 NaN   1.55284       0.311556        5.79128                 NaN
  1287.59        2500.00        88.2342                 NaN   3.09609                 NaN            NaN            NaN  0.782436                 NaN   1.56946       0.335024        5.98277                 NaN
  1286.36        2500.00        84.9994                 NaN   3.85907                 NaN            NaN            NaN   1.11022                 NaN   2.04330       0.425641        7.56232                 NaN
  1285.13        2500.00        96.1652                 NaN   1.25752                 NaN            NaN            NaN  0.236392                 NaN  0.459213       0.734100E-001   1.80827                 NaN
  1283.90        2500.00        92.0743                 NaN   2.19735                 NaN            NaN            NaN  0.550667                 NaN   1.05299       0.207126        3.91754                 NaN
  1282.68        2500.00        90.8271                 NaN   2.53204                 NaN            NaN            NaN  0.585789                 NaN   1.22653       0.244809        4.58369                 NaN
  1281.45        2500.00        92.3824                 NaN   2.16999                 NaN            NaN            NaN  0.466232                 NaN   1.01168       0.199593        3.77006                 NaN
  1280.22        2500.00        92.2038                 NaN   2.19335                 NaN            NaN            NaN  0.488388                 NaN   1.04166       0.203040        3.86980                 NaN
  1278.99        2500.00        91.4024                 NaN   2.13973                 NaN            NaN            NaN  0.540981                 NaN   1.18271       0.272204        4.46198                 NaN
  1277.76        2500.00        93.1661                 NaN   2.33496                 NaN            NaN            NaN  0.231414                 NaN  0.853487       0.142582        3.27146                 NaN
  1276.53        2500.00        92.0238                 NaN   1.91479                 NaN            NaN            NaN  0.698797                 NaN   1.10115       0.201955        4.05953                 NaN
  1275.30        2500.00        96.1905                 NaN   1.47699                 NaN            NaN            NaN  0.366163E-001            NaN  0.482873       0.917318E-001   1.72129                 NaN
  1274.07        2500.00        90.8965                 NaN   2.70763                 NaN            NaN            NaN  0.453663                 NaN   1.24402       0.257386        4.44084                 NaN
  1272.84        2500.00        97.4969                 NaN  0.711417                 NaN            NaN            NaN  0.142562                 NaN  0.295015       0.327548E-001   1.32137                 NaN
  1271.61        2500.00        94.2967                 NaN   1.79600                 NaN            NaN            NaN  0.211581                 NaN  0.760169       0.136830        2.79870                 NaN
  1270.38        2500.00        94.4531                 NaN   1.79518                 NaN            NaN            NaN  0.160773                 NaN  0.737764       0.131431        2.72180                 NaN
  1269.16        2500.00        94.6202                 NaN   1.79335                 NaN            NaN            NaN  0.113587                 NaN  0.714652       0.124457        2.63378                 NaN
  1267.93        2500.00        82.5889        7.84748       0.837568                 NaN            NaN            NaN   1.21525                 NaN   1.15204       0.341863        6.01687                 NaN
  1266.70        2500.00        81.9310                 NaN   6.93926                 NaN            NaN            NaN            NaN            NaN   2.44555       0.348234        8.33593                 NaN
  1265.47        2500.00        99.1155                 NaN  0.284917                 NaN            NaN            NaN            NaN            NaN  0.122245       0.182058E-001  0.459145                 NaN
  1264.24        2500.00        99.9280                 NaN  0.620953E-001            NaN            NaN            NaN            NaN            NaN  0.751348E-002  0.239509E-002            NaN            NaN
  1263.01        2500.00        99.3010                 NaN  0.231116                 NaN            NaN            NaN  0.444372E-001            NaN  0.100916       0.168537E-001  0.305662                 NaN
  1261.78        2500.00        98.8458                 NaN  0.499925                 NaN            NaN            NaN            NaN            NaN  0.145840       0.941699E-002  0.499019                 NaN
  1260.55        2500.00        91.6809                 NaN   2.83738                 NaN            NaN            NaN            NaN            NaN   1.15390       0.180981        4.14686                 NaN
  1259.32        2500.00        95.5595                 NaN  0.577955        1.12089                 NaN            NaN            NaN            NaN  0.622258       0.646942E-001   2.05474                 NaN
  1258.09        2500.00        98.5121                 NaN  0.783667                 NaN            NaN            NaN            NaN            NaN  0.195333       0.488366E-001  0.460055                 NaN
  1256.87        2500.00        98.6778                 NaN  0.220721                 NaN            NaN            NaN            NaN            NaN  0.561917E-001            NaN   1.04524                 NaN
  1255.64        2500.00        92.7471                 NaN   2.76233                 NaN            NaN            NaN            NaN            NaN   1.07749       0.163807        3.24927                 NaN
  1254.41        2500.00        99.7824                 NaN  0.620158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155620                 NaN
  1253.18        2500.00        97.0116                 NaN  0.941804                 NaN            NaN            NaN            NaN            NaN  0.350463       0.839414E-001   1.61221                 NaN
  1251.95        2500.00        98.0415                 NaN  0.775579                 NaN            NaN            NaN            NaN            NaN  0.274848       0.230882E-001  0.884950                 NaN
  1250.72        2500.00        96.8347                 NaN   1.10321                 NaN            NaN            NaN            NaN            NaN  0.418108       0.678584E-001   1.57615                 NaN
  1249.49        2500.00        97.2351                 NaN  0.956949                 NaN            NaN            NaN            NaN            NaN  0.362421       0.605781E-001   1.38493                 NaN
  1248.26        2500.00        97.4130                 NaN  0.872796                 NaN            NaN            NaN            NaN            NaN  0.348532       0.540285E-001   1.31163                 NaN
