|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1248.26        2500.00        97.7218                 NaN  0.608884                 NaN            NaN            NaN            NaN            NaN  0.323688       0.292953E-001   1.31629                 NaN
  1247.03        2500.00        97.7378                 NaN  0.622791                 NaN            NaN            NaN            NaN            NaN  0.311547       0.301509E-001   1.29776                 NaN
  1245.80        2500.00        97.7363                 NaN  0.593966                 NaN            NaN            NaN            NaN            NaN  0.311516       0.308964E-001   1.32728                 NaN
  1244.58        2500.00        97.8074                 NaN  0.530397                 NaN            NaN            NaN            NaN            NaN  0.300156       0.309861E-001   1.33105                 NaN
  1243.35        2500.00        97.3553                 NaN  0.769823                 NaN            NaN            NaN            NaN            NaN  0.367032       0.432367E-001   1.46457                 NaN
  1242.12        2500.00        99.2850                 NaN  0.966957E-001  0.817162E-001            NaN            NaN            NaN            NaN  0.803192E-001  0.337714E-002  0.452873                 NaN
  1240.89        2500.00        97.7402                 NaN  0.594848                 NaN            NaN            NaN            NaN            NaN  0.311621       0.286131E-001   1.32475                 NaN
  1239.66        2500.00        98.1304                 NaN  0.483215                 NaN            NaN            NaN            NaN            NaN  0.257385       0.233043E-001   1.10571                 NaN
  1238.43        2500.00        97.7768                 NaN  0.570562                 NaN            NaN            NaN            NaN            NaN  0.298677       0.291093E-001   1.32487                 NaN
  1237.20        2500.00        97.5465                 NaN  0.236975       0.305829                 NaN            NaN            NaN            NaN  0.354575       0.376751E-001   1.51848                 NaN
  1235.97        2500.00        98.5822                 NaN  0.112272                 NaN            NaN            NaN            NaN            NaN  0.120411       0.516672E-001   1.13350                 NaN
  1234.74        2500.00        98.2072                 NaN  0.669372                 NaN            NaN            NaN            NaN            NaN  0.272531                 NaN  0.850869                 NaN
  1233.51        2500.00        99.7496                 NaN  0.544173E-001            NaN            NaN            NaN            NaN            NaN  0.574483E-001  0.157522E-001  0.122759                 NaN
  1232.29        2500.00        96.5502                 NaN  0.781802                 NaN            NaN            NaN            NaN            NaN  0.393627       0.101811E-001   1.98251       0.281647     
  1231.06        2500.00        63.7015                 NaN  0.732550        3.66072                 NaN            NaN            NaN            NaN   3.14111       0.221047        16.1520        12.3911     
  1229.83        2500.00                 NaN            NaN   8.53938        2.69278                 NaN            NaN            NaN            NaN   8.32936       0.561541        46.8259        33.0510     
  1228.60        2500.00                 NaN            NaN   11.1234       0.184029E-002            NaN            NaN            NaN            NaN   8.09097       0.614471        47.1050        33.0643     
  1227.37        2500.00                 NaN            NaN   1.97308        9.12095                 NaN            NaN            NaN            NaN   8.09335       0.600846        47.1788        33.0329     
  1226.14        2500.00                 NaN            NaN   11.1409                 NaN            NaN            NaN            NaN            NaN   8.15231       0.599637        47.0484        33.0587     
  1224.91        2500.00                 NaN            NaN   8.53873        2.69233                 NaN            NaN            NaN            NaN   8.32928       0.561502        46.8240        33.0541     
  1223.68        2500.00                 NaN            NaN   11.1246                 NaN            NaN            NaN            NaN            NaN   8.09536       0.595522        47.1407        33.0438     
  1222.45        2500.00                 NaN            NaN   11.2305                 NaN            NaN            NaN            NaN            NaN   8.32926       0.561481        46.8231        33.0557     
  1221.22        2500.00                 NaN            NaN   11.1007                 NaN            NaN            NaN            NaN            NaN   8.10360       0.598935        47.1585        33.0384     
  1220.00        2500.00                 NaN            NaN   8.53769        2.69229                 NaN            NaN            NaN            NaN   8.32923       0.561460        46.8221        33.0572     
  1218.77        2500.00                 NaN            NaN  0.106311E-004   1.94166        9.20585                 NaN            NaN            NaN   8.15563       0.599386        47.0321        33.0654     
  1217.54        2500.00                 NaN            NaN   11.1321                 NaN            NaN            NaN            NaN            NaN   8.11504       0.593248        47.1102        33.0495     
  1216.31        2500.00                 NaN            NaN   8.54084        2.68819                 NaN            NaN            NaN            NaN   8.32892       0.561469        46.8210        33.0596     
  1215.08        2500.00                 NaN            NaN   8.53887        2.68995                 NaN            NaN            NaN            NaN   8.32902       0.561441        46.8204        33.0603     
  1213.85        2500.00                 NaN            NaN   11.2286                 NaN            NaN            NaN            NaN            NaN   8.32915       0.561410        46.8197        33.0612     
  1212.62        2500.00                 NaN            NaN   11.1366                 NaN            NaN            NaN            NaN            NaN   8.12694       0.591413        47.0921        33.0530     
  1211.39        2500.00                 NaN            NaN  0.133149        11.0101                 NaN            NaN            NaN            NaN   8.13273       0.589590        47.0793        33.0552     
  1210.16        2500.00                 NaN            NaN  0.108425        11.0358                 NaN            NaN            NaN            NaN   8.13544       0.589164        47.0752        33.0560     
  1208.93        2500.00                 NaN            NaN   8.53584        2.69169                 NaN            NaN            NaN            NaN   8.32908       0.561370        46.8178        33.0642     
  1207.70        2500.00                 NaN            NaN   8.53563        2.69163                 NaN            NaN            NaN            NaN   8.32907       0.561360        46.8173        33.0650     
  1206.48        2500.00                 NaN            NaN   8.53542        2.69156                 NaN            NaN            NaN            NaN   8.32905       0.561350        46.8168        33.0658     
  1205.25        2500.00                 NaN            NaN   8.53508        2.69163                 NaN            NaN            NaN            NaN   8.32903       0.561342        46.8164        33.0666     
  1204.02        2500.00                 NaN            NaN   8.53501        2.69143                 NaN            NaN            NaN            NaN   8.32902       0.561330        46.8159        33.0673     
  1202.79        2500.00                 NaN            NaN   8.53480        2.69137                 NaN            NaN            NaN            NaN   8.32900       0.561320        46.8154        33.0681     
  1201.56        2500.00                 NaN            NaN   8.53459        2.69131                 NaN            NaN            NaN            NaN   8.32899       0.561310        46.8149        33.0689     
  1200.33        2500.00                 NaN            NaN   8.53438        2.69124                 NaN            NaN            NaN            NaN   8.32897       0.561300        46.8144        33.0697     
  1199.10        2500.00                 NaN            NaN   8.53417        2.69118                 NaN            NaN            NaN            NaN   8.32896       0.561290        46.8140        33.0704     
  1197.87        2500.00                 NaN            NaN   8.53397        2.69111                 NaN            NaN            NaN            NaN   8.32894       0.561280        46.8135        33.0712     
  1196.64        2500.00                 NaN            NaN   8.53376        2.69105                 NaN            NaN            NaN            NaN   8.32893       0.561270        46.8130        33.0720     
  1195.41        2500.00                 NaN            NaN   8.53355        2.69098                 NaN            NaN            NaN            NaN   8.32891       0.561260        46.8125        33.0728     
  1194.19        2500.00                 NaN            NaN   8.53334        2.69092                 NaN            NaN            NaN            NaN   8.32890       0.561250        46.8120        33.0735     
  1192.96        2500.00                 NaN            NaN   8.53314        2.69086                 NaN            NaN            NaN            NaN   8.32888       0.561240        46.8116        33.0743     
  1191.73        2500.00                 NaN            NaN   8.53293        2.69079                 NaN            NaN            NaN            NaN   8.32887       0.561230        46.8111        33.0751     
  1190.50        2500.00                 NaN            NaN   8.53270        2.69075                 NaN            NaN            NaN            NaN   8.32885       0.561220        46.8106        33.0759     
  1189.27        2500.00                 NaN            NaN   8.53251        2.69066                 NaN            NaN            NaN            NaN   8.32884       0.561210        46.8101        33.0766     
  1188.04        2500.00                 NaN            NaN   8.53231        2.69060                 NaN            NaN            NaN            NaN   8.32882       0.561200        46.8097        33.0774     
  1186.81        2500.00                 NaN            NaN   8.53210        2.69054                 NaN            NaN            NaN            NaN   8.32881       0.561190        46.8092        33.0782     
  1185.58        2500.00                 NaN            NaN   8.53189        2.69047                 NaN            NaN            NaN            NaN   8.32879       0.561180        46.8087        33.0790     
  1184.35        2500.00                 NaN            NaN   11.2220                 NaN            NaN            NaN            NaN            NaN   8.32878       0.561171        46.8083        33.0798     
  1183.12        2500.00                 NaN            NaN   11.1727                 NaN            NaN            NaN            NaN            NaN   8.18531       0.579584        46.9815        33.0809     
  1181.90        2500.00                 NaN            NaN   11.1745       0.195373E-005            NaN            NaN            NaN            NaN   8.18869       0.578965        46.9757        33.0821     
  1180.67        2500.00                 NaN            NaN   11.1764       0.236566E-005            NaN            NaN            NaN            NaN   8.19234       0.578304        46.9696        33.0833     
  1179.44        2500.00                 NaN            NaN   11.1784                 NaN            NaN            NaN            NaN            NaN   8.19788       0.577473        46.9617        33.0845     
  1178.21        2500.00                 NaN            NaN   11.1859       0.376126E-005            NaN            NaN            NaN            NaN   8.20548       0.575183        46.9472        33.0863     
  1176.98        2500.00                 NaN            NaN   11.1905       0.446022E-005            NaN            NaN            NaN            NaN   8.21231       0.573084        46.9354        33.0887     
  1175.75        2500.00                 NaN            NaN   8.53019        2.69001                 NaN            NaN            NaN            NaN   8.32867       0.561102        46.8049        33.0851     
  1174.52        2500.00                 NaN            NaN   11.1946       0.445656E-005            NaN            NaN            NaN            NaN   8.22280       0.571195        46.9209        33.0906     
  1173.29        2500.00                 NaN            NaN   11.1952                 NaN            NaN            NaN            NaN            NaN   8.21245       0.574107        46.9253        33.0930     
  1172.06        2500.00                 NaN            NaN   8.52962        2.68977                 NaN            NaN            NaN            NaN   8.32863       0.561071        46.8035        33.0875     
  1170.83        2500.00                 NaN            NaN   11.1782       0.463503E-005            NaN            NaN            NaN            NaN   8.26595       0.572687        46.9017        33.0815     
  1169.61        2500.00                 NaN            NaN   11.2075       0.646447E-004            NaN            NaN            NaN            NaN   8.22551       0.570898        46.8972        33.0988     
  1168.38        2500.00                 NaN            NaN   11.2075                 NaN            NaN            NaN            NaN            NaN   8.21525       0.573647        46.9049        33.0987     
  1167.15        2500.00                 NaN            NaN   8.94231        2.27764                 NaN            NaN            NaN            NaN   8.31270       0.563000        46.8114        33.0929     
  1165.92        2500.00                 NaN            NaN   11.2130                 NaN            NaN            NaN            NaN            NaN   8.23586       0.569881        46.8789        33.1023     
  1164.69        2500.00                 NaN            NaN   11.2172                 NaN            NaN            NaN            NaN            NaN   8.22525       0.571918        46.8811        33.1045     
  1163.46        2500.00                 NaN            NaN   11.1761                 NaN            NaN            NaN            NaN            NaN   8.23634       0.572933        46.9249        33.0897     
  1162.23        2500.00                 NaN            NaN   11.2197                 NaN            NaN            NaN            NaN            NaN   8.22982       0.570352        46.8735        33.1066     
  1161.00        2500.00                 NaN            NaN   8.52776        2.68919                 NaN            NaN            NaN            NaN   8.32850       0.560983        46.7992        33.0944     
  1159.77        2500.00                 NaN            NaN   9.36393        1.85789                 NaN            NaN            NaN            NaN   8.28228       0.565100        46.8279        33.1029     
  1158.54        2500.00                 NaN            NaN   11.2238                 NaN            NaN            NaN            NaN            NaN   8.23758       0.568577        46.8601        33.1099     
  1157.31        2500.00                 NaN            NaN   11.2282                 NaN            NaN            NaN            NaN            NaN   8.24123       0.570194        46.8489        33.1114     
  1156.09        2500.00                 NaN            NaN   11.2295                 NaN            NaN            NaN            NaN            NaN   8.23977       0.569147        46.8482        33.1133     
  1154.86        2500.00                 NaN            NaN   9.37197        1.85690                 NaN            NaN            NaN            NaN   8.29017       0.562929        46.8107        33.1073     
  1153.63        2500.00                 NaN            NaN   9.66351        1.56252                 NaN            NaN            NaN            NaN   8.29034       0.562939        46.8140        33.1067     
  1152.40        2500.00                 NaN            NaN   9.58516        1.64327                 NaN            NaN            NaN            NaN   8.29295       0.562333        46.8084        33.1079     
  1151.17        2500.00                 NaN            NaN   9.52149        1.70918                 NaN            NaN            NaN            NaN   8.29456       0.561950        46.8034        33.1094     
  1149.94        2500.00                 NaN            NaN   9.41141        1.82215                 NaN            NaN            NaN            NaN   8.29701       0.561330        46.7972        33.1109     
  1148.71        2500.00                 NaN            NaN   8.95570        2.28313                 NaN            NaN            NaN            NaN   8.29574       0.559526        46.7929        33.1130     
  1147.48        2500.00                 NaN            NaN   8.91278        2.32804                 NaN            NaN            NaN            NaN   8.29809       0.558942        46.7879        33.1142     
  1146.25        2500.00                 NaN            NaN   8.86861        2.37416                 NaN            NaN            NaN            NaN   8.30042       0.558367        46.7830        33.1154     
  1145.02        2500.00                 NaN            NaN   8.52508        2.68837                 NaN            NaN            NaN            NaN   8.32832       0.560856        46.7930        33.1044     
  1143.80        2500.00                 NaN            NaN   8.60099        2.64640                 NaN            NaN            NaN            NaN   8.30620       0.557071        46.7714        33.1180     
  1142.57        2500.00                 NaN            NaN   8.52467        2.68824                 NaN            NaN            NaN            NaN   8.32829       0.560836        46.7921        33.1059     
  1141.34        2500.00                 NaN            NaN   8.54434        2.70681                 NaN            NaN            NaN            NaN   8.30992       0.555981        46.7625        33.1204     
  1140.11        2500.00                 NaN            NaN   8.52426        2.68811                 NaN            NaN            NaN            NaN   8.32827       0.560817        46.7911        33.1074     
  1138.88        2500.00                 NaN            NaN   2.42504        8.82901                 NaN            NaN            NaN            NaN   8.31306       0.555474        46.7553        33.1221     
  1137.65        2500.00                 NaN            NaN   8.52391        2.68792                 NaN            NaN            NaN            NaN   8.32824       0.560797        46.7902        33.1090     
  1136.42        2500.00                 NaN            NaN   2.49803        8.75768                 NaN            NaN            NaN            NaN   8.31960       0.555276        46.7456        33.1238     
  1135.19        2500.00                 NaN            NaN  0.810968        4.24763        6.20154                 NaN            NaN            NaN   8.35171       0.550957        46.7135        33.1237     
  1133.96        2500.00                 NaN            NaN  0.812824        4.24650        6.20054                 NaN            NaN            NaN   8.35169       0.550950        46.7130        33.1245     
  1132.73        2500.00                 NaN            NaN  0.814714        4.24534        6.19952                 NaN            NaN            NaN   8.35167       0.550943        46.7125        33.1253     
  1131.51        2500.00                 NaN            NaN  0.816647        4.24417        6.19848                 NaN            NaN            NaN   8.35165       0.550936        46.7121        33.1260     
  1130.28        2500.00                 NaN            NaN  0.818620        4.24297        6.19743                 NaN            NaN            NaN   8.35163       0.550929        46.7116        33.1268     
  1129.05        2500.00                 NaN            NaN  0.820649        4.24174        6.19635                 NaN            NaN            NaN   8.35161       0.550922        46.7112        33.1276     
  1127.82        2500.00                 NaN            NaN  0.823079        4.24028        6.19509                 NaN            NaN            NaN   8.35159       0.550916        46.7107        33.1283     
  1126.59        2500.00                 NaN            NaN  0.849903        4.22540        6.18271                 NaN            NaN            NaN   8.35150       0.550941        46.7105        33.1290     
  1125.36        2500.00                 NaN            NaN  0.871651        4.21331        6.17265                 NaN            NaN            NaN   8.35142       0.550959        46.7103        33.1298     
  1124.13        2500.00                 NaN            NaN  0.883738        4.20654        6.16698                 NaN            NaN            NaN   8.35137       0.550965        46.7099        33.1305     
  1122.90        2500.00                 NaN            NaN  0.636904        4.34236        6.27929                 NaN            NaN            NaN   8.35211       0.550642        46.7070        33.1317     
  1121.67        2500.00                 NaN            NaN   8.52202        2.68632                 NaN            NaN            NaN            NaN   8.32807       0.560670        46.7840        33.1189     
  1120.44        2500.00                 NaN            NaN   3.22664        8.02111                 NaN            NaN            NaN            NaN   8.31559       0.560195        46.7400        33.1364     
  1119.22        2500.00                 NaN            NaN   2.94232        8.39911                 NaN            NaN            NaN            NaN   8.38777       0.536656        46.5782        33.1560     
  1117.99        2500.00                 NaN            NaN   2.94209        8.39907                 NaN            NaN            NaN            NaN   8.38777       0.536646        46.5777        33.1567     
  1116.76        2500.00                 NaN            NaN   2.94185        8.39903                 NaN            NaN            NaN            NaN   8.38777       0.536635        46.5772        33.1575     
  1115.53        2500.00                 NaN            NaN   8.64467        2.64054                 NaN            NaN            NaN            NaN   8.35563       0.545954        46.6684        33.1448     
  1114.30        2500.00                 NaN            NaN   8.66495        2.62213                 NaN            NaN            NaN            NaN   8.35806       0.545383        46.6635        33.1460     
  1113.07        2500.00                 NaN            NaN   8.68173        2.60726                 NaN            NaN            NaN            NaN   8.36052       0.544805        46.6585        33.1472     
  1111.84        2500.00                 NaN            NaN   8.69775        2.59315                 NaN            NaN            NaN            NaN   8.36298       0.544221        46.6535        33.1484     
  1110.61        2500.00                 NaN            NaN   8.71138        2.58146                 NaN            NaN            NaN            NaN   8.36544       0.543634        46.6484        33.1497     
  1109.38        2500.00                 NaN            NaN   8.72357        2.57124                 NaN            NaN            NaN            NaN   8.36791       0.543044        46.6434        33.1509     
  1108.15        2500.00                 NaN            NaN   8.73275        2.56403                 NaN            NaN            NaN            NaN   8.37033       0.542466        46.6383        33.1521     
  1106.92        2500.00                 NaN            NaN   3.55191        7.75142                 NaN            NaN            NaN            NaN   8.37374       0.541152        46.6272        33.1546     
  1105.70        2500.00                 NaN            NaN   2.58214        8.72318                 NaN            NaN            NaN            NaN   8.37695       0.540379        46.6232        33.1541     
  1104.47        2500.00                 NaN            NaN   2.38264        8.92467                 NaN            NaN            NaN            NaN   8.37830       0.539850        46.6184        33.1562     
  1103.24        2500.00                 NaN            NaN   8.58769        2.71829                 NaN            NaN            NaN            NaN   8.37812       0.540296        46.6184        33.1572     
  1102.01        2500.00                 NaN            NaN   8.56866        2.73970                 NaN            NaN            NaN            NaN   8.38074       0.539631        46.6127        33.1586     
  1100.78        2500.00                 NaN            NaN   8.55256        2.75810                 NaN            NaN            NaN            NaN   8.38331       0.538992        46.6071        33.1599     
  1099.55        2500.00                 NaN            NaN   8.53839        2.77451                 NaN            NaN            NaN            NaN   8.38584       0.538372        46.6016        33.1613     
  1098.32        2500.00                 NaN            NaN   8.53707        2.77808                 NaN            NaN            NaN            NaN   8.38849       0.537730        46.5960        33.1626     
  1097.09        2500.00                 NaN            NaN   8.53978        2.77759                 NaN            NaN            NaN            NaN   8.39113       0.537097        46.5905        33.1639     
  1095.86        2500.00                 NaN            NaN   8.54384        2.77574                 NaN            NaN            NaN            NaN   8.39373       0.536474        46.5850        33.1652     
  1094.63        2500.00                 NaN            NaN   8.54873        2.77306                 NaN            NaN            NaN            NaN   8.39630       0.535859        46.5795        33.1666     
  1093.41        2500.00                 NaN            NaN   3.29799        8.01974                 NaN            NaN            NaN            NaN   8.40149       0.535743        46.5809        33.1641     
  1092.18        2500.00                 NaN            NaN   3.30759        8.01233                 NaN            NaN            NaN            NaN   8.40430       0.535060        46.5754        33.1653     
  1090.95        2500.00                 NaN            NaN   2.88136        8.44421                 NaN            NaN            NaN            NaN   8.39981       0.534737        46.5712        33.1687     
  1089.72        2500.00                 NaN            NaN   3.35828        7.96390                 NaN            NaN            NaN            NaN   8.40661       0.534429        46.5695        33.1673     
  1088.49        2500.00                 NaN            NaN   3.31410        8.01176                 NaN            NaN            NaN            NaN   8.40981       0.533363        46.5622        33.1687     
  1087.26        2500.00                 NaN            NaN   7.98895        3.33725                 NaN            NaN            NaN            NaN   8.41238       0.533191        46.5586        33.1696     
  1086.03        2500.00                 NaN            NaN   3.33831        7.98972                 NaN            NaN            NaN            NaN   8.41470       0.532605        46.5539        33.1708     
  1084.80        2500.00                 NaN            NaN   7.97845        3.35182                 NaN            NaN            NaN            NaN   8.41714       0.531988        46.5486        33.1720     
  1083.57        2500.00                 NaN            NaN   3.35156        7.98063                 NaN            NaN            NaN            NaN   8.41950       0.531408        46.5437        33.1732     
  1082.34        2500.00                 NaN            NaN   3.33954        7.99561                 NaN            NaN            NaN            NaN   8.42184       0.530810        46.5381        33.1741     
  1081.12        2500.00                 NaN            NaN   3.33182        8.00528                 NaN            NaN            NaN            NaN   8.42419       0.530227        46.5332        33.1753     
  1079.89        2500.00                 NaN            NaN   11.3690                 NaN            NaN            NaN            NaN            NaN   8.45097       0.522630        46.4753        33.1821     
  1078.66        2500.00                 NaN            NaN   3.34187        7.99969                 NaN            NaN            NaN            NaN   8.42916       0.528979        46.5227        33.1777     
  1077.43        2500.00                 NaN            NaN   3.35908        7.98479                 NaN            NaN            NaN            NaN   8.43177       0.528316        46.5172        33.1789     
  1076.20        2500.00                 NaN            NaN   3.39038        7.95607                 NaN            NaN            NaN            NaN   8.43459       0.527590        46.5112        33.1802     
  1074.97        2500.00                 NaN            NaN   2.94672        8.41592                 NaN            NaN            NaN            NaN   8.44748       0.523810        46.4817        33.1844     
  1073.74        2500.00                 NaN            NaN   2.95718        8.40754                 NaN            NaN            NaN            NaN   8.44991       0.523195        46.4766        33.1856     
  1072.51        2500.00                 NaN            NaN   2.96817        8.39865                 NaN            NaN            NaN            NaN   8.45234       0.522580        46.4715        33.1868     
  1071.28        2500.00                 NaN            NaN   2.97971        8.38921                 NaN            NaN            NaN            NaN   8.45477       0.521964        46.4664        33.1880     
  1070.05        2500.00                 NaN            NaN   2.99180        8.37922                 NaN            NaN            NaN            NaN   8.45719       0.521348        46.4613        33.1892     
  1068.83        2500.00                 NaN            NaN   1.01246        10.4077                 NaN            NaN            NaN            NaN   8.44024       0.515814        46.4187        33.2050     
  1067.60        2500.00                 NaN            NaN   3.01320        8.36204                 NaN            NaN            NaN            NaN   8.46206       0.520105        46.4510        33.1916     
  1066.37        2500.00                 NaN            NaN   1.01183        10.4078                 NaN            NaN            NaN            NaN   8.44026       0.515793        46.4178        33.2065     
  1065.14        2500.00                 NaN            NaN   3.02341        8.35623                 NaN            NaN            NaN            NaN   8.46699       0.518828        46.4405        33.1940     
  1063.91        2500.00                 NaN            NaN   3.02106        8.36087                 NaN            NaN            NaN            NaN   8.46955       0.518166        46.4351        33.1953     
  1062.68        2500.00                 NaN            NaN   3.01905        8.36518                 NaN            NaN            NaN            NaN   8.47210       0.517501        46.4297        33.1965     
  1061.45        2500.00                 NaN            NaN   3.01740        8.36913                 NaN            NaN            NaN            NaN   8.47466       0.516833        46.4242        33.1978     
  1060.22        2500.00                 NaN            NaN   3.01613        8.37273                 NaN            NaN            NaN            NaN   8.47722       0.516163        46.4188        33.1990     
  1058.99        2500.00                 NaN            NaN   3.01521        8.37597                 NaN            NaN            NaN            NaN   8.47978       0.515490        46.4133        33.2002     
  1057.76        2500.00                 NaN            NaN   3.01469        8.37884                 NaN            NaN            NaN            NaN   8.48234       0.514815        46.4078        33.2015     
  1056.54        2500.00                 NaN            NaN   3.01457        8.38132                 NaN            NaN            NaN            NaN   8.48491       0.514138        46.4023        33.2027     
  1055.31        2500.00                 NaN            NaN   3.01486        8.38339                 NaN            NaN            NaN            NaN   8.48747       0.513458        46.3968        33.2040     
  1054.08        2500.00                 NaN            NaN   3.01555        8.38506                 NaN            NaN            NaN            NaN   8.49004       0.512777        46.3913        33.2053     
  1052.85        2500.00                 NaN            NaN   3.01668        8.38632                 NaN            NaN            NaN            NaN   8.49260       0.512093        46.3858        33.2065     
  1051.62        2500.00                 NaN            NaN   3.01823        8.38714                 NaN            NaN            NaN            NaN   8.49517       0.511408        46.3803        33.2078     
  1050.39        2500.00                 NaN            NaN   3.02024        8.38753                 NaN            NaN            NaN            NaN   8.49773       0.510722        46.3748        33.2090     
  1049.16        2500.00                 NaN            NaN   3.02270        8.38747                 NaN            NaN            NaN            NaN   8.50030       0.510033        46.3692        33.2103     
  1047.93        2500.00                 NaN            NaN   3.02564        8.38693                 NaN            NaN            NaN            NaN   8.50286       0.509344        46.3637        33.2115     
  1046.70        2500.00                 NaN            NaN   3.02906        8.38592                 NaN            NaN            NaN            NaN   8.50542       0.508653        46.3581        33.2128     
  1045.47        2500.00                 NaN            NaN   8.38442        3.03298                 NaN            NaN            NaN            NaN   8.50798       0.507962        46.3526        33.2141     
  1044.24        2500.00                 NaN            NaN   9.21978        2.22917                 NaN            NaN            NaN            NaN   8.53229       0.501254        46.2960        33.2215     
  1043.02        2500.00                 NaN            NaN   9.29219        2.15965                 NaN            NaN            NaN            NaN   8.53520       0.500478        46.2895        33.2229     
  1041.79        2500.00                 NaN            NaN   9.29463        2.15582                 NaN            NaN            NaN            NaN   8.53504       0.500797        46.2903        33.2234     
  1040.56        2500.00                 NaN            NaN   9.44901        2.00951                 NaN            NaN            NaN            NaN   8.54184       0.498709        46.2750        33.2260     
  1039.33        2500.00                 NaN            NaN   9.52555        1.93581                 NaN            NaN            NaN            NaN   8.54477       0.497894        46.2687        33.2273     
  1038.10        2500.00                 NaN            NaN   9.59093       0.285508E-002   1.87090                 NaN            NaN            NaN   8.54807       0.496995        46.2615        33.2287     
  1036.87        2500.00                 NaN            NaN   9.65345        1.81460                 NaN            NaN            NaN            NaN   8.55139       0.496090        46.2542        33.2302     
  1035.64        2500.00                 NaN            NaN   9.71091        1.76059                 NaN            NaN            NaN            NaN   8.55478       0.495159        46.2468        33.2317     
  1034.41        2500.00                 NaN            NaN   9.76502        1.70990                 NaN            NaN            NaN            NaN   8.55815       0.494241        46.2395        33.2332     
  1033.18        2500.00                 NaN            NaN   9.81596        1.66238                 NaN            NaN            NaN            NaN   8.56156       0.493311        46.2321        33.2347     
  1031.95        2500.00                 NaN            NaN   9.81122        1.66726                 NaN            NaN            NaN            NaN   8.56244       0.493242        46.2304        33.2355     
  1030.73        2500.00                 NaN            NaN   9.85632        1.62588                 NaN            NaN            NaN            NaN   8.56605       0.492235        46.2225        33.2370     
  1029.50        2500.00                 NaN            NaN   9.88809        1.59809                 NaN            NaN            NaN            NaN   8.56980       0.491179        46.2142        33.2386     
  1028.27        2500.00                 NaN            NaN   1.57751        9.91281                 NaN            NaN            NaN            NaN   8.57359       0.490101        46.2058        33.2402     
  1027.04        2500.00                 NaN            NaN  0.148190E-002   9.94268        1.55008                 NaN            NaN            NaN   8.57734       0.489036        46.1975        33.2418     
  1025.81        2500.00                 NaN            NaN  0.174520E-002   9.97416        1.52235                 NaN            NaN            NaN   8.58105       0.487970        46.1893        33.2434     
  1024.58        2500.00                 NaN            NaN   10.0127        1.48999                 NaN            NaN            NaN            NaN   8.58522       0.486797        46.1801        33.2451     
  1023.35        2500.00                 NaN            NaN  0.797460E-002   10.0918        1.40801                 NaN            NaN            NaN   8.58996       0.485420        46.1699        33.2469     
  1022.12        2500.00                 NaN            NaN   1.67486        9.84529                 NaN            NaN            NaN            NaN   8.59950       0.482289        46.1481        33.2500     
  1020.89        2500.00                 NaN            NaN   1.48815        10.0361                 NaN            NaN            NaN            NaN   8.60341       0.481176        46.1396        33.2516     
  1019.66        2500.00                 NaN            NaN   1.32833        10.2006                 NaN            NaN            NaN            NaN   8.60777       0.479911        46.1300        33.2533     
  1018.44        2500.00                 NaN            NaN   1.17860        10.3550                 NaN            NaN            NaN            NaN   8.61217       0.478640        46.1206        33.2550     
  1017.21        2500.00                 NaN            NaN   10.5173        1.02174                 NaN            NaN            NaN            NaN   8.61718       0.477160        46.1097        33.2569     
  1015.98        2500.00                 NaN            NaN   10.4091        1.13227                 NaN            NaN            NaN            NaN   8.61924       0.476618        46.1045        33.2582     
  1014.75        2500.00                 NaN            NaN   10.2635        1.27948                 NaN            NaN            NaN            NaN   8.62087       0.476217        46.1005        33.2594     
  1013.52        2500.00                 NaN            NaN   1.40950        10.1354                 NaN            NaN            NaN            NaN   8.62268       0.475766        46.0960        33.2607     
  1012.29        2500.00                 NaN            NaN   1.52491        10.0220                 NaN            NaN            NaN            NaN   8.62455       0.475289        46.0913        33.2620     
  1011.06        2500.00                 NaN            NaN   1.63034        9.91859                 NaN            NaN            NaN            NaN   8.62644       0.474806        46.0865        33.2633     
  1009.83        2500.00                 NaN            NaN   1.72752        9.82347                 NaN            NaN            NaN            NaN   8.62835       0.474312        46.0817        33.2646     
  1008.60        2500.00                 NaN            NaN   9.76450        1.78808                 NaN            NaN            NaN            NaN   8.63077       0.473759        46.0770        33.2659     
  1007.37        2500.00                 NaN            NaN  0.428757E-002   6.83128        4.59229                 NaN            NaN            NaN   8.52506       0.506261        46.2977        33.2432     
  1006.15        2500.00                 NaN            NaN   9.60285        1.95494                 NaN            NaN            NaN            NaN   8.63461       0.472684        46.0662        33.2687     
  1004.92        2500.00                 NaN            NaN   2.03090        9.52908                 NaN            NaN            NaN            NaN   8.63658       0.472169        46.0612        33.2700     
  1003.69        2500.00                 NaN            NaN   2.11893        9.44299                 NaN            NaN            NaN            NaN   8.63832       0.471733        46.0567        33.2713     
  1002.46        2500.00                 NaN            NaN   9.36413        2.19978                 NaN            NaN            NaN            NaN   8.64014       0.471271        46.0520        33.2726     
  1001.23        2500.00                 NaN            NaN   2.27418        9.29183                 NaN            NaN            NaN            NaN   8.64199       0.470800        46.0472        33.2740     
