|6.6.6
Archiving\03_Data\DeqLP/QFM_m3.75/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9607       0.392810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9607       0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9607       0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9607       0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9607       0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9607       0.392808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9607       0.392808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9607       0.392808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9607       0.392808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9607       0.392807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9607       0.392807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9607       0.392807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9607       0.392806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9607       0.392806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9607       0.392806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9607       0.392806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9607       0.392805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.4074       0.378425E-001  0.554738                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.5134       0.354936E-001   1.45112                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.6437       0.331639E-001   2.32315                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.7740       0.308342E-001   3.19518                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.9453       0.285292E-001   4.02616                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.1166       0.262242E-001   4.85714                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.2880       0.239192E-001   5.68811                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        93.4593       0.216142E-001   6.51907                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        92.6996       0.193084E-001   7.28109                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        91.9399       0.170025E-001   8.04309                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.1802       0.146967E-001   8.80510                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        90.4205       0.123909E-001   9.56709                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        89.6608       0.100851E-001   10.3291                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        88.9012       0.777932E-002   11.0911                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        88.1415       0.547356E-002   11.8530                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        87.3818       0.316783E-002   12.6150                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        86.6662       0.921684E-003   13.3328                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        85.9726                 NaN   14.0121       0.153778E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        85.2938                 NaN   14.6728       0.334460E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        84.6150                 NaN   15.3335       0.515143E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        83.9508                 NaN   15.9801       0.690227E-001            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        83.2867                 NaN   16.6268       0.865312E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        82.6225                 NaN   17.2735       0.104040                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        81.9583                 NaN   17.9201       0.121548                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        81.3305                 NaN   18.5315       0.137972                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        80.7027                 NaN   19.1429       0.154396                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        80.0749                 NaN   19.7543       0.170820                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        79.4470                 NaN   20.3657       0.187244                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        78.8192                 NaN   20.9771       0.203669                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        78.1914                 NaN   21.5885       0.220093                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        77.5635                 NaN   22.1999       0.236517                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        76.9357                 NaN   22.8114       0.252942                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        76.3460                 NaN   23.3859       0.268086                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        75.7563                 NaN   23.9605       0.283230                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        75.1666                 NaN   24.5350       0.298374                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        74.5769                 NaN   25.1096       0.313519                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        73.9872                 NaN   25.6842       0.328663                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        73.3975                 NaN   26.2587       0.343807                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        72.8078                 NaN   26.8333       0.358952                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        72.2180                 NaN   27.4079       0.374097                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        71.6594                 NaN   27.9525       0.388089                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        71.1007                 NaN   28.4972       0.402081                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        70.5421                 NaN   29.0418       0.416073                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        69.9834                 NaN   29.5865       0.430065                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        69.4248                 NaN   30.1312       0.444057                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        68.8661                 NaN   30.6758       0.458049                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        68.3074                 NaN   31.2205       0.472041                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        67.7488                 NaN   31.7652       0.486034                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        67.2172                 NaN   32.2838       0.499014                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        66.6855                 NaN   32.8025       0.511993                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        66.1539                 NaN   33.3211       0.524973                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        65.6223                 NaN   33.8398       0.537953                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        65.0906                 NaN   34.3584       0.550934                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        64.5590                 NaN   34.8771       0.563914                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        64.0273                 NaN   35.3958       0.576894                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        63.4957                 NaN   35.9144       0.589874                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        62.9872                 NaN   36.4108       0.602018                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        62.4787                 NaN   36.9072       0.614161                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        61.9702                 NaN   37.4035       0.626305                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        61.4616                 NaN   37.8999       0.638449                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        60.9531                 NaN   38.3963       0.650592                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        60.4446                 NaN   38.8927       0.662736                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        59.9361                 NaN   39.3890       0.674880                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        59.4276                 NaN   39.8854       0.687024                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        58.9402                 NaN   40.3614       0.698356                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        58.4529                 NaN   40.8374       0.709688                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        57.9655                 NaN   41.3134       0.721020                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        57.4782                 NaN   41.7894       0.732352                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        56.9909                 NaN   42.2655       0.743684                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        56.5035                 NaN   42.7415       0.755016                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        56.0162                 NaN   43.2175       0.766348                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        55.5288                 NaN   43.6935       0.777681                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        55.0650                 NaN   44.1468       0.788256                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        54.6011                 NaN   44.6001       0.798831                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        54.1373                 NaN   45.0533       0.809406                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        53.6734                 NaN   45.5066       0.819981                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        53.2095                 NaN   45.9599       0.830557                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        52.7457                 NaN   46.4132       0.841132                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        52.2818                 NaN   46.8665       0.851707                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        51.8180                 NaN   47.3197       0.862283                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        51.3803                 NaN   47.7474       0.872267                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        50.9427                 NaN   48.1750       0.882250                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        50.5051                 NaN   48.6027       0.892234                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        50.0674                 NaN   49.0303       0.902218                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        49.6298                 NaN   49.4580       0.912202                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        49.1922                 NaN   49.8857       0.922187                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        48.7545                 NaN   50.3133       0.932171                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        48.3169                 NaN   50.7410       0.942155                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        47.9081                 NaN   51.1403       0.951630                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        47.4993                 NaN   51.5396       0.961104                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        47.0905                 NaN   51.9390       0.970579                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        46.6817                 NaN   52.3383       0.980054                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.2728                 NaN   52.7376       0.989529                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        45.8640                 NaN   53.1370       0.999004                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.4552                 NaN   53.5363        1.00848                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        45.0464                 NaN   53.9356        1.01795                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        44.6608                 NaN   54.3120        1.02721                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        44.2752                 NaN   54.6884        1.03646                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        43.8895                 NaN   55.0648        1.04571                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        43.5039                 NaN   55.4411        1.05496                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        43.1316                 NaN   55.8043        1.06411                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        42.7593                 NaN   56.1674        1.07326                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        42.3848                 NaN   56.5225        1.08129       0.113726E-001            NaN            NaN            NaN            NaN
  1615.38        500.000        41.2931                 NaN   56.5314        1.07330        1.10214                 NaN            NaN            NaN            NaN
  1612.18        500.000        40.3756                 NaN   56.5317        1.06458        2.02810                 NaN            NaN            NaN            NaN
  1608.97        500.000        39.4581                 NaN   56.5320        1.05586        2.95408                 NaN            NaN            NaN            NaN
  1605.77        500.000        38.5405                 NaN   56.5323        1.04714        3.88005                 NaN            NaN            NaN            NaN
  1602.56        500.000        37.6230                 NaN   56.5326        1.03842        4.80603                 NaN            NaN            NaN            NaN
  1599.36        500.000        36.7054                 NaN   56.5329        1.02970        5.73202                 NaN            NaN            NaN            NaN
  1596.15        500.000        35.7879                 NaN   56.5332        1.02098        6.65801                 NaN            NaN            NaN            NaN
  1592.95        500.000        34.8703                 NaN   56.5334        1.01226        7.58400                 NaN            NaN            NaN            NaN
  1589.74        500.000        33.9527                 NaN   56.5337        1.00354        8.50999                 NaN            NaN            NaN            NaN
  1586.54        500.000        33.2593                 NaN   56.5218       0.993886        9.22509                 NaN            NaN            NaN            NaN
  1583.33        500.000        32.5658                 NaN   56.5098       0.984230        9.94019                 NaN            NaN            NaN            NaN
  1580.13        500.000        31.8723                 NaN   56.4979       0.974573        10.6553                 NaN            NaN            NaN            NaN
  1576.92        500.000        31.1788                 NaN   56.4859       0.964916        11.3704                 NaN            NaN            NaN            NaN
  1573.72        500.000        30.4853                 NaN   56.4739       0.955259        12.0855                 NaN            NaN            NaN            NaN
  1570.51        500.000        29.7918                 NaN   56.4620       0.945602        12.8006                 NaN            NaN            NaN            NaN
  1567.31        500.000        29.0983                 NaN   56.4500       0.935945        13.5157                 NaN            NaN            NaN            NaN
  1564.10        500.000        28.4048                 NaN   56.4381       0.926288        14.2308                 NaN            NaN            NaN            NaN
  1560.90        500.000        27.8492                 NaN   56.4210       0.915257        14.8145                 NaN            NaN            NaN            NaN
  1557.69        500.000        27.2936                 NaN   56.4039       0.904226        15.3983                 NaN            NaN            NaN            NaN
  1554.49        500.000        26.7381                 NaN   56.3868       0.893195        15.9820                 NaN            NaN            NaN            NaN
  1551.28        500.000        26.1825                 NaN   56.3697       0.882164        16.5657                 NaN            NaN            NaN            NaN
  1548.08        500.000        25.6269                 NaN   56.3526       0.871132        17.1494                 NaN            NaN            NaN            NaN
  1544.87        500.000        25.0713                 NaN   56.3355       0.860101        17.7331                 NaN            NaN            NaN            NaN
  1541.67        500.000        24.5158                 NaN   56.3184       0.849070        18.3168                 NaN            NaN            NaN            NaN
  1538.46        500.000        23.9602                 NaN   56.3013       0.838039        18.9005                 NaN            NaN            NaN            NaN
  1535.26        500.000        23.4894                 NaN   56.2837       0.825297        19.4016                 NaN            NaN            NaN            NaN
  1532.05        500.000        23.0186                 NaN   56.2661       0.812555        19.9027                 NaN            NaN            NaN            NaN
  1528.85        500.000        22.5478                 NaN   56.2485       0.799814        20.4038                 NaN            NaN            NaN            NaN
  1525.64        500.000        22.0770                 NaN   56.2310       0.787072        20.9049                 NaN            NaN            NaN            NaN
  1522.44        500.000        21.6062                 NaN   56.2134       0.774330        21.4061                 NaN            NaN            NaN            NaN
  1519.23        500.000        21.1354                 NaN   56.1958       0.761588        21.9072                 NaN            NaN            NaN            NaN
  1516.03        500.000        20.6646                 NaN   56.1782       0.748847        22.4083                 NaN            NaN            NaN            NaN
  1512.82        500.000        20.1938                 NaN   56.1606       0.736105        22.9094                 NaN            NaN            NaN            NaN
  1509.62        500.000        19.7773                 NaN   56.1466       0.720981        23.3551                 NaN            NaN            NaN            NaN
  1506.41        500.000        19.3608                 NaN   56.1325       0.705857        23.8008                 NaN            NaN            NaN            NaN
  1503.21        500.000        18.9443                 NaN   56.1185       0.690733        24.2465                 NaN            NaN            NaN            NaN
  1500.00        500.000        18.5278                 NaN   56.1044       0.675609        24.6922                 NaN            NaN            NaN            NaN
  1496.79        500.000        18.1113                 NaN   56.0903       0.660485        25.1379                 NaN            NaN            NaN            NaN
  1493.59        500.000        17.6948                 NaN   56.0763       0.645361        25.5835                 NaN            NaN            NaN            NaN
  1490.38        500.000        17.2783                 NaN   56.0622       0.630237        26.0292                 NaN            NaN            NaN            NaN
  1487.18        500.000        16.8618                 NaN   56.0482       0.615113        26.4749                 NaN            NaN            NaN            NaN
  1483.97        500.000        16.4827                 NaN   56.0354       0.599473        26.8825                 NaN            NaN            NaN            NaN
  1480.77        500.000        16.1035                 NaN   56.0226       0.583834        27.2900                 NaN            NaN            NaN            NaN
  1477.56        500.000        15.6468                 NaN   56.0145       0.569120        27.6536       0.115941                 NaN            NaN            NaN
  1474.36        500.000        15.0626                 NaN   55.9995       0.564981        27.8346       0.538235                 NaN            NaN            NaN
  1471.15        500.000        14.5338                 NaN   55.9790       0.563427        27.9937       0.930064                 NaN            NaN            NaN
  1467.95        500.000        14.0049                 NaN   55.9585       0.561874        28.1528        1.32189                 NaN            NaN            NaN
  1464.74        500.000        13.4761                 NaN   55.9380       0.560321        28.3118        1.71372                 NaN            NaN            NaN
  1461.54        500.000        12.9473                 NaN   55.9175       0.558767        28.4709        2.10555                 NaN            NaN            NaN
  1458.33        500.000        12.4837                 NaN   55.8913       0.560683        28.6044        2.45984                 NaN            NaN            NaN
  1455.13        500.000        12.0202                 NaN   55.8651       0.562598        28.7380        2.81413                 NaN            NaN            NaN
